year,urbanicity,pop_category,rate_per_100000
1980,suburban,Total,41.97860751245767
1980,urban,Female,13.060485991868413
1980,urban,Male,160.43229437630546
1980,urban,Total,93.64291449142222
1981,rural,Female,7.296084737089245
1981,rural,Male,95.19148880334441
1981,rural,Total,49.110642633631635
1981,small/mid,Female,9.453615224456978
1981,small/mid,Male,112.44482063991593
1981,small/mid,Total,63.65516785773967
1981,suburban,Female,6.441449052576176
1981,suburban,Male,81.24568006227798
1981,suburban,Total,45.099684913338024
1981,urban,Female,14.287571689843968
1981,urban,Male,165.84805014040194
1981,urban,Total,100.3437597863966
1982,rural,Female,7.560443442570708
1982,rural,Male,101.76377992296051
1982,rural,Total,51.228418086104924
1982,small/mid,Female,9.991929281065108
1982,small/mid,Male,120.19338207275739
1982,small/mid,Total,67.57033123704286
1982,suburban,Female,6.96315484283973
1982,suburban,Male,86.77144970166856
1982,suburban,Total,48.198833804461785
1982,urban,Female,15.494646404939981
1982,urban,Male,171.2197820349301
1982,urban,Total,106.9353974277819
1983,rural,Female,7.912829401227866
1983,rural,Male,108.52314086530633
1983,rural,Total,53.693064232465865
1983,small/mid,Female,10.559204579002335
1983,small/mid,Male,127.96716947405038
1983,small/mid,Total,71.65160389690898
1983,suburban,Female,7.5031505486312655
1983,suburban,Male,92.19173836411869
1983,suburban,Total,51.35461627000308
1983,urban,Female,16.680106935303847
1983,urban,Male,176.42517545006422
1983,urban,Total,113.3766753253652
1984,rural,Female,8.165723037469917
1984,rural,Male,115.40028600251482
1984,rural,Total,57.864622122591676
1984,small/mid,Female,11.069549964329427
1984,small/mid,Male,136.243606872882
1984,small/mid,Total,74.21661777590478
1984,suburban,Female,7.9112331808318395
1984,suburban,Male,103.20881972430979
1984,suburban,Total,55.751829087001354
1984,urban,Female,17.719328929463472
1984,urban,Male,190.3253504637294
1984,urban,Total,111.43824941130765
1985,rural,Female,8.83664488351037
1985,rural,Male,122.93702004170996
1985,rural,Total,62.29645109597817
1985,small/mid,Female,11.879892424507005
1985,small/mid,Male,144.85036456798588
1985,small/mid,Total,76.74188681385579
1985,suburban,Female,9.131366769682986
1985,suburban,Male,113.832993786936
1985,suburban,Total,59.98904461917314
1985,urban,Female,18.72681291898108
1985,urban,Male,203.59856628951542
1985,urban,Total,109.38912936035175
1986,rural,Female,9.791325325190222
1986,rural,Male,129.37369702014058
1986,rural,Total,66.94473089698066
1986,small/mid,Female,14.556943047951913
1986,small/mid,Male,162.55912241184154
1986,small/mid,Total,87.39340771319698
1986,suburban,Female,10.408061680942572
1986,suburban,Male,125.9859324399725
1986,suburban,Total,67.02129631529633
1986,urban,Female,21.699320721360486
1986,urban,Male,243.817797690301
1986,urban,Total,130.83650723994356
1987,rural,Female,10.418403306884072
1987,rural,Male,136.87797102955557
1987,rural,Total,71.91432946953836
1987,small/mid,Female,15.356803149600736
1987,small/mid,Male,173.20173734860361
1987,small/mid,Total,93.26896351138225
1987,suburban,Female,11.046664310697677
1987,suburban,Male,129.87848584832864
1987,suburban,Total,69.48837279600795
1987,urban,Female,26.41862105408667
1987,urban,Male,258.06269393903267
1987,urban,Total,140.4022417035842
1988,rural,Female,14.593678094796232
1988,rural,Male,152.28930791409152
1988,rural,Total,80.88184213877223
1988,small/mid,Female,18.710723019667356
1988,small/mid,Male,192.12554631912812
1988,small/mid,Total,104.19221314605088
1988,suburban,Female,14.21011801482513
1988,suburban,Male,159.89067325493087
1988,suburban,Total,85.89656850396541
1988,urban,Female,31.63484068692833
1988,urban,Male,287.75074869726456
1988,urban,Total,157.82615756271989
1989,rural,Female,15.92193647652023
1989,rural,Male,164.2197007130538
1989,rural,Total,87.76096265408903
1989,small/mid,Female,21.894603404069574
1989,small/mid,Male,216.06034739821231
1989,small/mid,Total,117.73769348288033
1989,suburban,Female,19.25952569907925
1989,suburban,Male,181.94005454170784
1989,suburban,Total,99.5269259273907
1989,urban,Female,36.2896514850976
1989,urban,Male,329.7664612620542
1989,urban,Total,181.10480906047852
1990,rural,Female,16.91923083198968
1990,rural,Male,173.2378374739999
1990,rural,Total,92.84807946843716
1990,small/mid,Female,22.49421769242313
1990,small/mid,Male,223.53862626591751
1990,small/mid,Total,121.78693847623525
1990,suburban,Female,18.005863928529195
1990,suburban,Male,179.20588898244495
1990,suburban,Total,97.64330798092534
1990,urban,Female,35.60369233431598
1990,urban,Male,330.99562441968385
1990,urban,Total,181.54613758361526
1991,rural,Female,18.30794477447036
1991,rural,Male,177.6696183657399
1991,rural,Total,95.76282150644309
1991,small/mid,Female,23.577095620099115
1991,small/mid,Male,230.33454547047452
1991,small/mid,Total,125.7733613482404
1991,suburban,Female,17.95810156778183
1991,suburban,Male,188.49067909682884
1991,suburban,Total,102.22994279196669
1991,urban,Female,33.200544713949455
1991,urban,Male,345.06994857331824
1991,urban,Total,187.40514889838212
1992,rural,Female,19.31315059407213
1992,rural,Male,181.92966482537298
1992,rural,Total,98.80135872580762
1992,small/mid,Female,24.02742369713877
1992,small/mid,Male,240.45921870327925
1992,small/mid,Total,131.15563030774968
1992,suburban,Female,18.532122427059758
1992,suburban,Male,190.28780149979
1992,suburban,Total,103.4219405640851
1992,urban,Female,34.112446317500456
1992,urban,Male,361.2291700804233
1992,urban,Total,195.9884985790143
1993,rural,Female,21.599572189923947
1993,rural,Male,189.03655112937702
1993,rural,Total,103.13762294567577
1993,small/mid,Female,25.25636401745688
1993,small/mid,Male,242.5047980547768
1993,small/mid,Total,131.8502552530753
1993,suburban,Female,18.66587873903214
1993,suburban,Male,185.98840475912922
1993,suburban,Total,100.79860054512555
1993,urban,Female,38.51585486394328
1993,urban,Male,353.28839446518936
1993,urban,Total,194.298888668792
1994,rural,Female,23.581409019972273
1994,rural,Male,204.48302032364586
1994,rural,Total,112.57436394193829
1994,small/mid,Female,29.355921087554524
1994,small/mid,Male,265.90019953580713
1994,small/mid,Total,145.94108957963084
1994,suburban,Female,21.633636252715114
1994,suburban,Male,204.5159816259055
1994,suburban,Total,111.78196571764124
1994,urban,Female,41.89433855833573
1994,urban,Male,370.44630358906073
1994,urban,Total,204.5030666318747
1995,rural,Female,25.718313166761774
1995,rural,Male,220.11781286340948
1995,rural,Total,122.04903704630487
1995,small/mid,Female,33.39745787918745
1995,small/mid,Male,289.1855701409176
1995,small/mid,Total,159.87216666694127
1995,suburban,Female,24.477999853342006
1995,suburban,Male,222.5415085880707
1995,suburban,Total,122.42694548670043
1995,urban,Female,45.181657561597085
1995,urban,Male,387.01631887102224
1995,urban,Total,214.37033724721047
1996,rural,Female,27.839789265531273
1996,rural,Male,235.57096000923772
1996,rural,Total,131.43328583156054
1996,small/mid,Female,37.35929923225495
1996,small/mid,Male,312.08482475116705
1996,small/mid,Total,173.55920924652193
1996,suburban,Female,27.21295507926705
1996,suburban,Male,239.89438972201543
1996,suburban,Total,132.66151228878783
1996,urban,Female,48.30312670711878
1996,urban,Male,402.34528063645286
1996,urban,Total,223.5510860600589
1997,rural,Female,30.102936543104747
1997,rural,Male,250.87446216298747
1997,rural,Total,140.72856777623076
1997,small/mid,Female,41.32839118083659
1997,small/mid,Male,333.9441572247203
1997,small/mid,Total,186.66748994799843
1997,suburban,Female,29.817987371168044
1997,suburban,Male,256.2164324255065
1997,suburban,Total,142.30216112484376
1997,urban,Female,51.17226280682933
1997,urban,Male,415.7692390284762
1997,urban,Total,231.67738319612164
1998,rural,Female,31.011427363554706
1998,rural,Male,270.25495271321535
1998,rural,Total,151.15735866342183
1998,small/mid,Female,43.56321659519182
1998,small/mid,Male,350.6524167476835
1998,small/mid,Total,196.22062822072746
1998,suburban,Female,29.627678080289996
1998,suburban,Male,259.92232237161295
1998,suburban,Total,144.10638742770337
1998,urban,Female,52.012171605129986
1998,urban,Male,413.256738881603
1998,urban,Total,230.8811605615136
1999,rural,Female,35.57522166789957
1999,rural,Male,286.40815967023997
1999,rural,Total,161.53030299111055
1999,small/mid,Female,46.90743653168988
1999,small/mid,Male,359.0987470104344
1999,small/mid,Total,201.77674521887485
1999,suburban,Female,30.757304360653603
1999,suburban,Male,259.8998061763331
1999,suburban,Total,144.3879894045303
1999,urban,Female,46.38493440665332
1999,urban,Male,349.73484914675396
1999,urban,Total,196.61453573631343
2000,rural,Female,37.67267007955918
2000,rural,Male,292.6997614707345
2000,rural,Total,170.77130439775064
2000,small/mid,Female,48.915073184856674
2000,small/mid,Male,369.8514147631949
2000,small/mid,Total,211.12314715205798
2000,suburban,Female,34.45056432741025
2000,suburban,Male,270.18152235200694
2000,suburban,Total,152.81255486049582
2000,urban,Female,48.14794718177416
2000,urban,Male,375.58278782080697
2000,urban,Total,210.05808640112699
2001,rural,Female,41.57507614421855
2001,rural,Male,307.1095713645315
2001,rural,Total,180.59605461596416
2001,small/mid,Female,52.112210901412524
2001,small/mid,Male,379.28128309873347
2001,small/mid,Total,217.94563546858507
2001,suburban,Female,35.02074352886037
2001,suburban,Male,277.9283654691793
2001,suburban,Total,157.22445179529976
2001,urban,Female,50.12015206661591
2001,urban,Male,397.9920886783316
2001,urban,Total,222.42745253008857
2002,rural,Female,47.14269777331792
2002,rural,Male,331.0132249753279
2002,rural,Total,196.02056480442798
2002,small/mid,Female,56.22929144775861
2002,small/mid,Male,401.09317019254263
2002,small/mid,Total,230.8845764513254
2002,suburban,Female,38.107455670559354
2002,suburban,Male,296.46956881464666
2002,suburban,Total,167.98578397300412
2002,urban,Female,49.87688443280812
2002,urban,Male,411.87694004129577
2002,urban,Total,229.1779801075784
2003,rural,Female,50.26200610917745
2003,rural,Male,349.03088014850374
2003,rural,Total,207.7509969442644
2003,small/mid,Female,59.093071990760635
2003,small/mid,Male,427.0626171354576
2003,small/mid,Total,245.55412061973632
2003,suburban,Female,40.44880716649273
2003,suburban,Male,310.6111555113526
2003,suburban,Total,176.10844961006072
2003,urban,Female,50.52440549272144
2003,urban,Male,408.8321310715383
2003,urban,Total,231.7281788845272
2004,rural,Female,54.420380118468074
2004,rural,Male,369.1708069232425
2004,rural,Total,220.39162751070822
2004,small/mid,Female,61.491371731462394
2004,small/mid,Male,430.0898390471336
2004,small/mid,Total,248.70419448399443
2004,suburban,Female,43.73611919340452
2004,suburban,Male,319.23335883916667
2004,suburban,Total,182.058723812861
2004,urban,Female,52.7069352594572
2004,urban,Male,403.2651899959024
2004,urban,Total,230.44833288159563
2005,rural,Female,61.55220752976819
2005,rural,Male,384.41779244752684
2005,rural,Total,231.484108068223
2005,small/mid,Female,68.0484306001102
2005,small/mid,Male,446.8886357221564
2005,small/mid,Total,260.6479545139358
2005,suburban,Female,46.60148097313514
2005,suburban,Male,330.36594092871
2005,suburban,Total,188.85981038185602
2005,urban,Female,56.60598281900614
2005,urban,Male,441.99271267740045
2005,urban,Total,251.56197818576646
2006,rural,Female,61.29212896798809
2006,rural,Male,382.0072734189271
2006,rural,Total,232.0221145020997
2006,small/mid,Female,70.74350734163953
2006,small/mid,Male,455.6811662559456
2006,small/mid,Total,267.80848984793744
2006,suburban,Female,48.3525948862568
2006,suburban,Male,328.9325720785295
2006,suburban,Total,189.467328082947
2006,urban,Female,53.22622688630687
2006,urban,Male,433.27562881295387
2006,urban,Total,245.4998266317092
2007,rural,Female,61.103609577032195
2007,rural,Male,383.1713819936195
2007,rural,Total,234.6545980548966
2007,small/mid,Female,68.05920598889804
2007,small/mid,Male,456.3887837476702
2007,small/mid,Total,268.0879028030532
2007,suburban,Female,48.68129039896671
2007,suburban,Male,336.42214731071533
2007,suburban,Total,193.81949818140805
2007,urban,Female,51.73791609508864
2007,urban,Male,433.87253254924525
2007,urban,Total,245.01281777905913
2008,rural,Female,63.262919516843624
2008,rural,Male,385.32185660596116
2008,rural,Total,238.97328546938712
2008,small/mid,Female,67.04953074040917
2008,small/mid,Male,456.46770092396383
2008,small/mid,Total,268.86644627139276
2008,suburban,Female,45.660147461268586
2008,suburban,Male,339.6967946108754
2008,suburban,Total,194.74996613011837
2008,urban,Female,54.632716830907285
2008,urban,Male,442.37748708267947
2008,urban,Total,250.7414464115292
2009,rural,Female,61.15334526831605
2009,rural,Male,382.84758842500105
2009,rural,Total,238.89903978599676
2009,small/mid,Female,65.15332587140868
2009,small/mid,Male,446.51903795419497
2009,small/mid,Total,263.86352998240585
2009,suburban,Female,44.92302818972593
2009,suburban,Male,333.3063258192785
2009,suburban,Total,191.97921825569833
2009,urban,Female,47.2306131269103
2009,urban,Male,409.771616091104
2009,urban,Total,230.32692898884866
2010,rural,Female,61.05169402697017
2010,rural,Male,382.411446247751
2010,rural,Total,238.79651320131453
2010,small/mid,Female,64.77894323739389
2010,small/mid,Male,443.9833407393572
2010,small/mid,Total,255.1608320481515
2010,suburban,Female,44.59392799505951
2010,suburban,Male,331.2169250134186
2010,suburban,Total,190.41209528675208
2010,urban,Female,46.86940500110697
2010,urban,Male,406.7281857770299
2010,urban,Total,221.12352074808157
2011,rural,Female,61.02474500844502
2011,rural,Male,382.19244449040986
2011,rural,Total,241.18991470043417
2011,small/mid,Female,64.66491141868386
2011,small/mid,Male,443.0052419220634
2011,small/mid,Total,250.6755993000201
2011,suburban,Female,44.48345332211492
2011,suburban,Male,330.3467935509569
2011,suburban,Total,183.03042286613993
2011,urban,Female,46.764875015267975
2011,urban,Male,405.8795291556578
2011,urban,Total,206.89949594607566
2012,rural,Female,61.0596861409071
2012,rural,Male,382.28277023956196
2012,rural,Total,244.19225128003663
2012,small/mid,Female,64.3139865079877
2012,small/mid,Male,440.5723181799018
2012,small/mid,Total,254.6247957979468
2012,suburban,Female,44.112058278300864
2012,suburban,Male,327.5299642050943
2012,suburban,Total,182.28878046120158
2012,urban,Female,46.22392458870427
2012,urban,Male,401.312959522767
2012,urban,Total,203.91811006407826
2013,rural,Female,61.443474350563356
2013,rural,Male,384.16178509190144
2013,rural,Total,246.4412461293185
2013,small/mid,Female,64.28312984903236
2013,small/mid,Male,439.83869397550507
2013,small/mid,Total,259.27430253191903
2013,suburban,Female,43.9565408170182
2013,suburban,Male,326.05590937050215
2013,suburban,Total,180.04538354428868
2013,urban,Female,45.82414333539217
2013,urban,Male,397.64588178338664
2013,urban,Total,201.00685219993792
2014,rural,Female,61.77098170468073
2014,rural,Male,385.8036294436568
2014,rural,Total,254.52761319354244
2014,small/mid,Female,64.18315681894026
2014,small/mid,Male,438.9593100118703
2014,small/mid,Total,267.00576456726174
2014,suburban,Female,43.70658027235292
2014,suburban,Male,323.8122154219975
2014,suburban,Total,180.9605768514218
2014,urban,Female,45.473434714273765
2014,urban,Male,394.3782207518083
2014,urban,Total,195.0045731517066
2015,rural,Female,62.083249333181584
2015,rural,Male,387.4080580298642
2015,rural,Total,255.92034632405182
2015,small/mid,Female,64.040854409481
2015,small/mid,Male,437.76805964574555
2015,small/mid,Total,252.4070292241774
2015,suburban,Female,43.42535487774868
2015,suburban,Male,321.3431490179294
2015,suburban,Total,174.55107811215072
2015,urban,Female,45.12644709296242
2015,urban,Male,391.07156633162435
2015,urban,Total,172.94453258460192
