country,country_name,type,level,2016,2017,2018
CY,Cyprus,Conventional thermal,Level 1,4295,4394.819,4380.142999999999
CY,Cyprus,Nuclear,Level 1,0,0,0
CY,Cyprus,Hydro,Level 1,0,0,0
CY,Cyprus,Pumped hydro power,Level 2,0,0,0
CY,Cyprus,Wind,Level 1,226.701,211.448,220.613
CY,Cyprus,Solar,Level 1,145.937,172.013,190.329
CY,Cyprus,Geothermal,Level 1,0,0,0
CY,Cyprus,Other,Level 1,0,0,0
LV,Latvia,Conventional thermal,Level 1,3277,2520.3830000000003,3962
LV,Latvia,Nuclear,Level 1,0,0,0
LV,Latvia,Hydro,Level 1,2523,4355.513,2418
LV,Latvia,Pumped hydro power,Level 2,0,0,0
LV,Latvia,Wind,Level 1,127,148.523,120
LV,Latvia,Solar,Level 1,0,0.44,0
LV,Latvia,Geothermal,Level 1,0,0,0
LV,Latvia,Other,Level 1,0,0,0
LT,Lithuania,Conventional thermal,Level 1,1566,1165.3000000000002,802.83500000000015
LT,Lithuania,Nuclear,Level 1,0,0,0
LT,Lithuania,Hydro,Level 1,1027,1164.6,940.6770000000001
LT,Lithuania,Pumped hydro power,Level 2,577,567.5,513.6840000000001
LT,Lithuania,Wind,Level 1,1130,1356.2,1136.357
LT,Lithuania,Solar,Level 1,66,67,80.01400000000001
LT,Lithuania,Geothermal,Level 1,0,0,0
LT,Lithuania,Other,Level 1,262,243,223.212
LU,Luxembourg,Conventional thermal,Level 1,449.564,450.167,463.132
LU,Luxembourg,Nuclear,Level 1,0,0,0
LU,Luxembourg,Hydro,Level 1,1516.352,1411.286,1326.3289999999997
LU,Luxembourg,Pumped hydro power,Level 2,1404.667,1329.398,1237.554
LU,Luxembourg,Wind,Level 1,101.486,234.823,263.70799999999997
LU,Luxembourg,Solar,Level 1,100.288,108.462,111.69300000000001
LU,Luxembourg,Geothermal,Level 1,0,0,0
LU,Luxembourg,Other,Level 1,0,0,0
HU,Hungary,Conventional thermal,Level 1,13156,14096,13489.644
HU,Hungary,Nuclear,Level 1,15162,15206,14854.662
HU,Hungary,Hydro,Level 1,253,214,215.86200000000002
HU,Hungary,Pumped hydro power,Level 2,0,0,0
HU,Hungary,Wind,Level 1,665,737,589.406
HU,Hungary,Solar,Level 1,241,346,594.258
HU,Hungary,Geothermal,Level 1,0,1,6.047
HU,Hungary,Other,Level 1,71,76,0
MT,Malta,Conventional thermal,Level 1,680,1439.156,1716.4900000000002
MT,Malta,Nuclear,Level 1,0,0,0
MT,Malta,Hydro,Level 1,0,0,0
MT,Malta,Pumped hydro power,Level 2,0,0,0
MT,Malta,Wind,Level 1,0,0.058,0
MT,Malta,Solar,Level 1,127.16,155.245,0
MT,Malta,Geothermal,Level 1,0,0,0
MT,Malta,Other,Level 1,0,0,0
NL,Netherlands,Conventional thermal,Level 1,97271.8,97231.60699999999,94450
NL,Netherlands,Nuclear,Level 1,3750,3277.664,3313.371
NL,Netherlands,Hydro,Level 1,100.079,60.757,86
NL,Netherlands,Pumped hydro power,Level 2,0,0,0
NL,Netherlands,Wind,Level 1,8170.462,10568.796999999999,12279
NL,Netherlands,Solar,Level 1,1601.8110000000001,2204.344,2423
NL,Netherlands,Geothermal,Level 1,0,0,0
NL,Netherlands,Other,Level 1,138.101,121.865,0
AT,Austria,Conventional thermal,Level 1,18065.01,20135.846,16350.754
AT,Austria,Nuclear,Level 1,0,0,0
AT,Austria,Hydro,Level 1,40772.188,40098.554,37217.295000000006
AT,Austria,Pumped hydro power,Level 2,2883.861,3683.851,13397.582
AT,Austria,Wind,Level 1,4968.262,6239.497,5857.059
AT,Austria,Solar,Level 1,1040.698,1204.311,0
AT,Austria,Geothermal,Level 1,0.02,0.086,0
AT,Austria,Other,Level 1,14.692,11.868,6162.686
PL,Poland,Conventional thermal,Level 1,136945,137068.099,138957.387
PL,Poland,Nuclear,Level 1,0,0,0
PL,Poland,Hydro,Level 1,2591,2999.86,2353.336
PL,Poland,Pumped hydro power,Level 2,474,448.193,402.36
PL,Poland,Wind,Level 1,12279,14574.192,12487.345
PL,Poland,Solar,Level 1,124,165.463,298.43199999999996
PL,Poland,Geothermal,Level 1,0,0,0
PL,Poland,Other,Level 1,64,61.73,0
PT,Portugal,Conventional thermal,Level 1,28702,36882.017,30887
PT,Portugal,Nuclear,Level 1,0,0,0
PT,Portugal,Hydro,Level 1,16794.113,7489.938,13489
PT,Portugal,Pumped hydro power,Level 2,1186,1699.948,3120
PT,Portugal,Wind,Level 1,12343.336,12112.464,12530
PT,Portugal,Solar,Level 1,870.6030000000001,991.546,974
PT,Portugal,Geothermal,Level 1,152,193.007,205
PT,Portugal,Other,Level 1,0,0,0
RO,Romania,Conventional thermal,Level 1,23304,24923.065,22611
RO,Romania,Nuclear,Level 1,10366,10557.906,10443
RO,Romania,Hydro,Level 1,18239,14687.530999999999,17653
RO,Romania,Pumped hydro power,Level 2,507,357.788,0
RO,Romania,Wind,Level 1,6527,7331.254,6261
RO,Romania,Solar,Level 1,1820,1855.674,1754
RO,Romania,Geothermal,Level 1,0,0,0
RO,Romania,Other,Level 1,0,0,0
SI,Slovenia,Conventional thermal,Level 1,5121,5054.639999999999,4703.068
SI,Slovenia,Nuclear,Level 1,5431,5967.827,5489.905999999999
SI,Slovenia,Hydro,Level 1,4721,4085.0150000000003,4831.147
SI,Slovenia,Pumped hydro power,Level 2,278,271.498,187.91899999999998
SI,Slovenia,Wind,Level 1,6,5.716,6.02
SI,Slovenia,Solar,Level 1,267,283.678,254.113
SI,Slovenia,Geothermal,Level 1,0,0,0
SI,Slovenia,Other,Level 1,0,0,0
SK,Slovakia,Conventional thermal,Level 1,6065,6417,5426
SK,Slovakia,Nuclear,Level 1,13732,14016,13807
SK,Slovakia,Hydro,Level 1,4549,4620,3838
SK,Slovakia,Pumped hydro power,Level 2,247,299,293
SK,Slovakia,Wind,Level 1,6,6,5
SK,Slovakia,Solar,Level 1,533,506,586
SK,Slovakia,Geothermal,Level 1,0,0,0
SK,Slovakia,Other,Level 1,112,127,55
FI,Finland,Conventional thermal,Level 1,24950,23681,26425
FI,Finland,Nuclear,Level 1,22280,21574,21890
FI,Finland,Hydro,Level 1,15634,14610,13158.673999999999
FI,Finland,Pumped hydro power,Level 2,0,0,0
FI,Finland,Wind,Level 1,3068,4795,5861
FI,Finland,Solar,Level 1,19,43,89
FI,Finland,Geothermal,Level 1,0,0,0
FI,Finland,Other,Level 1,249,335,0
SE,Sweden,Conventional thermal,Level 1,14621,15003,14869.986
SE,Sweden,Nuclear,Level 1,60524,63008,65801.155
SE,Sweden,Hydro,Level 1,61764,64676,60977.60199999999
SE,Sweden,Pumped hydro power,Level 2,119,25,0
SE,Sweden,Wind,Level 1,15479,17609,16638.345
SE,Sweden,Solar,Level 1,143,230,0
SE,Sweden,Geothermal,Level 1,0,0,0
SE,Sweden,Other,Level 1,0,0,0
UK,NA,Conventional thermal,Level 1,203165.188,189296.528,180837.905
UK,NA,Nuclear,Level 1,65149.08,63886.86,59097.753000000004
UK,NA,Hydro,Level 1,8286.51,8723.43,7678.659000000001
UK,NA,Pumped hydro power,Level 2,2948.89,2862.01,2515.998
UK,NA,Wind,Level 1,37262.699,50003.654,56903.96100000001
UK,NA,Solar,Level 1,10410.948,11524.869999999999,12857.348999999998
UK,NA,Geothermal,Level 1,0,0,0
UK,NA,Other,Level 1,0,0,0
NO,Norway,Conventional thermal,Level 1,3212,3233,3457.28
NO,Norway,Nuclear,Level 1,0,0,0
NO,Norway,Hydro,Level 1,143442,142276,139512.026
NO,Norway,Pumped hydro power,Level 2,999,1157,3490.9179999999997
NO,Norway,Wind,Level 1,2116,2852,3875.8809999999994
NO,Norway,Solar,Level 1,0,0,0
NO,Norway,Geothermal,Level 1,0,0,0
NO,Norway,Other,Level 1,297,281,0
ME,Montenegro,Conventional thermal,Level 1,1216,1265,1444
ME,Montenegro,Nuclear,Level 1,0,0,0
ME,Montenegro,Hydro,Level 1,1807,1003.8,2137
ME,Montenegro,Pumped hydro power,Level 2,0,0,0
ME,Montenegro,Wind,Level 1,0,95,162
ME,Montenegro,Solar,Level 1,0,0,0
ME,Montenegro,Geothermal,Level 1,0,0,0
ME,Montenegro,Other,Level 1,0,0,0
MK,North Macedonia,Conventional thermal,Level 1,3281.378,4005.609,3309.1140000000005
MK,North Macedonia,Nuclear,Level 1,0,0,0
MK,North Macedonia,Hydro,Level 1,1869.694,1087.024,1774.496
MK,North Macedonia,Pumped hydro power,Level 2,0,0,0
MK,North Macedonia,Wind,Level 1,109.482,110.48,97.338
MK,North Macedonia,Solar,Level 1,23.699,23.752,22.787999999999993
MK,North Macedonia,Geothermal,Level 1,0,0,0
MK,North Macedonia,Other,Level 1,0,0,0
AL,Albania,Conventional thermal,Level 1,0,0,0
AL,Albania,Nuclear,Level 1,0,0,0
AL,Albania,Hydro,Level 1,7136,4496.607,8596.537
AL,Albania,Pumped hydro power,Level 2,0,0,0
AL,Albania,Wind,Level 1,0,0,0
AL,Albania,Solar,Level 1,0,1.2,0
AL,Albania,Geothermal,Level 1,0,0,0
AL,Albania,Other,Level 1,0,0,0
RS,Serbia,Conventional thermal,Level 1,25161,24566.923000000003,23625.088999999996
RS,Serbia,Nuclear,Level 1,0,0,0
RS,Serbia,Hydro,Level 1,11429,9670.033,11453.07
RS,Serbia,Pumped hydro power,Level 2,728,598.732,1147.848
RS,Serbia,Wind,Level 1,26,48.457,150.41899999999998
RS,Serbia,Solar,Level 1,12,13.139,12.607999999999999
RS,Serbia,Geothermal,Level 1,0,0,0
RS,Serbia,Other,Level 1,0,0,0
TR,Turkey,Conventional thermal,Level 1,174166,199910.043,195153.546
TR,Turkey,Nuclear,Level 1,0,0,0
TR,Turkey,Hydro,Level 1,66686,57823.851,59865.351
TR,Turkey,Pumped hydro power,Level 2,0,0,0
TR,Turkey,Wind,Level 1,15381,17793.167,19825.697000000004
TR,Turkey,Solar,Level 1,1013,2817.837,7459.485000000001
TR,Turkey,Geothermal,Level 1,4010,5101.487,6275.3730000000005
TR,Turkey,Other,Level 1,681,811.134,703.126
BA,Bosnia & Herzegovina,Conventional thermal,Level 1,10971,11250,4003.505
BA,Bosnia & Herzegovina,Nuclear,Level 1,0,0,0
BA,Bosnia & Herzegovina,Hydro,Level 1,5614,3968,3476.5539999999996
BA,Bosnia & Herzegovina,Pumped hydro power,Level 2,0,197,0
BA,Bosnia & Herzegovina,Wind,Level 1,0,0,22.368
BA,Bosnia & Herzegovina,Solar,Level 1,24,21,0
BA,Bosnia & Herzegovina,Geothermal,Level 1,0,0,0
BA,Bosnia & Herzegovina,Other,Level 1,0,0,0
UA,Ukraine,Conventional thermal,Level 1,65415,54041.9,60830.700000000004
UA,Ukraine,Nuclear,Level 1,75931,80295.3,84397.90000000001
UA,Ukraine,Hydro,Level 1,9025,8812,11920.199999999999
UA,Ukraine,Pumped hydro power,Level 2,1633,1559,0
UA,Ukraine,Wind,Level 1,949,974,1185.9
UA,Ukraine,Solar,Level 1,490,737.6,737.8000000000001
UA,Ukraine,Geothermal,Level 1,0,0,0
UA,Ukraine,Other,Level 1,79,45,0
GE,Georgia,Conventional thermal,Level 1,2135,2131.3,2114.901
GE,Georgia,Nuclear,Level 1,0,0,0
GE,Georgia,Hydro,Level 1,9221,9096.8,9949.387
GE,Georgia,Pumped hydro power,Level 2,0,0,0
GE,Georgia,Wind,Level 1,9,87.7,84.22600000000001
GE,Georgia,Solar,Level 1,0,0,0
GE,Georgia,Geothermal,Level 1,0,0,0
GE,Georgia,Other,Level 1,0,0,0
