album_name,ep,album_release,track_number,track_name,artist,featuring,bonus_track,promotional_release,single_release,track_release,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,key_name,mode_name,key_mode,lyrics
Fearless (Taylor's Version),FALSE,2021-04-09,5,White Horse (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.423,0.517,0,-7.377,1,0.0486,0.369,0,0.177,0.366,185.262,4,234516,FALSE,C,major,C major,
Fearless (Taylor's Version),FALSE,2021-04-09,6,You Belong With Me (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,4,231124,FALSE,F#,major,F# major,
Fearless (Taylor's Version),FALSE,2021-04-09,7,Breathe (Taylor's Version),Taylor Swift,Colbie Caillat,FALSE,NA,NA,2021-04-09,0.506,0.626,1,-6.066,1,0.0287,0.156,0,0.228,0.321,148.035,4,263377,FALSE,C#,major,C# major,
Fearless (Taylor's Version),FALSE,2021-04-09,8,Tell Me Why (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.578,0.909,7,-3.669,1,0.0628,0.0222,0,0.333,0.541,100.023,4,200576,FALSE,G,major,G major,
Fearless (Taylor's Version),FALSE,2021-04-09,9,You're Not Sorry (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.506,0.444,6,-4.99,1,0.0285,0.0538,0,0.123,0.241,133.873,4,261843,FALSE,F#,major,F# major,
Fearless (Taylor's Version),FALSE,2021-04-09,10,The Way I Loved You (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.402,0.732,5,-4.665,1,0.0484,0.0033,0,0.108,0.472,161.032,4,243137,FALSE,F,major,F major,
Fearless (Taylor's Version),FALSE,2021-04-09,11,Forever & Always (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.598,0.821,10,-4.433,1,0.0447,0.0231,0,0.143,0.673,128.03,4,225328,FALSE,A#,major,A# major,
Fearless (Taylor's Version),FALSE,2021-04-09,12,The Best Day (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.642,0.576,1,-8.524,1,0.0282,0.488,0,0.159,0.469,125,4,245290,FALSE,C#,major,C# major,
Fearless (Taylor's Version),FALSE,2021-04-09,13,Change (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.499,0.815,5,-4.063,1,0.0341,1.91e-4,0,0.181,0.344,95.999,4,279360,FALSE,F,major,F major,
Fearless (Taylor's Version),FALSE,2021-04-09,14,Jump Then Fall (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.572,0.69,2,-6.201,1,0.0358,0.0474,0,0.0897,0.624,160.111,4,237580,FALSE,D,major,D major,
Fearless (Taylor's Version),FALSE,2021-04-09,15,Untouchable (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.393,0.531,5,-6.112,1,0.0329,0.0181,0,0.169,0.224,200.391,4,312107,FALSE,F,major,F major,
Fearless (Taylor's Version),FALSE,2021-04-09,16,Forever & Always (Piano Version) [Taylor's Version],Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.546,0.273,9,-9.208,1,0.0308,0.819,0,0.137,0.271,118.753,4,267833,FALSE,A,major,A major,
Fearless (Taylor's Version),FALSE,2021-04-09,17,Come In With The Rain (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.476,0.564,2,-5.677,1,0.0269,0.0406,0,0.102,0.167,143.929,4,237339,FALSE,D,major,D major,
Fearless (Taylor's Version),FALSE,2021-04-09,18,SuperStar (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.454,0.555,2,-6.69,1,0.0283,0.157,0,0.343,0.171,171.862,4,263865,FALSE,D,major,D major,
Fearless (Taylor's Version),FALSE,2021-04-09,19,The Other Side Of The Door (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.432,0.873,4,-4.367,1,0.0577,0.0279,0,0.167,0.629,163.936,4,238444,FALSE,E,major,E major,
Fearless (Taylor's Version),FALSE,2021-04-09,20,Today Was A Fairytale (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.482,0.779,7,-5.025,1,0.0409,0.0135,0,0.296,0.328,158.162,4,241822,FALSE,G,major,G major,
Fearless (Taylor's Version),FALSE,2021-04-09,21,You All Over Me (Taylor's Version) [From The Vault],Taylor Swift,Maren Morris,FALSE,2021-03-26,NA,2021-03-26,0.599,0.494,2,-7.61,1,0.0372,0.816,0,0.101,0.44,142.893,4,220839,FALSE,D,major,D major,
Fearless (Taylor's Version),FALSE,2021-04-09,22,Mr. Perfectly Fine (Taylor's Version) [From The Vault],Taylor Swift,NA,FALSE,2021-04-07,NA,2021-04-07,0.66,0.817,11,-6.269,0,0.0521,0.162,0,0.0667,0.714,135.942,4,277592,FALSE,B,minor,B minor,
Fearless (Taylor's Version),FALSE,2021-04-09,23,We Were Happy (Taylor's Version) [From The Vault],Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.609,0.373,0,-8.819,1,0.0263,0.849,0,0.0779,0.13,106.007,4,244237,FALSE,C,major,C major,
Fearless (Taylor's Version),FALSE,2021-04-09,24,That's When (Taylor's Version) [From The Vault],Taylor Swift,Keith Urban,FALSE,NA,NA,2021-04-09,0.588,0.608,5,-7.062,1,0.0365,0.225,0,0.092,0.508,90.201,4,189496,FALSE,F,major,F major,
Fearless (Taylor's Version),FALSE,2021-04-09,25,Don't You (Taylor's Version) [From The Vault],Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.563,0.473,3,-11.548,1,0.0503,0.514,1.2e-5,0.109,0.405,101.934,4,208609,FALSE,D#,major,D# major,
Fearless (Taylor's Version),FALSE,2021-04-09,26,Bye Bye Baby (Taylor's Version) [From The Vault],Taylor Swift,NA,FALSE,NA,NA,2021-04-09,0.624,0.624,5,-7.86,1,0.053900000000000003,0.334,0,0.0995,0.527,80.132,4,242158,FALSE,F,major,F major,
Speak Now,FALSE,2010-10-25,1,Mine,Taylor Swift,NA,FALSE,NA,2010-08-04,2010-08-04,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-6,0.189,0.658,121.07,4,230707,FALSE,G,major,G major,
Speak Now,FALSE,2010-10-25,2,Sparks Fly,Taylor Swift,NA,FALSE,NA,2011-07-18,2010-10-25,0.605,0.787,5,-3.002,1,0.0308,0.0396,1.42e-6,0.163,0.374,114.987,4,260933,FALSE,F,major,F major,
Speak Now,FALSE,2010-10-25,3,Back To December,Taylor Swift,NA,FALSE,2010-10-11,2010-11-15,2010-10-11,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,4,293027,FALSE,D,major,D major,
Speak Now,FALSE,2010-10-25,4,Speak Now,Taylor Swift,NA,FALSE,2010-10-04,NA,2010-10-04,0.709,0.599,7,-3.734,1,0.0304,0.095,0,0.0973,0.735,118.975,4,240760,FALSE,G,major,G major,
Speak Now,FALSE,2010-10-25,5,Dear John,Taylor Swift,NA,FALSE,NA,NA,2010-10-25,0.589,0.47,4,-5.32,1,0.028,0.166,1.45e-6,0.112,0.102,119.386,3,403920,FALSE,E,major,E major,
Speak Now,FALSE,2010-10-25,6,Mean,Taylor Swift,NA,FALSE,2010-10-18,2011-03-13,2010-10-18,0.568,0.761,4,-3.987,1,0.0459,0.452,0,0.217,0.789,163.974,4,237733,FALSE,E,major,E major,
Speak Now,FALSE,2010-10-25,7,The Story Of Us,Taylor Swift,NA,FALSE,NA,2011-04-19,2010-10-25,0.543,0.818,4,-3.611,1,0.0398,0.00478,3.68e-4,0.0357,0.683,139.898,4,265667,FALSE,E,major,E major,
Speak Now,FALSE,2010-10-25,8,Never Grow Up,Taylor Swift,NA,FALSE,NA,NA,2010-10-25,0.714,0.305,2,-8.837,1,0.0305,0.819,0,0.174,0.554,124.91,4,290467,FALSE,D,major,D major,
Speak Now,FALSE,2010-10-25,9,Enchanted,Taylor Swift,NA,FALSE,NA,NA,2010-10-25,0.455,0.623,8,-3.878,1,0.0288,0.0739,4.24e-4,0.146,0.208,163.893,4,352187,FALSE,G#,major,G# major,
Speak Now,FALSE,2010-10-25,10,Better Than Revenge,Taylor Swift,NA,FALSE,NA,NA,2010-10-25,0.516,0.917,11,-3.186,0,0.0827,0.0139,6.37e-6,0.36,0.635,145.821,4,217160,FALSE,B,minor,B minor,
Speak Now,FALSE,2010-10-25,11,Innocent,Taylor Swift,NA,FALSE,NA,NA,2010-10-25,0.552,0.608,1,-5.29,0,0.0259,0.186,0,0.125,0.17,134.05,4,302253,FALSE,C#,minor,C# minor,
Speak Now,FALSE,2010-10-25,12,Haunted,Taylor Swift,NA,FALSE,NA,NA,2010-10-25,0.436,0.95,5,-2.627,1,0.057,0.0826,1.08e-6,0.149,0.352,162.088,4,242080,FALSE,F,major,F major,
Speak Now,FALSE,2010-10-25,13,Last Kiss,Taylor Swift,NA,FALSE,NA,NA,2010-10-25,0.371,0.341,10,-9.475,1,0.0319,0.57,3.09e-5,0.101,0.196,89.038,1,367133,FALSE,A#,major,A# major,
Speak Now,FALSE,2010-10-25,14,Long Live,Taylor Swift,NA,FALSE,NA,NA,2010-10-25,0.418,0.68,7,-4.3,1,0.0347,0.036,7.59e-5,0.114,0.142,204.12,4,317453,FALSE,G,major,G major,
Speak Now,FALSE,2010-10-25,15,Ours,Taylor Swift,NA,TRUE,NA,2011-11-22,2010-10-25,0.608,0.569,0,-7.227,1,0.0284,0.537,0,0.097,0.238,159.845,4,237920,FALSE,C,major,C major,
Speak Now,FALSE,2010-10-25,16,If This Was A Movie,Taylor Swift,NA,TRUE,2010-11-08,NA,2010-10-25,0.511,0.719,4,-3.457,1,0.0265,0.166,4.54e-6,0.34,0.289,147.852,4,234547,FALSE,E,major,E major,
Speak Now,FALSE,2010-10-25,17,Superman,Taylor Swift,NA,TRUE,2010-11-08,NA,2010-10-25,0.582,0.765,7,-3.648,1,0.0324,0.0268,1.95e-6,0.103,0.559,131.982,4,275960,FALSE,G,major,G major,
Red (Taylor's Version),FALSE,2021-11-12,1,State Of Grace (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.594,0.713,9,-5.314,1,0.0503,3.28e-4,0,0.114,0.328,129.958,4,295413,FALSE,A,major,A major,
Red (Taylor's Version),FALSE,2021-11-12,2,Red (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.516,0.777,1,-4.908,0,0.0375,0.00108,1.62e-6,0.0761,0.408,125.047,4,223093,FALSE,C#,minor,C# minor,
Red (Taylor's Version),FALSE,2021-11-12,3,Treacherous (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.645,0.593,2,-6.506,1,0.0288,0.0344,1.27e-4,0.13,0.299,109.984,4,242720,FALSE,D,major,D major,
Red (Taylor's Version),FALSE,2021-11-12,4,I Knew You Were Trouble (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.584,0.557,6,-6.371,1,0.0342,0.0129,0,0.0576,0.767,154.008,4,219760,FALSE,F#,major,F# major,
Red (Taylor's Version),FALSE,2021-11-12,5,All Too Well (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.44,0.528,0,-7.809,1,0.0317,0.0171,0.00203,0.234,0.132,185.972,4,329160,FALSE,C,major,C major,
Red (Taylor's Version),FALSE,2021-11-12,6,22 (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.642,0.695,7,-5.62,1,0.0281,4.43e-4,1.02e-5,0.0753,0.642,103.984,4,230960,FALSE,G,major,G major,
Red (Taylor's Version),FALSE,2021-11-12,7,I Almost Do (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.511,0.559,4,-6.587,1,0.0264,0.0167,0,0.113,0.248,145.88,4,244587,FALSE,E,major,E major,
Red (Taylor's Version),FALSE,2021-11-12,8,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.567,0.686,7,-6.139,1,0.175,0.0317,1.86e-6,0.0732,0.716,172.014,4,193147,FALSE,G,major,G major,
Red (Taylor's Version),FALSE,2021-11-12,9,Stay Stay Stay (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.693,0.681,0,-7.039,1,0.025,0.0848,0,0.0768,0.663,100.02,4,205787,FALSE,C,major,C major,
Red (Taylor's Version),FALSE,2021-11-12,10,The Last Time (Taylor's Version),Taylor Swift,Gary Lightbody,FALSE,NA,NA,2021-11-12,0.502,0.534,2,-5.954,1,0.0278,0.0399,0,0.0977,0.155,94.05,4,299080,FALSE,D,major,D major,
Red (Taylor's Version),FALSE,2021-11-12,11,Holy Ground (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.622,0.809,9,-5.623,1,0.0638,0.0288,0.00218,0.109,0.511,156.894,4,202960,FALSE,A,major,A major,
Red (Taylor's Version),FALSE,2021-11-12,12,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.601,0.406,7,-11.827,1,0.0275,0.622,9.19e-5,0.133,0.232,130.059,3,284773,FALSE,G,major,G major,
Red (Taylor's Version),FALSE,2021-11-12,13,The Lucky One (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.686,0.571,4,-7.138,1,0.05,0.066,0,0.0608,0.538,117.889,4,240467,FALSE,E,major,E major,
Red (Taylor's Version),FALSE,2021-11-12,14,Everything Has Changed (Taylor's Version),Taylor Swift,Ed Sheeran,FALSE,NA,NA,2021-11-12,0.498,0.61,6,-5.098,1,0.0363,0.271,0,0.223,0.474,79.918,4,245427,FALSE,F#,major,F# major,
Red (Taylor's Version),FALSE,2021-11-12,15,Starlight (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.628,0.685,4,-5.864,1,0.0358,0.00324,0,0.18,0.605,126.014,4,220413,FALSE,E,major,E major,
Red (Taylor's Version),FALSE,2021-11-12,16,Begin Again (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.519,0.527,7,-7.673,1,0.0274,0.075,0,0.132,0.267,78.915,4,238867,FALSE,G,major,G major,
Red (Taylor's Version),FALSE,2021-11-12,17,The Moment I Knew (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.636,0.402,7,-7.855,1,0.031,0.0494,0,0.107,0.208,125.952,4,285280,FALSE,G,major,G major,
Red (Taylor's Version),FALSE,2021-11-12,18,Come Back...Be Here (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.46,0.632,4,-6.031,1,0.0302,0.0158,0,0.0822,0.399,79.846,4,223333,FALSE,E,major,E major,
Red (Taylor's Version),FALSE,2021-11-12,19,Girl At Home (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.691,0.736,5,-6.974,1,0.0326,0.00955,1.88e-5,0.101,0.612,125.089,4,220520,FALSE,F,major,F major,
Red (Taylor's Version),FALSE,2021-11-12,20,State Of Grace (Acoustic Version) [Taylor's Version],Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.445,0.131,7,-13.778,1,0.0564,0.663,1.57e-6,0.108,0.101,208.918,3,321640,FALSE,G,major,G major,
Red (Taylor's Version),FALSE,2021-11-12,21,Ronan (Taylor's Version),Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.623,0.279,0,-10.802,1,0.031,0.661,0,0.193,0.38,116.04,4,264253,FALSE,C,major,C major,
Red (Taylor's Version),FALSE,2021-11-12,22,Better Man (Taylor's Version) [From The Vault],Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.473,0.579,4,-5.824,1,0.0384,0.214,0,0.0877,0.255,73.942,4,297013,FALSE,E,major,E major,
Red (Taylor's Version),FALSE,2021-11-12,23,Nothing New (Taylor's Version) [From The Vault],Taylor Swift,Phoebe Bridgers,FALSE,NA,NA,2021-11-12,0.606,0.377,0,-9.455,1,0.0275,0.817,0,0.154,0.446,101.96,4,258813,FALSE,C,major,C major,
Red (Taylor's Version),FALSE,2021-11-12,24,Babe (Taylor's Version) [From The Vault],Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.584,0.743,4,-7.075,1,0.0931,0.0538,2.83e-6,0.121,0.746,167.844,4,224240,FALSE,E,major,E major,
Red (Taylor's Version),FALSE,2021-11-12,25,Message In A Bottle (Taylor's Version) [From The Vault],Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.622,0.791,7,-6.106,1,0.0535,0.00188,3.72e-6,0.083,0.494,115.915,4,225960,FALSE,G,major,G major,
Red (Taylor's Version),FALSE,2021-11-12,26,I Bet You Think About Me (Taylor's Version) [From The Vault],Taylor Swift,Chris Stapleton,FALSE,NA,NA,2021-11-12,0.391,0.715,0,-4.516,1,0.0495,0.167,0,0.183,0.473,149.654,3,285107,TRUE,C,major,C major,
Red (Taylor's Version),FALSE,2021-11-12,27,Forever Winter (Taylor's Version) [From The Vault],Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.611,0.552,7,-5.828,1,0.031,0.256,0,0.134,0.41,116.012,4,263533,FALSE,G,major,G major,
Red (Taylor's Version),FALSE,2021-11-12,28,Run (Taylor's Version) [From The Vault],Taylor Swift,Ed Sheeran,FALSE,NA,NA,2021-11-12,0.61,0.488,3,-6.918,1,0.0293,0.817,0,0.312,0.443,125.039,4,240227,FALSE,D#,major,D# major,
Red (Taylor's Version),FALSE,2021-11-12,29,The Very First Night (Taylor's Version) [From The Vault],Taylor Swift,NA,FALSE,NA,NA,2021-11-12,0.678,0.733,7,-5.025,1,0.0281,0.00115,0,0.104,0.581,121.009,4,200280,FALSE,G,major,G major,
Red (Taylor's Version),FALSE,2021-11-12,30,All Too Well (10 Minute Version) [Taylor's Version] [From The Vault],Taylor Swift,NA,FALSE,2021-11-15,NA,2021-11-12,0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,4,613027,TRUE,C,major,C major,
1989,FALSE,2014-10-27,1,Welcome To New York,Taylor Swift,NA,FALSE,2014-10-20,NA,2014-10-20,0.789,0.634,7,-4.762,1,0.0323,0.0348,1.64e-6,0.302,0.658,116.992,4,212600,FALSE,G,major,G major,
1989,FALSE,2014-10-27,2,Blank Space,Taylor Swift,NA,FALSE,NA,2014-11-10,2014-10-27,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,4,231827,FALSE,F,major,F major,
1989,FALSE,2014-10-27,3,Style,Taylor Swift,NA,FALSE,NA,2015-02-09,2014-10-27,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,4,231000,FALSE,G,major,G major,
1989,FALSE,2014-10-27,4,Out Of The Woods,Taylor Swift,NA,FALSE,2014-10-14,2016-01-19,2014-10-14,0.553,0.841,7,-6.937,1,0.0396,7.43e-4,1.19e-5,0.341,0.338,92.008,4,235800,FALSE,G,major,G major,
1989,FALSE,2014-10-27,5,All You Had To Do Was Stay,Taylor Swift,NA,FALSE,NA,NA,2014-10-27,0.605,0.725,5,-5.729,1,0.0323,0.00201,2.02e-5,0.101,0.539,96.97,4,193293,FALSE,F,major,F major,
1989,FALSE,2014-10-27,6,Shake It Off,Taylor Swift,NA,FALSE,NA,2014-08-18,2014-08-18,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,4,219200,FALSE,G,major,G major,
1989,FALSE,2014-10-27,7,I Wish You Would,Taylor Swift,NA,FALSE,NA,NA,2014-10-27,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-5,0.102,0.513,118.035,4,207440,FALSE,C,major,C major,
1989,FALSE,2014-10-27,8,Bad Blood,Taylor Swift,NA,FALSE,NA,NA,2014-10-27,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-6,0.201,0.287,170.216,4,211933,FALSE,G,major,G major,
1989,FALSE,2014-10-27,9,Wildest Dreams,Taylor Swift,NA,FALSE,NA,2015-08-31,2014-10-27,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,4,220440,FALSE,G#,major,G# major,
1989,FALSE,2014-10-27,10,How You Get The Girl,Taylor Swift,NA,FALSE,NA,NA,2014-10-27,0.765,0.656,5,-6.112,1,0.0504,0.00364,0.00868,0.0918,0.545,119.997,4,247533,FALSE,F,major,F major,
1989,FALSE,2014-10-27,11,This Love,Taylor Swift,NA,FALSE,NA,NA,2014-10-27,0.481,0.435,4,-8.795,1,0.0321,0.678,0,0.0928,0.107,143.95,4,250093,FALSE,E,major,E major,
1989,FALSE,2014-10-27,12,I Know Places,Taylor Swift,NA,FALSE,NA,NA,2014-10-27,0.602,0.755,0,-4.991,1,0.071,0.245,0,0.178,0.495,159.965,4,195707,FALSE,C,major,C major,
1989,FALSE,2014-10-27,13,Clean,Taylor Swift,NA,FALSE,NA,NA,2014-10-27,0.815,0.377,4,-7.754,1,0.0346,0.232,0,0.1,0.211,103.97,4,271000,FALSE,E,major,E major,
1989,FALSE,2014-10-27,14,Wonderland,Taylor Swift,NA,TRUE,2015-02-17,NA,2014-10-27,0.422,0.692,3,-5.447,1,0.0549,0.0493,2.57e-5,0.177,0.197,184.014,4,245560,FALSE,D#,major,D# major,
1989,FALSE,2014-10-27,15,You Are In Love,Taylor Swift,NA,TRUE,NA,NA,2014-10-27,0.474,0.48,2,-8.894,1,0.0622,0.707,1.08e-4,0.0903,0.319,170.109,4,267107,FALSE,D,major,D major,
1989,FALSE,2014-10-27,16,New Romantics,Taylor Swift,NA,TRUE,2015-03-03,2016-02-23,2014-10-27,0.633,0.889,5,-5.87,1,0.0715,0.00463,4.58e-4,0.0658,0.584,121.956,4,230467,FALSE,F,major,F major,
reputation,FALSE,2017-11-10,1,...Ready For It?,Taylor Swift,NA,FALSE,NA,2017-10-24,2017-10-24,0.613,0.764,2,-6.509,1,0.136,0.0527,0,0.197,0.417,160.015,4,208187,FALSE,D,major,D major,
reputation,FALSE,2017-11-10,2,End Game,Taylor Swift,"Ed Sheeran, Future",FALSE,NA,2017-11-14,2017-11-10,0.649,0.589,2,-6.237,1,0.0558,0.00845,0,0.108,0.151,159.073,4,244827,FALSE,D,major,D major,
reputation,FALSE,2017-11-10,3,I Did Something Bad,Taylor Swift,NA,FALSE,NA,NA,2017-11-10,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-5,0.0696,0.305,82.989,4,238253,FALSE,C,minor,C minor,
reputation,FALSE,2017-11-10,4,Don't Blame Me,Taylor Swift,NA,FALSE,NA,NA,2017-11-10,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-5,0.0607,0.193,135.917,4,236413,FALSE,A,minor,A minor,
