reported_date_time,reported_date_time_utc,posted_date,city,state,country_code,shape,reported_duration,duration_seconds,summary,has_images,day_part
2022-05-18T23:59:00Z,2022-05-18T23:59:00Z,2022-06-22,Los Angeles,CA,US,NA,20 minutes,1200,((HOAX))  Alien,FALSE,afternoon
2022-05-15T06:08:00Z,2022-05-15T06:08:00Z,2022-06-22,Reno,NV,US,NA,45 seconds,45,Attached video,FALSE,night
2022-05-01T09:37:00Z,2022-05-01T09:37:00Z,2022-05-31,Los Angeles,CA,US,NA,5 minutes,300,"2 objects, off flight path, rotating, most likely S shape, white lights",FALSE,night
2022-04-22T01:50:00Z,2022-04-22T01:50:00Z,2022-04-22,Parma,OH,US,NA,3 minutes approximately,180,"10-12 evenly spaced lights appearing in northwest sky travelling southeast, fading out one light at a time.  ((Starlink satellites??))",FALSE,night
2022-04-16T02:00:00Z,2022-04-16T02:00:00Z,2022-06-22,Merritt island,FL,US,NA,20 minutes,1200,High altitude Flash of light followed by dropping object,FALSE,night
2022-04-15T12:30:00Z,2022-04-15T12:30:00Z,2022-04-22,Normandy Park,WA,US,NA,1-5 min,300,A round circle of light in Puget Sound,FALSE,civil dawn
2022-04-09T01:00:00Z,2022-04-09T01:00:00Z,2022-04-22,Paris,IL,US,NA,1-2 hours or more,7200,Neighbor tells me for 2 months to look at sky when I finally do I saw that a plane wasnt a plane. now see them nightly,FALSE,civil dusk
2022-03-31T06:14:00Z,2022-03-31T06:14:00Z,2022-04-22,Wahiawa,HI,US,NA,47 seconds,47,A stationary blinking light amongst the stars,FALSE,night
2022-03-29T02:25:00Z,2022-03-29T02:25:00Z,2022-04-22,Oro Valley,AZ,US,NA,~30 minutes,1800,First flew SW to near Cataline Mtns.,FALSE,nautical dusk
2022-03-29T02:25:00Z,2022-03-29T02:25:00Z,2022-04-22,Oro Valley,AZ,US,NA,~30 min.,1800,See report of 3.18,FALSE,nautical dusk
2022-03-24T07:44:00Z,2022-03-24T07:44:00Z,2022-04-22,Jemison,AL,US,NA,2 secounds,2,Very very bright object fell from the sky at 2:44 am looking north from 11 position to he 5 oclock position,FALSE,night
2022-03-22T20:00:00Z,2022-03-22T20:00:00Z,2022-04-22,Baytown,TX,US,NA,30 seconds,30,"In RV Park looking to NE across Main St, coming from NW",FALSE,afternoon
2022-03-12T22:00:00Z,2022-03-12T22:00:00Z,2022-09-09,Mimbres,NM,US,NA,10 minutes,600,It appeared in the sky across the road,FALSE,afternoon
2022-03-08T01:30:00Z,2022-03-08T01:30:00Z,2022-04-22,Jacksonville,FL,US,NA,8 hours,691200,Just adding pictures to previous report,FALSE,night
2022-03-07T02:00:00Z,2022-03-07T02:00:00Z,2022-04-22,Largo,FL,US,NA,15 seconds,15,heard a helicopter flashing redlights and in front of it spaced evenly were 4 bright green orbs going east,FALSE,night
2022-03-01T23:00:00Z,2022-03-01T23:00:00Z,2022-05-31,Huntsville,AL,US,NA,30 min.,1800,"They were silent, my friend made a video of them.",FALSE,afternoon
2022-02-24T05:10:00Z,2022-02-24T05:10:00Z,2022-03-04,San Diego,CA,US,NA,15 minutes,900,4 circular white lights darting/chasing each other behind cloud cover.,FALSE,night
2022-02-24T01:15:00Z,2022-02-24T01:15:00Z,2022-03-04,Gaston,SC,US,NA,20 minutes,1200,saw two craft (1) moving E to W and (1) moving N to S then back and a flashbulb,FALSE,night
2022-02-16T00:35:00Z,2022-02-16T00:35:00Z,2022-03-04,Santa Cruz,CA,US,NA,3 minutes,180,First 7 flashes of light followed by 7 shadowy saucer shapes that stayed still. The saucers disappeared one at a time until,FALSE,afternoon
2022-02-07T00:00:00Z,2022-02-07T00:00:00Z,2022-03-04,Santa Monica,CA,US,NA,5 seconds,5,Small white cross shape object,FALSE,afternoon
2022-01-29T04:45:00Z,2022-01-29T04:45:00Z,2022-03-04,Tacoma,WA,US,NA,4 minutes,240,Strange moving object in the sky,FALSE,night
2022-01-08T00:45:00Z,2022-01-08T00:45:00Z,2022-03-04,Orlando,FL,US,NA,5 minutes,300,Large triangle about downtown Orlando.  ((NUFORC Note:  Lens flare.  PD)),FALSE,night
2022-01-01T04:00:00Z,2022-01-01T04:00:00Z,2022-09-09,Cuautla,Morelos,MX,NA,10 min,600,Typical UFO right above my head about 20 meters stopped then started slowly rising and later disappeared into the horizon,FALSE,night
2021-12-14T04:30:00Z,2021-12-14T04:30:00Z,2021-12-19,Port Angeles,WA,US,NA,5-10 minutes,600,"No Sighting, only sound",FALSE,night
2021-12-04T00:14:00Z,2021-12-04T00:14:00Z,2022-04-22,Las Vegas,NV,US,NA,15 minutes,900,"Sighted an odd object in the sky, in the landing pattern of McCarran airport.",FALSE,afternoon
2021-11-16T07:50:00Z,2021-11-16T07:50:00Z,2021-12-19,Cincinnati,OH,US,NA,85 minutes,5100,((NUFORC Note:  Witness provides no information.  PD)),FALSE,night
2021-11-02T02:00:00Z,2021-11-02T02:00:00Z,2021-11-15,New York City,NY,US,NA,20-30 minutes,1800,"Glowing orbs changing color and staying in place over Brooklyn, NY",FALSE,night
2021-11-01T04:00:00Z,2021-11-01T04:00:00Z,2021-11-15,Surprise,AZ,US,NA,2 minutes,120,About 9:00 pm Local time saw a bright Fluorescent orange object coming from the south west heading towards the Northeast. Made no noise,FALSE,night
2021-10-31T05:09:00Z,2021-10-31T05:09:00Z,2021-11-15,Bismarck,ND,US,NA,15 minutes,900,"Top left corner of video, towards the end you see it leap after a second one appears or maybe just how the craft travels.",FALSE,night
2021-10-22T02:00:00Z,2021-10-22T02:00:00Z,2022-03-04,Redmond,OR,US,NA,15 min,900,Several pictures several videos live,FALSE,nautical dusk
2021-10-18T20:30:00Z,2021-10-18T20:30:00Z,2021-10-19,Katy,TX,US,NA,15 minutes,900,White/silver snake-like objec worming its way through the sky in Katy TX.  ((NUFOC Note:  Possibly a string of balloons?  PD)),FALSE,afternoon
2021-10-16T04:15:00Z,2021-10-16T04:15:00Z,2021-11-15,fenton,MO,US,NA,2 seconds,2,quick burst of the purest white light in the sky.,FALSE,night
2021-10-15T08:05:00Z,2021-10-15T08:05:00Z,2021-10-19,Redondo Beach,CA,US,NA,12 + minutes,720,Bright red light hovering in sky,FALSE,night
2021-10-15T02:40:00Z,2021-10-15T02:40:00Z,2021-10-19,Dickson City,PA,US,NA,~10 minutes,600,Watched a blinking light change colors and move erratically,FALSE,night
2021-10-01T02:50:00Z,2021-10-01T02:50:00Z,2021-10-19,Ocala,FL,US,NA,45 seconds,45,Object traveling across the sky with two distinct long flames trailing the craft,FALSE,night
2021-09-16T00:06:00Z,2021-09-16T00:06:00Z,2021-10-19,Port Saint Lucie,FL,US,NA,5 minutes,300,((NUFORC Note:  Witness provides no detailed information.  PD)),FALSE,nautical dusk
2021-08-17T07:30:00Z,2021-08-17T07:30:00Z,2021-08-20,Vancouver,WA,US,NA,1 second,1,Bright flash lit up the sky over the Portland area about 3 times,FALSE,night
2021-08-11T00:16:00Z,2021-08-11T00:16:00Z,2021-09-07,Tinley park,IL,US,NA,~1 minute,60,https://youtu.be/MpbCgoJ0aAg this has full description,FALSE,afternoon
2021-08-06T04:00:00Z,2021-08-06T04:00:00Z,2021-08-16,Frisco,CO,US,NA,5 minutes,300,White/blue bobbing lights with no form that stops to look at us then shoots away in a flash,FALSE,astronomical dusk
2021-08-02T22:42:00Z,2021-08-02T22:42:00Z,2021-08-16,Cranston,RI,US,NA,3 minutes,180,"We witnessed an glowing orb, that lost altitude and Gained altitude very rapidly it also moved north and back south at will and looked",FALSE,afternoon
2021-07-25T04:02:00Z,2021-07-25T04:02:00Z,2021-08-16,Norton,MA,US,NA,15 - 20 mins,1200,Bright Light Southeastern MA,FALSE,night
2021-07-18T05:30:00Z,2021-07-18T05:30:00Z,2021-08-16,Spokane,WA,US,NA,20 min,1200,NA,FALSE,nautical dusk
2021-07-15T13:00:00Z,2021-07-15T13:00:00Z,2021-08-16,Shoreline,WA,US,NA,3 minutes,180,"I know this is not UFO related BUT I really, really got scared by hearing some woman's voice from somewhere saying something like It's",FALSE,morning
2021-07-13T03:00:00Z,2021-07-13T03:00:00Z,2021-08-16,Kansas City,MO,US,NA,20 minutes,1200,Large beam/halo of light hovering in the sky,FALSE,astronomical dusk
2021-07-02T03:30:00Z,2021-07-02T03:30:00Z,2021-08-16,Oshawa,ON,CA,NA,10 minutes,600,My wife & I observed a really fast moving object with sudden stops-different directions,FALSE,night
2021-06-22T04:00:00Z,2021-06-22T04:00:00Z,2021-08-16,Sturgis,SD,US,NA,~10 seconds,10,"Multiple streaks in same spot, followed by slower one",FALSE,astronomical dusk
2021-06-14T06:00:00Z,2021-06-14T06:00:00Z,2021-08-16,Osceola,IA,US,NA,20 min,1200,My report is that I sited a UFO and they may be morphed into human body's thank you.,FALSE,night
2021-05-28T01:00:00Z,2021-05-28T01:00:00Z,2021-07-31,Oak Island,NC,US,NA,15 min,900,4 orange triangles with many white lights that followed.,FALSE,nautical dusk
2021-05-23T03:22:00Z,2021-05-23T03:22:00Z,2021-07-31,Brighton,MI,US,NA,30 seconds,30,Evenly spaced stars moving west to east across sky.,FALSE,night
2021-05-16T04:30:00Z,2021-05-16T04:30:00Z,2022-09-09,Lake Stevens,WA,US,NA,1 minute,60,"Dull yellow light spotted, 50ft above us",FALSE,nautical dusk
2021-05-04T11:45:00Z,2021-05-04T11:45:00Z,2021-05-20,North Plains,OR,US,NA,60 seconds,60,NA,FALSE,nautical dawn
2021-04-11T02:00:00Z,2021-04-11T02:00:00Z,2022-04-22,HAMPDEN,MA,US,NA,2 minites,120,The video is self explanitory.,FALSE,night
2021-04-08T02:08:00Z,2021-04-08T02:08:00Z,2021-04-23,Midland,TX,US,NA,2 minutes,120,Lighted train flies across night sky.  ((Starlink satellites??)),FALSE,astronomical dusk
2021-04-06T02:37:00Z,2021-04-06T02:37:00Z,2021-05-20,Presidio,TX,US,NA,~ 1 min. max,60,"A bright, high altitude light--NOT an airliner--moving at constant speed and brightness, then disappearing at same apparent speed.",FALSE,night
2021-04-03T02:00:00Z,2021-04-03T02:00:00Z,2021-04-23,Nashville,TN,US,NA,10 seconds,10,Moving object vanishes as airplane approaches,FALSE,astronomical dusk
2021-04-03T01:00:00Z,2021-04-03T01:00:00Z,2021-04-23,Doylestown,PA,US,NA,2 hours,172800,((NUFORC Note:  Witness provides no information about sighting; elects to remain totally anonymous.  PD)),FALSE,astronomical dusk
2021-03-10T00:48:00Z,2021-03-10T00:48:00Z,2021-03-31,Charleston,SC,US,NA,3-4 seconds,4,Bright brilliant white - looked like a comet. Fastest thing Ive ever seen in the sky.  ((////rocket launch??)),FALSE,night
2021-02-09T14:05:00Z,2021-02-09T14:05:00Z,2021-03-02,Brookings,OR,US,NA,10 seconds,10,((NUFORC Note:  Source of report provides no detailed information.  PD)),FALSE,nautical dawn
2021-02-03T11:05:00Z,2021-02-03T11:05:00Z,2021-03-02,Ormond Beach,FL,US,NA,5 minutes,300,((NUFORC Note:  Witness provides no information about the sigting.  PD)),FALSE,astronomical dawn
2021-01-08T02:30:00Z,2021-01-08T02:30:00Z,2021-01-19,Gardena,CA,US,NA,1 sec,1,Bright flash causes black out,FALSE,astronomical dusk
2020-11-25T11:45:00Z,2020-11-25T11:45:00Z,2020-12-23,Brownwood,TX,US,NA,20 seconds,20,First seen directly above me. Lights only. A string of 12-15 lights. No sound. No trail.  Moving smoothly and steadily to the ESE. Th,FALSE,night
2020-11-21T15:30:00Z,2020-11-21T15:30:00Z,2021-08-16,Shoreline,WA,US,NA,1 minute,60,Bright flash in sky,FALSE,morning
2020-11-17T07:00:00Z,2020-11-17T07:00:00Z,2020-12-23,Portland,OR,US,NA,5 minutes,300,NA,FALSE,night
2020-11-13T22:30:00Z,2020-11-13T22:30:00Z,2020-12-23,Wyoming,DE,US,NA,10 min,600,NA,FALSE,civil dusk
2020-11-12T02:00:00Z,2020-11-12T02:00:00Z,2020-12-23,Scappoose,OR,US,NA,45 sec,45,NA,FALSE,astronomical dusk
2020-11-10T17:00:00Z,2020-11-10T17:00:00Z,2020-12-23,Oxnard,CA,US,NA,10 seconds,10,((NUFORC Note:  Source of report provides no information.  PD)),FALSE,morning
2020-11-06T01:30:00Z,2020-11-06T01:30:00Z,2020-12-23,Vero Beach,FL,US,NA,3-4 minutes,240,I viewed a large bright object descending towards me in the dark night sky. Then it turned orange/red going in another direction with 2,FALSE,night
2020-10-24T13:30:00Z,2020-10-24T13:30:00Z,2020-12-23,Seattle,WA,US,NA,5 minutes,300,We saw a couple dozen high altitude lights flying in a line towards the East and had the appearance of satellites.  ((Staarlinks?)),FALSE,nautical dawn
2020-10-23T01:30:00Z,2020-10-23T01:30:00Z,2020-12-23,Tyler,TX,US,NA,5 seconds,5,Planet there then disappeared,FALSE,night
2020-10-18T07:04:00Z,2020-10-18T07:04:00Z,2020-12-23,Beaufort,SC,US,NA,~30 seconds,30,Contact 2nd night in a row.,FALSE,night
2020-10-14T06:20:00Z,2020-10-14T06:20:00Z,2020-12-23,Federal Way,WA,US,NA,~30 minutes,1800,NA,FALSE,night
2020-09-24T00:00:00Z,2020-09-24T00:00:00Z,2020-11-05,Schererville,IN,US,NA,5-9 minutes,540,"ufo with red, blue, white lights moving fast. Forming different shapes and following a color pattern",FALSE,civil dusk
2020-09-20T06:34:00Z,2020-09-20T06:34:00Z,2020-11-05,Mount Laurel,NJ,US,NA,29 seconds,29,"Tiny lights in the shape of hockey pucks, the size of a quarter circling in my back door.",FALSE,night
2020-09-16T02:39:00Z,2020-09-16T02:39:00Z,2020-11-05,Coldwater,MI,US,NA,5 minutes,300,((NUFORC Note:  Witness provides no text about her sighting.  PD)),FALSE,night
2020-09-15T01:15:00Z,2020-09-15T01:15:00Z,2020-11-05,Virginia Beach,VA,US,NA,30 seconds,30,((NUFORC Note:  Source of report provides no detailed information about the sighting.  PD)),FALSE,night
2020-09-13T23:45:00Z,2020-09-13T23:45:00Z,2020-11-05,Wayne,NJ,US,NA,3 minutes,180,((NUFORC Note:  No information provided by the witness.  PD)),FALSE,nautical dusk
2020-09-06T23:40:00Z,2020-09-06T23:40:00Z,2020-12-23,Marblehead,MA,US,NA,30 minutes,1800,Bright white light with glare with very small red light at lower right.It was in night sky  at  approx 25000k ft or higher.Planes landi,FALSE,nautical dusk
2020-08-24T02:57:00Z,2020-08-24T02:57:00Z,2020-08-27,Firestone,CO,US,NA,5 minutes,300,((NUFORC Note:  Witness provides no detailed information about the object witnessed.  PS)),FALSE,astronomical dusk
2020-08-18T12:00:00Z,2020-08-18T12:00:00Z,2020-08-27,Augusta,GA,US,NA,10 seconds,10,"I did not shoot this video but it's pretty compelling. Not sure how to save this file, but I think it's worth looking into. Not a joke,",FALSE,morning
2020-08-16T00:03:00Z,2020-08-16T00:03:00Z,2020-08-20,Colorado Springs,CO,US,NA,20 seconds,20,"Two objects. One above, one below moving rapidly in tandem. Both were black, round and moving against the Western wind.",FALSE,afternoon
2020-08-13T03:45:00Z,2020-08-13T03:45:00Z,2020-08-20,East Sandwich,MA,US,NA,2 seconds,2,Brief flying irregular white circular object,FALSE,night
2020-07-30T02:15:00Z,2020-07-30T02:15:00Z,2020-08-06,North Platte,NE,US,NA,2-3 seconds,3,Fast moving ball of light appears twice in the sky over North Platte Nebraska.,FALSE,civil dusk
2020-07-30T01:15:00Z,2020-07-30T01:15:00Z,2020-07-31,North Platte,NE,US,NA,3 seconds,3,((NUFORC Note:  No information  provided by witness.  PD)),FALSE,afternoon
2020-07-21T05:13:00Z,2020-07-21T05:13:00Z,2020-07-23,Seattle,WA,US,NA,30 minutes,1800,Flashing red and blue satellite-like object,FALSE,nautical dusk
2020-07-18T06:30:00Z,2020-07-18T06:30:00Z,2020-07-23,Redmond,OR,US,NA,60 seconds,60,2 bright pulses of light then moved east fast in straight line.  Very high altitude.  No sound.,FALSE,night
2020-07-07T02:30:00Z,2020-07-07T02:30:00Z,2020-07-09,Westfield,NY,US,NA,2 seconds,2,It was a light that brightened and returned to nothing within 2 seconds on 07/06/2020 approximate time was 22:30 in th3 SSE.,FALSE,astronomical dusk
2020-06-28T22:25:00Z,2020-06-28T22:25:00Z,2020-07-03,Dix Hills,NY,US,NA,7 minutes,420,Doughnut shaped ufo drifts and moved but there was no wind.,FALSE,afternoon
2020-06-10T03:33:00Z,2020-06-10T03:33:00Z,2020-06-25,San Diego,CA,US,NA,1-2 seconds,2,"Out of the sky at a 45 degree downward angle from north to south at 20:33 facing west.

 a bright yellow light with blue light surrou",FALSE,nautical dusk
2020-06-05T05:45:00Z,2020-06-05T05:45:00Z,2020-06-25,Alexandria,VA,US,NA,30 seconds,30,I did not see the craft but I live on the 15th floor and very bright lights shown in my window with an unusual sound a mechanical noise,FALSE,night
2020-05-24T01:12:00Z,2020-05-24T01:12:00Z,2020-06-25,Calcutta,OH,US,NA,3-5 seconds,5,"time anomaly, entities, craft.",FALSE,nautical dusk
2020-05-04T02:20:00Z,2020-05-04T02:20:00Z,2020-06-25,Kirkwood,MO,US,NA,15 minutes,900,When saw started counting lights evenly spaced going east as the count got to twelve.  ((Starlink satellites?)),FALSE,astronomical dusk
2020-05-02T08:30:00Z,2020-05-02T08:30:00Z,2020-06-25,Storm Lake,IA,US,NA,10 minutes,600,"I was asleep in my bed around 1:00am. I had a dream regarding aliens. The more it went, the more real it became. I found myself awake",FALSE,night
2020-04-30T19:13:00Z,2020-04-30T19:13:00Z,2020-05-07,Cottonwood Heights,UT,US,NA,30 seconds,30,Hill AFB just did the Covid flyby to support our first responders. Took this picture on Ft. Union Blvd. looks like a foo fighter above.,FALSE,morning
2020-04-27T14:30:00Z,2020-04-27T14:30:00Z,2020-06-25,Windsor,MO,US,NA,2 minutes,120,convoy of 20+ lights in the evening sky with a witness.  ((Starlink satellites?)),FALSE,morning
2020-04-24T14:05:00Z,2020-04-24T14:05:00Z,2020-06-25,Haslett,MI,US,NA,1 minute,60,Lights in a string that then went off.   ((Starlink satellites?)),FALSE,morning
2020-04-21T04:00:00Z,2020-04-21T04:00:00Z,2020-05-01,Badger,IA,US,NA,1.5 hours,129600,((NUFORC Note:  Witness provides no information.  Later reports that event was caused by sighting of Venus.  PD)),FALSE,night
2020-04-19T03:30:00Z,2020-04-19T03:30:00Z,2020-05-01,Cameron Park,CA,US,NA,15 minutes,900,((NUFORC Note:  Witness provides no information.  PD)),FALSE,nautical dusk
2020-04-18T04:00:00Z,2020-04-18T04:00:00Z,2020-06-25,San Diego,CA,US,NA,>30 minutes,1800,"I observed something Friday, April 17, that may be related to what you reported about on Coast to Coast the next night regarding five",FALSE,night
2020-04-17T00:45:00Z,2020-04-17T00:45:00Z,2020-06-25,Plymouth,MN,US,NA,15 minutes,900,At least 30 white lights flying in straight line moving south west to north east.  ((Starlink satellites?)),FALSE,afternoon
2020-04-16T13:00:00Z,2020-04-16T13:00:00Z,2020-06-25,Orange,MA,US,NA,30 minutes,1800,"I was staring at The Polaris star last night and noticed a craft, with red and white lights that I originally thought was an aircraft b",FALSE,morning
2020-04-16T12:00:00Z,2020-04-16T12:00:00Z,2020-06-25,Union,WA,US,NA,10 minutes,600,Approximately 30 solid lights that appeared to be stars crossed the sky.  ((Starlink satellites?)),FALSE,nautical dawn
2020-04-16T04:00:00Z,2020-04-16T04:00:00Z,2020-06-25,Sonoita,AZ,US,NA,30 minutes,1800,Single file line of equally spaces lights traveling from West to East.   ((Starlink satellites?)),FALSE,night
2020-04-07T02:00:00Z,2020-04-07T02:00:00Z,2020-04-09,Daytona Beach,FL,US,NA,5 seconds,5,V formation of 9 white craft - silent and FAST moving,FALSE,night
2020-04-06T04:20:00Z,2020-04-06T04:20:00Z,2020-04-09,Olathe,KS,US,NA,2 seconds,2,Successive bright flashes up into he sky,FALSE,night
2020-04-01T02:02:00Z,2020-04-01T02:02:00Z,2020-06-25,Hornell,NY,US,NA,3 seconds,3,Possibly a close encounter with aliens,FALSE,night
2020-03-28T06:00:00Z,2020-03-28T06:00:00Z,2020-05-21,Mississauga,ON,CA,NA,7 minutes,420,A light object in sky moving certain area . some time convert to two very bright beam lights and turn over to red. move to south west i,FALSE,night
2020-03-21T02:00:00Z,2020-03-21T02:00:00Z,2020-05-21,Haverhill,MA,US,NA,5 minutes,300,Cluster of 12 to 16 lights flying like bees around a hive headig west to east followed by three jets in formation.,FALSE,night
2020-03-20T19:55:00Z,2020-03-20T19:55:00Z,2020-05-07,Mortain,Normandy,FR,NA,10 minutes,600,Clear night 27 lights moving from south to east.   ((Starlink satellites)),FALSE,astronomical dusk
2020-03-20T04:35:00Z,2020-03-20T04:35:00Z,2020-05-15,Chandler,AZ,US,NA,3 seconds,3,Fast moving blue flame looking thing warped through AZ sky.,FALSE,night
2020-03-14T03:20:00Z,2020-03-14T03:20:00Z,2020-05-07,Winnemucca,NV,US,NA,>20 minutes,1200,((NUFORC Note:  Source provides no information.  PD)),FALSE,astronomical dusk
2020-03-09T01:00:00Z,2020-03-09T01:00:00Z,2020-05-01,Charlotte,NC,US,NA,>20 minutes,1200,"Double or triple bright lights, not moving, just side by side/ clustered for several minutes.",FALSE,night
2020-03-08T05:00:00Z,2020-03-08T05:00:00Z,2020-05-01,London,ENG,GB,NA,5-10 minutes,600,"Seen moving 'stars' all moving in the same direction, similar speed, same path across the sky.   ((Spacelink satellites))",FALSE,astronomical dawn
2020-03-07T02:30:00Z,2020-03-07T02:30:00Z,2020-05-01,Arvada,CO,US,NA,2.5-4 minutes,240,"Strange formation of lights; Strait line, evenly spaced, ((Spacelink satellites))",FALSE,astronomical dusk
2020-03-06T01:00:00Z,2020-03-06T01:00:00Z,2020-04-09,Greenup,KY,US,NA,15 minutes,900,"11 star looking lights in a straight line evenly separated going across the night sky.  ((""Starlink"" satellites??))((anonymous))",FALSE,night
2020-03-05T02:30:00Z,2020-03-05T02:30:00Z,2020-04-09,Sutherlin,OR,US,NA,5 seconds,5,Very large white circular object on the east side of Douglas County. Object Fell to the ground.  ((anonymous)),FALSE,nautical dusk
2020-03-03T20:00:00Z,2020-03-03T20:00:00Z,2020-04-09,Bohmte,Lower Saxony,DE,NA,20 minutes,1200,"Thea came From  the East heading West and went  dark in the Earths shadow.  ((""Spacelink"" satellites??))((anonymous report))",FALSE,night
2020-03-02T14:00:00Z,2020-03-02T14:00:00Z,2020-04-09,Indore,Madhya Pradesh,IN,NA,60 seconds,60,Seen two bright spot the size of a little star moving very fast one followed by another and then disappeared deep in space.,FALSE,night
2020-02-24T04:30:00Z,2020-02-24T04:30:00Z,2020-04-09,Edgar,WI,US,NA,15 minutes,900,((NUFORC Note:  Source of report provides no information.  PD)),FALSE,night
2020-02-23T00:00:00Z,2020-02-23T00:00:00Z,2020-02-25,St. Petersburg,FL,US,NA,3 hours,259200,Very bright light that is totally unmoving consistently appears in the same spot in the western sky at night.  ((VENUS??)),FALSE,nautical dusk
2020-02-22T03:30:00Z,2020-02-22T03:30:00Z,2020-02-25,Saint Charles,MO,US,NA,2 minutes,120,On Friday night I was driving to my friends house and noticed 5 orange balls in the air just over the tree line roughly 5-8 miles away,FALSE,night
2020-02-19T13:55:00Z,2020-02-19T13:55:00Z,2020-02-25,Everett,WA,US,NA,~2 minutes,120,"10-15 bright objects flying in a straight line from west to east.  ((""Starlink"" satellites??))",FALSE,nautical dawn
2020-02-16T00:00:00Z,2020-02-16T00:00:00Z,2020-04-09,St. Petersburg,FL,US,NA,3 hours,259200,Very bright light that is totally unmoving consistently appears in the same spot in the W sky at night on random evenings.  ((Venus??)),FALSE,nautical dusk
2020-02-14T03:30:00Z,2020-02-14T03:30:00Z,2020-02-25,Georgetown,TX,US,NA,30 seconds,30,"LARGE CIRCULAR OBJECT OVER GEORGETOWN, TEXAS.",FALSE,night
2020-02-13T07:00:00Z,2020-02-13T07:00:00Z,2020-02-25,Atco,NJ,US,NA,10 minutes,600,((NUFORC Note:  No information provided by witness.  PD)),FALSE,night
2020-02-12T21:00:00Z,2020-02-12T21:00:00Z,2020-02-13,San Diego,CA,US,NA,15 seconds,15,Straight projection upward at a very high rate of speed leaving a white snail trail behind.,FALSE,afternoon
2020-02-06T10:54:00Z,2020-02-06T10:54:00Z,2020-02-07,Venice,FL,US,NA,5 minutes,300,"7 craft moving in succession.  ((""Starlink"" satellites??))",FALSE,astronomical dawn
