year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2013,Sailors and marine oilers,"Production, Transportation, and Material Moving",Transportation,12690,12153,537,4.2,48856,49771,37716,NA
2013,Ship and boat captains and operators,"Production, Transportation, and Material Moving",Transportation,26328,25849,479,1.8,69566,70159,37067,NA
2013,Ship engineers,"Production, Transportation, and Material Moving",Transportation,4145,3894,251,6.1,77584,78984,70984,NA
2013,Bridge and lock tenders,"Production, Transportation, and Material Moving",Transportation,3240,2712,528,16.3,45080,50039,27053,NA
2013,Parking lot attendants,"Production, Transportation, and Material Moving",Transportation,38720,35027,3693,9.5,23270,23889,19536,NA
2013,Automotive and watercraft service attendants,"Production, Transportation, and Material Moving",Transportation,67748,55406,12342,18.2,22312,22729,20516,90.2635399709622
2013,Other transportation workers,"Production, Transportation, and Material Moving",Transportation,16054,14073,1981,12.3,42418,42494,42068,NA
2013,Conveyor operators and tenders,"Production, Transportation, and Material Moving",Material Moving,4831,4225,606,12.5,36041,36374,24934,NA
2013,Crane and tower operators,"Production, Transportation, and Material Moving",Material Moving,52665,50867,1798,3.4,51507,51448,51941,NA
2013,"Dredge, excavating, and loading machine operators","Production, Transportation, and Material Moving",Material Moving,26394,26074,320,1.2,41841,41892,28750,NA
2013,Hoist and winch operators,"Production, Transportation, and Material Moving",Material Moving,6973,6060,913,13.1,41722,46825,26862,NA
2013,Industrial truck and tractor operators,"Production, Transportation, and Material Moving",Material Moving,428059,399291,28768,6.7,31000,31002,30981,99.93226243468163
2013,Cleaners of vehicles and equipment,"Production, Transportation, and Material Moving",Material Moving,197864,171164,26700,13.5,23751,23605,24793,105.0328320271129
2013,"Laborers and freight, stock, and material movers, hand","Production, Transportation, and Material Moving",Material Moving,1211599,1009313,202286,16.7,29722,30531,24953,81.73004487242474
2013,Machine feeders and offbearers,"Production, Transportation, and Material Moving",Material Moving,21230,14507,6723,31.7,25667,30290,21911,72.3374050841862
2013,"Packers and packagers, hand","Production, Transportation, and Material Moving",Material Moving,273503,123631,149872,54.8,21661,22711,20876,91.92021487384969
2013,Pumping station operators,"Production, Transportation, and Material Moving",Material Moving,25133,23425,1708,6.8,60787,60134,130660,NA
2013,Refuse and recyclable material collectors,"Production, Transportation, and Material Moving",Material Moving,73441,67859,5582,7.6,29333,30057,22209,NA
2013,Mine shuttle car operators,"Production, Transportation, and Material Moving",Material Moving,847,847,0,0,70594,70594,NA,NA
2013,"Tank car, truck, and ship loaders","Production, Transportation, and Material Moving",Material Moving,4741,4635,106,2.2,40401,40628,13806,NA
2013,"Material moving workers, all other","Production, Transportation, and Material Moving",Material Moving,33196,29364,3832,11.5,35847,36755,28267,NA
2014,Chief executives,"Management, Business, and Financial",Management,1013853,774838,239015,23.6,122136,130830,101174,77.33241611251242
2014,General and operations managers,"Management, Business, and Financial",Management,761445,545655,215790,28.3,67100,74888,53539,71.49209486166008
2014,Legislators,"Management, Business, and Financial",Management,14365,8413,5952,41.4,71632,76794,70059,91.22978357684194
2014,Advertising and promotions managers,"Management, Business, and Financial",Management,44209,20591,23618,53.4,61097,75638,52378,69.24826145588196
2014,Marketing and sales managers,"Management, Business, and Financial",Management,760335,434308,326027,42.9,80973,97067,65229,67.19997527481019
2014,Public relations and fundraising managers,"Management, Business, and Financial",Management,50604,17962,32642,64.5,76796,91993,70227,76.3395040927027
2014,Administrative services managers,"Management, Business, and Financial",Management,122275,78429,43846,35.9,64620,71025,54308,76.46321717705034
2014,Computer and information systems managers,"Management, Business, and Financial",Management,501450,364546,136904,27.3,100247,101957,88946,87.2387378993105
2014,Financial managers,"Management, Business, and Financial",Management,1015563,485108,530455,52.2,72464,94742,60512,63.870300394756285
2014,Compensation and benefits managers,"Management, Business, and Financial",Management,13138,2824,10314,78.5,80417,116768,75904,NA
2014,Human resources managers,"Management, Business, and Financial",Management,332171,131578,200593,60.4,70814,77259,66608,86.2139038817484
2014,Training and development managers,"Management, Business, and Financial",Management,42441,21790,20651,48.7,75739,81439,69605,85.46887854713344
2014,Industrial production managers,"Management, Business, and Financial",Management,222929,178832,44097,19.8,74546,76623,65474,85.44953865027473
2014,Purchasing managers,"Management, Business, and Financial",Management,174227,94380,79847,45.8,74537,81163,65221,80.3580449219472
2014,"Transportation, storage, and distribution managers","Management, Business, and Financial",Management,197645,162291,35354,17.9,51790,51532,55211,107.13925327951563
2014,"Farmers, ranchers, and other agricultural managers","Management, Business, and Financial",Management,476355,428794,47561,10,41416,41984,30726,73.18502286585365
2014,Construction managers,"Management, Business, and Financial",Management,491817,460265,31552,6.4,70037,70391,60483,85.9243369180719
2014,Education administrators,"Management, Business, and Financial",Management,722529,262082,460447,63.7,68868,79569,62001,77.9210496550164
2014,Architectural and engineering managers,"Management, Business, and Financial",Management,139986,127411,12575,9,124703,125512,120158,95.734272420167
2014,Food service managers,"Management, Business, and Financial",Management,775402,423081,352321,45.4,36471,41587,31092,74.76374828672422
2014,Funeral service managers,"Management, Business, and Financial",Management,5982,4638,1344,22.5,62196,61996,70489,NA
2014,Gaming managers,"Management, Business, and Financial",Management,14326,9074,5252,36.7,53478,55969,50369,89.9944612196037
2014,Lodging managers,"Management, Business, and Financial",Management,99057,51022,48035,48.5,43446,50487,39723,78.6796601105235
2014,Medical and health services managers,"Management, Business, and Financial",Management,564606,168025,396581,70.2,71440,85292,66115,77.51606246775782
2014,Natural sciences managers,"Management, Business, and Financial",Management,15569,8745,6824,43.8,80292,101115,71535,70.74618009197448
2014,Postmasters and mail superintendents,"Management, Business, and Financial",Management,24028,10550,13478,56.1,69105,75273,63780,84.73157705950341
2014,"Property, real estate, and community association managers","Management, Business, and Financial",Management,436425,214284,222141,50.9,50395,60819,44159,72.60724444663674
2014,Social and community service managers,"Management, Business, and Financial",Management,281769,93870,187899,66.7,53263,60158,51343,85.34691977791815
2014,Emergency management directors,"Management, Business, and Financial",Management,6951,5457,1494,21.5,68901,68843,72877,NA
2014,"Managers, all other","Management, Business, and Financial",Management,3571939,2379728,1192211,33.4,75766,81484,63700,78.17485641352904
2014,"Agents and business managers of artists, performers, and athletes","Management, Business, and Financial",Business and Financial Operations,27459,15621,11838,43.1,54283,60818,50170,82.49202538722089
2014,"Buyers and purchasing agents, farm products","Management, Business, and Financial",Business and Financial Operations,7705,5892,1813,23.5,44818,50060,37830,NA
2014,"Wholesale and retail buyers, except farm products","Management, Business, and Financial",Business and Financial Operations,136489,67668,68821,50.4,42159,42033,42271,100.5662217781267
2014,"Purchasing agents, except wholesale, retail, and farm products","Management, Business, and Financial",Business and Financial Operations,251774,123335,128439,51,52529,58713,49852,84.90794202306134
2014,"Claims adjusters, appraisers, examiners, and investigators","Management, Business, and Financial",Business and Financial Operations,267839,109789,158050,59,51001,57748,46759,80.97076955046062
2014,Compliance officers,"Management, Business, and Financial",Business and Financial Operations,188361,91085,97276,51.6,65105,70067,61418,87.65610058943582
2014,Cost estimators,"Management, Business, and Financial",Business and Financial Operations,115808,103325,12483,10.8,61037,61776,50332,81.47500647500647
2014,Human resources workers,"Management, Business, and Financial",Business and Financial Operations,625092,172605,452487,72.4,54089,62362,51655,82.83089060645906
2014,"Compensation, benefits, and job analysis specialists","Management, Business, and Financial",Business and Financial Operations,42428,8853,33575,79.1,50075,62739,47450,75.63078786719585
2014,Training and development specialists,"Management, Business, and Financial",Business and Financial Operations,104051,43450,60601,58.2,54215,61958,49533,79.94609251428388
2014,Logisticians,"Management, Business, and Financial",Business and Financial Operations,100957,63832,37125,36.8,51574,54775,47353,86.45002282062984
2014,Management analysts,"Management, Business, and Financial",Business and Financial Operations,587570,344850,242720,41.3,80535,89368,72260,80.85668248142512
2014,"Meeting, convention, and event planners","Management, Business, and Financial",Business and Financial Operations,82089,20356,61733,75.2,47698,50086,47205,94.24789362296849
2014,Fundraisers,"Management, Business, and Financial",Business and Financial Operations,70528,20451,50077,71,60078,63150,57571,91.1654790182106
2014,Market research analysts and marketing specialists,"Management, Business, and Financial",Business and Financial Operations,230827,102742,128085,55.5,66945,79902,60798,76.09071112112338
2014,"Business operations specialists, all other","Management, Business, and Financial",Business and Financial Operations,234988,105222,129766,55.2,57650,66402,51754,77.94042348122045
2014,Accountants and auditors,"Management, Business, and Financial",Business and Financial Operations,1562860,641601,921259,58.9,60970,71611,54676,76.35139852815908
2014,Appraisers and assessors of real estate,"Management, Business, and Financial",Business and Financial Operations,69205,48033,21172,30.6,52387,60032,45696,76.11940298507463
2014,Budget analysts,"Management, Business, and Financial",Business and Financial Operations,42931,15702,27229,63.4,73617,81622,67367,82.53534586263508
2014,Credit analysts,"Management, Business, and Financial",Business and Financial Operations,26676,12241,14435,54.1,51701,56119,47764,85.11199415527719
2014,Financial analysts,"Management, Business, and Financial",Business and Financial Operations,180971,107860,73111,40.4,78843,84758,73685,86.93574647820854
2014,Personal financial advisors,"Management, Business, and Financial",Business and Financial Operations,312232,216545,95687,30.6,83154,100564,63432,63.07624995028041
2014,Insurance underwriters,"Management, Business, and Financial",Business and Financial Operations,99576,32369,67207,67.5,59253,71090,55763,78.44000562667041
2014,Financial examiners,"Management, Business, and Financial",Business and Financial Operations,11708,6213,5495,46.9,80648,91839,66456,NA
2014,Credit counselors and loan officers,"Management, Business, and Financial",Business and Financial Operations,270825,123437,147388,54.4,55515,71012,46834,65.95223342533656
2014,"Tax examiners and collectors, and revenue agents","Management, Business, and Financial",Business and Financial Operations,50454,18782,31672,62.8,51944,63606,47747,75.0668175958243
2014,Tax preparers,"Management, Business, and Financial",Business and Financial Operations,52982,24476,28506,53.8,52451,56832,50927,89.60972691441441
2014,"Financial specialists, all other","Management, Business, and Financial",Business and Financial Operations,54692,26082,28610,52.3,61982,91705,49220,53.6721007578649
2014,Computer and information research scientists,"Computer, Engineering, and Science",Computer and mathematical,13529,11168,2361,17.5,102201,103624,91426,NA
2014,Computer systems analysts,"Computer, Engineering, and Science",Computer and mathematical,473960,302291,171669,36.2,76506,81294,69406,85.37653455359559
2014,Information security analysts,"Computer, Engineering, and Science",Computer and mathematical,53003,42352,10651,20.1,86632,90671,75779,83.57578498086488
2014,Computer programmers,"Computer, Engineering, and Science",Computer and mathematical,374346,297722,76624,20.5,81928,82951,77830,93.8264758712975
2014,"Software developers, applications and systems software","Computer, Engineering, and Science",Computer and mathematical,979815,792074,187741,19.2,95739,99519,85287,85.69921321556687
2014,Web developers,"Computer, Engineering, and Science",Computer and mathematical,145465,97577,47888,32.9,61023,65007,53650,82.5295737382128
2014,Computer support specialists,"Computer, Engineering, and Science",Computer and mathematical,470915,349868,121047,25.7,52551,53807,50956,94.70143289906517
2014,Database administrators,"Computer, Engineering, and Science",Computer and mathematical,102296,65627,36669,35.8,77455,86854,56890,65.50072535519378
2014,Network and computer systems administrators,"Computer, Engineering, and Science",Computer and mathematical,183110,150346,32764,17.9,69647,70533,64094,90.87093984376108
2014,Computer network architects,"Computer, Engineering, and Science",Computer and mathematical,97510,88248,9262,9.5,92623,94255,86560,91.83597687125351
2014,"Computer , all other","Computer, Engineering, and Science",Computer and mathematical,476615,368819,107796,22.6,68159,68787,67019,97.42974689985027
2014,Actuaries,"Computer, Engineering, and Science",Computer and mathematical,26071,16914,9157,35.1,101355,105153,100158,95.24977889361217
2014,Mathematicians,"Computer, Engineering, and Science",Computer and mathematical,2335,1760,575,24.6,108154,120660,55489,NA
2014,Operations research analysts,"Computer, Engineering, and Science",Computer and mathematical,122903,66552,56351,45.8,77416,82373,71696,87.03822854576136
2014,Statisticians,"Computer, Engineering, and Science",Computer and mathematical,32115,17054,15061,46.9,83461,87419,80913,92.5576819684508
2014,Miscellaneous mathematical science ,"Computer, Engineering, and Science",Computer and mathematical,2993,1652,1341,44.8,71689,75217,67183,NA
2014,"Architects, except naval","Computer, Engineering, and Science",Architecture and Engineering,141773,109020,32753,23.1,74630,79542,63215,79.47373714515602
2014,"Surveyors, cartographers, and photogrammetrists","Computer, Engineering, and Science",Architecture and Engineering,30688,25077,5611,18.3,57018,57296,54594,NA
2014,Aerospace engineers,"Computer, Engineering, and Science",Architecture and Engineering,108106,94450,13656,12.6,100551,101474,85045,83.80964582060429
2014,Agricultural engineers,"Computer, Engineering, and Science",Architecture and Engineering,2275,2129,146,6.4,77830,77894,77703,NA
2014,Biomedical engineers,"Computer, Engineering, and Science",Architecture and Engineering,12151,10045,2106,17.3,85212,90275,74343,NA
2014,Chemical engineers,"Computer, Engineering, and Science",Architecture and Engineering,50207,42425,7782,15.5,98259,100275,87309,87.06955871353777
2014,Civil engineers,"Computer, Engineering, and Science",Architecture and Engineering,263869,231947,31922,12.1,81639,82405,72899,88.46429221527819
2014,Computer hardware engineers,"Computer, Engineering, and Science",Architecture and Engineering,48738,40015,8723,17.9,92845,98302,85309,86.78256800472015
2014,Electrical and electronics engineers,"Computer, Engineering, and Science",Architecture and Engineering,189028,172016,17012,9,92224,93711,82691,88.24044135693782
2014,Environmental engineers,"Computer, Engineering, and Science",Architecture and Engineering,23435,17469,5966,25.5,83190,85840,80798,94.12628145386766
2014,"Industrial engineers, including health and safety","Computer, Engineering, and Science",Architecture and Engineering,160051,130663,29388,18.4,78029,79476,72469,91.18350193769189
2014,Marine engineers and naval architects,"Computer, Engineering, and Science",Architecture and Engineering,11931,10759,1172,9.8,79677,80931,62262,NA
2014,Materials engineers,"Computer, Engineering, and Science",Architecture and Engineering,29248,26574,2674,9.1,78907,79129,73533,NA
2014,Mechanical engineers,"Computer, Engineering, and Science",Architecture and Engineering,220593,204412,16181,7.3,80674,80890,76532,94.61243664235381
2014,"Mining and geological engineers, including mining safety engineers","Computer, Engineering, and Science",Architecture and Engineering,10735,9876,859,8,101450,101177,104954,NA
2014,Nuclear engineers,"Computer, Engineering, and Science",Architecture and Engineering,5689,5178,511,9,100588,100899,100345,NA
2014,Petroleum engineers,"Computer, Engineering, and Science",Architecture and Engineering,26436,24334,2102,8,119645,120198,108664,NA
2014,"Engineers, all other","Computer, Engineering, and Science",Architecture and Engineering,446166,389678,56488,12.7,90963,91811,80959,88.18006556948514
2014,Drafters,"Computer, Engineering, and Science",Architecture and Engineering,124795,102986,21809,17.5,51324,52440,43037,82.06903127383677
2014,"Engineering technicians, except drafters","Computer, Engineering, and Science",Architecture and Engineering,344546,284353,60193,17.5,52925,55961,41755,74.61446364432372
2014,Surveying and mapping technicians,"Computer, Engineering, and Science",Architecture and Engineering,56276,51499,4777,8.5,50838,51271,41269,NA
2014,Agricultural and food scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",17148,11511,5637,32.9,63076,66204,56742,85.70781221678449
2014,Biological scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",57529,29504,28025,48.7,62045,62296,61723,99.08019776550661
2014,Conservation scientists and foresters,"Computer, Engineering, and Science","Life, Physical, and Social Science",15754,12073,3681,23.4,56746,56925,55702,NA
2014,Medical scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",114987,55413,59574,51.8,71874,79409,70170,88.36529864373055
2014,"Life scientists, all other","Computer, Engineering, and Science","Life, Physical, and Social Science",5315,3208,2107,39.6,76852,77448,75448,NA
2014,Astronomers and physicists,"Computer, Engineering, and Science","Life, Physical, and Social Science",8487,7212,1275,15,100557,100878,74550,NA
2014,Atmospheric and space scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",8973,7438,1535,17.1,84118,84922,80803,NA
2014,Chemists and materials scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",75390,48305,27085,35.9,68111,71203,64146,90.08890074856396
2014,Environmental scientists and geoscientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",61131,43304,17827,29.2,74949,80066,64967,81.14180800839308
2014,"Physical scientists, all other","Computer, Engineering, and Science","Life, Physical, and Social Science",171195,102042,69153,40.4,72973,81838,62530,76.40704807057847
2014,Economists,"Computer, Engineering, and Science","Life, Physical, and Social Science",19978,13224,6754,33.8,110548,120249,97869,81.38861861637103
2014,Survey researchers,"Computer, Engineering, and Science","Life, Physical, and Social Science",947,338,609,64.3,47236,95694,45808,NA
2014,Psychologists,"Computer, Engineering, and Science","Life, Physical, and Social Science",115413,38825,76588,66.4,70415,82152,63914,77.79968838251047
2014,Urban and regional planners,"Computer, Engineering, and Science","Life, Physical, and Social Science",19217,11650,7567,39.4,71496,76563,58594,76.53043898488826
2014,"Miscellaneous social scientists and related workers, including sociologists","Computer, Engineering, and Science","Life, Physical, and Social Science",37644,18711,18933,50.3,53839,59402,49466,83.27329046160062
2014,Agricultural and food science technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",30884,20341,10543,34.1,45171,45592,43189,94.72933848043516
2014,Biological technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",18297,10874,7423,40.6,47322,51206,43010,83.99406319571925
2014,Chemical technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",59973,40817,19156,31.9,51100,55310,46166,83.46772735490869
2014,Geological and petroleum technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",11704,9491,2213,18.9,61113,61552,58773,NA
2014,Nuclear technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",3322,2899,423,12.7,81607,81518,120118,NA
2014,Social science research assistants,"Computer, Engineering, and Science","Life, Physical, and Social Science",1666,582,1084,65.1,41279,62318,33376,NA
2014,"Miscellaneous life, physical, and social science technicians","Computer, Engineering, and Science","Life, Physical, and Social Science",134477,73486,60991,45.4,42097,45391,40335,88.86122799673944
2014,Counselors,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,499447,151784,347663,69.6,43086,42943,43144,100.46806231516197
2014,Social workers,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,662207,133598,528609,79.8,42403,44262,42201,95.34363562423749
2014,Probation officers and correctional treatment specialists,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,85020,38805,46215,54.4,47695,48441,46867,96.75068640201482
2014,Social and human service assistants,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,132261,29857,102404,77.4,35827,39091,35331,90.38141771763321
2014,"Miscellaneous community and social service specialists, including health educators and community health workers","Education, Legal, Community Service, Arts, and Media",Community and Social Service,72471,25385,47086,65,40924,45046,39779,88.30750788083293
2014,Clergy,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,334788,281877,52911,15.8,43671,45100,39185,86.88470066518848
2014,"Directors, religious activities and education","Education, Legal, Community Service, Arts, and Media",Community and Social Service,45159,21875,23284,51.6,41937,46639,40026,85.82087952143056
2014,"Religious workers, all other","Education, Legal, Community Service, Arts, and Media",Community and Social Service,41141,18925,22216,54,35801,36993,35353,95.56672884059147
2014,Lawyers,"Education, Legal, Community Service, Arts, and Media",Legal,861223,575443,285780,33.2,120885,130819,101219,77.37331733158027
2014,Judicial law clerks,"Education, Legal, Community Service, Arts, and Media",Legal,11531,3470,8061,69.9,61117,61812,60639,NA
2014,"Judges, magistrates, and other judicial workers","Education, Legal, Community Service, Arts, and Media",Legal,54753,30616,24137,44.1,96222,111928,80325,71.76488456865128
2014,Paralegals and legal assistants,"Education, Legal, Community Service, Arts, and Media",Legal,306773,43126,263647,85.9,46642,49289,46319,93.97431475582788
2014,Miscellaneous legal support workers,"Education, Legal, Community Service, Arts, and Media",Legal,129802,35187,94615,72.9,50929,64394,47439,73.66990713420505
2014,Postsecondary teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",848073,446709,401364,47.3,65698,71982,60502,84.05156844766746
2014,Preschool and kindergarten teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",332062,8003,324059,97.6,24489,28156,24377,86.57834919732916
2014,Elementary and middle school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",2315762,515461,1800301,77.7,49832,52275,48594,92.9583931133429
2014,Secondary school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",535253,231738,303515,56.7,51547,53429,50548,94.60779726365831
2014,Special education teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",172214,24672,147542,85.7,46416,49768,45952,92.33242244012216
2014,Other teachers and instructors,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",362242,170986,191256,52.8,45216,52063,38612,74.16399362311046
2014,"Archivists, curators, and museum technicians","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",30249,12270,17979,59.4,49160,56860,45282,79.63770664790714
2014,Librarians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",114109,20872,93237,81.7,49697,52528,48589,92.50114224794396
2014,Library technicians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",12623,3237,9386,74.4,31038,36862,28121,NA
2014,Teacher assistants,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",411405,57182,354223,86.1,21634,28311,20985,74.12313235138286
2014,"Other education, training, and library workers","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",77839,22421,55418,71.2,52058,57321,50771,88.57312328814919
2014,Artists and related workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",114321,73161,41160,36,46646,51814,40191,77.56783880804416
2014,Designers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",574431,304311,270120,47,50005,55533,42444,76.4302306736535
2014,Actors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",10606,6414,4192,39.5,41569,46615,38251,NA
2014,Producers and directors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",109665,69950,39715,36.2,63063,64642,61825,95.64215216113364
2014,"Athletes, coaches, umpires, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",123608,93262,30346,24.6,42873,46140,38242,82.8825314260945
2014,Dancers and choreographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",8058,1753,6305,78.2,30666,36905,27268,NA
2014,"Musicians, singers, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",64044,49552,14492,22.6,43538,42472,45683,107.560275004709
2014,"Entertainers and performers, sports and related workers, all other","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",18169,11135,7034,38.7,37299,40847,34944,NA
2014,Announcers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",23223,18830,4393,18.9,45303,45065,46654,NA
2014,"News analysts, reporters and correspondents","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",58796,35832,22964,39.1,53751,57304,50461,88.05842524082088
2014,Public relations specialists,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",98358,35621,62737,63.8,64970,76940,60011,77.9971406290616
2014,Editors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",121275,61510,59765,49.3,53892,57804,51764,89.5508961317556
2014,Technical writers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",47369,19623,27746,58.6,66590,69872,64769,92.69664529425235
2014,Writers and authors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",126601,60839,65762,51.9,58150,62207,52479,84.36188853344478
2014,Miscellaneous media and communication workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",44430,15931,28499,64.1,40861,47478,36853,77.62121403597456
2014,"Miscellaneous media and communications equipment workers, including broadcast and sound engineering technicians and radio operators","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",68024,62903,5121,7.5,51725,52122,45207,NA
2014,Photographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",77681,46986,30695,39.5,37530,40650,35015,86.13776137761377
2014,"Television, video, and motion picture camera operators and editors","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",27759,24264,3495,12.6,50147,51223,37703,NA
2014,Chiropractors,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,39109,28680,10429,26.7,71112,72458,60296,83.21510392227222
2014,Dentists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,103211,78254,24957,24.2,150041,151764,121953,80.35700166047283
2014,Dietitians and nutritionists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,66139,10548,55591,84.1,47909,46015,48645,105.71552754536565
2014,Optometrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,27120,16955,10165,37.5,101931,120535,91378,75.81034554278841
2014,Pharmacists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,210328,101904,108424,51.5,116276,120410,112232,93.20820529856324
2014,Physicians and surgeons,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,686827,461288,225539,32.8,194521,211526,150053,70.93832436674451
2014,Physician assistants,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,75160,25626,49534,65.9,94513,102354,91296,89.1963186587725
2014,Podiatrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,6580,5080,1500,22.8,102486,135579,99821,NA
2014,Audiologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,10476,2570,7906,75.5,72709,71475,73235,NA
2014,Occupational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,62781,9027,53754,85.6,68823,75237,66990,89.03863790422267
2014,Physical therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,154006,57984,96022,62.3,74449,80327,71083,88.49203879143998
2014,Radiation therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,13222,3798,9424,71.3,75447,85545,72210,NA
2014,Recreational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,7545,1976,5569,73.8,46466,51778,42049,NA
2014,Respiratory therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,89483,33330,56153,62.8,55979,60952,52433,86.0234282714267
2014,Speech-language pathologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,85021,4434,80587,94.8,62054,71703,61827,NA
2014,"Miscellaneous therapists, including exercise physiologists",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,99395,27919,71476,71.9,46527,50453,45564,90.3097932729471
2014,Veterinarians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,62082,28586,33496,54,87898,100638,80243,79.7342951966454
2014,Registered nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,2183447,253618,1929829,88.4,62280,67965,61961,91.16604134480983
2014,Nurse anesthetists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,20026,8875,11151,55.7,150828,162997,142372,87.34639287839654
2014,Nurse midwives,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,4490,0,4490,100,96465,NA,96465,NA
2014,Nurse practitioners,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,92649,10063,82586,89.1,93344,100765,92421,91.71934699548454
2014,"Health diagnosing and treating practitioners, all other",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,12639,4201,8438,66.8,45654,52089,42772,NA
2014,Clinical laboratory technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,240655,67742,172913,71.9,46116,50251,45086,89.72159758014766
2014,Dental hygienists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,62115,4690,57425,92.4,57014,90873,56113,NA
2014,Diagnostic related technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,243730,77199,166531,68.3,55288,61101,52395,85.75146069622429
2014,Emergency medical technicians and paramedics,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,161288,116818,44470,27.6,42006,45812,36003,78.5885794115079
2014,Health practitioner support technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,431165,109040,322125,74.7,34036,43170,31930,73.96340050961315
