pmid,doi,jabbrv,journal,year,month,day,title,abstract,keywords,study_aim,study_location,study_year_start,study_year_end,study_type,data_source,race1,race1_ss,race2,race2_ss,race3,race3_ss,race4,race4_ss,race5,race5_ss,race6,race6_ss,race7,race7_ss,race8,race8_ss,eth1,eth1_ss,eth2,eth2_ss,eth3,eth3_ss,eth4,eth4_ss,eth5,eth5_ss,eth6,eth6_ss,eth7,eth7_ss,eth8,eth8_ss,access_to_care,treatment_received,health_outcome,cancer_ovarian,cancer_uterine,cancer_cervical,cancer_vulvar,other_gyn_onc,endo,fibroids,other_gyn_surg,fert,matmorbmort,other_preg,phys_div,other,covid
21324514,10.1016/j.ygyno.2011.01.027,Gynecol Oncol,Gynecologic oncology,2011,06,14,Obesity in relation to endometrial cancer risk and disease characteristics in the Women's Health Initiative.,"Obesity increases endometrial cancer risk, yet its impact on disease stage and grade is unclear. We prospectively examined the effects of body mass index (BMI) and waist-to-hip ratio (WHR) on incidence, stage, and grade of endometrial cancer. We studied 86937 postmenopausal women enrolled in the Women's Health Initiative. Height, weight, and waist and hip circumference were measured at baseline. Endometrial cancer cases were adjudicated by trained physicians and pathology reports were used to determine stage and grade. Cox proportional hazards models generated hazard ratios (HR) for associations between BMI and WHR and risk of endometrial cancer. Logistic regression was used to evaluate associations between BMI and WHR and disease stage and grade. During a mean 7.8 (standard deviation 1.6) years of follow-up, 806 women were diagnosed with endometrial cancer. Although incidence was higher among Whites, stage and grade were similar between Whites and Blacks. Elevated BMI (HR 1.76, 95% confidence interval [CI] 1.41-2.19) and WHR (HR 1.33, 95% CI 1.04-1.70) increased endometrial cancer risk when comparing women in the highest and lowest categories. No associations were observed between BMI or WHR and disease stage or grade. Obesity increases endometrial cancer risk independent of other factors but is not associated with stage or grade of disease. These findings support and validate previous reports. Future research should evaluate the impact of obesity on racial disparities in endometrial cancer survival.",Aged; Body Mass Index; Endometrial Neoplasms; Female; Humans; Incidence; Middle Aged; Neoplasm Staging; Obesity; Proportional Hazards Models; Prospective Studies; Risk Factors; United States; Waist-Hip Ratio; Women's Health,"the effects of body mass index (BMI) and waist-to-hip ratio (WHR) on incidence,
stage, and grade of endometrial cancer",USA,1993,1998,Retrospective cohort,Women's Health Initiative,White,28590,Black,1097,Hispanic,907,American Indian,85,Asian/Pacific Islander,1577,Unknown,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21288564,10.1016/j.ygyno.2010.12.347,Gynecol Oncol,Gynecologic oncology,2011,06,14,Racial disparities in ovarian cancer surgical care: a population-based analysis.,"To investigate differences according to racial classification in the frequency of ovarian cancer-related surgical procedures and in access to high-volume surgical providers among women undergoing initial surgery for ovarian cancer. The Maryland Health Services Cost Review Commission database was accessed for women age &gt;18years undergoing a surgical procedure that included oophorectomy for a malignant ovarian neoplasm between 7/1/01 and 6/30/09. Multivariate logistic regression analyses were used to evaluate for differences in the likelihood of selected surgical procedures and access to high-volume surgical providers (surgeonsâ‰¥10 cases/year; hospitalsâ‰¥20 case/year) according racial classification. A total of 2487 patients were identified who underwent a primary surgical procedure that included oophorectomy for a malignant ovarian neoplasm: White=1884 (75.4%), African-American=400 (16.1%), and other/unknown=203 (8.2%). Compared to White patients, African-American patients were significantly younger (mean age 55.4years vs 59.9years, P&lt;0.0001) and less likely to have commercial insurance (28.5% vs 39.5%, p&lt;0.0001). Compared to White patients, African-American racial classification was associated with a statistically significant and independent lower likelihood of hysterectomy (OR=0.53, 95%CI=0.42-0.66, p&lt;0.0001), colon resection (OR=0.65, 95%CI=0.48-0.87, p=0.004), lymphadenectomy (OR=0.67, 95%CI=0.50-0.91, p=0.01), and surgery by a high-volume surgeon (OR=0.55, 95%CI=0.44-0.69, p&lt;0.0001). Among women undergoing initial surgery for ovarian cancer, African-American patients are significantly less likely to be operated on by a high-volume surgeon and to undergo important ovarian cancer-specific surgical procedures compared to White patients.",African Americans; Cross-Sectional Studies; Female; Gynecologic Surgical Procedures; Healthcare Disparities; Humans; Logistic Models; Middle Aged; Multivariate Analysis; Ovarian Neoplasms,To investigate differences according to racial classification in the frequency of ovarian cancer- related surgical procedures and in access to high-volume surgical providers among women undergoing initial surgery for ovarian cancer,MD,2001,2009,Retrospective cohort,Maryland Health Services Cost Review Commission database,White,1884,African American,400,Other/unknown,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26829989,10.1016/j.ajog.2015.12.054,Am J Obstet Gynecol,American journal of obstetrics and gynecology,2016,07,04,Racial and ethnic disparities in use of 17-alpha hydroxyprogesterone caproate for prevention of preterm birth.,"Racial/ethnic disparities in preterm birth remain a major public health challenge in the United States. While 17-alpha hydroxyprogesterone caproate (17OHP-C) is recommended for preterm birth prevention in women with a prior preterm birth, non-Hispanic black women continue to experience higher rates of recurrent preterm birth than white women receiving the same treatment. Further investigation of disparities in 17OHP-C use and adherence is warranted. We sought to evaluate whether racial and ethnic disparities exist in the use of and adherence to 17OHP-C within a population of eligible women. This was a retrospective cohort study of women with a prior spontaneous, singleton preterm birth who were eligible for 17OHP-C for preterm birth prevention and received care at a single institution from 2010 through 2014. Associations between self-identified race/ethnicity (non-Hispanic black vs women in all other racial/ethnic groups) and documented counseling about 17OHP-C, receipt of any 17OHP-C, and adherence to 17OHP-C administration were each estimated by bivariable analysis and multivariable logistic regression. Adherence to 17OHP-C was defined as not &gt;1 missed dose, initiation &lt;20 weeks' gestational age, and continuation until 37 weeks or delivery. Of 472 women who were clinically eligible for 17OHP-C, 72% (N = 296) had documented 17OHP-C counseling and 48.9% (N = 229) received 17OHP-C. There were no differences in likelihood of 17OHP-C counseling or receipt of 17OHP-C based on race/ethnicity. While overall 83% (N = 176) of women were adherent to 17OHP-C, only 70% (N = 58) of non-Hispanic black women were adherent, compared to 91% (N = 118) of all other women (P &lt; .001). Non-Hispanic black women had more missed doses (2.4 vs 0.4 doses, P &lt; .001) and later initiation of care (12.0 vs 10.2 weeks, P &lt; .001) than women in other racial/ethnic groups. After adjustment for potential confounders, non-Hispanic black women were significantly less likely to be adherent to 17OHP-C (adjusted odds ratio, 0.16; 95% confidence interval, 0.04-0.65). A significant interaction between non-Hispanic black race/ethnicity and public insurance was identified (adjusted odds ratio, 0.16; 95% confidence interval, 0.05-0.52). In a diverse cohort of women eligible for preterm birth prevention, non-Hispanic black women are at an increased risk of nonadherence to 17OHP-C. Non-Hispanic black women with public insurance are at a particularly increased risk of nonadherence.","17-alpha hydroxyprogesterone caproate; adherence; disparities; health services; preterm birth; preterm birth prevention; racial disparities; 17 alpha-Hydroxyprogesterone Caproate; Adolescent; Adult; African Americans; Asian Americans; Directive Counseling; Estrogen Antagonists; European Continental Ancestry Group; Female; Healthcare Disparities; Hispanic Americans; Humans; Hydroxyprogesterones; Illinois; Insurance, Health; Medicaid; Medication Adherence; Middle Aged; Pregnancy; Premature Birth; Retrospective Studies; United States; Young Adult",to evaluate whether racial and ethnic disparities exist in the use of and adherence to 17OHP-C within a population of eligible women,IL,2010,2014,Retrospective cohort,northwestern university feinberg school of medicine electronic medical recrods,non-Hispanic white,167,non-Hispanic black,173,Hispanic,73,Asian,7,Other or unknown,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26024766,10.1016/j.ygyno.2015.05.025,Gynecol Oncol,Gynecologic oncology,2015,10,15,Effect of race and histology on patterns of failure in women with early stage endometrial cancer treated with high dose rate brachytherapy.,"Clinical trials have helped refine management of early stage endometrial cancer (EC). For patients with intermediate risk features, adjuvant radiation is considered, primarily vaginal cuff brachytherapy. For higher risk patients, there may be a role for chemotherapy and radiation. The purpose of this study is to examine patterns of failure for early stage EC patients treated with postoperative high dose rate brachytherapy. In this single institution retrospective cohort study, 208 women with early stage endometrial cancer who received definitive therapy between January 1, 2000 and January 1, 2013 were identified. Median follow-up was 46.4 (range, 6.2-137.3) months. Thirteen (6.3%) patients developed with locoregional recurrent disease and 15 (7.2%) patients developed distant metastasis. Freedom from recurrence at 5 years was 88.6% for white patients and 60.5% for black patients (p=0.0093). Five year recurrence free survival (RFS) for white vs. black patients was 82.9% vs. 48.9% (p=0.0007). Five year overall survival (OS) was 86.8% for white patients and 59.5% for black patients (p=0.0023). Black patients with unfavorable histology treated with chemotherapy and vaginal brachytherapy had a 15% locoregional recurrence rate, more than double the rate of local recurrence compared to AA patients with endometrioid histology and white patients with any histology (6% locoregional recurrence rate). Black women with unfavorable histology early stage EC experience increased rates of recurrence and worse survival compared to white patients. Patterns of failure in this group also indicate a high locoregional failure rate for the black patients with unfavorable histology (type II).","Endometrial cancer; Failure patterns; Racial disparities; Adult; African Continental Ancestry Group; Aged; Aged, 80 and over; Brachytherapy; Chemoradiotherapy; Cohort Studies; Endometrial Neoplasms; European Continental Ancestry Group; Female; Health Status Disparities; Humans; Middle Aged; Neoplasm Recurrence, Local; Neoplasm Staging; Retrospective Studies; Treatment Failure",to examine patterns of failure for early stage EC patients treated with postoperative high dose rate brachytherapy,NC,2000,2013,Retrospective cohort,electronic medical records,White,164,Black,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24954655,10.1016/j.ajog.2014.06.036,Am J Obstet Gynecol,American journal of obstetrics and gynecology,2015,01,29,The influence of comorbid conditions on racial disparities in endometrial cancer survival.,"There are known disparities in endometrial cancer survival with black women who experience a greater risk of death compared with white women. The purpose of this investigation was to evaluate the role of comorbid conditions as modifiers of endometrial cancer survival by race. Two hundred seventy-one black women and 356 white women who had been diagnosed with endometrial cancer from 1990-2005 were identified from a large urban integrated health center. A retrospective chart review was conducted to gather information on comorbid conditions and other known demographic and clinical predictors of survival. Black women experienced a higher hazard of death from any cause (hazard ratio [HR] 1.51; 95% confidence interval [CI], 1.22-1.87) and from endometrial cancer (HR, 2.42; 95% CI, 1.63-3.60). After adjustment for known clinical prognostic factors and comorbid conditions, the hazard of death for black women was elevated but no longer statistically significant for overall survival (HR, 1.22; 95% CI, 0.94-1.57), and the hazard of death from endometrial cancer remained significantly increased (HR, 2.27; 95% CI, 1.39-3.68). Both black and white women with a history of hypertension experienced a lower hazard of death from endometrial cancer (HR, 0.47; 95% CI, 0.23-0.98; and HR, 0.35; 95% CI, 0.19-0.67, respectively). The higher prevalence of comorbid conditions among black women does not explain fully the racial disparities that are seen in endometrial cancer survival. The association between hypertension and a lower hazard of death from endometrial cancer is intriguing, and further investigation into the underlying mechanism is needed.","comorbid condition; disease-specific survival; endometrial cancer; hypertension; racial disparity; Adenocarcinoma; Adenocarcinoma, Clear Cell; Adenocarcinoma, Mucinous; African Americans; Aged; Carcinoma, Endometrioid; Cohort Studies; Comorbidity; Diabetes Mellitus; Disease-Free Survival; Endometrial Neoplasms; European Continental Ancestry Group; Female; Health Status Disparities; Humans; Hypertension; Middle Aged; Obesity; Prognosis; Proportional Hazards Models; Protective Factors; Retrospective Studies; Risk Factors",to evaluate the role of comorbid conditions as modifiers of endometrial cancer survival by race,MI,1990,2005,Retrospective cohort,henry ford health system (hfhs) tumor registry; medical record abstraction; metropolitan detroit cancer surveillance system (mdcss) registry,White,356,Black,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24909341,10.1016/j.ajog.2014.06.006,Am J Obstet Gynecol,American journal of obstetrics and gynecology,2015,01,29,Performance of racial and ethnic minority-serving hospitals on delivery-related indicators.,"We sought to explore how racial/ethnic minority-serving hospitals perform on 15 delivery-related indicators, and examine whether indicators vary by race/ethnicity within the same type of hospitals. We used 2008 through 2011 linked State Inpatient Database and American Hospital Association data from 7 states, and designated hospitals with &gt;50% of deliveries to non-Hispanic white, non-Hispanic black, and Hispanic women as white-, black-, and Hispanic-serving, respectively. We calculated indicator rates per 1000 deliveries by hospital type and, separately, for non-Hispanic white, non-Hispanic black, and Hispanic women within each hospital type. We fitted multivariate Poisson regression models to examine associations between delivery-related indicators and patient and hospital characteristics by hospital type. White-serving hospitals offer obstetric care to an older and wealthier population than black- or Hispanic-serving hospitals. Rates of the most prevalent indicators examined (complicated vaginal delivery, complicated cesarean delivery, obstetric trauma) were lowest in Hispanic-serving hospitals. Generally, indicator rates were similar in Hispanic- and white-serving hospitals. Black-serving hospitals performed worse than other hospitals on 12 of 15 indicators. Indicator rates varied greatly by race/ethnicity in white- and Hispanic-serving hospitals, with non-Hispanic blacks having 1.19-3.27 and 1.15-2.68 times higher rates than non-Hispanic whites, respectively, for 11 of 15 indicators. Conversely, there were few indicator rate differences by race/ethnicity in black-serving hospitals, suggesting an overall lower performance of these hospitals compared to white- and Hispanic-serving hospitals. We found considerable differences in delivery-related indicators by hospital type and patients' race/ethnicity. Obstetric care quality measures are needed to track racial/ethnic disparities at the facility and population levels.","United States; delivery; ethnicity; quality of care; race; Adult; African Americans; Age Distribution; Cesarean Section; Cohort Studies; Delivery, Obstetric; Ethnic Groups; European Continental Ancestry Group; Female; Hispanic Americans; Hospital Mortality; Hospitals; Humans; Hysterectomy; Income; Minority Groups; Multivariate Analysis; Peripartum Period; Poisson Distribution; Postoperative Complications; Pregnancy; Puerperal Infection; Quality Indicators, Health Care; Regression Analysis; Retrospective Studies; United States; Uterine Rupture; Young Adult","to explore how racial/ethnic minority-serving hospitals perform on 15 delivery-related indicators, and examine whether indicators vary by race/ethnicity within the same type of hospitals","AZ, CA, FL, MI, NJ, NY, NC",2008,2011,Retrospective cohort,healthcare cost and utilization project’s state inpatient database,White,-99,Black,-99,Hispanic,-99,Other,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22922530,10.1016/j.ygyno.2012.08.021,Gynecol Oncol,Gynecologic oncology,2013,02,25,Age-specific trends in black-white disparities in cervical cancer incidence in the United States: 1975-2009.,"Although overall cervical cancer incidence rates have decreased in both black and white women in the U.S. since the mid 1950s due to widespread screening, rates continue to be higher among blacks than among whites. However, whether this pattern differs by age is unknown. Cervical cancer cases (1975-2009, N=36,503) were obtained from nine Surveillance, Epidemiology, and End Results (SEER) Program registries. Age-standardized incidence rates for white and black women were calculated from 1975-1979 through 2005-2009 by age group (&lt;50, 50-64, and â‰¥65 years). Rate ratios (RRs) and 95% confidence intervals (CIs) evaluated differences in rates for blacks vs. whites by age group and stage at diagnosis during 1975-1979 and 2005-2009. Among women aged &lt;50 years, the black-to-white disparity RR decreased from nearly two-fold (RR, 1.9; 95% CI, 1.7-2.1) during 1975-1979 to unity during 2005-2009 (RR, 0.9; 95% CI, 0.8-1.0). In contrast, rates remained significantly elevated for blacks vs. whites aged 50-64 years (RR, 2.4; 95% CI, 2.1-2.7 and 1.7; 95% CI, 1.5-2.0), and for those aged â‰¥65 years (RR, 3.3; 95% CI, 2.9-3.8 and 2.2; 95% CI, 1.9-2.7) during both time periods, although the disparities decreased over time. Similar disparities persisted for older black women with cervical cancer of all stages. Disparities in cervical cancer incidence rates were eliminated for younger blacks vs. whites but persisted for blacks aged 50 years and older. Additional strategies are needed to increase follow-up and treatment of precancerous lesions among middle-aged and older black women.",Adult; African Continental Ancestry Group; Age Factors; Aged; European Continental Ancestry Group; Female; Health Status Disparities; Humans; Incidence; Middle Aged; Time Factors; United States; Uterine Cervical Neoplasms,"examine trends in cervical cancer rates for black and white women by age group to better inform prevention, early detection, and treatment activities","GA, CT, MI, HI, IA, NM, CA, WA, UT",1975,2009,Retrospective cohort,"surveillance, epidemiology, and end results (seer)",White,8570,Black,1798,american indian/alaskan native,-99,pacific islander,-99,hispanic (of any race),-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21663888,10.1016/j.ajog.2011.05.014,Am J Obstet Gynecol,American journal of obstetrics and gynecology,2011,12,30,Racial and regional differences in age at menopause in the United States: findings from the REasons for Geographic And Racial Differences in Stroke (REGARDS) study.,"We sought to examine regional and black-white differences in mean age at self-reported menopause among community-dwelling women in the United States. This was a cross-sectional survey conducted in the context of the REasons for Geographic And Racial Differences in Stroke and Myocardial Infarction study. We studied 22,484 menopausal women. After controlling for covariates, Southern women reported menopause 10.8 months earlier than Northeastern women, 8.4 months earlier than Midwestern women, and 6.0 months earlier than Western women (P &lt; .05 for all). No difference was observed in menopausal age between black and white women after controlling for covariates (P = .69). Women in the South report earlier menopause than those in other regions, but the cause remains unclear. Our study's large sample size and adjustment for multiple confounders lends weight to our finding of no racial difference in age at menopause. More study is needed of the implications of these findings with regard to vascular health.",African Americans; Age Factors; Cross-Sectional Studies; European Continental Ancestry Group; Female; Humans; Menopause; Stroke; United States,To examine regional and Black-White differences in mean age at self-reported menopause among community-dwelling women in the US,USA,2003,2007,Cross-sectional,REasons for Geographic And Racial Differences in Stroke and Myocardial Infarction study,White,10217,Black,10167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21497383,10.1016/j.ygyno.2011.03.018,Gynecol Oncol,Gynecologic oncology,2011,07,25,Disparities in treatment and survival between African American and White women with vaginal cancer.,"The study aims to compare the difference in treatment and survival between White (W) and African American (AA) patients with vaginal cancer (VC). Patients with a diagnosis of invasive vaginal cancer were identified from Surveillance, Epidemiology, and End Results (SEER) program from 1988 to 2007 and were divided into White (W) and African American (AA) subgroups. Student's t test, Kaplan-Meier survival methods, and Cox regression proportional hazards were performed. A total of 2675 patients met the inclusion criteria, with histologic distribution of squamous cell carcinoma (SCC; 2190, 82%) and adenocarcinoma (AC; 485, 18%); 2294 (85.8%) were W, and 381 (14.2%) were AA. Median age was 69 for W and 65 for AA (p&lt;0.001). SCC and AC were equally distributed between W and AA. Advanced stage disease (FIGO III and IV) was more prominent in AA compared with W (30.4% vs. 23.1%, p=0.019). Radiation therapy was utilized equally in both racial groups; however, surgical treatment alone or combined with radiation therapy was more frequent in W compared with AA (27.7% vs. 17.5%, p&lt;0.001). The 5-year survival was 45% in W and 38.6% in AA (p=0.008). In multivariate analysis, AA had significantly poorer survival compared with Whites when controlling for age, histology, stage, grade and treatment modality (HR 1.2, 95% CI 1.1-1.4, p=0.007). African American women with vaginal cancer were more likely to present, at a younger age, advanced stage and less likely to receive surgical treatment. Our data suggests that AA race is an independent predictor of poor survival in vaginal cancer.","Adenocarcinoma; African Americans; Aged; Carcinoma, Squamous Cell; European Continental Ancestry Group; Female; Healthcare Disparities; Humans; Middle Aged; Neoplasm Staging; Retrospective Studies; Survival Rate; Vaginal Neoplasms",to compare the difference in treatment and survival between White (W) and African American (AA) patients with vaginal cancer (VC),USA,1988,2007,Retrospective cohort,"Surveillance, Epidemiology, and End Results (seer) program",White,2294,African American,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20643692,10.1093/humrep/deq177,Hum Reprod,"Human reproduction (Oxford, England)",2011,02,03,Health disparities in risk for cervical insufficiency.,"The purpose of the study was to examine racial/ethnic differences in cervical insufficiency risk. We used the US 2005 Natality data file. Analysis was limited to singleton births. The prevalence of cervical insufficiency was examined by the maternal characteristic for each racial group. Unconditional logistic regression modeling was used to assess the association between race and cervical insufficiency while controlling for confounders. Cervical insufficiency risk for Black women was more than twice that for their White counterparts [odds ratio (OR) (95% confidence interval (CI)) of 2.45 (2.22-2.71)]. Prior pregnancy termination showed a dose-response relationship with cervical insufficiency. Compared with women with no history of prior pregnancy termination, primiparous women who have had one pregnancy termination had an OR (95% CI) of 2.49 (2.23-2.77). The OR for two, three and four or more terminations were 4.66 (4.07-5.33), 8.07 (6.77-9.61) and 12.36 (10.19-15.00), respectively. Other predictors of cervical insufficiency included previous preterm birth, parity, marital status, renal disease, history of diabetes, polyhydramnios and anemia. There were significant racial/ethnic disparities with Black women having increased cervical insufficiency risk, independent of other studied factors. Prior pregnancy termination is also a major risk factor for cervical insufficiency. The White/Black disparity is evident in both primiparous and multiparous women.","Abortion, Habitual; Adult; African Americans; European Continental Ancestry Group; Female; Healthcare Disparities; Humans; Parity; Pregnancy; Premature Birth; Risk Factors; United States; Uterine Cervical Incompetence",to examine racial/ethnic differences in cervical insufficiency risk,USA,2005,2005,Retrospective cohort,US 2005 Natality data file,White,852296,Black,166966,Asian/Pacific Islander,82965,American Indian/Alaskan Native,13314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20974459,10.1016/j.ajog.2010.08.028,Am J Obstet Gynecol,American journal of obstetrics and gynecology,2011,01,21,"Gestational weight gain and subsequent postpartum weight loss among young, low-income, ethnic minority women.","Document weight change trajectories that lead to gestational weight gain or postpartum weight loss outside clinical recommendations established by the Institute of Medicine. Women aged 14-25 receiving prenatal care and delivering singleton infants at term (n = 427). Medical record review and 4 structured interviews conducted: second and third trimester, 6- and 12-months postpartum. Longitudinal mixed modeling to evaluate weight change trajectories. Only 22% of participants gained gestational weight within Institute of Medicine guidelines. There were 62% that exceeded maximum recommendations-more common among those overweight/obese (body mass index â‰¥25.0; P &lt; .0001). 52% retained â‰¥10 lb 1-year postpartum. Increased weight gain and retention documented among smokers and women with pregnancy-induced hypertension; breastfeeding promoted postpartum weight loss (all P &lt; .02). Body mass index by race interaction suggested healthier outcomes for Latinas (P = .02). Excessive pregnancy weight gain and inadequate postpartum weight loss are highly prevalent among young low-income ethnic minority women. Pregnancy and postpartum are critical junctures for weight management interventions.","Adolescent; Adult; African Americans; Connecticut; European Continental Ancestry Group; Female; Georgia; Guidelines as Topic; Hispanic Americans; Humans; Hypertension, Pregnancy-Induced; National Academies of Science, Engineering, and Medicine, U.S., Health and Medicine Division; Obesity; Overweight; Postpartum Period; Poverty; Pregnancy; Pregnancy Trimester, Second; Pregnancy Trimester, Third; Reference Values; Smoking; United States; Weight Gain; Weight Loss; Young Adult",Document weight change trajectories that lead to gestational weight gain or postpartum weight loss outside clinical recommendations established by Institute of Medicine (IOM),"CT, GA",2001,2004,Prospective cohort,"randomized clinical trial that enrolled pregnant women ages 1425 at the largest publicly-funded university-affiliated hospital clinics in new haven, ct and atlanta, ga (2001-2004)",White,57,Latina/Hispanic,111,African American/Black,251,Other,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
20579640,10.1016/j.fertnstert.2010.05.031,Fertil Steril,Fertility and sterility,2011,01,21,Racial variation in tubal sterilization rates: role of patient-level factors.,"To assess racial differences in attitudes and knowledge about sterilization. Cross-sectional survey. Questionnaires were mailed to participants' home addresses. One hundred ninety-three women, aged 18-45, who had undergone tubal sterilization. None. Attitudes and knowledge about tubal sterilization and awareness of contraceptive alternatives. We received 193 completed surveys (64% response rate). African American (AA) woman were more likely to have a family member who had undergone tubal sterilization, to report that their mothers influenced their sterilization decisions, and to report that prior unintended pregnancy and desire to avoid insertion of a foreign object were very important factors in their decision to choose sterilization over other methods. Compared with white women, AA women more often thought that sterilization reversal could easily restore fertility (62% vs. 36%); that a woman's sterilization would reverse itself after 5 years (60% vs. 23%); and that a man cannot ejaculate after vasectomy (38% vs. 13%). Fewer AA women had ever heard of intrauterine contraception (90% vs. 98%). Racial differences in knowledge remained statistically significant after adjusting for socioeconomic confounders. Misinformation about sterilization and limited awareness of contraceptive alternatives among AA women may contribute to racial disparities in tubal sterilization rates.","Adolescent; Adult; African Americans; Attitude to Health; Cross-Sectional Studies; Decision Making; European Continental Ancestry Group; Female; Health Knowledge, Attitudes, Practice; Humans; Middle Aged; Registries; Socioeconomic Factors; Sterilization, Tubal; Surveys and Questionnaires; Young Adult",To assess racial differences in attitudes and knowledge about sterilization,PA,2002,2008,Cross-sectional,Magee-Womens Hospital Research Registry for Women and Infants Health,White,130,African American,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20356585,10.1016/j.fertnstert.2010.02.021,Fertil Steril,Fertility and sterility,2011,01,10,Will decreasing assisted reproduction technology costs improve utilization and outcomes among minority women?,"To evaluate assisted reproduction technology (ART) usage and outcomes in minority women seeking care at enhanced access, military ART programs. Retrospective cohort. Federal ART programs. Two thousand fifty women undergoing first cycle, fresh, nondonor ART from 2000 to 2005. None. Rate of ART use, clinical pregnancy rate, live birth rate. African American women had an almost fourfold increased use of ART and Hispanic women had decreased use. Clinical pregnancy rates were significantly lower for African American women compared with white women (46.1% vs. 52.6%, relative risk [RR] 0.88; 95% confidence interval [CI], 0.78-0.99) as were live birth rates (33.7%. vs. 45.7%, RR 0.74; 95% CI, 0.63-0.91). Economics appear to influence ART use by African American women but not Hispanic women. Despite increased use by African American women, outcomes in this group were worse when compared with Caucasian women. Improving access through decreased cost may increase use by some but not all minority groups. Improved access may not translate into improved outcomes in some ethnic groups.","Adult; African Americans; Cohort Studies; Cost of Illness; Cost-Benefit Analysis; Female; Healthcare Disparities; Hispanic Americans; Humans; Infertility; Minority Groups; Pregnancy; Reproductive Techniques, Assisted; Retrospective Studies; Treatment Outcome","To evaluate ART utilization and outcomes in minority women seeking care at enhanced access, military ART programs",NA,2000,2005,Retrospective cohort,"walter reed army medical center, wilford hall medical center, tripler army medical center, 2005 defense manpower data center report",White,1280,African American,353,Hispanic,81,Asian,110,American Indian,8,Pacific Islander,12,Multiracial,85,Other,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
