act,scene,character,dialogue,line_number
Act I,Scene I,Bernardo,What we have two nights seen.,41
Act I,Scene I,Horatio,"Well, sit we down,",42
Act I,Scene I,Horatio,And let us hear Bernardo speak of this.,43
Act I,Scene I,Bernardo,"Last night of all,",44
Act I,Scene I,Bernardo,When yond same star that's westward from the pole,45
Act I,Scene I,Bernardo,Had made his course to illume that part of heaven,46
Act I,Scene I,Bernardo,"Where now it burns, Marcellus and myself,",47
Act I,Scene I,Bernardo,"The bell then beating one,--",48
Act I,Scene I,[stage direction],Enter Ghost,NA
Act I,Scene I,Marcellus,"Peace, break thee off; look, where it comes again!",49
Act I,Scene I,Bernardo,"In the same figure, like the king that's dead.",50
Act I,Scene I,Marcellus,"Thou art a scholar; speak to it, Horatio.",51
Act I,Scene I,Bernardo,"Looks it not like the king?  mark it, Horatio.",52
Act I,Scene I,Horatio,Most like: it harrows me with fear and wonder.,53
Act I,Scene I,Bernardo,It would be spoke to.,54
Act I,Scene I,Marcellus,"Question it, Horatio.",55
Act I,Scene I,Horatio,"What art thou that usurp'st this time of night,",56
Act I,Scene I,Horatio,Together with that fair and warlike form,57
Act I,Scene I,Horatio,In which the majesty of buried Denmark,58
Act I,Scene I,Horatio,"Did sometimes march? by heaven I charge thee, speak!",59
Act I,Scene I,Marcellus,It is offended.,60
Act I,Scene I,Bernardo,"See, it stalks away!",61
Act I,Scene I,Horatio,"Stay! speak, speak! I charge thee, speak!",62
Act I,Scene I,[stage direction],Exit Ghost,NA
Act I,Scene I,Marcellus,"'Tis gone, and will not answer.",63
Act I,Scene I,Bernardo,"How now, Horatio! you tremble and look pale:",64
Act I,Scene I,Bernardo,Is not this something more than fantasy?,65
Act I,Scene I,Bernardo,What think you on't?,66
Act I,Scene I,Horatio,"Before my God, I might not this believe",67
Act I,Scene I,Horatio,Without the sensible and true avouch,68
Act I,Scene I,Horatio,Of mine own eyes.,69
Act I,Scene I,Marcellus,Is it not like the king?,70
Act I,Scene I,Horatio,As thou art to thyself:,71
Act I,Scene I,Horatio,Such was the very armour he had on,72
Act I,Scene I,Horatio,When he the ambitious Norway combated;,73
Act I,Scene I,Horatio,"So frown'd he once, when, in an angry parle,",74
Act I,Scene I,Horatio,He smote the sledded Polacks on the ice.,75
Act I,Scene I,Horatio,'Tis strange.,76
Act I,Scene I,Marcellus,"Thus twice before, and jump at this dead hour,",77
Act I,Scene I,Marcellus,With martial stalk hath he gone by our watch.,78
Act I,Scene I,Horatio,In what particular thought to work I know not;,79
Act I,Scene I,Horatio,"But in the gross and scope of my opinion,",80
Act I,Scene I,Horatio,This bodes some strange eruption to our state.,81
Act I,Scene I,Marcellus,"Good now, sit down, and tell me, he that knows,",82
Act I,Scene I,Marcellus,Why this same strict and most observant watch,83
Act I,Scene I,Marcellus,"So nightly toils the subject of the land,",84
Act I,Scene I,Marcellus,"And why such daily cast of brazen cannon,",85
Act I,Scene I,Marcellus,And foreign mart for implements of war;,86
Act I,Scene I,Marcellus,"Why such impress of shipwrights, whose sore task",87
Act I,Scene I,Marcellus,Does not divide the Sunday from the week;,88
Act I,Scene I,Marcellus,"What might be toward, that this sweaty haste",89
Act I,Scene I,Marcellus,Doth make the night joint-labourer with the day:,90
Act I,Scene I,Marcellus,Who is't that can inform me?,91
Act I,Scene I,Horatio,That can I;,92
Act I,Scene I,Horatio,"At least, the whisper goes so. Our last king,",93
Act I,Scene I,Horatio,"Whose image even but now appear'd to us,",94
Act I,Scene I,Horatio,"Was, as you know, by Fortinbras of Norway,",95
Act I,Scene I,Horatio,"Thereto prick'd on by a most emulate pride,",96
Act I,Scene I,Horatio,Dared to the combat; in which our valiant Hamlet--,97
Act I,Scene I,Horatio,For so this side of our known world esteem'd him--,98
Act I,Scene I,Horatio,"Did slay this Fortinbras; who by a seal'd compact,",99
Act I,Scene I,Horatio,"Well ratified by law and heraldry,",100
Act I,Scene I,Horatio,"Did forfeit, with his life, all those his lands",101
Act I,Scene I,Horatio,"Which he stood seized of, to the conqueror:",102
Act I,Scene I,Horatio,"Against the which, a moiety competent",103
Act I,Scene I,Horatio,Was gaged by our king; which had return'd,104
Act I,Scene I,Horatio,"To the inheritance of Fortinbras,",105
Act I,Scene I,Horatio,"Had he been vanquisher; as, by the same covenant,",106
Act I,Scene I,Horatio,"And carriage of the article design'd,",107
Act I,Scene I,Horatio,"His fell to Hamlet. Now, sir, young Fortinbras,",108
Act I,Scene I,Horatio,"Of unimproved mettle hot and full,",109
Act I,Scene I,Horatio,Hath in the skirts of Norway here and there,110
Act I,Scene I,Horatio,"Shark'd up a list of lawless resolutes,",111
Act I,Scene I,Horatio,"For food and diet, to some enterprise",112
Act I,Scene I,Horatio,That hath a stomach in't; which is no other--,113
Act I,Scene I,Horatio,As it doth well appear unto our state--,114
Act I,Scene I,Horatio,"But to recover of us, by strong hand",115
Act I,Scene I,Horatio,"And terms compulsatory, those foresaid lands",116
Act I,Scene I,Horatio,"So by his father lost: and this, I take it,",117
Act I,Scene I,Horatio,"Is the main motive of our preparations,",118
Act I,Scene I,Horatio,The source of this our watch and the chief head,119
Act I,Scene I,Horatio,Of this post-haste and romage in the land.,120
Act I,Scene I,Bernardo,I think it be no other but e'en so:,121
Act I,Scene I,Bernardo,Well may it sort that this portentous figure,122
Act I,Scene I,Bernardo,Comes armed through our watch; so like the king,123
Act I,Scene I,Bernardo,That was and is the question of these wars.,124
Act I,Scene I,Horatio,A mote it is to trouble the mind's eye.,125
Act I,Scene I,Horatio,"In the most high and palmy state of Rome,",126
Act I,Scene I,Horatio,"A little ere the mightiest Julius fell,",127
Act I,Scene I,Horatio,The graves stood tenantless and the sheeted dead,128
Act I,Scene I,Horatio,Did squeak and gibber in the Roman streets:,129
Act I,Scene I,Horatio,"As stars with trains of fire and dews of blood,",130
Act I,Scene I,Horatio,Disasters in the sun; and the moist star,131
Act I,Scene I,Horatio,Upon whose influence Neptune's empire stands,132
Act I,Scene I,Horatio,Was sick almost to doomsday with eclipse:,133
Act I,Scene I,Horatio,"And even the like precurse of fierce events,",134
Act I,Scene I,Horatio,As harbingers preceding still the fates,135
Act I,Scene I,Horatio,"And prologue to the omen coming on,",136
Act I,Scene I,Horatio,Have heaven and earth together demonstrated,137
Act I,Scene I,Horatio,Unto our climatures and countrymen.--,138
Act I,Scene I,Horatio,"But soft, behold! lo, where it comes again!",139
Act I,Scene I,[stage direction],Re-enter Ghost,NA
Act I,Scene I,Horatio,"I'll cross it, though it blast me. Stay, illusion!",140
Act I,Scene I,Horatio,"If thou hast any sound, or use of voice,",141
Act I,Scene I,Horatio,Speak to me:,142
Act I,Scene I,Horatio,"If there be any good thing to be done,",143
Act I,Scene I,Horatio,"That may to thee do ease and grace to me,",144
Act I,Scene I,Horatio,Speak to me:,145
Act I,Scene I,[stage direction],Cock crows,NA
Act I,Scene I,Horatio,"If thou art privy to thy country's fate,",146
Act I,Scene I,Horatio,"Which, happily, foreknowing may avoid, O, speak!",147
Act I,Scene I,Horatio,Or if thou hast uphoarded in thy life,148
Act I,Scene I,Horatio,"Extorted treasure in the womb of earth,",149
Act I,Scene I,Horatio,"For which, they say, you spirits oft walk in death,",150
Act I,Scene I,Horatio,"Speak of it: stay, and speak! Stop it, Marcellus.",151
Act I,Scene I,Marcellus,Shall I strike at it with my partisan?,152
Act I,Scene I,Horatio,"Do, if it will not stand.",153
Act I,Scene I,Bernardo,'Tis here!,154
Act I,Scene I,Horatio,'Tis here!,155
Act I,Scene I,Marcellus,'Tis gone!,156
Act I,Scene I,[stage direction],Exit Ghost,NA
Act I,Scene I,Marcellus,"We do it wrong, being so majestical,",157
Act I,Scene I,Marcellus,To offer it the show of violence;,158
Act I,Scene I,Marcellus,"For it is, as the air, invulnerable,",159
Act I,Scene I,Marcellus,And our vain blows malicious mockery.,160
Act I,Scene I,Bernardo,"It was about to speak, when the cock crew.",161
Act I,Scene I,Horatio,And then it started like a guilty thing,162
Act I,Scene I,Horatio,"Upon a fearful summons. I have heard,",163
Act I,Scene I,Horatio,"The cock, that is the trumpet to the morn,",164
Act I,Scene I,Horatio,Doth with his lofty and shrill-sounding throat,165
Act I,Scene I,Horatio,"Awake the god of day; and, at his warning,",166
Act I,Scene I,Horatio,"Whether in sea or fire, in earth or air,",167
Act I,Scene I,Horatio,The extravagant and erring spirit hies,168
Act I,Scene I,Horatio,To his confine: and of the truth herein,169
Act I,Scene I,Horatio,This present object made probation.,170
Act I,Scene I,Marcellus,It faded on the crowing of the cock.,171
Act I,Scene I,Marcellus,Some say that ever 'gainst that season comes,172
Act I,Scene I,Marcellus,"Wherein our Saviour's birth is celebrated,",173
Act I,Scene I,Marcellus,The bird of dawning singeth all night long:,174
Act I,Scene I,Marcellus,"And then, they say, no spirit dares stir abroad;",175
Act I,Scene I,Marcellus,"The nights are wholesome; then no planets strike,",176
Act I,Scene I,Marcellus,"No fairy takes, nor witch hath power to charm,",177
Act I,Scene I,Marcellus,So hallow'd and so gracious is the time.,178
Act I,Scene I,Horatio,So have I heard and do in part believe it.,179
Act I,Scene I,Horatio,"But, look, the morn, in russet mantle clad,",180
Act I,Scene I,Horatio,Walks o'er the dew of yon high eastward hill:,181
Act I,Scene I,Horatio,"Break we our watch up; and by my advice,",182
Act I,Scene I,Horatio,Let us impart what we have seen to-night,183
Act I,Scene I,Horatio,"Unto young Hamlet; for, upon my life,",184
Act I,Scene I,Horatio,"This spirit, dumb to us, will speak to him.",185
Act I,Scene I,Horatio,"Do you consent we shall acquaint him with it,",186
Act I,Scene I,Horatio,"As needful in our loves, fitting our duty?",187
Act I,Scene I,Marcellus,"Let's do't, I pray; and I this morning know",188
Act I,Scene I,Marcellus,Where we shall find him most conveniently.,189
Act I,Scene I,[stage direction],Exeunt,NA
Act I,Scene II,[stage direction],"Enter KING CLAUDIUS, QUEEN GERTRUDE, HAMLET,  POLONIUS, LAERTES, VOLTIMAND, CORNELIUS, Lords, and Attendants",NA
Act I,Scene II,King Claudius,Though yet of Hamlet our dear brother's death,190
Act I,Scene II,King Claudius,"The memory be green, and that it us befitted",191
Act I,Scene II,King Claudius,To bear our hearts in grief and our whole kingdom,192
Act I,Scene II,King Claudius,"To be contracted in one brow of woe,",193
Act I,Scene II,King Claudius,Yet so far hath discretion fought with nature,194
Act I,Scene II,King Claudius,"That we with wisest sorrow think on him,",195
Act I,Scene II,King Claudius,Together with remembrance of ourselves.,196
Act I,Scene II,King Claudius,"Therefore our sometime sister, now our queen,",197
Act I,Scene II,King Claudius,"The imperial jointress to this warlike state,",198
Act I,Scene II,King Claudius,"Have we, as 'twere with a defeated joy,--",199
Act I,Scene II,King Claudius,"With an auspicious and a dropping eye,",200
Act I,Scene II,King Claudius,"With mirth in funeral and with dirge in marriage,",201
Act I,Scene II,King Claudius,"In equal scale weighing delight and dole,--",202
Act I,Scene II,King Claudius,Taken to wife: nor have we herein barr'd,203
Act I,Scene II,King Claudius,"Your better wisdoms, which have freely gone",204
Act I,Scene II,King Claudius,"With this affair along. For all, our thanks.",205
Act I,Scene II,King Claudius,"Now follows, that you know, young Fortinbras,",206
Act I,Scene II,King Claudius,"Holding a weak supposal of our worth,",207
Act I,Scene II,King Claudius,Or thinking by our late dear brother's death,208
Act I,Scene II,King Claudius,"Our state to be disjoint and out of frame,",209
Act I,Scene II,King Claudius,"Colleagued with the dream of his advantage,",210
Act I,Scene II,King Claudius,"He hath not fail'd to pester us with message,",211
Act I,Scene II,King Claudius,Importing the surrender of those lands,212
Act I,Scene II,King Claudius,"Lost by his father, with all bonds of law,",213
Act I,Scene II,King Claudius,To our most valiant brother. So much for him.,214
Act I,Scene II,King Claudius,Now for ourself and for this time of meeting:,215
Act I,Scene II,King Claudius,Thus much the business is: we have here writ,216
Act I,Scene II,King Claudius,"To Norway, uncle of young Fortinbras,--",217
Act I,Scene II,King Claudius,"Who, impotent and bed-rid, scarcely hears",218
Act I,Scene II,King Claudius,"Of this his nephew's purpose,--to suppress",219
Act I,Scene II,King Claudius,"His further gait herein; in that the levies,",220
Act I,Scene II,King Claudius,"The lists and full proportions, are all made",221
Act I,Scene II,King Claudius,Out of his subject: and we here dispatch,222
Act I,Scene II,King Claudius,"You, good Cornelius, and you, Voltimand,",223
Act I,Scene II,King Claudius,For bearers of this greeting to old Norway;,224
Act I,Scene II,King Claudius,Giving to you no further personal power,225
Act I,Scene II,King Claudius,"To business with the king, more than the scope",226
Act I,Scene II,King Claudius,Of these delated articles allow.,227
Act I,Scene II,King Claudius,"Farewell, and let your haste commend your duty.",228
Act I,Scene II,Voltimand,In that and all things will we show our duty.,229
Act I,Scene II,King Claudius,We doubt it nothing: heartily farewell.,230
Act I,Scene II,[stage direction],Exeunt VOLTIMAND and CORNELIUS,NA
Act I,Scene II,King Claudius,"And now, Laertes, what's the news with you?",231
Act I,Scene II,King Claudius,"You told us of some suit; what is't, Laertes?",232
Act I,Scene II,King Claudius,"You cannot speak of reason to the Dane,",233
Act I,Scene II,King Claudius,"And loose your voice: what wouldst thou beg, Laertes,",234
Act I,Scene II,King Claudius,"That shall not be my offer, not thy asking?",235
Act I,Scene II,King Claudius,"The head is not more native to the heart,",236
Act I,Scene II,King Claudius,"The hand more instrumental to the mouth,",237
Act I,Scene II,King Claudius,Than is the throne of Denmark to thy father.,238
Act I,Scene II,King Claudius,"What wouldst thou have, Laertes?",239
Act I,Scene II,Laertes,"My dread lord,",240
Act I,Scene II,Laertes,Your leave and favour to return to France;,241
Act I,Scene II,Laertes,"From whence though willingly I came to Denmark,",242
Act I,Scene II,Laertes,"To show my duty in your coronation,",243
Act I,Scene II,Laertes,"Yet now, I must confess, that duty done,",244
Act I,Scene II,Laertes,My thoughts and wishes bend again toward France,245
Act I,Scene II,Laertes,And bow them to your gracious leave and pardon.,246
Act I,Scene II,King Claudius,Have you your father's leave? What says Polonius?,247
Act I,Scene II,Lord Polonius,"He hath, my lord, wrung from me my slow leave",248
Act I,Scene II,Lord Polonius,"By laboursome petition, and at last",249
Act I,Scene II,Lord Polonius,Upon his will I seal'd my hard consent:,250
Act I,Scene II,Lord Polonius,"I do beseech you, give him leave to go.",251
Act I,Scene II,King Claudius,"Take thy fair hour, Laertes; time be thine,",252
Act I,Scene II,King Claudius,And thy best graces spend it at thy will!,253
Act I,Scene II,King Claudius,"But now, my cousin Hamlet, and my son,--",254
Act I,Scene II,Hamlet,"[Aside]  A little more than kin, and less than kind.",255
Act I,Scene II,King Claudius,How is it that the clouds still hang on you?,256
Act I,Scene II,Hamlet,"Not so, my lord; I am too much i' the sun.",257
Act I,Scene II,Queen Gertrude,"Good Hamlet, cast thy nighted colour off,",258
Act I,Scene II,Queen Gertrude,And let thine eye look like a friend on Denmark.,259
Act I,Scene II,Queen Gertrude,Do not for ever with thy vailed lids,260
Act I,Scene II,Queen Gertrude,Seek for thy noble father in the dust:,261
Act I,Scene II,Queen Gertrude,"Thou know'st 'tis common; all that lives must die,",262
Act I,Scene II,Queen Gertrude,Passing through nature to eternity.,263
Act I,Scene II,Hamlet,"Ay, madam, it is common.",264
Act I,Scene II,Queen Gertrude,"If it be,",265
Act I,Scene II,Queen Gertrude,Why seems it so particular with thee?,266
Act I,Scene II,Hamlet,"Seems, madam! nay it is; I know not 'seems.'",267
Act I,Scene II,Hamlet,"'Tis not alone my inky cloak, good mother,",268
Act I,Scene II,Hamlet,"Nor customary suits of solemn black,",269
Act I,Scene II,Hamlet,"Nor windy suspiration of forced breath,",270
Act I,Scene II,Hamlet,"No, nor the fruitful river in the eye,",271
Act I,Scene II,Hamlet,"Nor the dejected 'havior of the visage,",272
Act I,Scene II,Hamlet,"Together with all forms, moods, shapes of grief,",273
Act I,Scene II,Hamlet,"That can denote me truly: these indeed seem,",274
Act I,Scene II,Hamlet,For they are actions that a man might play:,275
Act I,Scene II,Hamlet,But I have that within which passeth show;,276
Act I,Scene II,Hamlet,These but the trappings and the suits of woe.,277
Act I,Scene II,King Claudius,"'Tis sweet and commendable in your nature, Hamlet,",278
Act I,Scene II,King Claudius,To give these mourning duties to your father:,279
Act I,Scene II,King Claudius,"But, you must know, your father lost a father;",280
Act I,Scene II,King Claudius,"That father lost, lost his, and the survivor bound",281
Act I,Scene II,King Claudius,In filial obligation for some term,282
Act I,Scene II,King Claudius,To do obsequious sorrow: but to persever,283
Act I,Scene II,King Claudius,In obstinate condolement is a course,284
Act I,Scene II,King Claudius,Of impious stubbornness; 'tis unmanly grief;,285
Act I,Scene II,King Claudius,"It shows a will most incorrect to heaven,",286
Act I,Scene II,King Claudius,"A heart unfortified, a mind impatient,",287
Act I,Scene II,King Claudius,An understanding simple and unschool'd:,288
Act I,Scene II,King Claudius,For what we know must be and is as common,289
Act I,Scene II,King Claudius,"As any the most vulgar thing to sense,",290
Act I,Scene II,King Claudius,Why should we in our peevish opposition,291
Act I,Scene II,King Claudius,"Take it to heart? Fie! 'tis a fault to heaven,",292
Act I,Scene II,King Claudius,"A fault against the dead, a fault to nature,",293
Act I,Scene II,King Claudius,To reason most absurd: whose common theme,294
Act I,Scene II,King Claudius,"Is death of fathers, and who still hath cried,",295
Act I,Scene II,King Claudius,"From the first corse till he that died to-day,",296
Act I,Scene II,King Claudius,"'This must be so.' We pray you, throw to earth",297
Act I,Scene II,King Claudius,"This unprevailing woe, and think of us",298
Act I,Scene II,King Claudius,"As of a father: for let the world take note,",299
Act I,Scene II,King Claudius,You are the most immediate to our throne;,300
Act I,Scene II,King Claudius,And with no less nobility of love,301
Act I,Scene II,King Claudius,"Than that which dearest father bears his son,",302
Act I,Scene II,King Claudius,Do I impart toward you. For your intent,303
Act I,Scene II,King Claudius,"In going back to school in Wittenberg,",304
Act I,Scene II,King Claudius,It is most retrograde to our desire:,305
Act I,Scene II,King Claudius,"And we beseech you, bend you to remain",306
Act I,Scene II,King Claudius,"Here, in the cheer and comfort of our eye,",307
Act I,Scene II,King Claudius,"Our chiefest courtier, cousin, and our son.",308
Act I,Scene II,Queen Gertrude,"Let not thy mother lose her prayers, Hamlet:",309
Act I,Scene II,Queen Gertrude,"I pray thee, stay with us; go not to Wittenberg.",310
Act I,Scene II,Hamlet,"I shall in all my best obey you, madam.",311
Act I,Scene II,King Claudius,"Why, 'tis a loving and a fair reply:",312
Act I,Scene II,King Claudius,"Be as ourself in Denmark. Madam, come;",313
Act I,Scene II,King Claudius,This gentle and unforced accord of Hamlet,314
Act I,Scene II,King Claudius,"Sits smiling to my heart: in grace whereof,",315
Act I,Scene II,King Claudius,"No jocund health that Denmark drinks to-day,",316
Act I,Scene II,King Claudius,"But the great cannon to the clouds shall tell,",317
Act I,Scene II,King Claudius,"And the king's rouse the heavens all bruit again,",318
Act I,Scene II,King Claudius,Re-speaking earthly thunder. Come away.,319
Act I,Scene II,[stage direction],Exeunt all but HAMLET,NA
Act I,Scene II,Hamlet,"O, that this too too solid flesh would melt",320
Act I,Scene II,Hamlet,Thaw and resolve itself into a dew!,321
Act I,Scene II,Hamlet,Or that the Everlasting had not fix'd,322
Act I,Scene II,Hamlet,His canon 'gainst self-slaughter! O God! God!,323
Act I,Scene II,Hamlet,"How weary, stale, flat and unprofitable,",324
Act I,Scene II,Hamlet,Seem to me all the uses of this world!,325
Act I,Scene II,Hamlet,"Fie on't! ah fie! 'tis an unweeded garden,",326
Act I,Scene II,Hamlet,That grows to seed; things rank and gross in nature,327
Act I,Scene II,Hamlet,Possess it merely. That it should come to this!,328
Act I,Scene II,Hamlet,"But two months dead: nay, not so much, not two:",329
Act I,Scene II,Hamlet,"So excellent a king; that was, to this,",330
Act I,Scene II,Hamlet,Hyperion to a satyr; so loving to my mother,331
Act I,Scene II,Hamlet,That he might not beteem the winds of heaven,332
Act I,Scene II,Hamlet,Visit her face too roughly. Heaven and earth!,333
Act I,Scene II,Hamlet,"Must I remember? why, she would hang on him,",334
Act I,Scene II,Hamlet,As if increase of appetite had grown,335
Act I,Scene II,Hamlet,"By what it fed on: and yet, within a month--",336
Act I,Scene II,Hamlet,"Let me not think on't--Frailty, thy name is woman!--",337
Act I,Scene II,Hamlet,"A little month, or ere those shoes were old",338
Act I,Scene II,Hamlet,"With which she follow'd my poor father's body,",339
Act I,Scene II,Hamlet,"Like Niobe, all tears:--why she, even she--",340
Act I,Scene II,Hamlet,"O, God! a beast, that wants discourse of reason,",341
Act I,Scene II,Hamlet,"Would have mourn'd longer--married with my uncle,",342
Act I,Scene II,Hamlet,"My father's brother, but no more like my father",343
Act I,Scene II,Hamlet,Than I to Hercules: within a month:,344
Act I,Scene II,Hamlet,Ere yet the salt of most unrighteous tears,345
Act I,Scene II,Hamlet,"Had left the flushing in her galled eyes,",346
Act I,Scene II,Hamlet,"She married. O, most wicked speed, to post",347
Act I,Scene II,Hamlet,With such dexterity to incestuous sheets!,348
Act I,Scene II,Hamlet,It is not nor it cannot come to good:,349
Act I,Scene II,Hamlet,"But break, my heart; for I must hold my tongue.",350
Act I,Scene II,[stage direction],"Enter HORATIO, MARCELLUS, and BERNARDO",NA
Act I,Scene II,Horatio,Hail to your lordship!,351
Act I,Scene II,Hamlet,I am glad to see you well:,352
Act I,Scene II,Hamlet,"Horatio,--or I do forget myself.",353
Act I,Scene II,Horatio,"The same, my lord, and your poor servant ever.",354
Act I,Scene II,Hamlet,"Sir, my good friend; I'll change that name with you:",355
Act I,Scene II,Hamlet,"And what make you from Wittenberg, Horatio? Marcellus?",356
Act I,Scene II,Marcellus,My good lord--,357
Act I,Scene II,Hamlet,"I am very glad to see you. Good even, sir.",358
Act I,Scene II,Hamlet,"But what, in faith, make you from Wittenberg?",359
Act I,Scene II,Horatio,"A truant disposition, good my lord.",360
Act I,Scene II,Hamlet,"I would not hear your enemy say so,",361
Act I,Scene II,Hamlet,"Nor shall you do mine ear that violence,",362
Act I,Scene II,Hamlet,To make it truster of your own report,363
Act I,Scene II,Hamlet,Against yourself: I know you are no truant.,364
Act I,Scene II,Hamlet,But what is your affair in Elsinore?,365
Act I,Scene II,Hamlet,We'll teach you to drink deep ere you depart.,366
Act I,Scene II,Horatio,"My lord, I came to see your father's funeral.",367
Act I,Scene II,Hamlet,"I pray thee, do not mock me, fellow-student;",368
Act I,Scene II,Hamlet,I think it was to see my mother's wedding.,369
Act I,Scene II,Horatio,"Indeed, my lord, it follow'd hard upon.",370
Act I,Scene II,Hamlet,"Thrift, thrift, Horatio! the funeral baked meats",371
Act I,Scene II,Hamlet,Did coldly furnish forth the marriage tables.,372
Act I,Scene II,Hamlet,Would I had met my dearest foe in heaven,373
Act I,Scene II,Hamlet,"Or ever I had seen that day, Horatio!",374
Act I,Scene II,Hamlet,My father!--methinks I see my father.,375
Act I,Scene II,Horatio,"Where, my lord?",376
Act I,Scene II,Hamlet,"In my mind's eye, Horatio.",377
Act I,Scene II,Horatio,I saw him once; he was a goodly king.,378
Act I,Scene II,Hamlet,"He was a man, take him for all in all,",379
Act I,Scene II,Hamlet,I shall not look upon his like again.,380
Act I,Scene II,Horatio,"My lord, I think I saw him yesternight.",381
Act I,Scene II,Hamlet,Saw? who?,382
Act I,Scene II,Horatio,"My lord, the king your father.",383
Act I,Scene II,Hamlet,The king my father!,384
Act I,Scene II,Horatio,Season your admiration for awhile,385
Act I,Scene II,Horatio,"With an attent ear, till I may deliver,",386
Act I,Scene II,Horatio,"Upon the witness of these gentlemen,",387
Act I,Scene II,Horatio,This marvel to you.,388
Act I,Scene II,Hamlet,"For God's love, let me hear.",389
Act I,Scene II,Horatio,"Two nights together had these gentlemen,",390
Act I,Scene II,Horatio,"Marcellus and Bernardo, on their watch,",391
Act I,Scene II,Horatio,"In the dead vast and middle of the night,",392
Act I,Scene II,Horatio,"Been thus encounter'd. A figure like your father,",393
Act I,Scene II,Horatio,"Armed at point exactly, cap-a-pe,",394
Act I,Scene II,Horatio,"Appears before them, and with solemn march",395
Act I,Scene II,Horatio,Goes slow and stately by them: thrice he walk'd,396
Act I,Scene II,Horatio,"By their oppress'd and fear-surprised eyes,",397
Act I,Scene II,Horatio,"Within his truncheon's length; whilst they, distilled",398
Act I,Scene II,Horatio,"Almost to jelly with the act of fear,",399
Act I,Scene II,Horatio,Stand dumb and speak not to him. This to me,400
Act I,Scene II,Horatio,In dreadful secrecy impart they did;,401
Act I,Scene II,Horatio,And I with them the third night kept the watch;,402
Act I,Scene II,Horatio,"Where, as they had deliver'd, both in time,",403
Act I,Scene II,Horatio,"Form of the thing, each word made true and good,",404
Act I,Scene II,Horatio,The apparition comes: I knew your father;,405
Act I,Scene II,Horatio,These hands are not more like.,406
Act I,Scene II,Hamlet,But where was this?,407
Act I,Scene II,Marcellus,"My lord, upon the platform where we watch'd.",408
Act I,Scene II,Hamlet,Did you not speak to it?,409
Act I,Scene II,Horatio,"My lord, I did;",410
Act I,Scene II,Horatio,But answer made it none: yet once methought,411
Act I,Scene II,Horatio,It lifted up its head and did address,412
Act I,Scene II,Horatio,"Itself to motion, like as it would speak;",413
Act I,Scene II,Horatio,"But even then the morning cock crew loud,",414
Act I,Scene II,Horatio,"And at the sound it shrunk in haste away,",415
Act I,Scene II,Horatio,And vanish'd from our sight.,416
Act I,Scene II,Hamlet,'Tis very strange.,417
Act I,Scene II,Horatio,"As I do live, my honour'd lord, 'tis true;",418
Act I,Scene II,Horatio,And we did think it writ down in our duty,419
