act,scene,character,dialogue,line_number
Act III,Scene I,Prince,"Else, when he's found, that hour is his last.",1625
Act III,Scene I,Prince,Bear hence this body and attend our will:,1626
Act III,Scene I,Prince,"Mercy but murders, pardoning those that kill.",1627
Act III,Scene I,[stage direction],Exeunt,NA
Act III,Scene II,[stage direction],Enter JULIET,NA
Act III,Scene II,Juliet,"Gallop apace, you fiery-footed steeds,",1628
Act III,Scene II,Juliet,Towards Phoebus' lodging: such a wagoner,1629
Act III,Scene II,Juliet,"As Phaethon would whip you to the west,",1630
Act III,Scene II,Juliet,And bring in cloudy night immediately.,1631
Act III,Scene II,Juliet,"Spread thy close curtain, love-performing night,",1632
Act III,Scene II,Juliet,That runaway's eyes may wink and Romeo,1633
Act III,Scene II,Juliet,"Leap to these arms, untalk'd of and unseen.",1634
Act III,Scene II,Juliet,Lovers can see to do their amorous rites,1635
Act III,Scene II,Juliet,"By their own beauties; or, if love be blind,",1636
Act III,Scene II,Juliet,"It best agrees with night. Come, civil night,",1637
Act III,Scene II,Juliet,"Thou sober-suited matron, all in black,",1638
Act III,Scene II,Juliet,"And learn me how to lose a winning match,",1639
Act III,Scene II,Juliet,Play'd for a pair of stainless maidenhoods:,1640
Act III,Scene II,Juliet,"Hood my unmann'd blood, bating in my cheeks,",1641
Act III,Scene II,Juliet,"With thy black mantle; till strange love, grown bold,",1642
Act III,Scene II,Juliet,Think true love acted simple modesty.,1643
Act III,Scene II,Juliet,"Come, night; come, Romeo; come, thou day in night;",1644
Act III,Scene II,Juliet,For thou wilt lie upon the wings of night,1645
Act III,Scene II,Juliet,Whiter than new snow on a raven's back.,1646
Act III,Scene II,Juliet,"Come, gentle night, come, loving, black-brow'd night,",1647
Act III,Scene II,Juliet,"Give me my Romeo; and, when he shall die,",1648
Act III,Scene II,Juliet,"Take him and cut him out in little stars,",1649
Act III,Scene II,Juliet,And he will make the face of heaven so fine,1650
Act III,Scene II,Juliet,That all the world will be in love with night,1651
Act III,Scene II,Juliet,And pay no worship to the garish sun.,1652
Act III,Scene II,Juliet,"O, I have bought the mansion of a love,",1653
Act III,Scene II,Juliet,"But not possess'd it, and, though I am sold,",1654
Act III,Scene II,Juliet,Not yet enjoy'd: so tedious is this day,1655
Act III,Scene II,Juliet,As is the night before some festival,1656
Act III,Scene II,Juliet,To an impatient child that hath new robes,1657
Act III,Scene II,Juliet,"And may not wear them. O, here comes my nurse,",1658
Act III,Scene II,Juliet,And she brings news; and every tongue that speaks,1659
Act III,Scene II,Juliet,But Romeo's name speaks heavenly eloquence.,1660
Act III,Scene II,[stage direction],"Enter Nurse, with cords",NA
Act III,Scene II,Juliet,"Now, nurse, what news? What hast thou there? the cords",1661
Act III,Scene II,Juliet,That Romeo bid thee fetch?,1662
Act III,Scene II,Nurse,"Ay, ay, the cords.",1663
Act III,Scene II,[stage direction],Throws them down,NA
Act III,Scene II,Juliet,Ay me! what news? why dost thou wring thy hands?,1664
Act III,Scene II,Nurse,"Ah, well-a-day! he's dead, he's dead, he's dead!",1665
Act III,Scene II,Nurse,"We are undone, lady, we are undone!",1666
Act III,Scene II,Nurse,"Alack the day! he's gone, he's kill'd, he's dead!",1667
Act III,Scene II,Juliet,Can heaven be so envious?,1668
Act III,Scene II,Nurse,"Romeo can,",1669
Act III,Scene II,Nurse,"Though heaven cannot: O Romeo, Romeo!",1670
Act III,Scene II,Nurse,Who ever would have thought it? Romeo!,1671
Act III,Scene II,Juliet,"What devil art thou, that dost torment me thus?",1672
Act III,Scene II,Juliet,This torture should be roar'd in dismal hell.,1673
Act III,Scene II,Juliet,"Hath Romeo slain himself? say thou but 'I,'",1674
Act III,Scene II,Juliet,And that bare vowel 'I' shall poison more,1675
Act III,Scene II,Juliet,Than the death-darting eye of cockatrice:,1676
Act III,Scene II,Juliet,"I am not I, if there be such an I;",1677
Act III,Scene II,Juliet,"Or those eyes shut, that make thee answer 'I.'",1678
Act III,Scene II,Juliet,"If he be slain, say 'I'; or if not, no:",1679
Act III,Scene II,Juliet,Brief sounds determine of my weal or woe.,1680
Act III,Scene II,Nurse,"I saw the wound, I saw it with mine eyes,--",1681
Act III,Scene II,Nurse,God save the mark!--here on his manly breast:,1682
Act III,Scene II,Nurse,"A piteous corse, a bloody piteous corse;",1683
Act III,Scene II,Nurse,"Pale, pale as ashes, all bedaub'd in blood,",1684
Act III,Scene II,Nurse,All in gore-blood; I swounded at the sight.,1685
Act III,Scene II,Juliet,"O, break, my heart! poor bankrupt, break at once!",1686
Act III,Scene II,Juliet,"To prison, eyes, ne'er look on liberty!",1687
Act III,Scene II,Juliet,"Vile earth, to earth resign; end motion here;",1688
Act III,Scene II,Juliet,And thou and Romeo press one heavy bier!,1689
Act III,Scene II,Nurse,"O Tybalt, Tybalt, the best friend I had!",1690
Act III,Scene II,Nurse,O courteous Tybalt! honest gentleman!,1691
Act III,Scene II,Nurse,That ever I should live to see thee dead!,1692
Act III,Scene II,Juliet,What storm is this that blows so contrary?,1693
Act III,Scene II,Juliet,"Is Romeo slaughter'd, and is Tybalt dead?",1694
Act III,Scene II,Juliet,"My dear-loved cousin, and my dearer lord?",1695
Act III,Scene II,Juliet,"Then, dreadful trumpet, sound the general doom!",1696
Act III,Scene II,Juliet,"For who is living, if those two are gone?",1697
Act III,Scene II,Nurse,"Tybalt is gone, and Romeo banished;",1698
Act III,Scene II,Nurse,"Romeo that kill'd him, he is banished.",1699
Act III,Scene II,Juliet,O God! did Romeo's hand shed Tybalt's blood?,1700
Act III,Scene II,Nurse,"It did, it did; alas the day, it did!",1701
Act III,Scene II,Juliet,"O serpent heart, hid with a flowering face!",1702
Act III,Scene II,Juliet,Did ever dragon keep so fair a cave?,1703
Act III,Scene II,Juliet,Beautiful tyrant! fiend angelical!,1704
Act III,Scene II,Juliet,Dove-feather'd raven! wolvish-ravening lamb!,1705
Act III,Scene II,Juliet,Despised substance of divinest show!,1706
Act III,Scene II,Juliet,"Just opposite to what thou justly seem'st,",1707
Act III,Scene II,Juliet,"A damned saint, an honourable villain!",1708
Act III,Scene II,Juliet,"O nature, what hadst thou to do in hell,",1709
Act III,Scene II,Juliet,When thou didst bower the spirit of a fiend,1710
Act III,Scene II,Juliet,In moral paradise of such sweet flesh?,1711
Act III,Scene II,Juliet,Was ever book containing such vile matter,1712
Act III,Scene II,Juliet,So fairly bound? O that deceit should dwell,1713
Act III,Scene II,Juliet,In such a gorgeous palace!,1714
Act III,Scene II,Nurse,"There's no trust,",1715
Act III,Scene II,Nurse,"No faith, no honesty in men; all perjured,",1716
Act III,Scene II,Nurse,"All forsworn, all naught, all dissemblers.",1717
Act III,Scene II,Nurse,"Ah, where's my man? give me some aqua vitae:",1718
Act III,Scene II,Nurse,"These griefs, these woes, these sorrows make me old.",1719
Act III,Scene II,Nurse,Shame come to Romeo!,1720
Act III,Scene II,Juliet,Blister'd be thy tongue,1721
Act III,Scene II,Juliet,For such a wish! he was not born to shame:,1722
Act III,Scene II,Juliet,Upon his brow shame is ashamed to sit;,1723
Act III,Scene II,Juliet,For 'tis a throne where honour may be crown'd,1724
Act III,Scene II,Juliet,Sole monarch of the universal earth.,1725
Act III,Scene II,Juliet,"O, what a beast was I to chide at him!",1726
Act III,Scene II,Nurse,Will you speak well of him that kill'd your cousin?,1727
Act III,Scene II,Juliet,Shall I speak ill of him that is my husband?,1728
Act III,Scene II,Juliet,"Ah, poor my lord, what tongue shall smooth thy name,",1729
Act III,Scene II,Juliet,"When I, thy three-hours wife, have mangled it?",1730
Act III,Scene II,Juliet,"But, wherefore, villain, didst thou kill my cousin?",1731
Act III,Scene II,Juliet,That villain cousin would have kill'd my husband:,1732
Act III,Scene II,Juliet,"Back, foolish tears, back to your native spring;",1733
Act III,Scene II,Juliet,"Your tributary drops belong to woe,",1734
Act III,Scene II,Juliet,"Which you, mistaking, offer up to joy.",1735
Act III,Scene II,Juliet,"My husband lives, that Tybalt would have slain;",1736
Act III,Scene II,Juliet,"And Tybalt's dead, that would have slain my husband:",1737
Act III,Scene II,Juliet,All this is comfort; wherefore weep I then?,1738
Act III,Scene II,Juliet,"Some word there was, worser than Tybalt's death,",1739
Act III,Scene II,Juliet,That murder'd me: I would forget it fain;,1740
Act III,Scene II,Juliet,"But, O, it presses to my memory,",1741
Act III,Scene II,Juliet,Like damned guilty deeds to sinners' minds:,1742
Act III,Scene II,Juliet,"'Tybalt is dead, and Romeo--banished;'",1743
Act III,Scene II,Juliet,"That 'banished,' that one word 'banished,'",1744
Act III,Scene II,Juliet,Hath slain ten thousand Tybalts. Tybalt's death,1745
Act III,Scene II,Juliet,"Was woe enough, if it had ended there:",1746
Act III,Scene II,Juliet,"Or, if sour woe delights in fellowship",1747
Act III,Scene II,Juliet,"And needly will be rank'd with other griefs,",1748
Act III,Scene II,Juliet,"Why follow'd not, when she said 'Tybalt's dead,'",1749
Act III,Scene II,Juliet,"Thy father, or thy mother, nay, or both,",1750
Act III,Scene II,Juliet,Which modern lamentations might have moved?,1751
Act III,Scene II,Juliet,"But with a rear-ward following Tybalt's death,",1752
Act III,Scene II,Juliet,"'Romeo is banished,' to speak that word,",1753
Act III,Scene II,Juliet,"Is father, mother, Tybalt, Romeo, Juliet,",1754
Act III,Scene II,Juliet,"All slain, all dead. 'Romeo is banished!'",1755
Act III,Scene II,Juliet,"There is no end, no limit, measure, bound,",1756
Act III,Scene II,Juliet,In that word's death; no words can that woe sound.,1757
Act III,Scene II,Juliet,"Where is my father, and my mother, nurse?",1758
Act III,Scene II,Nurse,Weeping and wailing over Tybalt's corse:,1759
Act III,Scene II,Nurse,Will you go to them? I will bring you thither.,1760
Act III,Scene II,Juliet,"Wash they his wounds with tears: mine shall be spent,",1761
Act III,Scene II,Juliet,"When theirs are dry, for Romeo's banishment.",1762
Act III,Scene II,Juliet,"Take up those cords: poor ropes, you are beguiled,",1763
Act III,Scene II,Juliet,Both you and I; for Romeo is exiled:,1764
Act III,Scene II,Juliet,He made you for a highway to my bed;,1765
Act III,Scene II,Juliet,"But I, a maid, die maiden-widowed.",1766
Act III,Scene II,Juliet,"Come, cords, come, nurse; I'll to my wedding-bed;",1767
Act III,Scene II,Juliet,"And death, not Romeo, take my maidenhead!",1768
Act III,Scene II,Nurse,Hie to your chamber: I'll find Romeo,1769
Act III,Scene II,Nurse,To comfort you: I wot well where he is.,1770
Act III,Scene II,Nurse,"Hark ye, your Romeo will be here at night:",1771
Act III,Scene II,Nurse,I'll to him; he is hid at Laurence' cell.,1772
Act III,Scene II,Juliet,"O, find him! give this ring to my true knight,",1773
Act III,Scene II,Juliet,And bid him come to take his last farewell.,1774
Act III,Scene II,[stage direction],Exeunt,NA
Act III,Scene III,[stage direction],Enter FRIAR LAURENCE,NA
Act III,Scene III,Friar Laurence,"Romeo, come forth; come forth, thou fearful man:",1775
Act III,Scene III,Friar Laurence,"Affliction is enamour'd of thy parts,",1776
Act III,Scene III,Friar Laurence,And thou art wedded to calamity.,1777
Act III,Scene III,[stage direction],Enter ROMEO,NA
Act III,Scene III,Romeo,"Father, what news? what is the prince's doom?",1778
Act III,Scene III,Romeo,"What sorrow craves acquaintance at my hand,",1779
Act III,Scene III,Romeo,That I yet know not?,1780
Act III,Scene III,Friar Laurence,Too familiar,1781
Act III,Scene III,Friar Laurence,Is my dear son with such sour company:,1782
Act III,Scene III,Friar Laurence,I bring thee tidings of the prince's doom.,1783
Act III,Scene III,Romeo,What less than dooms-day is the prince's doom?,1784
Act III,Scene III,Friar Laurence,"A gentler judgment vanish'd from his lips,",1785
Act III,Scene III,Friar Laurence,"Not body's death, but body's banishment.",1786
Act III,Scene III,Romeo,"Ha, banishment! be merciful, say 'death;'",1787
Act III,Scene III,Romeo,"For exile hath more terror in his look,",1788
Act III,Scene III,Romeo,Much more than death: do not say 'banishment.',1789
Act III,Scene III,Friar Laurence,Hence from Verona art thou banished:,1790
Act III,Scene III,Friar Laurence,"Be patient, for the world is broad and wide.",1791
Act III,Scene III,Romeo,"There is no world without Verona walls,",1792
Act III,Scene III,Romeo,"But purgatory, torture, hell itself.",1793
Act III,Scene III,Romeo,"Hence-banished is banish'd from the world,",1794
Act III,Scene III,Romeo,"And world's exile is death: then banished,",1795
Act III,Scene III,Romeo,"Is death mis-term'd: calling death banishment,",1796
Act III,Scene III,Romeo,"Thou cutt'st my head off with a golden axe,",1797
Act III,Scene III,Romeo,And smilest upon the stroke that murders me.,1798
Act III,Scene III,Friar Laurence,O deadly sin! O rude unthankfulness!,1799
Act III,Scene III,Friar Laurence,"Thy fault our law calls death; but the kind prince,",1800
Act III,Scene III,Friar Laurence,"Taking thy part, hath rush'd aside the law,",1801
Act III,Scene III,Friar Laurence,And turn'd that black word death to banishment:,1802
Act III,Scene III,Friar Laurence,"This is dear mercy, and thou seest it not.",1803
Act III,Scene III,Romeo,"'Tis torture, and not mercy: heaven is here,",1804
Act III,Scene III,Romeo,Where Juliet lives; and every cat and dog,1805
Act III,Scene III,Romeo,"And little mouse, every unworthy thing,",1806
Act III,Scene III,Romeo,Live here in heaven and may look on her;,1807
Act III,Scene III,Romeo,"But Romeo may not: more validity,",1808
Act III,Scene III,Romeo,"More honourable state, more courtship lives",1809
Act III,Scene III,Romeo,In carrion-flies than Romeo: they my seize,1810
Act III,Scene III,Romeo,On the white wonder of dear Juliet's hand,1811
Act III,Scene III,Romeo,"And steal immortal blessing from her lips,",1812
Act III,Scene III,Romeo,"Who even in pure and vestal modesty,",1813
Act III,Scene III,Romeo,"Still blush, as thinking their own kisses sin;",1814
Act III,Scene III,Romeo,But Romeo may not; he is banished:,1815
Act III,Scene III,Romeo,"Flies may do this, but I from this must fly:",1816
Act III,Scene III,Romeo,"They are free men, but I am banished.",1817
Act III,Scene III,Romeo,And say'st thou yet that exile is not death?,1818
Act III,Scene III,Romeo,"Hadst thou no poison mix'd, no sharp-ground knife,",1819
Act III,Scene III,Romeo,"No sudden mean of death, though ne'er so mean,",1820
Act III,Scene III,Romeo,But 'banished' to kill me?--'banished'?,1821
Act III,Scene III,Romeo,"O friar, the damned use that word in hell;",1822
Act III,Scene III,Romeo,"Howlings attend it: how hast thou the heart,",1823
Act III,Scene III,Romeo,"Being a divine, a ghostly confessor,",1824
Act III,Scene III,Romeo,"A sin-absolver, and my friend profess'd,",1825
Act III,Scene III,Romeo,To mangle me with that word 'banished'?,1826
Act III,Scene III,Friar Laurence,"Thou fond mad man, hear me but speak a word.",1827
Act III,Scene III,Romeo,"O, thou wilt speak again of banishment.",1828
Act III,Scene III,Friar Laurence,I'll give thee armour to keep off that word:,1829
Act III,Scene III,Friar Laurence,"Adversity's sweet milk, philosophy,",1830
Act III,Scene III,Friar Laurence,"To comfort thee, though thou art banished.",1831
Act III,Scene III,Romeo,Yet 'banished'? Hang up philosophy!,1832
Act III,Scene III,Romeo,"Unless philosophy can make a Juliet,",1833
Act III,Scene III,Romeo,"Displant a town, reverse a prince's doom,",1834
Act III,Scene III,Romeo,"It helps not, it prevails not: talk no more.",1835
Act III,Scene III,Friar Laurence,"O, then I see that madmen have no ears.",1836
Act III,Scene III,Romeo,"How should they, when that wise men have no eyes?",1837
Act III,Scene III,Friar Laurence,Let me dispute with thee of thy estate.,1838
Act III,Scene III,Romeo,Thou canst not speak of that thou dost not feel:,1839
Act III,Scene III,Romeo,"Wert thou as young as I, Juliet thy love,",1840
Act III,Scene III,Romeo,"An hour but married, Tybalt murdered,",1841
Act III,Scene III,Romeo,"Doting like me and like me banished,",1842
Act III,Scene III,Romeo,"Then mightst thou speak, then mightst thou tear thy hair,",1843
Act III,Scene III,Romeo,"And fall upon the ground, as I do now,",1844
Act III,Scene III,Romeo,Taking the measure of an unmade grave.,1845
Act III,Scene III,[stage direction],Knocking within,NA
Act III,Scene III,Friar Laurence,"Arise; one knocks; good Romeo, hide thyself.",1846
Act III,Scene III,Romeo,"Not I; unless the breath of heartsick groans,",1847
Act III,Scene III,Romeo,"Mist-like, infold me from the search of eyes.",1848
Act III,Scene III,[stage direction],Knocking,NA
Act III,Scene III,Friar Laurence,"Hark, how they knock! Who's there? Romeo, arise;",1849
Act III,Scene III,Friar Laurence,Thou wilt be taken. Stay awhile! Stand up;,1850
Act III,Scene III,[stage direction],Knocking,NA
Act III,Scene III,Friar Laurence,"Run to my study. By and by! God's will,",1851
Act III,Scene III,Friar Laurence,"What simpleness is this! I come, I come!",1852
Act III,Scene III,[stage direction],Knocking,NA
Act III,Scene III,Friar Laurence,Who knocks so hard? whence come you? what's your will?,1853
Act III,Scene III,Nurse,"[Within]  Let me come in, and you shall know",1854
Act III,Scene III,Nurse,my errand;,1855
Act III,Scene III,Nurse,I come from Lady Juliet.,1856
Act III,Scene III,Friar Laurence,"Welcome, then.",1857
Act III,Scene III,[stage direction],Enter Nurse,NA
Act III,Scene III,Nurse,"O holy friar, O, tell me, holy friar,",1858
Act III,Scene III,Nurse,"Where is my lady's lord, where's Romeo?",1859
Act III,Scene III,Friar Laurence,"There on the ground, with his own tears made drunk.",1860
Act III,Scene III,Nurse,"O, he is even in my mistress' case,",1861
Act III,Scene III,Nurse,Just in her case! O woful sympathy!,1862
Act III,Scene III,Nurse,"Piteous predicament! Even so lies she,",1863
Act III,Scene III,Nurse,"Blubbering and weeping, weeping and blubbering.",1864
Act III,Scene III,Nurse,"Stand up, stand up; stand, and you be a man:",1865
Act III,Scene III,Nurse,"For Juliet's sake, for her sake, rise and stand;",1866
Act III,Scene III,Nurse,Why should you fall into so deep an O?,1867
Act III,Scene III,Romeo,Nurse!,1868
Act III,Scene III,Nurse,"Ah sir! ah sir! Well, death's the end of all.",1869
Act III,Scene III,Romeo,Spakest thou of Juliet? how is it with her?,1870
Act III,Scene III,Romeo,"Doth she not think me an old murderer,",1871
Act III,Scene III,Romeo,Now I have stain'd the childhood of our joy,1872
Act III,Scene III,Romeo,With blood removed but little from her own?,1873
Act III,Scene III,Romeo,Where is she? and how doth she? and what says,1874
Act III,Scene III,Romeo,My conceal'd lady to our cancell'd love?,1875
Act III,Scene III,Nurse,"O, she says nothing, sir, but weeps and weeps;",1876
Act III,Scene III,Nurse,"And now falls on her bed; and then starts up,",1877
Act III,Scene III,Nurse,"And Tybalt calls; and then on Romeo cries,",1878
Act III,Scene III,Nurse,And then down falls again.,1879
Act III,Scene III,Romeo,"As if that name,",1880
Act III,Scene III,Romeo,"Shot from the deadly level of a gun,",1881
Act III,Scene III,Romeo,Did murder her; as that name's cursed hand,1882
Act III,Scene III,Romeo,"Murder'd her kinsman. O, tell me, friar, tell me,",1883
Act III,Scene III,Romeo,In what vile part of this anatomy,1884
Act III,Scene III,Romeo,"Doth my name lodge? tell me, that I may sack",1885
Act III,Scene III,Romeo,The hateful mansion.,1886
Act III,Scene III,[stage direction],Drawing his sword,NA
Act III,Scene III,Friar Laurence,Hold thy desperate hand:,1887
Act III,Scene III,Friar Laurence,Art thou a man? thy form cries out thou art:,1888
Act III,Scene III,Friar Laurence,Thy tears are womanish; thy wild acts denote,1889
Act III,Scene III,Friar Laurence,The unreasonable fury of a beast:,1890
Act III,Scene III,Friar Laurence,Unseemly woman in a seeming man!,1891
Act III,Scene III,Friar Laurence,Or ill-beseeming beast in seeming both!,1892
Act III,Scene III,Friar Laurence,"Thou hast amazed me: by my holy order,",1893
Act III,Scene III,Friar Laurence,I thought thy disposition better temper'd.,1894
Act III,Scene III,Friar Laurence,Hast thou slain Tybalt? wilt thou slay thyself?,1895
Act III,Scene III,Friar Laurence,"And stay thy lady too that lives in thee,",1896
Act III,Scene III,Friar Laurence,By doing damned hate upon thyself?,1897
Act III,Scene III,Friar Laurence,"Why rail'st thou on thy birth, the heaven, and earth?",1898
Act III,Scene III,Friar Laurence,"Since birth, and heaven, and earth, all three do meet",1899
Act III,Scene III,Friar Laurence,In thee at once; which thou at once wouldst lose.,1900
Act III,Scene III,Friar Laurence,"Fie, fie, thou shamest thy shape, thy love, thy wit;",1901
Act III,Scene III,Friar Laurence,"Which, like a usurer, abound'st in all,",1902
Act III,Scene III,Friar Laurence,And usest none in that true use indeed,1903
Act III,Scene III,Friar Laurence,"Which should bedeck thy shape, thy love, thy wit:",1904
Act III,Scene III,Friar Laurence,"Thy noble shape is but a form of wax,",1905
Act III,Scene III,Friar Laurence,Digressing from the valour of a man;,1906
Act III,Scene III,Friar Laurence,"Thy dear love sworn but hollow perjury,",1907
Act III,Scene III,Friar Laurence,Killing that love which thou hast vow'd to cherish;,1908
Act III,Scene III,Friar Laurence,"Thy wit, that ornament to shape and love,",1909
Act III,Scene III,Friar Laurence,"Misshapen in the conduct of them both,",1910
Act III,Scene III,Friar Laurence,"Like powder in a skitless soldier's flask,",1911
Act III,Scene III,Friar Laurence,"Is set afire by thine own ignorance,",1912
Act III,Scene III,Friar Laurence,And thou dismember'd with thine own defence.,1913
Act III,Scene III,Friar Laurence,"What, rouse thee, man! thy Juliet is alive,",1914
Act III,Scene III,Friar Laurence,For whose dear sake thou wast but lately dead;,1915
Act III,Scene III,Friar Laurence,"There art thou happy: Tybalt would kill thee,",1916
Act III,Scene III,Friar Laurence,But thou slew'st Tybalt; there are thou happy too:,1917
Act III,Scene III,Friar Laurence,The law that threaten'd death becomes thy friend,1918
Act III,Scene III,Friar Laurence,And turns it to exile; there art thou happy:,1919
Act III,Scene III,Friar Laurence,A pack of blessings lights up upon thy back;,1920
Act III,Scene III,Friar Laurence,Happiness courts thee in her best array;,1921
Act III,Scene III,Friar Laurence,"But, like a misbehaved and sullen wench,",1922
Act III,Scene III,Friar Laurence,Thou pout'st upon thy fortune and thy love:,1923
Act III,Scene III,Friar Laurence,"Take heed, take heed, for such die miserable.",1924
Act III,Scene III,Friar Laurence,"Go, get thee to thy love, as was decreed,",1925
Act III,Scene III,Friar Laurence,"Ascend her chamber, hence and comfort her:",1926
Act III,Scene III,Friar Laurence,"But look thou stay not till the watch be set,",1927
Act III,Scene III,Friar Laurence,For then thou canst not pass to Mantua;,1928
Act III,Scene III,Friar Laurence,"Where thou shalt live, till we can find a time",1929
Act III,Scene III,Friar Laurence,"To blaze your marriage, reconcile your friends,",1930
Act III,Scene III,Friar Laurence,"Beg pardon of the prince, and call thee back",1931
Act III,Scene III,Friar Laurence,With twenty hundred thousand times more joy,1932
Act III,Scene III,Friar Laurence,Than thou went'st forth in lamentation.,1933
Act III,Scene III,Friar Laurence,"Go before, nurse: commend me to thy lady;",1934
Act III,Scene III,Friar Laurence,"And bid her hasten all the house to bed,",1935
Act III,Scene III,Friar Laurence,Which heavy sorrow makes them apt unto:,1936
Act III,Scene III,Friar Laurence,Romeo is coming.,1937
Act III,Scene III,Nurse,"O Lord, I could have stay'd here all the night",1938
Act III,Scene III,Nurse,"To hear good counsel: O, what learning is!",1939
Act III,Scene III,Nurse,"My lord, I'll tell my lady you will come.",1940
Act III,Scene III,Romeo,"Do so, and bid my sweet prepare to chide.",1941
Act III,Scene III,Nurse,"Here, sir, a ring she bid me give you, sir:",1942
Act III,Scene III,Nurse,"Hie you, make haste, for it grows very late.",1943
Act III,Scene III,[stage direction],Exit,NA
Act III,Scene III,Romeo,How well my comfort is revived by this!,1944
Act III,Scene III,Friar Laurence,Go hence; good night; and here stands all your state:,1945
Act III,Scene III,Friar Laurence,"Either be gone before the watch be set,",1946
Act III,Scene III,Friar Laurence,Or by the break of day disguised from hence:,1947
Act III,Scene III,Friar Laurence,"Sojourn in Mantua; I'll find out your man,",1948
Act III,Scene III,Friar Laurence,And he shall signify from time to time,1949
Act III,Scene III,Friar Laurence,Every good hap to you that chances here:,1950
Act III,Scene III,Friar Laurence,Give me thy hand; 'tis late: farewell; good night.,1951
Act III,Scene III,Romeo,"But that a joy past joy calls out on me,",1952
Act III,Scene III,Romeo,"It were a grief, so brief to part with thee: Farewell.",1953
Act III,Scene III,[stage direction],Exeunt,NA
Act III,Scene IV,[stage direction],"Enter CAPULET, LADY CAPULET, and PARIS",NA
Act III,Scene IV,Capulet,"Things have fall'n out, sir, so unluckily,",1954
Act III,Scene IV,Capulet,That we have had no time to move our daughter:,1955
Act III,Scene IV,Capulet,"Look you, she loved her kinsman Tybalt dearly,",1956
Act III,Scene IV,Capulet,"And so did I:--Well, we were born to die.",1957
Act III,Scene IV,Capulet,"'Tis very late, she'll not come down to-night:",1958
Act III,Scene IV,Capulet,"I promise you, but for your company,",1959
Act III,Scene IV,Capulet,I would have been a-bed an hour ago.,1960
Act III,Scene IV,Paris,These times of woe afford no time to woo.,1961
Act III,Scene IV,Paris,"Madam, good night: commend me to your daughter.",1962
Act III,Scene IV,Lady Capulet,"I will, and know her mind early to-morrow;",1963
Act III,Scene IV,Lady Capulet,To-night she is mew'd up to her heaviness.,1964
Act III,Scene IV,Capulet,"Sir Paris, I will make a desperate tender",1965
Act III,Scene IV,Capulet,Of my child's love: I think she will be ruled,1966
Act III,Scene IV,Capulet,"In all respects by me; nay, more, I doubt it not.",1967
Act III,Scene IV,Capulet,"Wife, go you to her ere you go to bed;",1968
Act III,Scene IV,Capulet,Acquaint her here of my son Paris' love;,1969
Act III,Scene IV,Capulet,"And bid her, mark you me, on Wednesday next--",1970
Act III,Scene IV,Capulet,"But, soft! what day is this?",1971
Act III,Scene IV,Paris,"Monday, my lord,",1972
Act III,Scene IV,Capulet,"Monday! ha, ha! Well, Wednesday is too soon,",1973
Act III,Scene IV,Capulet,"O' Thursday let it be: o' Thursday, tell her,",1974
Act III,Scene IV,Capulet,She shall be married to this noble earl.,1975
Act III,Scene IV,Capulet,Will you be ready? do you like this haste?,1976
Act III,Scene IV,Capulet,"We'll keep no great ado,--a friend or two;",1977
Act III,Scene IV,Capulet,"For, hark you, Tybalt being slain so late,",1978
Act III,Scene IV,Capulet,"It may be thought we held him carelessly,",1979
Act III,Scene IV,Capulet,"Being our kinsman, if we revel much:",1980
Act III,Scene IV,Capulet,"Therefore we'll have some half a dozen friends,",1981
Act III,Scene IV,Capulet,And there an end. But what say you to Thursday?,1982
Act III,Scene IV,Paris,"My lord, I would that Thursday were to-morrow.",1983
Act III,Scene IV,Capulet,"Well get you gone: o' Thursday be it, then.",1984
Act III,Scene IV,Capulet,"Go you to Juliet ere you go to bed,",1985
Act III,Scene IV,Capulet,"Prepare her, wife, against this wedding-day.",1986
Act III,Scene IV,Capulet,"Farewell, my lord. Light to my chamber, ho!",1987
Act III,Scene IV,Capulet,"Afore me! it is so very very late,",1988
Act III,Scene IV,Capulet,That we may call it early by and by.,1989
Act III,Scene IV,Capulet,Good night.,1990
Act III,Scene IV,[stage direction],Exeunt,NA
Act III,Scene V,[stage direction],"Enter ROMEO and JULIET above, at the window",NA
Act III,Scene V,Juliet,Wilt thou be gone? it is not yet near day:,1991
Act III,Scene V,Juliet,"It was the nightingale, and not the lark,",1992
Act III,Scene V,Juliet,That pierced the fearful hollow of thine ear;,1993
Act III,Scene V,Juliet,Nightly she sings on yon pomegranate-tree:,1994
Act III,Scene V,Juliet,"Believe me, love, it was the nightingale.",1995
Act III,Scene V,Romeo,"It was the lark, the herald of the morn,",1996
Act III,Scene V,Romeo,"No nightingale: look, love, what envious streaks",1997
Act III,Scene V,Romeo,Do lace the severing clouds in yonder east:,1998
Act III,Scene V,Romeo,"Night's candles are burnt out, and jocund day",1999
Act III,Scene V,Romeo,Stands tiptoe on the misty mountain tops.,2000
Act III,Scene V,Romeo,"I must be gone and live, or stay and die.",2001
Act III,Scene V,Juliet,"Yon light is not day-light, I know it, I:",2002
Act III,Scene V,Juliet,"It is some meteor that the sun exhales,",2003
Act III,Scene V,Juliet,"To be to thee this night a torch-bearer,",2004
Act III,Scene V,Juliet,And light thee on thy way to Mantua:,2005
Act III,Scene V,Juliet,Therefore stay yet; thou need'st not to be gone.,2006
Act III,Scene V,Romeo,"Let me be ta'en, let me be put to death;",2007
