team,team_name,year,total,home,away,week,weekly_attendance
Denver,Broncos,2000,1140030,604042,535988,16,78406
Denver,Broncos,2000,1140030,604042,535988,17,76098
Detroit,Lions,2000,1140926,607076,533850,1,64900
Detroit,Lions,2000,1140926,607076,533850,2,74159
Detroit,Lions,2000,1140926,607076,533850,3,76928
Detroit,Lions,2000,1140926,607076,533850,4,66944
Detroit,Lions,2000,1140926,607076,533850,5,76438
Detroit,Lions,2000,1140926,607076,533850,6,77549
Detroit,Lions,2000,1140926,607076,533850,7,NA
Detroit,Lions,2000,1140926,607076,533850,8,65557
Detroit,Lions,2000,1140926,607076,533850,9,56971
Detroit,Lions,2000,1140926,607076,533850,10,77813
Detroit,Lions,2000,1140926,607076,533850,11,74309
Detroit,Lions,2000,1140926,607076,533850,12,77897
Detroit,Lions,2000,1140926,607076,533850,13,77923
Detroit,Lions,2000,1140926,607076,533850,14,64214
Detroit,Lions,2000,1140926,607076,533850,15,59854
Detroit,Lions,2000,1140926,607076,533850,16,77513
Detroit,Lions,2000,1140926,607076,533850,17,71957
Green Bay,Packers,2000,1049602,478747,570855,1,59870
Green Bay,Packers,2000,1049602,478747,570855,2,77722
Green Bay,Packers,2000,1049602,478747,570855,3,59869
Green Bay,Packers,2000,1049602,478747,570855,4,71801
Green Bay,Packers,2000,1049602,478747,570855,5,59869
Green Bay,Packers,2000,1049602,478747,570855,6,77549
Green Bay,Packers,2000,1049602,478747,570855,7,59870
Green Bay,Packers,2000,1049602,478747,570855,8,NA
Green Bay,Packers,2000,1049602,478747,570855,9,73740
Green Bay,Packers,2000,1049602,478747,570855,10,59854
Green Bay,Packers,2000,1049602,478747,570855,11,65621
Green Bay,Packers,2000,1049602,478747,570855,12,59869
Green Bay,Packers,2000,1049602,478747,570855,13,73295
Green Bay,Packers,2000,1049602,478747,570855,14,66944
Green Bay,Packers,2000,1049602,478747,570855,15,59854
Green Bay,Packers,2000,1049602,478747,570855,16,64183
Green Bay,Packers,2000,1049602,478747,570855,17,59692
Indianapolis,Colts,2000,1008013,454319,553694,1,78357
Indianapolis,Colts,2000,1008013,454319,553694,2,56769
Indianapolis,Colts,2000,1008013,454319,553694,3,NA
Indianapolis,Colts,2000,1008013,454319,553694,4,56816
Indianapolis,Colts,2000,1008013,454319,553694,5,72617
Indianapolis,Colts,2000,1008013,454319,553694,6,60292
Indianapolis,Colts,2000,1008013,454319,553694,7,63593
Indianapolis,Colts,2000,1008013,454319,553694,8,56828
Indianapolis,Colts,2000,1008013,454319,553694,9,56971
Indianapolis,Colts,2000,1008013,454319,553694,10,66944
Indianapolis,Colts,2000,1008013,454319,553694,11,56657
Indianapolis,Colts,2000,1008013,454319,553694,12,59869
Indianapolis,Colts,2000,1008013,454319,553694,13,56935
Indianapolis,Colts,2000,1008013,454319,553694,14,78138
Indianapolis,Colts,2000,1008013,454319,553694,15,56671
Indianapolis,Colts,2000,1008013,454319,553694,16,73884
Indianapolis,Colts,2000,1008013,454319,553694,17,56672
Jacksonville,Jaguars,2000,991957,482510,509447,1,72418
Jacksonville,Jaguars,2000,991957,482510,509447,2,68843
Jacksonville,Jaguars,2000,991957,482510,509447,3,45653
Jacksonville,Jaguars,2000,991957,482510,509447,4,56816
Jacksonville,Jaguars,2000,991957,482510,509447,5,64351
Jacksonville,Jaguars,2000,991957,482510,509447,6,65194
Jacksonville,Jaguars,2000,991957,482510,509447,7,68498
Jacksonville,Jaguars,2000,991957,482510,509447,8,69061
Jacksonville,Jaguars,2000,991957,482510,509447,9,63554
Jacksonville,Jaguars,2000,991957,482510,509447,10,NA
Jacksonville,Jaguars,2000,991957,482510,509447,11,68063
Jacksonville,Jaguars,2000,991957,482510,509447,12,50925
Jacksonville,Jaguars,2000,991957,482510,509447,13,65454
Jacksonville,Jaguars,2000,991957,482510,509447,14,51262
Jacksonville,Jaguars,2000,991957,482510,509447,15,53472
Jacksonville,Jaguars,2000,991957,482510,509447,16,50469
Jacksonville,Jaguars,2000,991957,482510,509447,17,77924
Kansas City,Chiefs,2000,1115272,631365,483907,1,78357
Kansas City,Chiefs,2000,1115272,631365,483907,2,68203
Kansas City,Chiefs,2000,1115272,631365,483907,3,77604
Kansas City,Chiefs,2000,1115272,631365,483907,4,74596
Kansas City,Chiefs,2000,1115272,631365,483907,5,82893
Kansas City,Chiefs,2000,1115272,631365,483907,6,NA
Kansas City,Chiefs,2000,1115272,631365,483907,7,79025
Kansas City,Chiefs,2000,1115272,631365,483907,8,79142
Kansas City,Chiefs,2000,1115272,631365,483907,9,62141
Kansas City,Chiefs,2000,1115272,631365,483907,10,62428
Kansas City,Chiefs,2000,1115272,631365,483907,11,68002
Kansas City,Chiefs,2000,1115272,631365,483907,12,78457
Kansas City,Chiefs,2000,1115272,631365,483907,13,47228
Kansas City,Chiefs,2000,1115272,631365,483907,14,60292
Kansas City,Chiefs,2000,1115272,631365,483907,15,77481
Kansas City,Chiefs,2000,1115272,631365,483907,16,78406
Kansas City,Chiefs,2000,1115272,631365,483907,17,41017
Miami,Dolphins,2000,1118883,589909,528974,1,72949
Miami,Dolphins,2000,1118883,589909,528974,2,64112
Miami,Dolphins,2000,1118883,589909,528974,3,73464
Miami,Dolphins,2000,1118883,589909,528974,4,73344
Miami,Dolphins,2000,1118883,589909,528974,5,61535
Miami,Dolphins,2000,1118883,589909,528974,6,73901
Miami,Dolphins,2000,1118883,589909,528974,7,NA
Miami,Dolphins,2000,1118883,589909,528974,8,78389
Miami,Dolphins,2000,1118883,589909,528974,9,73740
Miami,Dolphins,2000,1118883,589909,528974,10,77813
Miami,Dolphins,2000,1118883,589909,528974,11,56896
Miami,Dolphins,2000,1118883,589909,528974,12,74320
Miami,Dolphins,2000,1118883,589909,528974,13,56935
Miami,Dolphins,2000,1118883,589909,528974,14,73002
Miami,Dolphins,2000,1118883,589909,528974,15,74307
Miami,Dolphins,2000,1118883,589909,528974,16,73884
Miami,Dolphins,2000,1118883,589909,528974,17,60292
Minnesota,Vikings,2000,1029262,513322,515940,1,64104
Minnesota,Vikings,2000,1029262,513322,515940,2,64112
Minnesota,Vikings,2000,1029262,513322,515940,3,60292
Minnesota,Vikings,2000,1029262,513322,515940,4,NA
Minnesota,Vikings,2000,1029262,513322,515940,5,76438
Minnesota,Vikings,2000,1029262,513322,515940,6,64162
Minnesota,Vikings,2000,1029262,513322,515940,7,66944
Minnesota,Vikings,2000,1029262,513322,515940,8,64116
Minnesota,Vikings,2000,1029262,513322,515940,9,65589
Minnesota,Vikings,2000,1029262,513322,515940,10,59854
Minnesota,Vikings,2000,1029262,513322,515940,11,64223
Minnesota,Vikings,2000,1029262,513322,515940,12,64208
Minnesota,Vikings,2000,1029262,513322,515940,13,63878
Minnesota,Vikings,2000,1029262,513322,515940,14,64214
Minnesota,Vikings,2000,1029262,513322,515940,15,66273
Minnesota,Vikings,2000,1029262,513322,515940,16,64183
Minnesota,Vikings,2000,1029262,513322,515940,17,56672
New England,Patriots,2000,1030594,482336,548258,1,60292
New England,Patriots,2000,1030594,482336,548258,2,77687
New England,Patriots,2000,1030594,482336,548258,3,60292
New England,Patriots,2000,1030594,482336,548258,4,73344
New England,Patriots,2000,1030594,482336,548258,5,75684
New England,Patriots,2000,1030594,482336,548258,6,60292
New England,Patriots,2000,1030594,482336,548258,7,60292
New England,Patriots,2000,1030594,482336,548258,8,56828
New England,Patriots,2000,1030594,482336,548258,9,NA
New England,Patriots,2000,1030594,482336,548258,10,60292
New England,Patriots,2000,1030594,482336,548258,11,72618
New England,Patriots,2000,1030594,482336,548258,12,60292
New England,Patriots,2000,1030594,482336,548258,13,77923
New England,Patriots,2000,1030594,482336,548258,14,60292
New England,Patriots,2000,1030594,482336,548258,15,66944
New England,Patriots,2000,1030594,482336,548258,16,47230
New England,Patriots,2000,1030594,482336,548258,17,60292
New Orleans,Saints,2000,980803,504315,476488,1,64900
New Orleans,Saints,2000,980803,504315,476488,2,51300
New Orleans,Saints,2000,980803,504315,476488,3,59513
New Orleans,Saints,2000,980803,504315,476488,4,64900
New Orleans,Saints,2000,980803,504315,476488,5,NA
New Orleans,Saints,2000,980803,504315,476488,6,66944
New Orleans,Saints,2000,980803,504315,476488,7,50015
New Orleans,Saints,2000,980803,504315,476488,8,56508
New Orleans,Saints,2000,980803,504315,476488,9,35286
New Orleans,Saints,2000,980803,504315,476488,10,64900
New Orleans,Saints,2000,980803,504315,476488,11,72981
New Orleans,Saints,2000,980803,504315,476488,12,64900
New Orleans,Saints,2000,980803,504315,476488,13,66064
New Orleans,Saints,2000,980803,504315,476488,14,64900
New Orleans,Saints,2000,980803,504315,476488,15,67892
New Orleans,Saints,2000,980803,504315,476488,16,64900
New Orleans,Saints,2000,980803,504315,476488,17,64900
New York,Giants,2000,1135455,624085,511370,1,77434
New York,Giants,2000,1135455,624085,511370,2,65530
New York,Giants,2000,1135455,624085,511370,3,66944
New York,Giants,2000,1135455,624085,511370,4,78216
New York,Giants,2000,1135455,624085,511370,5,68341
New York,Giants,2000,1135455,624085,511370,6,50947
New York,Giants,2000,1135455,624085,511370,7,78189
New York,Giants,2000,1135455,624085,511370,8,NA
New York,Giants,2000,1135455,624085,511370,9,78087
New York,Giants,2000,1135455,624085,511370,10,72718
New York,Giants,2000,1135455,624085,511370,11,78174
New York,Giants,2000,1135455,624085,511370,12,77897
New York,Giants,2000,1135455,624085,511370,13,42094
New York,Giants,2000,1135455,624085,511370,14,83485
New York,Giants,2000,1135455,624085,511370,15,78164
New York,Giants,2000,1135455,624085,511370,16,61311
New York,Giants,2000,1135455,624085,511370,17,77924
New York,Jets,2000,1145146,623711,521435,1,59870
New York,Jets,2000,1145146,623711,521435,2,77687
New York,Jets,2000,1145146,623711,521435,3,77884
New York,Jets,2000,1145146,623711,521435,4,65619
New York,Jets,2000,1145146,623711,521435,5,NA
New York,Jets,2000,1145146,623711,521435,6,78441
New York,Jets,2000,1145146,623711,521435,7,60292
New York,Jets,2000,1145146,623711,521435,8,78389
New York,Jets,2000,1145146,623711,521435,9,72861
New York,Jets,2000,1145146,623711,521435,10,78305
New York,Jets,2000,1145146,623711,521435,11,56657
New York,Jets,2000,1145146,623711,521435,12,74320
New York,Jets,2000,1145146,623711,521435,13,77354
New York,Jets,2000,1145146,623711,521435,14,78138
New York,Jets,2000,1145146,623711,521435,15,62632
New York,Jets,2000,1145146,623711,521435,16,77513
New York,Jets,2000,1145146,623711,521435,17,69184
Oakland,Raiders,2000,998655,462515,536140,1,56373
Oakland,Raiders,2000,998655,462515,536140,2,56769
Oakland,Raiders,2000,998655,462515,536140,3,62078
Oakland,Raiders,2000,998655,462515,536140,4,45702
Oakland,Raiders,2000,998655,462515,536140,5,NA
Oakland,Raiders,2000,998655,462515,536140,6,68344
Oakland,Raiders,2000,998655,462515,536140,7,79025
Oakland,Raiders,2000,998655,462515,536140,8,57490
Oakland,Raiders,2000,998655,462515,536140,9,66659
Oakland,Raiders,2000,998655,462515,536140,10,62428
Oakland,Raiders,2000,998655,462515,536140,11,75951
Oakland,Raiders,2000,998655,462515,536140,12,64900
Oakland,Raiders,2000,998655,462515,536140,13,55175
Oakland,Raiders,2000,998655,462515,536140,14,55811
Oakland,Raiders,2000,998655,462515,536140,15,62632
Oakland,Raiders,2000,998655,462515,536140,16,68681
Oakland,Raiders,2000,998655,462515,536140,17,60637
Philadelphia,Eagles,2000,1039856,523531,516325,1,62872
Philadelphia,Eagles,2000,1039856,523531,516325,2,65530
Philadelphia,Eagles,2000,1039856,523531,516325,3,59869
Philadelphia,Eagles,2000,1039856,523531,516325,4,64900
Philadelphia,Eagles,2000,1039856,523531,516325,5,65424
Philadelphia,Eagles,2000,1039856,523531,516325,6,65491
Philadelphia,Eagles,2000,1039856,523531,516325,7,38293
Philadelphia,Eagles,2000,1039856,523531,516325,8,65553
Philadelphia,Eagles,2000,1039856,523531,516325,9,78087
Philadelphia,Eagles,2000,1039856,523531,516325,10,65636
Philadelphia,Eagles,2000,1039856,523531,516325,11,56702
Philadelphia,Eagles,2000,1039856,523531,516325,12,65356
Philadelphia,Eagles,2000,1039856,523531,516325,13,83284
Philadelphia,Eagles,2000,1039856,523531,516325,14,65639
Philadelphia,Eagles,2000,1039856,523531,516325,15,72318
Philadelphia,Eagles,2000,1039856,523531,516325,16,NA
Philadelphia,Eagles,2000,1039856,523531,516325,17,64902
Pittsburgh,Steelers,2000,987037,440426,546611,1,55049
Pittsburgh,Steelers,2000,987037,440426,546611,2,NA
Pittsburgh,Steelers,2000,987037,440426,546611,3,73018
Pittsburgh,Steelers,2000,987037,440426,546611,4,51769
Pittsburgh,Steelers,2000,987037,440426,546611,5,64351
Pittsburgh,Steelers,2000,987037,440426,546611,6,78441
Pittsburgh,Steelers,2000,987037,440426,546611,7,54328
Pittsburgh,Steelers,2000,987037,440426,546611,8,57659
Pittsburgh,Steelers,2000,987037,440426,546611,9,69405
Pittsburgh,Steelers,2000,987037,440426,546611,10,68498
Pittsburgh,Steelers,2000,987037,440426,546611,11,56702
Pittsburgh,Steelers,2000,987037,440426,546611,12,50925
Pittsburgh,Steelers,2000,987037,440426,546611,13,63925
Pittsburgh,Steelers,2000,987037,440426,546611,14,55811
Pittsburgh,Steelers,2000,987037,440426,546611,15,78164
Pittsburgh,Steelers,2000,987037,440426,546611,16,58183
Pittsburgh,Steelers,2000,987037,440426,546611,17,50809
San Diego,Chargers,2000,981863,433459,548404,1,56373
San Diego,Chargers,2000,981863,433459,548404,2,51300
San Diego,Chargers,2000,981863,433459,548404,3,77604
San Diego,Chargers,2000,981863,433459,548404,4,47233
San Diego,Chargers,2000,981863,433459,548404,5,66010
San Diego,Chargers,2000,981863,433459,548404,6,56079
San Diego,Chargers,2000,981863,433459,548404,7,72351
San Diego,Chargers,2000,981863,433459,548404,8,NA
San Diego,Chargers,2000,981863,433459,548404,9,66659
San Diego,Chargers,2000,981863,433459,548404,10,59884
San Diego,Chargers,2000,981863,433459,548404,11,56896
San Diego,Chargers,2000,981863,433459,548404,12,75218
San Diego,Chargers,2000,981863,433459,548404,13,47228
San Diego,Chargers,2000,981863,433459,548404,14,57255
San Diego,Chargers,2000,981863,433459,548404,15,68805
San Diego,Chargers,2000,981863,433459,548404,16,72159
San Diego,Chargers,2000,981863,433459,548404,17,50809
San Francisco,49ers,2000,1057954,541964,515990,1,54626
San Francisco,49ers,2000,1057954,541964,515990,2,66879
San Francisco,49ers,2000,1057954,541964,515990,3,65945
San Francisco,49ers,2000,1057954,541964,515990,4,64127
San Francisco,49ers,2000,1057954,541964,515990,5,66985
San Francisco,49ers,2000,1057954,541964,515990,6,68344
San Francisco,49ers,2000,1057954,541964,515990,7,59870
San Francisco,49ers,2000,1057954,541964,515990,8,73169
San Francisco,49ers,2000,1057954,541964,515990,9,68109
San Francisco,49ers,2000,1057954,541964,515990,10,64900
San Francisco,49ers,2000,1057954,541964,515990,11,68002
San Francisco,49ers,2000,1057954,541964,515990,12,67447
San Francisco,49ers,2000,1057954,541964,515990,13,NA
San Francisco,49ers,2000,1057954,541964,515990,14,57255
San Francisco,49ers,2000,1057954,541964,515990,15,67892
San Francisco,49ers,2000,1057954,541964,515990,16,68306
San Francisco,49ers,2000,1057954,541964,515990,17,76098
Seattle,Seahawks,2000,1029085,508367,520718,1,72949
Seattle,Seahawks,2000,1029085,508367,520718,2,64869
Seattle,Seahawks,2000,1029085,508367,520718,3,59513
Seattle,Seahawks,2000,1029085,508367,520718,4,47233
Seattle,Seahawks,2000,1029085,508367,520718,5,82893
Seattle,Seahawks,2000,1029085,508367,520718,6,72192
Seattle,Seahawks,2000,1029085,508367,520718,7,63593
Seattle,Seahawks,2000,1029085,508367,520718,8,57490
Seattle,Seahawks,2000,1029085,508367,520718,9,62141
Seattle,Seahawks,2000,1029085,508367,520718,10,59884
Seattle,Seahawks,2000,1029085,508367,520718,11,68063
Seattle,Seahawks,2000,1029085,508367,520718,12,NA
Seattle,Seahawks,2000,1029085,508367,520718,13,68661
Seattle,Seahawks,2000,1029085,508367,520718,14,44680
Seattle,Seahawks,2000,1029085,508367,520718,15,75218
Seattle,Seahawks,2000,1029085,508367,520718,16,68681
Seattle,Seahawks,2000,1029085,508367,520718,17,61025
St. Louis,Rams,2000,1081368,528402,552966,1,65956
St. Louis,Rams,2000,1081368,528402,552966,2,64869
St. Louis,Rams,2000,1081368,528402,552966,3,65945
St. Louis,Rams,2000,1081368,528402,552966,4,58761
St. Louis,Rams,2000,1081368,528402,552966,5,66010
St. Louis,Rams,2000,1081368,528402,552966,6,NA
St. Louis,Rams,2000,1081368,528402,552966,7,66019
St. Louis,Rams,2000,1081368,528402,552966,8,79142
St. Louis,Rams,2000,1081368,528402,552966,9,68109
St. Louis,Rams,2000,1081368,528402,552966,10,66048
St. Louis,Rams,2000,1081368,528402,552966,11,78174
St. Louis,Rams,2000,1081368,528402,552966,12,66087
St. Louis,Rams,2000,1081368,528402,552966,13,66064
St. Louis,Rams,2000,1081368,528402,552966,14,73358
St. Louis,Rams,2000,1081368,528402,552966,15,66273
St. Louis,Rams,2000,1081368,528402,552966,16,65653
St. Louis,Rams,2000,1081368,528402,552966,17,64900
Tampa Bay,Buccaneers,2000,1080729,524775,555954,1,60292
Tampa Bay,Buccaneers,2000,1080729,524775,555954,2,65569
Tampa Bay,Buccaneers,2000,1080729,524775,555954,3,76928
Tampa Bay,Buccaneers,2000,1080729,524775,555954,4,65619
Tampa Bay,Buccaneers,2000,1080729,524775,555954,5,83532
Tampa Bay,Buccaneers,2000,1080729,524775,555954,6,64162
Tampa Bay,Buccaneers,2000,1080729,524775,555954,7,NA
Tampa Bay,Buccaneers,2000,1080729,524775,555954,8,65557
Tampa Bay,Buccaneers,2000,1080729,524775,555954,9,65589
Tampa Bay,Buccaneers,2000,1080729,524775,555954,10,70097
Tampa Bay,Buccaneers,2000,1080729,524775,555954,11,65621
Tampa Bay,Buccaneers,2000,1080729,524775,555954,12,66944
Tampa Bay,Buccaneers,2000,1080729,524775,555954,13,65546
Tampa Bay,Buccaneers,2000,1080729,524775,555954,14,65621
Tampa Bay,Buccaneers,2000,1080729,524775,555954,15,74307
Tampa Bay,Buccaneers,2000,1080729,524775,555954,16,65653
Tampa Bay,Buccaneers,2000,1080729,524775,555954,17,59692
Tennessee,Titans,2000,1091274,547524,543750,1,72492
Tennessee,Titans,2000,1091274,547524,543750,2,68203
