year,quarter,purpose,trips,region_id,ws_id,region,lon,lat
2014,4,Business,2.9957,58,948340-99999,Ararat,142.98352116677924,-37.2685262
2014,4,Holiday,6.5341,58,948340-99999,Ararat,142.98352116677924,-37.2685262
2014,4,Holiday,12.6509,59,958400-99999,Ararat Surrounds,142.7958633736547,-37.48997305
2014,4,Business,20.1474,63,947730-99999,Armidale,151.67169921125134,-30.501869300000003
2014,4,Holiday,12.5333,63,947730-99999,Armidale,151.67169921125134,-30.501869300000003
2014,4,Holiday,6.3173,64,947730-99999,Armidale Surrounds - North,151.90710893584205,-30.40550530000001
2014,4,Holiday,2.4488,65,947730-99999,Armidale Surrounds - South,151.90710893584205,-30.40550530000001
2014,4,Business,1.691,68,947680-99999,Artarmon,151.18601488321605,-33.8076964
2014,4,Holiday,3.4582,70,947670-99999,Ascot,151.19490800102574,-33.929113799999996
2014,4,Business,1.3114,71,958660-99999,Ascot Vale,144.9227250000236,-37.77978279999999
2014,4,Business,70.1095,73,943160-99999,Ashburton (WA),116.82474288668851,-22.525224199999997
2014,4,Holiday,0.896,73,943160-99999,Ashburton (WA),116.82474288668851,-22.525224199999997
2014,4,Holiday,2.5955,79,945800-99999,Ashmore,153.37242795317803,-27.9880385
2014,4,Holiday,1.5685,83,947590-99999,Asquith - Mount Colah,151.12400203715202,-33.65618735
2014,4,Holiday,4.9824,85,952840-99999,Atherton,145.45960029587508,-17.20742565
2014,4,Holiday,7.2004,89,956410-99999,Augusta,115.16616995550169,-34.09132104999999
2014,4,Holiday,3.3767,98,946040-99999,Australind - Leschenault,115.7151740246889,-33.2554681
2014,4,Holiday,3.5422,99,947590-99999,Avalon - Palm Beach,151.3289031576923,-33.610207849999995
2014,4,Holiday,1.9544,100,945760-99999,Aveley,153.01744833484628,-27.366027449999997
2014,4,Holiday,1.4946,101,948350-99999,Avoca,143.335304866618,-37.1449872
2014,4,Holiday,22.541,102,947820-99999,Avoca Beach - Copacabana,151.4272597906796,-33.47386605
2014,4,Holiday,4.6143,103,946120-99999,Avon Valley National Park,116.19352513413959,-31.646707000000006
2014,4,Holiday,5.0692,106,942910-99999,Babinda,145.95965459158833,-17.30188524999999
2014,4,Business,5.1827,107,948660-99999,Bacchus Marsh,144.46022225227273,-37.6368198
2014,4,Business,5.9978,110,949120-99999,Bairnsdale,147.64074050270327,-37.823683700000004
2014,4,Holiday,18.4233,110,949120-99999,Bairnsdale,147.64074050270327,-37.823683700000004
2014,4,Holiday,0.2678,114,956070-99999,Baldivis - North,115.8350331580909,-32.3236744
2014,4,Business,29.2432,120,948520-99999,Ballarat,143.8383127216553,-37.557878249999995
2014,4,Holiday,51.5554,120,948520-99999,Ballarat,143.8383127216553,-37.557878249999995
2014,4,Business,4.7846,124,945960-99999,Ballina,153.55988122606172,-28.835820699999996
2014,4,Holiday,18.7279,124,945960-99999,Ballina,153.55988122606172,-28.835820699999996
2014,4,Business,1.0936,126,947680-99999,Balmain,151.1782451418376,-33.8557858
2014,4,Holiday,5.4911,126,947680-99999,Balmain,151.1782451418376,-33.8557858
2014,4,Business,15.7386,128,945130-99999,Balonne,147.94353738828505,-28.285273200000006
2014,4,Holiday,10.8008,128,945130-99999,Balonne,147.94353738828505,-28.285273200000006
2014,4,Business,3.4349,131,943760-99999,Banana,150.10416056358997,-24.80408715
2014,4,Holiday,0.9262,131,943760-99999,Banana,150.10416056358997,-24.80408715
2014,4,Business,2.6881,132,945990-99999,Bangalow,153.5124988421258,-28.679456999999992
2014,4,Business,1.5742,136,947650-99999,Bankstown - South,151.0279643311477,-33.913094599999994
2014,4,Holiday,1.5398,136,947650-99999,Bankstown - South,151.0279643311477,-33.913094599999994
2014,4,Holiday,2.7497,139,949010-99999,Baranduda - Leneva,146.96615747592233,-36.169872350000006
2014,4,Holiday,3.8776,140,943500-99999,Barcaldine - Blackall,146.01069048090534,-23.7063409
2014,4,Holiday,7.9666,142,943870-99999,Bargara - Burnett Heads,152.4391822193852,-24.848943899999995
2014,4,Holiday,0.9238,143,947550-99999,Bargo,150.59478004725366,-34.2779923
2014,4,Business,2.7011,144,942380-99999,Barkly,135.0098287049189,-19.266389450000002
2014,4,Holiday,4.1141,144,942380-99999,Barkly,135.0098287049189,-19.266389450000002
2014,4,Holiday,8.3213,146,956870-99999,Barmera,140.5094679874494,-34.25523929999999
2014,4,Business,0.7744,147,946810-99999,Barossa - Angaston,139.01632465159304,-34.6131896
2014,4,Holiday,2.5496,147,946810-99999,Barossa - Angaston,139.01632465159304,-34.6131896
2014,4,Business,2.7879,148,NA,NA,NA,NA
2014,4,Business,1.9583,149,947550-99999,Barton,150.59478004725366,-34.2779923
2014,4,Business,0.5596,150,948570-99999,Barwon Heads - Armstrong Creek,144.42133294463468,-38.2571133
2014,4,Holiday,17.8316,150,948570-99999,Barwon Heads - Armstrong Creek,144.42133294463468,-38.2571133
2014,4,Holiday,2.6041,153,947820-99999,Bateau Bay - Killarney Vale,151.47041052345364,-33.378086800000005
2014,4,Business,3.9407,155,949410-99999,Batemans Bay,150.15558081225504,-35.70470319999999
2014,4,Holiday,48.1546,155,949410-99999,Batemans Bay,150.15558081225504,-35.70470319999999
2014,4,Holiday,3.7328,156,949410-99999,Batemans Bay - South,150.21106392459905,-35.7809237
2014,4,Business,14.9365,158,947300-99999,Bathurst - South,149.55216440100492,-33.45901119999999
2014,4,Holiday,28.2805,158,947300-99999,Bathurst - South,149.55216440100492,-33.45901119999999
2014,4,Holiday,5.0769,160,947290-99999,Bathurst Surrounds,149.77540599795822,-33.47469425
2014,4,Business,0.1925,162,947640-99999,Baulkham Hills - East,150.993792897568,-33.75701665
2014,4,Holiday,6.1541,162,947640-99999,Baulkham Hills - East,150.993792897568,-33.75701665
2014,4,Holiday,1.9692,167,947590-99999,Bayview - Elanora Heights,151.25784604972026,-33.64287829999999
2014,4,Holiday,2.7683,168,955660-99999,Beachmere - Sandstone Point,153.07056510231183,-27.0597743
2014,4,Holiday,4.6912,171,955750-99999,Beaudesert,152.91808810712558,-28.1145105
2014,4,Holiday,16.1789,172,948520-99999,Beaufort,143.43806978842622,-37.47142504999999
2014,4,Holiday,1.4257,174,956780-99999,Beaumont - Glen Osmond,138.6582815033534,-34.95831319999999
2014,4,Holiday,8.9865,175,959640-99999,Beauty Point - Beaconsfield,146.771395953698,-41.193491550000005
2014,4,Business,0.8576,176,956040-99999,Beckenham - Kenwick - Langford,115.97180761199239,-32.026607049999996
2014,4,Business,1.8765,178,958370-99999,Beechworth,146.72227030558173,-36.35332720000001
2014,4,Holiday,4.9793,178,958370-99999,Beechworth,146.72227030558173,-36.35332720000001
2014,4,Holiday,2.1187,181,955660-99999,Beerwah,152.98000182616727,-26.855612899999997
2014,4,Holiday,7.8102,182,959310-99999,Bega - Tathra,149.90850026029608,-36.73676619999999
2014,4,Holiday,3.3087,183,959290-99999,Bega-Eden Hinterland,149.6727228327362,-36.8721242
2014,4,Business,0.2494,184,956780-99999,Belair,138.6446050826447,-34.9964475
2014,4,Holiday,0.3749,184,956780-99999,Belair,138.6446050826447,-34.9964475
2014,4,Business,1.4445,190,949700-99999,Bellerive - Rosny,147.37903198944366,-42.87159324999999
2014,4,Holiday,3.3537,190,949700-99999,Bellerive - Rosny,147.37903198944366,-42.87159324999999
2014,4,Business,4.0562,195,946100-99999,Belmont - Ascot - Redcliffe,115.9298133924645,-31.9412861
2014,4,Holiday,0.7102,196,947810-99999,Belmont - Bennetts Green,151.67087381131574,-33.02000885
2014,4,Business,2.4583,199,947660-99999,Belmore - Belfield,151.08663216944032,-33.91310045
2014,4,Business,16.904,201,957650-99999,Benalla,151.03364224351407,-33.8743512
2014,4,Holiday,6.0069,201,957650-99999,Benalla,151.03364224351407,-33.8743512
2014,4,Holiday,1.9533,202,948840-99999,Benalla Surrounds,146.1397212580328,-36.59742375
2014,4,Holiday,1.5392,207,945800-99999,Benowa,153.38810966876332,-28.010699250000002
2014,4,Business,1.6513,217,956870-99999,Berri,140.60044317952827,-34.275109549999996
2014,4,Holiday,12.1974,217,956870-99999,Berri,140.60044317952827,-34.275109549999996
2014,4,Business,1.9756,218,959790-99999,Berriedale - Chigwell,147.19854264995553,-42.8313488
2014,4,Business,1.5036,220,947500-99999,Berry - Kangaroo Valley,150.58445059895942,-34.757641799999995
2014,4,Holiday,22.487,220,947500-99999,Berry - Kangaroo Valley,150.58445059895942,-34.757641799999995
2014,4,Holiday,2.9076,229,956200-99999,Bicton - Palmyra,115.78486221431237,-32.03356145000001
2014,4,Business,9.0774,232,943760-99999,Biloela,150.51796698948235,-24.3926447
2014,4,Holiday,1.3719,232,943760-99999,Biloela,150.51796698948235,-24.3926447
2014,4,Business,1.6697,233,957530-99999,Bilpin - Colo - St Albans,150.82377524545797,-33.2800153
2014,4,Holiday,19.202,233,957530-99999,Bilpin - Colo - St Albans,150.82377524545797,-33.2800153
2014,4,Holiday,5.3166,234,945910-99999,Birkdale,153.2073028970425,-27.498644500000005
2014,4,Business,2.2653,238,947430-99999,Blackheath - Megalong Valley,150.27402393401366,-33.64715169999999
2014,4,Holiday,12.2154,238,947430-99999,Blackheath - Megalong Valley,150.27402393401366,-33.64715169999999
2014,4,Business,6.0436,239,947640-99999,Blacktown (East) - Kings Park,150.91238355657342,-33.75938384999999
2014,4,Holiday,3.6228,239,947640-99999,Blacktown (East) - Kings Park,150.91238355657342,-33.75938384999999
2014,4,Holiday,2.0242,243,957260-99999,Blayney,149.1593732840694,-33.64464149999999
2014,4,Holiday,3.0045,246,947430-99999,Blue Mountains - North,150.43941000515366,-33.60196020000001
2014,4,Holiday,4.8628,251,949280-99999,Bombala,148.97133985922727,-36.9111327
2014,4,Business,1.9914,252,947690-99999,Bondi - Tamarama - Bronte,151.2655002620835,-33.8995598
2014,4,Holiday,8.1639,252,947690-99999,Bondi - Tamarama - Bronte,151.2655002620835,-33.8995598
2014,4,Business,1.217,253,947690-99999,Bondi Beach - North Bondi,151.2756965554878,-33.8870309
2014,4,Holiday,3.1802,254,947690-99999,Bondi Junction - Waverly,151.25064540824673,-33.898822800000005
2014,4,Business,3.646,259,955750-99999,Boonah,152.59971100187005,-28.027053600000002
2014,4,Holiday,2.2393,259,955750-99999,Boonah,152.59971100187005,-28.027053600000002
2014,4,Business,17.6632,266,947670-99999,Botany,151.20042137907058,-33.951545949999996
2014,4,Business,3.6369,269,947030-99999,Bourke - Brewarrina,145.76789452904978,-29.9949152
2014,4,Holiday,4.7001,269,947030-99999,Bourke - Brewarrina,145.76789452904978,-29.9949152
2014,4,Business,5.3337,270,943660-99999,Bowen,148.23411674370496,-20.018518399999998
2014,4,Holiday,1.9842,270,943660-99999,Bowen,148.23411674370496,-20.018518399999998
2014,4,Business,2.4929,271,957210-99999,Bowral,148.64593304313235,-33.789339749999996
2014,4,Holiday,14.9961,271,957210-99999,Bowral,148.64593304313235,-33.789339749999996
2014,4,Holiday,8.9857,272,947820-99999,Box Head - MacMasters Beach,151.3894850179046,-33.51321469999999
2014,4,Holiday,1.8254,273,958740-99999,Box Hill,145.12464432852937,-37.82905115
2014,4,Business,1.5258,275,958740-99999,Box Hill North,145.12244971126904,-37.80699255
2014,4,Holiday,6.8829,276,943800-99999,Boyne Island - Tannum Sands,151.35172638598118,-23.96161375
2014,4,Holiday,2.2049,280,945760-99999,Braddon,152.9774933621543,-27.4598995
2014,4,Business,2.4003,282,949270-99999,Braidwood,149.76710389722874,-35.5060172
2014,4,Holiday,17.8019,282,949270-99999,Braidwood,149.76710389722874,-35.5060172
2014,4,Business,1.6661,283,957710-99999,Branxton - Greta - Pokolbin,151.33365919151345,-32.7068618
2014,4,Holiday,42.3776,283,957710-99999,Branxton - Greta - Pokolbin,151.33365919151345,-32.7068618
2014,4,Holiday,8.0288,288,955660-99999,Bribie Island,153.11928651813543,-26.952324399999995
2014,4,Holiday,12.4971,290,956320-99999,Bridgetown - Boyup Brook,116.38743715031575,-33.88660075
2014,4,Business,2.4474,292,949060-99999,Bright - Mount Beauty,146.98755236571841,-36.83487935000001
2014,4,Holiday,63.1136,292,949060-99999,Bright - Mount Beauty,146.98755236571841,-36.83487935000001
2014,4,Holiday,0.7436,294,946720-99999,Brighton (SA),138.52367769858546,-35.01977980000001
2014,4,Holiday,4.9833,300,945760-99999,Brisbane Airport,153.1204079999733,-27.390029
2014,4,Business,225.7238,301,945760-99999,Brisbane City,153.02549659068865,-27.4696954
2014,4,Holiday,237.9367,301,945760-99999,Brisbane City,153.02549659068865,-27.4696954
2014,4,Holiday,0.2509,304,945800-99999,Broadbeach Waters,153.41677670363964,-28.027379999999994
2014,4,Business,2.529,305,948640-99999,Broadmeadows,144.92094106882672,-37.68016639999999
2014,4,Business,21.6275,306,953690-99999,Broadsound - Nebo,148.91485534611002,-22.24365925
2014,4,Holiday,1.3719,306,953690-99999,Broadsound - Nebo,148.91485534611002,-22.24365925
2014,4,Business,5.6368,307,946910-99999,Broken Hill,141.47807420406994,-31.95727735
2014,4,Holiday,20.9871,307,946910-99999,Broken Hill,141.47807420406994,-31.95727735
2014,4,Holiday,3.4123,310,956160-99999,Brookton,117.14973134478885,-32.483968
2014,4,Business,8.7731,311,942030-99999,Broome,122.22399033176188,-17.953700700000002
2014,4,Holiday,21.1297,311,942030-99999,Broome,122.22399033176188,-17.953700700000002
2014,4,Holiday,13.0911,312,959370-99999,Broulee - Tomakin,150.1547480453165,-35.846343700000006
2014,4,Business,14.4831,315,958660-99999,Brunswick - North,144.96179753142155,-37.76087735
2014,4,Holiday,3.034,315,958660-99999,Brunswick - North,144.96179753142155,-37.76087735
2014,4,Holiday,19.4135,318,945990-99999,Brunswick Heads - Ocean Shores,153.54327036485137,-28.543787499999993
2014,4,Holiday,11.6642,320,949880-99999,Bruny Island - Kettering,147.233003246473,-43.1927056
2014,4,Business,3.9295,321,949080-99999,Bruthen - Omeo,147.56314409452966,-37.316657449999994
2014,4,Holiday,6.4171,321,949080-99999,Bruthen - Omeo,147.56314409452966,-37.316657449999994
2014,4,Holiday,2.9859,322,945690-99999,Buddina - Minyama,153.12783927496983,-26.693002449999994
2014,4,Holiday,12.803,324,945690-99999,Buderim - South,153.04975431769776,-26.6732844
2014,4,Holiday,2.7008,325,957700-99999,Budgewoi - Buff Point - Halekulani,151.53168550219863,-33.222884050000005
2014,4,Business,0.7116,327,957790-99999,Bulahdelah - Stroud,152.0638261241623,-32.346140899999995
2014,4,Holiday,12.6916,327,957790-99999,Bulahdelah - Stroud,152.0638261241623,-32.346140899999995
2014,4,Holiday,4.2575,332,948390-99999,Buloke,143.00688527198213,-35.84693385
2014,4,Business,5.1023,333,943870-99999,Bundaberg,152.35022178776916,-24.871579850000003
2014,4,Holiday,21.6987,333,943870-99999,Bundaberg,152.35022178776916,-24.871579850000003
2014,4,Holiday,1.3719,336,NA,NA,NA,NA
2014,4,Business,4.4874,338,943870-99999,Bundaberg Surrounds - South,152.16331119757592,-24.7556868
2014,4,Holiday,1.5326,338,943870-99999,Bundaberg Surrounds - South,152.16331119757592,-24.7556868
2014,4,Holiday,3.297,341,958740-99999,Bundoora - East,145.06965010405483,-37.6975817
2014,4,Business,1.7055,344,952950-99999,Burdekin,147.2184933592864,-19.8481449
2014,4,Holiday,19.2622,346,945920-99999,Burleigh Heads,153.45152374749273,-28.096213500000005
2014,4,Holiday,1.6829,348,949550-99999,Burnie - Ulverstone Surrounds,145.92048573101272,-41.2842644
2014,4,Business,0.1921,349,959570-99999,Burnie - Wivenhoe,145.9393201955638,-41.07555395
2014,4,Holiday,12.3925,349,959570-99999,Burnie - Wivenhoe,145.9393201955638,-41.07555395
2014,4,Business,4.5223,351,956780-99999,Burnside - Wattle Park,138.67246148416427,-34.93499094999999
2014,4,Holiday,52.183,355,945670-99999,Burrum - Fraser,152.5665608615834,-25.34521885
2014,4,Business,10.6935,359,956110-99999,Busselton - East,115.39574113586926,-33.64200615
2014,4,Holiday,36.1682,359,956110-99999,Busselton - East,115.39574113586926,-33.64200615
2014,4,Business,17.3545,361,956230-99999,Busselton Surrounds,115.5864745870449,-33.68479425
2014,4,Holiday,84.7158,361,956230-99999,Busselton Surrounds,115.5864745870449,-33.68479425
2014,4,Business,22.0013,364,945990-99999,Byron Bay,153.60832813849305,-28.679655999999998
2014,4,Holiday,38.5775,364,945990-99999,Byron Bay,153.60832813849305,-28.679655999999998
2014,4,Holiday,5.0537,366,955660-99999,Caboolture - West,152.98861835032602,-27.065918950000004
2014,4,Business,42.4143,370,942870-99999,Cairns City,145.76448737100236,-16.9115859
2014,4,Holiday,80.97,370,942870-99999,Cairns City,145.76448737100236,-16.9115859
2014,4,Holiday,6.7889,375,959400-99999,Callala Bay - Currarong,150.68920140314773,-35.0075648
2014,4,Business,1.3183,378,955720-99999,Caloundra Hinterland,152.7555890365129,-26.727241099999993
2014,4,Holiday,16.6576,378,955720-99999,Caloundra Hinterland,152.7555890365129,-26.727241099999993
2014,4,Business,2.3585,381,959360-99999,Camberwell,145.07347462312768,-37.83512825
2014,4,Holiday,1.6742,383,949750-99999,Cambridge,147.46657219008574,-42.85065405
2014,4,Holiday,1.9561,385,947550-99999,Camden - Ellis Lane,150.67936934021384,-34.061267
2014,4,Business,1.8976,389,949260-99999,Campbell,149.1533065441294,-35.2857851
2014,4,Business,3.4111,390,948640-99999,Campbellfield - Coolaroo,144.94920488813176,-37.6664715
2014,4,Holiday,1.7646,393,947680-99999,Camperdown - Darlington,151.1852350513821,-33.88983035000001
2014,4,Holiday,2.8728,396,948520-99999,Canadian - Mount Clear,143.87602079395475,-37.593018799999996
2014,4,Business,2.2109,397,949260-99999,Canberra Airport,149.1963555110508,-35.30343849999999
2014,4,Business,5.5157,400,946090-99999,Canning Vale - West,115.90488457611958,-32.094300000000004
2014,4,Business,3.719,401,956040-99999,Cannington - Queens Park,115.94164763211784,-32.012778999999995
2014,4,Holiday,2.5186,404,947660-99999,Canterbury - South,151.10910783186142,-33.91931775
2014,4,Business,13.8348,407,941830-99999,Cape York,142.76126682554894,-13.68361509999999
2014,4,Holiday,2.501,407,941830-99999,Cape York,142.76126682554894,-13.68361509999999
2014,4,Holiday,1.8204,408,956220-99999,Capel,115.6292640758254,-33.5300474
2014,4,Holiday,4.0553,414,945760-99999,Carindale,153.1121097464361,-27.511876949999998
2014,4,Holiday,4.0768,418,947640-99999,Carlingford - West,151.0553311014425,-33.7731815
2014,4,Business,3.6746,419,959360-99999,Carlton,144.96928491963598,-37.80005859999999
2014,4,Holiday,11.623,419,959360-99999,Carlton,144.96928491963598,-37.80005859999999
2014,4,Business,1.1471,420,959360-99999,Carlton North - Princes Hill,144.96829086174904,-37.7850305
2014,4,Business,1.344,421,943000-99999,Carnarvon,113.68490444695226,-24.870751349999995
2014,4,Holiday,12.8349,421,943000-99999,Carnarvon,113.68490444695226,-24.870751349999995
2014,4,Holiday,2.0959,424,942600-99999,Carpentaria,138.71854123072131,-17.387931499999997
2014,4,Holiday,0.9887,426,947820-99999,Carrara,151.33092563044084,-33.39619704999999
2014,4,Business,1.5971,427,948710-99999,Carrum - Patterson Lakes,145.14592463667145,-38.0680331
2014,4,Holiday,0.2667,432,945730-99999,Casino,153.03306872114092,-28.842935699999998
2014,4,Holiday,2.2173,433,945730-99999,Casino Surrounds,152.79688036365405,-28.9043147
2014,4,Holiday,2.5264,434,947690-99999,Castle Cove - Northbridge,151.2201526599216,-33.799471800000006
2014,4,Business,1.1335,435,947640-99999,Castle Hill - South,150.9999669846938,-33.71935085
2014,4,Holiday,1.1512,435,947640-99999,Castle Hill - South,150.9999669846938,-33.71935085
2014,4,Holiday,14.886,436,958530-99999,Castlemaine,144.24150989304485,-37.085850300000004
2014,4,Holiday,6.0054,437,948590-99999,Castlemaine Surrounds,144.41714794078973,-37.06129314999999
2014,4,Holiday,1.6309,439,947620-99999,Casula,150.8965668398331,-33.95173799999999
2014,4,Holiday,9.5583,443,946530-99999,Ceduna,133.68417189558397,-32.072958799999995
2014,4,Holiday,9.8101,445,959700-99999,Central Highlands,146.69325995655677,-42.25842435
2014,4,Business,13.2808,446,943980-99999,Central Highlands - East,149.42051172729495,-24.007725599999997
2014,4,Holiday,6.0983,446,943980-99999,Central Highlands - East,149.42051172729495,-24.007725599999997
2014,4,Business,20.0618,447,943980-99999,Central Highlands - West,149.42051172729495,-24.007725599999997
2014,4,Holiday,2.5406,447,943980-99999,Central Highlands - West,149.42051172729495,-24.007725599999997
2014,4,Holiday,2.7389,448,NA,NA,NA,NA
2014,4,Business,3.696,451,957710-99999,Cessnock,151.36025652340166,-32.82844429999999
2014,4,Holiday,14.4135,451,957710-99999,Cessnock,151.36025652340166,-32.82844429999999
2014,4,Holiday,5.5585,452,957710-99999,Cessnock Surrounds,151.1708645825475,-32.9584573
2014,4,Holiday,1.7687,459,947810-99999,Charlestown - Dudley,151.7054091992542,-32.982046899999986
2014,4,Business,0.4347,460,945100-99999,Charleville,146.36902957403507,-26.135623349999996
2014,4,Holiday,18.6436,462,943560-99999,Charters Towers,146.27070316946967,-20.068249100000003
2014,4,Business,23.6248,464,947680-99999,Chatswood - East,151.18708779420064,-33.7949323
2014,4,Holiday,5.6887,464,947680-99999,Chatswood - East,151.18708779420064,-33.7949323
2014,4,Business,1.9474,468,945760-99999,Chermside,153.03356898475425,-27.38397585
2014,4,Business,25.0248,475,955290-99999,Chinchilla,150.76080972010925,-26.296957
2014,4,Holiday,6.6035,475,955290-99999,Chinchilla,150.76080972010925,-26.296957
2014,4,Holiday,9.3459,481,956120-99999,Chittering,116.06631948086692,-31.3578732
2014,4,Business,3.5689,483,948080-99999,Christies Beach,138.47790165863375,-35.1401925
2014,4,Holiday,3.2924,486,948910-99999,Churchill,146.40124056453897,-38.3723977
2014,4,Business,97.8368,489,949260-99999,Civic,149.12929624829383,-35.28187979999999
2014,4,Holiday,82.9887,489,949260-99999,Civic,149.12929624829383,-35.28187979999999
2014,4,Business,1.899,490,956670-99999,Clare,138.5982188597934,-33.81466449999999
2014,4,Holiday,13.5754,490,956670-99999,Clare,138.5982188597934,-33.81466449999999
2014,4,Holiday,2.0973,494,946830-99999,Clarendon,138.63768944723273,-35.1193542
2014,4,Holiday,0.8576,496,946070-99999,Clarkson,115.72859068605544,-31.696008099999997
2014,4,Business,1.8525,497,945760-99999,Clayfield,153.056149220824,-27.417070749999997
2014,4,Business,5.3245,499,948700-99999,Clayton (North) - Notting Hill,145.13626736969366,-37.9118391
2014,4,Business,7.7457,502,958670-99999,Clermont,145.19955382381653,-37.83889165
2014,4,Holiday,3.7055,502,958670-99999,Clermont,145.19955382381653,-37.83889165
2014,4,Holiday,14.2979,505,942870-99999,Clifton Beach - Kewarra Beach,145.66918527071607,-16.778782399999997
2014,4,Holiday,5.2822,507,948470-99999,Clifton Springs,144.57038220128715,-38.17367235
2014,4,Business,17.577,512,957210-99999,Cobar,148.64593304313235,-33.789339749999996
2014,4,Holiday,6.5158,512,957210-99999,Cobar,148.64593304313235,-33.789339749999996
2014,4,Holiday,11.9661,515,957210-99999,Cobram,148.64593304313235,-33.789339749999996
2014,4,Holiday,5.8609,516,948640-99999,Coburg - East,144.9719435778615,-37.74548734999999
2014,4,Business,1.2741,519,941200-99999,Coconut Grove,130.85217845375018,-12.393071700000007
2014,4,Business,31.2527,522,947910-99999,Coffs Harbour - South,153.1041209444475,-30.2834772
2014,4,Holiday,73.4649,522,947910-99999,Coffs Harbour - South,153.1041209444475,-30.2834772
2014,4,Business,13.8429,523,947100-99999,Colac,145.2993587836002,-31.974895950000004
2014,4,Holiday,6.2917,523,947100-99999,Colac,145.2993587836002,-31.974895950000004
2014,4,Business,1.6689,525,947590-99999,Collaroy - Collaroy Plateau,151.29650106820387,-33.734974300000005
2014,4,Business,0.8442,527,956210-99999,Collie,116.17113083899497,-33.26253754999999
2014,4,Business,1.8237,528,959360-99999,Collingwood,144.98810808462636,-37.80247459999999
2014,4,Holiday,0.896,533,949230-99999,Como,149.11053965521887,-36.25104915
2014,4,Holiday,1.872,534,957650-99999,Concord - Mortlake - Cabarita,151.10374458890598,-33.8532888
2014,4,Holiday,1.9894,538,957080-99999,Condobolin,147.12130144576844,-32.7953435
2014,4,Holiday,10.7741,540,954580-99999,Coober Pedy,134.75684000646368,-29.01540985
2014,4,Business,2.1905,544,945920-99999,Coolangatta,153.53057355373898,-28.170163499999994
2014,4,Holiday,45.2291,544,945920-99999,Coolangatta,153.53057355373898,-28.170163499999994
2014,4,Holiday,27.4995,546,945640-99999,Cooloola,152.97055683671474,-25.997421499999994
2014,4,Holiday,23.2108,548,945690-99999,Coolum Beach,153.08490173743277,-26.537019899999997
2014,4,Business,0.9852,549,949230-99999,Cooma,149.11053965521887,-36.25104915
2014,4,Holiday,3.7659,549,949230-99999,Cooma,149.11053965521887,-36.25104915
2014,4,Holiday,8.8257,550,949230-99999,Cooma Surrounds,149.1610187196409,-36.1468931
2014,4,Business,2.9818,554,957280-99999,Coonabarabran,149.41707990179697,-31.309169950000005
2014,4,Holiday,19.4075,554,957280-99999,Coonabarabran,149.41707990179697,-31.309169950000005
2014,4,Business,2.7703,555,957180-99999,Coonamble,148.2930965527547,-31.0183033
