obs_lat,obs_lon,date,time,year,month,day,hour,weekday,dayofyear,sci_name,organism_name,record_type,obs_state,ws_id
-30.21,153.17,2017-03-09,00:00:00,2017,3,9,0,Thursday,68,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,New South Wales,947910-99999
-30.21,153.22,2017-02-27,00:00:00,2017,2,27,0,Monday,58,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,New South Wales,947910-99999
-30.21,153.19,2017-03-02,00:00:00,2017,3,2,0,Thursday,61,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,New South Wales,947910-99999
-30.21,153.17,2017-03-04,00:00:00,2017,3,4,0,Saturday,63,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,New South Wales,947910-99999
-30.21,153.18,2017-02-22,00:00:00,2017,2,22,0,Wednesday,53,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,New South Wales,947910-99999
-30.21,153.22,2017-02-20,00:00:00,2017,2,20,0,Monday,51,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,New South Wales,947910-99999
-30.21,153.18,2017-03-02,00:00:00,2017,3,2,0,Thursday,61,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,New South Wales,947910-99999
-30.01784,153.27135,2020-05-13,00:00:00,2020,5,13,0,Wednesday,134,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,947910-99999
-30.01784,153.27135,2023-02-05,12:34:00,2023,2,5,12,Sunday,36,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,947910-99999
-29.919402,153.381332,2021-01-02,11:10:13,2021,1,2,11,Saturday,2,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,955700-99999
-29.911231,153.251984,2016-03-16,00:00:00,2016,3,16,0,Wednesday,76,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,955700-99999
-28.637752,153.644438,2015-11-23,15:29:00,2015,11,23,15,Monday,327,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.612478,153.62886,2024-02-03,08:59:11,2024,2,3,8,Saturday,34,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.611682,153.627785,2023-02-05,09:04:12,2023,2,5,9,Sunday,36,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.611592,153.628972,2024-04-04,12:35:00,2024,4,4,12,Thursday,95,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.611587,153.628075,2021-02-01,09:35:42,2021,2,1,9,Monday,32,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.611474,153.627955,2021-02-09,13:26:00,2021,2,9,13,Tuesday,40,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.611468,153.629229,2023-03-27,21:14:00,2023,3,27,21,Monday,86,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.611388,153.629028,2021-04-27,14:25:00,2021,4,27,14,Tuesday,117,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.611361,153.62854,2023-03-27,10:25:28,2023,3,27,10,Monday,86,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.611349,153.629085,2023-01-12,11:27:00,2023,1,12,11,Thursday,12,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.611273,153.628954,2019-03-23,12:40:00,2019,3,23,12,Saturday,82,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.6112,153.628317,2024-02-02,09:34:20,2024,2,2,9,Friday,33,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.610679,153.630139,2019-04-25,11:54:30,2019,4,25,11,Thursday,115,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945990-99999
-28.61,153.63,2017-02-08,00:00:00,2017,2,8,0,Wednesday,39,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,New South Wales,945990-99999
-28.276206,153.584042,2024-01-04,07:15:56,2024,1,4,7,Thursday,4,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,New South Wales,945920-99999
-27.946148,153.410057,2016-03-15,00:00:00,2016,3,15,0,Tuesday,75,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945800-99999
-27.744762,153.453958,2024-03-03,10:55:07,2024,3,3,10,Sunday,63,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945800-99999
-27.439487,153.544617,2023-08-11,13:05:00,2023,8,11,13,Friday,223,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.438003,153.545981,2022-12-26,12:04:26,2022,12,26,12,Monday,360,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.437737,153.546743,2024-09-22,15:52:00,2024,9,22,15,Sunday,266,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.43773,153.546476,2022-11-18,18:42:52,2022,11,18,18,Friday,322,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.437644,153.546477,2022-11-18,10:48:36,2022,11,18,10,Friday,322,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.437529,153.546851,2024-11-15,11:01:22,2024,11,15,11,Friday,320,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.43749,153.546278,2024-10-20,11:11:00,2024,10,20,11,Sunday,294,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.437278,153.545404,2023-03-09,12:13:00,2023,3,9,12,Thursday,68,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.437182,153.545215,2022-12-24,07:56:58,2022,12,24,7,Saturday,358,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.436957,153.548092,2023-01-21,14:40:15,2023,1,21,14,Saturday,21,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.436709,153.54535,2021-10-14,20:30:07,2021,10,14,20,Thursday,287,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.436638,153.545455,2023-08-11,13:06:48,2023,8,11,13,Friday,223,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.436587,153.546466,2024-10-12,17:43:55,2024,10,12,17,Saturday,286,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.436437,153.546137,2016-09-20,10:59:00,2016,9,20,10,Tuesday,264,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.436389,153.547199,2024-10-20,11:15:00,2024,10,20,11,Sunday,294,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.435918,153.547424,2023-09-25,15:25:00,2023,9,25,15,Monday,268,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.434603,153.540321,2023-03-21,09:19:00,2023,3,21,9,Tuesday,80,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.423744,153.548211,2024-11-24,13:39:00,2024,11,24,13,Sunday,329,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.423744,153.548211,2023-03-19,13:34:00,2023,3,19,13,Sunday,78,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.423698,153.547968,2024-11-10,23:26:20,2024,11,10,23,Sunday,315,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.423373,153.548286,2023-03-25,13:57:18,2023,3,25,13,Saturday,84,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.423369,153.548286,2021-03-07,00:00:00,2021,3,7,0,Sunday,66,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.422781,153.548448,2024-02-18,08:32:00,2024,2,18,8,Sunday,49,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.422003,153.548093,2024-11-09,06:01:18,2024,11,9,6,Saturday,314,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.421475,153.544527,2020-11-29,08:47:00,2020,11,29,8,Sunday,334,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.42,153.55,2017-02-04,22:16:00,2017,2,4,22,Saturday,35,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.42,153.55,2017-02-04,22:04:00,2017,2,4,22,Saturday,35,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.42,153.55,2017-02-03,22:17:00,2017,2,3,22,Friday,34,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.42,153.55,2017-02-04,00:13:00,2017,2,4,0,Saturday,35,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.42,153.55,2017-02-04,03:48:00,2017,2,4,3,Saturday,35,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.42,153.55,2017-02-03,23:49:00,2017,2,3,23,Friday,34,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.42,153.55,2017-02-04,22:42:00,2017,2,4,22,Saturday,35,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.42,153.55,2017-02-04,21:54:00,2017,2,4,21,Saturday,35,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.42,153.55,2017-02-03,23:02:00,2017,2,3,23,Friday,34,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.42,153.55,2017-02-03,22:12:00,2017,2,3,22,Friday,34,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.41798,153.554951,2019-11-15,13:29:00,2019,11,15,13,Friday,319,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.416666,153.55,2024-12-03,13:56:01,2024,12,3,13,Tuesday,338,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.415216,153.555191,2016-05-01,08:49:00,2016,5,1,8,Sunday,122,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.408028,153.543632,2021-01-26,08:51:00,2021,1,26,8,Tuesday,26,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.390527,153.552444,2016-03-19,09:11:00,2016,3,19,9,Saturday,79,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.390527,153.552444,2016-05-01,08:43:00,2016,5,1,8,Sunday,122,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.390527,153.552444,2016-05-01,08:52:00,2016,5,1,8,Sunday,122,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.390527,153.552444,2016-05-01,09:02:00,2016,5,1,9,Sunday,122,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.390527,153.552444,2016-05-01,08:49:00,2016,5,1,8,Sunday,122,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.390527,153.552444,2016-05-01,09:11:00,2016,5,1,9,Sunday,122,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.390527,153.552444,2016-03-19,09:10:00,2016,3,19,9,Saturday,79,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945930-99999
-27.105291,153.288485,2021-03-28,10:32:00,2021,3,28,10,Sunday,87,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945810-99999
-26.617461,153.146496,2016-03-19,09:14:00,2016,3,19,9,Saturday,79,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945690-99999
-26.37656,153.108068,2023-05-16,15:38:59,2023,5,16,15,Tuesday,136,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945700-99999
-25.91667,153.19996,2023-03-30,00:00:00,2023,3,30,0,Thursday,89,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945840-99999
-25.916667,153.2,2021-07-18,10:56:00,2021,7,18,10,Sunday,199,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945840-99999
-25.910017,153.19678,2023-06-14,11:39:00,2023,6,14,11,Wednesday,165,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945840-99999
-25.909723,153.196805,2023-06-14,09:46:00,2023,6,14,9,Wednesday,165,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,945840-99999
-25.321982,153.12851,2019-08-24,00:00:00,2019,8,24,0,Saturday,236,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,955650-99999
-24.12051,152.714779,2023-12-15,10:12:00,2023,12,15,10,Friday,349,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.12,152.71,2015-06-24,00:00:00,2015,6,24,0,Wednesday,175,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.12,152.71,2014-04-18,00:00:00,2014,4,18,0,Friday,108,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,Queensland,943880-99999
-24.12,152.71,2014-04-03,00:00:00,2014,4,3,0,Thursday,93,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,Queensland,943880-99999
-24.12,152.71,2014-01-29,00:00:00,2014,1,29,0,Wednesday,29,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,Queensland,943880-99999
-24.12,152.71,2014-05-06,00:00:00,2014,5,6,0,Tuesday,126,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,Queensland,943880-99999
-24.12,152.72,2014-01-03,00:00:00,2014,1,3,0,Friday,3,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,Queensland,943880-99999
-24.12,152.71,2014-01-02,00:00:00,2014,1,2,0,Thursday,2,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,Queensland,943880-99999
-24.12,152.71,2014-01-03,00:00:00,2014,1,3,0,Friday,3,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,Queensland,943880-99999
-24.12,152.71,2014-01-28,00:00:00,2014,1,28,0,Tuesday,28,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,Queensland,943880-99999
-24.12,152.71,2014-04-25,00:00:00,2014,4,25,0,Friday,115,Mobula alfredi,Manta ray,MACHINE_OBSERVATION,Queensland,943880-99999
-24.117184,152.72511,2023-12-16,10:02:00,2023,12,16,10,Saturday,350,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.116649,152.706741,2022-10-27,16:41:00,2022,10,27,16,Thursday,300,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.115257,152.708054,2024-05-01,19:59:45,2024,5,1,19,Wednesday,122,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.115237,152.718193,2019-08-16,20:25:00,2019,8,16,20,Friday,228,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.114421,152.708946,2022-10-25,16:00:00,2022,10,25,16,Tuesday,298,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.114405,152.708692,2022-07-01,13:10:00,2022,7,1,13,Friday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.114114,152.709899,2016-05-14,19:32:00,2016,5,14,19,Saturday,135,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.114085,152.708893,2024-08-08,16:31:00,2024,8,8,16,Thursday,221,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.114056,152.708022,2023-08-02,10:54:00,2023,8,2,10,Wednesday,214,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113935,152.714691,2020-06-30,11:11:00,2020,6,30,11,Tuesday,182,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113932,152.708442,2023-08-12,10:24:00,2023,8,12,10,Saturday,224,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113922,152.70946,2024-02-21,17:58:00,2024,2,21,17,Wednesday,52,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113922,152.70946,2024-02-21,17:58:00,2024,2,21,17,Wednesday,52,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113638,152.707481,2019-07-12,08:04:00,2019,7,12,8,Friday,193,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113638,152.707481,2019-07-11,14:54:00,2019,7,11,14,Thursday,192,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113552,152.701665,2018-09-03,13:19:00,2018,9,3,13,Monday,246,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113319,152.708633,2021-09-19,11:03:04,2021,9,19,11,Sunday,262,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113107,152.714897,2023-06-02,10:24:00,2023,6,2,10,Friday,153,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113107,152.714897,2023-06-01,16:00:00,2023,6,1,16,Thursday,152,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113107,152.714897,2023-06-02,10:24:00,2023,6,2,10,Friday,153,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113107,152.714897,2022-07-18,19:18:36,2022,7,18,19,Monday,199,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113107,152.714897,2023-06-01,16:10:00,2023,6,1,16,Thursday,152,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.113076,152.707753,2016-10-09,11:00:00,2016,10,9,11,Sunday,283,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.112945,152.708628,2023-06-27,15:00:00,2023,6,27,15,Tuesday,178,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.11288,152.714018,2015-11-08,02:19:37,2015,11,8,2,Sunday,312,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.11288,152.714019,2015-11-09,02:21:00,2015,11,9,2,Monday,313,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.11288,152.714019,2023-06-19,09:03:00,2023,6,19,9,Monday,170,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.11288,152.714019,2015-11-08,02:45:00,2015,11,8,2,Sunday,312,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.11288,152.714019,2023-06-19,09:06:00,2023,6,19,9,Monday,170,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
-24.11288,152.714019,2024-07-17,12:10:00,2024,7,17,12,Wednesday,199,Mobula alfredi,Manta ray,HUMAN_OBSERVATION,Queensland,943880-99999
