player_id,first_name,last_name,birth_date,birth_city,birth_country,birth_state_province,birth_year,birth_month
8462211,Jean-Luc,Grand-Pierre,1977-02-02,Montréal,CAN,Quebec,1977,2
8463125,Shawn,Heins,1973-12-24,Eganville,CAN,Ontario,1973,12
8467450,Tomas,Kloucek,1980-03-07,Prague,CZE,NA,1980,3
8469710,Ivan,Majesky,1976-09-02,Banská Bystrica,SVK,NA,1976,9
8467358,Kyle,Rossiter,1980-06-09,Edmonton,CAN,Alberta,1980,6
8470140,Kari,Lehtonen,1983-11-16,Helsinki,FIN,NA,1983,11
8467356,Ramzi,Abid,1980-03-24,Montréal,CAN,Quebec,1980,3
8466164,Scott,Barney,1979-03-27,Oshawa,CAN,Ontario,1979,3
8445575,Peter,Bondra,1968-02-07,Luck,UKR,NA,1968,2
8460720,Eric,Boulton,1976-08-17,Halifax,CAN,Nova Scotia,1976,8
8467333,Rico,Fata,1980-02-12,Sault Ste. Marie,CAN,Ontario,1980,2
8447958,Bobby,Holik,1971-01-01,Jihlava,CZE,NA,1971,1
8466148,Marian,Hossa,1979-01-12,Stará Lubovna,SVK,NA,1979,1
8470543,Chris,Kunitz,1979-09-26,Regina,CAN,Saskatchewan,1979,9
8449545,Scott,Mellanby,1966-06-11,Montréal,CAN,Quebec,1966,6
8470289,Jim,Slater,1982-12-09,Lapeer,USA,Michigan,1982,12
8470601,Braydon,Coburn,1985-02-27,Shaunavon,CAN,Saskatchewan,1985,2
8467956,Niclas,Havelid,1973-04-12,Stockholm,SWE,NA,1973,4
8460661,Shane,Hnidy,1975-11-08,Neepawa,CAN,Manitoba,1975,11
8467896,Steve,McCarthy,1981-02-03,Trail,CAN,British Columbia,1981,2
8457403,Jaroslav,Modry,1971-02-27,České Budějovice,CZE,NA,1971,2
8469488,Mark,Popovic,1982-10-11,Stoney Creek,CAN,Ontario,1982,10
8460254,Greg,De Vries,1973-01-04,Sundridge,CAN,Ontario,1973,1
8468720,Adam,Berkhoel,1981-05-16,St. Paul,USA,Minnesota,1981,5
8456137,Mike,Dunham,1972-06-01,Johnson City,USA,New York,1972,6
8469529,Michael,Garnett,1982-11-25,Saskatoon,CAN,Saskatchewan,1982,11
8458615,Steve,Shields,1972-07-19,Toronto,CAN,Ontario,1972,7
8465050,Eric,Belanger,1977-12-16,Sherbrooke,CAN,Quebec,1977,12
8466393,Pascal,Dupuis,1979-04-07,Laval,CAN,Quebec,1979,4
8462185,Denis,Hamel,1977-05-10,Lachute,CAN,Quebec,1977,5
8468121,Darren,Haydar,1979-10-22,Toronto,CAN,Ontario,1979,10
8467516,Niko,Kapanen,1978-04-29,Hämeenlinna,FIN,NA,1978,4
8467857,Jason,Krog,1975-10-09,Fernie,CAN,British Columbia,1975,10
8462823,Glen,Metropolit,1974-06-25,Toronto,CAN,Ontario,1974,6
8459284,Steve,Rucchin,1971-07-04,Thunder Bay,CAN,Ontario,1971,7
8465024,Jon,Sim,1977-09-29,New Glasgow,CAN,Nova Scotia,1977,9
8458229,Keith,Tkachuk,1972-03-28,Melrose,USA,Massachusetts,1972,3
8467352,Vitaly,Vishnevski,1980-03-18,Kharkov,UKR,NA,1980,3
8458595,Alexei,Zhitnik,1972-10-10,Kiev,UKR,NA,1972,10
8460704,Johan,Hedberg,1973-05-05,Leksand,SWE,NA,1973,5
8469474,Colby,Armstrong,1982-11-23,Lloydminster,CAN,Saskatchewan,1982,11
8470299,Erik,Christensen,1983-12-17,Edmonton,CAN,Alberta,1983,12
8470937,Kevin,Doell,1979-07-15,Saskatoon,CAN,Saskatchewan,1979,7
8471778,Jordan,Lavallee-Smotherman,1986-05-11,Corvallis,USA,Oregon,1986,5
8473412,Bryan,Little,1987-11-12,Edmonton,CAN,Alberta,1987,11
8466399,Eric,Perrin,1975-11-01,Laval,CAN,Quebec,1975,11
8450725,Mark,Recchi,1968-02-01,Kamloops,CAN,British Columbia,1968,2
8470737,Brett,Sterling,1984-04-24,Los Angeles,USA,California,1984,4
8469582,Colin,Stuart,1982-07-08,Rochester,USA,Minnesota,1982,7
8469501,Chris,Thorburn,1983-06-03,Sault Ste. Marie,CAN,Ontario,1983,6
8466392,Todd,White,1975-05-21,Kanata,CAN,Ontario,1975,5
8470828,Toby,Enstrom,1984-11-05,Nordingra,SWE,NA,1984,11
8456850,Ken,Klee,1971-04-24,Indianapolis,USA,Indiana,1971,4
8465168,Joel,Kwiatkowski,1977-03-22,Kindersley,CAN,Saskatchewan,1977,3
8471223,Boris,Valabik,1986-02-14,Nitra,SVK,NA,1986,2
8471715,Ondrej,Pavelec,1987-08-31,Kladno,CZE,NA,1987,8
8470156,Joey,Crabb,1983-04-03,Anchorage,USA,Alaska,1983,4
8474146,Spencer,Machacek,1988-10-14,Lethbridge,CAN,Alberta,1988,10
8470564,Joe,Motzko,1980-03-14,Bemidji,USA,Minnesota,1980,3
8471514,Rich,Peverley,1982-07-08,Kingston,CAN,Ontario,1982,7
8464967,Marty,Reasoner,1977-02-26,Honeoye Falls,USA,New York,1977,2
8468789,Jason,Williams,1980-08-11,London,CAN,Ontario,1980,8
8474567,Zach,Bogosian,1990-07-15,Massena,USA,New York,1990,7
8468493,Ron,Hainsey,1981-03-24,Bolton,USA,Connecticut,1981,3
8471288,Scott,Lehman,1986-01-05,Windsor,CAN,Ontario,1986,1
8471253,Grant,Lewis,1985-01-20,Pittsburgh,USA,Pennsylvania,1985,1
8470136,Nathan,Oystrick,1982-12-17,Regina,CAN,Saskatchewan,1982,12
8474557,Anssi,Salmela,1984-08-13,Nokia,FIN,NA,1984,8
8451224,Mathieu,Schneider,1969-06-12,New York City,USA,New York,1969,6
8472262,Clay,Wilson,1983-04-05,Sturgeon Lake,USA,Minnesota,1983,4
8466202,Maxim,Afinogenov,1979-09-04,Moscow,RUS,NA,1979,9
8467353,Nik,Antropov,1980-02-18,Ust-Kamenogorsk,KAZ,NA,1980,2
8469543,Evgeny,Artyukhin,1983-04-04,Moscow,RUS,NA,1983,4
8471697,Niclas,Bergfors,1987-03-07,Sodertalje,SWE,NA,1987,3
8475169,Evander,Kane,1991-08-02,Vancouver,CAN,British Columbia,1991,8
8470667,Clarke,MacArthur,1985-04-06,Lloydminster,CAN,Alberta,1985,4
8472379,Tim,Stapleton,1982-07-19,Forest Park,USA,Illinois,1982,7
8446053,Chris,Chelios,1962-01-25,Chicago,USA,Illinois,1962,1
8465210,Pavel,Kubina,1977-04-15,Celadna,CZE,NA,1977,4
8473459,Arturs,Kulda,1988-07-25,Riga,LVA,NA,1988,7
8469665,Johnny,Oduya,1981-10-01,Stockholm,SWE,NA,1981,10
8469575,Christoph,Schubert,1982-02-05,Munich,DEU,NA,1982,2
8475788,Alexander,Burmistrov,1991-10-21,Kazan,RUS,NA,1991,10
8474616,Patrice,Cormier,1990-06-14,Moncton,CAN,New Brunswick,1990,6
8470741,Nigel,Dawes,1985-02-09,Winnipeg,CAN,Manitoba,1985,2
8462041,Radek,Dvorak,1977-03-09,Tabor,CZE,NA,1977,3
8470280,Ben,Eager,1984-01-22,Ottawa,CAN,Ontario,1984,1
8475159,Carl,Klingberg,1991-01-28,Gothenburg,SWE,NA,1991,1
8471217,Andrew,Ladd,1985-12-12,Maple Ridge,CAN,British Columbia,1985,12
8473493,Ben,Maxwell,1988-03-30,North Vancouver,CAN,British Columbia,1988,3
8460556,Freddy,Modin,1974-10-08,Sundsvall,SWE,NA,1974,10
8470321,Patrick,Rissmiller,1978-10-26,Belmont,USA,Massachusetts,1978,10
8471238,Rob,Schremp,1986-07-01,Fulton,USA,New York,1986,7
8470618,Anthony,Stewart,1985-01-05,LaSalle,CAN,Quebec,1985,1
8471218,Blake,Wheeler,1986-08-31,Plymouth,USA,Minnesota,1986,8
8470834,Dustin,Byfuglien,1985-03-27,Roseau,USA,Minnesota,1985,3
8470578,Freddy,Meyer,1981-01-04,Sanbornville,USA,New Hampshire,1981,1
8474074,Paul,Postma,1989-02-22,Red Deer,CAN,Alberta,1989,2
8462176,Brent,Sopel,1977-01-07,Calgary,CAN,Alberta,1977,1
8470614,Mark,Stuart,1984-04-27,Rochester,USA,Minnesota,1984,4
8469505,Noah,Welch,1982-08-26,Brighton,USA,Massachusetts,1982,8
8471848,Andrey,Zubarev,1987-03-03,Ufa,RUS,NA,1987,3
8474771,Peter,Mannino,1984-02-17,Farmington Hills,USA,Michigan,1984,2
8462152,Chris,Mason,1976-04-20,Red Deer,CAN,Alberta,1976,4
8444912,Steve,Alley,1953-12-29,Anoka,USA,Minnesota,1953,12
8444913,Ray,Allison,1959-03-04,Cranbrook,CAN,British Columbia,1959,3
8445015,Mike,Antonovich,1951-10-18,Calumet,USA,Minnesota,1951,10
8445414,Bill,Bennett,1953-05-31,Warwick,USA,Rhode Island,1953,5
8445618,Pat,Boutette,1952-03-01,Windsor,CAN,Ontario,1952,3
8445723,Jeff,Brubaker,1958-02-24,Frederick,USA,Maryland,1958,2
8445981,Greg,Carroll,1956-10-10,Gimli,CAN,Manitoba,1956,10
8446355,Dave,Debol,1956-03-27,St. Clair Shores,USA,Michigan,1956,3
8446469,Jordy,Douglas,1958-01-20,Winnipeg,CAN,Manitoba,1958,1
8446940,Nick,Fotiu,1952-05-25,Staten Island,USA,New York,1952,5
8447508,Al,Hangsleben,1953-02-22,Warroad,USA,Minnesota,1953,2
8447821,Brian,Hill,1957-12-01,Regina,CAN,Saskatchewan,1957,12
8448000,Gordie,Howe,1928-03-31,Floral,CAN,Saskatchewan,1928,3
8448108,Bobby,Hull,1939-01-03,Point Anne,CAN,Ontario,1939,1
8448327,Bernie,Johnston,1956-09-15,Toronto,CAN,Ontario,1956,9
8448468,Dave,Keon,1940-03-22,Noranda,CAN,Quebec,1940,3
8448612,Andre,Lacroix,1945-06-05,Lauzon,CAN,Quebec,1945,6
8449860,Ray,Neufeld,1959-04-15,St. Boniface,CAN,Manitoba,1959,4
8450981,Mike,Rogers,1954-10-24,Calgary,CAN,Alberta,1954,10
8451028,Tom,Rowe,1956-05-23,Lynn,USA,Massachusetts,1956,5
8451145,Jean,Savard,1957-04-26,Verdun,CAN,Quebec,1957,4
8451244,Maynard,Schurman,1957-07-16,Summerside,CAN,Prince Edward Island,1957,7
8451324,Timothy,Sheehy,1948-09-03,Fort Frances,CAN,Ontario,1948,9
8451696,Robert,Stephenson,1954-02-01,Saskatoon,CAN,Saskatchewan,1954,2
8451770,Blaine,Stoughton,1953-03-13,Gilbert Plains,CAN,Manitoba,1953,3
8452294,James,Warner,1954-03-26,Minneapolis,USA,Minnesota,1954,3
8447209,Larry,Giroux,1951-08-28,Weyburn,CAN,Saskatchewan,1951,8
8447911,Rick,Hodgson,1956-05-23,Medicine Hat,CAN,Alberta,1956,5
8448002,Mark,Howe,1955-05-28,Detroit,USA,Michigan,1955,5
8448005,Marty,Howe,1954-02-18,Detroit,USA,Michigan,1954,2
8448838,Rick,Ley,1948-11-02,Orillia,CAN,Ontario,1948,11
8448906,Charles,Luksa,1954-02-19,Toronto,CAN,Ontario,1954,2
8450478,Ronald,Plumb,1950-07-17,Kingston,CAN,Ontario,1950,7
8450798,Mark,Renaud,1959-02-21,Windsor,CAN,Ontario,1959,2
8450905,Gordie,Roberts,1957-10-02,Detroit,USA,Michigan,1957,10
8451364,Al,Sims,1953-04-18,Toronto,CAN,Ontario,1953,4
8451561,Stuart,Smith,1960-03-17,Toronto,CAN,Ontario,1960,3
8447066,John,Garrett,1951-06-17,Trenton,CAN,Ontario,1951,6
8451474,Al,Smith,1945-11-10,Toronto,CAN,Ontario,1945,11
8446819,Mike,Fidler,1956-08-19,Everett,USA,Massachusetts,1956,8
8447000,Michel,Galarneau,1961-03-01,Montréal,CAN,Quebec,1961,3
8449535,Rick,Meagher,1953-11-02,Belleville,CAN,Ontario,1953,11
8449629,Warren,Miller,1954-06-15,St. Paul,USA,Minnesota,1954,6
8449789,Don,Nachbaur,1959-01-30,Kitimat,CAN,British Columbia,1959,1
8444892,Thommy,Abrahamsson,1947-04-12,Umea,SWE,NA,1947,4
8445090,Fred,Arthur,1961-03-06,Toronto,CAN,Ontario,1961,3
8445270,Norm,Barnes,1953-08-24,Toronto,CAN,Ontario,1953,8
8448447,Kevin,Kemp,1954-05-03,Ottawa,CAN,Ontario,1954,5
8448905,Gilles,Lupien,1954-04-20,Brownsburg,CAN,Quebec,1954,4
8449436,Jack,McIlhargey,1952-03-07,Edmonton,CAN,Alberta,1952,3
8452235,Mickey,Volcan,1962-03-03,Edmonton,CAN,Alberta,1962,3
8447927,Ken,Holland,1955-11-10,Vernon,CAN,British Columbia,1955,11
8452205,Mike,Veisor,1952-08-25,Toronto,CAN,Ontario,1952,8
8445628,Dan,Bourbonnais,1962-03-06,Winnipeg,CAN,Manitoba,1962,3
8446951,Ron,Francis,1963-03-01,Sault Ste. Marie,CAN,Ontario,1963,3
8446977,Dan,Fridgen,1959-05-18,Arnprior,CAN,Ontario,1959,5
8447188,Don,Gillen,1960-12-24,Dodsland,CAN,Saskatchewan,1960,12
8447995,Garry,Howatt,1952-09-26,Grande Cache,CAN,Alberta,1952,9
8448707,Pierre,Larouche,1955-11-16,Taschereau,CAN,Quebec,1955,11
8448914,George,Lyle,1953-11-24,North Vancouver,CAN,British Columbia,1953,11
8448919,Paul,Macdermid,1963-04-14,Chesley,CAN,Ontario,1963,4
8448952,Randy,MacGregor,1953-07-09,London,CAN,Ontario,1953,7
8448982,Rick,MacLeish,1950-01-03,Lindsay,CAN,Ontario,1950,1
8449353,Rob,McClanahan,1958-01-09,St. Paul,USA,Minnesota,1958,1
8449416,Mike,McDougall,1958-04-30,Port Huron,USA,Michigan,1958,4
8449565,Glenn,Merkosky,1960-04-08,Edmonton,CAN,Alberta,1960,4
8451778,Doug,Sulliman,1959-08-29,Glace Bay,CAN,Nova Scotia,1959,8
8444961,Russ,Anderson,1955-02-12,Minneapolis,USA,Minnesota,1955,2
8445715,Jeff,Brownschidle,1959-03-01,Buffalo,USA,New York,1959,3
8448529,Chris,Kotsopoulos,1958-11-27,Toronto,CAN,Ontario,1958,11
8449418,Girard,McDonald,1958-03-18,Weymouth,USA,Massachusetts,1958,3
8451352,Paul,Shmyr,1946-01-28,Cudworth,CAN,Saskatchewan,1946,1
8452370,Blake,Wesley,1959-07-10,Red Deer,CAN,Alberta,1959,7
8449627,Greg,Millen,1957-06-25,Toronto,CAN,Ontario,1957,6
8444898,Greg,Adams,1960-05-31,Victoria,CAN,British Columbia,1960,5
8447180,Randy,Gilhen,1963-06-13,Zweibrucken,DEU,NA,1963,6
8447733,Archie,Henderson,1957-02-17,Calgary,CAN,Alberta,1957,2
8447917,Mike,Hoffman,1963-02-26,Cambridge,CAN,Ontario,1963,2
8448304,Mark,Johnson,1957-09-22,Madison,USA,Wisconsin,1957,9
8448691,Paul,Lawless,1964-07-02,Scarborough,CAN,Ontario,1964,7
8449100,Merlin,Malinowski,1958-09-27,North Battleford,CAN,Saskatchewan,1958,9
8449230,Paul,Marshall,1960-09-07,Toronto,CAN,Ontario,1960,9
8451782,Robert,Sullivan,1957-11-29,Noranda,CAN,Quebec,1957,11
8447980,Ed,Hospodar,1959-02-09,Bowling Green,USA,Ohio,1959,2
8448615,Pierre,Lacroix,1959-04-11,Quebec City,CAN,Quebec,1959,4
8450219,Mark,Paterson,1964-02-22,Ottawa,CAN,Ontario,1964,2
8451362,Risto,Siltanen,1958-10-31,Tampere,FIN,NA,1958,10
8446219,Bob,Crawford,1959-04-06,Belleville,CAN,Ontario,1959,4
8446237,Mike,Crombeen,1957-04-16,Sarnia,CAN,Ontario,1957,4
8446279,Tony,Currie,1957-11-12,Sydney Mines,CAN,Nova Scotia,1957,11
8446535,Norm,Dupont,1957-02-05,Montréal,CAN,Quebec,1957,2
8449101,Greg,Malone,1956-03-08,Fredericton,CAN,New Brunswick,1956,3
8450384,Randy,Pierce,1957-11-23,Arnprior,CAN,Ontario,1957,11
8450920,Torrie,Robertson,1961-08-02,Victoria,CAN,British Columbia,1961,8
8451771,Steve,Stoyanovich,1957-05-02,London,CAN,Ontario,1957,5
8451911,Dave,Tippett,1961-08-25,Moosomin,CAN,Saskatchewan,1961,8
8451988,Sylvain,Turgeon,1965-01-17,Noranda,CAN,Quebec,1965,1
8452555,Richard,Yates,1959-06-18,Montréal,CAN,Quebec,1959,6
8452694,Mike,Zuke,1954-04-16,Sault Ste. Marie,CAN,Ontario,1954,4
8445211,Reid,Bailey,1956-05-28,Toronto,CAN,Ontario,1956,5
8445719,Jack,Brownschidle,1955-10-02,Buffalo,USA,New York,1955,10
8446533,Richie,Dunn,1957-05-12,Boston,USA,Massachusetts,1957,5
8446985,Mark,Fusco,1961-03-12,Woburn,USA,Massachusetts,1961,3
8447757,Bob,Hess,1955-05-19,Middleton,CAN,Nova Scotia,1955,5
8450633,Joel,Quenneville,1958-09-15,Windsor,CAN,Ontario,1958,9
8451655,Ed,Staniowski,1955-07-07,Moose Jaw,CAN,Saskatchewan,1955,7
8446423,Kevin,Dineen,1963-10-28,Quebec City,CAN,Quebec,1963,10
8446743,Dean,Evason,1964-08-22,Flin Flon,CAN,Manitoba,1964,8
8446797,Paul,Fenton,1959-12-22,Springfield,USA,Massachusetts,1959,12
8448272,David,Jensen,1965-08-19,Newton,USA,Massachusetts,1965,8
8448516,Scot,Kleinendorst,1960-01-16,Grand Rapids,USA,Minnesota,1960,1
8448901,Dave,Lumley,1954-09-01,Toronto,CAN,Ontario,1954,9
8452367,Wally,Weir,1954-06-03,Verdun,CAN,Quebec,1954,6
8446181,Sylvain,Cote,1966-01-19,Quebec City,CAN,Quebec,1966,1
8451107,Ulf,Samuelsson,1964-03-26,Fagerstad,SWE,NA,1964,3
8448865,Mike,Liut,1956-01-07,Weston,CAN,Ontario,1956,1
8452355,Steve,Weeks,1958-06-30,Scarborough,CAN,Ontario,1958,6
8444944,John,Anderson,1957-03-28,Toronto,CAN,Ontario,1957,3
8445207,Wayne,Babych,1958-06-06,Edmonton,CAN,Alberta,1958,6
8447039,Bill,Gardner,1960-03-18,Toronto,CAN,Ontario,1960,3
8447078,Stew,Gavin,1960-03-15,Ottawa,CAN,Ontario,1960,3
8448254,Doug,Jarvis,1955-03-24,Peterborough,CAN,Ontario,1955,3
8449871,John,Newberry,1962-04-08,Port Alberni,CAN,British Columbia,1962,4
8450345,Jorgen,Pettersson,1956-07-11,Gothenburg,SWE,NA,1956,7
8445208,Dave,Babych,1961-05-23,Edmonton,CAN,Alberta,1961,5
8445604,Tim,Bothwell,1955-05-06,Vancouver,CAN,British Columbia,1955,5
8449420,Mike,McEwen,1956-08-10,Hornepayne,CAN,Ontario,1956,8
8449774,Dana,Murzyn,1966-12-09,Calgary,CAN,Alberta,1966,12
8451305,Brad,Shaw,1964-04-28,Cambridge,CAN,Ontario,1964,4
8445273,Dave,Barr,1960-11-30,Toronto,CAN,Ontario,1960,11
8445682,Greg,Britz,1961-03-01,Marblehead,USA,Massachusetts,1961,3
8446071,Shane,Churla,1965-06-24,Fernie,CAN,British Columbia,1965,6
8446203,Yves,Courteau,1964-04-25,Montréal,CAN,Quebec,1964,4
8448075,Pat,Hughes,1955-03-25,Calgary,CAN,Alberta,1955,3
8449610,Mike,Millar,1965-04-28,St. Catharines,CAN,Ontario,1965,4
8451298,Dave,Semenko,1957-07-12,Winnipeg,CAN,Manitoba,1957,7
8451346,Gord,Sherven,1963-08-21,Mankota,CAN,Saskatchewan,1963,8
8448616,Randy,Ladouceur,1960-06-30,Brockville,CAN,Ontario,1960,6
