year,level_min,level_max,depth_min,depth_max
665,10.27,17.4,1.4699999999999989,8.599999999999998
666,11.66,18.06,2.8599999999999994,9.259999999999998
667,11.48,17.63,2.6799999999999997,8.829999999999998
668,12.5,17.9,3.6999999999999993,9.099999999999998
669,11.55,17.41,2.75,8.61
670,10.47,17.39,1.67,8.59
671,10.54,17.99,1.7399999999999984,9.189999999999998
672,10.18,17.66,1.379999999999999,8.86
673,11.89,17.43,3.09,8.629999999999999
674,11.26,17.43,2.459999999999999,8.629999999999999
675,12.5,17.41,3.6999999999999993,8.61
676,12.97,17.48,4.17,8.68
677,11.78,17.51,2.9799999999999986,8.71
678,10.43,16.9,1.629999999999999,8.099999999999998
679,11.03,17.66,2.2299999999999986,8.86
680,12.5,17.66,3.6999999999999993,8.86
681,12.72,17.7,3.92,8.899999999999999
682,11.69,17.39,2.889999999999999,8.59
683,10.04,17.12,1.2399999999999984,8.32
684,10.83,17.41,2.0299999999999994,8.61
685,11.64,17.4,2.84,8.599999999999998
686,11.24,17.41,2.4399999999999995,8.61
687,10.27,16.36,1.4699999999999989,7.559999999999999
688,9.95,16.42,1.1499999999999986,7.620000000000001
689,11.69,17.05,2.889999999999999,8.25
690,12.7,17.52,3.8999999999999986,8.719999999999999
691,10.11,17.23,1.3099999999999987,8.43
692,12.47,17.38,3.67,8.579999999999998
693,11.01,17.14,2.209999999999999,8.34
694,10.04,15.93,1.2399999999999984,7.129999999999999
695,10.04,17.83,1.2399999999999984,9.029999999999998
696,10.65,17.84,1.8499999999999996,9.04
697,12.23,18.1,3.4299999999999997,9.3
698,11.84,17.79,3.039999999999999,8.989999999999998
699,12.16,17.55,3.3599999999999994,8.75
700,11.8,18.03,3,9.23
701,11.42,16.54,2.619999999999999,7.739999999999998
702,12.77,17.85,3.969999999999999,9.05
703,12.06,17.58,3.26,8.779999999999998
704,10.76,16.67,1.959999999999999,7.870000000000001
705,10.76,17.55,1.959999999999999,8.75
706,11.89,17.52,3.09,8.719999999999999
707,11.21,17.56,2.41,8.759999999999998
708,11.78,17.63,2.9799999999999986,8.829999999999998
709,10.31,17.5,1.5099999999999998,8.7
710,10.76,17.56,1.959999999999999,8.759999999999998
711,11.78,17.4,2.9799999999999986,8.599999999999998
712,12.09,17.57,3.289999999999999,8.77
713,10.22,16.29,1.42,7.489999999999998
714,12.2,17.74,3.3999999999999986,8.939999999999998
715,10.7,17.87,1.8999999999999986,9.07
716,11.26,17.4,2.459999999999999,8.599999999999998
717,10.58,17.84,1.7799999999999994,9.04
718,12.16,17.84,3.3599999999999994,9.04
719,13.58,18.05,4.779999999999999,9.25
720,11.84,18.12,3.039999999999999,9.32
721,10.83,17.95,2.0299999999999994,9.149999999999999
722,10.97,17.05,2.17,8.25
723,11.19,17.8,2.389999999999999,9
724,10.97,18.06,2.17,9.259999999999998
725,10.97,17.64,2.17,8.84
726,11.53,16.9,2.7299999999999986,8.099999999999998
727,11.53,17.66,2.7299999999999986,8.86
728,11.51,17.63,2.709999999999999,8.829999999999998
729,11.51,17.79,2.709999999999999,8.989999999999998
730,11.51,17.5,2.709999999999999,8.7
731,11.84,17.89,3.039999999999999,9.09
732,10.97,17.84,2.17,9.04
733,10.43,16.78,1.629999999999999,7.98
734,10.43,17.35,1.629999999999999,8.55
735,10.02,16.72,1.2199999999999989,7.919999999999998
736,11.52,17.84,2.719999999999999,9.04
737,10.97,16.96,2.17,8.16
738,10.34,17.37,1.5399999999999991,8.57
739,10.02,17.52,1.2199999999999989,8.719999999999999
740,9.89,17.21,1.0899999999999999,8.41
741,10.92,18.03,2.119999999999999,9.23
742,11.15,18.03,2.3499999999999996,9.23
743,11.15,17.49,2.3499999999999996,8.689999999999998
744,10.47,17.36,1.67,8.559999999999999
745,10.4,17.86,1.5999999999999996,9.059999999999999
746,10.38,17.64,1.58,8.84
747,10.85,17.76,2.049999999999999,8.96
748,11.26,17.39,2.459999999999999,8.59
749,10.58,17.39,1.7799999999999994,8.59
750,10.67,17.36,1.8699999999999992,8.559999999999999
751,11.15,17.99,2.3499999999999996,9.189999999999998
752,12.63,18.06,3.83,9.259999999999998
753,11.24,17.38,2.4399999999999995,8.579999999999998
754,11.1,17.95,2.299999999999999,9.149999999999999
755,10.97,17.65,2.17,8.849999999999998
756,10.97,16.72,2.17,7.919999999999998
757,11.57,17.57,2.7699999999999996,8.77
758,10,17.7,1.1999999999999993,8.899999999999999
759,9.91,17.1,1.1099999999999994,8.3
760,9.95,17.79,1.1499999999999986,8.989999999999998
761,10.13,17.17,1.33,8.370000000000001
762,10.07,17.12,1.2699999999999996,8.32
763,9.71,17.17,0.9100000000000001,8.370000000000001
764,9.71,16.69,0.9100000000000001,7.890000000000001
765,9.8,17.26,1,8.46
766,9.93,17.43,1.129999999999999,8.629999999999999
767,10.43,17.26,1.629999999999999,8.46
768,10.97,17.64,2.17,8.84
769,9.82,16.83,1.0199999999999996,8.029999999999998
770,9.71,16.83,0.9100000000000001,8.029999999999998
771,9.71,17.14,0.9100000000000001,8.34
772,10.65,17.21,1.8499999999999996,8.41
773,10.22,17.12,1.42,8.32
774,10.29,17.84,1.4899999999999984,9.04
775,9.89,17.37,1.0899999999999999,8.57
776,10.29,16.83,1.4899999999999984,8.029999999999998
777,9.95,17.35,1.1499999999999986,8.55
778,9.82,17.93,1.0199999999999996,9.129999999999999
779,10.9,17.32,2.0999999999999996,8.52
780,9.8,16.94,1,8.14
781,9.71,17.14,0.9100000000000001,8.34
782,9.57,16.58,0.7699999999999996,7.779999999999998
783,9.89,17.63,1.0899999999999999,8.829999999999998
784,9.66,17.63,0.8599999999999994,8.829999999999998
785,9.89,17.28,1.0899999999999999,8.48
786,10.22,17.78,1.42,8.98
787,10.74,17.58,1.9399999999999995,8.779999999999998
788,11.1,16.86,2.299999999999999,8.059999999999999
789,11.1,16.87,2.299999999999999,8.07
790,10.61,17.43,1.8099999999999987,8.629999999999999
791,11.51,16.67,2.709999999999999,7.870000000000001
792,11.28,17.17,2.4799999999999986,8.370000000000001
793,10.74,17.52,1.9399999999999995,8.719999999999999
794,10.43,17.26,1.629999999999999,8.46
795,10.34,17.79,1.5399999999999991,8.989999999999998
796,10.74,17.01,1.9399999999999995,8.21
797,9.66,16.81,0.8599999999999994,8.009999999999998
798,10.27,17.62,1.4699999999999989,8.82
799,10.29,16.78,1.4899999999999984,7.98
800,10.34,17.66,1.5399999999999991,8.86
801,10.65,17.72,1.8499999999999996,8.919999999999998
802,9.89,16.58,1.0899999999999999,7.779999999999998
803,10.34,16.29,1.5399999999999991,7.489999999999998
804,10.02,17.53,1.2199999999999989,8.73
805,11.28,18.17,2.4799999999999986,9.370000000000001
806,11.78,17.63,2.9799999999999986,8.829999999999998
807,10.97,18.16,2.17,9.36
808,11.42,17.79,2.619999999999999,8.989999999999998
809,14.66,17.41,5.859999999999999,8.61
810,10.97,17.85,2.17,9.05
811,11.37,17.28,2.5699999999999985,8.48
812,10.97,16.36,2.17,7.559999999999999
813,12.59,18.36,3.789999999999999,9.559999999999999
814,13.13,17.67,4.33,8.870000000000001
815,11.73,17.63,2.9299999999999997,8.829999999999998
816,11.69,18.34,2.889999999999999,9.54
817,11.73,16.67,2.9299999999999997,7.870000000000001
818,10.88,17.12,2.08,8.32
819,11.91,17.36,3.1099999999999994,8.559999999999999
820,11.46,18.33,2.66,9.529999999999998
821,11.6,17.82,2.799999999999999,9.02
822,11.42,17.45,2.619999999999999,8.649999999999999
823,11.28,17.78,2.4799999999999986,8.98
824,11.69,17.7,2.889999999999999,8.899999999999999
825,11.62,17.7,2.8199999999999985,8.899999999999999
826,11.15,17.7,2.3499999999999996,8.899999999999999
827,11.64,17.67,2.84,8.870000000000001
828,10.88,17.14,2.08,8.34
829,10.79,17.57,1.9899999999999984,8.77
830,10.83,16.2,2.0299999999999994,7.399999999999999
831,10.43,17.79,1.629999999999999,8.989999999999998
832,11.1,16.4,2.299999999999999,7.599999999999998
833,10.92,16.81,2.119999999999999,8.009999999999998
834,11.1,17.17,2.299999999999999,8.370000000000001
835,10.47,17.45,1.67,8.649999999999999
836,10.76,17.17,1.959999999999999,8.370000000000001
837,11.1,16.72,2.299999999999999,7.919999999999998
838,10.43,17.6,1.629999999999999,8.8
839,11.03,17.67,2.2299999999999986,8.870000000000001
840,10.34,17.57,1.5399999999999991,8.77
841,10.74,16.09,1.9399999999999995,7.289999999999999
842,10.52,16.09,1.7199999999999989,7.289999999999999
843,10.11,17.63,1.3099999999999987,8.829999999999998
844,10.97,17.42,2.17,8.620000000000001
845,10.92,17.38,2.119999999999999,8.579999999999998
846,11.1,17.38,2.299999999999999,8.579999999999998
847,11.15,17.23,2.3499999999999996,8.43
848,10.97,16.81,2.17,8.009999999999998
849,11.96,17.84,3.16,9.04
850,11.15,17.12,2.3499999999999996,8.32
851,11.62,16.58,2.8199999999999985,7.779999999999998
852,11.51,17.12,2.709999999999999,8.32
853,11.42,17.57,2.619999999999999,8.77
854,11.26,17.62,2.459999999999999,8.82
855,11.08,17.67,2.2799999999999994,8.870000000000001
856,11.87,17.67,3.0699999999999985,8.870000000000001
857,11.91,17.67,3.1099999999999994,8.870000000000001
858,11.53,17.84,2.7299999999999986,9.04
859,12.54,17.49,3.7399999999999984,8.689999999999998
860,11.87,17.26,3.0699999999999985,8.46
861,11.96,17.5,3.16,8.7
862,13.31,17.68,4.51,8.879999999999999
863,14.12,18.28,5.3199999999999985,9.48
864,13.49,17.78,4.6899999999999995,8.98
865,12.9,17.7,4.1,8.899999999999999
866,12.11,17.84,3.3099999999999987,9.04
867,12.32,17.73,3.5199999999999996,8.93
868,11.66,17.48,2.8599999999999994,8.68
869,11.24,17.66,2.4399999999999995,8.86
870,11.46,17.82,2.66,9.02
871,10.79,17.86,1.9899999999999984,9.059999999999999
872,11.08,17.49,2.2799999999999994,8.689999999999998
873,10.97,17.4,2.17,8.599999999999998
874,11.06,17.86,2.26,9.059999999999999
875,10.72,17.67,1.92,8.870000000000001
876,10.65,17.82,1.8499999999999996,9.02
877,11.28,17.85,2.4799999999999986,9.05
878,13.4,17.85,4.6,9.05
879,9.59,17.85,0.7899999999999991,9.05
880,9.59,17.77,0.7899999999999991,8.969999999999999
881,11.37,16.58,2.5699999999999985,7.779999999999998
882,11.33,17.8,2.5299999999999994,9
883,11.37,17.84,2.5699999999999985,9.04
884,11.51,17.84,2.709999999999999,9.04
885,11.17,17.28,2.369999999999999,8.48
886,11.57,17.4,2.7699999999999996,8.599999999999998
887,11.57,17.23,2.7699999999999996,8.43
888,11.33,16.99,2.5299999999999994,8.189999999999998
889,11.1,17.75,2.299999999999999,8.95
890,11.55,17.82,2.75,9.02
891,11.89,17.82,3.09,9.02
892,12.6,17.82,3.799999999999999,9.02
893,11.89,17.52,3.09,8.719999999999999
894,11.51,17.26,2.709999999999999,8.46
895,10.97,16.58,2.17,7.779999999999998
896,12.09,17.56,3.289999999999999,8.759999999999998
897,11.3,17.23,2.5,8.43
898,12.95,17.7,4.149999999999999,8.899999999999999
899,13.08,17.56,4.279999999999999,8.759999999999998
900,12.5,17.64,3.6999999999999993,8.84
901,12.05,17.39,3.25,8.59
902,13.1,17.79,4.299999999999999,8.989999999999998
903,12.5,15.77,3.6999999999999993,6.969999999999999
904,11.55,17.36,2.75,8.559999999999999
905,11.01,17.36,2.209999999999999,8.559999999999999
906,11,17.55,2.1999999999999993,8.75
907,11.03,17.28,2.2299999999999986,8.48
908,11.21,17.8,2.41,9
909,11.21,17.65,2.41,8.849999999999998
910,10.97,17.74,2.17,8.939999999999998
911,11.06,17.7,2.26,8.899999999999999
912,12.59,17.77,3.789999999999999,8.969999999999999
913,12.61,17.9,3.8099999999999987,9.099999999999998
914,11.24,17.89,2.4399999999999995,9.09
915,11.96,17.51,3.16,8.71
916,12.05,17.5,3.25,8.7
917,12.05,17.21,3.25,8.41
918,11.19,17.37,2.389999999999999,8.57
919,10.88,17.83,2.08,9.029999999999998
920,12.5,17.84,3.6999999999999993,9.04
921,10.94,17.65,2.139999999999999,8.849999999999998
922,11.98,17.72,3.1799999999999997,8.919999999999998
923,11.21,17.38,2.41,8.579999999999998
924,11.64,17.95,2.84,9.149999999999999
925,12.11,17.67,3.3099999999999987,8.870000000000001
926,11.53,17.68,2.7299999999999986,8.879999999999999
927,11.46,16.58,2.66,7.779999999999998
928,11.26,17.89,2.459999999999999,9.09
929,12.88,17.6,4.08,8.8
930,11.75,17.64,2.9499999999999993,8.84
931,11.71,16.9,2.91,8.099999999999998
932,10.81,17.77,2.01,8.969999999999999
933,11.33,17.48,2.5299999999999994,8.68
934,11.64,17.77,2.84,8.969999999999999
935,11.55,17.52,2.75,8.719999999999999
936,11.55,17.87,2.75,9.07
937,11.55,17.52,2.75,8.719999999999999
938,11.6,17.45,2.799999999999999,8.649999999999999
939,10.94,16.74,2.139999999999999,7.939999999999998
940,10.54,17.41,1.7399999999999984,8.61
941,10.67,16.99,1.8699999999999992,8.189999999999998
942,10.44,16.99,1.6399999999999988,8.189999999999998
943,9.48,18.17,0.6799999999999997,9.370000000000001
944,10.99,17.45,2.1899999999999995,8.649999999999999
945,10.16,17.08,1.3599999999999994,8.279999999999998
946,10.65,17.17,1.8499999999999996,8.370000000000001
947,10.67,17.17,1.8699999999999992,8.370000000000001
948,10.72,16.81,1.92,8.009999999999998
949,10.76,16.69,1.959999999999999,7.890000000000001
950,10.81,17.17,2.01,8.370000000000001
951,11.96,17.08,3.16,8.279999999999998
952,11.96,17.37,3.16,8.57
953,11.51,17.42,2.709999999999999,8.620000000000001
954,10.88,17.37,2.08,8.57
955,11.28,17.89,2.4799999999999986,9.09
956,11.51,17.42,2.709999999999999,8.620000000000001
957,12.36,17.63,3.5599999999999987,8.829999999999998
958,12.16,17.56,3.3599999999999994,8.759999999999998
959,12.88,17.5,4.08,8.7
960,12.97,17.77,4.17,8.969999999999999
961,11.82,17.89,3.0199999999999996,9.09
962,13.06,17.42,4.26,8.620000000000001
963,10.43,17.28,1.629999999999999,8.48
964,11.84,16.9,3.039999999999999,8.099999999999998
965,10.54,17.51,1.7399999999999984,8.71
966,11.69,16.69,2.889999999999999,7.890000000000001
967,10.43,15.58,1.629999999999999,6.779999999999999
968,9.8,17.5,1,8.7
969,10.72,17.45,1.92,8.649999999999999
970,11.89,17.56,3.09,8.759999999999998
971,11.51,17.39,2.709999999999999,8.59
972,11.42,17.62,2.619999999999999,8.82
973,11.93,17.64,3.129999999999999,8.84
974,11.51,17.83,2.709999999999999,9.029999999999998
975,10.97,17.83,2.17,9.029999999999998
976,11.44,17.83,2.639999999999999,9.029999999999998
977,10.97,17.23,2.17,8.43
978,10.94,17.35,2.139999999999999,8.55
979,11.53,17.39,2.7299999999999986,8.59
980,11.08,17.35,2.2799999999999994,8.55
981,9.35,17.45,0.5499999999999989,8.649999999999999
982,10.81,16.87,2.01,8.07
983,10.81,17.64,2.01,8.84
984,10.97,17.7,2.17,8.899999999999999
985,11.46,17.52,2.66,8.719999999999999
986,12.5,17.57,3.6999999999999993,8.77
987,11.51,17.52,2.709999999999999,8.719999999999999
988,10.43,17.41,1.629999999999999,8.61
989,10.43,17.1,1.629999999999999,8.3
990,10.43,17.87,1.629999999999999,9.07
991,10.7,17.48,1.8999999999999986,8.68
992,11.24,17.66,2.4399999999999995,8.86
993,11.37,17.66,2.5699999999999985,8.86
994,11.46,17.47,2.66,8.669999999999998
995,10.99,17.45,2.1899999999999995,8.649999999999999
996,10.54,17.32,1.7399999999999984,8.52
997,10.45,17.43,1.6499999999999986,8.629999999999999
998,10.7,17.7,1.8999999999999986,8.899999999999999
999,11.42,17.57,2.619999999999999,8.77
1000,10.74,17.39,1.9399999999999995,8.59
1001,11.01,17.58,2.209999999999999,8.779999999999998
1002,12.2,17.79,3.3999999999999986,8.989999999999998
1003,11.96,17.51,3.16,8.71
1004,10.97,17.78,2.17,8.98
1005,12.07,17.38,3.2699999999999996,8.579999999999998
1006,11.19,17.52,2.389999999999999,8.719999999999999
1007,11.6,16.63,2.799999999999999,7.829999999999998
1008,11.51,16.99,2.709999999999999,8.189999999999998
1009,10.25,17.62,1.4499999999999993,8.82
1010,10.97,17.69,2.17,8.89
1011,11.37,17.36,2.5699999999999985,8.559999999999999
1012,10.07,17.48,1.2699999999999996,8.68
1013,10.34,17.8,1.5399999999999991,9
1014,10.43,17.36,1.629999999999999,8.559999999999999
1015,10.43,17.39,1.629999999999999,8.59
1016,9.8,17.66,1,8.86
1017,10.79,17.84,1.9899999999999984,9.04
1018,11.69,18.26,2.889999999999999,9.46
1019,12.5,17.38,3.6999999999999993,8.579999999999998
1020,13.24,17.39,4.4399999999999995,8.59
1021,12.09,17.39,3.289999999999999,8.59
1022,11.42,16.94,2.619999999999999,8.14
1023,10.61,17.53,1.8099999999999987,8.73
1024,10,17.41,1.1999999999999993,8.61
1025,10.88,17.79,2.08,8.989999999999998
1026,11.28,17.74,2.4799999999999986,8.939999999999998
1027,11.42,17.67,2.619999999999999,8.870000000000001
1028,12.59,17.35,3.789999999999999,8.55
1029,11.42,17.41,2.619999999999999,8.61
1030,11.48,17.63,2.6799999999999997,8.829999999999998
1031,10.88,17.41,2.08,8.61
1032,11.42,17.74,2.619999999999999,8.939999999999998
1033,11.19,17.58,2.389999999999999,8.779999999999998
1034,11.3,17.77,2.5,8.969999999999999
1035,10.88,17.8,2.08,9
1036,12.5,17.01,3.6999999999999993,8.21
1037,11.37,17.26,2.5699999999999985,8.46
1038,11.08,17.84,2.2799999999999994,9.04
1039,11.1,17.79,2.299999999999999,8.989999999999998
1040,11.73,17.85,2.9299999999999997,9.05
1041,11.73,17.53,2.9299999999999997,8.73
1042,11.96,17.79,3.16,8.989999999999998
1043,11.89,17.95,3.09,9.149999999999999
1044,12,17.84,3.1999999999999993,9.04
1045,13.51,17.85,4.709999999999999,9.05
1046,12.74,17.79,3.9399999999999995,8.989999999999998
1047,12.27,17.66,3.469999999999999,8.86
1048,13.1,17.62,4.299999999999999,8.82
1049,11.48,17.79,2.6799999999999997,8.989999999999998
1050,11.51,17.79,2.709999999999999,8.989999999999998
1051,11.51,17.67,2.709999999999999,8.870000000000001
1052,11.82,17.79,3.0199999999999996,8.989999999999998
1053,11.82,17.66,3.0199999999999996,8.86
1054,11.51,17.76,2.709999999999999,8.96
1055,11.33,17.65,2.5299999999999994,8.849999999999998
1056,11.3,17.48,2.5,8.68
1057,11.51,17.1,2.709999999999999,8.3
1058,11.66,17.47,2.8599999999999994,8.669999999999998
1059,10.7,17.55,1.8999999999999986,8.75
1060,12,17.89,3.1999999999999993,9.09
1061,10.74,17.48,1.9399999999999995,8.68
1062,11.1,17.4,2.299999999999999,8.599999999999998
1063,12.92,17.52,4.119999999999999,8.719999999999999
1064,11.78,17.69,2.9799999999999986,8.89
1065,11.28,17.42,2.4799999999999986,8.620000000000001
1066,10.97,16.94,2.17,8.14
1067,13.04,17.55,4.239999999999998,8.75
1068,11.03,17.62,2.2299999999999986,8.82
1069,12.59,17.55,3.789999999999999,8.75
1070,11.19,17.43,2.389999999999999,8.629999999999999
1071,11.19,17.49,2.389999999999999,8.689999999999998
1072,11.19,17.23,2.389999999999999,8.43
1073,10.81,17.55,2.01,8.75
1074,11.96,17.38,3.16,8.579999999999998
1075,10.85,17.7,2.049999999999999,8.899999999999999
1076,11.01,17.5,2.209999999999999,8.7
1077,11.03,17.76,2.2299999999999986,8.96
1078,11.46,17.76,2.66,8.96
1079,12.11,17.76,3.3099999999999987,8.96
1080,11.69,17.84,2.889999999999999,9.04
1081,11.44,17.51,2.639999999999999,8.71
1082,11.91,17.69,3.1099999999999994,8.89
1083,11.89,17.69,3.09,8.89
1084,11.82,17.76,3.0199999999999996,8.96
1085,12.43,17.01,3.629999999999999,8.21
1086,12.43,17.78,3.629999999999999,8.98
1087,12.27,17.69,3.469999999999999,8.89
1088,11.89,17.93,3.09,9.129999999999999
1089,11.91,17.72,3.1099999999999994,8.919999999999998
1090,11.55,17.89,2.75,9.09
1091,12.09,17.7,3.289999999999999,8.899999999999999
1092,12.18,17.49,3.379999999999999,8.689999999999998
1093,12.11,17.49,3.3099999999999987,8.689999999999998
1094,12.09,17.6,3.289999999999999,8.8
1095,11.64,17.75,2.84,8.95
1096,11.35,18.06,2.549999999999999,9.259999999999998
1097,11.21,18.04,2.41,9.239999999999998
1098,11.37,18.06,2.5699999999999985,9.259999999999998
1099,12.54,17.51,3.7399999999999984,8.71
1100,14.57,17.76,5.77,8.96
1101,12.99,17.96,4.1899999999999995,9.16
1102,12.77,17.62,3.969999999999999,8.82
1103,12.77,17.96,3.969999999999999,9.16
1104,11.78,17.76,2.9799999999999986,8.96
1105,12.7,17.79,3.8999999999999986,8.989999999999998
1106,13.13,17.67,4.33,8.870000000000001
1107,13.33,17.66,4.529999999999999,8.86
1108,12.7,17.77,3.8999999999999986,8.969999999999999
1109,12.45,17.67,3.6499999999999986,8.870000000000001
1110,12.45,17.66,3.6499999999999986,8.86
1111,12.11,17.66,3.3099999999999987,8.86
1112,12.65,18.01,3.8499999999999996,9.21
1113,13.46,17.91,4.66,9.11
1114,13.46,17.91,4.66,9.11
1115,12.9,17.63,4.1,8.829999999999998
1116,12.95,17.89,4.149999999999999,9.09
1117,12.86,17.83,4.059999999999999,9.029999999999998
1118,12.59,18.09,3.789999999999999,9.29
1119,12.54,17.96,3.7399999999999984,9.16
1120,14.21,17.9,5.41,9.099999999999998
1121,12.68,17.97,3.879999999999999,9.169999999999998
1122,12.63,17.42,3.83,8.620000000000001
1123,13.35,17.72,4.549999999999999,8.919999999999998
1124,13.13,17.43,4.33,8.629999999999999
1125,12.65,17.9,3.8499999999999996,9.099999999999998
1126,13.19,17.87,4.389999999999999,9.07
1127,13.51,17.51,4.709999999999999,8.71
1128,12.77,17.89,3.969999999999999,9.09
1129,13.17,17.64,4.369999999999999,8.84
1130,12.68,17.66,3.879999999999999,8.86
1131,12.63,17.55,3.83,8.75
1132,11.12,17.47,2.3199999999999985,8.669999999999998
1133,12.07,17.78,3.2699999999999996,8.98
1134,12.92,17.86,4.119999999999999,9.059999999999999
1135,12.05,17.92,3.25,9.120000000000001
1136,12.23,17.95,3.4299999999999997,9.149999999999999
1137,12.05,17.79,3.25,8.989999999999998
1138,11.53,17.67,2.7299999999999986,8.870000000000001
1139,11.82,17.94,3.0199999999999996,9.14
1140,12.45,17.77,3.6499999999999986,8.969999999999999
1141,12.05,17.75,3.25,8.95
1142,11.51,17.47,2.709999999999999,8.669999999999998
1143,10.79,17.89,1.9899999999999984,9.09
1144,11.51,15.32,2.709999999999999,6.52
1145,10.81,17.67,2.01,8.870000000000001
1146,11.28,17.95,2.4799999999999986,9.149999999999999
1147,12.09,17.84,3.289999999999999,9.04
1148,11.57,18.03,2.7699999999999996,9.23
1149,12.77,17.95,3.969999999999999,9.149999999999999
1150,12.59,18.06,3.789999999999999,9.259999999999998
1151,12.09,17.76,3.289999999999999,8.96
1152,12.2,17.9,3.3999999999999986,9.099999999999998
1153,11.84,17.93,3.039999999999999,9.129999999999999
1154,12.2,17.63,3.3999999999999986,8.829999999999998
1155,11.93,17.84,3.129999999999999,9.04
1156,12.47,17.8,3.67,9
1157,12.52,17.7,3.719999999999999,8.899999999999999
1158,12.59,18,3.789999999999999,9.2
1159,12.99,18,4.1899999999999995,9.2
1160,11.73,16.78,2.9299999999999997,7.98
1161,11.82,17.96,3.0199999999999996,9.16
1162,11.8,17.82,3,9.02
1163,11.8,17.82,3,9.02
1164,13.31,17.99,4.51,9.189999999999998
1165,12.07,17.8,3.2699999999999996,9
1166,12.36,17.86,3.5599999999999987,9.059999999999999
1167,11.51,17.59,2.709999999999999,8.79
1168,11.82,17.87,3.0199999999999996,9.07
1169,11.42,17.75,2.619999999999999,8.95
1170,11.91,17.69,3.1099999999999994,8.89
1171,12.59,17.72,3.789999999999999,8.919999999999998
1172,11.66,17.84,2.8599999999999994,9.04
1173,11.96,17.93,3.16,9.129999999999999
1174,12.41,17.73,3.6099999999999994,8.93
1175,12.52,17.8,3.719999999999999,9
1176,12.41,17.73,3.6099999999999994,8.93
1177,12.52,17.58,3.719999999999999,8.779999999999998
1178,11.57,17.74,2.7699999999999996,8.939999999999998
1179,11.26,17.56,2.459999999999999,8.759999999999998
1180,11.64,17.96,2.84,9.16
1181,10.88,17.52,2.08,8.719999999999999
1182,11.73,17.94,2.9299999999999997,9.14
1183,12.52,17.64,3.719999999999999,8.84
1184,12.88,18.03,4.08,9.23
1185,13.01,17.62,4.209999999999999,8.82
1186,12.86,17.85,4.059999999999999,9.05
1187,12.23,17.76,3.4299999999999997,8.96
1188,12.32,17.6,3.5199999999999996,8.8
1189,11.84,17.86,3.039999999999999,9.059999999999999
1190,12.07,17.93,3.2699999999999996,9.129999999999999
1191,12.5,18.04,3.6999999999999993,9.239999999999998
1192,12.56,17.74,3.76,8.939999999999998
1193,12.11,17.97,3.3099999999999987,9.169999999999998
1194,12.16,17.59,3.3599999999999994,8.79
1195,12.09,17.73,3.289999999999999,8.93
1196,12.09,17.75,3.289999999999999,8.95
1197,12.07,17.85,3.2699999999999996,9.05
1198,11.51,17.91,2.709999999999999,9.11
1199,10.97,17.79,2.17,8.989999999999998
1200,10.97,15.7,2.17,6.899999999999999
1201,9.89,17.17,1.0899999999999999,8.370000000000001
1202,9.66,17.32,0.8599999999999994,8.52
1203,10.47,17.75,1.67,8.95
1204,10.56,17.85,1.7599999999999998,9.05
1205,11.1,17.99,2.299999999999999,9.189999999999998
1206,12.9,17.79,4.1,8.989999999999998
1207,11.51,17.66,2.709999999999999,8.86
1208,11.66,17.69,2.8599999999999994,8.89
1209,11.96,17.48,3.16,8.68
1210,11.96,17.52,3.16,8.719999999999999
