accident_id,accident_type,datetime,county,municipality,species,lat,long,sex,juvenile,outcome
192349,Road,2024-07-01T08:30:00Z,Stockholm County,Haninge,Roe deer,59.12604,18.32384,Female,No,Euthanised
193820,Railway,2024-07-01T08:59:00Z,Skåne County,Eslöv,Roe deer,55.87533,13.33567,Unknown,Unknown,Found dead
194017,Railway,2024-07-01T08:59:00Z,Halland County,Falkenberg,Roe deer,56.94224,12.45785,Female,No,Died at the scene
192333,Road,2024-07-01T09:00:00Z,Västra Götaland County,Vänersborg,Roe deer,58.34943,12.40112,Unknown,Unknown,Not found
192786,Road,2024-07-01T10:00:00Z,Skåne County,Höganäs,Roe deer,56.21404,12.68954,Female,No,Found dead
192447,Road,2024-07-01T11:15:00Z,Gävleborg County,Bollnäs,Roe deer,61.46904,16.36303,Unknown,Unknown,Assessed uninjured
192344,Road,2024-07-01T12:00:00Z,Västra Götaland County,Borås,Roe deer,57.75941,13.01643,Unknown,No,Assessed uninjured
192398,Road,2024-07-01T12:30:00Z,Södermanland County,Nyköping,Fallow deer,58.75025,16.9753,Unknown,No,Assessed uninjured
192358,Road,2024-07-01T12:48:00Z,Uppsala County,Heby,Roe deer,59.94434,16.85435,Male,No,Found dead
192360,Road,2024-07-01T12:52:00Z,Uppsala County,Tierp,Roe deer,60.30171,17.4527,Unknown,Unknown,Not found
192380,Road,2024-07-01T13:00:00Z,Västernorrland County,Ånge,Moose,62.47127,16.378,Female,No,Assessed uninjured
192470,Road,2024-07-01T13:16:00Z,Kronoberg County,Ljungby,Roe deer,57.04353,14.05948,Male,No,Died at the scene
192369,Road,2024-07-01T14:16:00Z,Stockholm County,Österåker,Roe deer,59.57181,18.62803,Male,Yes,Died at the scene
192404,Road,2024-07-01T14:35:00Z,Norrbotten County,Jokkmokk,Roe deer,66.34852,20.73478,Male,No,Died at the scene
194096,Road,2024-07-01T14:40:00Z,Halland County,Kungsbacka,Roe deer,57.44773,11.9494,Female,No,Died at the scene
196005,Road,2024-07-01T14:45:00Z,Stockholm County,Upplands-Bro,Roe deer,59.5112,17.61584,Male,No,Died at the scene
192361,Road,2024-07-01T14:49:00Z,Kronoberg County,Växjö,Wild boar,56.71841,14.69565,Female,No,Died at the scene
194201,Road,2024-07-01T15:00:00Z,Jönköping County,Jönköping,Fallow deer,57.77256,14.38779,Female,No,Died at the scene
194202,Road,2024-07-01T15:00:00Z,Jönköping County,Jönköping,Fallow deer,57.77255,14.38757,Unknown,Unknown,Assessed uninjured
192376,Road,2024-07-01T15:01:00Z,Jönköping County,Jönköping,Roe deer,57.75849,14.24688,Unknown,No,Died at the scene
194568,Road,2024-07-01T15:02:00Z,Gotland County,Gotland,Roe deer,57.59971,18.28977,Female,Yes,Died at the scene
192444,Road,2024-07-01T15:10:00Z,Västra Götaland County,Alingsås,Roe deer,57.96063,12.39925,Male,No,Died at the scene
192373,Road,2024-07-01T15:11:00Z,Jämtland County,Berg,Roe deer,62.93075,14.33496,Unknown,No,Assessed uninjured
193336,Road,2024-07-01T16:00:00Z,Västra Götaland County,Alingsås,Fallow deer,58.08542,12.49182,Female,No,Died at the scene
194464,Road,2024-07-01T16:05:00Z,Södermanland County,Vingåker,Fallow deer,59.00269,15.89477,Male,Yes,Died at the scene
192451,Road,2024-07-01T16:16:00Z,Västra Götaland County,Mariestad,Roe deer,58.27599,14.09264,Female,No,Euthanised
192433,Road,2024-07-01T16:30:00Z,Östergötland County,Linköping,Fallow deer,58.50868,15.44811,Male,No,Euthanised
193894,Road,2024-07-01T16:35:00Z,Västra Götaland County,Härryda,Roe deer,57.6923,12.29635,Unknown,No,Assessed uninjured
192679,Road,2024-07-01T16:38:00Z,Uppsala County,Knivsta,Fallow deer,59.7466,18.08273,Female,Yes,Died at the scene
192781,Railway,2024-07-01T16:47:00Z,Värmland County,Säffle,Roe deer,59.24442,13.05168,Unknown,Unknown,Assessed uninjured
192510,Road,2024-07-01T16:50:00Z,Östergötland County,Åtvidaberg,Fallow deer,58.22044,15.97648,Unknown,Unknown,Assessed uninjured
192386,Road,2024-07-01T16:58:00Z,Jönköping County,Värnamo,Roe deer,57.00715,14.24907,Female,No,Found dead
193318,Road,2024-07-01T17:00:00Z,Södermanland County,Eskilstuna,Wild boar,59.25318,16.47589,Unknown,Unknown,Not found
192374,Road,2024-07-01T17:06:00Z,Västra Götaland County,"Mölndal, Askim",Roe deer,57.57565,12.0601,Unknown,No,Died at the scene
192416,Railway,2024-07-01T17:52:00Z,Örebro County,Örebro,Fallow deer,59.06334,15.38464,Unknown,Unknown,Not found
192391,Road,2024-07-01T18:08:00Z,Stockholm County,Österåker,Roe deer,59.5649,18.60913,Female,Yes,Died at the scene
192393,Road,2024-07-01T18:38:00Z,Värmland County,Eda,Moose,59.77712,12.1649,Male,No,Assessed uninjured
192403,Road,2024-07-01T19:00:00Z,Västra Götaland County,Lidköping,Roe deer,58.46573,12.88429,Male,No,Died at the scene
193369,Road,2024-07-01T19:08:00Z,Västerbotten County,Robertsfors,Moose,64.25247,21.04249,Unknown,No,Assessed uninjured
192448,Railway,2024-07-01T19:30:00Z,Västernorrland County,Sollefteå,Moose,63.28319,17.21955,Female,Yes,Assessed uninjured
192448,Railway,2024-07-01T19:30:00Z,Västernorrland County,Sollefteå,Moose,63.28319,17.21955,Unknown,Yes,Died at the scene
192448,Railway,2024-07-01T19:30:00Z,Västernorrland County,Sollefteå,Moose,63.28319,17.21955,Female,No,Assessed uninjured
192640,Road,2024-07-01T19:32:00Z,Dalarna County,Avesta,Roe deer,60.19229,16.30153,Male,No,Died at the scene
192410,Railway,2024-07-01T19:46:00Z,Kronoberg County,Älmhult,Roe deer,56.53081,14.14454,Unknown,Unknown,Not found
192459,Road,2024-07-01T20:05:00Z,Jönköping County,Nässjö,Roe deer,57.69007,14.66566,Unknown,No,Not found
192440,Road,2024-07-01T20:15:00Z,Jönköping County,Nässjö,Roe deer,57.55283,14.46118,Unknown,Unknown,Not found
195078,Road,2024-07-01T20:23:00Z,Västmanland County,Västerås,Roe deer,59.69256,16.66835,Female,No,Assessed uninjured
192463,Road,2024-07-01T20:24:00Z,Kalmar County,Nybro,Roe deer,56.70446,15.74703,Female,No,Died at the scene
193061,Road,2024-07-01T21:00:00Z,Uppsala County,Uppsala,Roe deer,59.98034,17.44862,Female,No,Died at the scene
192830,Road,2024-07-01T21:06:00Z,Södermanland County,Strängnäs,Roe deer,59.34455,17.22468,Male,No,Died at the scene
192419,Road,2024-07-01T21:13:00Z,Stockholm County,Täby,Roe deer,59.47566,18.04745,Male,No,Died at the scene
192474,Road,2024-07-01T21:15:00Z,Uppsala County,Enköping,Roe deer,59.78316,17.08555,Female,No,Euthanised
196639,Road,2024-07-01T21:34:00Z,Södermanland County,Vingåker,Other animals,59.14449,15.94044,Unknown,Yes,Assessed uninjured
192490,Road,2024-07-01T21:49:00Z,Värmland County,Säffle,Roe deer,59.29446,12.77181,Female,No,Died at the scene
193661,Road,2024-07-01T22:00:00Z,Gävleborg County,Sandviken,Roe deer,60.70755,16.60713,Male,No,Assessed uninjured
192934,Road,2024-07-01T22:15:00Z,Gävleborg County,Gävle,Roe deer,60.40351,16.97292,Male,No,Found dead
192537,Road,2024-07-01T22:20:00Z,Värmland County,Hammarö,Roe deer,59.3238,13.53526,Female,Yes,Died at the scene
192784,Road,2024-07-01T22:23:00Z,Skåne County,Höganäs,Roe deer,56.23113,12.66507,Female,No,Euthanised
192424,Road,2024-07-01T22:25:00Z,Skåne County,Bromölla,Roe deer,56.16555,14.37949,Male,No,Euthanised
192477,Road,2024-07-01T22:28:00Z,Skåne County,Tomelilla,Roe deer,55.55539,14.09548,Male,No,Found dead
192949,Road,2024-07-01T22:30:00Z,Västra Götaland County,Mark,Roe deer,57.49246,12.5264,Male,No,Found dead
192506,Road,2024-07-01T22:31:00Z,Skåne County,Helsingborg,Roe deer,56.07134,12.78726,Unknown,No,Died at the scene
192450,Road,2024-07-01T22:40:00Z,Östergötland County,Linköping,Roe deer,58.43483,15.61567,Unknown,Unknown,Died at the scene
192458,Road,2024-07-01T22:40:00Z,Blekinge County,Karlskrona,Roe deer,56.18478,15.75972,Male,No,Found dead
192558,Road,2024-07-01T22:45:00Z,Östergötland County,Linköping,Roe deer,58.34425,15.42057,Unknown,Unknown,Died at the scene
193781,Road,2024-07-01T22:55:00Z,Skåne County,Höör,Wild boar,55.97028,13.45761,Male,Yes,Euthanised
193781,Road,2024-07-01T22:55:00Z,Skåne County,Höör,Wild boar,55.97028,13.45761,Unknown,Yes,Assessed uninjured
193781,Road,2024-07-01T22:55:00Z,Skåne County,Höör,Wild boar,55.97028,13.45761,Unknown,Yes,Assessed uninjured
193781,Road,2024-07-01T22:55:00Z,Skåne County,Höör,Wild boar,55.97028,13.45761,Unknown,Yes,Assessed uninjured
193781,Road,2024-07-01T22:55:00Z,Skåne County,Höör,Wild boar,55.97028,13.45761,Unknown,Yes,Assessed uninjured
192639,Railway,2024-07-01T22:57:00Z,Dalarna County,Hedemora,Roe deer,60.26554,15.9956,Unknown,Unknown,Assessed uninjured
192452,Road,2024-07-01T23:00:00Z,Värmland County,Kristinehamn,Roe deer,59.14126,14.17629,Unknown,Yes,Died at the scene
192562,Road,2024-07-01T23:00:00Z,Östergötland County,Valdemarsvik,Roe deer,58.13793,16.53414,Male,No,Found dead
192918,Road,2024-07-01T23:06:00Z,Norrbotten County,Piteå,Moose,65.36477,21.17811,Unknown,Yes,Not found
192782,Road,2024-07-01T23:14:00Z,Västra Götaland County,Munkedal,Roe deer,58.70844,11.79291,Male,No,Found dead
192766,Road,2024-07-01T23:24:00Z,Västra Götaland County,Ulricehamn,Roe deer,57.85857,13.23743,Female,No,Euthanised
196584,Road,2024-07-01T23:24:00Z,Västra Götaland County,Falköping,Roe deer,58.09784,13.72338,Male,No,Died at the scene
192425,Road,2024-07-01T23:25:00Z,Stockholm County,Norrtälje,Wild boar,60.08409,18.78493,Unknown,Unknown,Not found
193708,Road,2024-07-01T23:25:00Z,Östergötland County,Mjölby,Roe deer,58.37809,15.25347,Unknown,Unknown,Not found
192535,Road,2024-07-01T23:30:00Z,Södermanland County,Eskilstuna,Roe deer,59.1754,16.27928,Female,Yes,Found dead
194302,Road,2024-07-01T23:30:00Z,Västra Götaland County,Vårgårda,Roe deer,58.05181,12.65831,Unknown,Unknown,Died at the scene
192449,Road,2024-07-01T23:50:00Z,Västra Götaland County,Lysekil,Roe deer,58.22044,11.45569,Unknown,No,Assessed uninjured
192626,Road,2024-07-02T00:13:00Z,Värmland County,Torsby,Roe deer,60.81319,12.7219,Female,No,Found dead
192505,Road,2024-07-02T00:34:00Z,Skåne County,Lund,Fallow deer,55.60572,13.37364,Unknown,No,"Assessed injured, not found"
192435,Road,2024-07-02T00:44:00Z,Dalarna County,Rättvik,Roe deer,61.00387,15.21855,Unknown,No,Not found
192550,Road,2024-07-02T00:45:00Z,Västra Götaland County,Falköping,Roe deer,58.27235,13.81,Male,No,Found dead
192478,Road,2024-07-02T00:50:00Z,Jönköping County,Eksjö,Roe deer,57.63579,15.32698,Female,No,Died at the scene
193179,Road,2024-07-02T01:00:00Z,Östergötland County,Finspång,Fallow deer,58.75907,15.52432,Male,No,Euthanised
193330,Road,2024-07-02T01:00:00Z,Skåne County,Svedala,Fallow deer,55.49583,13.44335,Male,No,Died at the scene
192944,Road,2024-07-02T01:24:00Z,Uppsala County,Östhammar,Roe deer,60.25876,18.35607,Female,No,"Assessed injured, not found"
192767,Road,2024-07-02T01:33:00Z,Stockholm County,Täby,Wild boar,59.47305,18.00315,Unknown,Yes,Assessed uninjured
192609,Road,2024-07-02T01:34:00Z,Gävleborg County,Hudiksvall,Roe deer,61.6356,17.07336,Female,No,Euthanised
192482,Road,2024-07-02T01:44:00Z,Västmanland County,Västerås,Roe deer,59.5723,16.35146,Male,No,Died at the scene
192466,Road,2024-07-02T01:56:00Z,Västra Götaland County,"Mölndal, Askim",Wild boar,57.57547,12.06011,Unknown,No,Not found
192442,Road,2024-07-02T02:15:00Z,Västra Götaland County,Orust,Roe deer,58.13906,11.56466,Unknown,Unknown,Not found
192733,Road,2024-07-02T02:29:00Z,Västra Götaland County,Töreboda,Roe deer,58.59622,14.06679,Female,No,Died at the scene
192434,Road,2024-07-02T02:30:00Z,Västra Götaland County,Tidaholm,Roe deer,58.21891,13.85292,Unknown,No,Assessed uninjured
192456,Road,2024-07-02T02:44:00Z,Örebro County,Kumla,Lynx,59.16358,15.10824,Unknown,Unknown,Died at the scene
194659,Road,2024-07-02T02:45:00Z,Kalmar County,Borgholm,Roe deer,57.16963,16.97762,Male,No,Died at the scene
193003,Road,2024-07-02T02:49:00Z,Skåne County,Örkelljunga,Wild boar,56.2606,13.35288,Female,No,Died at the scene
192429,Road,2024-07-02T03:00:00Z,Södermanland County,Flen,Roe deer,59.16193,16.51309,Unknown,Unknown,Assessed uninjured
192828,Road,2024-07-02T03:02:00Z,Södermanland County,Strängnäs,Roe deer,59.26702,17.25258,Female,No,Euthanised
192541,Road,2024-07-02T03:39:00Z,Östergötland County,Norrköping,Roe deer,58.57586,16.5757,Female,No,Died at the scene
192512,Road,2024-07-02T04:00:00Z,Västra Götaland County,Herrljunga,Roe deer,58.05847,12.75351,Unknown,Unknown,"Assessed injured, not found"
194299,Road,2024-07-02T04:23:00Z,Västra Götaland County,Vårgårda,Wild boar,58.06298,12.68364,Female,No,Died at the scene
192432,Road,2024-07-02T04:30:00Z,Jönköping County,Jönköping,Roe deer,57.92272,14.32388,Female,No,Euthanised
194439,Road,2024-07-02T04:34:00Z,Kronoberg County,Växjö,Roe deer,56.79819,14.83406,Unknown,Unknown,"Assessed injured, not found"
268279,Road,2024-07-02T04:50:00Z,Kronoberg County,Ljungby,Roe deer,56.93365,13.97872,Female,No,Died at the scene
192476,Road,2024-07-02T05:05:00Z,Västra Götaland County,Orust,Roe deer,58.28932,11.70244,Female,No,Euthanised
192516,Road,2024-07-02T05:20:00Z,Västra Götaland County,Götene,Roe deer,58.46708,13.47809,Male,No,Died at the scene
192546,Road,2024-07-02T05:25:00Z,Värmland County,Arvika,Roe deer,59.48503,12.69609,Unknown,Unknown,Assessed uninjured
196212,Road,2024-07-02T05:33:00Z,Skåne County,Ängelholm,Roe deer,56.31631,12.78526,Unknown,Unknown,Not found
192464,Road,2024-07-02T05:35:00Z,Östergötland County,Kinda,Fallow deer,58.01411,15.95774,Female,No,Euthanised
192508,Road,2024-07-02T05:41:00Z,Stockholm County,Tyresö,Fallow deer,59.24817,18.24502,Unknown,Unknown,Assessed uninjured
192438,Road,2024-07-02T05:44:00Z,Halland County,Halmstad,Wild boar,56.75371,12.94235,Female,No,Died at the scene
192468,Road,2024-07-02T06:10:00Z,Västra Götaland County,Göteborg,Roe deer,57.85266,11.98044,Unknown,Unknown,Assessed uninjured
192479,Road,2024-07-02T06:18:00Z,Stockholm County,Vallentuna,Roe deer,59.64931,18.33155,Female,No,Died at the scene
192751,Road,2024-07-02T06:20:00Z,Jönköping County,Jönköping,Roe deer,57.86795,14.1036,Unknown,Unknown,Died at the scene
192445,Road,2024-07-02T06:25:00Z,Västra Götaland County,Mariestad,Roe deer,58.60705,13.87847,Male,No,Euthanised
192555,Road,2024-07-02T06:30:00Z,Västra Götaland County,Orust,Roe deer,58.16597,11.70429,Female,No,Died at the scene
192649,Road,2024-07-02T06:30:00Z,Gävleborg County,Hudiksvall,Roe deer,61.76818,17.08999,Male,Unknown,Euthanised
192576,Road,2024-07-02T06:31:00Z,Kalmar County,Västervik,Roe deer,57.93831,16.42206,Male,No,Found dead
194561,Road,2024-07-02T06:45:00Z,Kalmar County,Kalmar,Roe deer,56.71095,16.31272,Male,No,Died at the scene
192882,Railway,2024-07-02T07:00:00Z,Kronoberg County,Växjö,Roe deer,56.99864,14.57665,Unknown,No,Died at the scene
192601,Road,2024-07-02T07:03:00Z,Västra Götaland County,Lysekil,Roe deer,58.31483,11.48429,Male,No,Died at the scene
192484,Road,2024-07-02T07:06:00Z,Jämtland County,Östersund,Moose,63.20607,14.47563,Unknown,Unknown,Assessed uninjured
192585,Railway,2024-07-02T07:11:00Z,Värmland County,Torsby,Roe deer,60.1218,13.04545,Unknown,Unknown,Died at the scene
193809,Railway,2024-07-02T07:12:00Z,Skåne County,Hässleholm,Moose,56.06626,13.73091,Unknown,Unknown,Died at the scene
192522,Road,2024-07-02T07:15:00Z,Västra Götaland County,Götene,Roe deer,58.57667,13.401,Unknown,Unknown,Not found
192916,Road,2024-07-02T07:17:00Z,Värmland County,Säffle,Roe deer,59.08994,12.93214,Unknown,Unknown,Died at the scene
192492,Road,2024-07-02T07:20:00Z,Gävleborg County,Hudiksvall,Roe deer,61.87485,16.53166,Female,No,Found dead
192618,Road,2024-07-02T07:25:00Z,Västra Götaland County,Göteborg,Roe deer,57.78674,12.02819,Unknown,Unknown,Died at the scene
192498,Road,2024-07-02T07:27:00Z,Örebro County,Örebro,Roe deer,59.26261,15.17354,Unknown,Unknown,Not found
193224,Railway,2024-07-02T07:33:00Z,Skåne County,Höör,Roe deer,55.91795,13.47561,Unknown,Unknown,Found dead
193331,Road,2024-07-02T07:40:00Z,Skåne County,Svedala,Roe deer,55.50517,13.32866,Male,No,Died at the scene
192554,Road,2024-07-02T07:45:00Z,Gävleborg County,Nordanstig,Roe deer,62.00847,16.98304,Unknown,Unknown,Not found
192465,Road,2024-07-02T07:51:00Z,Kalmar County,Nybro,Roe deer,56.73328,15.84541,Female,No,Died at the scene
192549,Road,2024-07-02T08:00:00Z,Västra Götaland County,Lerum,Wild boar,57.82657,12.29183,Unknown,Unknown,Not found
192659,Road,2024-07-02T08:00:00Z,Gotland County,Gotland,Roe deer,57.67093,18.4791,Unknown,Unknown,Not found
192567,Road,2024-07-02T08:05:00Z,Västra Götaland County,Uddevalla,Roe deer,58.37669,11.98389,Female,No,Assessed uninjured
192467,Road,2024-07-02T08:07:00Z,Blekinge County,Karlshamn,Roe deer,56.17858,14.74486,Male,No,Died at the scene
192481,Road,2024-07-02T08:20:00Z,Gävleborg County,Gävle,Roe deer,60.50336,17.16417,Male,No,Assessed uninjured
192483,Road,2024-07-02T08:29:00Z,Skåne County,Vellinge,Roe deer,55.40081,12.86521,Male,No,Died at the scene
192892,Road,2024-07-02T08:39:00Z,Värmland County,Arvika,Roe deer,59.66881,12.8179,Unknown,Unknown,Not found
192525,Road,2024-07-02T08:42:00Z,Jönköping County,Habo,Roe deer,57.86509,13.9739,Unknown,Unknown,Not found
192939,Road,2024-07-02T08:45:00Z,Södermanland County,Trosa,Roe deer,58.9485,17.5018,Male,No,Died at the scene
192489,Road,2024-07-02T09:00:00Z,Västra Götaland County,Uddevalla,Roe deer,58.22405,11.89157,Male,Yes,Died at the scene
192540,Road,2024-07-02T09:16:00Z,Örebro County,Karlskoga,Wild boar,59.27819,14.7198,Male,No,Died at the scene
192480,Road,2024-07-02T09:31:00Z,Blekinge County,Ronneby,Roe deer,56.139,15.3388,Female,No,Euthanised
192491,Road,2024-07-02T09:41:00Z,Dalarna County,Smedjebacken,Roe deer,60.12764,15.46155,Female,No,Died at the scene
192556,Road,2024-07-02T09:42:00Z,Dalarna County,Rättvik,Moose,61.09083,15.17635,Female,No,Euthanised
192827,Road,2024-07-02T09:56:00Z,Södermanland County,Strängnäs,Roe deer,59.37942,17.25946,Unknown,Unknown,Assessed uninjured
192520,Road,2024-07-02T09:57:00Z,Stockholm County,Sollentuna,Roe deer,59.42776,17.99714,Male,No,Died at the scene
198173,Road,2024-07-02T10:08:00Z,Skåne County,Kristianstad,Roe deer,56.0986,14.2827,Male,Yes,Died at the scene
192497,Road,2024-07-02T10:14:00Z,Dalarna County,Hedemora,Roe deer,60.33397,15.91939,Female,Yes,Died at the scene
192529,Road,2024-07-02T10:18:00Z,Halland County,Halmstad,Roe deer,56.63535,12.9853,Unknown,Unknown,Died at the scene
195651,Road,2024-07-02T10:26:00Z,Dalarna County,Leksand,Roe deer,60.70257,15.03918,Male,No,Euthanised
192746,Road,2024-07-02T10:35:00Z,Kalmar County,Västervik,Roe deer,57.70118,16.26088,Unknown,No,Assessed uninjured
