decimalLatitude,decimalLongitude,eventDate,scientificName,taxonConceptID,recordID,dataResourceName,year,month,wday,hour,day,dryandra,prcp,tmax,tmin
-34.53307,139.43827,2016-11-17T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,68fcafd6-4eb1-4389-8cb7-8967f64807ae,SA Fauna (BDBSA),2016,Nov,Thu,13,2016-11-17,FALSE,NA,NA,NA
-34.53307,139.44054,2020-11-14T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,128605e7-c7ec-4701-8ff2-68bfd90b02b8,SA Fauna (BDBSA),2020,Nov,Sat,13,2020-11-14,FALSE,NA,NA,NA
-34.53305,139.44365,2016-10-13T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,b2b84ebd-0800-4aba-a180-d22f6e3ca8a8,SA Fauna (BDBSA),2016,Oct,Thu,13,2016-10-13,FALSE,NA,NA,NA
-34.53304,139.44121,2011-12-09T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,113f2421-ac07-49ba-bc47-c0004dbcf1f9,SA Fauna (BDBSA),2011,Dec,Fri,13,2011-12-09,FALSE,NA,NA,NA
-34.5329,139.44444,2013-11-16T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,4dc466f5-0935-458a-8a8c-4a9d55d3cc33,SA Fauna (BDBSA),2013,Nov,Sat,13,2013-11-16,FALSE,NA,NA,NA
-34.53287,139.44323,2011-12-20T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,f49124a5-11f9-43c4-a968-b07b7304227e,SA Fauna (BDBSA),2011,Dec,Tue,13,2011-12-20,FALSE,NA,NA,NA
-34.53284,139.44527,2016-10-12T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,ff4598d3-1733-4b57-9872-4f8286579f04,SA Fauna (BDBSA),2016,Oct,Wed,13,2016-10-12,FALSE,NA,NA,NA
-34.53278,139.44672,2011-12-22T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,624bf9ca-b88f-44e5-b0a9-01d7644fae46,SA Fauna (BDBSA),2011,Dec,Thu,13,2011-12-22,FALSE,NA,NA,NA
-34.53276,139.44778,2011-12-06T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,36a8b360-0bf4-457f-8aac-19d56383dbd3,SA Fauna (BDBSA),2011,Dec,Tue,13,2011-12-06,FALSE,NA,NA,NA
-34.53265,139.44923,2016-10-15T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,5424d53a-c4be-4592-b759-d40789925f4f,SA Fauna (BDBSA),2016,Oct,Sat,13,2016-10-15,FALSE,NA,NA,NA
-34.53263,139.44949,2017-11-20T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,68b2a469-be2c-46d6-8a31-200b90647986,SA Fauna (BDBSA),2017,Nov,Mon,13,2017-11-20,FALSE,NA,NA,NA
-34.53262,139.45036,2011-12-15T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,939cc28d-9c7f-4c8a-8193-2ac6333abd36,SA Fauna (BDBSA),2011,Dec,Thu,13,2011-12-15,FALSE,NA,NA,NA
-34.53259,139.45013,2016-10-18T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,2803fc67-d872-4697-bad5-556a987e2228,SA Fauna (BDBSA),2016,Oct,Tue,13,2016-10-18,FALSE,NA,NA,NA
-34.53256,139.4473,2016-11-19T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,9262ceca-fe6e-4ea9-a37c-b4267ff1d271,SA Fauna (BDBSA),2016,Nov,Sat,13,2016-11-19,FALSE,NA,NA,NA
-34.53255,139.45161,2017-11-14T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,37218f0d-1965-4171-9b79-4573d3c4ad39,SA Fauna (BDBSA),2017,Nov,Tue,13,2017-11-14,FALSE,NA,NA,NA
-34.53254,139.45168,2020-11-08T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,2f2c0817-6f92-428b-ae4a-3120dedf9fc6,SA Fauna (BDBSA),2020,Nov,Sun,13,2020-11-08,FALSE,NA,NA,NA
-34.53237,139.45501,2011-12-19T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,0ef5bc2c-99d0-47c1-a607-50aacc5ef800,SA Fauna (BDBSA),2011,Dec,Mon,13,2011-12-19,FALSE,NA,NA,NA
-34.53231,139.45634,2017-11-13T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,54277ad4-6564-40ee-85cc-ae0f2bb86125,SA Fauna (BDBSA),2017,Nov,Mon,13,2017-11-13,FALSE,NA,NA,NA
-34.53204,139.4598,2016-11-16T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,309ac0d1-f6ca-4469-8cfa-867fe0f4cc6f,SA Fauna (BDBSA),2016,Nov,Wed,13,2016-11-16,FALSE,NA,NA,NA
-34.53185,139.46582,2011-12-28T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,2d0323a5-2677-45f1-bc72-4fa30cecb91e,SA Fauna (BDBSA),2011,Dec,Wed,13,2011-12-28,FALSE,NA,NA,NA
-34.53184,139.46587,2013-12-10T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,7a179682-4c05-4bfd-a462-0c57c0499565,SA Fauna (BDBSA),2013,Dec,Tue,13,2013-12-10,FALSE,NA,NA,NA
-34.53183,139.46564,2011-12-08T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,d3fcb6bb-3d97-4bb4-bda1-933e1cc6bf48,SA Fauna (BDBSA),2011,Dec,Thu,13,2011-12-08,FALSE,NA,NA,NA
-34.53181,139.4654,2017-11-04T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,5f1139cd-4f81-44a0-8dc3-abe6f17d2746,SA Fauna (BDBSA),2017,Nov,Sat,13,2017-11-04,FALSE,NA,NA,NA
-34.53178,139.4653,2016-11-18T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,13e78d5f-b67e-4c46-a25b-85f3cc0a7b71,SA Fauna (BDBSA),2016,Nov,Fri,13,2016-11-18,FALSE,NA,NA,NA
-34.53176,139.46576,2016-11-17T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,b507a542-95f6-4490-b5c4-bc71e2073c82,SA Fauna (BDBSA),2016,Nov,Thu,13,2016-11-17,FALSE,NA,NA,NA
-34.53175,139.46728,2013-12-15T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,9cf4237c-710d-4507-902d-9e54c6657d55,SA Fauna (BDBSA),2013,Dec,Sun,13,2013-12-15,FALSE,NA,NA,NA
-34.53172,139.46819,2017-11-18T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,7fad0a9f-6bb7-4343-8756-94b1251a1a7f,SA Fauna (BDBSA),2017,Nov,Sat,13,2017-11-18,FALSE,NA,NA,NA
-34.5317,139.46861,2017-11-19T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,073e70ab-5af2-4f66-bf23-bfe992357e3c,SA Fauna (BDBSA),2017,Nov,Sun,13,2017-11-19,FALSE,NA,NA,NA
-34.53165,139.46674,2017-12-11T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,cd9f491c-b197-4bc2-8218-11a631e38387,SA Fauna (BDBSA),2017,Dec,Mon,13,2017-12-11,FALSE,NA,NA,NA
-34.53156,139.43831,2020-11-10T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,5c13de6b-f3e6-48cb-aba6-32970e9b63a6,SA Fauna (BDBSA),2020,Nov,Tue,13,2020-11-10,FALSE,NA,NA,NA
-34.53148,139.47246,2020-11-13T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,46c82854-0833-498e-83e9-d5ccae33b912,SA Fauna (BDBSA),2020,Nov,Fri,13,2020-11-13,FALSE,NA,NA,NA
-34.53145,139.47367,2013-12-13T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,38d1eb45-c442-498a-94da-c1b71dc9ca34,SA Fauna (BDBSA),2013,Dec,Fri,13,2013-12-13,FALSE,NA,NA,NA
-34.53132,139.47517,2013-12-10T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,94e99a51-0d40-4cd4-8ca5-63995a6058f7,SA Fauna (BDBSA),2013,Dec,Tue,13,2013-12-10,FALSE,NA,NA,NA
-34.53086,139.43838,2016-11-17T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,8b84255a-dfaf-46a8-b538-d045517be991,SA Fauna (BDBSA),2016,Nov,Thu,13,2016-11-17,FALSE,NA,NA,NA
-34.53072,139.47508,2013-12-03T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,a35d959e-882c-40f8-8c61-c618dc35951e,SA Fauna (BDBSA),2013,Dec,Tue,13,2013-12-03,FALSE,NA,NA,NA
-34.53064,139.43694,2020-11-12T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,5fbab262-f2ed-449e-b0af-163a1658430e,SA Fauna (BDBSA),2020,Nov,Thu,13,2020-11-12,FALSE,NA,NA,NA
-34.53059,139.47512,2011-12-10T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,5773b143-054d-4996-b216-f60ef2f08c21,SA Fauna (BDBSA),2011,Dec,Sat,13,2011-12-10,FALSE,NA,NA,NA
-34.52955,139.47375,2019-11-06T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,fa0baef9-cd5a-4292-a9b6-5d3e695d60c0,SA Fauna (BDBSA),2019,Nov,Wed,13,2019-11-06,FALSE,NA,NA,NA
-34.5293,139.43855,2017-10-11T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,bd3f4c0b-8868-4bb0-bacf-5017b3b73396,SA Fauna (BDBSA),2017,Oct,Wed,13,2017-10-11,FALSE,NA,NA,NA
-34.52916,139.43828,2013-12-16T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,a6002cda-d33f-44cb-b1b4-8b8fdb93cde5,SA Fauna (BDBSA),2013,Dec,Mon,13,2013-12-16,FALSE,NA,NA,NA
-34.52905,139.47506,2013-12-11T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,6c315858-4b77-48dc-852c-e923de41e70a,SA Fauna (BDBSA),2013,Dec,Wed,13,2013-12-11,FALSE,NA,NA,NA
-34.52875,139.47458,2017-12-08T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,8a529f5d-bf77-4273-9c58-12d0e8ee1d0d,SA Fauna (BDBSA),2017,Dec,Fri,13,2017-12-08,FALSE,NA,NA,NA
-34.52843,139.43698,2017-11-17T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,6617359c-6068-4d38-b46c-0da62f2a4b8c,SA Fauna (BDBSA),2017,Nov,Fri,13,2017-11-17,FALSE,NA,NA,NA
-34.52819,139.43834,2020-11-12T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,6815aa8a-fd15-44fa-9d9c-6cfe3ed378a9,SA Fauna (BDBSA),2020,Nov,Thu,13,2020-11-12,FALSE,NA,NA,NA
-34.52794,139.43834,2016-10-15T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,1a8d09a4-1c9a-461e-bdb5-cc70f7cf92c1,SA Fauna (BDBSA),2016,Oct,Sat,13,2016-10-15,FALSE,NA,NA,NA
-34.52764,139.47508,2017-11-13T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,b275b47c-f74b-4119-867c-bb824fba9452,SA Fauna (BDBSA),2017,Nov,Mon,13,2017-11-13,FALSE,NA,NA,NA
-34.52739,139.43832,2017-11-15T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,a37bb29e-2f7f-4047-9a6f-9f093b132aa2,SA Fauna (BDBSA),2017,Nov,Wed,13,2017-11-15,FALSE,NA,NA,NA
-34.52727,139.43832,2016-10-11T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,47f487dc-e63f-4d4d-95d3-0bf86f445722,SA Fauna (BDBSA),2016,Oct,Tue,13,2016-10-11,FALSE,NA,NA,NA
-34.52722,139.43831,2018-11-06T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,aca35ce8-f80a-4fc4-92aa-171b2292f3f5,SA Fauna (BDBSA),2018,Nov,Tue,13,2018-11-06,FALSE,NA,NA,NA
-34.5272,139.47511,2014-11-13T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,8e5bdfca-19ee-4bc2-b326-b7f2559ff867,SA Fauna (BDBSA),2014,Nov,Thu,13,2014-11-13,FALSE,NA,NA,NA
-34.52594,139.43834,2020-11-10T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,b013f276-7b60-4581-8425-f658bf714b25,SA Fauna (BDBSA),2020,Nov,Tue,13,2020-11-10,FALSE,NA,NA,NA
-34.52576,139.43837,2011-12-15T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,5e06d7ae-928c-4a45-8010-ebd3f5f6aa8a,SA Fauna (BDBSA),2011,Dec,Thu,13,2011-12-15,FALSE,NA,NA,NA
-34.52549,139.43695,2018-11-11T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,ed494cb3-9015-4b61-939c-7e7f179e2a1d,SA Fauna (BDBSA),2018,Nov,Sun,13,2018-11-11,FALSE,NA,NA,NA
-34.52535,139.47503,2016-11-18T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,e7e303d7-502e-489a-a664-0954465705cc,SA Fauna (BDBSA),2016,Nov,Fri,13,2016-11-18,FALSE,NA,NA,NA
-34.52471,139.43828,2016-11-17T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,9124d986-e098-4e7c-b996-ba7a138b54c5,SA Fauna (BDBSA),2016,Nov,Thu,13,2016-11-17,FALSE,NA,NA,NA
-34.52431,139.43831,2018-11-11T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,8cb08f91-b951-4d9b-aa21-241da37475ec,SA Fauna (BDBSA),2018,Nov,Sun,13,2018-11-11,FALSE,NA,NA,NA
-34.5243,139.45566,2016-11-14T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,56a5b96e-41d5-4db0-a265-b3bc10d097dd,SA Fauna (BDBSA),2016,Nov,Mon,13,2016-11-14,FALSE,NA,NA,NA
-34.52428,139.43697,2018-11-11T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,cac9ae37-0e5e-42f6-83cd-c3259701eab2,SA Fauna (BDBSA),2018,Nov,Sun,13,2018-11-11,FALSE,NA,NA,NA
-34.52407,139.47375,2019-11-11T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,0a2e7fa5-b6b1-476d-953a-a97a97d5ba78,SA Fauna (BDBSA),2019,Nov,Mon,13,2019-11-11,FALSE,NA,NA,NA
-34.52403,139.43828,2016-11-16T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,e4bd1d54-98f4-4aca-ae72-84e60ce2c573,SA Fauna (BDBSA),2016,Nov,Wed,13,2016-11-16,FALSE,NA,NA,NA
-34.5239,139.44198,2019-11-04T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,b8e44711-c2d0-4e9e-985f-fc81ede841cb,SA Fauna (BDBSA),2019,Nov,Mon,13,2019-11-04,FALSE,NA,NA,NA
-34.5237,139.43833,2018-11-08T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,aeb7ad4d-e36a-4c27-85f6-25525d2d0e7f,SA Fauna (BDBSA),2018,Nov,Thu,13,2018-11-08,FALSE,NA,NA,NA
-34.52334,139.43696,2019-11-04T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,62b391fd-211d-433f-a475-9bc1fd986ecd,SA Fauna (BDBSA),2019,Nov,Mon,13,2019-11-04,FALSE,NA,NA,NA
-34.52241,139.4383,2018-11-09T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,f273e7da-8416-4433-92dd-6d8282f03636,SA Fauna (BDBSA),2018,Nov,Fri,13,2018-11-09,FALSE,NA,NA,NA
-34.52241,139.4383,2018-11-09T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,c6c59948-0050-48ab-8f5e-8c08c81fd81b,SA Fauna (BDBSA),2018,Nov,Fri,13,2018-11-09,FALSE,NA,NA,NA
-34.52227,139.44371,2011-12-10T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,fdbf1a9d-fb39-4754-a58f-769388c5ba44,SA Fauna (BDBSA),2011,Dec,Sat,13,2011-12-10,FALSE,NA,NA,NA
-34.52226,139.44706,2021-03-01T13:00:00Z,Myrmecobius fasciatus,https://biodiversity.org.au/afd/taxa/6c72d199-f0f1-44d3-8197-224a2f7cff5f,62ef6937-9b29-47e6-a5a3-47d1fed58d4d,SA Fauna (BDBSA),2021,Mar,Mon,13,2021-03-01,FALSE,NA,NA,NA
