expedition_id,member_id,peak_id,peak_name,year,season,sex,age,citizenship,expedition_role,hired,highpoint_metres,success,solo,oxygen_used,died,death_cause,death_height_metres,injured,injury_type,injury_height_metres
AMAD81302,AMAD81302-04,AMAD,Ama Dablam,1981,Autumn,M,23,Japan,Climber,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,Exposure / frostbite,6000
AMAD81302,AMAD81302-05,AMAD,Ama Dablam,1981,Autumn,M,32,Japan,Climber,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81302,AMAD81302-01,AMAD,Ama Dablam,1981,Autumn,M,45,Japan,Leader,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82101,AMAD82101-03,AMAD,Ama Dablam,1982,Spring,F,23,USA,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82101,AMAD82101-04,AMAD,Ama Dablam,1982,Spring,F,32,USA,BC Manager,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82101,AMAD82101-01,AMAD,Ama Dablam,1982,Spring,F,35,USA,Leader,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82101,AMAD82101-05,AMAD,Ama Dablam,1982,Spring,F,32,USA,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82101,AMAD82101-06,AMAD,Ama Dablam,1982,Spring,F,32,USA,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82101,AMAD82101-02,AMAD,Ama Dablam,1982,Spring,F,29,USA,Deputy Leader,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82101,AMAD82101-07,AMAD,Ama Dablam,1982,Spring,F,35,Switzerland,Exp Doctor,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82101,AMAD82101-08,AMAD,Ama Dablam,1982,Spring,F,28,USA,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82101,AMAD82101-09,AMAD,Ama Dablam,1982,Spring,F,30,USA,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82401,AMAD82401-03,AMAD,Ama Dablam,1982,Winter,M,33,USA,Climber,FALSE,6550,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82401,AMAD82401-04,AMAD,Ama Dablam,1982,Winter,M,28,USA,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82401,AMAD82401-05,AMAD,Ama Dablam,1982,Winter,M,30,USA,Climber,FALSE,6550,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82401,AMAD82401-02,AMAD,Ama Dablam,1982,Winter,M,29,USA,Climbing Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82401,AMAD82401-06,AMAD,Ama Dablam,1982,Winter,M,31,USA,Exp Doctor,FALSE,6550,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD82401,AMAD82401-01,AMAD,Ama Dablam,1982,Winter,M,32,USA,Leader,FALSE,6550,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83101,AMAD83101-01,AMAD,Ama Dablam,1983,Spring,M,45,Austria,Leader,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,Exposure / frostbite,6800
AMAD83101,AMAD83101-02,AMAD,Ama Dablam,1983,Spring,M,27,Austria,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83101,AMAD83101-03,AMAD,Ama Dablam,1983,Spring,M,41,Austria,Exp Doctor,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83101,AMAD83101-04,AMAD,Ama Dablam,1983,Spring,M,44,Austria,Climber,FALSE,5750,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83101,AMAD83101-05,AMAD,Ama Dablam,1983,Spring,M,30,Austria,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83102,AMAD83102-02,AMAD,Ama Dablam,1983,Spring,M,29,Switzerland,Climbing Leader,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83102,AMAD83102-03,AMAD,Ama Dablam,1983,Spring,M,29,Belgium,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83102,AMAD83102-01,AMAD,Ama Dablam,1983,Spring,F,50,Belgium,Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83102,AMAD83102-04,AMAD,Ama Dablam,1983,Spring,F,35,Switzerland,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83102,AMAD83102-05,AMAD,Ama Dablam,1983,Spring,M,33,Belgium,Exp Doctor,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-03,AMAD,Ama Dablam,1983,Autumn,F,46,Switzerland,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-02,AMAD,Ama Dablam,1983,Autumn,M,35,Switzerland,Climbing Leader,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-01,AMAD,Ama Dablam,1983,Autumn,M,31,Switzerland,Leader,FALSE,NA,FALSE,FALSE,FALSE,TRUE,Fall,5300,FALSE,NA,NA
AMAD83301,AMAD83301-04,AMAD,Ama Dablam,1983,Autumn,F,23,Switzerland,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-05,AMAD,Ama Dablam,1983,Autumn,M,29,Switzerland,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-06,AMAD,Ama Dablam,1983,Autumn,M,22,Switzerland,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-07,AMAD,Ama Dablam,1983,Autumn,M,43,Switzerland,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-08,AMAD,Ama Dablam,1983,Autumn,M,28,Switzerland,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-09,AMAD,Ama Dablam,1983,Autumn,M,28,Switzerland,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-10,AMAD,Ama Dablam,1983,Autumn,M,37,Switzerland,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-11,AMAD,Ama Dablam,1983,Autumn,M,27,Switzerland,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-12,AMAD,Ama Dablam,1983,Autumn,F,45,Switzerland,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD83301,AMAD83301-13,AMAD,Ama Dablam,1983,Autumn,F,28,Switzerland,Climber,FALSE,NA,FALSE,FALSE,FALSE,TRUE,Fall,5300,FALSE,NA,NA
