expedition_id,peak_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
ANN453301,ANN4,Annapurna IV,1953,Autumn,1953-10-21,NA,1953-11-04,"Bad weather (storms, high winds)",7100,7,0,7,0,FALSE,NA
ANN455101,ANN4,Annapurna IV,1955,Spring,1955-05-13,1955-05-30,NA,Success (main peak),7525,4,0,2,0,FALSE,NA
ANN457101,ANN4,Annapurna IV,1957,Spring,1957-04-16,1957-05-05,1957-05-18,Success (main peak),7525,2,0,4,0,FALSE,NA
ANN460101,ANN4,Annapurna IV,1960,Spring,1960-03-15,1960-05-18,NA,Success (main peak),7525,4,0,3,0,FALSE,NA
ANN469301,ANN4,Annapurna IV,1969,Autumn,NA,1969-10-07,NA,Success (main peak),7525,9,0,1,0,FALSE,NA
ANN469302,ANN4,Annapurna IV,1969,Autumn,1969-09-25,1969-10-21,1969-10-26,Success (main peak),7525,10,0,0,0,FALSE,NA
ANN470101,ANN4,Annapurna IV,1970,Spring,NA,1970-04-25,NA,Success (main peak),7525,8,0,6,0,FALSE,NA
ANN474101,ANN4,Annapurna IV,1974,Spring,1974-03-20,1974-04-26,1974-05-02,Success (main peak),7525,4,0,5,0,FALSE,NA
ANN478101,ANN4,Annapurna IV,1978,Spring,1978-04-07,1978-04-23,1978-04-28,Success (main peak),7525,7,0,5,0,FALSE,NA
ANN479301,ANN4,Annapurna IV,1979,Autumn,1979-10-11,1979-10-25,1979-10-26,"Illness, AMS, exhaustion, or frostbite",6900,16,0,5,0,FALSE,NA
ANN480301,ANN4,Annapurna IV,1980,Autumn,1980-10-11,1980-10-23,1980-10-30,Success (main peak),7525,14,0,6,0,FALSE,NA
ANN481101,ANN4,Annapurna IV,1981,Spring,1981-04-08,1981-04-25,NA,Success (main peak),7525,7,0,3,0,FALSE,NA
ANN481301,ANN4,Annapurna IV,1981,Autumn,1981-09-04,1981-10-10,NA,"Bad weather (storms, high winds)",7300,19,0,0,0,FALSE,NA
ANN481401,ANN4,Annapurna IV,1981,Winter,1981-11-23,1981-12-22,1981-12-28,Success (main peak),7525,8,0,2,0,FALSE,NA
ANN483101,ANN4,Annapurna IV,1983,Spring,1983-04-02,1983-05-09,NA,Success (main peak),7525,4,0,1,0,FALSE,NA
ANN483301,ANN4,Annapurna IV,1983,Autumn,1983-09-25,1983-10-07,1983-10-10,Success (main peak),7525,15,0,3,0,FALSE,NA
ANN484302,ANN4,Annapurna IV,1984,Autumn,1984-09-29,1984-10-06,1984-10-17,"Bad weather (storms, high winds)",6400,10,0,2,0,FALSE,NA
ANN484301,ANN4,Annapurna IV,1984,Autumn,1984-09-28,1984-10-06,1984-10-11,Lack (or loss) of supplies or equipment,6800,9,0,2,0,FALSE,NA
ANN485301,ANN4,Annapurna IV,1985,Autumn,1985-10-05,1985-10-06,1985-10-25,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5000,15,0,0,1,FALSE,NA
ANN486101,ANN4,Annapurna IV,1986,Spring,1986-04-08,1986-05-02,NA,Success (main peak),7525,35,0,5,0,FALSE,NPMAF
ANN486301,ANN4,Annapurna IV,1986,Autumn,1986-10-23,1986-11-07,NA,Success (main peak),7525,9,0,2,0,FALSE,Sherpa Society
ANN487101,ANN4,Annapurna IV,1987,Spring,1987-04-08,1987-04-23,1987-04-24,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5700,6,0,2,0,FALSE,Mountain Travel
ANN487302,ANN4,Annapurna IV,1987,Autumn,1987-09-29,1987-10-16,1987-10-19,"Bad weather (storms, high winds)",6460,15,0,2,0,FALSE,Rover Treks
ANN487301,ANN4,Annapurna IV,1987,Autumn,1987-09-16,1987-10-10,1987-10-18,Success (main peak),7525,7,0,4,0,FALSE,Rover Treks
ANN489301,ANN4,Annapurna IV,1989,Autumn,1989-08-21,1989-09-20,NA,Success (main peak),7525,9,0,2,0,FALSE,Asian Trekking
ANN490301,ANN4,Annapurna IV,1990,Autumn,1990-10-04,1990-10-13,1990-10-18,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6600,12,0,5,0,FALSE,Sherpa Trekking Service (STS)
ANN490302,ANN4,Annapurna IV,1990,Autumn,1990-10-17,1990-10-29,1990-11-01,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6800,10,0,3,0,FALSE,Thamserku Trekking
ANN490303,ANN4,Annapurna IV,1990,Autumn,1990-11-05,1990-11-14,NA,Success (main peak),7525,8,0,7,0,TRUE,Himalayan Journeys
ANN491101,ANN4,Annapurna IV,1991,Spring,1991-04-03,1991-04-19,1991-04-20,"Bad weather (storms, high winds)",5650,6,0,3,0,FALSE,Journeys Mountaineering & Trekking
ANN491301,ANN4,Annapurna IV,1991,Autumn,1991-08-27,1991-09-05,1991-09-07,"Bad weather (storms, high winds)",6480,1,0,1,0,FALSE,Cosmo Treks
ANN491302,ANN4,Annapurna IV,1991,Autumn,1991-09-09,1991-10-09,1991-10-13,"Bad weather (storms, high winds)",7000,1,0,5,0,FALSE,Wangdi
ANN491303,ANN4,Annapurna IV,1991,Autumn,1991-11-01,1991-11-15,1991-11-20,"Bad weather (storms, high winds)",6500,9,0,2,0,FALSE,Everest Trekking
ANN492101,ANN4,Annapurna IV,1992,Spring,1992-03-31,1992-05-05,1992-05-09,Success (main peak),7525,12,0,0,0,TRUE,Mountain Travel
ANN492301,ANN4,Annapurna IV,1992,Autumn,1992-09-01,1992-09-21,1992-09-25,Success (main peak),7525,6,0,3,0,FALSE,Universal Trekking Network
ANN492303,ANN4,Annapurna IV,1992,Autumn,1992-09-13,1992-09-23,1992-09-27,Success (main peak),7525,1,0,4,0,FALSE,Journeys Mountaineering & Trekking
ANN492302,ANN4,Annapurna IV,1992,Autumn,1992-09-04,1992-09-24,1992-09-27,Success (main peak),7525,6,0,1,0,FALSE,Kunga
ANN492304,ANN4,Annapurna IV,1992,Autumn,1992-09-16,1992-10-02,1992-10-08,"Bad weather (storms, high winds)",6400,6,0,5,0,FALSE,Himalayan Journeys
MAKA88101,MAKA,Makalu,1988,Spring,1988-04-06,1988-04-27,NA,Success (main peak),8485,1,0,2,0,FALSE,Thamserku Trekking
MAKA88103,MAKA,Makalu,1988,Spring,1988-04-13,1988-05-08,1988-05-21,"Bad weather (storms, high winds)",7800,9,0,2,0,FALSE,International Trekkers (Intrek Asia)
MAKA88102,MAKA,Makalu,1988,Spring,1988-04-07,1988-05-03,1988-05-06,Lack of time,8300,9,0,1,0,FALSE,International Trekkers (Intrek Asia)
KANG88101,KANG,Kangchenjunga,1988,Spring,1988-04-03,1988-05-03,NA,Success (main peak),8586,5,0,2,0,FALSE,Mountain Travel
KANG88102,KANG,Kangchenjunga,1988,Spring,1988-04-06,1988-05-20,1988-05-29,"Bad weather (storms, high winds)",7800,4,0,2,0,FALSE,Kunga
KANG88103,KANG,Kangchenjunga,1988,Spring,1988-03-24,1988-04-15,1988-05-15,"Route technically too difficult, lack of experience, strength, or motivation",8450,23,1,9,0,TRUE,Lamjung
MAKA88104,MAKA,Makalu,1988,Spring,NA,NA,NA,Did not reach base camp,NA,2,0,0,0,FALSE,Asian Trekking
AMAD88101,AMAD,Ama Dablam,1988,Spring,1988-03-22,1988-04-10,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5770,4,0,2,0,FALSE,Mountain Travel
AMAD88102,AMAD,Ama Dablam,1988,Spring,1988-03-23,1988-04-15,1988-04-17,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6520,6,1,0,0,FALSE,Mountain Travel
BARU88102,BARU,Baruntse,1988,Spring,1988-04-25,1988-05-07,NA,Lack of time,6500,6,0,5,0,FALSE,Sherpa Cooperative Trekking (SCT)
BARU88101,BARU,Baruntse,1988,Spring,1988-04-20,1988-05-10,1988-05-17,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7070,10,0,4,0,TRUE,Kunga
CHAM88101,CHAM,Chamlang,1988,Spring,1988-04-17,1988-05-10,NA,Success (subpeak),7290,6,0,2,0,FALSE,Summit Nepal Trekking
KUSU88101,KUSU,Kusum Kanguru,1988,Spring,1988-04-10,1988-04-23,1988-04-28,Lack of time,6300,6,0,0,0,FALSE,NA
LSHR88101,LSHR,Lhotse Shar,1988,Spring,1988-04-02,1988-05-12,1988-05-20,"Bad weather (storms, high winds)",7400,5,0,1,0,FALSE,Nepal Himalaya
CHOY88102,CHOY,Cho Oyu,1988,Spring,1988-04-07,1988-04-29,NA,Lack (or loss) of supplies or equipment,7600,5,0,6,0,FALSE,Yeti Mountaineering & Trekking
CHOY88105,CHOY,Cho Oyu,1988,Spring,1988-04-27,1988-05-08,1988-05-15,"Bad weather (storms, high winds)",7600,2,0,0,0,FALSE,NA
CHOY88104,CHOY,Cho Oyu,1988,Spring,1988-04-20,1988-05-10,NA,Success (main peak),8188,4,1,0,0,FALSE,NA
CHOY88101,CHOY,Cho Oyu,1988,Spring,1988-04-03,1988-04-30,NA,Success (main peak),8188,6,0,1,0,FALSE,Atlas
CHOY88103,CHOY,Cho Oyu,1988,Spring,1988-04-14,1988-05-01,1988-05-12,Success (main peak),8188,8,0,4,0,FALSE,NA
CHOY88106,CHOY,Cho Oyu,1988,Spring,1988-05-25,1988-05-30,NA,Success (main peak),8188,27,0,0,0,FALSE,NA
KTEG88101,KTEG,Kangtega,1988,Spring,1988-04-06,1988-04-13,1988-04-18,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100,3,0,0,0,FALSE,Dream Trekking
PUMO88101,PUMO,Pumori,1988,Spring,1988-04-04,1988-04-18,NA,Success (main peak),7138,4,1,0,0,FALSE,Sherpa Trekking Service (STS)
PUMO88102,PUMO,Pumori,1988,Spring,1988-04-06,1988-04-26,NA,Success (main peak),7138,7,0,4,0,FALSE,Sherpa Trekking Service (STS)
TAWO88101,TAWO,Tawoche,1988,Spring,1988-04-05,1988-04-15,1988-04-18,"Bad weather (storms, high winds)",6400,4,0,0,0,FALSE,Mountain Travel
ANNS88101,ANNS,Annapurna South,1988,Spring,1988-04-05,1988-05-07,NA,Lack (or loss) of supplies or equipment,6100,4,0,0,0,FALSE,Jai Himal Trekking
ANN188101,ANN1,Annapurna I,1988,Spring,1988-04-10,1988-05-10,NA,Success (main peak),8091,7,0,4,0,FALSE,Trekking International
ANN188102,ANN1,Annapurna I,1988,Spring,NA,NA,NA,Did not reach base camp,NA,5,0,0,0,FALSE,Asian Trekking
CHRE88101,CHRE,Churen Himal East,1988,Spring,1988-03-27,1988-05-07,NA,Success (main peak),7371,7,1,2,0,FALSE,Adventure Nepal
GAN288101,GAN2,Ganesh II,1988,Spring,1988-03-23,1988-04-08,1988-04-15,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100,4,0,0,0,FALSE,Sherpa Society
MANA88101,MANA,Manaslu,1988,Spring,1988-03-07,1988-03-09,1988-03-16,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5400,2,0,0,0,FALSE,Himalayan Agency
MANA88103,MANA,Manaslu,1988,Spring,1988-04-04,1988-05-01,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7050,8,0,1,0,FALSE,Trekking International
MANA88102,MANA,Manaslu,1988,Spring,1988-04-03,1988-05-01,NA,Success (main peak),8163,7,0,0,0,FALSE,Asian Trekking
PUTH88101,PUTH,Putha Hiunchuli,1988,Spring,1988-04-09,1988-05-01,1988-05-06,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6300,9,0,1,0,FALSE,Summit Nepal Trekking
CTSE88101,CTSE,Changtse,1988,Spring,NA,NA,NA,Other,7100,5,0,0,0,TRUE,None
AMAD88401,AMAD,Ama Dablam,1988,Winter,1988-11-27,1988-12-16,NA,Success (main peak),6814,3,0,1,0,FALSE,NA
AMAD88402,AMAD,Ama Dablam,1988,Winter,1988-11-29,1988-12-04,1988-12-10,Success (main peak),6814,16,0,9,0,FALSE,NA
ANN188401,ANN1,Annapurna I,1988,Winter,1988-11-07,1988-12-14,1989-01-09,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6800,8,0,2,0,FALSE,NA
CHOY88401,CHOY,Cho Oyu,1988,Winter,1989-01-15,1989-01-16,1989-01-17,"Bad weather (storms, high winds)",5700,2,0,1,0,FALSE,NA
NEMJ88401,NEMJ,Nemjung,1988,Winter,1988-11-19,1988-12-17,1988-12-21,"Bad weather (storms, high winds)",6650,8,0,2,0,FALSE,NA
LANG88401,LANG,Langtang Lirung,1988,Winter,1988-11-24,1988-12-11,NA,Success (main peak),7227,5,0,3,0,FALSE,NA
TAWO88401,TAWO,Tawoche,1988,Winter,1989-01-25,1989-02-15,1989-02-17,Success (main peak),6495,2,0,1,0,FALSE,NA
THAM88401,THAM,Thamserku,1988,Winter,1988-12-01,1988-12-12,1988-12-13,"Route technically too difficult, lack of experience, strength, or motivation",5790,3,0,2,0,FALSE,NA
NUPT88401,NUPT,Nuptse,1988,Winter,1988-11-27,1988-12-22,NA,Success (subpeak),7784,11,0,7,0,FALSE,NA
YALU88401,YALU,Yalung Kang,1988,Winter,1989-01-08,1989-02-09,1989-03-01,"Bad weather (storms, high winds)",7200,7,0,0,0,FALSE,NA
CTSE88201,CTSE,Changtse,1988,Summer,1988-07-25,1988-08-09,NA,Success (main peak),7583,16,0,0,0,FALSE,None
CHOY88201,CHOY,Cho Oyu,1988,Summer,1988-08-24,1988-09-01,NA,Success (main peak),8188,2,0,0,0,FALSE,NA
EVER88401,EVER,Everest,1988,Winter,1988-11-10,1988-12-22,NA,Accident (death or serious injury),8700,17,0,10,1,TRUE,Mountain Travel
LHOT88401,LHOT,Lhotse,1988,Winter,1988-11-10,1988-12-31,NA,Success (main peak),8516,5,0,0,0,TRUE,NA
EVER88402,EVER,Everest,1988,Winter,1988-12-08,1989-01-10,1989-01-12,"Bad weather (storms, high winds)",7800,11,0,7,0,FALSE,NA
LANR83301,LANR,Langtang Ri,1983,Autumn,1983-09-10,1983-10-09,1983-10-15,Success (main peak),7205,6,0,3,0,FALSE,NA
DHA183301,DHA1,Dhaulagiri I,1983,Autumn,1983-09-27,1983-11-03,1983-11-06,"Bad weather (storms, high winds)",7700,15,1,4,0,FALSE,NA
DHA183303,DHA1,Dhaulagiri I,1983,Autumn,1983-11-08,1983-11-11,1983-11-13,Success (main peak),8167,2,0,0,0,FALSE,NA
DHA183302,DHA1,Dhaulagiri I,1983,Autumn,1983-10-01,1983-10-23,1983-10-24,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6020,7,0,0,0,FALSE,NA
NEMJ83301,NEMJ,Nemjung,1983,Autumn,1983-09-14,1983-10-27,NA,Success (main peak),7140,6,0,3,0,FALSE,NA
HIME83301,HIME,Himalchuli East,1983,Autumn,1983-09-15,1983-09-30,NA,Accident (death or serious injury),6500,9,2,2,0,FALSE,NA
KGUR83301,KGUR,Kang Guru,1983,Autumn,1983-09-30,1983-10-19,NA,Success (main peak),6981,10,0,4,0,TRUE,NA
MAKA83302,MAKA,Makalu,1983,Autumn,1983-09-05,1983-09-22,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6700,4,0,0,0,FALSE,NA
MAKA83301,MAKA,Makalu,1983,Autumn,1983-08-30,1983-10-14,NA,Accident (death or serious injury),7600,4,2,1,0,FALSE,NA
NILN83301,NILN,Nilgiri North,1983,Autumn,1983-10-08,1983-10-24,1983-10-31,Success (main peak),7061,8,0,1,0,TRUE,NA
ANN383302,ANN3,Annapurna III,1983,Autumn,1983-09-22,1983-10-22,NA,"Bad weather (storms, high winds)",7135,5,0,1,0,FALSE,NA
ANN383301,ANN3,Annapurna III,1983,Autumn,1983-09-05,1983-10-08,1983-10-20,Accident (death or serious injury),6300,4,1,0,0,FALSE,NA
DHA683301,DHA6,Dhaulagiri VI,1983,Autumn,1983-09-14,1983-10-11,1983-10-20,Success (main peak),7268,5,0,0,0,FALSE,NA
LSHR83301,LSHR,Lhotse Shar,1983,Autumn,1983-09-04,1983-10-21,NA,"Route technically too difficult, lack of experience, strength, or motivation",7925,3,0,0,0,FALSE,NA
MANA83302,MANA,Manaslu,1983,Autumn,1983-09-14,1983-10-22,1983-10-24,Success (main peak),8163,3,0,2,0,FALSE,NA
MANA83301,MANA,Manaslu,1983,Autumn,1983-09-12,1983-10-07,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7400,5,0,3,0,FALSE,NA
ANN183301,ANN1,Annapurna I,1983,Autumn,1983-08-31,1983-09-11,NA,Accident (death or serious injury),6700,9,1,4,2,FALSE,NA
ANN183302,ANN1,Annapurna I,1983,Autumn,1983-09-12,1983-10-08,1983-10-16,"Bad weather (storms, high winds)",6250,13,0,4,0,FALSE,NA
ANN183303,ANN1,Annapurna I,1983,Autumn,1983-09-27,1983-10-22,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400,7,0,3,0,FALSE,NA
CHOY83301,CHOY,Cho Oyu,1983,Autumn,1983-09-12,1983-10-05,1983-10-20,"Bad weather (storms, high winds)",6500,6,0,3,0,FALSE,NA
CHOY83302,CHOY,Cho Oyu,1983,Autumn,1983-09-18,1983-10-16,1983-10-19,"Bad weather (storms, high winds)",7730,11,0,5,0,FALSE,NA
NUMB83301,NUMB,Numbur,1983,Autumn,1983-10-05,1983-10-16,1983-10-17,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5900,7,0,2,0,FALSE,NA
CHRW83301,CHRW,Churen Himal West,1983,Autumn,1983-09-24,1983-10-10,NA,Accident (death or serious injury),6850,15,2,3,0,FALSE,NA
GAUR83301,GAUR,Gaurishankar,1983,Autumn,1983-10-02,1983-11-01,1983-11-07,Success (subpeak),7010,15,0,0,0,FALSE,NA
GAN383301,GAN3,Ganesh III,1983,Autumn,1983-10-06,1983-10-23,1983-10-28,Accident (death or serious injury),6800,12,1,0,0,FALSE,NA
GAN483301,GAN4,Ganesh IV,1983,Autumn,1983-10-07,1983-10-21,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400,4,0,2,0,FALSE,NA
KTEG83301,KTEG,Kangtega,1983,Autumn,1983-10-04,1983-10-18,1983-10-24,"Route technically too difficult, lack of experience, strength, or motivation",6250,6,0,4,1,FALSE,NA
AMAD83301,AMAD,Ama Dablam,1983,Autumn,1983-10-08,1983-10-22,NA,Success (main peak),6814,17,2,5,0,FALSE,NA
AMAD83302,AMAD,Ama Dablam,1983,Autumn,1983-10-27,1983-11-05,1983-11-14,Success (main peak),6814,13,0,4,0,FALSE,NA
CHOB83301,CHOB,Chobuje,1983,Autumn,1983-09-29,1983-10-08,1983-10-17,Accident (death or serious injury),6150,12,2,0,0,FALSE,NA
GLAC83302,GLAC,Glacier Dome,1983,Autumn,NA,NA,NA,Other,6500,4,0,0,0,FALSE,NA
GLAC83301,GLAC,Glacier Dome,1983,Autumn,1983-10-14,1983-10-22,NA,Success (main peak),7069,17,0,4,0,FALSE,Mountain Travel
KANG83301,KANG,Kangchenjunga,1983,Autumn,1983-09-10,1983-10-21,1983-10-26,Success (main peak),8586,9,0,1,0,FALSE,NA
KANG83302,KANG,Kangchenjunga,1983,Autumn,1983-09-15,1983-10-17,1983-10-24,Success (main peak),8586,5,0,0,0,FALSE,NA
BARU83302,BARU,Baruntse,1983,Autumn,1983-09-22,1983-10-11,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6300,10,0,2,0,FALSE,Great Himalayan Adventure (GHA)
BARU83301,BARU,Baruntse,1983,Autumn,1983-10-02,1983-10-15,1983-10-19,Success (subpeak),7057,6,0,0,0,FALSE,NA
MAK283301,MAK2,Makalu II,1983,Autumn,1983-09-10,1983-09-28,1983-09-30,Success (main peak),7678,6,0,0,0,FALSE,NA
TUKU83301,TUKU,Tukuche,1983,Autumn,NA,NA,NA,Did not reach base camp,NA,9,0,0,0,FALSE,Great Himalayan Adventure (GHA)
GANG83302,GANG,Gangapurna,1983,Autumn,1983-10-08,1983-10-27,1983-10-30,Success (main peak),7455,10,0,0,0,FALSE,NA
GANG83301,GANG,Gangapurna,1983,Autumn,1983-10-01,1983-10-06,NA,Lack (or loss) of supplies or equipment,5335,9,0,1,0,FALSE,NA
AMAD83401,AMAD,Ama Dablam,1983,Winter,1983-11-28,1983-12-05,NA,Success (main peak),6814,3,0,0,0,FALSE,Amtrek
ANN183401,ANN1,Annapurna I,1983,Winter,1983-11-27,1983-12-18,NA,"Bad weather (storms, high winds)",6900,4,0,3,0,FALSE,Express
KGUR83401,KGUR,Kang Guru,1983,Winter,1983-12-05,1983-12-18,1983-12-22,Success (main peak),6981,4,0,0,0,FALSE,Himalayan Journeys
NUMB83401,NUMB,Numbur,1983,Winter,1983-11-23,1983-12-11,NA,Success (main peak),6958,6,0,6,0,FALSE,Express
TILI83401,TILI,Tilicho,1983,Winter,1983-11-26,1983-12-11,NA,Success (main peak),7134,4,0,0,0,FALSE,Sherpa Cooperative Trekking (SCT)
APIM83401,APIM,Api Main,1983,Winter,1983-12-10,1983-12-24,1983-12-29,Success (main peak),7132,8,1,0,0,FALSE,Asian Trekking
MANA83402,MANA,Manaslu,1983,Winter,1983-12-02,1984-01-12,1984-01-17,Success (main peak),8163,11,1,0,0,FALSE,Sherpa Cooperative Trekking (SCT)
MAKA85101,MAKA,Makalu,1985,Spring,1985-04-11,1985-05-10,1985-05-12,"Bad weather (storms, high winds)",8430,4,0,0,0,FALSE,NA
CHOY85103,CHOY,Cho Oyu,1985,Spring,1985-04-19,1985-05-15,NA,Success (main peak),8188,11,0,0,0,FALSE,NA
DHA185101,DHA1,Dhaulagiri I,1985,Spring,1985-03-21,1985-04-24,1985-05-10,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000,7,0,0,0,FALSE,NA
TUKU85101,TUKU,Tukuche,1985,Spring,1985-03-02,1985-03-12,1985-03-13,Success (main peak),6920,7,0,0,0,FALSE,NA
PUMO85102,PUMO,Pumori,1985,Spring,1985-04-19,1985-05-09,1985-05-14,Success (main peak),7138,4,0,0,0,FALSE,NA
MAK285101,MAK2,Makalu II,1985,Spring,1985-04-01,1985-04-22,1985-04-25,Success (main peak),7678,5,0,0,0,FALSE,NA
HIME85101,HIME,Himalchuli East,1985,Spring,1985-04-25,1985-05-23,1985-05-26,Success (main peak),7893,12,2,3,0,FALSE,NA
AMAD85101,AMAD,Ama Dablam,1985,Spring,1985-04-08,1985-04-23,1985-04-26,Success (main peak),6814,7,0,0,0,FALSE,NA
LSHR85101,LSHR,Lhotse Shar,1985,Spring,1985-05-10,1985-05-29,NA,"Illness, AMS, exhaustion, or frostbite",8100,1,0,4,0,FALSE,NA
GURJ85102,GURJ,Gurja Himal,1985,Spring,1985-05-08,1985-05-17,1985-05-20,Success (main peak),7193,8,1,6,0,FALSE,NA
KANG85101,KANG,Kangchenjunga,1985,Spring,1985-04-06,1985-05-13,1985-05-15,"Bad weather (storms, high winds)",7900,6,0,3,0,TRUE,NA
ANN185101,ANN1,Annapurna I,1985,Spring,1985-04-09,1985-04-24,NA,Success (main peak),8091,5,0,3,0,FALSE,NA
DHA185102,DHA1,Dhaulagiri I,1985,Spring,1985-05-12,1985-05-15,1985-05-17,Success (main peak),8167,2,0,2,0,FALSE,NA
CHOY85101,CHOY,Cho Oyu,1985,Spring,1985-04-15,1985-05-28,1985-06-01,Success (main peak),8188,12,0,0,0,TRUE,NA
NGOJ85101,NGOJ,Ngojumba Kang I,1985,Spring,1985-04-15,1985-05-22,NA,Success (main peak),7916,3,0,0,0,FALSE,NA
NILN85101,NILN,Nilgiri North,1985,Spring,1985-04-25,1985-05-19,1985-05-21,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400,9,0,1,0,FALSE,NA
ANN385101,ANN3,Annapurna III,1985,Spring,1985-04-03,1985-05-04,NA,Success (main peak),7555,22,0,3,0,FALSE,NA
