feature_id,feature_name,state_name,county_name,county_numeric,date_created,date_edited,prim_lat_dec,prim_long_dec
2186,Bullhead City,Arizona,Mohave,15,1980-02-08,2022-06-07,35.1477774,-114.5682983
2195,Bumstead,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.5733726,-112.3568269
2290,Bushman Acres,Arizona,Navajo,17,1980-02-08,2022-06-07,35.0241874,-110.6801343
2344,Cactus,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.5986522,-112.0304263
2346,Cactus Flat,Arizona,Graham,9,1980-02-08,2022-06-07,32.7584007,-109.7161912
2383,Calva,Arizona,Graham,9,1980-02-08,2022-06-07,33.1806128,-110.1864783
2396,Cameron,Arizona,Coconino,5,1980-02-08,2022-06-07,35.8758285,-111.4129207
2435,Canyon Day,Arizona,Gila,7,1980-02-08,2022-06-07,33.7847735,-110.0264881
2496,Cartwright,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.480598,-112.1870969
2511,Cashion,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.4353203,-112.2979334
2533,Castle Hot Springs,Arizona,Yavapai,25,1980-02-08,2022-06-07,33.9833663,-112.3604449
2748,Chandler,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3061605,-111.8412502
2749,Chandler Heights,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.2119977,-111.6862444
2806,Chiapuk,Arizona,Pinal,21,1980-02-08,2022-06-07,32.5358924,-112.1351387
2822,Chilchinbito,Arizona,Navajo,17,1980-02-08,2022-06-07,36.527222,-110.0823452
2831,Childs,Arizona,Pima,19,1980-02-08,2022-06-07,32.4528348,-112.8434877
2861,Chinle,Arizona,Apache,1,1980-02-08,2011-03-22,36.1544483,-109.5526072
2897,Christmas,Arizona,Gila,7,1980-02-08,2022-06-07,33.0622863,-110.7426052
2910,Chuichu,Arizona,Pinal,21,1980-02-08,2022-06-07,32.752002,-111.7831837
2911,Chukson,Arizona,Pima,19,1980-02-08,2022-06-07,31.9131333,-111.7967876
2919,Chuwut Murk,Arizona,Pima,19,1980-02-08,2022-06-07,31.8872987,-112.1456849
2921,Cibecue,Arizona,Navajo,17,1980-02-08,2022-06-07,34.0447693,-110.4853908
2956,Circle City,Arizona,Maricopa,13,1980-02-08,2020-01-24,33.8158667,-112.5801728
3046,Co-op Village,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3364341,-112.207929
3051,Coal Mine Mesa,Arizona,Coconino,5,1980-02-08,2022-06-07,35.9597212,-110.9395844
3069,Cochise,Arizona,Cochise,3,1980-02-08,2022-06-07,32.1136897,-109.9217343
3123,Colorado City,Arizona,Mohave,15,1980-02-08,2022-06-07,36.9902621,-112.9757702
3172,Congress,Arizona,Yavapai,25,1980-02-08,2022-06-07,34.162526,-112.8507374
3195,Coolidge,Arizona,Pinal,21,1980-02-08,2022-06-07,32.977839,-111.517624
3197,Coolidge Dam,Arizona,Gila,7,1980-02-08,2022-06-07,33.1820052,-110.5264886
3656,Currys Corner,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.6986517,-111.9251457
3727,Davis Dam,Arizona,Mohave,15,1980-02-08,2022-06-07,35.1799991,-114.5663541
3878,Desert Wells,Arizona,La Paz,12,1980-02-08,2022-06-07,33.7083633,-113.8216025
3954,Dennehotso,Arizona,Apache,1,1980-02-08,2022-06-07,36.8458351,-109.8465046
4007,Dome,Arizona,Yuma,27,1980-02-08,2022-06-07,32.7553236,-114.3621667
4019,Don Luis,Arizona,Cochise,3,1980-02-08,2022-06-07,31.4026004,-109.916741
4036,Dos Cabezas,Arizona,Cochise,3,1980-02-08,2022-06-07,32.1753571,-109.6133977
4047,Double Adobe,Arizona,Cochise,3,1980-02-08,2022-06-07,31.4667657,-109.6900706
4069,Douglas,Arizona,Cochise,3,1980-02-08,2022-06-07,31.3445471,-109.5453447
4174,Dublin,Arizona,Graham,9,1980-02-08,2022-06-07,32.8961754,-109.8342483
4189,Duncan,Arizona,Greenlee,11,1980-02-08,2022-06-07,32.7214599,-109.1053408
4351,Eden,Arizona,Graham,9,1980-02-08,2022-06-07,32.9611733,-109.8953601
4361,Ehrenberg,Arizona,La Paz,12,1980-02-08,2022-06-07,33.6041914,-114.5252322
4381,El Mirage,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.6130942,-112.3246042
4421,Eloy,Arizona,Pinal,21,1980-02-08,2022-06-07,32.7558962,-111.554844
4432,Emery,Arizona,Graham,9,1980-02-08,2022-06-07,33.069781,-110.0170288
4433,Emery Park,Arizona,Pima,19,1980-02-08,2022-06-07,32.1411889,-110.9559244
4533,Fairbank (historical),Arizona,Cochise,3,1980-02-08,2022-06-07,31.7231456,-110.1884107
4632,Fishers Landing,Arizona,Yuma,27,1980-02-08,2022-06-07,32.9728185,-114.4635593
4688,Florence,Arizona,Pinal,21,1980-02-08,2022-06-07,33.0314508,-111.3873431
4742,Fort Apache Junction,Arizona,Gila,7,1980-02-08,2022-06-07,33.7897734,-110.00176570000001
4747,Fort Defiance,Arizona,Apache,1,1980-02-08,2022-06-07,35.7444602,-109.0764828
4803,Fowler,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.4514318,-112.2037637
4832,Frazier Wells,Arizona,Coconino,5,1980-02-08,2022-06-07,35.7824885,-113.0721453
4835,Fredonia,Arizona,Coconino,5,1980-02-08,2022-06-07,36.945542,-112.5265889
4861,Friendly Corners,Arizona,Pinal,21,1980-02-08,2022-06-07,32.6178434,-111.5509528
4869,Fry,Arizona,Cochise,3,1980-02-08,2022-06-07,31.5567617,-110.29508
4907,Galena,Arizona,Cochise,3,1980-02-08,2022-06-07,31.4220443,-109.8931296
4920,Ganado,Arizona,Apache,1,1980-02-08,2022-06-07,35.7114022,-109.5420492
5005,Gibson,Arizona,Pima,19,1980-02-08,2022-06-07,32.3786692,-112.8729328
5012,Gila Bend,Arizona,Maricopa,13,1980-02-08,2022-06-07,32.9478236,-112.7168305
5032,Gilbert,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3528264,-111.789027
5054,Gleeson,Arizona,Cochise,3,1980-02-08,2022-06-07,31.7339802,-109.8297941
5057,Glen Ilah,Arizona,Yavapai,25,1980-02-08,2022-06-07,34.215026,-112.7590677
5058,Glenbar,Arizona,Graham,9,1980-02-08,2022-06-07,32.9167304,-109.8581374
5060,Glendale,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.5386523,-112.1859866
5172,Goodyear,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.4353199,-112.3582135
5213,Grand Canyon,Arizona,Coconino,5,1984-06-27,2022-06-07,36.0544273,-112.139336
5319,Gray Mountain,Arizona,Coconino,5,1980-02-08,2022-06-07,35.7458313,-111.473479
5336,Greasewood,Arizona,Navajo,17,1980-02-08,2022-06-07,35.5225125,-109.857338
5392,Gripe,Arizona,Graham,9,1980-02-08,2022-06-07,32.8125656,-109.6020214
5407,Santa Rosa,Arizona,Pima,19,1984-06-27,2022-06-07,32.3236779,-112.0412468
5412,Gu Vo,Arizona,Pima,19,1980-02-08,2022-06-07,32.0656232,-112.5606999
5415,Guadalupe,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3708798,-111.9629216
5545,Hano,Arizona,Navajo,17,1984-06-27,2011-03-22,35.8369493,-110.3923535
5553,Harcuvar,Arizona,La Paz,12,1980-02-08,2022-06-07,33.7600307,-113.6532641
5637,Hawley Lake,Arizona,Apache,1,1980-02-08,2022-06-07,33.983936,-109.7470435
5646,Hayden,Arizona,Gila,7,1980-02-08,2022-06-07,33.0047879,-110.7853836
5673,Headquarters,Arizona,Navajo,17,1980-02-08,2022-06-07,34.8141966,-109.8648361
5733,Hereford,Arizona,Cochise,3,1980-02-08,2022-06-07,31.4384325,-110.0978554
5752,Hickiwan,Arizona,Pima,19,1980-02-08,2022-06-07,32.3689495,-112.4754204
5807,Highland Park,Arizona,Cochise,3,1980-02-08,2022-06-07,31.4506546,-109.9409086
5809,Hightown,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3044931,-111.9093079
5816,Higley,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3072727,-111.7209689
5830,Hilltop,Arizona,Mohave,15,1980-02-08,2022-06-07,35.2080534,-114.0249503
5831,Hilltop,Arizona,Cochise,3,1980-02-08,2022-06-07,31.9945331,-109.2775617
5871,Holbrook,Arizona,Navajo,17,1980-02-08,2022-06-07,34.9022483,-110.1581768
5892,Hollywood,Arizona,Graham,9,1980-02-08,2022-06-07,32.8295101,-109.6834127
5926,Hookers Hot Springs,Arizona,Cochise,3,1980-02-08,2022-06-07,32.3386843,-110.2395211
6043,Hotason Vo,Arizona,Pima,19,1980-02-08,2022-06-07,32.2464514,-112.6048665
6047,Hotevilla,Arizona,Navajo,17,1984-06-27,2011-01-29,35.9277802,-110.6729158
6076,Huachuca City,Arizona,Cochise,3,1980-02-08,2022-06-07,31.6278703,-110.3339678
6077,Huachuca Terrace,Arizona,Cochise,3,1980-02-08,2022-06-07,31.3967673,-109.9250744
6155,Hyder,Arizona,Yuma,27,1980-02-08,2022-06-07,33.0164345,-113.3487998
6214,Indian Hot Springs,Arizona,Graham,9,1980-02-08,2022-06-07,32.9983944,-109.9006382
6219,Indian Moccasin,Arizona,Mohave,15,1980-02-08,2022-06-07,36.8972075,-112.7424264
6336,Jacob Lake,Arizona,Coconino,5,1980-02-08,2022-06-07,36.7133235,-112.2162896
6378,Jaynes,Arizona,Pima,19,1980-02-08,2022-06-07,32.2959082,-111.0289851
6470,Johnson,Arizona,Cochise,3,1980-02-08,2022-06-07,32.1031341,-110.0661806
6585,Kaibito,Arizona,Coconino,5,1980-02-08,2022-06-07,36.5972186,-111.0743114
6588,Kaihon Kug,Arizona,Pima,19,1980-02-08,2022-06-07,32.0161839,-112.0795734
6627,Kayenta,Arizona,Navajo,17,1980-02-08,2022-06-07,36.7277769,-110.2545767
6629,Keams Canyon,Arizona,Navajo,17,1980-02-08,2022-06-07,35.812506,-110.1951253
6633,Kearny,Arizona,Pinal,21,1980-02-08,2022-06-07,33.0570085,-110.9106656
6704,Kingman,Arizona,Mohave,15,1980-02-08,2022-06-07,35.189443,-114.0530065
6721,Kirkland Junction,Arizona,Yavapai,25,1980-02-08,2022-06-07,34.3691922,-112.6651758
6765,Kom Vo,Arizona,Pima,19,1980-02-08,2022-06-07,31.9597952,-112.3490248
6776,Kuakatch,Arizona,Pima,19,1980-02-08,2022-06-07,32.1375642,-112.6629255
6790,Kyrene,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3347698,-111.9456984
6811,La Palma,Arizona,Pinal,21,1980-02-08,2022-06-07,32.8792291,-111.5151224
6821,LaLoma Ranch,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.5133739,-112.3593257
6840,Lake Havasu City,Arizona,Mohave,15,1980-02-08,2022-06-07,34.483901,-114.3224548
6920,Laveen,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.362822799999996,-112.169317
6971,Lehi,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.4589343,-111.8134739
6981,Old Leupp,Arizona,Coconino,5,1980-02-08,2022-06-07,35.2838998,-110.9651408
6992,Liberty,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3775421,-112.4868287
6993,Liberty,Arizona,Maricopa,13,1980-02-08,2021-02-04,33.3978196,-112.4843288
7058,Litchfield Park,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.4933743,-112.3579364
7239,Littletown,Arizona,Pima,19,1980-02-08,2022-06-07,32.1303561,-110.8728658
7245,Lizard Acres,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.6475378,-112.3384944
7290,Lone Butte Ranch,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.232548800000004,-112.0470891
7310,Lone Star,Arizona,Graham,9,1980-02-08,2022-06-07,32.8164549,-109.6811904
7442,Lowell,Arizona,Cochise,3,1980-02-08,2022-06-07,31.4278776,-109.8936853
7539,Lukachukai,Arizona,Apache,1,1980-02-08,2022-06-07,36.416946,-109.2287125
7544,Lukeville,Arizona,Pima,19,1980-02-08,2022-06-07,31.8825681,-112.8157127
7637,Mammoth,Arizona,Pinal,21,1980-02-08,2022-06-07,32.722568,-110.6406547
7659,Many Farms,Arizona,Apache,1,1980-02-08,2022-06-07,36.3527792,-109.6178867
7681,Marana,Arizona,Pima,19,1980-02-08,2022-06-07,32.436738,-111.2253822
7694,Maricopa,Arizona,Pinal,21,1980-02-08,2022-06-07,33.0581063,-112.0476423
7702,Maricopa Village,Arizona,Maricopa,13,1980-02-08,2011-01-29,33.3714331,-112.2376526
7761,Maryvale,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.5019864,-112.1776524
7890,Mesa,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.4222685,-111.8226402
7966,Mexican Town,Arizona,Pima,19,1980-02-08,2022-06-07,32.3681139,-112.8637657
8054,Milky Ranch,Arizona,Apache,1,1980-02-08,2011-11-14,34.7775315,-109.7287219
8122,Mishongnovi,Arizona,Navajo,17,1984-06-27,2022-06-07,35.8050053,-110.4926337
8157,Moenave,Arizona,Coconino,5,1980-02-08,2022-06-07,36.1386029,-111.3373639
8159,Moenkopi,Arizona,Coconino,5,1984-06-27,2022-06-07,36.1111043,-111.2223624
8475,Naco,Arizona,Cochise,3,1980-02-08,2022-06-07,31.3353801,-109.9481297
8525,Navajo,Arizona,Apache,1,1980-02-08,2022-06-07,35.1241907,-109.5381655
8549,Nazlini,Arizona,Apache,1,1980-02-08,2022-06-07,35.8963986,-109.4487147
8571,Nelson,Arizona,Yavapai,25,1980-02-08,2022-06-07,35.5141598,-113.3202086
8605,New River,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.9158687,-112.1359906
8757,North Rim,Arizona,Coconino,5,1980-02-08,2022-06-07,36.2105382,-112.0612802
8812,Nortons Corner,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3067166,-111.7895819
8913,Ocotillo,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.2436619,-111.858472
8941,Old Columbine,Arizona,Graham,9,1980-02-08,2022-06-07,32.7072908,-109.9095243
9042,Owl,Arizona,Yuma,27,1980-02-08,2022-06-07,32.721992,-113.792148
9110,Page,Arizona,Coconino,5,1980-02-08,2022-06-07,36.9147222,-111.4558333
9142,Palo Verde,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3480976,-112.6773908
9153,Palo Verde Stand,Arizona,Pima,19,1980-02-08,2022-06-07,32.3364554,-112.0329134
9179,Papago Farms,Arizona,Pima,19,1980-02-08,2022-06-07,31.7859121,-112.3090229
9192,Paradise,Arizona,Cochise,3,1980-02-08,2022-06-07,31.9348131,-109.2189503
9197,Paradise Valley,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.5311541,-111.9426452
9220,Parker,Arizona,La Paz,12,1980-02-08,2022-06-07,34.1500162,-114.2891177
9236,Pascua Yaqui Indian Village,Arizona,Pima,19,1980-02-08,2022-06-07,32.2484089,-110.9842591
9254,Patrick Park,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3936566,-112.0207016
9264,Paul Spur,Arizona,Cochise,3,1980-02-08,2022-06-07,31.3662127,-109.7345151
9278,Peach Springs,Arizona,Mohave,15,1980-02-08,2022-06-07,35.5291589,-113.425491
9290,Pearce,Arizona,Cochise,3,1980-02-08,2022-06-07,31.9050865,-109.8206232
9303,Peeples Valley,Arizona,Yavapai,25,1980-02-08,2022-06-07,34.2689145,-112.7271223
9318,Peoria,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.5805955,-112.2373779
9325,Peridot,Arizona,Gila,7,1980-02-08,2022-06-07,33.3103355,-110.4553768
9336,Perryville,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.4355969,-112.461273
9387,Pia Oik,Arizona,Pima,19,1980-02-08,2022-06-07,31.9467379,-112.5418102
9392,Pica,Arizona,Yavapai,25,1980-02-08,2022-06-07,35.4572187,-113.1371432
9433,Pima,Arizona,Graham,9,1980-02-08,2022-06-07,32.8961755,-109.8275815
9479,Pine Springs,Arizona,Apache,1,1980-02-08,2022-06-07,35.4052998,-109.2800974
9512,Pinon,Arizona,Navajo,17,1980-02-08,2022-06-07,36.1008342,-110.2259609
9518,Pioneer,Arizona,La Paz,12,1980-02-08,2022-06-07,33.691974,-113.8952157
9538,Pirtleville,Arizona,Cochise,3,1980-02-08,2022-06-07,31.3570467,-109.561734
9539,Pisinimo,Arizona,Pima,19,1980-02-08,2022-06-07,32.0350711,-112.3151353
9596,Point of Pines,Arizona,Graham,9,1980-02-08,2022-06-07,33.3658891,-109.7514749
9616,Polacca,Arizona,Navajo,17,1980-02-08,2022-06-07,35.8366716,-110.3815198
9629,Polo Village,Arizona,Pima,19,1980-02-08,2022-06-07,32.239798,-110.9481466
9630,Polvo,Arizona,Pima,19,1980-02-08,2022-06-07,32.1870214,-110.9092561
9631,Pomerene,Arizona,Cochise,3,1980-02-08,2022-06-07,31.999527,-110.2861833
9657,Portal,Arizona,Cochise,3,1980-02-08,2022-06-07,31.9137028,-109.1414495
9680,Poston,Arizona,La Paz,12,1980-02-08,2022-06-07,33.9905733,-114.3963424
9741,Pozo,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.2769946,-111.8412498
9866,Quartzsite,Arizona,La Paz,12,1980-02-08,2022-06-07,33.6639137,-114.2299486
9868,Queen Creek,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.2486639,-111.6342993
9954,Randolph,Arizona,Pinal,21,1980-02-08,2022-06-07,32.9170064,-111.5148453
9960,Rare Metals,Arizona,Coconino,5,1980-02-08,2022-06-07,36.1494373,-111.1362526
10181,Redington,Arizona,Pima,19,1980-02-08,2022-06-07,32.4275718,-110.49314
10330,Riverside,Arizona,Pinal,21,1980-02-08,2022-06-07,33.1053404,-110.9578897
10415,Rock Point,Arizona,Apache,1,1980-02-08,2022-06-07,36.7180568,-109.6259429
10481,Roll,Arizona,Yuma,27,1980-02-08,2022-06-07,32.7517127,-113.9890993
10520,Rough Rock,Arizona,Apache,1,1980-02-08,2022-06-07,36.4072229,-109.8728929
10623,Sacaton,Arizona,Pinal,21,1980-02-08,2022-06-07,33.0767226,-111.7392993
10657,Safford,Arizona,Graham,9,1980-02-08,2022-06-07,32.8339546,-109.70758
10678,Saginaw,Arizona,Cochise,3,1980-02-08,2022-06-07,31.4292664,-109.8834073
10700,Saint David,Arizona,Cochise,3,1980-02-08,2022-06-07,31.9042517,-110.2142399
10711,Saint Johns,Arizona,Apache,1,1980-02-08,2022-06-07,34.5058698,-109.3609327
10723,Saint Michaels,Arizona,Apache,1,1980-02-08,2022-06-07,35.6447402,-109.0956492
10730,Salado,Arizona,Apache,1,1980-02-08,2022-06-07,34.4336485,-109.4106552
10734,Salina,Arizona,Apache,1,1980-02-08,2022-06-07,36.022227,-109.8673365
10736,Salome,Arizona,La Paz,12,1980-02-08,2022-06-07,33.7811416,-113.6146517
10812,San Carlos,Arizona,Gila,7,1980-02-08,2022-06-07,33.3453349,-110.4531551
10841,San Lucy Village,Arizona,Maricopa,13,1980-02-08,2022-06-07,32.9639344,-112.717942
10842,San Luis,Arizona,Pima,19,1980-02-08,2022-06-07,32.3467328,-112.0409692
10848,San Pedro,Arizona,Pima,19,1980-02-08,2022-06-07,32.0834101,-111.4881656
10855,Ak Chin,Arizona,Pima,19,1984-06-27,2011-03-22,32.2875683,-112.0090238
10864,San Xavier,Arizona,Pima,19,1980-02-08,2022-06-07,31.9736921,-111.0950951
10866,Sanchez,Arizona,Graham,9,1980-02-08,2022-06-07,32.8695085,-109.5428536
10890,Sand Springs,Arizona,Coconino,5,1980-02-08,2022-06-07,35.7188915,-110.9331956
10944,Santa Maria,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.4228213,-112.2040411
10961,Sasabe,Arizona,Pima,19,1980-02-08,2022-06-07,31.4887016,-111.5420505
10975,Sawmill,Arizona,Apache,1,1980-02-08,2022-06-07,35.9025111,-109.165931
11013,Schuchuli,Arizona,Pima,19,1980-02-08,2022-06-07,32.2222844,-112.6882023
11029,Scottsdale,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.5092103,-111.8990327
11070,Seligman,Arizona,Yavapai,25,1980-02-08,2022-06-07,35.3255608,-112.8774057
11073,Sells,Arizona,Pima,19,1980-02-08,2022-06-07,31.9120215,-111.881234
11083,Sentinel,Arizona,Maricopa,13,1980-02-08,2022-06-07,32.8581047,-113.2132371
11227,Sipaulovi,Arizona,Navajo,17,1984-06-27,2022-06-07,35.8083385,-110.4962451
11241,Shonto,Arizona,Navajo,17,1980-02-08,2022-06-07,36.5944422,-110.6423629
11251,Shopishk,Arizona,Pinal,21,1980-02-08,2022-06-07,32.7214476,-111.7817946
11267,Sichomovi,Arizona,Navajo,17,1984-06-27,2022-06-07,35.8352827,-110.3942979
11284,Sierra Vista,Arizona,Cochise,3,1980-02-08,2022-06-07,31.5545394,-110.3036912
11300,Sikul Himatk,Arizona,Pima,19,1980-02-08,2022-06-07,32.1150713,-112.0356865
11303,Sil Nakya,Arizona,Pima,19,1980-02-08,2022-06-07,32.221739,-111.8165159
11314,Silver Bell,Arizona,Pima,19,1980-02-08,2022-06-07,32.3834038,-111.5006693
11477,Smoke Signal,Arizona,Navajo,17,1980-02-08,2022-06-07,35.9800042,-110.0451197
11548,Somerton,Arizona,Yuma,27,1980-02-08,2022-06-07,32.5964404,-114.709677
11551,Sonora,Arizona,Pinal,21,1980-02-08,2022-06-07,33.1653384,-110.9959472
11552,Sonora Town,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3353269,-111.7895823
11573,South Bisbee,Arizona,Cochise,3,1980-02-08,2022-06-07,31.4170444,-109.9036854
11629,South Phoenix,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.4067115,-112.0734812
11648,South Tucson,Arizona,Pima,19,1980-02-08,2022-06-07,32.199521,-110.968425
11780,Stanfield,Arizona,Pinal,21,1980-02-08,2022-06-07,32.8825532,-111.9620805
11804,Steamboat Canyon,Arizona,Apache,1,1980-02-08,2022-06-07,35.748065,-109.8506694
11846,Stoa Pitk,Arizona,Pima,19,1980-02-08,2022-06-07,32.4850573,-112.5168113
11852,Stockham,Arizona,Pima,19,1980-02-08,2022-06-07,32.2742419,-111.0075945
11953,Sun City,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.5975393,-112.2718239
11956,Sundad,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.1814316,-113.2360194
11974,Sunnyslope,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.5658748,-112.0651494
12003,Supai,Arizona,Coconino,5,1980-02-08,2022-06-07,36.2369266,-112.6890791
12009,Surprise,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.6305938,-112.333216
12049,Sweetwater,Arizona,Pima,19,1980-02-08,2022-06-07,31.9609032,-112.5840348
12119,Tanque Aloma,Arizona,Yuma,27,1980-02-08,2022-06-07,32.6972694,-113.95770950000001
12219,Teec Nos Pos,Arizona,Apache,1,1980-02-08,2022-06-07,36.9211097,-109.0856582
12233,Tempe,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.414768,-111.9093095
12277,Thatcher,Arizona,Graham,9,1980-02-08,2022-06-07,32.8492323,-109.7592479
12499,Tintown,Arizona,Cochise,3,1980-02-08,2022-06-07,31.4142668,-109.8984074
12564,Tolleson,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.4500425,-112.259321
12570,Toltec,Arizona,Pinal,21,1980-02-08,2022-06-07,32.7922834,-111.6148463
12590,Tombstone,Arizona,Cochise,3,1980-02-08,2010-03-18,31.7128683,-110.0675764
12638,Toreva,Arizona,Navajo,17,1980-02-08,2022-06-07,35.804172,-110.4970784
12738,Mount Trumbull,Arizona,Mohave,15,1980-02-08,2022-06-07,36.4119253,-113.3254964
12750,Sehili,Arizona,Apache,1,1984-06-27,2011-01-12,36.2797254,-109.1678777
12792,Tsintaa Yiti Ii,Arizona,Apache,1,1980-02-08,2022-06-07,35.8255641,-109.8123348
12802,Tuba City,Arizona,Coconino,5,1980-02-08,2022-06-07,36.1349928,-111.2398625
12871,Turkey Flat,Arizona,Graham,9,1980-02-08,2022-06-07,32.6309014,-109.8211883
13134,Upper Wheatfields,Arizona,Apache,1,1980-02-08,2022-06-07,36.2230603,-109.0798198
13150,Vail,Arizona,Pima,19,1980-02-08,2022-06-07,32.0478583,-110.7120272
13156,Valencia,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.3794861,-112.5840544
13168,Valley Farms,Arizona,Pinal,21,1980-02-08,2022-06-07,32.9883955,-111.447344
13182,Vamori,Arizona,Pima,19,1980-02-08,2022-06-07,31.7211939,-111.9053987
13195,Vandenberg Village,Arizona,Pima,19,1980-02-08,2022-06-07,32.180355,-110.8678657
13199,Vaya Chin,Arizona,Pima,19,1980-02-08,2022-06-07,32.3472848,-112.3268065
13360,Warren,Arizona,Cochise,3,1980-02-08,2022-06-07,31.4109335,-109.878407
13436,Weedville,Arizona,Maricopa,13,1980-02-08,2022-06-07,33.6139283,-112.2154332
13463,Wellton,Arizona,Yuma,27,1980-02-08,2022-06-07,32.6728256,-114.1468821
