country,year,mat_m_ld_bb,mat_m_ld_ab,mat_v_ld_bb,mat_v_ld_ab,co_ld,jp_ld_m,jp_ld_co,jp_part_time,jp_later,par1_ld,par1_fr,par1_rr,par1_cap,par1_for_whom,par1_second_parent,par1_work,par1_later,par2_ld,par2_fr,par2_for_whom,par2_second_parent,par2_work,par2_later,par3_ld,par3_rr,par3_cap,par3_for_whom,par3_second_parent,par3_work,par3_later,par_incentives,user_note,currency
AT,1980,8,8,0,0,0,52.17857142857143,0,no,NA,44.17857142857142,2000,-98,-98,mothers,0,yes,no,44.17857142857142,2000,mothers,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1981,8,8,0,0,0,52.17857142857143,0,no,NA,44.17857142857142,2000,-98,-98,mothers,0,yes,no,44.17857142857142,2000,mothers,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1982,8,8,0,0,0,52.17857142857143,0,no,NA,44.17857142857142,2000,-98,-98,mothers,0,yes,no,44.17857142857142,2000,mothers,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1983,8,8,0,0,0,52.17857142857143,0,no,NA,44.17857142857142,2000,-98,-98,mothers,0,yes,no,44.17857142857142,2000,mothers,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1984,8,8,0,0,0,52.17857142857143,0,no,NA,44.17857142857142,3923.39375,-98,-98,mothers,0,yes,no,44.17857142857142,3923.39375,mothers,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1985,8,8,0,0,0,52.17857142857143,0,no,NA,44.17857142857142,3923.39375,-98,-98,mothers,0,yes,no,44.17857142857142,3923.39375,mothers,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1986,8,8,0,0,0,52.17857142857143,0,no,NA,44.17857142857142,3923.39375,-98,-98,mothers,0,yes,no,44.17857142857142,3923.39375,mothers,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1987,8,8,0,0,0,52.17857142857143,0,no,NA,44.17857142857142,3923.39375,-98,-98,mothers,0,yes,no,44.17857142857142,3923.39375,mothers,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1988,8,8,0,0,0,52.17857142857143,0,no,NA,44.17857142857142,3923.39375,-98,-98,mothers,0,yes,no,44.17857142857142,3923.39375,mothers,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1989,8,8,0,0,0,52.17857142857143,0,no,NA,44.17857142857142,3923.39375,-98,-98,mothers,0,yes,no,44.17857142857142,3923.39375,mothers,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1990,8,8,0,0,0,104.35714285714286,0,yes,NA,96.3571428571429,NA,-98,-98,mothers,0,yes,no,96.35714285714286,NA,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,yes,Austrian Schilling (ATS)
AT,1991,8,8,0,0,0,104.35714285714286,0,yes,NA,96.35714285714286,NA,-98,-98,mothers,0,yes,no,96.35714285714286,NA,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1992,8,8,0,0,0,104.35714285714286,0,yes,NA,96.35714285714286,NA,-98,-98,mothers,0,yes,no,96.35714285714286,NA,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1993,8,8,0,0,0,104.35714285714286,0,yes,NA,96.35714285714286,NA,-98,-98,mothers,0,yes,no,96.35714285714286,NA,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1994,8,8,0,0,0,104.35714285714286,0,yes,NA,96.35714285714286,NA,-98,-98,mothers,0,yes,no,96.35714285714286,NA,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1995,8,8,0,0,0,104.35714285714286,0,yes,NA,96.35714285714286,NA,-98,-98,mothers,0,yes,no,96.35714285714286,NA,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1996,8,8,0,0,0,104.35714285714286,0,yes,NA,96.35714285714286,5518.31875,-98,-98,mothers,0,yes,no,96.35714285714286,5518.31875,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,yes,Austrian Schilling (ATS)
AT,1997,8,8,0,0,0,104.35714285714286,0,yes,NA,96.35714285714286,5518.31875,-98,-98,mothers,0,yes,no,96.35714285714286,5518.31875,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1998,8,8,0,0,0,104.35714285714286,0,yes,NA,96.35714285714286,5518.31875,-98,-98,mothers,0,yes,no,96.35714285714286,5518.31875,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,1999,8,8,0,0,0,104.35714285714286,0,yes,NA,96.35714285714286,5518.31875,-98,-98,mothers,0,yes,no,96.35714285714286,5518.31875,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,2000,8,8,0,0,0,104.35714285714286,0,yes,NA,96.35714285714286,5518.31875,-98,-98,mothers,0,yes,no,96.35714285714286,5518.31875,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,2001,8,8,0,0,0,104.35714285714286,0,yes,NA,96.35714285714286,5518.31875,-98,-98,mothers,0,yes,no,96.35714285714286,5518.31875,either,0,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Austrian Schilling (ATS)
AT,2002,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,NA,122.446428571429,442.256875,-98,-98,either,26.089285714285715,yes,no,122.44642857142857,442.256875,either,26.089285714285715,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,yes,Euro
AT,2003,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,NA,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,122.44642857142857,442.256875,either,26.089285714285715,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro
AT,2004,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,NA,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,122.44642857142857,442.256875,either,26.089285714285715,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro
AT,2005,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,122.44642857142857,442.256875,either,26.089285714285715,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro
AT,2006,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,122.44642857142857,442.256875,either,26.089285714285715,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro
AT,2007,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,122.44642857142857,442.256875,either,26.089285714285715,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro
AT,2008,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142856,442.256875,-98,-98,either,26.089285714285715,yes,no,57.22321428571428,809.6375,either,13.044642857142858,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,yes,Euro
AT,2009,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,57.223214285714285,809.6375,either,13.044642857142858,yes,no,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro
AT,2010,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,44.17857142857143,1004.4375,either,8.696428571428571,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,no,yes,Euro
AT,2011,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,44.17857142857142,1004.4375,either,8.696428571428571,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,no,no,Euro
AT,2012,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,44.17857142857142,1004.4375,either,8.696428571428571,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,no,yes,Euro
AT,2013,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,44.17857142857142,1004.4375,either,8.696428571428571,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,no,no,Euro
AT,2014,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,44.17857142857142,1004.4375,either,8.696428571428571,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,no,no,Euro
AT,2015,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,44.17857142857142,1004.4375,either,8.696428571428571,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,no,no,Euro
AT,2016,8,8,0,0,0,104.35714285714286,104.35714285714286,yes,yes,122.44642857142857,442.256875,-98,-98,either,26.089285714285715,yes,no,44.17857142857142,1004.4375,either,8.696428571428571,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,no,no,Euro
AT,2017,8,8,0,0,4.348214285714286,104.35714285714286,104.35714285714286,yes,yes,113.57142857142857,442.2987220916569,-98,-98,either,30.285714285714285,yes,no,44.14285714285714,1031.2225,either,13,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,monetary incentive,yes,Euro
AT,2018,8,8,0,0,4.348214285714286,104.35714285714286,104.35714285714286,yes,yes,113.57142857142857,442.2987220916569,-98,-98,either,30.285714285714285,yes,no,44.14285714285714,1031.2225,either,13,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,monetary incentive,no,Euro
AT,2019,8,8,0,0,4.348214285714286,104.35714285714286,104.35714285714286,yes,yes,113.57142857142857,442.2987220916569,-98,-98,either,30.285714285714285,yes,no,44.14285714285714,1031.2225,either,13,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,monetary incentive,no,Euro
AT,2020,8,8,0,0,4.348214285714286,104.35714285714286,104.35714285714286,yes,yes,113.57142857142857,442.2987220916569,-98,-98,either,30.285714285714285,yes,no,44.14285714285714,1031.2225,either,13,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,monetary incentive,no,Euro
AT,2021,8,8,0,0,4.348214285714286,104.35714285714286,104.35714285714286,yes,yes,113.57142857142857,442.2987220916569,-98,-98,either,30.285714285714285,yes,no,44.14285714285714,1031.2225,either,13,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,monetary incentive,no,Euro
AT,2022,8,8,0,0,4.348214285714286,104.35714285714286,104.35714285714286,yes,yes,113.57142857142857,442.2987220916569,-98,-98,either,30.285714285714285,yes,no,44.14285714285714,1031.2225,either,13,yes,no,44.17857142857142,0.8,2008.875,either,8.696428571428571,yes,no,monetary incentive,no,Euro
AT,2023,8,8,0,0,4.348214285714286,95.66071428571428,95.66071428571428,yes,yes,113.57142857142857,468.0078584018801,-98,-98,either,30.285714285714285,yes,no,44.14285714285714,1091.184375,either,13,yes,no,44.17857142857142,0.8,2125.450625,either,8.714285714285714,yes,no,monetary incentive,yes,Euro
AT,2024,8,8,0,0,4.348214285714286,95.66071428571428,95.66071428571428,yes,yes,113.57142857142857,513.4316245593419,-98,-98,either,30.285714285714285,yes,no,44.14285714285714,1197.106875,either,13,yes,no,44.17857142857142,0.8,2331.5125,either,8.714285714285714,yes,no,monetary incentive,yes,Euro
BE,1970,0,8,6,0,0,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1971,0,8,6,0,0,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1972,0,8,6,0,0,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1973,0,8,6,0,0,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1974,0,8,6,0,0,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1975,0,8,6,0,0,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1976,0,8,6,0,0,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1977,0,8,6,0,0,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1978,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,yes,Belgian franc (BEF)
BE,1979,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1980,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1981,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1982,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1983,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1984,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1985,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1986,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1987,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1988,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1989,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1990,0,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1991,1,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1992,1,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1993,1,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1994,1,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1995,1,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1996,1,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1997,1,8,6,0,0.6000000000000001,14,0,no,no,0,-98,-98,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,Not applicable,-98,Not applicable,Not applicable,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,Not applicable,no,Belgian franc (BEF)
BE,1998,1,8,6,0,0.6000000000000001,21.044642857142858,13.044642857142858,yes,yes,13.044642857142858,NA,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,NA,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,yes,Belgian franc (BEF)
BE,1999,0,0,7,8,0.6000000000000001,21.044642857142858,13.044642857142858,yes,yes,13.044642857142858,NA,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,NA,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Belgian franc (BEF)
BE,2000,0,0,7,8,0.6000000000000001,21.044642857142858,13.044642857142858,yes,yes,13.044642857142858,NA,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,NA,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Belgian franc (BEF)
BE,2001,0,0,7,8,0.6000000000000001,21.044642857142858,13.044642857142858,yes,yes,13.044642857142858,NA,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,NA,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Belgian franc (BEF)
BE,2002,0,0,7,8,2,21.044642857142858,13.044642857142858,yes,yes,13.044642857142858,NA,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,NA,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,yes,Euro (EUR)
BE,2003,0,0,7,8,2,21.044642857142858,13.044642857142858,yes,yes,13.044642857142858,NA,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,NA,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro (EUR)
BE,2004,1,9,0,5,2,27.044642857142858,13.044642857142858,yes,yes,13.044642857142858,NA,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,NA,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro (EUR)
BE,2005,1,9,0,5,2,27.044642857142858,13.044642857142858,yes,yes,13.044642857142858,718,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,718,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro (EUR)
BE,2006,1,9,0,5,2,27.044642857142858,13.044642857142858,yes,yes,13.044642857142858,831,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,831,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro (EUR)
BE,2007,1,9,0,5,2,27.044642857142858,13.044642857142858,yes,yes,13.044642857142858,845,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,845,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro (EUR)
BE,2008,1,9,0,5,2,27.044642857142858,13.044642857142858,yes,yes,13.044642857142858,858.65,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,858.65,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro (EUR)
BE,2009,1,9,0,5,2,27.044642857142858,13.044642857142858,yes,yes,13.044642857142858,813.22,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,813.22,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro (EUR)
BE,2010,1,9,0,5,2,27.044642857142858,13.044642857142858,yes,yes,13.044642857142858,813.22,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,813.22,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro (EUR)
BE,2011,1,9,0,5,2,27.044642857142858,13.044642857142858,yes,yes,13.044642857142858,823.3,-98,-98,either,13.044642857142858,yes,yes,13.044642857142858,823.3,either,13.044642857142858,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro (EUR)
BE,2012,1,9,0,5,2,31.392857142857142,17.392857142857142,yes,yes,17.392857142857142,839.59,-98,-98,either,17.392857142857142,yes,yes,17.392857142857142,839.59,either,17.392857142857142,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro (EUR)
BE,2013,1,9,0,5,2,31.392857142857142,17.392857142857142,yes,yes,17.392857142857142,876.3800000000001,-98,-98,either,17.392857142857142,yes,yes,17.392857142857142,876.3800000000001,either,17.392857142857142,yes,yes,0,-98,-98,Not applicable,-98,Not applicable,Not applicable,no,no,Euro (EUR)
