"brand","product","url","description","imgSrc","imgAlt","name","specific"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","180 for light skin with warm undertones","/productimages/sku/s2413441+sw.jpg","180 0.32 oz/ 9.1 g","","180"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","185 for light to medium skin with neutral undertones","/productimages/sku/s2413458+sw.jpg","185 0.32 oz/ 9.1 g","","185"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","190 for light to medium skin with warm undertones","/productimages/sku/s2413466+sw.jpg","190 0.32 oz/ 9.1 g","","190"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","200 for light to medium skin with cool undertones","/productimages/sku/s2413474+sw.jpg","200 0.32 oz/ 9.1 g","","200"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","210 for light to medium skin with warm neutral undertones","/productimages/sku/s2413482+sw.jpg","210 0.32 oz/ 9.1 g","","210"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","220 for light to medium skin with warm undertones","/productimages/sku/s2413490+sw.jpg","220 0.32 oz/ 9.1 g","","220"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","230 for light to medium skin with neutral undertones","/productimages/sku/s2413508+sw.jpg","230 0.32 oz/ 9.1 g","","230"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","235 for medium skin with warm undertones","/productimages/sku/s2413516+sw.jpg","235 0.32 oz/ 9.1 g","","235"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","240 for medium skin with warm yellow undertones","/productimages/sku/s2413524+sw.jpg","240 0.32 oz/ 9.1 g","","240"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","250 for medium skin with warm peach undertones","/productimages/sku/s2413532+sw.jpg","250 0.32 oz/ 9.1 g","","250"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","255 for medium skin with very warm undertones","/productimages/sku/s2413540+sw.jpg","255 0.32 oz/ 9.1 g","","255"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","260 for medium skin with neutral undertones","/productimages/sku/s2413557+sw.jpg","260 0.32 oz/ 9.1 g","","260"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","270 for medium to tan skin with cool undertones","/productimages/sku/s2413565+sw.jpg","270 0.32 oz/ 9.1 g","","270"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","280 for medium to tan skin with neutral undertones","/productimages/sku/s2413573+sw.jpg","280 0.32 oz/ 9.1 g","","280"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","290 for medium to tan skin with warm olive undertones","/productimages/sku/s2413581+sw.jpg","290 0.32 oz/ 9.1 g","","290"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","300 for medium to tan skin with warm undertones","/productimages/sku/s2413599+sw.jpg","300 0.32 oz/ 9.1 g","","300"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","310 for medium to tan skin with warm yellow undertones","/productimages/sku/s2413607+sw.jpg","310 0.32 oz/ 9.1 g","","310"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","320 for medium to tan skin with cool undertones","/productimages/sku/s2413615+sw.jpg","320 0.32 oz/ 9.1 g","","320"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","330 for tan skin with warm undertones","/productimages/sku/s2413623+sw.jpg","330 0.32 oz/ 9.1 g","","330"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","340 for tan skin with cool undertones (Rihanna's Shade) - Selected","/productimages/sku/s2413631+sw.jpg","340 0.32 oz/ 9.1 g","","340"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","345 for tan skin with warm olive undertones","/productimages/sku/s2413649+sw.jpg","345 0.32 oz/ 9.1 g","","345"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","350 for tan skin with cool neutral undertones","/productimages/sku/s2413656+sw.jpg","350 0.32 oz/ 9.1 g","","350"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","360 for tan skin with neutral undertones","/productimages/sku/s2413664+sw.jpg","360 0.32 oz/ 9.1 g","","360"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","370 for tan skin with warm neutral undertones","/productimages/sku/s2413672+sw.jpg","370 0.32 oz/ 9.1 g","","370"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","380 for tan to deep skin with cool undertones","/productimages/sku/s2413680+sw.jpg","380 0.32 oz/ 9.1 g","","380"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","385 for tan to deep skin with neutral undertones","/productimages/sku/s2413698+sw.jpg","385 0.32 oz/ 9.1 g","","385"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","390 for tan to deep skin with warm yellow undertones","/productimages/sku/s2413706+sw.jpg","390 0.32 oz/ 9.1 g","","390"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","400 for tan to deep skin with very warm undertones","/productimages/sku/s2413714+sw.jpg","400 0.32 oz/ 9.1 g","","400"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","410 for tan to deep skin with warm golden undertones","/productimages/sku/s2413722+sw.jpg","410 0.32 oz/ 9.1 g","","410"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","420 for tan to deep skin with warm undertones","/productimages/sku/s2413730+sw.jpg","420 0.32 oz/ 9.1 g","","420"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","430 for deep skin with warm golden undertones","/productimages/sku/s2413748+sw.jpg","430 0.32 oz/ 9.1 g","","430"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","440 for deep skin with warm undertones","/productimages/sku/s2413755+sw.jpg","440 0.32 oz/ 9.1 g","","440"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","445 for deep skin with warm olive undertones","/productimages/sku/s2413763+sw.jpg","445 0.32 oz/ 9.1 g","","445"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","450 for deep skin with neutral undertones","/productimages/sku/s2413771+sw.jpg","450 0.32 oz/ 9.1 g","","450"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","460 for deep skin with cool red undertones","/productimages/sku/s2413789+sw.jpg","460 0.32 oz/ 9.1 g","","460"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","470 for deep skin with cool neutral undertones","/productimages/sku/s2413797+sw.jpg","470 0.32 oz/ 9.1 g","","470"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","480 for deep skin with cool undertones","/productimages/sku/s2413805+sw.jpg","480 0.32 oz/ 9.1 g","","480"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","490 for very deep skin with neutral undertones","/productimages/sku/s2413813+sw.jpg","490 0.32 oz/ 9.1 g","","490"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","495 for very deep skin with cool undertones","/productimages/sku/s2413821+sw.jpg","495 0.32 oz/ 9.1 g","","495"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation","https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829","498 for very rich, deep skin with neutral undertones","/productimages/sku/s2413839+sw.jpg","498 0.32 oz/ 9.1 g","","498"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","100 for very fair skin with neutral undertones","/productimages/sku/s1925122+sw.jpg","100 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","100"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","105 for very fair skin with warm yellow undertones","/productimages/sku/s2164606+sw.jpg","105 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","105"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","110 for very fair skin with cool pink undertones","/productimages/sku/s1925130+sw.jpg","110 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","110"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","120 for fair skin with neutral undertones","/productimages/sku/s1925148+sw.jpg","120 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","120"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","130 for fair skin with warm olive undertones","/productimages/sku/s1925155+sw.jpg","130 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","130"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","140 for light skin with warm yellow undertones","/productimages/sku/s1925163+sw.jpg","140 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","140"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","145 for light skin  with warm olive undertones","/productimages/sku/s2164614+sw.jpg","145 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","145"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","150 for light skin with neutral undertones","/productimages/sku/s1925171+sw.jpg","150 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","150"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","160 for light skin with cool peach undertones","/productimages/sku/s1925189+sw.jpg","160 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","160"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","170 for light skin with cool undertones","/productimages/sku/s1925197+sw.jpg","170 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","170"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","180 for light skin with warm undertones","/productimages/sku/s1925205+sw.jpg","180 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","180"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","185 for light to medium skin with neutral undertones","/productimages/sku/s2164622+sw.jpg","185 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","185"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","190 for light to medium skin with warm undertones","/productimages/sku/s1925213+sw.jpg","190 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","190"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","200 for light to medium skin with cool undertones","/productimages/sku/s1925221+sw.jpg","200 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","200"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","210 for light to medium skin with warm neutral undertones","/productimages/sku/s1925239+sw.jpg","210 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","210"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","220 for light to medium skin with warm undertones","/productimages/sku/s1925247+sw.jpg","220 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","220"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","230 for medium skin with neutral undertones","/productimages/sku/s1925254+sw.jpg","230 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","230"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","235 for medium skin with warm undertones","/productimages/sku/s2164630+sw.jpg","235 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","235"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","240 for medium skin with warm yellow undertones","/productimages/sku/s1925262+sw.jpg","240 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","240"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","250 for medium skin with warm peach undertones","/productimages/sku/s1925270+sw.jpg","250 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","250"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","255 for medium skin with very warm undertones","/productimages/sku/s2164648+sw.jpg","255 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","255"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","260 for medium skin with neutral undertones","/productimages/sku/s1925288+sw.jpg","260 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","260"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","270 for medium to tan skin with cool undertones","/productimages/sku/s1925296+sw.jpg","270 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","270"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","280 for medium to tan skin with neutral undertones","/productimages/sku/s1925304+sw.jpg","280 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","280"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","290 for medium to tan skin with warm olive undertones","/productimages/sku/s1925312+sw.jpg","290 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","290"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","300 for medium to tan skin with warm undertones","/productimages/sku/s1925320+sw.jpg","300 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","300"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","310 for medium to tan skin with warm yellow undertones","/productimages/sku/s1925338+sw.jpg","310 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","310"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","320 for medium to tan skin with cool undertones","/productimages/sku/s1925346+sw.jpg","320 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","320"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","330 for tan skin with warm undertones","/productimages/sku/s1925353+sw.jpg","330 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","330"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","340 for tan skin with cool undertones","/productimages/sku/s1925361+sw.jpg","340 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","340"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","345 for tan skin with warm olive undertones","/productimages/sku/s2164655+sw.jpg","345 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","345"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","350 for tan skin with cool neutral undertones","/productimages/sku/s1925379+sw.jpg","350 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","350"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","360 for tan skin with neutral undertones","/productimages/sku/s1925387+sw.jpg","360 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","360"
"FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation","https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432","370 for tan skin with warm neutral undertones","/productimages/sku/s1925395+sw.jpg","370 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner","","370"
