product_id,currency,price_local,price_usd,is_free,is_recurring,rating_score,n_ratings,is_rated,top_creator,card_text
77,£,74.25,99.99,FALSE,FALSE,5.0,1,TRUE,FALSE,Project Management Templates & Documents TEMPLATE22 5.0 (1) £74.25
78,£,147.77,199.0,FALSE,FALSE,,0,FALSE,FALSE,Money Movement Lending Tracker for Google Sheets - PRO Core Memory Pri
79,£,222.76,299.99,FALSE,FALSE,,1,TRUE,FALSE,Premium Pack of 550+ Project Management Templates + Advanced Project P
80,£,147.77,199.0,FALSE,FALSE,,0,FALSE,FALSE,LiteView2 — Modern WebView2 ActiveX for VBA & COM (Developer License)
81,£,21.53,28.99,FALSE,FALSE,4.9,19,TRUE,FALSE,MoneyAcción Wealth Planner MoneyAcción 4.9 (19) £21.53
82,£,37.12,49.99,FALSE,FALSE,,0,FALSE,FALSE,Construction Management Templates ExcelLog £37.12
83,£,95.79,129.0,FALSE,FALSE,,0,FALSE,FALSE,Onboarding Claude Cowork for HR A-Z Kavya Tayal £95.79
84,£,14.11,19.0,FALSE,FALSE,,0,FALSE,FALSE,One Year to Spanish Fluency: A 60-Week Structured Plan Romeo Clayton £
85,£,114.35,154.0,FALSE,FALSE,,0,FALSE,FALSE,Complete Operator System Turf Vision £114.35
86,£,259.15,349.0,FALSE,FALSE,,0,FALSE,FALSE,ITOM (IT Operation Management) Excel Templates Pack ExcelLog £259.15
87,£,18.56,24.99,FALSE,FALSE,,0,FALSE,FALSE,The 6.7L Ford Power Stroke Survival Guide + Maintenance Tracker Bundle
88,£,74.25,99.99,FALSE,FALSE,5.0,2,TRUE,FALSE,Advanced Project Plan & Portfolio Excel Template TEMPLATE22 5.0 (2) £7
89,£,74.25,99.99,FALSE,FALSE,,1,TRUE,FALSE,All-in-One Project Management Documentation Template 2.0 TEMPLATE22 5.
90,£,444.79,599.0,FALSE,FALSE,,0,FALSE,FALSE,Historical Excel Reporting for Dynamics GP MEM Edition Mark Polino Top
91,£,6.68,9.0,FALSE,FALSE,5.0,1,TRUE,FALSE,The Personal Finance Planner jocelynbec 5.0 (1) £6.68+
92,£,28.96,39.0,FALSE,FALSE,,0,FALSE,FALSE,"Sports Dietitian Performance Nutrition Calculator Joe Dzubak, MS, RDN,"
93,£,369.05,497.0,FALSE,FALSE,,0,FALSE,FALSE,The Install - High School Strength Systems Justin Goff-Burch £369.05
94,£,36.38,48.99,FALSE,FALSE,,0,FALSE,FALSE,Tech Job Offer System 2.0 techchris6 £36.38
95,£,0.0,0.0,TRUE,FALSE,5.0,4,TRUE,FALSE,The Complete Python for Quants eBook SimplifiedZone 5.0 (4) £0.00+
96,£,24.5,32.99,FALSE,FALSE,,0,FALSE,FALSE,Plantilla Pro 3.0 🚀 — Dashboard de Inversión + App Móvil Coke Dividend
97,£,55.56,74.82,FALSE,FALSE,,0,FALSE,FALSE,Automotive Electronics Procurement Intelligence Manual — Edition 2026
98,£,66.81,89.97,FALSE,FALSE,,0,FALSE,FALSE,Remote Work Policies Toolkit The Art of Service £66.81
99,£,66.81,89.97,FALSE,FALSE,,0,FALSE,FALSE,Omnichannel Retail Toolkit The Art of Service £66.81
100,£,296.28,399.0,FALSE,FALSE,,1,TRUE,TRUE,Historical Excel Reporting for Dynamics GP Mark Polino Top creator 1.0
101,£,37.12,49.99,FALSE,FALSE,,0,FALSE,FALSE,Supply Chain Management Excel Template TEMPLATE22 £37.12
102,£,14.85,20.0,FALSE,FALSE,,9,TRUE,FALSE,Wealth Planning Toolkit for Google Sheets - Net Worth Tracker with FIR
103,£,74.25,99.99,FALSE,FALSE,,3,TRUE,FALSE,Custom Google Sheets Dashboard | Personalized Business Tracker (Made t
104,£,5.94,8.0,FALSE,TRUE,5.0,1,TRUE,FALSE,Monthly Budget Spreadsheet V2 thetrackerbuddy 5.0 (1) £5.94
105,£,66.81,89.97,FALSE,FALSE,,0,FALSE,FALSE,High Frequency Trading Toolkit The Art of Service £66.81
106,£,74.25,99.99,FALSE,FALSE,,0,FALSE,FALSE,Project & Task Management Excel Suite ExcelLog £74.25
107,£,72.03,97.0,FALSE,FALSE,,0,FALSE,FALSE,How to Buy a Business - (A Beginner's Guide) Redan Holdings £72.03
108,£,220.54,297.0,FALSE,FALSE,5.0,1,TRUE,FALSE,The Corporate to CEO/Owner Transition Blueprint Michael Keck 5.0 (1) £
109,£,11.13,14.99,FALSE,FALSE,,3300,TRUE,FALSE,Jingsketch Procreate Brushes: Complete Collection v2.2 Jingsketch Top
110,£,8.91,12.0,FALSE,FALSE,5.0,128,TRUE,FALSE,"Brush Box Vol.1 ✿ Markers, Pencils & Palettes Olguioo 5.0 (128) £8.91"
111,£,14.11,19.0,FALSE,FALSE,5.0,10,TRUE,FALSE,Thick Impasto procreate brushes Teju Jangid 5.0 (10) £14.11
112,£,22.28,30.0,FALSE,FALSE,,124,TRUE,FALSE,The Oil MaxPack - Brushes for Procreate MaxPacks - Brushes for Procrea
113,£,25.99,35.0,FALSE,FALSE,,213,TRUE,FALSE,"Over 3000+ Procreate Brushes by Di | Whole Store Bundle (Textures, Sta"
114,$,339.0,339.0,FALSE,FALSE,,0,FALSE,FALSE,"The Everything Bundle: $339 → $95, save $244 Nelli Suneli £70.54"
115,£,14.85,20.0,FALSE,FALSE,,397,TRUE,FALSE,The Gouache MaxPack v2 - Brushes for Procreate MaxPacks - Brushes for
116,£,18.56,24.99,FALSE,FALSE,,32,TRUE,FALSE,Over 2000+ Procreate Brushes by Stas | Whole Store Bundle Stas 5.0 (32
117,£,18.56,24.99,FALSE,FALSE,,208,TRUE,FALSE,The Retro MaxPack - Brushes for Procreate MaxPacks - Brushes for Procr
118,£,11.88,16.0,FALSE,FALSE,5.0,22,TRUE,FALSE,Procreate Pack VOL.9 ✿ Gouache & Watercolor Olguioo 5.0 (22) £11.88
119,£,65.34,87.99,FALSE,FALSE,4.9,1900,TRUE,TRUE,Jingsketch All Access+ Jingsketch Top creator 4.9 (1.9K) £65.34
120,£,18.56,24.99,FALSE,FALSE,,824,TRUE,FALSE,The Watercolor MaxPack - Brushes for Procreate MaxPacks - Brushes for
121,£,11.14,15.0,FALSE,FALSE,,310,TRUE,FALSE,The Comics MaxPack - Brushes for Procreate MaxPacks - Brushes for Proc
122,$,29.0,29.0,FALSE,FALSE,5.0,107,TRUE,TRUE,The Comic Toolkit for Procreate Manero Brushes Top creator 5.0 (107) $
123,$,150.0,150.0,FALSE,FALSE,4.9,47,TRUE,TRUE,6 Week Painting Class (Quick Concepts) Zac Retz Top creator 4.9 (47) $
124,£,14.84,19.99,FALSE,FALSE,,201,TRUE,FALSE,Jingsketch Procreate Brushes: Harmonics Collection v2.0 Jingsketch Top
125,$,24.0,24.0,FALSE,FALSE,,144,TRUE,FALSE,The Pixel Art Experience Brush Set for Procreate Manero Brushes Top cr
126,£,17.08,23.0,FALSE,FALSE,,19,TRUE,FALSE,The Perfect Oils for Procreate: 87+ oil painting realistic brushes. El
127,£,4.83,6.5,FALSE,FALSE,,8,TRUE,FALSE,⭐️ Magic Line Art Brushes for PROCREATE by Elizmil Eliza Miller 4.9 (8
128,£,7.42,9.99,FALSE,FALSE,,0,FALSE,FALSE,Zeid's Mixer Brush Pack Zeid Salfiti £7.42+
129,£,3.71,5.0,FALSE,FALSE,5.0,254,TRUE,FALSE,Coles Pencil Pack (PROCREATE) Cole 5.0 (254) £3.71+
130,£,11.14,15.0,FALSE,FALSE,5.0,9,TRUE,FALSE,Oil painting brush for procreate Teju Jangid 5.0 (9) £11.14
131,£,22.28,30.0,FALSE,FALSE,,0,FALSE,FALSE,The Traditional Essentials Collection renasketch £22.28+
132,£,6.68,9.0,FALSE,FALSE,,0,FALSE,FALSE,Thousands of brushes. One little life to help. Wosiack £6.68+
133,$,7.77,7.77,FALSE,FALSE,,1100,TRUE,TRUE,Bluesssatan brush set for Procreate app Bluesssatan Top creator 4.8 (1
134,£,11.14,15.0,FALSE,FALSE,5.0,186,TRUE,FALSE,Procreate Pack VOL.3 | Markers & Pencil colors Olguioo 5.0 (186) £11.1
135,£,3.53,4.75,FALSE,FALSE,,12,TRUE,FALSE,"70 Procreate Tattoo Brushes – Stipple Shader, Traditional Tattoo Brush"
136,£,5.2,7.0,FALSE,FALSE,,437,TRUE,FALSE,The Essential MaxPack v2 - Brushes for Procreate MaxPacks - Brushes fo
137,$,9.0,9.0,FALSE,FALSE,,5,TRUE,FALSE,Draw Like a Pro - Procreate Brushes (Sci-Fi Lineart Specific) Himesh A
138,$,20.0,20.0,FALSE,FALSE,,177,TRUE,FALSE,Thick Paint: An Oil Painting Brush Set for Procreate Manero Brushes To
139,$,8.0,8.0,FALSE,FALSE,5.0,1,TRUE,FALSE,Liquid Brushes for Procreate Sandra Winther Art 5.0 (1) $8
140,$,39.0,39.0,FALSE,FALSE,,58,TRUE,FALSE,SAVE 20%! The Comic Artist Mega Bundle for Procreate Manero Brushes To
141,£,1.49,2.01,FALSE,FALSE,4.7,101,TRUE,FALSE,Sloeo MAIN BRUSH DARK Sloeo 4.7 (101) £1.49+
142,$,24.0,24.0,FALSE,FALSE,,83,TRUE,TRUE,Natural Gouache Brush Set for Procreate Manero Brushes Top creator 5.0
143,£,11.13,14.99,FALSE,FALSE,,356,TRUE,FALSE,Jingsketch Photoshop Brushes: Complete Collection v1.9 Jingsketch Top
144,£,6.53,8.79,FALSE,FALSE,4.8,415,TRUE,FALSE,Procreate Texture Brushes by BigPear Liu BigPearLiu 4.8 (415) £6.53
145,£,2.99,4.03,FALSE,FALSE,4.0,40,TRUE,FALSE,Fujifilm Preset (Lightroom Mobile) Ellen Escapes 4.0 (40) £2.99
146,£,9.99,13.45,FALSE,FALSE,4.4,11,TRUE,FALSE,Eight Escape Preset Bundle (Lightroom Mobile) Ellen Escapes 4.4 (11) £
147,£,2.99,4.03,FALSE,FALSE,5.0,2,TRUE,FALSE,The Wanderer Preset (Lightroom) Ellen Escapes 5.0 (2) £2.99
148,£,66.82,89.99,FALSE,FALSE,5.0,4,TRUE,FALSE,@SJRVISUALSS Sports/Lifestyle Preset Pack Sam Rogers 5.0 (4) £66.82 £2
149,£,25.74,34.66,FALSE,FALSE,5.0,7,TRUE,FALSE,Vintage Dream Preset Pack (Lightroom) Aya Gadelhak 5.0 (7) £25.74+
150,£,2.99,4.03,FALSE,FALSE,4.5,6,TRUE,FALSE,Riviera Film Summer Preset (Lightroom) Ellen Escapes 4.5 (6) £2.99
151,£,2.99,4.03,FALSE,FALSE,5.0,32,TRUE,FALSE,Modern Vintage Preset (Lightroom Mobile) Ellen Escapes 5.0 (32) £2.99
152,£,59.4,79.99,FALSE,FALSE,,0,FALSE,FALSE,Ayitsphotography - ULTIMATE PRESET COMBO (100+ PRESETS) Matt Solie | P
153,£,11.14,15.0,FALSE,FALSE,4.1,24,TRUE,FALSE,Football Photography Preset Pack | NEW SKOOL Otto Arney 4.1 (24) £11.1
154,£,31.19,42.0,FALSE,FALSE,,0,FALSE,FALSE,Pack Completo (13 filtros) Peninsula Presets £31.19
155,£,2.99,4.03,FALSE,FALSE,4.0,1,TRUE,FALSE,Honey Film Preset (Lightroom) Ellen Escapes 4.0 (1) £2.99
156,£,93.52,125.94,FALSE,FALSE,,0,FALSE,FALSE,Clinical Photography System (BEST VALUE) Daniel Manzano £93.52
157,€,36.0,41.55,FALSE,FALSE,,314,TRUE,FALSE,135mm 35mm Vintage Analog Film Lightroom Presets | Lightroom & LR Clas
158,£,25.25,34.0,FALSE,FALSE,4.8,17,TRUE,FALSE,Lightroom Preset Pack 2.0 Lincoln Morrey 4.8 (17) £25.25
159,£,18.56,24.99,FALSE,FALSE,3.8,6,TRUE,FALSE,Ultimate Sport Preset Pack - Includes 25 Presets Nicks M3dia 3.8 (6) £
160,£,40.1,54.0,FALSE,FALSE,,0,FALSE,FALSE,LMP Creator Bundle Lincoln Morrey £40.10
161,£,11.13,14.99,FALSE,FALSE,,7,TRUE,FALSE,Ultimate Lightroom Preset & LUT Bundle – 100+ Presets + 10 LUTs for Mo
162,£,35.0,47.13,FALSE,FALSE,5.0,2,TRUE,FALSE,Max Hwrd Lightroom Presets Max Howard 5.0 (2) £35
163,£,13.37,18.01,FALSE,FALSE,,0,FALSE,FALSE,Family Lightroom presets Oksana Kirik £13.37
164,£,30.03,40.44,FALSE,FALSE,4.9,8,TRUE,FALSE,Luke Lucis - Lightroom Presets: Echoes of Nostalgia Luke Lucis 4.9 (8)
165,£,2.99,4.03,FALSE,FALSE,4.0,5,TRUE,FALSE,90s Baby Disposable Film Preset (Lightroom) Ellen Escapes 4.0 (5) £2.9
166,£,33.46,45.06,FALSE,FALSE,,0,FALSE,FALSE,The SanktDiego Preset pack. Juan Diego Schimmel £33.46
167,£,29.17,39.28,FALSE,FALSE,4.8,393,TRUE,FALSE,Lightroom Analog Preset Pack Nele Bogaerts 4.8 (393) £29.17+
168,£,42.9,57.77,FALSE,FALSE,,0,FALSE,FALSE,Octa - Essential Collection Octa Presets £42.90 £32.18
169,£,21.53,28.99,FALSE,FALSE,5.0,3,TRUE,FALSE,MB 1.0 Lightroom Preset Pack Mykyta Borovoi 5.0 (3) £21.53
170,£,37.13,50.0,FALSE,FALSE,3.0,2,TRUE,FALSE,The Core Collection – Preset Pack Nicole Ivanov 3.0 (2) £37.13
171,£,9.65,13.0,FALSE,FALSE,,12,TRUE,FALSE,All in One Grain V3.00 [Lightroom Preset] Vlad Moldovean - Vmoldo.com
172,£,16.34,22.01,FALSE,FALSE,5.0,2,TRUE,FALSE,Mobile ProRaw Presets - Travel Collection Robin 5.0 (2) £16.34
173,£,12.87,17.33,FALSE,FALSE,,0,FALSE,FALSE,Nostalgic Summer Lightroom Presets Lino Thaesler £12.87
174,£,7.72,10.4,FALSE,FALSE,3.0,3,TRUE,FALSE,CHAVES.PHOTOGRAPHY PRESET PACK João Chaves 3.0 (3) £7.72
175,£,14.85,20.0,FALSE,FALSE,4.1,7,TRUE,FALSE,Huddys Visuals Preset Pack V2 Hudson Smith 4.1 (7) £14.85
176,£,22.27,29.99,FALSE,FALSE,5.0,2,TRUE,FALSE,Presets Plus: Lightroom Photo Presets & Starter Kit ToldbyNick 5.0 (2)
177,€,0.0,0.0,TRUE,FALSE,,365,TRUE,FALSE,Free Lightroom Preset - Kodak Kodachrome 64 Preset for Lightroom | Lig
178,£,17.15,23.1,FALSE,FALSE,5.0,1,TRUE,FALSE,LOST IN COLOR - 8 Lightroom Presets by amryraw amryraw 5.0 (1) £17.15
179,£,7.43,10.01,FALSE,FALSE,3.7,6,TRUE,FALSE,Football Photography Preset Pack | FILM LOOKS Otto Arney 3.7 (6) £7.43
180,£,103.21,138.99,FALSE,FALSE,5.0,1,TRUE,FALSE,LK Sunkissed Preset Pack Alyssa | Lyss K. Photography 5.0 (1) £103.21
181,$,59.95,59.95,FALSE,FALSE,,19,TRUE,FALSE,Microsoft 365 for IT Pros (2027 Edition). The Ultimate Guide to Managi
182,£,23.76,32.0,FALSE,FALSE,,72,TRUE,FALSE,Beginners Guide to Becoming a Independent Work From Home Trucking Disp
183,$,100.0,100.0,FALSE,FALSE,,496,TRUE,FALSE,The Art of X: Build a Business That Makes You $100/Day (VERSION 38: UP
184,$,500.0,500.0,FALSE,TRUE,5.0,1,TRUE,FALSE,Social Media Management (ELITE) Tay Devon Enterprises LLC 5.0 (1) $500
185,£,69.8,94.0,FALSE,FALSE,,3,TRUE,FALSE,Building A Trust In America: A Simple & Clear Guide To Protecting Your
186,£,14.84,19.99,FALSE,FALSE,5.0,22,TRUE,TRUE,The Software Engineer's Guidebook Gergely Orosz Top creator 5.0 (22) £
187,$,35.0,35.0,FALSE,FALSE,,31,TRUE,FALSE,Office 365 for IT Pros (2026 Edition). The Ultimate Guide to Managing
188,£,18.56,24.99,FALSE,FALSE,4.7,72,TRUE,FALSE,The Blueprint Underwriter Ron 4.7 (72) £18.56
189,£,109.15,146.99,FALSE,FALSE,,0,FALSE,FALSE,The Prison Break Full System™ Dark Tactics £109.15
190,£,259.15,349.0,FALSE,FALSE,,0,FALSE,FALSE,Hit Submit Full Bundle: The Playbook and Templates for Building a Seve
191,$,89.99,89.99,FALSE,FALSE,,473,TRUE,FALSE,Live Intentionally: 90 Day Self-Improvement Program (UPDATED: Second E
192,£,66.09,89.0,FALSE,FALSE,,0,FALSE,FALSE,PREMIUM FRUIT TEA MASTERCLASS TEAMO £66.09
193,£,21.53,28.99,FALSE,FALSE,,0,FALSE,FALSE,The Backyard Flower Farm Blueprint - The Complete Guide Backyard Bloom
194,$,39.0,39.0,FALSE,FALSE,5.0,4,TRUE,FALSE,No Bullshit Guide to Statistics Ivan Savov 5.0 (4) $39
195,$,12.95,12.95,FALSE,FALSE,,0,FALSE,FALSE,Microsoft Purview for IT Pros (2027 Edition) Office 365 for IT Pros To
196,£,48.27,65.01,FALSE,FALSE,,2,TRUE,FALSE,The Ultimate Guide to Building a Profitable Online Coaching Business l
