judge_id,name_first,name_middle,name_last,name_suffix,birth_date,birthplace_city,birthplace_state,death_date,death_city,death_state,gender,race
36,Richard,Henry,Alvey,NA,1826,St. Mary`s County,MD,1906,Hagerstown,MD,M,White
2850,Thomas,L.,Ambro,NA,1949,Cambridge,OH,NA,NA,NA,M,White
37,Donetta,W.,Ambrose,NA,1945,New Kensington,PA,NA,NA,NA,F,White
38,Charles,Fremont,Amidon,NA,1856,Clymer,NY,1937,Tucson,AZ,M,White
39,Carol,Bagley,Amon,NA,1946,Richmond,VA,NA,NA,NA,F,White
40,Wayne,R.,Andersen,NA,1945,Chicago,IL,NA,NA,NA,M,White
41,Albert,Barnes,Anderson,NA,1857,Zionsville,IN,1938,NA,NA,M,White
42,Aldon,Junior,Anderson,NA,1917,Salt Lake City,UT,1996,Salt Lake City,UT,M,White
43,George,Ross,Anderson,Jr.,1929,Anderson,SC,NA,NA,NA,M,White
44,George,Weston,Anderson,NA,1861,Acworth,NH,1938,Deland,FL,M,White
45,Harry,Bennett,Anderson,NA,1879,Van Buren County,MI,1935,NA,NA,M,White
46,J.,Blaine,Anderson,NA,1922,Trenton,UT,1988,Boise,ID,M,White
47,Joseph,Fletcher,Anderson,Jr.,1949,Augusta,GA,NA,NA,NA,M,White
2928,Percy,NA,Anderson,NA,1948,Long Beach,CA,NA,NA,NA,M,African American
48,R[obert],Lanier,Anderson,III,1936,Macon,GA,NA,NA,NA,M,White
49,Robert,Palmer,Anderson,NA,1906,Noank (Town of Groton),CT,1978,NA,NA,M,White
3173,Stanley,Thomas,Anderson,NA,1953,Lexington,TN,NA,NA,NA,M,White
50,Stephen,Hale,Anderson,NA,1932,Salt Lake City,UT,NA,NA,NA,M,White
51,Thomas,H.,Anderson,NA,1848,Belmont County,OH,1916,NA,NA,M,White
2691,Maurice,Neil,Andrews,NA,1894,LaFayette,GA,1967,Chattanooga,TN,M,White
3402,Richard,Gibson,Andrews,NA,1955,Manchester,England,NA,NA,NA,M,White
3188,Michael,M.,Anello,NA,1943,Miami,FL,NA,NA,NA,M,White
52,Alexis,Caswell,Angell,NA,1857,Providence,RI,1932,NA,NA,M,White
2857,John,NA,Antoon,II,1946,Bakersfield,CA,NA,NA,NA,M,White
3197,Thomas,Joseph,Aquilino,Jr.,1939,Mt. Kisco,NY,NA,NA,NA,M,NA
54,Herschel,Whitfield,Arant,NA,1887,Church Hill,AL,1941,NA,NA,M,White
55,Richard,Joseph,Arcara,NA,1940,Buffalo,NY,NA,NA,NA,M,White
56,George,NA,Arceneaux,Jr.,1928,New Orleans,LA,1993,Houma,LA,M,White
57,Robert,Wodrow,Archbald,NA,1848,Carbondale,PA,1926,Martha`s Vineyard,MA,M,White
58,Glenn,Leroy,Archer,Jr.,1929,Densmore,KS,2011,Tempe,AZ,M,White
3190,Christine,M.,Arguello,NA,1955,Thatcher,CO,NA,NA,NA,F,Hispanic
2898,M.,Christina,Armijo,NA,1951,Las Vegas,NM,NA,NA,NA,F,Hispanic
59,Saundra,Brown,Armstrong,NA,1947,Oakland,CA,NA,NA,NA,F,African American
60,Morris,Sheppard,Arnold,NA,1941,Texarkana,TX,NA,NA,NA,M,White
61,Richard,Sheppard,Arnold,NA,1936,Texarkana,TX,2004,Rochester,MN,M,White
62,Thurman,Wesley,Arnold,NA,1891,Laramie,WY,1969,NA,NA,M,White
63,Winston,Eugene,Arnow,NA,1911,Micanopy,FL,1994,Pensacola,FL,M,White
64,Sidney,Myer,Aronovitz,NA,1920,Key West,FL,1997,Miami,FL,M,White
65,Alfred,Albert,Arraj,NA,1906,Kansas City,MO,1992,Denver,CO,M,White
66,Janet,Bond,Arterton,NA,1944,Philadelphia,PA,NA,NA,NA,F,White
67,Marvin,E.,Aspen,NA,1934,Chicago,IL,NA,NA,NA,M,White
68,Carl,Clyde,Atkins,NA,1914,Washington,DC,1999,Miami,FL,M,White
3244,George,Wesley,Atkinson,NA,1845,Charleston,VA (now WV),1925,Charleston,WV,M,White
69,Nancy,Friedman,Atlas,NA,1949,New York,NY,NA,NA,NA,F,White
70,William,Hawley,Atwell,NA,1869,Sparta,WI,1961,NA,NA,M,White
71,Anthony,Thomas,Augelli,NA,1902,Orsara,Italy,1985,Spring Lake Heights,NJ,M,White
72,Richard,Bevan,Austin,NA,1901,Chicago,IL,1977,Chicago,IL,M,White
2949,Henry,Edward,Autrey,NA,1952,Mobile,AL,NA,NA,NA,M,African American
73,John,Boyd,Avis,NA,1875,Deerfield,NJ,1944,NA,NA,M,White
3161,Sharion,NA,Aycock,NA,1955,Tupelo,MS,NA,NA,NA,F,White
74,Lewis,Thornton,Babcock,NA,1943,Rocky Ford,CO,NA,NA,NA,M,White
3459,Robert,Edwin,Bacharach,NA,1959,Clarksdale,MS,NA,NA,NA,M,White
75,Harold,NA,Baer,Jr.,1933,New York,NY,2014,Stony Brook,NY,M,White
3141,John,Preston,Bailey,NA,1951,Wheeling,WV,NA,NA,NA,M,White
76,Thomas,Jennings,Bailey,NA,1867,Nashville,TN,1963,Washington,DC,M,White
77,Lourdes,Gillespie,Baird,NA,1935,Quito,Ecuador,NA,NA,NA,F,Hispanic
78,Francis,Elisha,Baker,NA,1860,Goshen,IN,1924,Chicago,IL,M,White
79,Harold,Albert,Baker,NA,1929,Mt. Kisco,NY,NA,NA,NA,M,White
80,John,Harris,Baker,NA,1832,Parma Township,NY,1915,Goshen,IN,M,White
3427,Kristine,Gerhard,Baker,NA,1971,Colorado Springs,CO,NA,NA,NA,F,White
81,William,Eli,Baker,NA,1873,Beverly,WV,1954,Beverly,WV,M,White
82,Bobby,Ray,Baldock,NA,1936,Rocky,OK,NA,NA,NA,M,White
83,Alexander,White,Baldwin,NA,1835,Gainesville,AL,1869,Alameda,CA,M,White
84,Henry,NA,Baldwin,NA,1780,New Haven,CT,1844,Philadelphia,PA,M,White
85,James,Harris,Baldwin,NA,1876,St. Joseph,MO,1944,NA,NA,M,White
86,Phillip,Benjamin,Baldwin,NA,1924,Marshall,TX,2002,Shreveport,LA,M,White
87,Thomas,Austin,Ballantine,Jr.,1926,Louisville,KY,1992,Louisville,KY,M,White
88,Bland,NA,Ballard,NA,1819,Shelby County,KY,1879,Louisville,KY,M,White
89,Robert,C.,Baltzell,NA,1879,Lawrence County,IL,1950,NA,NA,M,White
90,Paul,J.,Barbadoro,NA,1955,Providence,RI,NA,NA,NA,M,White
3329,Orion,Metcalf,Barber,NA,1857,Jamaica,VT,1930,Bennington,VT,M,White
2808,Carl,J.,Barbier,NA,1944,New Orleans,LA,NA,NA,NA,M,White
91,Philip,Pendelton,Barbour,NA,1783,Orange County,VA,1841,Washington,DC,M,White
92,William,Henry,Barbour,Jr.,1941,Yazoo City,MS,NA,NA,NA,M,White
93,Guy,Kurtz,Bard,NA,1895,Lincoln,PA,1953,NA,NA,M,White
94,Sarah,Evans,Barker,NA,1943,Mishawaka,IN,NA,NA,NA,F,White
95,William,Julius,Barker,NA,1886,Marietta,GA,1968,NA,NA,M,White
96,Rosemary,NA,Barkett,NA,1939,"Ciudad Victoria, Tamaulipas",Mexico,NA,NA,NA,F,White
97,Alfred,Dickinson,Barksdale,NA,1892,Houston (now Halifax),VA,1972,Lynchburg,VA,M,White
98,Rhesa,Hawkins,Barksdale,NA,1944,Jackson,MS,NA,NA,NA,M,White
99,George,Herbert,Barlow,NA,1921,Trenton,NJ,1979,NA,NA,M,White
100,Job,NA,Barnard,NA,1844,Porter County,IN,1923,Washington,DC,M,White
101,David,Leonard,Barnes,NA,1760,Scituate,MA,1812,Providence,RI,M,White
102,Harry,F.,Barnes,NA,1932,Memphis,TN,NA,NA,NA,M,White
103,John,Peter,Barnes,NA,1881,Beaver County,PA,1959,Elgin,IL,M,White
104,Stanley,Nelson,Barnes,NA,1900,Baraboo,WI,1990,NA,NA,M,White
3478,Mark,Allen,Barnett,NA,1963,Reading,PA,NA,NA,NA,M,White
3235,Samuel,Stebbins,Barney,NA,1846,Hartford,WI,1919,Milwaukee,WI,M,White
105,John,Watson,Barr,NA,1826,Versailles,KY,1907,Louisville,KY,M,White
106,James,Emmett,Barrett,NA,1922,Lusk,WY,2011,Cheyenne,WY,M,White
3110,Michael,Ryan,Barrett,NA,1951,Cincinnati,OH,NA,NA,NA,M,White
107,William,Hale,Barrett,NA,1866,NA,NA,1941,NA,NA,M,White
3540,David,Jeremiah,Barron,NA,1967,Washington,DC,NA,NA,NA,M,White
108,Allen,Edward,Barrow,NA,1914,Okemah,OK,1979,NA,NA,M,White
109,Maryanne,Trump,Barry,NA,1937,New York,NY,NA,NA,NA,F,White
110,John,Ries,Bartels,NA,1897,Baltimore,MD,1997,Brooklyn,NY,M,White
111,Harvey,NA,Bartle,III,1941,Bryn Mawr,PA,NA,NA,NA,M,White
112,D.,Brook,Bartlett,NA,1937,Kansas City,MO,2000,Kansas City,MO,M,White
3198,Judith,Morgenstern,Barzilay,NA,1944,Russell,KS,NA,NA,NA,F,NA
3524,Cynthia,Ann,Bashant,NA,1960,San Francisco,CA,NA,NA,NA,F,White
113,Richard,NA,Bassett,NA,1745,Cecil County,MD,1815,Cecil County,MD,M,White
114,William,G.,Bassler,NA,1938,Butler,PA,NA,NA,NA,M,White
3525,Stanley,Allen,Bastian,NA,1958,Seattle,WA,NA,NA,NA,M,White
115,Walter,Maximillian,Bastian,NA,1891,Washington,DC,1975,NA,NA,M,White
2718,Joseph,F.,Bataillon,NA,1949,Omaha,NE,NA,NA,NA,M,White
116,Alice,Moore,Batchelder,NA,1944,Wilmington,DE,NA,NA,NA,F,White
2909,John,D.,Bates,NA,1946,Elizabeth,NJ,NA,NA,NA,M,White
3360,Anthony,Joseph,Battaglia,NA,1949,San Diego,CA,NA,NA,NA,M,White
2858,Marianne,O.,Battani,NA,1944,Detroit,MI,NA,NA,NA,F,White
3102,Timothy,C.,Batten,Sr.,1960,Atlanta,GA,NA,NA,NA,M,White
117,Richard,Howard,Battey,NA,1929,Aberdeen,SD,NA,NA,NA,M,White
118,James,Franklin,Battin,NA,1925,Wichita,KS,1996,Billings,MT,M,White
119,Frank,Joseph,Battisti,NA,1922,Youngstown,OH,1994,Cleveland,OH,M,White
120,Deborah,A.,Batts,NA,1947,Philadelphia,PA,NA,NA,NA,F,African American
121,Robert,Lynn,Batts,NA,1864,Bastrop,TX,1935,NA,NA,M,White
122,William,Joseph,Bauer,NA,1926,Chicago,IL,NA,NA,NA,M,White
123,Arnold,NA,Bauman,NA,1914,New York,NY,1989,New York,NY,M,White
124,John,NA,Baxter,NA,1819,Rutherford County,NC,1886,Hot Springs,AR,M,White
2941,Michael,M.,Baylson,NA,1939,Philadelphia,PA,NA,NA,NA,M,White
125,David,L.,Bazelon,NA,1909,Superior,WI,1993,Washington,DC,M,White
3036,Carlos,T.,Bea,NA,1934,San Sebastian,Spain,NA,NA,NA,M,Hispanic
126,C[larence],Arlen,Beam,NA,1930,Stapleton,NE,NA,NA,NA,M,White
127,George,N.,Beamer,NA,1904,Bowling Green,IN,1974,NA,NA,M,White
128,Robert,Sharp,Bean,NA,1854,Yamhill County,OR,1931,Portland,OR,M,White
129,Charlton,Reid,Beattie,NA,1869,Assumption Parish,LA,1925,Thibodaux,LA,M,White
130,James,Helmick,Beatty,NA,1836,Lancaster,OH,1927,Hollywood,CA,M,White
131,William,Louis,Beatty,NA,1925,Mendota,IL,2001,Edwardsville,IL,M,White
132,James,A.,Beaty,Jr.,1949,Whitmire,SC,NA,NA,NA,M,African American
133,Campbell,Eben,Beaumont,NA,1883,Mayfield,KY,1954,NA,NA,M,White
134,Louis,Charles,Bechtle,NA,1927,Philadelphia,PA,NA,NA,NA,M,White
135,Axel,John,Beck,NA,1894,NA,Sweden,1981,Aberdeen,SD,M,White
136,Edward,Roy,Becker,NA,1933,Philadelphia,PA,2006,Philadelphia,PA,M,White
137,William,Henry,Becker,NA,1909,Brookhaven,MS,1992,Columbia,MO,M,White
138,Sandra,Shank,Beckwith,NA,1943,Norfolk,VA,NA,NA,NA,F,White
3297,Lindley,Garrison,Beckworth,Sr.,1913,Kaufman,TX,1984,Tyler,TX,M,White
139,Gunning,NA,Bedford,Jr.,1747,Philadelphia,PA,1812,Wilmington,DE,M,White
140,Thomas,NA,Bee,NA,1739,Charleston,SC,1812,Pendleton,SC,M,White
141,William,Trulock,Beeks,NA,1906,El Reno,OK,1988,Seattle,WA,M,White
142,Peter,Hill,Beer,NA,1928,New Orleans,LA,NA,NA,NA,M,White
143,Robert,R.,Beezer,NA,1928,Seattle,WA,2012,Seattle,WA,M,White
2924,Ralph,R.,Beistline,NA,1948,Fairbanks,AK,NA,NA,NA,M,White
144,David,Owen,Belew,Jr.,1920,Fort Worth,TX,2001,Fort Worth,TX,M,White
145,Griffin,Boyette,Bell,NA,1918,Americus,GA,2009,Atlanta,GA,M,White
146,J.,Spencer,Bell,NA,1906,Charlotte,NC,1967,NA,NA,M,White
147,Robert,Cook,Bell,NA,1880,Harrisonville,MO,1964,NA,NA,M,White
148,Robert,Holmes,Bell,NA,1944,Lansing,MI,NA,NA,NA,M,White
149,Samuel,H.,Bell,NA,1925,Rochester,NY,2010,Akron,OH,M,White
150,Charles,Byron,Bellinger,NA,1839,Maquon,IL,1905,Portland,OR,M,White
151,Robert,Clinton,Belloni,NA,1919,Riverton,OR,1999,San Mateo,CA,M,White
152,Monti,L.,Belot,NA,1943,Kansas City,MO,NA,NA,NA,M,White
153,Fortunato,Pedro,Benavides,NA,1947,Mission,TX,NA,NA,NA,M,Hispanic
3411,Cathy,Ann,Bencivengo,NA,1958,Teaneck,NJ,NA,NA,NA,F,White
154,Charles,Linnaeus,Benedict,NA,1824,Newbury,VT,1901,Brooklyn,NY,M,White
3066,Roger,T.,Benitez,NA,1950,Havana,Cuba,NA,NA,NA,M,Hispanic
155,Marion,Tinsley,Bennett,NA,1914,Buffalo,MO,2000,Alexandria,VA,M,White
156,Mark,W.,Bennett,NA,1950,Milwaukee,WI,NA,NA,NA,M,White
2996,Richard,D.,Bennett,NA,1947,Baltimore,MD,NA,NA,NA,M,White
157,Dee,Vance,Benson,NA,1948,Sandy,UT,NA,NA,NA,M,White
158,Egbert,NA,Benson,NA,1746,New York,NY,1833,"Jamaica, Long Island",NY,M,White
160,Paul,NA,Benson,NA,1918,"Greenville Township, Verona",ND,2004,Verona,WI,M,White
3070,William,Duane,Benton,NA,1950,Springfield,MO,NA,NA,NA,M,White
3448,Terrence,George,Berg,NA,1959,Detroit,MI,NA,NA,NA,M,White
3223,Irene,Cornelia,Berger,NA,1954,Richlands,VA,NA,NA,NA,F,African American
2791,Richard,M.,Berman,NA,1943,New York,NY,NA,NA,NA,M,White
3450,Jesus,Gilberto,Bernal,NA,1963,"Culiacan, Sinaloa",Mexico,NA,NA,NA,M,Hispanic
161,Helen,Ginger,Berrigan,NA,1948,New Rochelle,NY,NA,NA,NA,F,White
162,William,Odis,Bertelsman,NA,1936,Cincinnati,OH,NA,NA,NA,M,White
2856,Marsha,Siegel,Berzon,NA,1945,Cincinnati,OH,NA,NA,NA,F,White
3130,Francisco,Augusto,Besosa,NA,1949,San Juan,Puerto Rico,NA,NA,NA,M,Hispanic
163,Solomon,Hicks,Bethea,NA,1852,Lee County,IL,1909,Dixon,IL,M,White
164,Samuel,Rossiter,Betts,NA,1786,Richmond,MA,1868,New Haven,CT,M,White
3095,Joseph,Frank,Bianco,NA,1966,Flushing,NY,NA,NA,NA,M,White
165,Alexander,NA,Bicks,NA,1901,NA,Russia,1963,New York,NY,M,White
166,Francis,NA,Biddle,NA,1886,Paris,France,1968,Wellfleet,MA,M,White
167,Samuel,Frederick,Biery,Jr.,1947,McAllen,TX,NA,NA,NA,M,White
168,Neal,Brooks,Biggers,Jr.,1935,Corinth,MS,NA,NA,NA,M,White
169,Asa,NA,Biggs,NA,1811,Williamston,NC,1878,Norfolk,VA,M,White
170,John,NA,Biggs,Jr.,1895,Wilmington,DE,1979,Wilmington,DE,M,White
171,Richard,Mansfield,Bilby,NA,1931,Tucson,AZ,1998,Flagstaff,AZ,M,White
172,Edward,Coke,Billings,NA,1829,Hatfield,MA,1893,New Haven,CT,M,White
173,Franklin,S.,Billings,Jr.,1922,Woodstock,VT,2014,Woodstock,VT,M,White
174,Edward,Franklin,Bingham,NA,1828,West Concord,VT,1907,Union,WV,M,White
175,George,Hutchins,Bingham,NA,1864,Littleton,NH,1949,Manchester,NH,M,White
176,Stanley,F.,Birch,Jr.,1945,Langley Field,VA,NA,NA,NA,M,White
3556,Andre,NA,Birotte,Jr.,1966,Newark,NJ,NA,NA,NA,M,African American
177,Jean,Galloway,Bissell,NA,1936,Due West,SC,1990,Washington,DC,F,White
178,John,Winslow,Bissell,NA,1940,Exeter,NH,NA,NA,NA,M,White
3396,Cathy,NA,Bissoon,NA,1968,Brooklyn,NY,NA,NA,NA,F,Hispanic/Asian Am.
179,Vincent,Pasquale,Biunno,NA,1916,Newark,NJ,1991,Passaic,NJ,M,White
180,Bruce,D.,Black,NA,1947,Detroit,MI,NA,NA,NA,M,White
181,Hugo,Lafayette,Black,NA,1886,Clay County,AL,1971,Bethesda,MD,M,White
182,Lloyd,Llewellyn,Black,NA,1889,Leavenworth,KS,1950,NA,NA,M,White
183,Norman,William,Black,NA,1931,Houston,TX,1997,Silverthorne,CO,M,White
184,Susan,Harrell,Black,NA,1943,Valdosta,GA,NA,NA,NA,F,White
3259,Timothy,Seymour,Black,NA,1953,Brookline,MA,NA,NA,NA,M,White
185,Walter,Evan,Black,Jr.,1926,Baltimore,MD,2014,Easton,MD,M,White
2922,Robert,E.,Blackburn,NA,1950,Lakewood,CO,NA,NA,NA,M,White
186,Sharon,Lovelace,Blackburn,NA,1950,Pensacola,FL,NA,NA,NA,F,White
3234,Isaac,Newton,Blackford,NA,1786,Bound Brook,NJ,1859,Washington,DC,M,White
187,Harry,Andrew,Blackmun,NA,1908,Nashville,IL,1999,Arlington,VA,M,White
188,Charles,Stanley,Blair,NA,1927,Kingsville,MD,1980,Fallston,MD,M,White
189,John,NA,Blair,Jr.,1732,Williamsburg,VA,1800,Williamsburg,VA,M,White
190,Catherine,C.,Blake,NA,1950,Boston,MA,NA,NA,NA,F,White
3330,Oscar,Edward,Bland,NA,1877,near Bloomfield,IN,1951,Washington,DC,M,White
191,Theodorick,NA,Bland,NA,1776,Dinwiddie County,VA,1846,Annapolis,MD,M,White
192,Samuel,M.,Blatchford,NA,1820,New York,NY,1893,Newport,RI,M,White
193,Solomon,NA,Blatt,Jr.,1921,Sumter,SC,NA,NA,NA,M,White
194,Benjamin,Franklin,Bledsoe,NA,1874,San Bernardino,CA,1938,Crestline,CA,M,White
195,Alan,Neil,Bloch,NA,1932,Pittsburgh,PA,NA,NA,NA,M,White
196,Frederic,NA,Block,NA,1934,Brooklyn,NY,NA,NA,NA,M,White
197,Henry,Williams,Blodgett,NA,1821,Amherst,MA,1905,Waukegan,IL,M,White
3552,Beth,Francine,Bloom,NA,1962,Bronx,NY,NA,NA,NA,F,White
198,Mosher,Joseph,Blumenfeld,NA,1904,St. Paul,MN,1988,Hartford,CT,M,White
199,Alexander,NA,Boarman,NA,1839,Yazoo City,MS,1916,"Loon Lake, Franklin County",NY,M,White
3363,James,Emanuel,Boasberg,NA,1963,San Francisco,CA,NA,NA,NA,M,White
200,Joseph,Lamb,Bodine,NA,1883,Trenton,NJ,1950,Trenton,NJ,M,White
201,Ralph,C.,Body,NA,1903,Yellow House,PA,1973,NA,NA,M,White
3199,Nils,Andreas,Boe,NA,1913,Baltic,SD,1992,Sioux Falls,SD,M,White
202,Danny,Julian,Boggs,NA,1944,Havana,Cuba,NA,NA,NA,M,White
203,Andrew,Wendell,Bogue,NA,1919,Yankton,SD,2009,Hisega,SD,M,White
204,Luther,Lee,Bohanon,NA,1902,Fort Smith,AR,2003,NA,NA,M,White
205,George,Hugo,Boldt,NA,1903,Chicago,IL,1984,NA,NA,M,White
2884,Susan,Ritchie,Bolton,NA,1951,Philadelphia,PA,NA,NA,NA,F,White
206,Hugh,Lennox,Bond,NA,1828,Baltimore,MD,1893,Baltimore,MD,M,White
207,William,NA,Bondy,NA,1870,New York,NY,1964,New York,NY,M,White
208,Homer,Truett,Bone,NA,1883,Franklin,IN,1970,Tacoma,WA,M,White
209,Robert,C.,Bonner,NA,1942,Wichita,KS,NA,NA,NA,M,White
210,Dudley,Baldwin,Bonsal,NA,1906,Bedford,NY,1995,Bedford,NY,M,White
211,Robert,NA,Boochever,NA,1917,New York,NY,2011,Pasadena,CA,M,White
3274,Fenton,Whitlock,Booth,NA,1869,Marshall,IL,1947,Indianapolis,IN,M,White
212,Wilbur,Franklin,Booth,NA,1861,NA,NA,1944,NA,NA,M,White
213,William,Augustus,Bootle,NA,1902,Walterboro,SC,2005,Macon,GA,M,White
214,Wayne,G.,Borah,NA,1891,Baldwin,LA,1966,NA,NA,M,White
215,Herbert,Stephenson,Boreman,NA,1897,Middlebourne,WV,1982,Parkersburg,WV,M,White
216,Robert,Heron,Bork,NA,1927,Pittsburgh,PA,2012,Arlington,VA,M,White
217,Paul,D.,Borman,NA,1939,Detroit,MI,NA,NA,NA,M,White
218,Michael,NA,Boudin,NA,1939,New York,NY,NA,NA,NA,M,White
3546,Richard,Franklin,Boulware,II,1968,Rochester,MN,NA,NA,NA,M,African American
219,Benjamin,NA,Bourne,NA,1755,Bristol,RI,1808,Bristol,RI,M,White
220,George,M.,Bourquin,NA,1863,Warren County,PA,1958,NA,NA,M,White
2899,Karon,O.,Bowdre,NA,1955,Montgomery,AL,NA,NA,NA,F,White
221,Dudley,Hollingsworth,Bowen,Jr.,1941,Augusta,GA,NA,NA,NA,M,White
222,John,Clyde,Bowen,NA,1888,Newbern,TN,1978,NA,NA,M,White
223,Pasco,Middleton,Bowman,II,1933,Harrisonburg,VA,NA,NA,NA,M,White
224,Hugh,Henry,Bownes,NA,1920,New York,NY,2003,New Haven,CT,M,White
225,Henry,NA,Boyce,NA,1797,Londonderry,Ireland,1873,Boyce,LA,M,White
226,James,Edmund,Boyd,NA,1845,Alamance County,NC,1935,Greensboro,NC,M,White
227,Marion,Speed,Boyd,NA,1900,Covington,TN,1988,NA,NA,M,White
3082,Christopher,A.,Boyko,NA,1954,Cleveland,OH,NA,NA,NA,M,White
228,Edward,James,Boyle,Sr.,1913,McDonoghville,LA,2002,New Orleans,LA,M,White
229,Francis,Joseph,Boyle,NA,1927,Providence,RI,2006,Newport,RI,M,White
3067,Jane,J.,Boyle,NA,1954,Sharon,PA,NA,NA,NA,F,White
230,John,NA,Boyle,NA,1774,Botetourt County,VA,1834,near Danville,KY,M,White
231,Patricia,Jean Ehrhardt Pernick,Boyle,NA,1937,Detroit,MI,2014,Ft. Myers,FL,F,White
232,Terrence,William,Boyle,NA,1945,Passaic,NJ,NA,NA,NA,M,White
233,Charles,Albert,Boynton,NA,1867,Quebec,Canada,1954,Dallas,TX,M,White
234,Thomas,Jefferson,Boynton,NA,1838,Amherst,OH,1871,New York,NY,M,White
3012,Robert,C.,Brack,NA,1953,Lynwood,CA,NA,NA,NA,M,White
235,Edward,Green,Bradford,NA,1819,Cecil County,MD,1884,Wilmington,DE,M,White
236,Edward,Green,Bradford,II,1848,Wilmington,DE,1928,Clifton Heights,PA,M,White
237,Andrew,Coyle,Bradley,NA,1844,Washington,DC,1902,NA,NA,M,White
238,Joseph,P.,Bradley,NA,1813,Berne,NY,1892,Washington,DC,M,White
2859,James,J.,Brady,NA,1944,St. Louis,MO,NA,NA,NA,M,White
