judge_id,court_name,court_type,president_name,president_party,nomination_date,predecessor_last_name,predecessor_first_name,senate_confirmation_date,commission_date,chief_judge_begin,chief_judge_end,retirement_from_active_service,termination_date,termination_reason
1285,U. S. District Court for the District of Columbia,USDC,Harry S Truman,Democratic,01/05/1950,new,NA,03/08/1950,03/09/1950,NA,NA,NA,02/25/1958,Death
1286,"U. S. District Court, District of New Jersey",USDC,Grover Cleveland,Democratic,12/08/1896,Green,Edward T.,12/15/1896,12/15/1896,NA,NA,NA,05/03/1904,Death
1287,"U. S. District Court, Eastern District of Pennsylvania",USDC,Calvin Coolidge,Republican,03/03/1927,new,NA,03/03/1927,03/03/1927,NA,NA,05/01/1958,11/28/1970,Death
1288,"U. S. District Court, Western District of Virginia",USDC,Ronald Reagan,Republican,11/04/1981,new,NA,12/03/1981,12/03/1981,NA,NA,04/30/1997,NA,NA
1289,"U. S. District Court, District of New Jersey",USDC,Richard M. Nixon,Republican,10/07/1970,new,NA,10/13/1970,10/16/1970,NA,NA,NA,09/21/1973,Death
2970,"U. S. District Court, Central District of California",USDC,George W. Bush,Republican,07/18/2002,Keller,William D.,11/14/2002,11/15/2002,NA,NA,NA,NA,NA
1290,"U. S. District Court, District of Alaska",USDC,Ronald Reagan,Republican,03/26/1986,new,NA,05/14/1986,05/15/1986,NA,NA,NA,10/07/1991,Appointment to Another Judicial Position
1291,"U. S. District Court, Northern District of Ohio",USDC,Franklin D. Roosevelt,Democratic,06/18/1937,Hahn,George P.,06/22/1937,08/20/1937,NA,NA,09/30/1964,03/11/1976,Death
1294,"U. S. District Court, Southern District of New York",USDC,Richard M. Nixon,Republican,06/15/1972,Mansfield,Walter R.,06/28/1972,06/30/1972,NA,NA,11/23/1987,06/14/2004,Death
1292,"U. S. District Court, Southern District of West Virginia",USDC,Richard M. Nixon,Republican,12/08/1970,new,NA,12/16/1970,12/18/1970,NA,NA,02/25/1983,12/25/1998,Death
1293,U. S. Circuit Courts for the Second Circuit,USCC (1869),William H. Taft,Republican,12/12/1910,new,NA,12/20/1910,12/20/1910,NA,NA,NA,12/31/1911,Abolition of Court
1295,"U. S. District Court, Western District of Michigan",USDC,Theodore Roosevelt,Republican,12/03/1906,Wanty,George P.,12/10/1906,12/10/1906,NA,NA,NA,02/08/1910,Appointment to Another Judicial Position
1296,"U. S. District Court, Western District of New York",USDC,Herbert Hoover,Republican,12/15/1931,Hazel,John R.,01/06/1932,01/09/1932,NA,NA,NA,06/15/1955,Death
1297,"U. S. District Court, Northern District of Illinois",USDC,Dwight D. Eisenhower,Republican,04/27/1953,new,NA,05/13/1953,05/14/1953,NA,NA,NA,09/14/1958,Appointment to Another Judicial Position
1298,"U. S. District Court, District of Colorado",USDC,Harry S Truman,Democratic,03/01/1950,Symes,John Foster,04/04/1950,04/07/1950,NA,NA,NA,12/12/1959,Death
1299,"U. S. District Court, District of Montana",USDC,Benjamin Harrison,Republican,01/06/1890,new,NA,02/21/1890,02/21/1890,NA,NA,NA,04/15/1904,Retirement
1300,"U. S. District Court, District of Rhode Island",USDC,Ulysses Grant,Republican,12/06/1869,Bullock,Jonathan R.,01/24/1870,01/24/1870,NA,NA,NA,03/21/1881,Retirement
1301,"U. S. District Court, Southern District of New York",USDC,Woodrow Wilson,Democratic,03/29/1918,Manton,Martin T.,04/12/1918,04/12/1918,NA,NA,04/30/1955,08/23/1966,Death
1302,"U. S. District Court, Western District of Pennsylvania",USDC,Richard M. Nixon,Republican,09/28/1970,new,NA,10/08/1970,10/14/1970,NA,NA,NA,08/30/1981,Death
3344,"U. S. District Court, District of Hawaii",USDC,Barack Obama,Democratic,04/21/2010,Gillmor,Helen W.,12/18/2010,12/22/2010,NA,NA,NA,NA,NA
1303,"U. S. District Court, Northern District of Illinois",USDC,Jimmy Carter,Democratic,06/02/1980,Kirkland,Alfred Y.,09/29/1980,09/30/1980,NA,NA,06/30/2006,NA,NA
1304,U. S. Court of Appeals for the Ninth Circuit,USCA,Dwight D. Eisenhower,Republican,09/12/1959,Fee,James Alger,09/14/1959,09/23/1959,NA,NA,01/31/1976,09/01/1992,Death
1305,"U. S. District Court, Southern District of New York",USDC,William J. Clinton,Democratic,04/26/1994,Kram,Shirley Wohl,08/09/1994,08/10/1994,NA,NA,NA,NA,NA
3279,"U. S. District Court, Northern District of California",USDC,Barack Obama,Democratic,01/20/2010,Whyte,Ronald M.,06/07/2010,06/09/2010,NA,NA,NA,NA,NA
1306,"U. S. District Court, Northern District of Illinois",USDC,William McKinley,Republican,02/23/1899,Grosscup,Peter S.,02/28/1899,02/28/1899,NA,NA,NA,03/24/1905,Appointment to Another Judicial Position
1307,U. S. District Court for the District of Columbia,USDC,William J. Clinton,Democratic,01/07/1997,Greene,Harold H.,03/20/1997,03/26/1997,NA,NA,NA,NA,NA
1308,"U. S. District Court, District of Nebraska",USDC,George H.W. Bush,Republican,04/07/1992,Urbom,Warren K.,05/21/1992,05/26/1992,NA,NA,12/01/2011,NA,NA
1309,"U. S. District Court, Eastern District of New York",USDC,Ronald Reagan,Republican,10/02/1985,new,NA,11/01/1985,11/04/1985,NA,NA,10/25/2007,NA,NA
1310,"U. S. District Court, District of South Dakota",USDC,William J. Clinton,Democratic,01/23/1995,Jones,John B.,03/24/1995,03/24/1995,NA,NA,07/31/2008,NA,NA
1311,"U. S. District Court, Eastern District of Michigan",USDC,Harry S Truman,Democratic,06/04/1945,Tuttle,Arthur J.,07/17/1945,07/18/1945,NA,NA,04/30/1957,11/21/1957,Death
1312,"U. S. District Court, Middle District of Pennsylvania",USDC,Ronald Reagan,Republican,05/14/1986,Muir,Malcolm A.,06/13/1986,06/16/1986,NA,NA,07/15/1996,NA,NA
1313,"U. S. District Court, Middle District of Florida",USDC,Ronald Reagan,Republican,01/26/1982,Young,George C.,03/04/1982,03/09/1982,NA,NA,NA,NA,NA
1314,U. S. Court of Appeals for the Ninth Circuit,USCA,Ronald Reagan,Republican,06/05/1985,new,NA,11/07/1985,11/07/1985,NA,NA,NA,NA,NA
1315,"U. S. District Court, Eastern District of Pennsylvania",USDC,Dwight D. Eisenhower,Republican,01/12/1956,new,NA,03/28/1956,03/29/1956,NA,NA,11/11/1970,01/18/2002,Death
1316,"U. S. District Court, Southern District of New York",USDC,Ronald Reagan,Republican,01/31/1983,Pierce,Lawrence W.,03/02/1983,03/02/1983,NA,NA,05/23/1993,08/21/2009,Death
3554,U. S. Court of Appeals for the Third Circuit,USCA,Barack Obama,Democratic,02/06/2014,Sloviter,Dolores Korman,07/07/2014,07/09/2014,NA,NA,NA,NA,NA
1317,U. S. Court of Appeals for the Fifth Circuit,USCA,Jimmy Carter,Democratic,01/19/1979,Morgan,Lewis Render,03/21/1979,03/23/1979,NA,NA,NA,10/01/1981,Reassignment
3005,"U. S. District Court, District of Connecticut",USDC,George W. Bush,Republican,03/27/2003,Covello,Alfred V.,06/11/2003,06/12/2003,NA,NA,NA,09/30/2012,Death
1318,"U. S. District Court, Western District of Missouri",USDC,Abraham Lincoln,Republican,03/06/1865,Wells,R.W.,03/09/1865,03/09/1865,NA,NA,NA,06/09/1888,Retirement
1319,"U. S. District Court, Middle District of Florida",USDC,Lyndon B. Johnson,Democratic,05/24/1967,Simpson,J.M. Bryan,06/12/1967,06/12/1967,NA,NA,11/15/1982,03/29/1998,Death
1320,"U. S. District Court, Northern District of Ohio",USDC,Ronald Reagan,Republican,11/17/1981,Young,Don John,12/09/1981,12/10/1981,NA,NA,01/01/1992,07/06/1992,Retirement
2914,"U. S. District Court, District of Colorado",USDC,George W. Bush,Republican,09/10/2001,Sparr,Daniel B.,01/25/2002,01/30/2002,NA,NA,NA,NA,NA
3368,"U. S. District Court, Central District of California",USDC,Barack Obama,Democratic,01/05/2011,Cooper,Florence-Marie,04/12/2011,04/14/2011,NA,NA,NA,NA,NA
1321,"U. S. District Court, Northern District of Ohio",USDC,Richard M. Nixon,Republican,10/07/1970,new,NA,10/13/1970,10/16/1970,NA,NA,NA,03/19/1982,Appointment to Another Judicial Position
2977,"U. S. District Court, District of New Jersey",USDC,George W. Bush,Republican,08/01/2002,Irenas,Joseph E.,11/14/2002,12/04/2002,NA,NA,NA,NA,NA
3388,"U. S. District Court, Eastern District of New York",USDC,Barack Obama,Democratic,03/09/2011,Gershon,Nina,10/03/2011,10/04/2011,NA,NA,NA,NA,NA
1322,"U. S. District Court, Southern District of California",USDC,Dwight D. Eisenhower,Republican,02/16/1959,Weinberger,Jacob,09/09/1959,09/10/1959,NA,NA,NA,11/19/1969,Death
3267,Court of Claims,Court of Claims,Richard M. Nixon,Republican,11/18/1971,Laramore,Don N.,12/02/1971,01/03/1972,NA,NA,NA,02/21/1982,Death
1323,"U. S. District Court, District of Minnesota",USDC,George H.W. Bush,Republican,03/20/1992,Renner,Robert G.,05/12/1992,05/13/1992,NA,NA,05/31/2005,NA,NA
1339,"U. S. District Court, Eastern District of Michigan",USDC,Ronald Reagan,Republican,02/27/1985,new,NA,04/03/1985,04/04/1985,NA,NA,NA,08/03/1996,Retirement
1324,"U. S. District Court, Northern District of Illinois",USDC,Franklin D. Roosevelt,Democratic,03/07/1944,Holly,William H.,03/29/1944,03/31/1944,NA,NA,01/31/1961,09/29/1967,Death
1325,"U. S. District Court, District of New Jersey",USDC,Richard M. Nixon,Republican,10/07/1970,new,NA,10/13/1970,01/26/1971,NA,NA,NA,02/03/1986,Retirement
1326,U. S. Circuit Courts for the Second Circuit,USCC (1869),Grover Cleveland,Democratic,02/27/1888,new,NA,02/28/1888,02/28/1888,NA,NA,NA,12/31/1911,Abolition of Court
1327,"U. S. District Court, District of Puerto Rico",USDC,Ronald Reagan,Republican,05/26/1983,Pesquera,Hernan G.,07/26/1983,07/27/1983,NA,NA,11/15/2005,02/16/2007,Retirement
1328,"U. S. District Court, District of Rhode Island",USDC,Ronald Reagan,Republican,01/21/1986,new,NA,03/03/1986,03/04/1986,NA,NA,11/30/2001,NA,NA
1329,"U. S. District Court, Southern District of Texas",USDC,Ronald Reagan,Republican,03/30/1988,Sterling,Ross N.,08/11/1988,08/12/1988,NA,NA,NA,NA,NA
1330,Supreme Court of the United States,USSC,William H. Taft,Republican,12/12/1910,Moody,William H.,12/15/1910,12/17/1910,NA,NA,NA,01/02/1916,Death
1331,Supreme Court of the United States,USSC,Grover Cleveland,Democratic,12/06/1887,Woods,William B.,01/16/1888,01/16/1888,NA,NA,NA,01/23/1893,Death
1332,"U. S. District Court, Southern District of Georgia",USDC,Woodrow Wilson,Democratic,03/03/1915,new,NA,03/03/1915,03/03/1915,NA,NA,NA,12/20/1916,Death
1333,U. S. District Court for the District of Columbia,USDC,Ronald Reagan,Republican,03/19/1987,"Parker, Sr.",Barrington D.,11/13/1987,11/16/1987,NA,NA,07/15/2013,NA,NA
1334,"U. S. District Court, Northern District of Ohio",USDC,Lyndon B. Johnson,Democratic,06/05/1967,new,NA,08/18/1967,08/18/1967,NA,NA,NA,02/10/1995,Retirement
1335,"U. S. District Court, Western District of Pennsylvania",USDC,William J. Clinton,Democratic,10/25/1993,Lewis,Timothy K.,11/20/1993,11/24/1993,NA,NA,NA,04/24/2013,Death
2911,"U. S. District Court, Middle District of Georgia",USDC,George W. Bush,Republican,09/21/2001,Elliot,J. Robert,12/13/2001,12/21/2001,NA,NA,NA,NA,NA
3206,U. S. Customs Court,U. S. Customs Court,Lyndon B. Johnson,Democratic,10/06/1965,Lawrence,Charles D.,10/15/1965,10/16/1965,NA,NA,NA,11/01/1980,Reassignment
1337,"U. S. District Court, Northern District of Illinois",USDC,Theodore Roosevelt,Republican,03/18/1905,new,NA,03/18/1905,03/18/1905,NA,NA,NA,02/28/1922,Resignation
1338,"U. S. District Court, District of New Jersey",USDC,Dwight D. Eisenhower,Republican,06/17/1960,Forman,Philip,08/27/1960,08/30/1960,NA,NA,NA,07/15/1967,Resignation
3313,U. S. Court of Customs and Patent Appeals,U. S. Court of Customs and Patent Appeals,Richard M. Nixon,Republican,05/14/1969,Smith,Arthur M.,06/19/1969,06/20/1969,NA,NA,NA,05/30/1979,Death
1340,"U. S. District Court, Middle District of Alabama",USDC,Abraham Lincoln,Republican,03/26/1861,Jones,William G.,03/28/1861,03/28/1861,NA,NA,NA,11/12/1863,Death
3222,"U. S. District Court, District of South Dakota",USDC,Barack Obama,Democratic,07/08/2009,Kornmann,Charles B.,10/21/2009,10/21/2009,NA,NA,NA,NA,NA
1341,"U. S. District Court, Eastern District of Oklahoma",USDC,Lyndon B. Johnson,Democratic,01/07/1965,Rice,Eugene,01/26/1965,01/27/1965,NA,NA,NA,09/12/1973,Death
1342,"U. S. District Court, District of New Jersey",USDC,Theodore Roosevelt,Republican,12/06/1904,Kirkpatrick,Andrew,12/13/1904,12/13/1904,NA,NA,NA,05/24/1909,Appointment to Another Judicial Position
3167,"U. S. District Court, District of New Hampshire",USDC,George W. Bush,Republican,06/13/2007,DiClerico,Joseph A.,12/14/2007,12/28/2007,NA,NA,NA,NA,NA
1343,Court of Claims,Court of Claims,Dwight D. Eisenhower,Republican,02/15/1954,Howell,George Evan,03/16/1954,03/17/1954,NA,NA,01/17/1972,09/30/1982,Reassignment
1344,"U. S. District Court, Western District of New York",USDC,Ronald Reagan,Republican,05/05/1987,new,NA,11/05/1987,11/06/1987,NA,NA,03/03/2009,NA,NA
1345,"U. S. District Court, Eastern District of North Carolina",USDC,John F. Kennedy,Democratic,08/08/1961,new,NA,08/21/1961,08/21/1961,NA,NA,06/08/1979,02/16/1990,Death
1346,"U. S. District Court, District of Minnesota",USDC,John F. Kennedy,Democratic,07/24/1961,Bell,Robert C.,08/09/1961,08/10/1961,NA,NA,06/30/1977,10/31/2001,Death
3105,"U. S. District Court, Central District of California",USDC,George W. Bush,Republican,12/15/2005,Timlin,Robert J.,03/16/2006,03/20/2006,NA,NA,NA,11/02/2009,Resignation
1347,"U. S. District Court, Southern District of New York",USDC,Lyndon B. Johnson,Democratic,11/28/1967,Levet,Richard H.,06/24/1968,06/24/1968,NA,NA,10/03/1983,12/25/2009,Death
2797,"U. S. District Court, Western District of Washington",USDC,William J. Clinton,Democratic,05/11/1998,Dimmick,Carolyn R.,10/21/1998,10/22/1998,NA,NA,NA,NA,NA
1348,"U. S. District Court, District of Delaware",USDC,Lyndon B. Johnson,Democratic,07/17/1968,"Layton, III",Caleb R.,08/02/1968,08/03/1968,NA,NA,12/23/1983,01/31/2004,Death
3544,"U. S. District Court, Eastern District of Virginia",USDC,Barack Obama,Democratic,01/06/2014,Spencer,James Randolph,06/10/2014,06/10/2014,NA,NA,NA,NA,NA
1349,"U. S. District Court, Eastern District of Missouri",USDC,William J. Clinton,Democratic,10/20/1995,"Stevens, Jr.",Joseph E.,07/24/1996,08/01/1996,NA,NA,08/27/2011,NA,NA
1350,"U. S. District Court, District of New York",USDC,George Washington,NA,05/05/1794,Duane,James,05/06/1794,05/06/1794,NA,NA,NA,11/08/1796,Resignation
1351,"U. S. District Court, District of Connecticut",USDC,George Washington,NA,09/24/1789,new,NA,09/26/1789,09/26/1789,NA,NA,NA,01/26/1806,Death
1352,"U. S. District Court, Southern District of Georgia",USDC,Lyndon B. Johnson,Democratic,07/17/1968,Scarlett,Frank M.,07/25/1968,07/25/1968,NA,NA,08/02/1978,08/20/1979,Death
3309,U. S. Customs Court,U. S. Customs Court,Franklin D. Roosevelt,Democratic,02/01/1943,Dallinger,Frederick W.,02/18/1943,02/22/1943,NA,NA,03/31/1965,02/12/1975,Death
1353,"U. S. District Court, Eastern District of Louisiana",USDC,Martin Van Buren,Democratic,09/06/1837,Harper,Samuel H.,09/12/1837,09/12/1837,NA,NA,NA,03/19/1841,Death
3181,"U. S. District Court, Southern District of Indiana",USDC,George W. Bush,Republican,02/14/2008,Tinder,John Daniel,06/26/2008,06/30/2008,NA,NA,NA,NA,NA
1354,U. S. District Court for the District of Columbia,USDC,Franklin D. Roosevelt,Democratic,06/10/1938,new,NA,06/16/1938,06/24/1938,NA,NA,NA,02/23/1945,Appointment to Another Judicial Position
2865,"U. S. District Court, Eastern District of Michigan",USDC,William J. Clinton,Democratic,08/05/1999,Cohn,Avern,05/24/2000,06/02/2000,NA,NA,NA,NA,NA
1355,"U. S. District Court, Middle District of Georgia",USDC,William J. Clinton,Democratic,08/10/1995,"Owens, Jr.",Wilbur D.,12/22/1995,12/26/1995,NA,NA,12/31/2008,NA,NA
1356,U. S. Court of Appeals for the Eighth Circuit,USCA,Lyndon B. Johnson,Democratic,07/11/1966,Johnsen,Harvey M.,07/22/1966,07/22/1966,NA,NA,01/07/1992,04/29/2007,Death
1357,"U. S. District Court, District of Delaware",USDC,Dwight D. Eisenhower,Republican,03/25/1957,Rodney,Richard S.,04/16/1957,04/17/1957,NA,NA,04/26/1968,05/06/1988,Death
2738,"U. S. District Court, Middle District of Florida",USDC,William J. Clinton,Democratic,01/07/1997,Moore,John H.,09/26/1997,09/29/1997,NA,NA,12/17/2011,NA,NA
2694,"U. S. District Court, District of Rhode Island",USDC,Harry S Truman,Democratic,12/21/1950,Hartigan,John P.,01/02/1951,01/03/1951,NA,NA,NA,07/22/1953,Death
1358,"U. S. District Court, District of Delaware",USDC,Franklin D. Roosevelt,Democratic,12/23/1941,Nields,John P.,01/07/1942,01/14/1942,NA,NA,10/07/1957,07/03/1966,Death
1359,"U. S. District Court, District of Vermont",USDC,Franklin D. Roosevelt,Democratic,04/12/1940,Howe,Harland B.,04/30/1940,05/07/1940,NA,NA,NA,07/22/1949,Death
1360,"U. S. District Court, District of Ohio",USDC,Andrew Jackson,Democratic,06/28/1834,Tappan,Benjamin,06/28/1834,06/30/1834,NA,NA,NA,02/10/1855,Reassignment
1361,"U. S. District Court, Western District of Washington",USDC,Franklin D. Roosevelt,Democratic,10/23/1941,Cushman,Edward E.,02/18/1942,02/25/1942,NA,NA,08/31/1952,09/25/1952,Death
1362,"U. S. District Court, District of Oregon",USDC,Ronald Reagan,Republican,03/26/1984,Belloni,Robert C.,04/24/1984,05/03/1984,NA,NA,NA,04/08/1987,Appointment to Another Judicial Position
1363,"U. S. District Court, District of New Jersey",USDC,Ronald Reagan,Republican,04/08/1986,Lacey,Frederick B.,06/06/1986,06/09/1986,NA,NA,NA,10/01/2001,Resignation
1364,"U. S. District Court, District of Vermont",USDC,Lyndon B. Johnson,Democratic,08/16/1966,new,NA,08/25/1966,08/25/1966,NA,NA,NA,01/09/1972,Death
1365,"U. S. District Court, Eastern District of Michigan",USDC,Franklin D. Roosevelt,Democratic,02/20/1936,Simons,Charles Casper,03/03/1936,03/06/1936,NA,NA,07/01/1960,04/29/1972,Death
1366,"U. S. District Court, Western District of Pennsylvania",USDC,George H.W. Bush,Republican,11/09/1989,Teitelbaum,Hubert I.,03/09/1990,03/12/1990,NA,NA,04/06/2000,03/17/2011,Death
1367,U. S. Court of Appeals for the Fifth Circuit,USCA,Franklin D. Roosevelt,Democratic,11/05/1943,Foster,Rufus Edward,11/30/1943,12/17/1943,NA,NA,NA,07/26/1949,Death
2809,"U. S. District Court, Eastern District of Virginia",USDC,William J. Clinton,Democratic,05/22/1998,Cacheris,James C.,09/28/1998,10/01/1998,NA,NA,NA,NA,NA
3428,"U. S. District Court, Northern District of Illinois",USDC,Barack Obama,Democratic,11/10/2011,Coar,David H.,05/07/2012,05/08/2012,NA,NA,NA,NA,NA
1368,"U. S. District Court, District of South Carolina",USDC,James Monroe,Jeffersonian Republican,02/07/1823,Drayton,John,02/17/1823,02/17/1823,NA,NA,NA,10/24/1839,Death
1369,"U. S. District Court, Southern District of Mississippi",USDC,Ronald Reagan,Republican,05/15/1984,"Russell, Jr.",Dan Monroe,06/11/1984,06/11/1984,NA,NA,04/08/2006,NA,NA
1370,"U. S. District Court, Northern District of Indiana",USDC,Ronald Reagan,Republican,07/01/1981,new,NA,07/27/1981,07/28/1981,NA,NA,02/03/2003,NA,NA
2882,"U. S. District Court, Northern District of Illinois",USDC,William J. Clinton,Democratic,05/11/2000,Williams,Ann C.,06/30/2000,07/11/2000,NA,NA,09/01/2012,NA,NA
159,"U. S. District Court, District of Maryland",USDC,George H.W. Bush,Republican,05/15/1991,Niemeyer,Paul V.,09/12/1991,09/16/1991,NA,NA,06/08/2012,02/06/2013,Retirement
1371,"U. S. District Court, Northern District of California",USDC,Ronald Reagan,Republican,06/19/1984,Schnacke,Robert H.,09/17/1984,09/18/1984,NA,NA,NA,06/30/2001,Retirement
1372,"U. S. District Court, Southern District of New York",USDC,Franklin D. Roosevelt,Democratic,06/08/1936,Winslow,Francis A.,06/16/1936,06/20/1936,NA,NA,01/01/1954,09/22/1968,Death
1373,"U. S. District Court, Northern District of Illinois",USDC,Gerald Ford,Republican,12/19/1975,Marovitz,Abraham L.,02/02/1976,02/04/1976,NA,NA,02/27/1986,12/01/1987,Retirement
2965,"U. S. District Court, Western District of Washington",USDC,George W. Bush,Republican,01/23/2002,Bryan,Robert J.,11/14/2002,11/26/2002,NA,NA,NA,NA,NA
1374,"U. S. District Court, Northern District of Illinois",USDC,Ronald Reagan,Republican,11/07/1985,new,NA,12/16/1985,12/17/1985,NA,NA,06/03/2002,NA,NA
1375,"U. S. District Court, Southern District of New York",USDC,Ronald Reagan,Republican,05/25/1984,Pollack,Milton,06/15/1984,06/15/1984,NA,NA,03/21/1997,09/17/2013,Death
3512,"U. S. District Court, Eastern District of Michigan",USDC,Barack Obama,Democratic,01/06/2014,Battani,Marianne O.,03/12/2014,03/14/2014,NA,NA,NA,NA,NA
2763,"U. S. District Court, Eastern District of Louisiana",USDC,William J. Clinton,Democratic,02/12/1997,Wicker,Veronica D.,04/03/1998,04/07/1998,NA,NA,NA,NA,NA
1376,"U. S. District Court, Eastern District of Arkansas",USDC,Franklin D. Roosevelt,Democratic,04/27/1939,new,NA,05/08/1939,05/11/1939,NA,NA,09/05/1958,03/05/1965,Death
1377,"U. S. District Court, Northern District of California",USDC,Harry S Truman,Democratic,01/17/1947,Welsh,Martin I.,02/05/1947,02/07/1947,NA,NA,NA,05/03/1954,Appointment to Another Judicial Position
1378,"U. S. District Court, Eastern District of Louisiana",USDC,William J. Clinton,Democratic,12/19/1995,Beer,Peter H.,07/10/1996,07/25/1996,NA,NA,01/01/2011,NA,NA
1379,"U. S. District Court, Southern District of Florida",USDC,William J. Clinton,Democratic,09/29/1995,King,James Lawrence,12/22/1995,12/26/1995,NA,NA,NA,NA,NA
3312,U. S. Court of Customs and Patent Appeals,U. S. Court of Customs and Patent Appeals,Herbert Hoover,Republican,04/22/1929,Barber,Orion M.,05/17/1929,05/17/1929,NA,NA,NA,04/30/1944,Retirement
2921,U. S. District Court for the District of Columbia,USDC,George W. Bush,Republican,09/10/2001,Johnson,Norma Holloway,02/14/2002,02/19/2002,NA,NA,NA,NA,NA
1380,"U. S. District Court, Western District of Oklahoma",USDC,George H.W. Bush,Republican,11/20/1991,Phillips,Layn R.,08/11/1992,08/12/1992,NA,NA,08/21/2006,NA,NA
1381,U. S. District Court for the District of Columbia [Supreme Court of the District of Columbia],USDC,Herbert Hoover,Republican,12/15/1931,Stafford,Wendell Philips,02/17/1932,02/20/1932,NA,NA,05/31/1961,01/19/1965,Death
1382,"U. S. District Court, District of Rhode Island",USDC,Calvin Coolidge,Republican,12/06/1927,Brown,Arthur L.,01/04/1928,01/04/1928,NA,NA,NA,06/24/1935,Resignation
1383,"U. S. District Court, Central District of California",USDC,Ronald Reagan,Republican,11/07/1985,new,NA,12/16/1985,12/17/1985,NA,NA,12/19/2000,NA,NA
1384,"U. S. District Court, Southern District of New York",USDC,Jimmy Carter,Democratic,10/17/1977,Bonsal,Dudley B.,10/29/1977,10/31/1977,NA,NA,NA,11/08/1993,Appointment to Another Judicial Position
1385,U. S. Court of Appeals for the District of Columbia Circuit,USCA,Lyndon B. Johnson,Democratic,03/01/1965,Miller,Wilbur K.,04/07/1965,04/07/1965,NA,NA,NA,11/20/1979,Death
1386,"U. S. District Court, Southern District of New York",USDC,Dwight D. Eisenhower,Republican,01/26/1956,Knox,John C.,03/06/1956,03/08/1956,NA,NA,07/01/1966,05/03/1976,Retirement
1387,"U. S. District Court, Eastern District of California",USDC,George H.W. Bush,Republican,08/03/1990,Price,Edward Dean,09/28/1990,10/01/1990,NA,NA,NA,06/30/2007,Resignation
1388,"U. S. District Court, Northern District of California",USDC,Richard M. Nixon,Republican,06/13/1969,new,NA,07/11/1969,07/14/1969,NA,NA,NA,06/05/1971,Death
1389,"U. S. District Court, Eastern District of Michigan",USDC,Harry S Truman,Democratic,07/03/1946,Moinet,Edward Julien,07/25/1946,07/27/1946,NA,NA,NA,12/31/1970,Death
3526,"U. S. District Court, District of Maine",USDC,Barack Obama,Democratic,01/06/2014,Singal,George Z.,04/30/2014,05/02/2014,NA,NA,NA,NA,NA
3513,"U. S. District Court, Eastern District of Michigan",USDC,Barack Obama,Democratic,01/06/2014,Edmunds,Nancy Garlock,03/12/2014,03/14/2014,NA,NA,NA,NA,NA
1390,"U. S. District Court, Central District of California",USDC,Ronald Reagan,Republican,02/02/1987,Waters,Laughlin E.,05/07/1987,05/07/1987,NA,NA,09/19/2006,NA,NA
1391,U. S. Court of Appeals for the Tenth Circuit,USCA,Dwight D. Eisenhower,Republican,05/17/1956,Phillips,Orie Leon,06/04/1956,06/05/1956,NA,NA,12/03/1977,09/28/1983,Death
3435,"U. S. District Court, District of South Carolina",USDC,Barack Obama,Democratic,03/16/2011,Floyd,Henry Franklin,06/18/2012,06/20/2012,NA,NA,NA,NA,NA
1392,"U. S. District Court, Eastern District of Virginia",USDC,Dwight D. Eisenhower,Republican,03/21/1960,Hutcheson,C. Sterling,05/31/1960,05/31/1960,NA,NA,01/01/1974,06/12/1983,Death
1393,"U. S. District Court, District of Colorado",USDC,Theodore Roosevelt,Republican,04/09/1906,Hallett,Moses,04/10/1906,04/10/1906,NA,NA,NA,12/01/1921,Appointment to Another Judicial Position
1394,"U. S. District Court, Western District of Pennsylvania",USDC,George H.W. Bush,Republican,04/25/1991,Simmons,Paul A.,06/14/1991,06/18/1991,NA,NA,NA,10/23/1992,Appointment to Another Judicial Position
1395,"U. S. District Court, District of Pennsylvania",USDC,George Washington,NA,10/31/1791,Hopkinson,Francis,11/07/1791,11/07/1791,NA,NA,NA,01/04/1792,Resignation
1396,"U. S. District Court, Southern District of Florida",USDC,Dwight D. Eisenhower,Republican,01/12/1956,Holland,John W.,03/01/1956,03/02/1956,NA,NA,NA,10/29/1962,Reassignment
1397,"U. S. District Court, District of New Jersey",USDC,Ronald Reagan,Republican,02/29/1988,Fisher,Clarkson S.,05/19/1988,05/20/1988,NA,NA,06/15/2001,05/31/2007,Retirement
1398,"U. S. District Court, Eastern District of Missouri",USDC,Ronald Reagan,Republican,06/07/1983,Wangelin,H. Kenneth,07/18/1983,07/19/1983,NA,NA,05/01/1996,07/31/2008,Retirement
3177,"U. S. District Court, Eastern District of Missouri",USDC,George W. Bush,Republican,12/06/2007,Stohr,Donald J.,06/10/2008,08/01/2008,NA,NA,NA,NA,NA
2978,"U. S. District Court, District of New Jersey",USDC,George W. Bush,Republican,08/01/2002,"Lechner, Jr.",Alfred J.,11/14/2002,12/03/2002,NA,NA,NA,NA,NA
1399,"U. S. District Court, Northern District of Illinois",USDC,George H.W. Bush,Republican,09/21/1989,Marshall,Prentice H.,11/03/1989,11/06/1989,NA,NA,06/21/2001,NA,NA
1400,"U. S. District Court, Eastern District of Washington",USDC,Harry S Truman,Democratic,03/12/1951,Black,Lloyd L.,04/24/1951,04/25/1951,NA,NA,NA,05/19/1961,Reassignment
1401,"U. S. District Court, Eastern District of Illinois",USDC,Warren G. Harding,Republican,09/20/1922,new,NA,09/22/1922,09/22/1922,NA,NA,NA,10/23/1949,Appointment to Another Judicial Position
