MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20180102,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,2
20171226,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,2
20171219,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,2
20171212,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,2
20171205,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,2
20171128,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,2
20171121,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,2
20171114,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,2
20171107,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,AK,"580,555.77","2,012.52",0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,AK,"535,191.37","47,376.92",0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,AK,"520,803.54","61,764.75",0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,AK,"520,803.54","61,764.75",0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,AK,"520,803.54","61,764.75",0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,AK,"394,146.80","184,396.74","4,024.74",0.00,0.00,0.00,2017-08-08,2017-08-14,2
20170801,AK,"354,569.38","189,116.33","38,882.57",0.00,0.00,0.00,2017-08-01,2017-08-07,2
20170725,AK,"357,005.02","186,680.70","38,882.57",0.00,0.00,0.00,2017-07-25,2017-07-31,2
20170718,AK,"348,650.97","195,034.75","38,882.57",0.00,0.00,0.00,2017-07-18,2017-07-24,2
20170711,AK,"401,886.14","145,824.33","34,857.82",0.00,0.00,0.00,2017-07-11,2017-07-17,2
20170704,AK,"401,886.14","145,824.33","34,857.82",0.00,0.00,0.00,2017-07-04,2017-07-10,2
20170627,AK,"401,886.29","145,824.20","34,857.80",0.00,0.00,0.00,2017-06-27,2017-07-03,2
20170620,AK,"364,592.74","170,874.09","47,101.46",0.00,0.00,0.00,2017-06-20,2017-06-26,2
20170613,AK,"386,029.28","162,706.94","33,832.07",0.00,0.00,0.00,2017-06-13,2017-06-19,2
20170606,AK,"386,029.48","162,706.73","33,832.08",0.00,0.00,0.00,2017-06-06,2017-06-12,2
20170530,AK,"390,255.93","192,312.36",0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,AK,"390,255.93","192,312.36",0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,AK,"390,255.69","192,312.60",0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,AK,"390,255.69","192,312.60",0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,AK,"390,255.69","192,312.60",0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,AK,"390,255.69","192,312.60",0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,AK,"390,255.93","192,312.36",0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,AK,"401,073.97","181,494.32",0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,AK,"401,073.68","181,494.61",0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,AK,"401,073.97","181,494.32",0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,AK,"401,073.97","181,494.32",0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,AK,"401,073.97","181,494.32",0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,AK,"401,073.97","181,494.32",0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,AK,"376,861.80","205,706.49",0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,AK,"396,217.01","186,351.27",0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,AK,"519,325.34","63,242.95",0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,2
20170110,AK,"519,325.34","63,242.95",0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,2
20170103,AK,"519,325.34","63,242.95",0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,2
20161227,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,2
20161220,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2016-12-20,2016-12-26,2
20161213,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2016-12-13,2016-12-19,2
20161206,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2016-12-06,2016-12-12,2
20161129,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2016-11-29,2016-12-05,2
20161122,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2016-11-22,2016-11-28,2
20161115,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2016-11-15,2016-11-21,2
20161108,AK,"530,653.50","51,914.79",0.00,0.00,0.00,0.00,2016-11-08,2016-11-14,2
20161101,AK,"522,958.45","59,609.84",0.00,0.00,0.00,0.00,2016-11-01,2016-11-07,2
20161025,AK,"522,958.45","59,609.84",0.00,0.00,0.00,0.00,2016-10-25,2016-10-31,2
20161018,AK,"522,958.45","59,609.84",0.00,0.00,0.00,0.00,2016-10-18,2016-10-24,2
20161011,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2016-10-11,2016-10-17,2
20161004,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2016-10-04,2016-10-10,2
20160927,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2016-09-27,2016-10-03,2
20160920,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2016-09-20,2016-09-26,2
20160913,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2016-09-13,2016-09-19,2
20160906,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2016-09-06,2016-09-12,2
20160830,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05,2
20160823,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2016-08-23,2016-08-29,2
20160816,AK,"475,791.49","106,776.80",0.00,0.00,0.00,0.00,2016-08-16,2016-08-22,2
20160809,AK,"475,791.49","106,776.80",0.00,0.00,0.00,0.00,2016-08-09,2016-08-15,2
20160802,AK,"457,398.69","125,169.60",0.00,0.00,0.00,0.00,2016-08-02,2016-08-08,2
20160726,AK,"457,398.69","125,169.60",0.00,0.00,0.00,0.00,2016-07-26,2016-08-01,2
20160719,AK,"416,771.57","165,796.72",0.00,0.00,0.00,0.00,2016-07-19,2016-07-25,2
