MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20210202,AK,83.98,16.02,0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,2
20210126,AK,96.45,3.55,0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,2
20210119,AK,96.45,3.55,0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,2
20210112,AK,96.45,3.55,0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,2
20210105,AK,97.24,2.76,0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,2
20201229,AK,97.24,2.76,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,2
20201222,AK,97.24,2.76,0.00,0.00,0.00,0.00,2020-12-22,2020-12-28,2
20201215,AK,97.16,2.84,0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,2
20201208,AK,97.16,2.84,0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,2
20201201,AK,64.90,35.10,0.00,0.00,0.00,0.00,2020-12-01,2020-12-07,2
20201124,AK,64.90,35.10,0.00,0.00,0.00,0.00,2020-11-24,2020-11-30,2
20201117,AK,64.90,35.10,0.00,0.00,0.00,0.00,2020-11-17,2020-11-23,2
20201110,AK,64.90,34.96,0.14,0.00,0.00,0.00,2020-11-10,2020-11-16,2
20201103,AK,64.90,34.96,0.14,0.00,0.00,0.00,2020-11-03,2020-11-09,2
20201027,AK,64.80,35.05,0.14,0.00,0.00,0.00,2020-10-27,2020-11-02,2
20201020,AK,64.13,35.72,0.14,0.00,0.00,0.00,2020-10-20,2020-10-26,2
20201013,AK,64.13,35.72,0.14,0.00,0.00,0.00,2020-10-13,2020-10-19,2
20201006,AK,64.13,35.72,0.14,0.00,0.00,0.00,2020-10-06,2020-10-12,2
20200929,AK,63.41,36.45,0.13,0.00,0.00,0.00,2020-09-29,2020-10-05,2
20200922,AK,61.99,36.51,1.49,0.00,0.00,0.00,2020-09-22,2020-09-28,2
20200915,AK,61.99,36.51,1.49,0.00,0.00,0.00,2020-09-15,2020-09-21,2
20200908,AK,61.45,37.06,1.49,0.00,0.00,0.00,2020-09-08,2020-09-14,2
20200901,AK,58.04,40.47,1.49,0.00,0.00,0.00,2020-09-01,2020-09-07,2
20200825,AK,66.77,31.87,1.36,0.00,0.00,0.00,2020-08-25,2020-08-31,2
20200818,AK,67.65,32.35,0.00,0.00,0.00,0.00,2020-08-18,2020-08-24,2
20200811,AK,67.65,32.35,0.00,0.00,0.00,0.00,2020-08-11,2020-08-17,2
20200804,AK,67.65,32.35,0.00,0.00,0.00,0.00,2020-08-04,2020-08-10,2
20200728,AK,92.95,7.05,0.00,0.00,0.00,0.00,2020-07-28,2020-08-03,2
20200721,AK,92.95,7.05,0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,2
20200714,AK,92.95,7.05,0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,2
20200707,AK,92.76,7.24,0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,2
20200630,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,2
20200623,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,2
20200616,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,2
20200609,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,2
20200602,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,2
20200526,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,2
20200519,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,2
20200512,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,2
20200505,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,2
20200428,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,2
20200421,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,2
20200414,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,2
20200407,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,2
20200331,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,2
20200324,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,2
20200317,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,2
20200310,AK,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,2
20200303,AK,90.02,9.98,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,2
20200225,AK,90.02,9.98,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,2
20200218,AK,52.04,47.96,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,2
20200211,AK,42.27,57.73,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,2
20200204,AK,42.27,57.73,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,2
20200128,AK,42.27,57.73,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,2
20200121,AK,90.02,9.98,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,2
20200114,AK,90.02,5.46,4.52,0.00,0.00,0.00,2020-01-14,2020-01-20,2
20200107,AK,90.02,5.46,4.52,0.00,0.00,0.00,2020-01-07,2020-01-13,2
20191231,AK,71.05,24.43,4.52,0.00,0.00,0.00,2019-12-31,2020-01-06,2
20191224,AK,71.05,24.43,4.52,0.00,0.00,0.00,2019-12-24,2019-12-30,2
20191217,AK,71.05,24.43,4.52,0.00,0.00,0.00,2019-12-17,2019-12-23,2
20191210,AK,49.57,45.91,4.52,0.00,0.00,0.00,2019-12-10,2019-12-16,2
20191203,AK,49.57,45.91,4.52,0.00,0.00,0.00,2019-12-03,2019-12-09,2
20191126,AK,44.52,50.96,4.52,0.00,0.00,0.00,2019-11-26,2019-12-02,2
20191119,AK,44.52,50.96,4.52,0.00,0.00,0.00,2019-11-19,2019-11-25,2
20191112,AK,43.05,33.36,23.58,0.00,0.00,0.00,2019-11-12,2019-11-18,2
20191105,AK,43.05,33.36,23.58,0.00,0.00,0.00,2019-11-05,2019-11-11,2
20191029,AK,43.05,33.36,21.15,2.44,0.00,0.00,2019-10-29,2019-11-04,2
20191022,AK,40.19,34.86,22.52,2.44,0.00,0.00,2019-10-22,2019-10-28,2
20191015,AK,40.19,34.86,22.52,2.44,0.00,0.00,2019-10-15,2019-10-21,2
20191008,AK,39.62,34.74,23.21,1.48,0.95,0.00,2019-10-08,2019-10-14,2
20191001,AK,39.62,34.74,23.20,1.48,0.95,0.00,2019-10-01,2019-10-07,2
20190924,AK,31.36,8.36,41.58,17.75,0.95,0.00,2019-09-24,2019-09-30,2
20190917,AK,27.59,9.08,12.84,32.96,17.53,0.00,2019-09-17,2019-09-23,2
20190910,AK,25.70,7.59,14.31,34.87,17.53,0.00,2019-09-10,2019-09-16,2
20190903,AK,24.75,8.55,14.31,34.87,17.53,0.00,2019-09-03,2019-09-09,2
20190827,AK,24.67,8.63,14.31,34.87,17.53,0.00,2019-08-27,2019-09-02,2
20190820,AK,24.67,13.21,13.50,31.60,17.02,0.00,2019-08-20,2019-08-26,2
20190813,AK,26.38,13.47,13.80,45.40,0.95,0.00,2019-08-13,2019-08-19,2
20190806,AK,10.92,33.29,53.36,1.48,0.95,0.00,2019-08-06,2019-08-12,2
20190730,AK,7.54,22.15,67.75,1.60,0.95,0.00,2019-07-30,2019-08-05,2
20190723,AK,7.54,22.15,67.75,1.60,0.95,0.00,2019-07-23,2019-07-29,2
20190716,AK,7.58,22.12,67.86,1.48,0.95,0.00,2019-07-16,2019-07-22,2
20190709,AK,9.11,81.37,7.39,1.18,0.95,0.00,2019-07-09,2019-07-15,2
20190702,AK,88.98,7.33,1.56,1.18,0.95,0.00,2019-07-02,2019-07-08,2
20190625,AK,88.98,7.33,1.56,1.18,0.95,0.00,2019-06-25,2019-07-01,2
20190618,AK,88.98,7.33,1.56,1.18,0.95,0.00,2019-06-18,2019-06-24,2
20190611,AK,90.04,6.27,1.56,1.18,0.95,0.00,2019-06-11,2019-06-17,2
20190604,AK,90.04,6.27,1.56,1.18,0.95,0.00,2019-06-04,2019-06-10,2
20190528,AK,90.04,6.27,1.56,1.18,0.95,0.00,2019-05-28,2019-06-03,2
20190521,AK,90.04,6.27,1.56,1.18,0.95,0.00,2019-05-21,2019-05-27,2
20190514,AK,90.04,7.31,1.64,1.01,0.00,0.00,2019-05-14,2019-05-20,2
20190507,AK,90.04,7.31,1.64,1.01,0.00,0.00,2019-05-07,2019-05-13,2
20190430,AK,90.04,2.55,5.68,1.73,0.00,0.00,2019-04-30,2019-05-06,2
20190423,AK,90.04,2.55,5.24,2.16,0.00,0.00,2019-04-23,2019-04-29,2
20190416,AK,90.04,2.55,5.24,2.16,0.00,0.00,2019-04-16,2019-04-22,2
20190409,AK,90.04,2.55,5.24,2.16,0.00,0.00,2019-04-09,2019-04-15,2
20190402,AK,90.04,2.55,5.24,2.16,0.00,0.00,2019-04-02,2019-04-08,2
20190326,AK,90.04,2.55,5.24,2.16,0.00,0.00,2019-03-26,2019-04-01,2
20190319,AK,90.04,2.55,5.24,2.16,0.00,0.00,2019-03-19,2019-03-25,2
20190312,AK,90.04,2.55,5.24,2.16,0.00,0.00,2019-03-12,2019-03-18,2
20190305,AK,90.04,2.55,5.24,2.16,0.00,0.00,2019-03-05,2019-03-11,2
20190226,AK,90.04,2.55,5.24,2.16,0.00,0.00,2019-02-26,2019-03-04,2
20190219,AK,90.04,6.79,2.25,0.92,0.00,0.00,2019-02-19,2019-02-25,2
20190212,AK,90.04,6.79,2.25,0.92,0.00,0.00,2019-02-12,2019-02-18,2
20190205,AK,90.04,6.79,2.25,0.92,0.00,0.00,2019-02-05,2019-02-11,2
20190129,AK,90.04,6.79,2.25,0.92,0.00,0.00,2019-01-29,2019-02-04,2
20190122,AK,90.04,6.79,2.25,0.92,0.00,0.00,2019-01-22,2019-01-28,2
20190115,AK,90.04,6.79,2.25,0.92,0.00,0.00,2019-01-15,2019-01-21,2
20190108,AK,90.04,6.79,2.25,0.92,0.00,0.00,2019-01-08,2019-01-14,2
20190101,AK,90.04,6.79,2.25,0.92,0.00,0.00,2019-01-01,2019-01-07,2
20181225,AK,90.04,6.79,0.25,2.91,0.00,0.00,2018-12-25,2018-12-31,2
20181218,AK,90.04,6.79,0.25,2.91,0.00,0.00,2018-12-18,2018-12-24,2
20181211,AK,90.04,6.79,0.25,2.91,0.00,0.00,2018-12-11,2018-12-17,2
20181204,AK,90.04,6.79,0.25,2.91,0.00,0.00,2018-12-04,2018-12-10,2
20181127,AK,90.04,6.79,0.25,2.91,0.00,0.00,2018-11-27,2018-12-03,2
20181120,AK,90.04,6.79,0.25,2.91,0.00,0.00,2018-11-20,2018-11-26,2
20181113,AK,90.04,6.79,0.25,2.91,0.00,0.00,2018-11-13,2018-11-19,2
20181106,AK,90.04,6.79,0.25,2.91,0.00,0.00,2018-11-06,2018-11-12,2
20181030,AK,90.04,6.79,0.25,2.91,0.00,0.00,2018-10-30,2018-11-05,2
20181023,AK,90.04,6.79,0.25,2.91,0.00,0.00,2018-10-23,2018-10-29,2
20181016,AK,90.04,6.79,0.25,2.91,0.00,0.00,2018-10-16,2018-10-22,2
20181009,AK,90.04,6.80,0.25,2.91,0.00,0.00,2018-10-09,2018-10-15,2
20181002,AK,90.04,6.80,0.25,2.91,0.00,0.00,2018-10-02,2018-10-08,2
20180925,AK,90.83,6.01,0.25,2.91,0.00,0.00,2018-09-25,2018-10-01,2
20180918,AK,90.83,6.01,3.16,0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,AK,90.83,6.01,3.16,0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,AK,90.83,6.01,3.16,0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,AK,90.83,6.01,3.16,0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,AK,90.83,6.01,3.16,0.00,0.00,0.00,2018-08-21,2018-08-27,2
20180814,AK,90.05,6.79,3.16,0.00,0.00,0.00,2018-08-14,2018-08-20,2
20180807,AK,90.05,6.79,3.16,0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,AK,90.05,6.79,3.16,0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,AK,88.51,8.33,3.16,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,AK,88.51,8.33,3.16,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,AK,88.51,11.49,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,AK,88.51,11.49,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,AK,88.51,11.49,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,AK,88.51,11.49,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,AK,96.46,3.54,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,AK,96.46,3.54,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,AK,96.46,3.54,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,AK,96.46,3.54,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,AK,45.25,54.75,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,AK,45.25,54.75,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,AK,45.25,54.75,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,AK,45.25,54.75,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,AK,45.25,51.15,3.60,0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,AK,45.25,51.15,3.60,0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,AK,45.25,51.15,3.60,0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,AK,75.07,21.33,3.60,0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,AK,75.07,21.33,3.60,0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,AK,39.39,57.00,3.60,0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,AK,39.39,57.00,3.60,0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,AK,39.40,60.60,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,2
20180220,AK,39.39,60.61,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,2
20180213,AK,39.40,60.60,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,2
20180206,AK,39.39,60.61,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,2
20180130,AK,27.64,72.36,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,2
20180123,AK,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,2
20180116,AK,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,2
20180109,AK,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,2
20180102,AK,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,2
20171226,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,2
20171219,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,2
20171212,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,2
20171205,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,2
20171128,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,2
20171121,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,2
20171114,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,2
20171107,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,AK,99.97,0.03,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,AK,74.59,25.41,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,AK,39.78,60.22,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,AK,39.78,60.22,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,AK,39.78,60.22,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,AK,36.22,61.87,1.91,0.00,0.00,0.00,2017-08-08,2017-08-14,2
20170801,AK,33.43,63.09,3.48,0.00,0.00,0.00,2017-08-01,2017-08-07,2
20170725,AK,33.44,63.08,3.48,0.00,0.00,0.00,2017-07-25,2017-07-31,2
20170718,AK,33.00,63.52,3.48,0.00,0.00,0.00,2017-07-18,2017-07-24,2
20170711,AK,34.27,64.16,1.57,0.00,0.00,0.00,2017-07-11,2017-07-17,2
20170704,AK,34.27,64.16,1.57,0.00,0.00,0.00,2017-07-04,2017-07-10,2
20170627,AK,34.27,64.16,1.57,0.00,0.00,0.00,2017-06-27,2017-07-03,2
20170620,AK,32.99,65.38,1.64,0.00,0.00,0.00,2017-06-20,2017-06-26,2
20170613,AK,36.40,62.70,0.90,0.00,0.00,0.00,2017-06-13,2017-06-19,2
20170606,AK,36.40,62.70,0.90,0.00,0.00,0.00,2017-06-06,2017-06-12,2
20170530,AK,40.74,59.26,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,AK,40.74,59.26,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,AK,40.74,59.26,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,AK,40.74,59.26,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,AK,40.74,59.26,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,AK,40.74,59.26,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,AK,40.74,59.26,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,AK,43.77,56.23,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,AK,43.77,56.23,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,AK,43.77,56.23,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,AK,43.77,56.23,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,AK,43.77,56.23,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,AK,43.77,56.23,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,AK,39.41,60.59,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,AK,86.59,13.41,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,AK,93.38,6.62,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,AK,93.38,6.62,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,AK,93.38,6.62,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,AK,93.38,6.62,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,AK,90.57,9.43,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,2
20170110,AK,90.57,9.43,0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,2
20170103,AK,90.57,9.43,0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,2
20161227,AK,93.38,6.62,0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,2
20161220,AK,93.38,6.62,0.00,0.00,0.00,0.00,2016-12-20,2016-12-26,2
20161213,AK,93.38,6.62,0.00,0.00,0.00,0.00,2016-12-13,2016-12-19,2
20161206,AK,93.38,6.62,0.00,0.00,0.00,0.00,2016-12-06,2016-12-12,2
20161129,AK,93.38,6.62,0.00,0.00,0.00,0.00,2016-11-29,2016-12-05,2
20161122,AK,93.38,6.62,0.00,0.00,0.00,0.00,2016-11-22,2016-11-28,2
20161115,AK,93.38,6.62,0.00,0.00,0.00,0.00,2016-11-15,2016-11-21,2
20161108,AK,93.38,6.62,0.00,0.00,0.00,0.00,2016-11-08,2016-11-14,2
20161101,AK,92.88,7.12,0.00,0.00,0.00,0.00,2016-11-01,2016-11-07,2
20161025,AK,92.88,7.12,0.00,0.00,0.00,0.00,2016-10-25,2016-10-31,2
20161018,AK,92.88,7.12,0.00,0.00,0.00,0.00,2016-10-18,2016-10-24,2
20161011,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-11,2016-10-17,2
20161004,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-04,2016-10-10,2
20160927,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-27,2016-10-03,2
20160920,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-20,2016-09-26,2
20160913,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-13,2016-09-19,2
20160906,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-06,2016-09-12,2
20160830,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05,2
20160823,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-23,2016-08-29,2
20160816,AK,97.77,2.23,0.00,0.00,0.00,0.00,2016-08-16,2016-08-22,2
20160809,AK,97.77,2.23,0.00,0.00,0.00,0.00,2016-08-09,2016-08-15,2
20160802,AK,97.19,2.81,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08,2
20160726,AK,97.19,2.81,0.00,0.00,0.00,0.00,2016-07-26,2016-08-01,2
20160719,AK,86.95,13.05,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25,2
20160712,AK,96.92,3.08,0.00,0.00,0.00,0.00,2016-07-12,2016-07-18,2
20160705,AK,96.92,3.08,0.00,0.00,0.00,0.00,2016-07-05,2016-07-11,2
20160628,AK,83.71,16.29,0.00,0.00,0.00,0.00,2016-06-28,2016-07-04,2
20160621,AK,83.71,16.29,0.00,0.00,0.00,0.00,2016-06-21,2016-06-27,2
20160614,AK,84.77,15.23,0.00,0.00,0.00,0.00,2016-06-14,2016-06-20,2
20160607,AK,84.77,15.23,0.00,0.00,0.00,0.00,2016-06-07,2016-06-13,2
20160531,AK,84.77,15.23,0.00,0.00,0.00,0.00,2016-05-31,2016-06-06,2
20160524,AK,84.77,15.23,0.00,0.00,0.00,0.00,2016-05-24,2016-05-30,2
20160517,AK,74.65,25.35,0.00,0.00,0.00,0.00,2016-05-17,2016-05-23,2
20160510,AK,74.65,25.35,0.00,0.00,0.00,0.00,2016-05-10,2016-05-16,2
20160503,AK,74.65,25.35,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09,2
20160426,AK,74.65,25.35,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,2
20160419,AK,74.65,25.35,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,2
20160412,AK,74.65,25.35,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,2
20160405,AK,84.67,15.33,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,2
20160329,AK,84.67,15.33,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,2
20160322,AK,84.67,15.33,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,2
20160315,AK,84.67,15.33,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,2
20160308,AK,98.16,1.84,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,2
20160301,AK,98.16,1.84,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,2
20160223,AK,98.16,1.84,0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,2
20160216,AK,98.16,1.84,0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,2
20160209,AK,98.16,1.84,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,2
20160202,AK,98.16,1.84,0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,2
20160126,AK,98.16,1.84,0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,2
20160119,AK,98.16,1.84,0.00,0.00,0.00,0.00,2016-01-19,2016-01-25,2
20160112,AK,98.16,1.84,0.00,0.00,0.00,0.00,2016-01-12,2016-01-18,2
20160105,AK,98.16,1.84,0.00,0.00,0.00,0.00,2016-01-05,2016-01-11,2
20151229,AK,98.16,1.84,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,2
20151222,AK,98.16,1.84,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,2
20151215,AK,98.16,1.84,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,2
20151208,AK,98.16,1.84,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,2
20151201,AK,98.16,1.84,0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,2
20151124,AK,95.40,4.60,0.00,0.00,0.00,0.00,2015-11-24,2015-11-30,2
