MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20200121,AK,"638,798.54","70,831.45",0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,2
20200114,AK,"638,798.54","38,762.10","32,069.35",0.00,0.00,0.00,2020-01-14,2020-01-20,2
20200107,AK,"638,798.54","38,762.10","32,069.35",0.00,0.00,0.00,2020-01-07,2020-01-13,2
20191231,AK,"504,218.64","173,342.00","32,069.35",0.00,0.00,0.00,2019-12-31,2020-01-06,2
20191224,AK,"504,223.28","173,337.30","32,069.41",0.00,0.00,0.00,2019-12-24,2019-12-30,2
20191217,AK,"504,223.28","173,337.30","32,069.41",0.00,0.00,0.00,2019-12-17,2019-12-23,2
20191210,AK,"351,754.80","325,805.78","32,069.41",0.00,0.00,0.00,2019-12-10,2019-12-16,2
20191203,AK,"351,754.80","325,805.78","32,069.41",0.00,0.00,0.00,2019-12-03,2019-12-09,2
20191126,AK,"315,924.37","361,636.21","32,069.41",0.00,0.00,0.00,2019-11-26,2019-12-02,2
20191119,AK,"315,924.37","361,636.21","32,069.41",0.00,0.00,0.00,2019-11-19,2019-11-25,2
20191112,AK,"305,516.07","236,764.78","167,349.14",0.00,0.00,0.00,2019-11-12,2019-11-18,2
20191105,AK,"305,516.07","236,764.78","167,349.14",0.00,0.00,0.00,2019-11-05,2019-11-11,2
20191029,AK,"305,516.07","236,764.78","150,068.80","17,280.34",0.00,0.00,2019-10-29,2019-11-04,2
20191022,AK,"285,187.18","247,357.25","159,805.22","17,280.34",0.00,0.00,2019-10-22,2019-10-28,2
20191015,AK,"285,187.18","247,357.25","159,805.22","17,280.34",0.00,0.00,2019-10-15,2019-10-21,2
20191008,AK,"281,123.04","246,554.27","164,672.17","10,527.04","6,753.48",0.00,2019-10-08,2019-10-14,2
20191001,AK,"281,122.81","246,558.78","164,668.07","10,526.95","6,753.39",0.00,2019-10-01,2019-10-07,2
20190924,AK,"222,521.86","59,305.21","295,095.91","125,953.63","6,753.39",0.00,2019-09-24,2019-09-30,2
20190917,AK,"195,815.10","64,465.60","91,096.33","233,887.21","124,365.76",0.00,2019-09-17,2019-09-23,2
20190910,AK,"182,375.61","53,896.06","101,568.37","247,424.19","124,365.76",0.00,2019-09-10,2019-09-16,2
20190903,AK,"175,599.52","60,672.16","101,568.37","247,424.19","124,365.76",0.00,2019-09-03,2019-09-09,2
20190827,AK,"175,065.24","61,206.43","101,568.37","247,424.19","124,365.76",0.00,2019-08-27,2019-09-02,2
20190820,AK,"175,065.24","93,744.95","95,809.28","224,253.66","120,756.87",0.00,2019-08-20,2019-08-26,2
20190813,AK,"187,189.56","95,584.28","97,907.73","322,195.03","6,753.39",0.00,2019-08-13,2019-08-19,2
20190806,AK,"77,462.17","236,243.36","378,644.12","10,526.95","6,753.39",0.00,2019-08-06,2019-08-12,2
20190730,AK,"53,525.80","157,198.79","480,791.19","11,360.82","6,753.39",0.00,2019-07-30,2019-08-05,2
20190723,AK,"53,525.80","157,198.79","480,791.19","11,360.82","6,753.39",0.00,2019-07-23,2019-07-29,2
20190716,AK,"53,816.55","156,995.01","481,538.10","10,526.95","6,753.39",0.00,2019-07-16,2019-07-22,2
20190709,AK,"64,632.43","577,403.23","52,457.24","8,383.71","6,753.39",0.00,2019-07-09,2019-07-15,2
20190702,AK,"631,416.79","52,037.43","11,038.51","8,383.79","6,753.48",0.00,2019-07-02,2019-07-08,2
20190625,AK,"631,416.44","52,037.71","11,038.75","8,383.71","6,753.39",0.00,2019-06-25,2019-07-01,2
20190618,AK,"631,416.44","52,037.71","11,038.75","8,383.71","6,753.39",0.00,2019-06-18,2019-06-24,2
20190611,AK,"638,970.19","44,483.95","11,038.75","8,383.71","6,753.39",0.00,2019-06-11,2019-06-17,2
20190604,AK,"638,970.19","44,483.95","11,038.75","8,383.71","6,753.39",0.00,2019-06-04,2019-06-10,2
20190528,AK,"638,970.20","44,484.02","11,038.51","8,383.79","6,753.48",0.00,2019-05-28,2019-06-03,2
20190521,AK,"638,970.19","44,483.95","11,038.75","8,383.71","6,753.39",0.00,2019-05-21,2019-05-27,2
20190514,AK,"638,970.19","51,860.50","11,637.03","7,162.27",0.00,0.00,2019-05-14,2019-05-20,2
20190507,AK,"638,970.20","51,860.37","11,637.07","7,162.35",0.00,0.00,2019-05-07,2019-05-13,2
20190430,AK,"638,970.20","18,112.92","40,272.82","12,274.05",0.00,0.00,2019-04-30,2019-05-06,2
20190423,AK,"638,970.20","18,112.92","37,210.82","15,336.06",0.00,0.00,2019-04-23,2019-04-29,2
20190416,AK,"638,970.20","18,112.92","37,210.82","15,336.06",0.00,0.00,2019-04-16,2019-04-22,2
20190409,AK,"638,970.20","18,112.92","37,210.82","15,336.06",0.00,0.00,2019-04-09,2019-04-15,2
20190402,AK,"638,970.19","18,112.51","37,211.33","15,335.96",0.00,0.00,2019-04-02,2019-04-08,2
20190326,AK,"638,970.19","18,112.51","37,211.33","15,335.96",0.00,0.00,2019-03-26,2019-04-01,2
20190319,AK,"638,970.19","18,112.51","37,211.33","15,335.96",0.00,0.00,2019-03-19,2019-03-25,2
20190312,AK,"638,970.19","18,112.51","37,211.33","15,335.96",0.00,0.00,2019-03-12,2019-03-18,2
20190305,AK,"638,970.19","18,112.51","37,211.33","15,335.96",0.00,0.00,2019-03-05,2019-03-11,2
20190226,AK,"638,970.19","18,112.51","37,211.33","15,335.96",0.00,0.00,2019-02-26,2019-03-04,2
20190219,AK,"638,970.19","48,172.57","15,977.49","6,509.73",0.00,0.00,2019-02-19,2019-02-25,2
20190212,AK,"638,970.19","48,172.57","15,977.49","6,509.73",0.00,0.00,2019-02-12,2019-02-18,2
20190205,AK,"638,970.19","48,172.57","15,977.49","6,509.73",0.00,0.00,2019-02-05,2019-02-11,2
20190129,AK,"638,970.19","48,172.57","15,977.49","6,509.73",0.00,0.00,2019-01-29,2019-02-04,2
20190122,AK,"638,970.19","48,172.57","15,977.49","6,509.73",0.00,0.00,2019-01-22,2019-01-28,2
20190115,AK,"638,970.19","48,172.57","15,977.49","6,509.73",0.00,0.00,2019-01-15,2019-01-21,2
20190108,AK,"638,970.20","48,172.63","15,977.40","6,509.76",0.00,0.00,2019-01-08,2019-01-14,2
20190101,AK,"638,970.19","48,172.57","15,977.49","6,509.73",0.00,0.00,2019-01-01,2019-01-07,2
20181225,AK,"638,970.19","48,172.57","1,802.02","20,685.21",0.00,0.00,2018-12-25,2018-12-31,2
20181218,AK,"638,970.19","48,172.57","1,802.02","20,685.21",0.00,0.00,2018-12-18,2018-12-24,2
20181211,AK,"638,970.19","48,172.57","1,802.02","20,685.21",0.00,0.00,2018-12-11,2018-12-17,2
20181204,AK,"638,970.19","48,172.57","1,802.02","20,685.21",0.00,0.00,2018-12-04,2018-12-10,2
20181127,AK,"638,970.19","48,172.57","1,802.02","20,685.21",0.00,0.00,2018-11-27,2018-12-03,2
20181120,AK,"638,970.19","48,172.57","1,802.02","20,685.21",0.00,0.00,2018-11-20,2018-11-26,2
20181113,AK,"638,970.19","48,172.57","1,802.02","20,685.21",0.00,0.00,2018-11-13,2018-11-19,2
20181106,AK,"638,970.19","48,172.57","1,802.02","20,685.21",0.00,0.00,2018-11-06,2018-11-12,2
20181030,AK,"638,970.19","48,172.57","1,802.02","20,685.21",0.00,0.00,2018-10-30,2018-11-05,2
20181023,AK,"638,970.19","48,172.57","1,802.02","20,685.21",0.00,0.00,2018-10-23,2018-10-29,2
20181016,AK,"638,970.19","48,172.57","1,802.02","20,685.21",0.00,0.00,2018-10-16,2018-10-22,2
20181009,AK,"638,966.62","48,220.74","1,802.36","20,640.28",0.00,0.00,2018-10-09,2018-10-15,2
20181002,AK,"638,966.62","48,220.74","1,802.36","20,640.28",0.00,0.00,2018-10-02,2018-10-08,2
20180925,AK,"644,537.02","42,650.33","1,802.36","20,640.28",0.00,0.00,2018-09-25,2018-10-01,2
20180918,AK,"644,537.02","42,650.33","22,442.64",0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,AK,"644,537.02","42,650.33","22,442.64",0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,AK,"644,537.02","42,650.33","22,442.64",0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,AK,"644,537.02","42,650.33","22,442.64",0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,AK,"644,537.02","42,650.33","22,442.64",0.00,0.00,0.00,2018-08-21,2018-08-27,2
20180814,AK,"639,031.93","48,155.43","22,442.64",0.00,0.00,0.00,2018-08-14,2018-08-20,2
20180807,AK,"639,031.93","48,155.55","22,442.52",0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,AK,"639,031.93","48,155.49","22,442.58",0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,AK,"628,067.69","59,119.73","22,442.58",0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,AK,"628,067.69","59,119.73","22,442.58",0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,AK,"628,069.82","81,560.17",0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,AK,"628,069.54","81,560.46",0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,AK,"628,069.82","81,560.17",0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,AK,"628,069.82","81,560.17",0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,AK,"684,499.64","25,130.35",0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,AK,"684,499.64","25,130.35",0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,AK,"684,499.64","25,130.35",0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,AK,"684,499.64","25,130.35",0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,AK,"321,125.76","388,504.23",0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,AK,"321,125.85","388,504.14",0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,AK,"321,125.76","388,504.23",0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,AK,"321,125.85","388,504.14",0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,AK,"321,125.76","362,950.78","25,553.45",0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,AK,"321,125.76","362,950.78","25,553.45",0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,AK,"321,125.85","362,950.75","25,553.39",0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,AK,"532,724.80","151,351.81","25,553.39",0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,AK,"532,726.31","151,350.23","25,553.45",0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,AK,"279,558.41","404,518.13","25,553.45",0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,AK,"279,558.41","404,518.13","25,553.45",0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,AK,"279,564.95","430,065.04",0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,2
20180220,AK,"279,558.41","430,071.58",0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,2
20180213,AK,"279,564.95","430,065.04",0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,2
20180206,AK,"279,558.41","430,071.58",0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,2
20180130,AK,"196,141.22","513,488.78",0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,2
20180123,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,2
20180116,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,2
20180109,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,2
20180102,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,2
20171226,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,2
20171219,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,2
20171212,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,2
20171205,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,2
20171128,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,2
20171121,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,2
20171114,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,2
20171107,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,AK,"709,393.88",236.11,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,AK,"529,310.14","180,319.85",0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,AK,"282,303.20","427,326.79",0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,AK,"282,303.20","427,326.79",0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,AK,"282,303.20","427,326.79",0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,AK,"257,004.19","439,052.44","13,573.37",0.00,0.00,0.00,2017-08-08,2017-08-14,2
20170801,AK,"237,211.19","447,710.61","24,708.20",0.00,0.00,0.00,2017-08-01,2017-08-07,2
20170725,AK,"237,303.23","447,618.56","24,708.20",0.00,0.00,0.00,2017-07-25,2017-07-31,2
20170718,AK,"234,198.12","450,723.67","24,708.20",0.00,0.00,0.00,2017-07-18,2017-07-24,2
20170711,AK,"243,216.57","455,278.59","11,134.83",0.00,0.00,0.00,2017-07-11,2017-07-17,2
20170704,AK,"243,216.57","455,278.59","11,134.83",0.00,0.00,0.00,2017-07-04,2017-07-10,2
20170627,AK,"243,216.47","455,278.63","11,134.89",0.00,0.00,0.00,2017-06-27,2017-07-03,2
20170620,AK,"234,093.91","463,921.16","11,614.92",0.00,0.00,0.00,2017-06-20,2017-06-26,2
20170613,AK,"258,304.92","444,947.68","6,377.39",0.00,0.00,0.00,2017-06-13,2017-06-19,2
20170606,AK,"258,304.97","444,947.64","6,377.38",0.00,0.00,0.00,2017-06-06,2017-06-12,2
20170530,AK,"289,108.34","420,521.65",0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,AK,"289,108.34","420,521.65",0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,AK,"289,108.69","420,521.30",0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,AK,"289,108.69","420,521.30",0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,AK,"289,108.69","420,521.30",0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,AK,"289,108.69","420,521.30",0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,AK,"289,108.34","420,521.65",0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,AK,"310,599.32","399,030.67",0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,AK,"310,599.71","399,030.28",0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,AK,"310,599.32","399,030.67",0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,AK,"310,599.32","399,030.67",0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,AK,"310,599.32","399,030.67",0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,AK,"310,599.32","399,030.67",0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,AK,"279,691.02","429,938.97",0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,AK,"614,467.77","95,162.22",0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,AK,"642,713.78","66,916.21",0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,2
20170110,AK,"642,713.78","66,916.21",0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,2
20170103,AK,"642,713.78","66,916.21",0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,2
20161227,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,2
20161220,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2016-12-20,2016-12-26,2
20161213,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2016-12-13,2016-12-19,2
20161206,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2016-12-06,2016-12-12,2
20161129,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2016-11-29,2016-12-05,2
20161122,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2016-11-22,2016-11-28,2
20161115,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2016-11-15,2016-11-21,2
20161108,AK,"662,623.53","47,006.46",0.00,0.00,0.00,0.00,2016-11-08,2016-11-14,2
20161101,AK,"659,077.27","50,552.72",0.00,0.00,0.00,0.00,2016-11-01,2016-11-07,2
20161025,AK,"659,077.27","50,552.72",0.00,0.00,0.00,0.00,2016-10-25,2016-10-31,2
20161018,AK,"659,077.27","50,552.72",0.00,0.00,0.00,0.00,2016-10-18,2016-10-24,2
20161011,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2016-10-11,2016-10-17,2
20161004,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2016-10-04,2016-10-10,2
20160927,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2016-09-27,2016-10-03,2
20160920,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2016-09-20,2016-09-26,2
20160913,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2016-09-13,2016-09-19,2
20160906,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2016-09-06,2016-09-12,2
20160830,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05,2
20160823,AK,"709,629.99",0.00,0.00,0.00,0.00,0.00,2016-08-23,2016-08-29,2
20160816,AK,"693,777.17","15,852.82",0.00,0.00,0.00,0.00,2016-08-16,2016-08-22,2
20160809,AK,"693,777.17","15,852.82",0.00,0.00,0.00,0.00,2016-08-09,2016-08-15,2
20160802,AK,"689,656.72","19,973.27",0.00,0.00,0.00,0.00,2016-08-02,2016-08-08,2
20160726,AK,"689,656.72","19,973.27",0.00,0.00,0.00,0.00,2016-07-26,2016-08-01,2
20160719,AK,"616,996.28","92,633.71",0.00,0.00,0.00,0.00,2016-07-19,2016-07-25,2
