MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20200128,AK,90.30,9.70,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,2
20200121,AK,93.82,6.18,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,2
20200114,AK,93.82,5.35,0.83,0.00,0.00,0.00,2020-01-14,2020-01-20,2
20200107,AK,93.82,5.35,0.83,0.00,0.00,0.00,2020-01-07,2020-01-13,2
20191231,AK,93.19,5.98,0.83,0.00,0.00,0.00,2019-12-31,2020-01-06,2
20191224,AK,93.19,5.98,0.83,0.00,0.00,0.00,2019-12-24,2019-12-30,2
20191217,AK,93.19,5.98,0.83,0.00,0.00,0.00,2019-12-17,2019-12-23,2
20191210,AK,92.48,6.69,0.83,0.00,0.00,0.00,2019-12-10,2019-12-16,2
20191203,AK,92.48,6.69,0.83,0.00,0.00,0.00,2019-12-03,2019-12-09,2
20191126,AK,91.18,7.99,0.83,0.00,0.00,0.00,2019-11-26,2019-12-02,2
20191119,AK,91.18,7.99,0.83,0.00,0.00,0.00,2019-11-19,2019-11-25,2
20191112,AK,90.30,5.74,3.96,0.00,0.00,0.00,2019-11-12,2019-11-18,2
20191105,AK,90.30,5.74,3.96,0.00,0.00,0.00,2019-11-05,2019-11-11,2
20191029,AK,90.30,5.74,1.96,2.00,0.00,0.00,2019-10-29,2019-11-04,2
20191022,AK,89.28,5.93,2.79,2.00,0.00,0.00,2019-10-22,2019-10-28,2
20191015,AK,89.28,5.93,2.79,2.00,0.00,0.00,2019-10-15,2019-10-21,2
20191008,AK,88.64,6.33,3.02,1.13,0.88,0.00,2019-10-08,2019-10-14,2
20191001,AK,88.64,6.33,3.02,1.13,0.88,0.00,2019-10-01,2019-10-07,2
20190924,AK,82.25,7.40,7.71,1.77,0.88,0.00,2019-09-24,2019-09-30,2
20190917,AK,76.18,11.93,6.01,4.37,1.50,0.00,2019-09-17,2019-09-23,2
20190910,AK,70.96,11.20,11.08,5.26,1.50,0.00,2019-09-10,2019-09-16,2
20190903,AK,69.10,13.06,11.08,5.26,1.50,0.00,2019-09-03,2019-09-09,2
20190827,AK,66.67,15.48,11.08,5.26,1.50,0.00,2019-08-27,2019-09-02,2
20190820,AK,66.67,22.13,6.61,3.27,1.32,0.00,2019-08-20,2019-08-26,2
20190813,AK,69.38,21.00,5.86,2.89,0.88,0.00,2019-08-13,2019-08-19,2
20190806,AK,50.86,37.50,9.64,1.13,0.88,0.00,2019-08-06,2019-08-12,2
20190730,AK,30.37,45.16,18.68,4.91,0.88,0.00,2019-07-30,2019-08-05,2
20190723,AK,30.37,45.16,18.68,4.91,0.88,0.00,2019-07-23,2019-07-29,2
20190716,AK,30.69,45.21,22.10,1.13,0.88,0.00,2019-07-16,2019-07-22,2
20190709,AK,37.65,57.10,3.60,0.77,0.88,0.00,2019-07-09,2019-07-15,2
20190702,AK,87.65,9.57,1.13,0.77,0.88,0.00,2019-07-02,2019-07-08,2
20190625,AK,87.65,9.57,1.13,0.77,0.88,0.00,2019-06-25,2019-07-01,2
20190618,AK,87.65,9.57,1.13,0.77,0.88,0.00,2019-06-18,2019-06-24,2
20190611,AK,94.17,3.05,1.13,0.77,0.88,0.00,2019-06-11,2019-06-17,2
20190604,AK,94.17,3.05,1.13,0.77,0.88,0.00,2019-06-04,2019-06-10,2
20190528,AK,94.17,3.05,1.13,0.77,0.88,0.00,2019-05-28,2019-06-03,2
20190521,AK,94.17,3.05,1.13,0.77,0.88,0.00,2019-05-21,2019-05-27,2
20190514,AK,94.17,3.62,1.28,0.93,0.00,0.00,2019-05-14,2019-05-20,2
20190507,AK,94.17,3.62,1.28,0.93,0.00,0.00,2019-05-07,2019-05-13,2
20190430,AK,94.17,2.09,2.05,1.69,0.00,0.00,2019-04-30,2019-05-06,2
20190423,AK,94.17,2.09,1.81,1.93,0.00,0.00,2019-04-23,2019-04-29,2
20190416,AK,94.17,2.09,1.81,1.93,0.00,0.00,2019-04-16,2019-04-22,2
20190409,AK,94.17,2.09,1.81,1.93,0.00,0.00,2019-04-09,2019-04-15,2
20190402,AK,94.17,2.09,1.81,1.93,0.00,0.00,2019-04-02,2019-04-08,2
20190326,AK,94.17,2.09,1.81,1.93,0.00,0.00,2019-03-26,2019-04-01,2
20190319,AK,94.17,2.09,1.81,1.93,0.00,0.00,2019-03-19,2019-03-25,2
20190312,AK,94.17,2.09,1.81,1.93,0.00,0.00,2019-03-12,2019-03-18,2
20190305,AK,94.17,2.09,1.81,1.93,0.00,0.00,2019-03-05,2019-03-11,2
20190226,AK,94.17,2.09,1.81,1.93,0.00,0.00,2019-02-26,2019-03-04,2
20190219,AK,94.17,3.48,1.33,1.02,0.00,0.00,2019-02-19,2019-02-25,2
20190212,AK,94.17,3.48,1.33,1.02,0.00,0.00,2019-02-12,2019-02-18,2
20190205,AK,94.17,3.48,1.33,1.02,0.00,0.00,2019-02-05,2019-02-11,2
20190129,AK,94.17,3.48,1.33,1.02,0.00,0.00,2019-01-29,2019-02-04,2
20190122,AK,94.17,3.48,1.33,1.02,0.00,0.00,2019-01-22,2019-01-28,2
20190115,AK,94.17,3.48,1.33,1.02,0.00,0.00,2019-01-15,2019-01-21,2
20190108,AK,94.17,3.48,1.33,1.02,0.00,0.00,2019-01-08,2019-01-14,2
20190101,AK,94.17,3.48,1.33,1.02,0.00,0.00,2019-01-01,2019-01-07,2
20181225,AK,94.17,3.48,0.28,2.07,0.00,0.00,2018-12-25,2018-12-31,2
20181218,AK,94.17,3.48,0.28,2.07,0.00,0.00,2018-12-18,2018-12-24,2
20181211,AK,94.17,3.48,0.28,2.07,0.00,0.00,2018-12-11,2018-12-17,2
20181204,AK,94.17,3.48,0.28,2.07,0.00,0.00,2018-12-04,2018-12-10,2
20181127,AK,94.17,3.48,0.28,2.07,0.00,0.00,2018-11-27,2018-12-03,2
20181120,AK,94.17,3.48,0.28,2.07,0.00,0.00,2018-11-20,2018-11-26,2
20181113,AK,94.17,3.48,0.28,2.07,0.00,0.00,2018-11-13,2018-11-19,2
20181106,AK,94.17,3.48,0.28,2.07,0.00,0.00,2018-11-06,2018-11-12,2
20181030,AK,94.17,3.48,0.28,2.07,0.00,0.00,2018-10-30,2018-11-05,2
20181023,AK,94.17,3.48,0.28,2.07,0.00,0.00,2018-10-23,2018-10-29,2
20181016,AK,94.17,3.48,0.28,2.07,0.00,0.00,2018-10-16,2018-10-22,2
20181009,AK,94.17,3.49,0.28,2.06,0.00,0.00,2018-10-09,2018-10-15,2
20181002,AK,94.17,3.49,0.28,2.06,0.00,0.00,2018-10-02,2018-10-08,2
20180925,AK,95.65,2.00,0.28,2.06,0.00,0.00,2018-09-25,2018-10-01,2
20180918,AK,95.65,2.00,2.34,0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,AK,95.65,2.00,2.34,0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,AK,95.65,2.00,2.34,0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,AK,95.65,2.00,2.34,0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,AK,95.65,2.00,2.34,0.00,0.00,0.00,2018-08-21,2018-08-27,2
20180814,AK,94.30,3.36,2.34,0.00,0.00,0.00,2018-08-14,2018-08-20,2
20180807,AK,94.30,3.36,2.34,0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,AK,94.30,3.36,2.34,0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,AK,93.75,3.90,2.34,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,AK,93.75,3.90,2.34,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,AK,93.75,6.25,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,AK,93.75,6.25,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,AK,93.75,6.25,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,AK,93.75,6.25,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,AK,98.03,1.97,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,AK,98.03,1.97,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,AK,98.03,1.97,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,AK,98.03,1.97,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,AK,89.31,10.69,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,AK,89.31,10.69,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,AK,89.31,10.69,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,AK,89.31,10.69,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,AK,89.31,8.01,2.68,0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,AK,89.31,8.01,2.68,0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,AK,89.31,8.01,2.68,0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,AK,79.17,18.15,2.68,0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,AK,79.17,18.15,2.68,0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,AK,73.39,23.93,2.68,0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,AK,73.39,23.93,2.68,0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,AK,73.39,26.61,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,2
20180220,AK,73.39,26.61,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,2
20180213,AK,73.39,26.61,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,2
20180206,AK,73.39,26.61,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,2
20180130,AK,64.30,35.70,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,2
20180123,AK,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,2
20180116,AK,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,2
20180109,AK,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,2
20180102,AK,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,2
20171226,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,2
20171219,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,2
20171212,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,2
20171205,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,2
20171128,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,2
20171121,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,2
20171114,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,2
20171107,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,AK,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,AK,99.65,0.35,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,AK,91.87,8.13,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,AK,89.40,10.60,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,AK,89.40,10.60,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,AK,89.40,10.60,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,AK,67.66,31.65,0.69,0.00,0.00,0.00,2017-08-08,2017-08-14,2
20170801,AK,60.86,32.46,6.67,0.00,0.00,0.00,2017-08-01,2017-08-07,2
20170725,AK,61.28,32.04,6.67,0.00,0.00,0.00,2017-07-25,2017-07-31,2
20170718,AK,59.85,33.48,6.67,0.00,0.00,0.00,2017-07-18,2017-07-24,2
20170711,AK,68.99,25.03,5.98,0.00,0.00,0.00,2017-07-11,2017-07-17,2
20170704,AK,68.99,25.03,5.98,0.00,0.00,0.00,2017-07-04,2017-07-10,2
20170627,AK,68.99,25.03,5.98,0.00,0.00,0.00,2017-06-27,2017-07-03,2
20170620,AK,62.58,29.33,8.09,0.00,0.00,0.00,2017-06-20,2017-06-26,2
20170613,AK,66.26,27.93,5.81,0.00,0.00,0.00,2017-06-13,2017-06-19,2
20170606,AK,66.26,27.93,5.81,0.00,0.00,0.00,2017-06-06,2017-06-12,2
20170530,AK,66.99,33.01,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,AK,66.99,33.01,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,AK,66.99,33.01,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,AK,66.99,33.01,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,AK,66.99,33.01,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,AK,66.99,33.01,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,AK,66.99,33.01,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,AK,68.85,31.15,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,AK,68.85,31.15,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,AK,68.85,31.15,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,AK,68.85,31.15,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,AK,68.85,31.15,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,AK,68.85,31.15,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,AK,64.69,35.31,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,AK,68.01,31.99,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,AK,91.09,8.91,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,AK,91.09,8.91,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,AK,91.09,8.91,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,AK,91.09,8.91,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,AK,89.14,10.86,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,2
20170110,AK,89.14,10.86,0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,2
20170103,AK,89.14,10.86,0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,2
20161227,AK,91.09,8.91,0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,2
20161220,AK,91.09,8.91,0.00,0.00,0.00,0.00,2016-12-20,2016-12-26,2
20161213,AK,91.09,8.91,0.00,0.00,0.00,0.00,2016-12-13,2016-12-19,2
20161206,AK,91.09,8.91,0.00,0.00,0.00,0.00,2016-12-06,2016-12-12,2
20161129,AK,91.09,8.91,0.00,0.00,0.00,0.00,2016-11-29,2016-12-05,2
20161122,AK,91.09,8.91,0.00,0.00,0.00,0.00,2016-11-22,2016-11-28,2
20161115,AK,91.09,8.91,0.00,0.00,0.00,0.00,2016-11-15,2016-11-21,2
20161108,AK,91.09,8.91,0.00,0.00,0.00,0.00,2016-11-08,2016-11-14,2
20161101,AK,89.77,10.23,0.00,0.00,0.00,0.00,2016-11-01,2016-11-07,2
20161025,AK,89.77,10.23,0.00,0.00,0.00,0.00,2016-10-25,2016-10-31,2
20161018,AK,89.77,10.23,0.00,0.00,0.00,0.00,2016-10-18,2016-10-24,2
20161011,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-11,2016-10-17,2
20161004,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-04,2016-10-10,2
20160927,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-27,2016-10-03,2
20160920,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-20,2016-09-26,2
20160913,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-13,2016-09-19,2
20160906,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-06,2016-09-12,2
20160830,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05,2
20160823,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-23,2016-08-29,2
20160816,AK,81.67,18.33,0.00,0.00,0.00,0.00,2016-08-16,2016-08-22,2
20160809,AK,81.67,18.33,0.00,0.00,0.00,0.00,2016-08-09,2016-08-15,2
20160802,AK,78.51,21.49,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08,2
20160726,AK,78.51,21.49,0.00,0.00,0.00,0.00,2016-07-26,2016-08-01,2
20160719,AK,71.54,28.46,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25,2
20160712,AK,77.67,22.33,0.00,0.00,0.00,0.00,2016-07-12,2016-07-18,2
20160705,AK,77.67,22.33,0.00,0.00,0.00,0.00,2016-07-05,2016-07-11,2
20160628,AK,72.88,27.12,0.00,0.00,0.00,0.00,2016-06-28,2016-07-04,2
20160621,AK,72.88,27.12,0.00,0.00,0.00,0.00,2016-06-21,2016-06-27,2
20160614,AK,83.58,16.42,0.00,0.00,0.00,0.00,2016-06-14,2016-06-20,2
20160607,AK,83.58,16.42,0.00,0.00,0.00,0.00,2016-06-07,2016-06-13,2
20160531,AK,83.58,16.42,0.00,0.00,0.00,0.00,2016-05-31,2016-06-06,2
20160524,AK,83.58,16.42,0.00,0.00,0.00,0.00,2016-05-24,2016-05-30,2
20160517,AK,77.38,22.62,0.00,0.00,0.00,0.00,2016-05-17,2016-05-23,2
20160510,AK,77.38,22.62,0.00,0.00,0.00,0.00,2016-05-10,2016-05-16,2
20160503,AK,77.38,22.62,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09,2
20160426,AK,77.38,22.62,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,2
20160419,AK,77.38,22.62,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,2
20160412,AK,77.38,22.62,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,2
20160405,AK,83.99,16.01,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,2
20160329,AK,83.99,16.01,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,2
20160322,AK,83.99,16.01,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,2
20160315,AK,83.99,16.01,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,2
20160308,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,2
20160301,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,2
20160223,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,2
20160216,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,2
20160209,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,2
20160202,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,2
20160126,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,2
20160119,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-01-19,2016-01-25,2
20160112,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-01-12,2016-01-18,2
20160105,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-01-05,2016-01-11,2
20151229,AK,89.79,10.21,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,2
20151222,AK,89.79,10.21,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,2
20151215,AK,89.79,10.21,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,2
20151208,AK,89.79,10.21,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,2
20151201,AK,89.79,10.21,0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,2
20151124,AK,77.16,22.84,0.00,0.00,0.00,0.00,2015-11-24,2015-11-30,2
