track,type,shortcut,player,system_played,date,time_period,time,record_duration
Luigi Raceway,Three Lap,No,Dan,PAL,2017-07-07,1M 57.99S,117.99000000000001,5
Luigi Raceway,Three Lap,No,MR,PAL,2017-07-12,1M 57.98S,117.97999999999999,872
Luigi Raceway,Three Lap,No,Dan,PAL,2019-12-01,1M 57.92S,117.92,9
Luigi Raceway,Three Lap,No,MR,PAL,2019-12-06,1M 57.92S,117.92,4
Luigi Raceway,Three Lap,No,MR,PAL,2019-12-10,1M 57.91S,117.91,184
Luigi Raceway,Three Lap,No,Dan,PAL,2020-06-11,1M 57.88S,117.88,43
Luigi Raceway,Three Lap,No,MR,PAL,2020-07-24,1M 57.87S,117.87,105
Luigi Raceway,Three Lap,No,Dan,PAL,2020-11-06,1M 57.77S,117.77000000000001,112
Luigi Raceway,Single Lap,No,Salam,NTSC,1997-02-16,40.4S,40.4,22
Luigi Raceway,Single Lap,No,Gregg G,NTSC,1997-03-10,39.86S,39.86,78
Luigi Raceway,Single Lap,No,Launspach,NTSC,1997-05-27,39.03S,39.03,95
Luigi Raceway,Single Lap,No,Launspach,NTSC,1997-08-30,38.54S,38.54,52
Luigi Raceway,Single Lap,No,Launspach,NTSC,1997-10-21,38.3S,38.3,143
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-03-13,38.27S,38.27,74
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-05-26,38.26S,38.26,79
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-08-13,38.2S,38.2,50
Luigi Raceway,Single Lap,No,Penev,PAL,1998-10-02,38.18S,38.18,29
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-10-31,38.15S,38.15,20
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-11-20,38.14S,38.14,34
Luigi Raceway,Single Lap,No,Penev,PAL,1998-12-24,38.11S,38.11,4
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-01-03,38.06S,38.06,0
Luigi Raceway,Single Lap,No,Penev,PAL,1998-12-28,38.01S,38.01,135
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-05-12,38S,38,7
Luigi Raceway,Single Lap,No,Penev,PAL,1999-05-19,37.97S,37.97,131
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.95S,37.95,0
Luigi Raceway,Single Lap,No,Mike S,NTSC,1999-09-27,37.92S,37.92,0
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.91S,37.91,0
Luigi Raceway,Single Lap,No,Penev,PAL,1999-09-27,37.88S,37.88,148
Luigi Raceway,Single Lap,No,Mike S,NTSC,1999-10-29,37.88S,37.88,116
Luigi Raceway,Single Lap,No,Zwartjes,PAL,2000-02-22,37.74S,37.74,1264
Luigi Raceway,Single Lap,No,MJ,PAL,2003-08-09,37.73S,37.73,48
Luigi Raceway,Single Lap,No,Troy,NTSC,2003-09-26,37.72S,37.72,9
Luigi Raceway,Single Lap,No,MJ,PAL,2003-10-05,37.69S,37.69,2842
Luigi Raceway,Single Lap,No,MR,PAL,2011-07-17,37.66S,37.66,894
Luigi Raceway,Single Lap,No,Zoran,PAL,2013-12-27,37.65S,37.65,1
Luigi Raceway,Single Lap,No,MR,PAL,2013-12-28,37.62S,37.62,1102
Luigi Raceway,Single Lap,No,VAJ,PAL,2017-01-03,37.61S,37.61,1091
Luigi Raceway,Single Lap,No,MR,PAL,2018-01-04,37.61S,37.61,725
Luigi Raceway,Single Lap,No,MR,PAL,2019-12-30,37.59S,37.59,377
Luigi Raceway,Single Lap,No,Dan,PAL,2021-01-10,37.58S,37.58,47
Luigi Raceway,Single Lap,No,MR,PAL,2021-02-06,37.58S,37.58,20
Luigi Raceway,Three Lap,Yes,Phalock,NTSC,1997-05-20,1M 57.05S,117.05,35
Luigi Raceway,Three Lap,Yes,Wonn,NTSC,1997-06-24,1M 42.79S,102.78999999999999,67
Luigi Raceway,Three Lap,Yes,Wonn,NTSC,1997-08-30,1M 41.1S,101.1,125
Luigi Raceway,Three Lap,Yes,Igor V,PAL,1998-01-02,1M 39.75S,99.75,243
Luigi Raceway,Three Lap,Yes,Penev,PAL,1998-09-02,1M 38.97S,98.97,16
Luigi Raceway,Three Lap,Yes,Booth,NTSC,1998-09-18,1M 38.15S,98.15,20
Luigi Raceway,Three Lap,Yes,Penev,PAL,1998-10-08,1M 37.82S,97.82,77
Luigi Raceway,Three Lap,Yes,Jonathan,NTSC,1998-12-24,1M 37.29S,97.28999999999999,92
Luigi Raceway,Three Lap,Yes,Mike S,NTSC,1999-03-26,1M 36.25S,96.25,20
Luigi Raceway,Three Lap,Yes,Penev,PAL,1999-04-15,1M 35.93S,95.93,176
Luigi Raceway,Three Lap,Yes,Mike S,NTSC,1999-10-08,1M 35.39S,95.39,25
Luigi Raceway,Three Lap,Yes,Zwartjes,PAL,1999-11-02,1M 34.74S,94.74000000000001,383
Luigi Raceway,Three Lap,Yes,Penev,PAL,2000-11-19,1M 34.39S,94.39,1765
Luigi Raceway,Three Lap,Yes,Karlo,NTSC,2005-09-19,1M 33.22S,93.22,2537
Luigi Raceway,Three Lap,Yes,Alex G,PAL,2012-08-30,1M 32.79S,92.78999999999999,1
Luigi Raceway,Three Lap,Yes,VAJ,PAL,2012-08-31,1M 31.62S,91.62,1299
Luigi Raceway,Three Lap,Yes,abney317,NTSC,2016-03-22,1M 29.94S,89.94,2
Luigi Raceway,Three Lap,Yes,abney317,NTSC,2016-03-24,1M 27.45S,87.45,397
Luigi Raceway,Three Lap,Yes,Daniel L,PAL,2017-04-25,1M 26.7S,86.7,1386
Luigi Raceway,Three Lap,Yes,Weatherton,NTSC,2021-02-09,1M 22.34S,82.34,0
Luigi Raceway,Three Lap,Yes,Weatherton,NTSC,2021-02-09,1M 16.21S,76.21000000000001,0
Luigi Raceway,Three Lap,Yes,Weatherton,NTSC,2021-02-09,1M 5.29S,65.29,0
Luigi Raceway,Three Lap,Yes,Weatherton,NTSC,2021-02-09,54.67S,54.67,0
Luigi Raceway,Three Lap,Yes,abney317,NTSC,2021-02-09,44.97S,44.97,0
Luigi Raceway,Three Lap,Yes,abney317,NTSC,2021-02-09,44.45S,44.45,0
Luigi Raceway,Three Lap,Yes,abney317,NTSC,2021-02-09,42.47S,42.47,0
Luigi Raceway,Three Lap,Yes,abney317,NTSC,2021-02-09,39.05S,39.05,0
Luigi Raceway,Three Lap,Yes,abney317,NTSC,2021-02-09,31.43S,31.43,0
Luigi Raceway,Three Lap,Yes,abney317,NTSC,2021-02-09,30S,30,0
Luigi Raceway,Three Lap,Yes,abney317,NTSC,2021-02-09,27.47S,27.47,2
Luigi Raceway,Three Lap,Yes,abney317,NTSC,2021-02-11,25.3S,25.3,15
Luigi Raceway,Single Lap,Yes,Salam,NTSC,1997-02-16,40.4S,40.4,22
Luigi Raceway,Single Lap,Yes,Gregg G,NTSC,1997-03-10,39.86S,39.86,78
Luigi Raceway,Single Lap,Yes,Launspach,NTSC,1997-05-27,39.03S,39.03,95
Luigi Raceway,Single Lap,Yes,Launspach,NTSC,1997-08-30,38.54S,38.54,52
Luigi Raceway,Single Lap,Yes,Launspach,NTSC,1997-10-21,38.3S,38.3,143
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-03-13,38.27S,38.27,74
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-05-26,38.26S,38.26,79
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-08-13,38.2S,38.2,50
Luigi Raceway,Single Lap,Yes,Penev,PAL,1998-10-02,38.18S,38.18,29
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-10-31,38.15S,38.15,20
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-11-20,38.14S,38.14,34
Luigi Raceway,Single Lap,Yes,Penev,PAL,1998-12-24,38.11S,38.11,4
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-01-03,38.06S,38.06,0
Luigi Raceway,Single Lap,Yes,Penev,PAL,1998-12-28,38.01S,38.01,135
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-05-12,38S,38,7
Luigi Raceway,Single Lap,Yes,Penev,PAL,1999-05-19,37.97S,37.97,131
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.95S,37.95,0
Luigi Raceway,Single Lap,Yes,Mike S,NTSC,1999-09-27,37.92S,37.92,0
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.91S,37.91,0
Luigi Raceway,Single Lap,Yes,Penev,PAL,1999-09-27,37.88S,37.88,148
Luigi Raceway,Single Lap,Yes,Mike S,NTSC,1999-10-29,37.88S,37.88,116
Luigi Raceway,Single Lap,Yes,Zwartjes,PAL,2000-02-22,37.74S,37.74,1264
Luigi Raceway,Single Lap,Yes,MJ,PAL,2003-08-09,37.73S,37.73,48
Luigi Raceway,Single Lap,Yes,Troy,NTSC,2003-09-26,37.72S,37.72,9
Luigi Raceway,Single Lap,Yes,MJ,PAL,2003-10-05,37.69S,37.69,2842
Luigi Raceway,Single Lap,Yes,MR,PAL,2011-07-17,37.66S,37.66,894
Luigi Raceway,Single Lap,Yes,Zoran,PAL,2013-12-27,37.65S,37.65,1
Luigi Raceway,Single Lap,Yes,MR,PAL,2013-12-28,37.62S,37.62,1102
Luigi Raceway,Single Lap,Yes,VAJ,PAL,2017-01-03,37.61S,37.61,1091
Luigi Raceway,Single Lap,Yes,MR,PAL,2018-01-04,37.61S,37.61,725
Luigi Raceway,Single Lap,Yes,MR,PAL,2019-12-30,37.59S,37.59,377
Luigi Raceway,Single Lap,Yes,Dan,PAL,2021-01-10,37.58S,37.58,47
Luigi Raceway,Single Lap,Yes,MR,PAL,2021-02-06,37.58S,37.58,20
Moo Moo Farm,Three Lap,No,Gregg G,NTSC,1997-03-07,1M 35.48S,95.47999999999999,81
Moo Moo Farm,Three Lap,No,Launspach,NTSC,1997-05-27,1M 32.96S,92.96000000000001,67
Moo Moo Farm,Three Lap,No,Jonathan,NTSC,1997-08-02,1M 31.74S,91.74,28
Moo Moo Farm,Three Lap,No,JWhalls,NTSC,1997-08-30,1M 31.73S,91.73,9
Moo Moo Farm,Three Lap,No,Booth,NTSC,1997-09-08,1M 31.57S,91.57,128
Moo Moo Farm,Three Lap,No,Zwartjes,PAL,1998-01-14,1M 31.16S,91.16,176
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-07-09,1M 30.96S,90.96000000000001,64
Moo Moo Farm,Three Lap,No,Penev,PAL,1998-09-11,1M 30.94S,90.94,3
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-09-14,1M 30.2S,90.2,12
Moo Moo Farm,Three Lap,No,Penev,PAL,1998-09-26,1M 30.14S,90.14,89
Moo Moo Farm,Three Lap,No,Jonathan,NTSC,1998-12-24,1M 29.71S,89.71000000000001,76
Moo Moo Farm,Three Lap,No,Jonathan,NTSC,1999-03-10,1M 29.33S,89.33,160
Moo Moo Farm,Three Lap,No,Jonathan,NTSC,1999-08-17,1M 28.81S,88.81,34
Moo Moo Farm,Three Lap,No,Zwartjes,PAL,1999-09-20,1M 28.71S,88.71000000000001,225
Moo Moo Farm,Three Lap,No,Matt B,NTSC,2000-05-02,1M 28.7S,88.7,55
Moo Moo Farm,Three Lap,No,Zwartjes,PAL,2000-06-26,1M 28.61S,88.61,56
Moo Moo Farm,Three Lap,No,Zwartjes,PAL,2000-08-21,1M 28.54S,88.53999999999999,45
Moo Moo Farm,Three Lap,No,Ben M,PAL,2000-10-05,1M 28.44S,88.44,12
Moo Moo Farm,Three Lap,No,Mike S,NTSC,2000-10-17,1M 28.32S,88.32,556
Moo Moo Farm,Three Lap,No,Ben M,PAL,2002-04-26,1M 28.25S,88.25,4
Moo Moo Farm,Three Lap,No,Ben M,PAL,2002-04-30,1M 28.11S,88.11,332
Moo Moo Farm,Three Lap,No,Ben M,PAL,2003-03-28,1M 28.05S,88.05,0
Moo Moo Farm,Three Lap,No,Ben M,PAL,2003-03-28,1M 27.93S,87.93,6
Moo Moo Farm,Three Lap,No,Ben M,PAL,2003-04-03,1M 27.81S,87.81,25
Moo Moo Farm,Three Lap,No,Ben M,PAL,2003-04-28,1M 27.66S,87.66,500
Moo Moo Farm,Three Lap,No,Habrich,NTSC,2004-09-09,1M 27.63S,87.63,186
Moo Moo Farm,Three Lap,No,MJ,PAL,2005-03-14,1M 27.52S,87.52,0
Moo Moo Farm,Three Lap,No,MJ,PAL,2005-03-14,1M 27.35S,87.35,485
Moo Moo Farm,Three Lap,No,Karlo,NTSC,2006-07-12,1M 27.2S,87.2,238
Moo Moo Farm,Three Lap,No,MJ,PAL,2007-03-07,1M 27.06S,87.06,1174
Moo Moo Farm,Three Lap,No,TJL,PAL,2010-05-24,1M 27.01S,87.01,1
Moo Moo Farm,Three Lap,No,TJL,PAL,2010-05-25,1M 26.94S,86.94,9
Moo Moo Farm,Three Lap,No,TJL,PAL,2010-06-03,1M 26.91S,86.91,2
Moo Moo Farm,Three Lap,No,TJL,PAL,2010-06-05,1M 26.7S,86.7,62
Moo Moo Farm,Three Lap,No,TJL,PAL,2010-08-06,1M 26.55S,86.55,87
Moo Moo Farm,Three Lap,No,TJL,PAL,2010-11-01,1M 26.44S,86.44,782
Moo Moo Farm,Three Lap,No,TJL,PAL,2012-12-22,1M 26.38S,86.38,362
Moo Moo Farm,Three Lap,No,MR,PAL,2013-12-19,1M 26.36S,86.36,639
Moo Moo Farm,Three Lap,No,TJL,PAL,2015-09-19,1M 26.19S,86.19,23
Moo Moo Farm,Three Lap,No,MR,PAL,2015-10-12,1M 26.14S,86.14,1154
Moo Moo Farm,Three Lap,No,abney317,PAL,2018-12-09,1M 26S,86,130
Moo Moo Farm,Three Lap,No,MR,PAL,2019-04-18,1M 25.97S,85.97,39
Moo Moo Farm,Three Lap,No,abney317,PAL,2019-05-27,1M 25.94S,85.94,267
Moo Moo Farm,Three Lap,No,MR,PAL,2020-02-18,1M 25.93S,85.93,374
Moo Moo Farm,Single Lap,No,Gregg G,NTSC,1997-03-10,30.29S,30.29,78
Moo Moo Farm,Single Lap,No,Launspach,NTSC,1997-05-27,29.89S,29.89,95
Moo Moo Farm,Single Lap,No,JWhalls,NTSC,1997-08-30,29.74S,29.74,7
Moo Moo Farm,Single Lap,No,Booth,NTSC,1997-09-06,29.64S,29.64,188
Moo Moo Farm,Single Lap,No,Jonathan,NTSC,1998-03-13,29.43S,29.43,118
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-07-09,29.29S,29.29,37
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-08-15,29.05S,29.05,131
Moo Moo Farm,Single Lap,No,Jonathan,NTSC,1998-12-24,28.93S,28.93,76
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-02-03,28.93S,28.93,35
Moo Moo Farm,Single Lap,No,Jonathan,NTSC,1999-03-10,28.91S,28.91,215
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-05-19,28.91S,28.91,145
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-10-11,28.82S,28.82,1
Moo Moo Farm,Single Lap,No,Mike S,NTSC,1999-10-12,28.68S,28.68,24
Moo Moo Farm,Single Lap,No,Ben M,PAL,1999-11-05,28.65S,28.65,114
Moo Moo Farm,Single Lap,No,Zwartjes,PAL,2000-02-15,28.65S,28.65,12
Moo Moo Farm,Single Lap,No,Ben M,PAL,2000-02-27,28.6S,28.6,37
Moo Moo Farm,Single Lap,No,Mike S,NTSC,2000-04-04,28.58S,28.58,94
Moo Moo Farm,Single Lap,No,Zwartjes,PAL,2000-07-07,28.49S,28.49,91
Moo Moo Farm,Single Lap,No,Ben M,PAL,2000-07-27,28.49S,28.49,71
Moo Moo Farm,Single Lap,No,Myles,NTSC,2000-10-06,28.33S,28.33,615
Moo Moo Farm,Single Lap,No,Ben M,PAL,2002-06-13,28.29S,28.29,280
Moo Moo Farm,Single Lap,No,Marcelo,NTSC,2003-03-20,28.26S,28.26,13
Moo Moo Farm,Single Lap,No,Ben M,PAL,2003-04-02,28.25S,28.25,443
Moo Moo Farm,Single Lap,No,Habrich,NTSC,2004-06-18,28.14S,28.14,988
Moo Moo Farm,Single Lap,No,Karlo,NTSC,2006-01-20,28.14S,28.14,407
Moo Moo Farm,Single Lap,No,VAJ,PAL,2007-03-02,28.14S,28.14,1
Moo Moo Farm,Single Lap,No,Karlo,NTSC,2007-03-03,27.99S,27.99,1226
Moo Moo Farm,Single Lap,No,TJL,PAL,2010-07-11,27.98S,27.98,4
Moo Moo Farm,Single Lap,No,TJL,PAL,2010-07-15,27.96S,27.96,339
Moo Moo Farm,Single Lap,No,TJL,PAL,2011-06-19,27.94S,27.94,164
Moo Moo Farm,Single Lap,No,TJL,PAL,2011-11-30,27.93S,27.93,231
Moo Moo Farm,Single Lap,No,VAJ,PAL,2011-12-03,27.93S,27.93,228
Moo Moo Farm,Single Lap,No,TJL,PAL,2012-07-18,27.91S,27.91,252
Moo Moo Farm,Single Lap,No,VAJ,PAL,2013-03-26,27.91S,27.91,1
Moo Moo Farm,Single Lap,No,TJL,PAL,2013-03-27,27.82S,27.82,2103
Moo Moo Farm,Single Lap,No,MR,PAL,2017-11-27,27.82S,27.82,397
Moo Moo Farm,Single Lap,No,abney317,PAL,2018-12-29,27.8S,27.8,790
Koopa Troopa Beach,Three Lap,No,Launspach,NTSC,1997-05-27,1M 42.01S,102.00999999999999,95
Koopa Troopa Beach,Three Lap,No,Launspach,NTSC,1997-08-30,1M 40.44S,100.44,2
Koopa Troopa Beach,Three Lap,No,Booth,NTSC,1997-09-01,1M 40.12S,100.12,193
Koopa Troopa Beach,Three Lap,No,Jonathan,NTSC,1998-03-13,1M 38.85S,98.85,182
Koopa Troopa Beach,Three Lap,No,Penev,PAL,1998-09-11,1M 38.63S,98.63,17
Koopa Troopa Beach,Three Lap,No,Penev,PAL,1998-09-28,1M 38.5S,98.5,1
Koopa Troopa Beach,Three Lap,No,Booth,NTSC,1998-09-29,1M 38.48S,98.47999999999999,3
Koopa Troopa Beach,Three Lap,No,Peter E,PAL,1998-10-02,1M 38.27S,98.27000000000001,93
Koopa Troopa Beach,Three Lap,No,Booth,NTSC,1999-01-03,1M 38.18S,98.18,31
Koopa Troopa Beach,Three Lap,No,Peter E,NTSC,1999-02-03,1M 37.92S,97.92,51
Koopa Troopa Beach,Three Lap,No,Peter E,NTSC,1999-03-26,1M 37.8S,97.8,73
Koopa Troopa Beach,Three Lap,No,Peter E,NTSC,1999-06-07,1M 37.62S,97.62,68
Koopa Troopa Beach,Three Lap,No,Penev,PAL,1999-08-14,1M 37.54S,97.53999999999999,46
Koopa Troopa Beach,Three Lap,No,Penev,PAL,1999-09-29,1M 37.53S,97.53,1
Koopa Troopa Beach,Three Lap,No,Penev,PAL,1999-09-30,1M 37.52S,97.52000000000001,0
Koopa Troopa Beach,Three Lap,No,Penev,PAL,1999-09-30,1M 37.49S,97.49000000000001,2
Koopa Troopa Beach,Three Lap,No,Penev,PAL,1999-10-02,1M 37.35S,97.35,1
Koopa Troopa Beach,Three Lap,No,Penev,PAL,1999-10-03,1M 37.32S,97.32,0
Koopa Troopa Beach,Three Lap,No,Penev,PAL,1999-10-03,1M 37.2S,97.2,0
Koopa Troopa Beach,Three Lap,No,Penev,PAL,1999-10-03,1M 37.06S,97.06,6
Koopa Troopa Beach,Three Lap,No,Penev,PAL,1999-10-09,1M 36.85S,96.85,133
Koopa Troopa Beach,Three Lap,No,Mike S,NTSC,2000-02-19,1M 36.84S,96.84,23
Koopa Troopa Beach,Three Lap,No,Mike S,NTSC,2000-03-13,1M 36.56S,96.56,209
Koopa Troopa Beach,Three Lap,No,Matt B,NTSC,2000-10-08,1M 36.14S,96.14,1121
Koopa Troopa Beach,Three Lap,No,MJ,PAL,2003-11-03,1M 36.13S,96.13,11
Koopa Troopa Beach,Three Lap,No,Troy,NTSC,2003-11-14,1M 36.11S,96.11,4
Koopa Troopa Beach,Three Lap,No,Troy,NTSC,2003-11-18,1M 36.05S,96.05,293
Koopa Troopa Beach,Three Lap,No,MJ,PAL,2004-09-06,1M 35.97S,95.97,124
Koopa Troopa Beach,Three Lap,No,Troy,NTSC,2005-01-08,1M 35.94S,95.94,31
Koopa Troopa Beach,Three Lap,No,MJ,PAL,2005-02-08,1M 35.91S,95.91,2224
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-09,1M 35.91S,95.91,4
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2
Koopa Troopa Beach,Three Lap,No,MJ,PAL,2011-03-15,1M 35.83S,95.83,313
Koopa Troopa Beach,Three Lap,No,MJ,PAL,2012-01-22,1M 35.67S,95.67,602
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2017-01-15,1M 35.61S,95.61,21
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2017-02-19,1M 35.6S,95.6,168
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2017-08-06,1M 35.53S,95.53,11
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52000000000001,98
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2017-11-23,1M 35.49S,95.49000000000001,44
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.47999999999999,57
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2018-03-04,1M 35.47S,95.47,1
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46000000000001,1
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2018-03-06,1M 35.45S,95.45,1
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2019-03-03,1M 35.43S,95.43,271
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2019-11-29,1M 35.41S,95.41,195
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2020-06-11,1M 35.37S,95.37,24
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2020-07-05,1M 35.36S,95.36,0
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2020-07-05,1M 35.31S,95.31,8
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2020-07-13,1M 35.29S,95.28999999999999,0
Koopa Troopa Beach,Three Lap,No,Dan,PAL,2020-07-13,1M 35.25S,95.25,228
Koopa Troopa Beach,Single Lap,No,Launspach,NTSC,1997-05-27,32.79S,32.79,95
Koopa Troopa Beach,Single Lap,No,Booth,NTSC,1997-08-30,32.09S,32.09,195
Koopa Troopa Beach,Single Lap,No,Booth,NTSC,1998-03-13,31.94S,31.94,196
Koopa Troopa Beach,Single Lap,No,Booth,NTSC,1998-09-25,31.76S,31.76,6
Koopa Troopa Beach,Single Lap,No,Penev,PAL,1998-10-01,31.74S,31.74,94
Koopa Troopa Beach,Single Lap,No,Booth,NTSC,1999-01-03,31.66S,31.66,31
Koopa Troopa Beach,Single Lap,No,Booth,NTSC,1999-02-03,31.64S,31.64,48
Koopa Troopa Beach,Single Lap,No,Peter E,NTSC,1999-03-23,31.59S,31.59,100
Koopa Troopa Beach,Single Lap,No,Penev,PAL,1999-06-17,31.59S,31.59,14
