category,medicine_name,therapeutic_area,common_name,active_substance,product_number,patient_safety,authorisation_status,atc_code,additional_monitoring,generic,biosimilar,conditional_approval,exceptional_circumstances,accelerated_assessment,orphan_medicine,marketing_authorisation_date,date_of_refusal_of_marketing_authorisation,marketing_authorisation_holder_company_name,pharmacotherapeutic_group,date_of_opinion,decision_date,revision_number,condition_indication,species,first_published,revision_date,url
human,Olanzapine Apotex,Schizophrenia;  Bipolar Disorder,olanzapine,olanzapine,001178,FALSE,authorised,N05AH03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2010-06-10,NA,Apotex Europe BV,"Psycholeptics,",NA,2023-03-08,13,"Olanzapine is indicated for the treatment of schizophrenia.Olanzapine is effective in maintaining the clinical improvement during continuation therapy in patients who have shown an initial treatment response.Olanzapine is indicated for the treatment of moderate to severe manic episode.In patients whose manic episode has responded to olanzapine treatment, olanzapine is indicated for the prevention of recurrence in patients with bipolar disorder.",NA,2017-02-07T10:34:00Z,2023-03-09T14:35:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/olanzapine-apotex
human,Rizmoic,Constipation,naldemedine,naldemedine tosilate,004256,FALSE,authorised,A06AH05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-02-18,NA,Shionogi B.V.,"Drugs for constipation, Peripheral opioid receptor antagonists",2018-12-13,2023-03-08,8,Rizmoic is indicated for the treatment of opioid-induced constipation (OIC) in adult patients who have previously been treated with a laxative.,NA,2019-03-01T17:38:00Z,2023-03-09T14:21:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/rizmoic
human,Rivaroxaban Mylan,Venous Thromboembolism;  Pulmonary Embolism;  Acute Coronary Syndrome;  Stroke;  Coronary Artery Disease;  Peripheral Arterial Disease;  Atrial Fibrillation,rivaroxaban,rivaroxaban,005600,FALSE,authorised,B01AF01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2021-11-12,NA,Mylan Ireland Limited,Antithrombotic agents,2021-09-16,2023-02-06,1,"Rivaroxaban Mylan co-administered with acetylsalicylic acid (ASA) alone or with ASA plus clopidogrel or ticlopidine, is indicated for the prevention of atherothrombotic events in adult patients after an acute coronary syndrome (ACS) with elevated cardiac biomarkers. Rivaroxaban Mylan co-administered with acetylsalicylic acid (ASA), is indicated for the prevention of atherothrombotic events in adult patients with coronary artery disease (CAD) or symptomatic peripheral artery disease (PAD) at high risk of ischaemic events. ------Prevention of venous thromboembolism (VTE) in adult patients undergoing elective hip or knee replacement surgery. Treatment of deep vein thrombosis (DVT) and pulmonary embolism (PE), and prevention of recurrent DVT and PE in adults.-------Adults Prevention of stroke and systemic embolism in adult   patients with non-valvular atrial fibrillation with one or more risk factors, such as congestive heart failure, hypertension, age ≥ 75 years, diabetes mellitus, prior stroke or transient ischaemic attack.Paediatric population Treatment of venous thromboembolism (VTE) and prevention of VTE recurrence in children and adolescents aged less than 18 years and weighing from 30 kg to 50 kg after at least 5 days of initial parenteral anticoagulation treatment.Paediatric population Treatment of venous thromboembolism (VTE) and prevention of VTE recurrence in children and adolescents aged less than 18 years and weighing more than 50 kg after at least 5 days of initial parenteral anticoagulation treatment. ",NA,2021-09-14T18:04:00Z,2023-03-09T12:38:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/rivaroxaban-mylan
human,Arava,"Arthritis, Rheumatoid;  Arthritis, Psoriatic",leflunomide,leflunomide,000235,FALSE,authorised,L04AA13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1999-09-02,NA,Sanofi-aventis Deutschland GmbH,Immunosuppressants,1999-05-20,2022-03-25,40,"Leflunomide is indicated for the treatment of adult patients with:active rheumatoid arthritis as a 'disease-modifying antirheumatic drug' (DMARD);active psoriatic arthritis.Recent or concurrent treatment with hepatotoxic or haematotoxic DMARDs (e.g. methotrexate) may result in an increased risk of serious adverse reactions; therefore, the initiation of leflunomide treatment has to be carefully considered regarding these benefit / risk aspects.Moreover, switching from leflunomide to another DMARD without following the washout procedure may also increase the risk of serious adverse reactions even for a long time after the switching.",NA,2018-04-09T02:00:00Z,2023-03-09T11:34:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/arava
human,Vimpat,Epilepsy,lacosamide,lacosamide,000863,FALSE,authorised,N03AX18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2008-08-29,NA,UCB Pharma SA,"Antiepileptics,",2008-06-26,2022-10-12,44,"Vimpat is indicated as monotherapy and adjunctive therapy in the treatment of partial-onset seizures with or without secondary generalisation in adults, adolescents and children from 4 years of age with epilepsy.",NA,2018-07-26T12:09:00Z,2023-03-08T18:25:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/vimpat
human,Stivarga,Colorectal Neoplasms,regorafenib,regorafenib,002573,FALSE,authorised,L01EX05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2013-08-26,NA,Bayer Pharma AG,"Antineoplastic agents, Protein kinase inhibitors",NA,2023-03-07,20,"Stivarga is indicated as monotherapy for the treatment of adult patients with:metastatic colorectal cancer (CRC) who have been previously treated with, or are not considered candidates for, available therapies - these include fluoropyrimidine-based chemotherapy, an anti-VEGF therapy and an anti-EGFR therapy;unresectable or metastatic gastrointestinal stromal tumors (GIST) who progressed on or are intolerant to prior treatment with imatinib and sunitinib;hepatocellular carcinoma (HCC) who have been previously treated with sorafenib.",NA,2018-06-25T12:23:00Z,2023-03-08T18:21:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/stivarga
human,Briviact (in Italy: Nubriveo),Epilepsy,brivaracetam,brivaracetam,003898,FALSE,authorised,N03AX23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016-01-13,NA,UCB Pharma SA,"Antiepileptics,",NA,2022-02-24,19,Briviact is indicated as adjunctive therapy in the treatment of partial-onset seizures with or without secondary generalisation in adult and adolescent patients from 16 years of age with epilepsy.,NA,2018-07-11T12:01:00Z,2023-03-08T18:12:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/briviact-italy-nubriveo
human,Evicel,"Hemostasis, Surgical","human fibrinogen, human thrombin","human fibrinogen, human thrombin",000898,FALSE,authorised,B02BC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2008-10-05,NA,Omrix Biopharmaceuticals N. V.,Antihemorrhagics,NA,2020-10-28,17,"Evicel is used as supportive treatment in surgery where standard surgical techniques are insufficient, for improvement of haemostasis.Evicel is also indicated as suture support for haemostasis in vascular surgery.",NA,2017-09-11T00:00:00Z,2023-03-08T14:37:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/evicel
human,Prevymis,Cytomegalovirus Infections,letermovir,letermovir,004536,FALSE,authorised,J05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2018-01-08,NA,Merck Sharp & Dohme B.V.,Antivirals for systemic use,2017-10-12,2023-03-07,14,Prevymis is indicated for prophylaxis of cytomegalovirus (CMV) reactivation and disease in adult CMV-seropositive recipients [R+] of an allogeneic haematopoietic stem cell transplant (HSCT).Consideration should be given to official guidance on the appropriate use of antiviral agents.,NA,2018-07-23T12:13:00Z,2023-03-08T14:19:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/prevymis
human,Abiraterone Krka,Prostatic Neoplasms,abiraterone acetate,abiraterone acetate,005649,FALSE,authorised,L02BX03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2021-06-24,NA,"Krka, d.d., Novo mesto",Endocrine therapy,2021-04-22,2022-11-23,2,Abiraterone Krka is indicated with prednisone or prednisolone for:the treatment of newly diagnosed high risk metastatic hormone sensitive prostate cancer (mHSPC) in adult men in combination with androgen deprivation therapy (ADT) (see section 5.1)the treatment of metastatic castration resistant prostate cancer (mCRPC) in adult men who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicated (see section 5.1)the treatment of mCRPC in adult men whose disease has progressed on or after a docetaxel-based chemotherapy regimen.,NA,2021-11-23T14:50:00Z,2023-03-08T14:17:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/abiraterone-krka
human,Fetcroja,Gram-Negative Bacterial Infections,cefiderocol,cefiderocol sulfate tosilate,004829,FALSE,authorised,J01D,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020-04-23,NA,Shionogi B.V.,"Antibacterials for systemic use,",NA,2023-03-07,5,"Fetcroja is indicated for the treatment of infections   due to aerobic Gram-negative organisms in adults with limited treatment options (see sections 4.2, 4.4 and 5.1).Consideration should be given to official guidance on the appropriate use of antibacterial agents.",NA,2020-04-29T15:25:00Z,2023-03-08T14:13:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/fetcroja
human,Senshio,Postmenopause,ospemifene,ospemifene,002780,FALSE,authorised,G03XC05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2015-01-14,NA,Shionogi B.V.,"Sex hormones and modulators of the genital system,",NA,2023-03-07,13,Senshio is indicated for the treatment of moderate to severe symptomatic vulvar and vaginal atrophy (VVA) in post-menopausal women.,NA,2017-09-13T09:31:00Z,2023-03-08T14:08:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/senshio
human,Mulpleo (previously Lusutrombopag Shionogi),Thrombocytopenia,lusutrombopag,lusutrombopag,004720,FALSE,authorised,B02BX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-02-18,NA,Shionogi B.V.,Antihemorrhagics,2018-12-13,2023-03-07,8,Mulpleo is indicated for the treatment of severe thrombocytopenia in adult patients with chronic liver disease undergoing invasive procedures,NA,2019-03-14T16:02:00Z,2023-03-08T13:10:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/mulpleo
human,Kauliv,"Osteoporosis;  Osteoporosis, Postmenopausal",teriparatide,teriparatide,004932,FALSE,authorised,H05AA02,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2023-01-12,NA,Strides Pharma (Cyprus) Limited,Calcium homeostasis,2022-11-10,NA,NA,"Kauliv is indicated in adults.Treatment of osteoporosis in postmenopausal women and in men at increased risk of fracture (see section 5.1). In postmenopausal women, a significant reduction in the incidence of vertebral and non-vertebral fractures but not hip fractures has been demonstrated.Treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at increased risk for fracture (see section 5.1).",NA,2022-07-18T14:16:00Z,2023-03-07T18:19:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/kauliv
human,Tecentriq,"Carcinoma, Transitional Cell;  Carcinoma, Non-Small-Cell Lung;  Urologic Neoplasms;  Breast Neoplasms;  Small Cell Lung Carcinoma",atezolizumab,atezolizumab,004143,FALSE,authorised,L01XC32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-09-20,NA,Roche Registration GmbH,Antineoplastic agents,2017-07-19,2023-02-09,21,"Urothelial carcinomaTecentriq as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma (UC):- after prior platinum containing chemotherapy, or - who are considered cisplatin ineligible, and whose tumours have a PD-L1 expression ≥ 5% (see section 5.1).Non-small cell lung cancer Tecentriq, in combination with bevacizumab, paclitaxel and carboplatin, is indicated for the first-line treatment of adult patients with metastatic non-squamous non small cell lung cancer (NSCLC). In patients with EGFR mutant or ALK-positive NSCLC, Tecentriq, in combination with bevacizumab, paclitaxel and carboplatin, is indicated only after failure of appropriate targeted therapies (see section 5.1).Tecentriq, in combination with nab paclitaxel and carboplatin, is indicated for the first line treatment of adult patients with metastatic non-squamous NSCLC who do not have EGFR mutant or ALK positive NSCLC (see section 5.1).Tecentriq as monotherapy is indicated for the first-line treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumours have a PD-L1 expression ≥ 50% tumour cells (TC) or ≥ 10% tumour-infiltrating immune cells (IC) and who do not have EGFR mutant or ALK-positive NSCLC (see section 5.1).Tecentriq as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic NSCLC after prior chemotherapy. Patients with EGFR mutant or ALK positive NSCLC should also have received targeted therapies before receiving Tecentriq (see section 5.1).Small cell lung cancerTecentriq, in combination with carboplatin and etoposide, is indicated for the first-line treatment of adult patients with extensive-stage small cell lung cancer (ES-SCLC) (see section 5.1).Hepatocellular carcinomaTecentriq, in combination with bevacizumab, is indicated for the treatment of adult patients with advanced or unresectable hepatocellular carcinoma (HCC) who have not received prior systemic therapy (see section 5.1).Urothelial carcinomaTecentriq as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma (UC):- after prior platinum containing chemotherapy, or- who are considered cisplatin ineligible, and whose tumours have a PD-L1 expression ≥ 5% (see section 5.1).Non-small cell lung cancerTecentriq as monotherapy is indicated for the first-line treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumours have a PD-L1 expression ≥ 50% tumour cells (TC) or ≥ 10% tumour-infiltrating immune cells (IC) and who do not have EGFR mutant or ALK-positive NSCLC (see section 5.1).Tecentriq as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic NSCLC after prior chemotherapy. Patients with EGFR mutant or ALK positive NSCLC should also have received targeted therapies before receiving Tecentriq (see section 5.1).Triple-negative breast cancerTecentriq in combination with nab-paclitaxel is indicated for the treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (TNBC) whose tumours have PD-L1 expression ≥ 1% and who have not received prior chemotherapy for metastatic disease.",NA,2018-08-09T12:01:00Z,2023-03-07T17:46:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/tecentriq
human,Paxlovid,COVID-19 virus infection,"nirmatrelvir, ritonavir","nirmatrelvir, ritonavir",005973,FALSE,authorised,J05AE30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-01-28,NA,Pfizer Europe MA EEIG,NA,2022-01-27,2023-02-24,10,Paxlovid is indicated for the treatment of coronavirus disease 2019 (COVID-19) in adults who do not require supplemental oxygen and who are at increased risk for progressing to severe COVID 19.,NA,2022-01-28T15:15:00Z,2023-03-07T17:30:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/paxlovid
human,Tevagrastim,Neutropenia;  Hematopoietic Stem Cell Transplantation;  Cancer,filgrastim,filgrastim,000827,FALSE,authorised,L03AA02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2008-09-15,NA,Teva GmbH,"Immunostimulants,",2008-07-24,2023-03-06,16,"Tevagrastim is indicated for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone-marrow transplantation considered to be at increased risk of prolonged severe neutropenia. The safety and efficacy of filgrastim are similar in adults and children receiving cytotoxic chemotherapy.Tevagrastim is indicated for the mobilisation of peripheral blood progenitor cells (PBPC).In patients, children or adults, with severe congenital, cyclic, or idiopathic neutropenia with an absolute neutrophil count (ANC) of 0.5 x 109/l, and a history of severe or recurrent infections, long term administration of Tevagrastim is indicated to increase neutrophil counts and to reduce the incidence and duration of infection-related events.Tevagrastim is indicated for the treatment of persistent neutropenia (ANC less than or equal to 1.0 x 109/l) in patients with advanced HIV infection, in order to reduce the risk of bacterial infections when other options to manage neutropenia are inappropriate.",NA,2018-05-31T00:09:00Z,2023-03-07T17:18:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/tevagrastim
human,Tecvayli,Multiple Myeloma,teclistamab,teclistamab,005865,FALSE,authorised,L01F,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2022-08-23,NA,Janssen-Cilag International N.V.,Antineoplastic agents,2022-07-21,NA,NA,"TECVAYLI is indicated as monotherapy for the treatment of adult patients with relapsed and refractory multiple myeloma, who have received at least three prior therapies, including an immunomodulatory agent, a proteasome inhibitor, and an anti-CD38 antibody and have demonstrated disease progression on the last therapy.",NA,2022-07-18T14:04:00Z,2023-03-07T16:03:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/tecvayli
