entity,code,year,human_food,animal_feed,processed
Algeria,DZA,2000,0,0,NA
Algeria,DZA,2001,0,0,NA
Algeria,DZA,2002,0,0,NA
Algeria,DZA,2003,0,1000,NA
Algeria,DZA,2004,0,44000,NA
Algeria,DZA,2005,0,0,NA
Algeria,DZA,2006,0,0,NA
Algeria,DZA,2007,0,0,NA
Algeria,DZA,2008,0,0,NA
Algeria,DZA,2009,0,0,NA
Algeria,DZA,2010,0,0,NA
Algeria,DZA,2011,0,0,NA
Algeria,DZA,2012,0,0,NA
Algeria,DZA,2013,0,0,NA
Americas,NA,1961,7000,96000,11656000
Americas,NA,1962,8000,139000,12463000
Americas,NA,1963,8000,146000,13653000
Americas,NA,1964,12000,113000,12849000
Americas,NA,1965,19000,130000,13989000
Americas,NA,1966,19000,141000,15714000
Americas,NA,1967,22000,147000,16375000
Americas,NA,1968,24000,294000,16914000
Americas,NA,1969,27000,290000,17953000
Americas,NA,1970,32000,160000,22182000
Americas,NA,1971,40000,258000,23291000
Americas,NA,1972,55000,247000,22957000
Americas,NA,1973,69000,299000,23900000
Americas,NA,1974,110000,256000,28282000
Americas,NA,1975,132000,249000,27175000
Americas,NA,1976,166000,304000,33340000
Americas,NA,1977,177000,415000,31959000
Americas,NA,1978,195000,430000,36839000
Americas,NA,1979,194000,436000,39799000
Americas,NA,1980,266000,461000,45904000
Americas,NA,1981,304000,466000,45477000
Americas,NA,1982,276000,446000,45575000
Americas,NA,1983,289000,548000,48198000
Americas,NA,1984,267000,771000,45739000
Americas,NA,1985,302000,678000,48885000
Americas,NA,1986,281000,841000,48721000
Americas,NA,1987,319000,954000,54552000
Americas,NA,1988,312000,1086000,54940000
Americas,NA,1989,351000,1352000,53705000
Americas,NA,1990,343000,1462000,56759000
Americas,NA,1991,297000,1402000,57109000
Americas,NA,1992,335000,1603000,62253000
Americas,NA,1993,367000,1656000,64334000
Americas,NA,1994,415000,1303000,67550000
Americas,NA,1995,466000,1291000,73346000
Americas,NA,1996,507000,1535000,73688000
Americas,NA,1997,486000,1843000,74210000
Americas,NA,1998,527000,1941000,86307000
Americas,NA,1999,516000,1983000,88298000
Americas,NA,2000,565000,2039000,88744000
Americas,NA,2001,597000,1780000,93909000
Americas,NA,2002,672000,1786000,97893000
Americas,NA,2003,685000,2498000,101406000
Americas,NA,2004,676000,4614000,106557000
Americas,NA,2005,716000,4268000,113083000
Americas,NA,2006,716000,4383000,117356000
Americas,NA,2007,763000,3068000,124096000
Americas,NA,2008,843000,4546000,115905000
Americas,NA,2009,805000,4305000,113574000
Americas,NA,2010,907000,4537000,124664000
Americas,NA,2011,949000,4862000,128559000
Americas,NA,2012,947000,4089000,122812000
Americas,NA,2013,970000,5599000,127032000
Angola,AGO,1961,0,NA,NA
Angola,AGO,1962,0,NA,NA
Angola,AGO,1963,0,NA,NA
Angola,AGO,1964,0,NA,NA
Angola,AGO,1965,0,NA,NA
Angola,AGO,1966,0,NA,NA
Angola,AGO,1967,0,NA,NA
Angola,AGO,1968,0,NA,NA
Angola,AGO,1969,0,NA,NA
Angola,AGO,1970,0,NA,NA
Angola,AGO,1971,0,NA,NA
Angola,AGO,1972,0,NA,NA
Angola,AGO,1973,0,NA,NA
Angola,AGO,1974,0,NA,NA
Angola,AGO,1975,0,NA,NA
Angola,AGO,1976,0,NA,NA
Angola,AGO,1977,0,NA,NA
Angola,AGO,1978,0,NA,NA
Angola,AGO,1979,0,NA,NA
Angola,AGO,1980,0,NA,NA
Angola,AGO,1981,0,NA,NA
Angola,AGO,1982,0,NA,NA
Angola,AGO,1983,0,NA,NA
Angola,AGO,1984,0,NA,NA
Angola,AGO,1985,0,NA,NA
Angola,AGO,1986,0,NA,NA
Angola,AGO,1987,0,NA,NA
Angola,AGO,1988,0,NA,NA
Angola,AGO,1989,0,NA,NA
Angola,AGO,1990,17000,NA,NA
Angola,AGO,1991,1000,NA,NA
Angola,AGO,1992,7000,NA,NA
Angola,AGO,1993,0,NA,NA
Angola,AGO,1994,0,NA,NA
Angola,AGO,1995,0,NA,NA
Angola,AGO,1996,0,NA,NA
Angola,AGO,1997,0,NA,NA
Angola,AGO,1998,0,NA,NA
Angola,AGO,1999,0,NA,NA
Angola,AGO,2000,1000,NA,NA
Angola,AGO,2001,1000,NA,NA
Angola,AGO,2002,1000,NA,NA
Angola,AGO,2003,2000,NA,NA
Angola,AGO,2004,2000,NA,NA
Angola,AGO,2005,2000,NA,NA
Angola,AGO,2006,6000,NA,NA
Angola,AGO,2007,9000,NA,NA
Angola,AGO,2008,15000,NA,NA
Angola,AGO,2009,6000,NA,NA
Angola,AGO,2010,6000,NA,NA
Angola,AGO,2011,8000,NA,NA
Angola,AGO,2012,6000,NA,NA
Angola,AGO,2013,11000,NA,NA
Antigua and Barbuda,ATG,1961,0,NA,NA
Antigua and Barbuda,ATG,1962,0,NA,NA
Antigua and Barbuda,ATG,1963,0,NA,NA
Antigua and Barbuda,ATG,1964,0,NA,NA
Antigua and Barbuda,ATG,1965,0,NA,NA
Antigua and Barbuda,ATG,1966,0,NA,NA
Antigua and Barbuda,ATG,1967,0,NA,NA
Antigua and Barbuda,ATG,1968,0,NA,NA
Antigua and Barbuda,ATG,1969,0,NA,NA
Antigua and Barbuda,ATG,1970,0,NA,NA
Antigua and Barbuda,ATG,1971,0,NA,NA
Antigua and Barbuda,ATG,1972,0,NA,NA
Antigua and Barbuda,ATG,1973,0,NA,NA
Antigua and Barbuda,ATG,1974,0,NA,NA
Antigua and Barbuda,ATG,1975,0,NA,NA
Antigua and Barbuda,ATG,1976,0,NA,NA
Antigua and Barbuda,ATG,1977,0,NA,NA
Antigua and Barbuda,ATG,1978,0,NA,NA
Antigua and Barbuda,ATG,1979,0,NA,NA
Antigua and Barbuda,ATG,1980,0,NA,NA
Antigua and Barbuda,ATG,1981,0,NA,NA
Antigua and Barbuda,ATG,1982,0,NA,NA
Antigua and Barbuda,ATG,1983,0,NA,NA
Antigua and Barbuda,ATG,1984,0,NA,NA
Antigua and Barbuda,ATG,1985,0,NA,NA
Antigua and Barbuda,ATG,1986,0,NA,NA
Antigua and Barbuda,ATG,1987,0,NA,NA
Antigua and Barbuda,ATG,1988,0,NA,NA
Antigua and Barbuda,ATG,1989,0,NA,NA
Antigua and Barbuda,ATG,1990,0,NA,NA
Antigua and Barbuda,ATG,1991,0,NA,NA
Antigua and Barbuda,ATG,1992,0,NA,NA
Antigua and Barbuda,ATG,1993,0,NA,NA
Antigua and Barbuda,ATG,1994,0,NA,NA
Antigua and Barbuda,ATG,1995,0,NA,NA
Antigua and Barbuda,ATG,1996,0,NA,NA
Antigua and Barbuda,ATG,1997,0,NA,NA
Antigua and Barbuda,ATG,1998,0,NA,NA
Antigua and Barbuda,ATG,1999,0,NA,NA
Antigua and Barbuda,ATG,2000,0,NA,NA
Antigua and Barbuda,ATG,2001,0,NA,NA
Antigua and Barbuda,ATG,2002,0,NA,NA
Antigua and Barbuda,ATG,2003,0,NA,NA
Antigua and Barbuda,ATG,2004,0,NA,NA
Antigua and Barbuda,ATG,2005,0,NA,NA
Antigua and Barbuda,ATG,2006,0,NA,NA
Antigua and Barbuda,ATG,2007,0,NA,NA
Antigua and Barbuda,ATG,2008,0,NA,NA
Antigua and Barbuda,ATG,2009,0,NA,NA
Antigua and Barbuda,ATG,2010,0,NA,NA
Antigua and Barbuda,ATG,2011,0,NA,NA
Antigua and Barbuda,ATG,2012,0,NA,NA
Antigua and Barbuda,ATG,2013,0,NA,NA
Argentina,ARG,1961,0,0,0
Argentina,ARG,1962,0,0,1000
Argentina,ARG,1963,0,0,8000
Argentina,ARG,1964,0,0,5000
Argentina,ARG,1965,0,0,5000
Argentina,ARG,1966,0,0,4000
Argentina,ARG,1967,0,0,2000
Argentina,ARG,1968,0,0,12000
Argentina,ARG,1969,0,0,13000
Argentina,ARG,1970,0,0,21000
Argentina,ARG,1971,0,0,32000
Argentina,ARG,1972,0,0,46000
Argentina,ARG,1973,0,0,164000
Argentina,ARG,1974,0,0,247000
Argentina,ARG,1975,0,0,499000
Argentina,ARG,1976,0,0,484000
Argentina,ARG,1977,0,0,568000
Argentina,ARG,1978,0,0,635000
Argentina,ARG,1979,0,0,693000
Argentina,ARG,1980,0,0,802000
Argentina,ARG,1981,0,0,1011000
Argentina,ARG,1982,0,0,1736000
Argentina,ARG,1983,0,0,2255000
Argentina,ARG,1984,0,0,3407000
Argentina,ARG,1985,0,0,3675000
Argentina,ARG,1986,0,0,4458000
Argentina,ARG,1987,0,0,5017000
Argentina,ARG,1988,0,0,6195000
Argentina,ARG,1989,0,0,5410000
Argentina,ARG,1990,0,0,6627000
Argentina,ARG,1991,0,0,7258000
Argentina,ARG,1992,0,0,8212000
Argentina,ARG,1993,0,0,8251000
Argentina,ARG,1994,0,0,8905000
Argentina,ARG,1995,0,0,9103000
Argentina,ARG,1996,0,0,10360000
Argentina,ARG,1997,0,0,10470000
Argentina,ARG,1998,0,0,15293000
Argentina,ARG,1999,0,0,17058000
Argentina,ARG,2000,0,0,17031000
Argentina,ARG,2001,0,0,18274000
Argentina,ARG,2002,0,0,21391000
Argentina,ARG,2003,0,0,24320000
Argentina,ARG,2004,0,0,24229000
Argentina,ARG,2005,0,390000,28529000
Argentina,ARG,2006,0,412000,32500000
Argentina,ARG,2007,0,497000,36268000
Argentina,ARG,2008,0,491000,31709000
Argentina,ARG,2009,0,318000,30307000
Argentina,ARG,2010,0,527000,36825000
Argentina,ARG,2011,0,489000,37340000
Argentina,ARG,2012,0,401000,33333000
Argentina,ARG,2013,0,986000,34041000
Armenia,ARM,1992,0,0,NA
Armenia,ARM,1993,0,0,NA
Armenia,ARM,1994,0,0,NA
Armenia,ARM,1995,0,20000,NA
Armenia,ARM,1996,0,17000,NA
Armenia,ARM,1997,0,0,NA
Armenia,ARM,1998,0,0,NA
Armenia,ARM,1999,0,0,NA
Armenia,ARM,2000,0,0,NA
Armenia,ARM,2001,0,0,NA
Armenia,ARM,2002,0,0,NA
Armenia,ARM,2003,0,1000,NA
Armenia,ARM,2004,0,2000,NA
Armenia,ARM,2005,0,1000,NA
Armenia,ARM,2006,0,0,NA
Armenia,ARM,2007,0,0,NA
Armenia,ARM,2008,0,0,NA
Armenia,ARM,2009,0,6000,NA
Armenia,ARM,2010,0,0,NA
Armenia,ARM,2011,0,0,NA
Armenia,ARM,2012,0,0,NA
Armenia,ARM,2013,0,0,NA
Asia,NA,1961,4112000,191000,3033000
Asia,NA,1962,4181000,205000,3188000
Asia,NA,1963,4525000,225000,3549000
Asia,NA,1964,4752000,263000,3693000
Asia,NA,1965,4278000,284000,3831000
Asia,NA,1966,5367000,426000,4368000
Asia,NA,1967,5623000,403000,4544000
Asia,NA,1968,5481000,373000,4608000
Asia,NA,1969,5335000,331000,4998000
Asia,NA,1970,5804000,302000,5871000
Asia,NA,1971,6002000,473000,5810000
Asia,NA,1972,5442000,303000,5840000
Asia,NA,1973,6149000,367000,5980000
Asia,NA,1974,5789000,301000,6382000
Asia,NA,1975,5676000,293000,6464000
Asia,NA,1976,5570000,358000,6769000
Asia,NA,1977,5446000,365000,7260000
Asia,NA,1978,5567000,320000,8360000
Asia,NA,1979,5633000,335000,8827000
Asia,NA,1980,6070000,456000,9131000
Asia,NA,1981,6198000,486000,10229000
Asia,NA,1982,6007000,446000,11167000
Asia,NA,1983,5922000,479000,11736000
Asia,NA,1984,5954000,520000,11831000
Asia,NA,1985,5808000,846000,12665000
Asia,NA,1986,6383000,633000,13600000
Asia,NA,1987,6637000,606000,14015000
Asia,NA,1988,6791000,643000,14649000
Asia,NA,1989,6411000,574000,15039000
Asia,NA,1990,6686000,483000,15617000
Asia,NA,1991,5882000,488000,15811000
Asia,NA,1992,6706000,441000,16734000
Asia,NA,1993,7774000,1095000,20687000
Asia,NA,1994,8904000,1172000,20331000
Asia,NA,1995,7977000,777000,21307000
Asia,NA,1996,8128000,529000,23843000
Asia,NA,1997,9501000,464000,25551000
Asia,NA,1998,8021000,545000,27890000
Asia,NA,1999,6943000,1619000,30093000
Asia,NA,2000,7482000,2223000,32817000
Asia,NA,2001,7369000,2874000,36859000
Asia,NA,2002,6952000,2278000,38624000
Asia,NA,2003,7160000,3260000,45637000
Asia,NA,2004,7282000,3908000,46208000
Asia,NA,2005,7801000,3359000,51542000
Asia,NA,2006,7766000,3503000,53652000
Asia,NA,2007,7853000,3720000,58608000
Asia,NA,2008,7763000,3943000,59169000
Asia,NA,2009,7996000,5285000,63283000
Asia,NA,2010,8324000,9535000,74199000
Asia,NA,2011,8177000,6472000,78276000
Asia,NA,2012,8677000,7524000,82418000
Asia,NA,2013,8667000,10017000,80582000
"Asia, Central",NA,1992,0,2000,34000
"Asia, Central",NA,1993,0,1000,31000
"Asia, Central",NA,1994,0,5000,36000
"Asia, Central",NA,1995,0,3000,40000
"Asia, Central",NA,1996,0,2000,16000
"Asia, Central",NA,1997,0,9000,125000
"Asia, Central",NA,1998,0,7000,126000
"Asia, Central",NA,1999,0,7000,34000
"Asia, Central",NA,2000,0,9000,69000
"Asia, Central",NA,2001,0,9000,62000
"Asia, Central",NA,2002,0,101000,34000
"Asia, Central",NA,2003,0,8000,27000
"Asia, Central",NA,2004,0,6000,14000
"Asia, Central",NA,2005,0,5000,67000
"Asia, Central",NA,2006,0,3000,112000
"Asia, Central",NA,2007,0,2000,160000
"Asia, Central",NA,2008,0,2000,86000
"Asia, Central",NA,2009,0,41000,56000
"Asia, Central",NA,2010,1000,84000,31000
"Asia, Central",NA,2011,0,94000,36000
"Asia, Central",NA,2012,1000,102000,56000
"Asia, Central",NA,2013,1000,122000,75000
Australia,AUS,1961,0,0,0
Australia,AUS,1962,0,0,0
Australia,AUS,1963,0,0,1000
Australia,AUS,1964,0,1000,2000
Australia,AUS,1965,0,2000,5000
Australia,AUS,1966,0,21000,1000
Australia,AUS,1967,0,2000,1000
Australia,AUS,1968,0,4000,1000
Australia,AUS,1969,0,0,1000
Australia,AUS,1970,0,0,4000
Australia,AUS,1971,0,0,13000
Australia,AUS,1972,0,8000,22000
Australia,AUS,1973,0,0,24000
Australia,AUS,1974,0,29000,61000
Australia,AUS,1975,0,21000,57000
Australia,AUS,1976,0,0,13000
Australia,AUS,1977,0,22000,50000
Australia,AUS,1978,0,27000,60000
Australia,AUS,1979,0,21000,64000
Australia,AUS,1980,0,25000,63000
Australia,AUS,1981,0,32000,75000
Australia,AUS,1982,1000,24000,57000
Australia,AUS,1983,1000,21000,50000
Australia,AUS,1984,1000,22000,82000
Australia,AUS,1985,1000,32000,97000
Australia,AUS,1986,1000,19000,69000
Australia,AUS,1987,1000,14000,59000
Australia,AUS,1988,1000,23000,65000
Australia,AUS,1989,1000,61000,137000
Australia,AUS,1990,1000,18000,53000
Australia,AUS,1991,1000,35000,93000
Australia,AUS,1992,1000,36000,82000
Australia,AUS,1993,1000,24000,69000
Australia,AUS,1994,1000,33000,85000
Australia,AUS,1995,2000,29000,85000
Australia,AUS,1996,2000,181000,75000
Australia,AUS,1997,2000,165000,84000
Australia,AUS,1998,2000,12000,49000
Australia,AUS,1999,2000,45000,116000
Australia,AUS,2000,2000,162000,91000
Australia,AUS,2001,2000,44000,39000
Australia,AUS,2002,2000,3000,53000
Australia,AUS,2003,3000,19000,75000
Australia,AUS,2004,3000,76000,57000
Australia,AUS,2005,3000,142000,45000
Australia,AUS,2006,3000,74000,49000
Australia,AUS,2007,3000,6000,37000
Australia,AUS,2008,3000,2000,30000
Australia,AUS,2009,3000,2000,68000
Australia,AUS,2010,4000,1000,53000
Australia,AUS,2011,4000,1000,26000
Australia,AUS,2012,4000,11000,78000
Australia,AUS,2013,4000,3000,77000
Australia & New Zealand,NA,1961,0,0,0
Australia & New Zealand,NA,1962,0,0,0
Australia & New Zealand,NA,1963,0,0,1000
Australia & New Zealand,NA,1964,0,1000,2000
Australia & New Zealand,NA,1965,0,2000,5000
Australia & New Zealand,NA,1966,0,21000,1000
Australia & New Zealand,NA,1967,0,2000,1000
Australia & New Zealand,NA,1968,0,4000,1000
Australia & New Zealand,NA,1969,0,0,1000
Australia & New Zealand,NA,1970,0,0,4000
Australia & New Zealand,NA,1971,0,0,13000
Australia & New Zealand,NA,1972,0,8000,22000
Australia & New Zealand,NA,1973,0,0,24000
Australia & New Zealand,NA,1974,3000,29000,61000
Australia & New Zealand,NA,1975,1000,21000,57000
Australia & New Zealand,NA,1976,1000,0,13000
Australia & New Zealand,NA,1977,1000,22000,50000
Australia & New Zealand,NA,1978,1000,27000,60000
Australia & New Zealand,NA,1979,1000,21000,64000
Australia & New Zealand,NA,1980,1000,25000,63000
Australia & New Zealand,NA,1981,1000,32000,75000
Australia & New Zealand,NA,1982,1000,24000,57000
Australia & New Zealand,NA,1983,1000,21000,50000
Australia & New Zealand,NA,1984,1000,22000,82000
Australia & New Zealand,NA,1985,1000,32000,97000
Australia & New Zealand,NA,1986,1000,19000,69000
Australia & New Zealand,NA,1987,1000,14000,59000
Australia & New Zealand,NA,1988,1000,23000,65000
Australia & New Zealand,NA,1989,2000,61000,137000
Australia & New Zealand,NA,1990,2000,18000,53000
Australia & New Zealand,NA,1991,2000,35000,93000
Australia & New Zealand,NA,1992,2000,36000,82000
Australia & New Zealand,NA,1993,2000,24000,69000
Australia & New Zealand,NA,1994,2000,33000,85000
Australia & New Zealand,NA,1995,3000,29000,85000
Australia & New Zealand,NA,1996,3000,181000,75000
Australia & New Zealand,NA,1997,3000,165000,84000
Australia & New Zealand,NA,1998,3000,12000,49000
Australia & New Zealand,NA,1999,3000,45000,116000
Australia & New Zealand,NA,2000,3000,162000,91000
Australia & New Zealand,NA,2001,3000,44000,39000
Australia & New Zealand,NA,2002,3000,3000,53000
Australia & New Zealand,NA,2003,4000,19000,75000
Australia & New Zealand,NA,2004,4000,76000,57000
Australia & New Zealand,NA,2005,4000,142000,45000
Australia & New Zealand,NA,2006,4000,74000,49000
Australia & New Zealand,NA,2007,5000,6000,37000
Australia & New Zealand,NA,2008,5000,2000,30000
Australia & New Zealand,NA,2009,5000,2000,68000
Australia & New Zealand,NA,2010,6000,1000,53000
Australia & New Zealand,NA,2011,5000,1000,26000
Australia & New Zealand,NA,2012,6000,11000,78000
Australia & New Zealand,NA,2013,6000,3000,77000
Austria,AUT,1961,0,0,0
Austria,AUT,1962,0,0,0
Austria,AUT,1963,0,0,0
Austria,AUT,1964,0,0,0
Austria,AUT,1965,0,0,0
Austria,AUT,1966,0,0,0
Austria,AUT,1967,0,0,0
Austria,AUT,1968,0,0,0
Austria,AUT,1969,0,0,0
Austria,AUT,1970,0,0,0
Austria,AUT,1971,0,0,0
Austria,AUT,1972,0,0,0
Austria,AUT,1973,0,0,0
Austria,AUT,1974,0,0,0
Austria,AUT,1975,0,0,0
Austria,AUT,1976,0,0,0
Austria,AUT,1977,0,0,0
Austria,AUT,1978,0,0,0
Austria,AUT,1979,0,1000,0
Austria,AUT,1980,0,0,0
Austria,AUT,1981,0,1000,0
Austria,AUT,1982,0,1000,0
Austria,AUT,1983,0,1000,0
Austria,AUT,1984,0,1000,0
Austria,AUT,1985,0,1000,0
Austria,AUT,1986,0,2000,0
Austria,AUT,1987,0,3000,0
Austria,AUT,1988,0,15000,0
Austria,AUT,1989,4000,9000,0
Austria,AUT,1990,3000,17000,0
Austria,AUT,1991,3000,38000,0
Austria,AUT,1992,3000,72000,2000
Austria,AUT,1993,5000,93000,7000
Austria,AUT,1994,3000,35000,13000
Austria,AUT,1995,6000,20000,14000
Austria,AUT,1996,5000,20000,8000
Austria,AUT,1997,7000,26000,11000
Austria,AUT,1998,5000,29000,14000
Austria,AUT,1999,5000,4000,18000
Austria,AUT,2000,7000,2000,21000
Austria,AUT,2001,10000,21000,17000
Austria,AUT,2002,9000,16000,20000
Austria,AUT,2003,9000,10000,21000
Austria,AUT,2004,5000,15000,18000
Austria,AUT,2005,8000,13000,30000
Austria,AUT,2006,10000,21000,45000
Austria,AUT,2007,12000,31000,62000
Austria,AUT,2008,12000,36000,80000
Austria,AUT,2009,14000,101000,9000
Austria,AUT,2010,14000,132000,17000
Austria,AUT,2011,15000,99000,26000
Austria,AUT,2012,15000,81000,36000
Austria,AUT,2013,17000,80000,43000
Azerbaijan,AZE,1992,0,0,NA
Azerbaijan,AZE,1993,0,0,NA
Azerbaijan,AZE,1994,0,0,NA
Azerbaijan,AZE,1995,0,0,NA
Azerbaijan,AZE,1996,0,0,NA
Azerbaijan,AZE,1997,0,0,NA
Azerbaijan,AZE,1998,0,0,NA
Azerbaijan,AZE,1999,0,0,NA
Azerbaijan,AZE,2000,0,0,NA
Azerbaijan,AZE,2001,0,0,NA
Azerbaijan,AZE,2002,0,0,NA
Azerbaijan,AZE,2003,0,19000,NA
Azerbaijan,AZE,2004,0,0,NA
Azerbaijan,AZE,2005,0,0,NA
Azerbaijan,AZE,2006,0,10000,NA
Azerbaijan,AZE,2007,0,6000,NA
Azerbaijan,AZE,2008,0,2000,NA
Azerbaijan,AZE,2009,0,9000,NA
Azerbaijan,AZE,2010,0,14000,NA
Azerbaijan,AZE,2011,0,9000,NA
Azerbaijan,AZE,2012,0,10000,NA
Azerbaijan,AZE,2013,0,11000,NA
Bahamas,BHS,1961,0,NA,NA
Bahamas,BHS,1962,0,NA,NA
Bahamas,BHS,1963,0,NA,NA
Bahamas,BHS,1964,0,NA,NA
Bahamas,BHS,1965,0,NA,NA
Bahamas,BHS,1966,0,NA,NA
Bahamas,BHS,1967,0,NA,NA
Bahamas,BHS,1968,0,NA,NA
Bahamas,BHS,1969,0,NA,NA
Bahamas,BHS,1970,0,NA,NA
Bahamas,BHS,1971,0,NA,NA
Bahamas,BHS,1972,0,NA,NA
Bahamas,BHS,1973,0,NA,NA
Bahamas,BHS,1974,0,NA,NA
Bahamas,BHS,1975,0,NA,NA
Bahamas,BHS,1976,0,NA,NA
Bahamas,BHS,1977,0,NA,NA
Bahamas,BHS,1978,0,NA,NA
Bahamas,BHS,1979,0,NA,NA
Bahamas,BHS,1980,0,NA,NA
Bahamas,BHS,1981,0,NA,NA
Bahamas,BHS,1982,0,NA,NA
Bahamas,BHS,1983,0,NA,NA
Bahamas,BHS,1984,0,NA,NA
Bahamas,BHS,1985,0,NA,NA
Bahamas,BHS,1986,0,NA,NA
Bahamas,BHS,1987,0,NA,NA
