issue,costume,character,speech,thought,narrative,depicted
97,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
97,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
97,Non-Costume,Moira MacTaggert (scientist helper)*,7,0,0,4
97,Non-Costume,Havok = Alex Summers,8,0,0,7
97,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
97,Non-Costume,Forge = Name Unknown*,0,0,0,0
97,Non-Costume,Gambit = Name Unknown,0,0,0,0
98,Costume,Editor narration,0,0,0,0
98,Costume,Omnipresent narration,0,0,0,0
98,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
98,Costume,Wolverine = Logan,11,0,0,19
98,Costume,Cyclops = Scott Summers,17,0,0,8
98,Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
98,Costume,Storm = Ororo Munroe,12,3,0,13
98,Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,2
98,Costume,Nightcrawler = Kurt Wagner,3,0,0,5
98,Costume,Banshee = Sean Cassidy,24,0,0,20
98,Costume,Angel = Warren Worthington,0,0,0,0
98,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
98,Costume,Magneto = Erik Magnus*,0,0,0,0
98,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
98,Costume,Rogue = Name Unknown,0,0,0,0
98,Costume,Mystique = Name Unknown*,0,0,0,0
98,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
98,Costume,Longshot = (unknown real name),0,0,0,0
98,Costume,Dazzler = Alison Blaire,0,0,0,0
98,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
98,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
98,Costume,Havok = Alex Summers,0,0,0,0
98,Costume,Jubilee = Jubilation Lee,0,0,0,0
98,Costume,Forge = Name Unknown*,0,0,0,0
98,Costume,Gambit = Name Unknown,0,0,0,0
98,Non-Costume,Editor narration,0,0,2,0
98,Non-Costume,Omnipresent narration,0,0,27,0
98,Non-Costume,Professor X = Charles Xavier (no costume)*,7,2,0,14
98,Non-Costume,Wolverine = Logan,13,0,0,12
98,Non-Costume,Cyclops = Scott Summers,31,4,0,26
98,Non-Costume,Marvel Girl/Phoenix = Jean Grey,45,0,0,43
98,Non-Costume,Storm = Ororo Munroe,3,0,0,6
98,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,3
98,Non-Costume,Nightcrawler = Kurt Wagner,2,0,0,3
98,Non-Costume,Banshee = Sean Cassidy,4,0,0,3
98,Non-Costume,Angel = Warren Worthington,0,0,0,0
98,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
98,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
98,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
98,Non-Costume,Rogue = Name Unknown,0,0,0,0
98,Non-Costume,Mystique = Name Unknown*,0,0,0,0
98,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
98,Non-Costume,Longshot = (unknown real name),0,0,0,0
98,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
98,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
98,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,3
98,Non-Costume,Havok = Alex Summers,0,0,0,0
98,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
98,Non-Costume,Forge = Name Unknown*,0,0,0,0
98,Non-Costume,Gambit = Name Unknown,0,0,0,0
99,Costume,Editor narration,0,0,0,0
99,Costume,Omnipresent narration,0,0,0,0
99,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
99,Costume,Wolverine = Logan,0,0,0,5
99,Costume,Cyclops = Scott Summers,30,3,0,27
99,Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
99,Costume,Storm = Ororo Munroe,13,12,0,19
99,Costume,Colossus = Peter (Piotr) Rasputin,27,2,0,27
99,Costume,Nightcrawler = Kurt Wagner,25,5,0,27
99,Costume,Banshee = Sean Cassidy,1,0,0,7
99,Costume,Angel = Warren Worthington,0,0,0,0
99,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
99,Costume,Magneto = Erik Magnus*,0,0,0,0
99,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
99,Costume,Rogue = Name Unknown,0,0,0,0
99,Costume,Mystique = Name Unknown*,0,0,0,0
99,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
99,Costume,Longshot = (unknown real name),0,0,0,0
99,Costume,Dazzler = Alison Blaire,0,0,0,0
99,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
99,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
99,Costume,Havok = Alex Summers,0,0,0,0
99,Costume,Jubilee = Jubilation Lee,0,0,0,0
99,Costume,Forge = Name Unknown*,0,0,0,0
99,Costume,Gambit = Name Unknown,0,0,0,0
99,Non-Costume,Editor narration,0,0,1,0
99,Non-Costume,Omnipresent narration,0,0,28,0
99,Non-Costume,Professor X = Charles Xavier (no costume)*,0,0,0,2
99,Non-Costume,Wolverine = Logan,0,0,0,0
99,Non-Costume,Cyclops = Scott Summers,0,0,0,0
99,Non-Costume,Marvel Girl/Phoenix = Jean Grey,9,0,0,10
99,Non-Costume,Storm = Ororo Munroe,0,0,0,0
99,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,0
99,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
99,Non-Costume,Banshee = Sean Cassidy,0,0,0,0
99,Non-Costume,Angel = Warren Worthington,0,0,0,0
99,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
99,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
99,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
99,Non-Costume,Rogue = Name Unknown,0,0,0,0
99,Non-Costume,Mystique = Name Unknown*,0,0,0,0
99,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
99,Non-Costume,Longshot = (unknown real name),0,0,0,0
99,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
99,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
99,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
99,Non-Costume,Havok = Alex Summers,0,0,0,0
99,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
99,Non-Costume,Forge = Name Unknown*,0,0,0,0
99,Non-Costume,Gambit = Name Unknown,0,0,0,0
100,Costume,Editor narration,0,0,0,0
100,Costume,Omnipresent narration,0,0,0,0
100,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
100,Costume,Wolverine = Logan,31,3,0,25
100,Costume,Cyclops = Scott Summers,22,0,0,18
100,Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
100,Costume,Storm = Ororo Munroe,12,5,0,13
100,Costume,Colossus = Peter (Piotr) Rasputin,17,4,0,14
100,Costume,Nightcrawler = Kurt Wagner,17,2,0,15
100,Costume,Banshee = Sean Cassidy,11,0,0,8
100,Costume,Angel = Warren Worthington,0,0,0,0
100,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
100,Costume,Magneto = Erik Magnus*,0,0,0,0
100,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
100,Costume,Rogue = Name Unknown,0,0,0,0
100,Costume,Mystique = Name Unknown*,0,0,0,0
100,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
100,Costume,Longshot = (unknown real name),0,0,0,0
100,Costume,Dazzler = Alison Blaire,0,0,0,0
100,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
100,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
100,Costume,Havok = Alex Summers,0,0,0,0
100,Costume,Jubilee = Jubilation Lee,0,0,0,0
100,Costume,Forge = Name Unknown*,0,0,0,0
100,Costume,Gambit = Name Unknown,0,0,0,0
100,Non-Costume,Editor narration,0,0,2,0
100,Non-Costume,Omnipresent narration,0,0,5,0
100,Non-Costume,Professor X = Charles Xavier (no costume)*,0,0,0,5
100,Non-Costume,Wolverine = Logan,0,0,0,0
100,Non-Costume,Cyclops = Scott Summers,0,0,0,0
100,Non-Costume,Marvel Girl/Phoenix = Jean Grey,31,14,0,24
100,Non-Costume,Storm = Ororo Munroe,0,0,0,0
100,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,0
100,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
100,Non-Costume,Banshee = Sean Cassidy,0,0,0,0
100,Non-Costume,Angel = Warren Worthington,0,0,0,0
100,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
100,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
100,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
100,Non-Costume,Rogue = Name Unknown,0,0,0,0
100,Non-Costume,Mystique = Name Unknown*,0,0,0,0
100,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
100,Non-Costume,Longshot = (unknown real name),0,0,0,0
100,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
100,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
100,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
100,Non-Costume,Havok = Alex Summers,0,0,0,0
100,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
100,Non-Costume,Forge = Name Unknown*,0,0,0,0
100,Non-Costume,Gambit = Name Unknown,0,0,0,0
101,Costume,Editor narration,0,0,0,0
101,Costume,Omnipresent narration,0,0,0,0
101,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
101,Costume,Wolverine = Logan,2,0,0,5
101,Costume,Cyclops = Scott Summers,12,2,0,10
101,Costume,Marvel Girl/Phoenix = Jean Grey,8,0,0,5
101,Costume,Storm = Ororo Munroe,1,3,0,8
101,Costume,Colossus = Peter (Piotr) Rasputin,3,0,0,7
101,Costume,Nightcrawler = Kurt Wagner,8,0,0,9
101,Costume,Banshee = Sean Cassidy,2,0,0,7
101,Costume,Angel = Warren Worthington,0,0,0,0
101,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
101,Costume,Magneto = Erik Magnus*,0,0,0,0
101,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
101,Costume,Rogue = Name Unknown,0,0,0,0
101,Costume,Mystique = Name Unknown*,0,0,0,0
101,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
101,Costume,Longshot = (unknown real name),0,0,0,0
101,Costume,Dazzler = Alison Blaire,0,0,0,0
101,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
101,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
101,Costume,Havok = Alex Summers,0,0,0,0
101,Costume,Jubilee = Jubilation Lee,0,0,0,0
101,Costume,Forge = Name Unknown*,0,0,0,0
101,Costume,Gambit = Name Unknown,0,0,0,0
101,Non-Costume,Editor narration,0,0,2,0
101,Non-Costume,Omnipresent narration,0,0,56,0
101,Non-Costume,Professor X = Charles Xavier (no costume)*,22,0,0,17
101,Non-Costume,Wolverine = Logan,11,8,0,19
101,Non-Costume,Cyclops = Scott Summers,7,8,0,8
101,Non-Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,1
101,Non-Costume,Storm = Ororo Munroe,28,1,0,29
101,Non-Costume,Colossus = Peter (Piotr) Rasputin,2,0,0,15
101,Non-Costume,Nightcrawler = Kurt Wagner,19,5,0,22
101,Non-Costume,Banshee = Sean Cassidy,30,0,0,21
101,Non-Costume,Angel = Warren Worthington,0,0,0,0
101,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
101,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
101,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
101,Non-Costume,Rogue = Name Unknown,0,0,0,0
101,Non-Costume,Mystique = Name Unknown*,0,0,0,0
101,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
101,Non-Costume,Longshot = (unknown real name),0,0,0,0
101,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
101,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
101,Non-Costume,Moira MacTaggert (scientist helper)*,3,0,0,8
101,Non-Costume,Havok = Alex Summers,0,0,0,0
101,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
101,Non-Costume,Forge = Name Unknown*,0,0,0,0
101,Non-Costume,Gambit = Name Unknown,0,0,0,0
102,Costume,Editor narration,0,0,0,0
102,Costume,Omnipresent narration,0,0,0,0
102,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
102,Costume,Wolverine = Logan,10,0,0,16
102,Costume,Cyclops = Scott Summers,0,0,0,0
102,Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
102,Costume,Storm = Ororo Munroe,8,10,0,21
102,Costume,Colossus = Peter (Piotr) Rasputin,13,0,0,17
102,Costume,Nightcrawler = Kurt Wagner,14,8,0,26
102,Costume,Banshee = Sean Cassidy,4,6,0,13
102,Costume,Angel = Warren Worthington,0,0,0,0
102,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
102,Costume,Magneto = Erik Magnus*,0,0,0,0
102,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
102,Costume,Rogue = Name Unknown,0,0,0,0
102,Costume,Mystique = Name Unknown*,0,0,0,0
102,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
102,Costume,Longshot = (unknown real name),0,0,0,0
102,Costume,Dazzler = Alison Blaire,0,0,0,0
102,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
102,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
102,Costume,Havok = Alex Summers,0,0,0,0
102,Costume,Jubilee = Jubilation Lee,0,0,0,0
102,Costume,Forge = Name Unknown*,0,0,0,0
102,Costume,Gambit = Name Unknown,0,0,0,0
102,Non-Costume,Editor narration,0,0,0,0
102,Non-Costume,Omnipresent narration,0,0,33,0
102,Non-Costume,Professor X = Charles Xavier (no costume)*,12,3,0,12
102,Non-Costume,Wolverine = Logan,0,0,0,0
102,Non-Costume,Cyclops = Scott Summers,8,0,0,8
102,Non-Costume,Marvel Girl/Phoenix = Jean Grey,7,0,0,5
102,Non-Costume,Storm = Ororo Munroe,2,0,0,15
102,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,0
102,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
102,Non-Costume,Banshee = Sean Cassidy,0,0,0,0
102,Non-Costume,Angel = Warren Worthington,0,0,0,0
102,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
102,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
102,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
102,Non-Costume,Rogue = Name Unknown,0,0,0,0
102,Non-Costume,Mystique = Name Unknown*,0,0,0,0
102,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
102,Non-Costume,Longshot = (unknown real name),0,0,0,0
102,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
102,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
102,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
102,Non-Costume,Havok = Alex Summers,0,0,0,0
102,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
102,Non-Costume,Forge = Name Unknown*,0,0,0,0
102,Non-Costume,Gambit = Name Unknown,0,0,0,0
103,Costume,Editor narration,0,0,1,0
103,Costume,Omnipresent narration,0,0,24,0
103,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
103,Costume,Wolverine = Logan,19,0,0,22
103,Costume,Cyclops = Scott Summers,0,0,0,0
103,Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
103,Costume,Storm = Ororo Munroe,12,4,0,22
103,Costume,Colossus = Peter (Piotr) Rasputin,12,0,0,20
103,Costume,Nightcrawler = Kurt Wagner,29,0,0,28
103,Costume,Banshee = Sean Cassidy,10,2,0,21
103,Costume,Angel = Warren Worthington,0,0,0,0
103,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
103,Costume,Magneto = Erik Magnus*,0,0,0,0
103,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
103,Costume,Rogue = Name Unknown,0,0,0,0
103,Costume,Mystique = Name Unknown*,0,0,0,0
103,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
103,Costume,Longshot = (unknown real name),0,0,0,0
103,Costume,Dazzler = Alison Blaire,0,0,0,0
103,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
103,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
103,Costume,Havok = Alex Summers,0,0,0,0
103,Costume,Jubilee = Jubilation Lee,0,0,0,0
103,Costume,Forge = Name Unknown*,0,0,0,0
103,Costume,Gambit = Name Unknown,0,0,0,0
103,Non-Costume,Editor narration,0,0,0,0
103,Non-Costume,Omnipresent narration,0,0,0,0
103,Non-Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
103,Non-Costume,Wolverine = Logan,0,0,0,0
103,Non-Costume,Cyclops = Scott Summers,0,0,0,0
103,Non-Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
103,Non-Costume,Storm = Ororo Munroe,0,0,0,0
103,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,0
103,Non-Costume,Nightcrawler = Kurt Wagner,9,0,0,8
103,Non-Costume,Banshee = Sean Cassidy,0,0,0,0
103,Non-Costume,Angel = Warren Worthington,0,0,0,0
103,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
103,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
103,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
103,Non-Costume,Rogue = Name Unknown,0,0,0,0
103,Non-Costume,Mystique = Name Unknown*,0,0,0,0
103,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
103,Non-Costume,Longshot = (unknown real name),0,0,0,0
103,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
103,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
103,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
103,Non-Costume,Havok = Alex Summers,0,0,0,0
103,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
103,Non-Costume,Forge = Name Unknown*,0,0,0,0
103,Non-Costume,Gambit = Name Unknown,0,0,0,0
104,Costume,Editor narration,0,0,5,0
104,Costume,Omnipresent narration,0,0,20,0
104,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
104,Costume,Wolverine = Logan,13,2,0,18
104,Costume,Cyclops = Scott Summers,32,1,0,20
104,Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
104,Costume,Storm = Ororo Munroe,7,0,0,19
104,Costume,Colossus = Peter (Piotr) Rasputin,9,8,0,24
104,Costume,Nightcrawler = Kurt Wagner,8,2,0,20
104,Costume,Banshee = Sean Cassidy,30,2,0,28
104,Costume,Angel = Warren Worthington,0,0,0,0
104,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
104,Costume,Magneto = Erik Magnus*,33,0,0,23
104,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
104,Costume,Rogue = Name Unknown,0,0,0,0
104,Costume,Mystique = Name Unknown*,0,0,0,0
104,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
104,Costume,Longshot = (unknown real name),0,0,0,0
104,Costume,Dazzler = Alison Blaire,0,0,0,0
104,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
104,Costume,Moira MacTaggert (scientist helper)*,8,0,0,6
104,Costume,Havok = Alex Summers,0,0,0,2
104,Costume,Jubilee = Jubilation Lee,0,0,0,0
104,Costume,Forge = Name Unknown*,0,0,0,0
104,Costume,Gambit = Name Unknown,0,0,0,0
104,Non-Costume,Editor narration,0,0,0,0
104,Non-Costume,Omnipresent narration,0,0,0,0
104,Non-Costume,Professor X = Charles Xavier (no costume)*,1,0,0,2
104,Non-Costume,Wolverine = Logan,0,0,0,0
104,Non-Costume,Cyclops = Scott Summers,0,0,0,0
104,Non-Costume,Marvel Girl/Phoenix = Jean Grey,1,0,0,1
104,Non-Costume,Storm = Ororo Munroe,0,0,0,0
104,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,0
104,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
104,Non-Costume,Banshee = Sean Cassidy,0,0,0,0
104,Non-Costume,Angel = Warren Worthington,0,0,0,0
104,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
104,Non-Costume,Magneto = Erik Magnus*,0,0,0,2
104,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
104,Non-Costume,Rogue = Name Unknown,0,0,0,0
104,Non-Costume,Mystique = Name Unknown*,0,0,0,0
104,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
104,Non-Costume,Longshot = (unknown real name),0,0,0,0
104,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
104,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
104,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
104,Non-Costume,Havok = Alex Summers,0,0,0,0
104,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
104,Non-Costume,Forge = Name Unknown*,0,0,0,0
104,Non-Costume,Gambit = Name Unknown,0,0,0,0
105,Costume,Editor narration,0,0,1,0
105,Costume,Omnipresent narration,0,0,23,0
105,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
105,Costume,Wolverine = Logan,8,0,0,13
105,Costume,Cyclops = Scott Summers,8,1,0,14
105,Costume,Marvel Girl/Phoenix = Jean Grey,15,4,0,15
105,Costume,Storm = Ororo Munroe,7,0,0,12
105,Costume,Colossus = Peter (Piotr) Rasputin,4,0,0,12
105,Costume,Nightcrawler = Kurt Wagner,6,7,0,17
105,Costume,Banshee = Sean Cassidy,4,0,0,10
105,Costume,Angel = Warren Worthington,0,0,0,0
105,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
105,Costume,Magneto = Erik Magnus*,0,0,0,0
105,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
105,Costume,Rogue = Name Unknown,0,0,0,0
105,Costume,Mystique = Name Unknown*,0,0,0,0
105,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
105,Costume,Longshot = (unknown real name),0,0,0,0
105,Costume,Dazzler = Alison Blaire,0,0,0,0
105,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
105,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
105,Costume,Havok = Alex Summers,2,0,0,4
105,Costume,Jubilee = Jubilation Lee,0,0,0,0
105,Costume,Forge = Name Unknown*,0,0,0,0
105,Costume,Gambit = Name Unknown,0,0,0,0
105,Non-Costume,Editor narration,0,0,0,0
105,Non-Costume,Omnipresent narration,0,0,0,0
105,Non-Costume,Professor X = Charles Xavier (no costume)*,22,0,0,24
105,Non-Costume,Wolverine = Logan,0,0,0,0
105,Non-Costume,Cyclops = Scott Summers,0,0,0,0
105,Non-Costume,Marvel Girl/Phoenix = Jean Grey,7,0,0,7
105,Non-Costume,Storm = Ororo Munroe,0,0,0,0
105,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,0
105,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
105,Non-Costume,Banshee = Sean Cassidy,0,0,0,0
105,Non-Costume,Angel = Warren Worthington,0,0,0,0
105,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
105,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
105,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
105,Non-Costume,Rogue = Name Unknown,0,0,0,0
105,Non-Costume,Mystique = Name Unknown*,0,0,0,0
105,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
105,Non-Costume,Longshot = (unknown real name),0,0,0,0
105,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
105,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
105,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
105,Non-Costume,Havok = Alex Summers,0,0,0,0
105,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
105,Non-Costume,Forge = Name Unknown*,0,0,0,0
105,Non-Costume,Gambit = Name Unknown,0,0,0,0
106,Costume,Editor narration,0,0,0,0
106,Costume,Omnipresent narration,0,0,0,0
106,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
106,Costume,Wolverine = Logan,0,0,0,0
106,Costume,Cyclops = Scott Summers,0,0,0,0
106,Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
106,Costume,Storm = Ororo Munroe,0,0,0,0
106,Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,0
