datastore_row_id,condominium_id,condominium_name_th,building_name_th,province_code,province_name_th,district_code,district_name_th,subdistrict_code_source,subdistrict_name_th_source,land_office_branch_code,land_office_branch_name_th,floor_or_range_source,floor_value_has_thai_month_token,use_category_th,assessed_value_thb_per_sqm,duplicate_of_datastore_row_id,value_basis
116194,41679,ยูโทเปีย กะรน,B1,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116195,41679,ยูโทเปีย กะรน,B1,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116196,41679,ยูโทเปีย กะรน,B1,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116197,41679,ยูโทเปีย กะรน,B1,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116198,41679,ยูโทเปีย กะรน,B2,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116199,41679,ยูโทเปีย กะรน,B2,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116200,41679,ยูโทเปีย กะรน,B2,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116201,41679,ยูโทเปีย กะรน,B2,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116202,41679,ยูโทเปีย กะรน,B3,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116203,41679,ยูโทเปีย กะรน,B3,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116204,41679,ยูโทเปีย กะรน,B3,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116205,41679,ยูโทเปีย กะรน,B3,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116206,41679,ยูโทเปีย กะรน,B4,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116207,41679,ยูโทเปีย กะรน,B4,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116208,41679,ยูโทเปีย กะรน,B4,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116209,41679,ยูโทเปีย กะรน,B4,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116210,41679,ยูโทเปีย กะรน,B5,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116211,41679,ยูโทเปีย กะรน,B5,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116212,41679,ยูโทเปีย กะรน,B5,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116213,41679,ยูโทเปีย กะรน,B5,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116214,41679,ยูโทเปีย กะรน,B6,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116215,41679,ยูโทเปีย กะรน,B6,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116216,41679,ยูโทเปีย กะรน,B6,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116217,41679,ยูโทเปีย กะรน,B6,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116218,41679,ยูโทเปีย กะรน,B7,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116219,41679,ยูโทเปีย กะรน,B7,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116220,41679,ยูโทเปีย กะรน,B7,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116221,41679,ยูโทเปีย กะรน,B7,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116222,41679,ยูโทเปีย กะรน,B8,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116223,41679,ยูโทเปีย กะรน,B8,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116224,41679,ยูโทเปีย กะรน,B8,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116225,41679,ยูโทเปีย กะรน,B8,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116226,41679,ยูโทเปีย กะรน,B9,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116227,41679,ยูโทเปีย กะรน,B9,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116228,41679,ยูโทเปีย กะรน,B9,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116229,41679,ยูโทเปีย กะรน,B9,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116230,41679,ยูโทเปีย กะรน,B10,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116231,41679,ยูโทเปีย กะรน,B10,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116232,41679,ยูโทเปีย กะรน,B10,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116233,41679,ยูโทเปีย กะรน,B10,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116234,41679,ยูโทเปีย กะรน,B11,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116235,41679,ยูโทเปีย กะรน,B11,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116236,41679,ยูโทเปีย กะรน,B11,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116237,41679,ยูโทเปีย กะรน,B11,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116238,41679,ยูโทเปีย กะรน,B12,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116239,41679,ยูโทเปีย กะรน,B12,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116240,41679,ยูโทเปีย กะรน,B12,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116241,41679,ยูโทเปีย กะรน,B12,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116242,41679,ยูโทเปีย กะรน,B13,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116243,41679,ยูโทเปีย กะรน,B13,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116244,41679,ยูโทเปีย กะรน,B13,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116245,41679,ยูโทเปีย กะรน,B13,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116246,41679,ยูโทเปีย กะรน,B14,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116247,41679,ยูโทเปีย กะรน,B14,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116248,41679,ยูโทเปีย กะรน,B14,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116249,41679,ยูโทเปีย กะรน,B14,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116250,41679,ยูโทเปีย กะรน,B15,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116251,41679,ยูโทเปีย กะรน,B15,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116252,41679,ยูโทเปีย กะรน,B15,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116253,41679,ยูโทเปีย กะรน,B15,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116254,41679,ยูโทเปีย กะรน,B16,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,116200,,official_statutory_assessment_rate_not_market_price
116255,41679,ยูโทเปีย กะรน,B16,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,118700,,official_statutory_assessment_rate_not_market_price
116256,41679,ยูโทเปีย กะรน,B16,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,3,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,123900,,official_statutory_assessment_rate_not_market_price
116257,41679,ยูโทเปีย กะรน,B16,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,4,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,132800,,official_statutory_assessment_rate_not_market_price
116258,41679,ยูโทเปีย กะรน,C1,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,136600,,official_statutory_assessment_rate_not_market_price
116259,41679,ยูโทเปีย กะรน,C1,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,143000,,official_statutory_assessment_rate_not_market_price
116260,41679,ยูโทเปีย กะรน,C2,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,136600,,official_statutory_assessment_rate_not_market_price
116261,41679,ยูโทเปีย กะรน,C2,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,143000,,official_statutory_assessment_rate_not_market_price
116262,41679,ยูโทเปีย กะรน,C3,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,136600,,official_statutory_assessment_rate_not_market_price
116263,41679,ยูโทเปีย กะรน,C3,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,143000,,official_statutory_assessment_rate_not_market_price
116264,41679,ยูโทเปีย กะรน,C4,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,136600,,official_statutory_assessment_rate_not_market_price
116265,41679,ยูโทเปีย กะรน,C4,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,143000,,official_statutory_assessment_rate_not_market_price
116266,41679,ยูโทเปีย กะรน,C5,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,136600,,official_statutory_assessment_rate_not_market_price
116267,41679,ยูโทเปีย กะรน,C5,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,143000,,official_statutory_assessment_rate_not_market_price
116268,41679,ยูโทเปีย กะรน,C6,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,136600,,official_statutory_assessment_rate_not_market_price
116269,41679,ยูโทเปีย กะรน,C6,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,143000,,official_statutory_assessment_rate_not_market_price
116270,41679,ยูโทเปีย กะรน,C7,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,1,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,136600,,official_statutory_assessment_rate_not_market_price
116271,41679,ยูโทเปีย กะรน,C7,83,ภูเก็ต,1,เมืองภูเก็ต,NULL,NULL,83000000,สำนักงานที่ดินจังหวัดภูเก็ต,2,False,ห้องชุดพักอาศัยตากอากาศ/พื้นที่ระเบียง,143000,,official_statutory_assessment_rate_not_market_price
