ParkCode,ParkName,CategoryName,Order,Family,TaxonRecordStatus,SciName,CommonNames,Synonyms,ParkAccepted,Sensitive,RecordStatus,Occurrence,OccurrenceTags,Nativeness,NativenessTags,Abundance,NPSTags,ParkTags,References,Observations,Vouchers,ExternalLinks,TEStatus,StateStatus,OzoneSensitiveStatus,GRank,SRank
ACAD,Acadia National Park,Mammal,Carnivora,Ursidae,Active,Ursus americanus,Black Bear,,TRUE,FALSE,Approved,Present,NA,Native,NA,Occasional,NA,NA,6,0,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Active,Eptesicus fuscus,"Big Brown Bat, Common Brown Bat",,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,NA,NA,9,0,0,NA,SC,NA,NA,G5,ME: S4
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Active,Lasionycteris noctivagans,Silver-haired Bat,,TRUE,FALSE,Approved,Present,NA,Native,NA,Unknown,NA,NA,3,0,0,NA,SC,ME: SC,NA,G3G4,ME: SU
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Active,Lasiurus borealis,"Eastern Red Bat, New York Bat, Northern Red Bat, Red Bat",,TRUE,FALSE,Approved,Present,NA,Native,NA,Occasional,Migratory,NA,8,0,0,NA,NA,ME: SC,NA,G3G4,ME: SU
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Active,Lasiurus cinereus,Hoary Bat,,TRUE,FALSE,Approved,Present,NA,Native,NA,Unknown,NA,NA,6,0,0,NA,SU,ME: SC,NA,G3G4,ME: SU
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Active,Myotis keenii,"Keen's Myotis, Northern Long-eared Bat, Northern Myotis, Say's Bat",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,NA,NA,6,0,0,NA,SC,NA,NA,G3,NA
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Active,Myotis leibii,"Eastern Small-footed Myotis, Small-footed Myotis",,TRUE,FALSE,Approved,Not In Park,Historical,Native,NA,NA,NA,NA,6,1,0,NA,NA,ME: T,NA,G4,ME: S1S2
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Active,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,NA,NA,9,1,0,NA,UR,ME: E,NA,G3G4,ME: S5
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Active,Pipistrellus subflavus,"Eastern Pipistrelle, Northern Georgian Bat",,TRUE,FALSE,Approved,Not In Park,False Report,Non-native,NA,NA,NA,NA,1,0,0,NA,SU,ME: SC,NA,NA,NA
ACAD,Acadia National Park,Mammal,Lagomorpha,Leporidae,Active,Lepus americanus,"Snowshoe Hare, Varying Hare",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,18,0,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Castoridae,Active,Castor canadensis,"American Beaver, Beaver, Canadian Beaver",,TRUE,FALSE,Approved,Present,NA,Non-native,NA,Common,Breeder,NA,12,0,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Active,Clethrionomys gapperi,"Boreal Redback Vole, Red-backed Mouse, Red-backed Vole, Southern Red-backed Vole, White-Mountain Red-backed Mouse",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,20,3,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Active,Microtus pennsylvanicus,"Field Mouse, Meadow Mouse, Meadow Vole",,TRUE,FALSE,Approved,Not In Park,Historical,Native,NA,NA,Breeder,NA,16,2,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Active,Ondatra zibethicus,"Common Muskrat, Muskrat, Musquash, Water Rat",,TRUE,FALSE,Approved,Not In Park,Historical,Native,NA,NA,NA,NA,12,0,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Active,Peromyscus leucopus,White-footed Mouse,,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,10,1,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Active,Peromyscus maniculatus,Deer Mouse,,TRUE,FALSE,Approved,Present,NA,Native,NA,Abundant,Breeder,NA,21,5,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Active,Synaptomys cooperi,"Cooper Lemming Mouse, Southern Bog Lemming",,TRUE,FALSE,Approved,Present,NA,Native,NA,Rare,Breeder,NA,6,1,0,NA,NA,NA,NA,G5,ME: S4
ACAD,Acadia National Park,Mammal,Rodentia,Dipodidae,Active,Napaeozapus insignis,Woodland Jumping Mouse,,TRUE,FALSE,Approved,Present,NA,Native,NA,Rare,Breeder,NA,11,2,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Dipodidae,Active,Zapus hudsonius,"Hudson Bay Jumping Mouse, Kangaroo Mouse, Meadow Jumping Mouse",,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,Breeder,NA,11,1,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Erethizontidae,Active,Erethizon dorsatum,"Hedgehog, Porcupine",,TRUE,FALSE,Approved,Present,NA,Non-native,NA,Common,Breeder,NA,8,0,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Muridae,Active,Mus musculus,House Mouse,,TRUE,FALSE,Approved,Not In Park,Historical,Non-native,NA,NA,NA,NA,6,0,0,NA,NA,NA,NA,G5,ME: SNA
ACAD,Acadia National Park,Mammal,Rodentia,Muridae,Active,Rattus norvegicus,"Brown Rat, Norway Rat",,TRUE,FALSE,Approved,Unconfirmed,NA,Non-native,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,G5,ME: SNA
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Active,Glaucomys,Glaucomys sp.,,FALSE,FALSE,In Review,Unconfirmed,NA,Non-native,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Active,Glaucomys sabrinus,"Mearns Flying Squirrel, Northern Flying Squirrel",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,13,2,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Active,Glaucomys volans,Southern Flying Squirrel,,TRUE,FALSE,Approved,Unconfirmed,NA,Non-native,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,G5,ME: SU
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Active,Marmota monax,"Groundhog, New England Woodchuck, Woodchuck",,TRUE,FALSE,Approved,Present,NA,Non-native,NA,Common,Breeder,NA,6,0,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Active,Sciurus carolinensis,"Eastern Gray Squirrel, Gray Squirrel, Northern Gray Squirrel",,TRUE,FALSE,Approved,Present,NA,Non-native,NA,Common,NA,NA,10,0,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Active,Tamias striatus,"Northeastern Chipmunk, Striped Squirrel, Eastern Chipmunk, Ground Squirrel, Lyster Chipmunk",,TRUE,FALSE,Approved,Present,NA,Native,NA,Abundant,Breeder,NA,16,0,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Active,Tamiasciurus hudsonicus,"Chickaree, Red Squirrel",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,18,3,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Soricomorpha,Soricidae,Active,Blarina brevicauda,"Mole Shrew, Northern Short-tailed Shrew, Short-tailed Shrew",,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,Breeder,NA,18,1,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Soricomorpha,Soricidae,Active,Sorex cinereus,Masked Shrew,,TRUE,FALSE,Approved,Present,NA,Native,NA,Abundant,Breeder,NA,17,2,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Soricomorpha,Soricidae,Active,Sorex fumeus,"Northern Smoky Shrew, Smoky Shrew",,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,Breeder,NA,2,1,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Soricomorpha,Soricidae,Active,Sorex hoyi,"Hoy's Pygmy Shrew, Pygmy Shrew, Thompson's Pygmy Shrew",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,NA,NA,6,2,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Soricomorpha,Soricidae,Active,Sorex palustris,"Northern Water Shrew, Water Shrew, White-lipped Water Shrew",,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,Breeder,NA,5,2,0,NA,NA,NA,NA,G5,NA
ACAD,Acadia National Park,Mammal,Soricomorpha,Talpidae,Active,Condylura cristata,Star-nosed Mole,,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,9,1,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Mammal,Soricomorpha,Talpidae,Active,Parascalops breweri,"Brewer's Mole, Hairy-tailed Mole",,TRUE,FALSE,Approved,Unconfirmed,NA,Native,NA,NA,NA,NA,5,1,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Active,Accipiter cooperii,Cooper's Hawk,,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,NA,NA,17,1,0,NA,SC,NA,NA,G5,"ME: S3S4B,S3?N"
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Active,Accipiter gentilis,"Eastern Goshawk, Goshawk, Northern Goshawk",,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,Breeder,NA,22,2,0,NA,RT,NA,NA,NA,NA
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Active,Accipiter striatus,"Northern Sharp-shinned Hawk, Sharp-shinned Hawk",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,30,3,0,NA,SC,NA,NA,G5,"ME: S3S4B,S2S3N"
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Active,Aquila chrysaetos,"American Golden Eagle, Golden Eagle",,TRUE,FALSE,Approved,Present,NA,Native,NA,Occasional,Vagrant,NA,7,2,0,NA,SC,ME: E,NA,G5,"ME: S1B,S1N"
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Active,Buteo jamaicensis,"Eastern Red-tailed Hawk, Red-tailed Hawk",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,22,1,0,NA,50,NA,NA,G5,"ME: S3N,S5B"
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Active,Buteo lagopus,"American Rough-legged Hawk, Rough-legged Hawk",,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,Resident,NA,13,3,0,NA,SC,NA,NA,G5,ME: S2S3N
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Active,Buteo lineatus,"Northern Red-shouldered Hawk, Red-shouldered Hawk",,TRUE,FALSE,Approved,Present,NA,Native,NA,Occasional,Migratory,NA,17,1,0,NA,SC,NA,NA,G5,"ME: S3N,S4B"
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Active,Buteo platypterus,"Broad-winged Hawk, Northern Broad-winged Hawk",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,26,1,0,NA,NA,NA,NA,G5,ME: S5B
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Active,Buteo swainsoni,Swainson's Hawk,,TRUE,FALSE,Approved,Unconfirmed,NA,Unknown,NA,NA,NA,NA,1,0,0,NA,SC,NA,NA,G5,NA
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Active,Circus cyaneus,"American Marsh Hawk, Marsh Hawk, Northern Harrier",,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,Breeder,NA,27,2,0,NA,SC,ME: SC,NA,NA,NA
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Active,Haliaeetus leucocephalus,"Bald Eagle, Northern Bald Eagle",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,35,2,0,NA,DM,ME: SC,NA,G5,"ME: S4B,S4N"
ACAD,Acadia National Park,Bird,Accipitriformes,Cathartidae,Active,Cathartes aura,"Eastern Turkey Vulture, Turkey Vulture",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,NA,NA,7,1,0,NA,SC,NA,NA,G5,ME: S4B
ACAD,Acadia National Park,Bird,Accipitriformes,Pandionidae,Active,Pandion haliaetus,"American Osprey, Fish Hawk, Osprey",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,NA,NA,32,2,0,NA,SC,NA,NA,G5,ME: S5B
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Aix sponsa,Wood Duck,,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,13,1,0,NA,SU,NA,NA,G5,ME: S5B
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Anas acuta,"American Pintail, Northern Pintail, Pintail",,TRUE,FALSE,Approved,Present,NA,Native,NA,Rare,Migratory,NA,10,1,0,NA,NA,NA,NA,G5,"ME: S1B,S3S4N"
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Anas americana,"American Wigeon, Baldpate",,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,Migratory,NA,4,2,0,NA,NA,NA,NA,NA,NA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Anas clypeata,"Northern shoveler, Shoveller",,TRUE,FALSE,Approved,Unconfirmed,NA,Native,NA,NA,Migratory,NA,3,0,0,NA,NA,NA,NA,NA,NA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Anas crecca,Green-winged Teal,,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,18,1,0,NA,SU,NA,NA,G5,ME: S5B
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Anas discors,Blue-winged Teal,,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,Breeder,NA,13,1,0,NA,NA,NA,NA,NA,NA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Anas penelope,"Eurasian Wigeon, European Widgeon, Widgeon",,TRUE,FALSE,Approved,Present,NA,Non-native,NA,Unknown,Vagrant,NA,3,1,0,NA,NA,NA,NA,NA,NA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Anas platyrhynchos,"Common Mallard, Mallard",,TRUE,FALSE,Approved,Present,NA,Unknown,NA,Common,Breeder,NA,18,0,0,NA,SU,NA,NA,G5,"ME: S5B,S5N"
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Anas rubripes,"American Black Duck, Black Duck, Common Black Duck, Red-legged Black Duck",,TRUE,FALSE,Approved,Present,NA,Native,NA,Abundant,Breeder,NA,26,1,0,NA,NA,NA,NA,G5,"ME: S5B,S5N"
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Anas strepera,Gadwall,,TRUE,FALSE,Approved,Present,NA,Non-native,NA,Unknown,Vagrant,NA,1,1,0,NA,NA,NA,NA,NA,NA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Anser albifrons,"Common White-fronted Goose, Greater White-fronted Goose",,TRUE,FALSE,Approved,Present,NA,Unknown,NA,Occasional,Vagrant,NA,1,1,0,NA,NA,NA,NA,G5,NA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Aythya affinis,"Lesser Scaup, Lesser Scaup Duck",,TRUE,FALSE,Approved,Unconfirmed,NA,Unknown,NA,NA,Migratory,NA,4,0,0,NA,SC,NA,NA,G5,ME: S1S3N
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Aythya americana,Redhead,,TRUE,FALSE,Approved,Unconfirmed,NA,Non-native,NA,NA,Vagrant,NA,1,0,0,NA,NA,NA,NA,G5,ME: SNA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Aythya collaris,Ring-necked Duck,,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,9,1,0,NA,NA,NA,NA,G5,ME: S5B
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Aythya marila,"Greater Scaup, Greater Scaup Duck",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Resident,NA,10,1,0,NA,NA,ME: SC,NA,G5,ME: S3S4N
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Aythya valisineria,Canvasback,,TRUE,FALSE,Approved,Present,NA,Non-native,NA,Occasional,Vagrant,NA,3,0,0,NA,NA,NA,NA,G5,ME: SNA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Branta bernicla,"American Brant, Brant",,TRUE,FALSE,Approved,Probably Present,NA,Native,NA,NA,Migratory,NA,12,0,0,NA,NA,NA,NA,G5,ME: S3S4N
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Branta canadensis,"Canada Goose, Eastern Canada Goose",,TRUE,FALSE,Approved,Present,NA,Unknown,NA,Common,NA,NA,16,2,0,NA,SU,NA,NA,G5,"ME: S4N,S5B"
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Bucephala albeola,"Bufflehead, Buffle-head",,TRUE,FALSE,Approved,Present,NA,Native,NA,Abundant,Resident,NA,11,1,0,NA,NA,NA,NA,G5,ME: S5N
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Bucephala clangula,"American Golden-eye, Common Goldeneye",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Resident,NA,13,1,0,NA,NA,NA,NA,G5,"ME: S5B,S5N"
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Bucephala islandica,Barrow's Goldeneye,,TRUE,FALSE,Approved,Unconfirmed,NA,Unknown,NA,NA,NA,NA,6,0,0,NA,NA,ME: T,NA,G5,ME: S2S3N
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Camptorhynchus labradorius,Labrador Duck,,TRUE,FALSE,Approved,Unconfirmed,NA,Native,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,GX,ME: SX
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Chen caerulescens,"Blue Goose, Snow Goose",,TRUE,FALSE,Approved,Present,NA,Native,NA,Occasional,Vagrant,NA,5,1,0,NA,NA,NA,NA,NA,NA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Clangula hyemalis,"Long-tailed Duck, Old Squaw, Oldsquaw",,TRUE,FALSE,Approved,Unconfirmed,NA,Native,NA,NA,Resident,NA,15,0,0,NA,RT,NA,NA,G5,ME: S5N
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Cygnus columbianus,"Tundra Swan, Whistling Swan",,TRUE,FALSE,Approved,Unconfirmed,NA,Unknown,NA,NA,Vagrant,NA,5,0,0,NA,NA,NA,NA,G5,NA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Histrionicus histrionicus,"Eastern Harlequin Duck, Harlequin Duck",,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Resident,NA,16,0,0,NA,RT,ME: T,NA,G4,ME: S2S3N
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Lophodytes cucullatus,Hooded Merganser,,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,Breeder,NA,10,1,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Melanitta fusca,"Eastern White-winged Scoter, White-winged Coot, White-winged Scoter",,TRUE,FALSE,Approved,Unconfirmed,NA,Native,NA,NA,Resident,NA,15,0,0,NA,SC,NA,NA,NA,NA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Melanitta nigra,"American Common Scoter, American Scoter, Black Scoter, Butter-bill, Common Scoter",,TRUE,FALSE,Approved,Unconfirmed,NA,Native,NA,NA,Resident,NA,16,0,0,NA,SC,NA,NA,NA,NA
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Melanitta perspicillata,Surf Scoter,,TRUE,FALSE,Approved,Unconfirmed,NA,Native,NA,NA,Resident,NA,11,0,0,NA,SC,NA,NA,G5,ME: S3S4N
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Mergus merganser,"American Merganser, Common Merganser",,TRUE,FALSE,Approved,Present,NA,Native,NA,Uncommon,Breeder,NA,13,1,0,NA,NA,NA,NA,G5,ME: S5
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Mergus serrator,Red-breasted Merganser,,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,Breeder,NA,20,1,0,NA,SC,NA,NA,G5,"ME: S3B,S5N"
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Oxyura jamaicensis,"Northern Ruddy Duck, Ruddy Duck",,TRUE,FALSE,Approved,Unconfirmed,NA,Unknown,NA,NA,Migratory,NA,6,0,0,NA,SC,NA,NA,G5,ME: S1S2N
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Somateria mollissima,"American Eider, Common Eider, Eider Duck, Northern Eider",,TRUE,FALSE,Approved,Present,NA,Native,NA,Abundant,Resident,NA,23,2,0,NA,SC,NA,NA,G5,"ME: S5B,S5N"
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Active,Somateria spectabilis,King Eider,,TRUE,FALSE,Approved,Unconfirmed,NA,Unknown,NA,NA,Vagrant,NA,9,0,0,NA,NA,NA,NA,G5,ME: S1S2N
ACAD,Acadia National Park,Bird,Apodiformes,Apodidae,Active,Chaetura pelagica,Chimney Swift,,TRUE,FALSE,Approved,Present,NA,Native,NA,Common,NA,NA,19,1,0,NA,SC,ME: SC,NA,G4G5,ME: S5B
