ISO3,Year,Month,Total,Domestic,International,Total_OS
ARE,2016,2,NA,NA,NA,9078.376
ARE,2016,3,NA,NA,NA,10190.089
ARE,2016,4,NA,NA,NA,9854.315
ARE,2016,5,NA,NA,NA,9628.362
ARE,2016,6,NA,NA,NA,8540.116
ARE,2016,7,NA,NA,NA,10843.967
ARE,2016,8,NA,NA,NA,11075.807
ARE,2016,9,NA,NA,NA,10195.658
ARE,2016,10,NA,NA,NA,9197.659
ARE,2016,11,NA,NA,NA,9324.073
ARE,2016,12,NA,NA,NA,10843.978
ARE,2017,1,NA,NA,NA,11216.156
ARE,2017,2,NA,NA,NA,9686.152
ARE,2017,3,NA,NA,NA,10488.111
ARE,2017,4,NA,NA,NA,10660.273
ARE,2017,5,NA,NA,NA,9741.994
ARE,2017,6,NA,NA,NA,8683.602
ARE,2017,7,NA,NA,NA,11242.519
ARE,2017,8,NA,NA,NA,11502.817
ARE,2017,9,NA,NA,NA,10055.124
ARE,2017,10,NA,NA,NA,9438.491
ARE,2017,11,NA,NA,NA,7857.422
ARE,2017,12,NA,NA,NA,8835.494
ARG,2017,1,NA,NA,NA,3386.517
ARG,2017,2,NA,NA,NA,3065.808
ARG,2017,3,NA,NA,NA,3129.119
ARG,2017,4,NA,NA,NA,2797.697
ARG,2017,5,NA,NA,NA,2768.468
ARG,2017,6,NA,NA,NA,2573.685
ARM,2011,1,NA,NA,NA,108.9950397
ARM,2011,3,NA,NA,NA,97.306
ARM,2011,4,NA,NA,NA,112.474
ARM,2011,5,NA,NA,NA,122.956
ARM,2011,6,NA,NA,NA,143.098
ARM,2011,7,NA,NA,NA,182.039
ARM,2011,8,NA,NA,NA,198.969
ARM,2011,9,NA,NA,NA,155.375
ARM,2011,10,NA,NA,NA,141.707
ARM,2011,11,NA,NA,NA,123.086
ARM,2011,12,NA,NA,NA,126.143
ARM,2012,1,NA,NA,NA,109.867
ARM,2012,2,NA,NA,NA,91.013
ARM,2012,3,NA,NA,NA,102.01
ARM,2012,4,NA,NA,NA,126.595
ARM,2012,5,NA,NA,NA,133.009
ARM,2012,6,NA,NA,NA,153.839
ARM,2012,7,NA,NA,NA,186.649
ARM,2012,8,NA,NA,NA,205.444
ARM,2012,9,NA,NA,NA,162.852
ARM,2012,10,NA,NA,NA,150.588
ARM,2012,11,NA,NA,NA,129.786
ARM,2012,12,NA,NA,NA,136.383
ARM,2013,1,NA,NA,NA,112.382
ARM,2013,2,NA,NA,NA,91.17
ARM,2013,3,NA,NA,NA,102.915
ARM,2013,4,NA,NA,NA,116.846
ARM,2013,5,NA,NA,NA,125.114
ARM,2013,6,NA,NA,NA,145.066
ARM,2013,7,NA,NA,NA,179.581
ARM,2013,8,NA,NA,NA,197.731
ARM,2013,9,NA,NA,NA,169.613
ARM,2013,10,NA,NA,NA,162.383
ARM,2013,11,NA,NA,NA,135.59
ARM,2013,12,NA,NA,NA,153.319
ARM,2014,1,NA,NA,NA,128.986
ARM,2014,2,NA,NA,NA,100.356
ARM,2014,3,NA,NA,NA,121.958
ARM,2014,4,NA,NA,NA,136.73
ARM,2014,5,NA,NA,NA,171.431
ARM,2014,6,NA,NA,NA,208.408
ARM,2014,7,NA,NA,NA,242.098
ARM,2014,8,NA,NA,NA,265.54
ARM,2014,9,NA,NA,NA,197.602
ARM,2014,10,NA,NA,NA,179.602
ARM,2014,11,NA,NA,NA,144.096
ARM,2014,12,NA,NA,NA,148.251
ARM,2015,1,NA,NA,NA,131.916
ARM,2015,2,NA,NA,NA,99.275
ARM,2015,3,NA,NA,NA,117.288
ARM,2015,4,NA,NA,NA,144.4
ARM,2015,5,NA,NA,NA,158.292
ARM,2015,6,NA,NA,NA,176.791
ARM,2015,7,NA,NA,NA,212.999
ARM,2015,8,NA,NA,NA,227.607
ARM,2015,9,NA,NA,NA,171.659
ARM,2015,10,NA,NA,NA,155.611
ARM,2015,11,NA,NA,NA,130.707
ARM,2015,12,NA,NA,NA,153.122
ARM,2016,1,NA,NA,NA,137.303
ARM,2016,2,NA,NA,NA,113.729
ARM,2016,3,NA,NA,NA,133.666
ARM,2016,4,NA,NA,NA,131.829
ARM,2016,5,NA,NA,NA,147.319
ARM,2016,6,NA,NA,NA,175.276
ARM,2016,7,NA,NA,NA,227.41
ARM,2016,8,NA,NA,NA,255.252
ARM,2016,9,NA,NA,NA,220.716
ARM,2016,10,NA,NA,NA,205.426
ARM,2016,11,NA,NA,NA,168.596
ARM,2016,12,NA,NA,NA,189.018
ARM,2017,1,NA,NA,NA,168.741
ARM,2017,2,NA,NA,NA,132.039
ARM,2017,3,NA,NA,NA,165.512
ARM,2017,4,NA,NA,NA,183.108
ARM,2017,5,NA,NA,NA,198.182
ARM,2017,6,NA,NA,NA,211.252
ARM,2017,7,NA,NA,NA,270.751
ARM,2017,8,NA,NA,NA,281.345
ARM,2017,9,NA,NA,NA,245.364
ARM,2017,10,NA,NA,NA,220.726
ARM,2017,11,NA,NA,NA,178.748
ARM,2017,12,NA,NA,NA,192.482
AUS,2010,1,6568,4085,2483,NA
AUS,2010,2,5941,3911,2030,NA
AUS,2010,3,6554,4408,2146,NA
AUS,2010,4,6415,4352,2063,NA
AUS,2010,5,6040,4153,1886,NA
AUS,2010,6,6254,4158,2096,NA
AUS,2010,7,7034,4633,2401,NA
AUS,2010,8,6733,4519,2214,NA
AUS,2010,9,6930,4613,2316,NA
AUS,2010,10,7205,4832,2373,NA
AUS,2010,11,6804,4598,2206,NA
AUS,2010,12,7269,4692,2577,NA
AUS,2011,1,7096,4387,2709,NA
AUS,2011,2,6043,3923,2120,NA
AUS,2011,3,6647,4535,2112,NA
AUS,2011,4,6810,4525,2285,NA
AUS,2011,5,6458,4378,2079,NA
AUS,2011,6,6250,4094,2156,NA
AUS,2011,7,7216,4684,2532,NA
AUS,2011,8,6859,4550,2309,NA
AUS,2011,9,6949,4547,2402,NA
AUS,2011,10,7168,4691,2476,NA
AUS,2011,11,6880,4577,2303,NA
AUS,2011,12,7226,4555,2671,NA
AUS,2012,1,7276,4472,2804,NA
AUS,2012,2,6342,4121,2221,NA
AUS,2012,3,6978,4653,2325,NA
AUS,2012,4,6908,4529,2379,NA
AUS,2012,5,6559,4460,2099,NA
AUS,2012,6,6716,4355,2361,NA
AUS,2012,7,7434,4838,2595,NA
AUS,2012,8,7172,4754,2419,NA
AUS,2012,9,7320,4787,2533,NA
AUS,2012,10,7613,5040,2573,NA
AUS,2012,11,7349,4898,2451,NA
AUS,2012,12,7595,4745,2850,NA
AUS,2013,1,7515,4628,2887,NA
AUS,2013,2,6442,4128,2313,NA
AUS,2013,3,7221,4724,2497,NA
AUS,2013,4,7179,4729,2450,NA
AUS,2013,5,6777,4503,2274,NA
AUS,2013,6,6903,4435,2468,NA
AUS,2013,7,7848,5052,2795,NA
AUS,2013,8,7490,4845,2644,NA
AUS,2013,9,7470,4789,2681,NA
AUS,2013,10,7889,5180,2710,NA
AUS,2013,11,7360,4806,2553,NA
AUS,2013,12,7997,4927,3071,NA
AUS,2014,1,7992,4790,3202,12600.04
AUS,2014,2,6697,4207,2490,10731.179
AUS,2014,3,7277,4745,2532,11823.253
AUS,2014,4,7467,4757,2710,12026.674
AUS,2014,5,6977,4529,2449,11312.633
AUS,2014,6,7033,4447,2585,11296.644
AUS,2014,7,7956,4998,2957,12768.295
AUS,2014,8,7540,4796,2744,12158.529
AUS,2014,9,7586,4805,2781,12210.658
AUS,2014,10,8093,5239,2855,13140.036
AUS,2014,11,7436,4767,2669,12001.636
AUS,2014,12,8046,4886,3160,12757.249
AUS,2015,1,7914,4631,3283,12385.241
AUS,2015,2,6835,4183,2652,10859.13
AUS,2015,3,7594,4792,2802,12200.75
AUS,2015,4,7469,4722,2747,12013.986
AUS,2015,5,7029,4502,2527,11354.829
AUS,2015,6,7121,4433,2689,11379.639
AUS,2015,7,8203,5113,3089,13129.639
AUS,2015,8,7638,4767,2871,12226.35
AUS,2015,9,7800,4867,2933,12483.423
AUS,2015,10,8181,5159,3022,13143.209
AUS,2015,11,7741,4918,2824,12457.305
AUS,2015,12,8456,5028,3428,13294.981
AUS,2016,1,8353,4793,3560,12974.713
AUS,2016,2,7376,4441,2936,11631.188
AUS,2016,3,7958,4949,3009,12704.455
AUS,2016,4,7773,4814,2959,12384.42
AUS,2016,5,7329,4638,2691,11764.387
AUS,2016,6,7485,4579,2906,11868.052
AUS,2016,7,8564,5156,3408,13516.474
AUS,2016,8,7920,4857,3063,12562.129
AUS,2016,9,8205,5029,3176,13025.711
AUS,2016,10,8436,5210,3226,13435.015
AUS,2016,11,8047,5022,3026,12851.41
AUS,2016,12,8766,5108,3658,13668.07
AUS,2017,1,8746,4944,3802,13495.49
AUS,2017,2,7298,4327,2971,11445.309
AUS,2017,3,8031,4971,3059,12787.257
AUS,2017,4,8215,4908,3308,12922.235
AUS,2017,5,7583,4712,2871,12080.063
AUS,2017,6,7755,4661,3094,12204.838
AUS,2017,7,8809,5269,3541,13861.121
AUS,2017,8,8197,4947,3250,12884.27
AUS,2017,9,8367,5036,3330,13190.219
AUS,2017,10,8754,5384,3370,13909.423
AUS,2017,11,8373,5181,3192,13325.637
AUS,2017,12,9037,5210,3827,14038.212
AUS,2018,1,8929,5044,3885,NA
AUS,2018,2,7692,4505,3188,NA
AUS,2018,3,8561,5190,3370,NA
AUS,2018,4,8402,5040,3362,NA
AUS,2018,5,7849,4823,3027,NA
AUS,2018,6,7953,4676,3277,NA
AUS,2018,7,9108,5397,3711,NA
AUS,2018,8,8613,5143,3469,NA
AUS,2018,9,8503,5040,3463,NA
AUS,2018,10,9000,5452,3548,NA
AUS,2018,11,8511,5186,3325,NA
AUS,2018,12,9052,5102,3951,NA
AUT,2010,1,1616.764,58.839,1557.925,1682.538
AUT,2010,2,1594.077,56.496,1537.581,1656.809
AUT,2010,3,1908.254,66.905,1841.349,1981.826
AUT,2010,4,1624.357,55.7,1568.657,1687.948
AUT,2010,5,2080.848,65.071,2015.777,2157.512
AUT,2010,6,2151.684,66.718,2084.966,2236.175
AUT,2010,7,2401.499,63.735,2337.764,2484.734
AUT,2010,8,2356.612,61.833,2294.779,2438.407
AUT,2010,9,2280.317,72,2208.317,2374.503
AUT,2010,10,2085.698,71.383,2014.315,2176.753
AUT,2010,11,1740.819,65.968,1674.851,1817.508
AUT,2010,12,1691.526,57.468,1634.058,1763.814
AUT,2011,1,1711.33,60.509,1650.821,1777.677
AUT,2011,2,1667.77,59.811,1607.959,1730.343
AUT,2011,3,1977.449,68.759,1908.69,2047.369
AUT,2011,4,2015.846,54.77,1961.076,2067.068
AUT,2011,5,2192.972,57.841,2135.131,2253.256
AUT,2011,6,2279.147,51.863,2227.284,2333.315
AUT,2011,7,2553.335,52.868,2500.467,2610.437
AUT,2011,8,2461.844,48.947,2412.897,2514.276
AUT,2011,9,2442.374,57.654,2384.72,2508.527
AUT,2011,10,2169.417,53.775,2115.642,2229.285
AUT,2011,11,1825.947,52.189,1773.758,1880.677
AUT,2011,12,1840.181,44.67,1795.511,1883.334
AUT,2012,1,1801.994,50.187,1751.807,1850.551
AUT,2012,2,1810.625,54.098,1756.527,1865.04
AUT,2012,3,2133.74,61.032,2072.708,2195.064
AUT,2012,4,2144.869,50.114,2094.755,2193.159
AUT,2012,5,2253.364,54.706,2198.658,2309.65
AUT,2012,6,2394.37,55.998,2338.372,2454.177
AUT,2012,7,2545.147,51.556,2493.591,2598.368
AUT,2012,8,2493.086,46.282,2446.804,2538.52
AUT,2012,9,2502.746,56.901,2445.845,2561.5
AUT,2012,10,2215.188,56.215,2158.973,2269.836
AUT,2012,11,1827.408,51.762,1775.646,1876.891
AUT,2012,12,1843.44,45.825,1797.615,1883.352
AUT,2013,1,1762.653,46.59,1716.063,1803.576
AUT,2013,2,1733.91,47.94,1685.97,1777.25
AUT,2013,3,2150.535,55.356,2095.179,2201.494
AUT,2013,4,2029.996,52.036,1977.96,2079.384
AUT,2013,5,2239.011,50.007,2189.004,2287.695
AUT,2013,6,2408.193,57.791,2350.402,2465.463
AUT,2013,7,2513.804,52.007,2461.797,2561.796
AUT,2013,8,2537.606,47.393,2490.213,2582.021
AUT,2013,9,2451.674,58.67,2393.004,2507.801
AUT,2013,10,2230.866,58.248,2172.618,2286.045
AUT,2013,11,1817.948,50.801,1767.147,1867.408
AUT,2013,12,1873.528,44.446,1829.082,1914.073
AUT,2014,1,1807.004,45.671,1761.333,1847.985
AUT,2014,2,1779.141,47.773,1731.368,1823.065
AUT,2014,3,2108.523,53.182,2055.341,2157.269
AUT,2014,4,2189.347,48.62,2140.727,2233.684
AUT,2014,5,2330.573,49.781,2280.792,2382.162
AUT,2014,6,2483.1,50.612,2432.488,2539.313
AUT,2014,7,2571.197,45.891,2525.306,2619.479
AUT,2014,8,2645.521,42.866,2602.655,2695.96
AUT,2014,9,2519.181,53.872,2465.309,2580.047
AUT,2014,10,2267.695,53.444,2214.251,2326.106
AUT,2014,11,1806.834,47.772,1759.062,1859.274
AUT,2014,12,1870.56,39.511,1831.049,1913.341
AUT,2015,1,1751.044,38.497,1712.547,1794.667
AUT,2015,2,1718.104,40.494,1677.61,1763.492
AUT,2015,3,2100.017,49.578,2050.439,2153.341
AUT,2015,4,2182.653,40.618,2142.035,2225.22
AUT,2015,5,2363.428,43.331,2320.097,2408.606
AUT,2015,6,2520.214,45.867,2474.347,2571.94
AUT,2015,7,2739.213,41.815,2697.398,2781.009
AUT,2015,8,2775.665,39.414,2736.251,2815.911
AUT,2015,9,2622.134,53.111,2569.023,2678.217
AUT,2015,10,2279.362,51.179,2228.183,2337.504
AUT,2015,11,1843.174,48.42,1794.754,1897.185
AUT,2015,12,1858.999,37.286,1821.713,1899.052
AUT,2016,1,1770.425,36.725,1733.7,1809.894
AUT,2016,2,1780.026,40.069,1739.957,1825.035
AUT,2016,3,2151.897,45.15,2106.747,2197.406
AUT,2016,4,2099.28,43.443,2055.837,2144.874
AUT,2016,5,2373.298,44.119,2329.179,2416.921
AUT,2016,6,2450.672,47.094,2403.578,2497.202
AUT,2016,7,2776.608,41.053,2735.555,2816.445
AUT,2016,8,2723.254,38.659,2684.595,2759.352
AUT,2016,9,2665.489,45.82,2619.669,2711.163
AUT,2016,10,2398.405,46.315,2352.09,2446.976
AUT,2016,11,1946.072,45.268,1900.804,1997.27
AUT,2016,12,2046.085,36.863,2009.222,2085.863
AUT,2017,1,1887.141,34.142,1852.999,1932.594
AUT,2017,2,1867.912,37.073,1830.839,1915.609
AUT,2017,3,2198.6,46.662,2151.938,2255.187
AUT,2017,4,2425.716,42.999,2382.717,2472.883
AUT,2017,5,2497.696,47.426,2450.27,2552.309
AUT,2017,6,2614.609,48.319,2566.29,2668.422
AUT,2017,7,2871.073,45.094,2825.979,2922.274
AUT,2017,8,2807.833,41.742,2766.091,2851.188
AUT,2017,9,2734.285,53.678,2680.607,2796.653
AUT,2017,10,2424.628,49.816,2374.812,2485.035
AUT,2017,11,1947.157,44.931,1902.226,2003.301
AUT,2017,12,2050.629,39.666,2010.963,2098.617
AUT,2018,1,1905.331,38.19,1867.141,NA
AUT,2018,2,1937.152,40.903,1896.249,NA
AUT,2018,3,2404.43,50.625,2353.805,NA
AUT,2018,4,2442.085,49.507,2392.578,NA
AUT,2018,5,2585.884,49.824,2536.06,NA
AUT,2018,6,2822.571,54.618,2767.953,NA
AUT,2018,7,3085.491,52.621,3032.87,NA
AUT,2018,8,3143.286,48.168,3095.118,NA
AUT,2018,9,3028.317,56.652,2971.665,NA
AUT,2018,10,2842.107,56.063,2786.044,NA
AUT,2018,11,2396.286,47.705,2348.581,NA
AUT,2018,12,2545.477,40.301,2505.176,NA
BEL,2010,1,1337.584,1.831,1335.753,1339.451
BEL,2010,2,1397.881,2.976,1394.905,1394.747
BEL,2010,3,1678.13,3.998,1674.132,1670.464
BEL,2010,4,1544.861,2.777,1542.084,1534.597
BEL,2010,5,2078.077,8.055,2070.022,2049.045
BEL,2010,6,2093.415,7.296,2086.119,2071.52
BEL,2010,7,2487.914,9.949,2477.965,2432.923
BEL,2010,8,2407.821,10.508,2397.313,2345.972
BEL,2010,9,2217.019,9.718,2207.301,2189.729
BEL,2010,10,2141.503,3.35,2138.153,2134.476
BEL,2010,11,1757.811,0.605,1757.206,1758.326
BEL,2010,12,1555.748,2.405,1553.343,1555.624
BEL,2011,1,1501.419,1.305,1500.114,1515.963
BEL,2011,2,1472.013,1.527,1470.486,1481.969
BEL,2011,3,1870.073,2.348,1867.725,1878.272
BEL,2011,4,2141.705,3.661,2138.044,2141.375
BEL,2011,5,2282.02,5.722,2276.298,2278.324
BEL,2011,6,2303.327,5.28,2298.047,2298.843
BEL,2011,7,2709.542,8.656,2700.886,2694.154
BEL,2011,8,2571.801,8.994,2562.807,2556.661
BEL,2011,9,2507.76,7.485,2500.275,2500.513
BEL,2011,10,2259.696,3.011,2256.685,2256.635
BEL,2011,11,1810.841,1.7,1809.141,1814.579
BEL,2011,12,1672.498,1.446,1671.052,1679.7
BEL,2012,1,1534.946,1.579,1533.367,1542.99
BEL,2012,2,1586.685,2.216,1584.469,1591.182
BEL,2012,3,1906.186,3.232,1902.954,1911.907
BEL,2012,4,2236.235,2.342,2233.893,2230.251
BEL,2012,5,2353.375,4.044,2349.331,2345.088
BEL,2012,6,2408.452,4.758,2403.694,2364.784
BEL,2012,7,2828.842,8.414,2820.428,2812.222
BEL,2012,8,2712.545,9.429,2703.116,2638.266
BEL,2012,9,2555.419,6.409,2549.01,2505.782
BEL,2012,10,2276.696,1.378,2275.318,2273.956
BEL,2012,11,1829.209,1.262,1827.947,1827.769
BEL,2012,12,1690.925,1.105,1689.82,1698.262
BEL,2013,1,1554.914,0.764,1554.15,1556.871
BEL,2013,2,1555.965,0.965,1555,1557.459
BEL,2013,3,1932.19,2.635,1929.555,1933.049
BEL,2013,4,2261.127,1.909,2259.218,2259.801
BEL,2013,5,2408.826,3.947,2404.879,2411.817
BEL,2013,6,2460.324,4.747,2455.577,2464.391
BEL,2013,7,2835.828,8.764,2827.064,2846.355
BEL,2013,8,2785.575,8.887,2776.688,2795.871
BEL,2013,9,2593.195,4.872,2588.323,2595.158
BEL,2013,10,2342.3,1.302,2340.998,2347.456
BEL,2013,11,1864.727,1.737,1862.99,1870.033
BEL,2013,12,1794.956,2.526,1792.43,1806.349
BEL,2014,1,1638.7,1.999,1636.701,1649.821
BEL,2014,2,1608.226,2.129,1606.097,1617.59
BEL,2014,3,2004.797,3.054,2001.743,2017.594
BEL,2014,4,2505.099,1.683,2503.416,2513.892
BEL,2014,5,2619.815,4.313,2615.502,2625.462
BEL,2014,6,2683.507,3.323,2680.184,2694.562
BEL,2014,7,3065.902,7.307,3058.595,3077.834
BEL,2014,8,3103.037,8.623,3094.414,3117.948
BEL,2014,9,2872.608,3.378,2869.23,2882.786
BEL,2014,10,2618.148,0.77,2617.378,2630.256
BEL,2014,11,2107.419,1.838,2105.581,2114.56
BEL,2014,12,1949,1.78,1947.22,1960.064
BEL,2015,1,1817.576,2.141,1815.435,1830.702
BEL,2015,2,1856.334,1.922,1854.412,1864.51
BEL,2015,3,2209.413,2.211,2207.202,2218.204
BEL,2015,4,2660.132,1.32,2658.812,2660.146
BEL,2015,5,2859.581,3.027,2856.554,2856.119
BEL,2015,6,2855.538,2.49,2853.048,2844.405
BEL,2015,7,3281.63,3.35,3278.28,3278.365
BEL,2015,8,3260.405,5.217,3255.188,3260.725
BEL,2015,9,3043.615,1.859,3041.756,3035.755
BEL,2015,10,2823.646,0.793,2822.853,2812.576
BEL,2015,11,2238.354,1.246,2237.108,2236.092
BEL,2015,12,2052.617,2.398,2050.219,2054.643
BEL,2016,1,1966.259,1.748,1964.511,1989.576
BEL,2016,2,2089.083,1.878,2087.205,2110.524
BEL,2016,3,1936.776,1.483,1935.293,1951.729
BEL,2016,4,2005.251,0.483,2004.768,2008.852
BEL,2016,5,2703.577,1.446,2702.131,2710.373
BEL,2016,6,2736.786,0.658,2736.128,2740.242
BEL,2016,7,3213.462,0.961,3212.501,3217.812
BEL,2016,8,3133.437,0.794,3132.643,3136.514
BEL,2016,9,2990.813,0.591,2990.222,3002.223
BEL,2016,10,2767.036,0.474,2766.562,2768.788
BEL,2016,11,2318.544,0.441,2318.103,2320.831
BEL,2016,12,2254.808,0.775,2254.033,2258.291
BEL,2017,1,2064.27,0.581,2063.689,2067.748
BEL,2017,2,2083.035,0.307,2082.728,2087.793
BEL,2017,3,2462.55,0.94,2461.61,2468.093
BEL,2017,4,2891.115,0.956,2890.159,2896.213
BEL,2017,5,2983.022,0.645,2982.377,2987.864
BEL,2017,6,2986.272,0.724,2985.548,2970.502
BEL,2017,7,3468.159,1.199,3466.96,3474.771
BEL,2017,8,3408.657,1.013,3407.644,3407.358
BEL,2017,9,3202.473,0.93,3201.543,3205.749
BEL,2017,10,2982.388,0.432,2981.956,2982.958
BEL,2017,11,2422.231,0.615,2421.616,2422.235
BEL,2017,12,2306.321,1.508,2304.813,2308.507
BEL,2018,1,2190.383,0.249,2190.134,NA
BEL,2018,2,2194.321,0.557,2193.764,NA
BEL,2018,3,2590.913,1.554,2589.359,NA
BEL,2018,4,3062.128,0.998,3061.13,NA
BEL,2018,5,3092.445,0.569,3091.876,NA
BEL,2018,6,3110.741,0.788,3109.953,NA
BEL,2018,7,3555.992,0.939,3555.053,NA
BEL,2018,8,3496.343,1.007,3495.336,NA
BEL,2018,9,3259.277,0.745,3258.532,NA
BEL,2018,10,2992.47,0.545,2991.925,NA
BEL,2018,11,2540.218,0.353,2539.865,NA
BEL,2018,12,2421.063,0.477,2420.586,NA
BGR,2010,1,273.78,8.456,265.324,285.002
BGR,2010,2,242.626,10.4,232.226,254.668
BGR,2010,3,273.116,12.749,260.367,288.385
BGR,2010,4,245.311,12.129,233.182,261.102
BGR,2010,5,424.416,15.323,409.093,449.039
BGR,2010,6,794.101,20.204,773.897,826.16
BGR,2010,7,1147.747,24.164,1123.583,1183.314
BGR,2010,8,1168.521,25.569,1142.952,1201.126
BGR,2010,9,733.968,18.662,715.306,760.899
BGR,2010,10,348.654,14.752,333.902,365.957
BGR,2010,11,247.081,11.346,235.735,260.801
BGR,2010,12,270.002,10.16,259.842,281.879
BGR,2011,1,281.19,10.988,270.202,295.175
BGR,2011,2,255.29,12.819,242.471,271.98
BGR,2011,3,288.958,15.802,273.156,306.209
BGR,2011,4,315.771,17.138,298.633,333.85
