0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4,state
59.2,d_19751101,28.4,15,0.8,0,0,0,12.3,7.9,2.9,0.2,0,missouri
56.9,d_19751201,36.4,12.4,0,0,0,0,6.7,1,0,0,0,missouri
46.4,d_19760101,49.1,29.8,6.2,1.4,0,0,4.4,0.1,0,0,0,missouri
48.7,d_19760201,46.2,31.4,9.8,3.3,0.2,0,5,2,0,0,0,missouri
58,d_19760301,37.7,19.1,2.8,0.5,0,0,4.3,2.5,0.1,0,0,missouri
64.2,d_19760401,17.3,8.3,0.8,0,0,0,18.5,5.8,0.8,0,0,missouri
57.9,d_19760501,34.9,20.4,9.2,3.7,0.6,0,7.1,4.8,0.8,0.1,0,missouri
33,d_19760601,66,41.1,15.6,8.1,2,0,0.9,0.1,0,0,0,missouri
35.4,d_19760701,58.8,38.8,7.6,2.4,0,0,5.8,1.6,0,0,0,missouri
21,d_19760801,75.5,61.3,30.1,12,1.5,0,3.4,0.8,0,0,0,missouri
10.8,d_19760901,88.4,79.1,56.9,41.1,18.8,0,0.8,0,0,0,0,missouri
17.2,d_19761001,80.9,65,35,14.9,1.4,0,1.9,0.6,0,0,0,missouri
7.3,d_19761101,92.2,81.4,53.6,27.1,4.1,0,0.4,0,0,0,0,missouri
3.9,d_19761201,96,93.8,79.2,62.6,35.6,0,0,0,0,0,0,missouri
2.1,d_19770101,97.8,94.6,85.8,73.8,44.5,0,0,0,0,0,0,missouri
1.4,d_19770201,98.6,95.9,88.3,79.4,53.3,0,0,0,0,0,0,missouri
5.7,d_19770301,94.3,85.7,59.4,39.7,22.1,0,0,0,0,0,0,missouri
0.3,d_19770401,99.7,97.8,75.4,53.1,18.6,0,0,0,0,0,0,missouri
2.4,d_19770501,97.6,91.5,51.6,23.7,6.3,0,0,0,0,0,0,missouri
38.5,d_19770601,61.3,38.4,14.1,6.9,0.9,0,0.2,0,0,0,0,missouri
19.7,d_19770701,80.2,55,19.8,12.1,3.7,0,0,0,0,0,0,missouri
62.9,d_19770801,28.1,9.8,0,0,0,0,8.9,2.4,0.4,0,0,missouri
59.6,d_19770901,1.3,0,0,0,0,0,39.1,20.9,5.9,2.1,0.2,missouri
45.2,d_19771001,0,0,0,0,0,0,54.8,30.3,9.7,6.1,1.4,missouri
36.2,d_19771101,0,0,0,0,0,0,63.8,37.4,10.7,7,1.8,missouri
58.5,d_19771201,0.3,0,0,0,0,0,41.1,16.9,6.6,3.5,1.2,missouri
45.8,d_19780101,0,0,0,0,0,0,54.2,24,6.9,3.9,1.4,missouri
38.7,d_19780201,0,0,0,0,0,0,61.3,33.9,7.6,4.5,1.2,missouri
43.1,d_19780301,1.5,0,0,0,0,0,55.3,38.2,11,5.9,2.2,missouri
37.6,d_19780401,0,0,0,0,0,0,62.4,43,27.6,21.1,11.5,missouri
43.3,d_19780501,2.3,0,0,0,0,0,54.5,40.5,14.5,7.6,2.4,missouri
44.5,d_19780601,30.7,14.5,0,0,0,0,24.8,16.3,1.5,0,0,missouri
70.4,d_19780701,14.8,2.7,0,0,0,0,14.8,3.1,0,0,0,missouri
77.8,d_19780801,9,0.9,0,0,0,0,13.3,0.6,0,0,0,missouri
54.7,d_19780901,29.3,12.9,1.6,0,0,0,16,10.4,0.2,0,0,missouri
52.8,d_19781001,32.8,15.8,1.4,0.1,0,0,14.3,5.4,0,0,0,missouri
60.6,d_19781101,9,0.7,0,0,0,0,30.4,13.6,0,0,0,missouri
64,d_19781201,13.4,5.9,0,0,0,0,22.5,17.6,0.7,0,0,missouri
69.9,d_19790101,6.5,1,0,0,0,0,23.5,11.1,1.5,0.1,0,missouri
72,d_19790201,8.7,2.2,0,0,0,0,19.4,9,5,0.9,0,missouri
51.1,d_19790301,3.5,0,0,0,0,0,45.3,28.4,9.6,5.6,0.5,missouri
55.4,d_19790401,3.9,0.1,0,0,0,0,40.8,23.5,11.9,8,3.8,missouri
51.2,d_19790501,10.8,2.3,0,0,0,0,38,23.2,9.6,6,2.3,missouri
60,d_19790601,4,0.1,0,0,0,0,35.9,21.9,9.9,6.3,2.3,missouri
44.6,d_19790701,0.2,0,0,0,0,0,55.3,42.7,23,13.7,5,missouri
51.3,d_19790801,9.8,1.1,0,0,0,0,38.8,31.7,16.1,7.1,1.4,missouri
32.5,d_19790901,35.6,19.3,2.4,0.1,0,0,32,24.2,5.7,1.6,0,missouri
29.8,d_19791001,40.3,27.8,4.5,1.2,0,0,29.9,20.8,3.4,1.1,0,missouri
30.8,d_19791101,34.4,18.5,4,0.9,0,0,34.8,21.5,2,0.3,0,missouri
33.6,d_19791201,42.8,31,5.9,1.8,0,0,23.6,7.7,0.3,0,0,missouri
50.6,d_19800101,45.8,35.3,16.2,9.5,3.4,0,3.6,0.3,0,0,0,missouri
41.4,d_19800201,57.5,38.6,15.6,8.9,1.4,0,1.1,0,0,0,0,missouri
53.6,d_19800301,44.2,30.6,10.1,2.9,0,0,2.3,0.8,0,0,0,missouri
12.9,d_19800401,87.1,74.7,39,18.2,2.1,0,0,0,0,0,0,missouri
3.5,d_19800501,96.4,89.4,62.5,41.6,17.2,0,0,0,0,0,0,missouri
1.9,d_19800601,98.1,90.6,44.2,24.3,7.3,0,0,0,0,0,0,missouri
2.1,d_19800701,97.8,94,70.8,39.6,12.8,0,0,0,0,0,0,missouri
3.3,d_19800801,96.2,92.2,71.6,54.1,22.8,0,0.4,0,0,0,0,missouri
5.4,d_19800901,93.7,88.5,69.6,54.8,28.8,0,0.9,0.2,0,0,0,missouri
5.9,d_19801001,93.4,83.7,53.5,35,10.8,0,0.7,0.1,0,0,0,missouri
5.1,d_19801101,94.6,86.7,58.8,39.1,17.5,0,0.3,0,0,0,0,missouri
6.5,d_19801201,92.5,88.8,73,59.1,36.3,0,0.9,0.2,0,0,0,missouri
7.3,d_19810101,91.4,84.6,72,57.8,37.1,0,1.3,0.5,0,0,0,missouri
11,d_19810201,86.2,79.7,58.9,46.7,29,0,2.8,1.6,0.6,0.1,0,missouri
16.3,d_19810301,83,77.4,53.3,42.9,28.2,0,0.7,0,0,0,0,missouri
17,d_19810401,78.4,67.7,46,35.5,17.6,0,4.6,1,0,0,0,missouri
40.3,d_19810501,55.3,41.5,15.3,3.6,0,0,4.4,1,0,0,0,missouri
33.7,d_19810601,28.1,14.5,3,0.8,0,0,38.1,20.1,1.6,0,0,missouri
33.6,d_19810701,15.9,7.6,1.3,0.4,0,0,50.5,42.8,24.5,12.5,2.5,missouri
32.2,d_19810801,8,3.1,0,0,0,0,59.8,49.1,27.4,15.1,4.6,missouri
38,d_19810901,12.6,4.6,0.5,0,0,0,49.4,35.7,13.1,1.8,0.1,missouri
29.6,d_19811001,2.7,0.5,0,0,0,0,67.6,50.2,24.6,8.1,0.2,missouri
29.1,d_19811101,3.2,0.7,0,0,0,0,67.8,52.6,29.4,15.2,1.3,missouri
24.5,d_19811201,3.6,1.3,0.3,0,0,0,71.9,57.9,34.6,20.7,2.8,missouri
10.1,d_19820101,0,0,0,0,0,0,89.9,79.5,59.1,35.4,10.4,missouri
20.6,d_19820201,0.3,0,0,0,0,0,79.2,64.6,31.7,11.3,0,missouri
42,d_19820301,5.4,1,0,0,0,0,52.6,39.2,10.7,1.3,0.2,missouri
65.9,d_19820401,30.9,12.3,3.1,1,0,0,3.4,0.3,0,0,0,missouri
62.2,d_19820501,14.8,5.4,0.9,0,0,0,23,12.8,0.3,0,0,missouri
53.1,d_19820601,3.5,1.5,0,0,0,0,43.4,27.5,6.9,0.9,0,missouri
49.1,d_19820701,18.4,7.3,0,0,0,0,32.5,23.7,6.4,2.4,0.6,missouri
36.3,d_19820801,2.6,0.4,0,0,0,0,61.1,43,23.6,14.4,3.6,missouri
35.9,d_19820901,5,1,0,0,0,0,59,44.6,14.8,3.7,0.1,missouri
38.3,d_19821001,20.1,11.2,3,0.5,0,0,41.4,26.6,6.3,1.7,0,missouri
47.7,d_19821101,6.5,2.5,0,0,0,0,45.8,31.6,7.7,2.3,0.1,missouri
8.6,d_19821201,0,0,0,0,0,0,91.4,77.5,51.3,20.1,2.5,missouri
10.6,d_19830101,0,0,0,0,0,0,89.4,76.7,53,26,3,missouri
20.8,d_19830201,0.5,0,0,0,0,0,78.7,67.3,29.5,10.1,1.2,missouri
22.2,d_19830301,1.1,0,0,0,0,0,76.7,61.4,25.2,8.4,1.6,missouri
4.4,d_19830401,0,0,0,0,0,0,95.5,92.4,61.8,37.1,13.3,missouri
23.7,d_19830501,0,0,0,0,0,0,76.2,48.5,17.7,6.4,1.1,missouri
20.4,d_19830601,0,0,0,0,0,0,79.6,54.6,9.8,1.9,0.1,missouri
37.6,d_19830701,1,0,0,0,0,0,61.4,30.7,2.8,0.3,0,missouri
64.3,d_19830801,9.5,3.3,0.1,0,0,0,26.1,6.4,0.4,0.1,0,missouri
12.5,d_19830901,87.5,58.7,18.9,6,1.3,0,0,0,0,0,0,missouri
62.7,d_19831001,34.8,18,2.3,0.3,0,0,2.5,0.5,0,0,0,missouri
49.7,d_19831101,5.3,1,0,0,0,0,44.9,21,1.6,0.3,0,missouri
35.9,d_19831201,6,2.5,0,0,0,0,58.1,32.9,5.1,0.4,0,missouri
71.2,d_19840101,22.3,7.5,0.1,0,0,0,6.5,0.6,0,0,0,missouri
68.1,d_19840201,23.7,8.2,0.6,0,0,0,8.2,1.5,0,0,0,missouri
51.2,d_19840301,8.2,1.9,0,0,0,0,40.5,19.4,2.5,0,0,missouri
25.5,d_19840401,0,0,0,0,0,0,74.5,55.3,19,4.5,0.2,missouri
9.8,d_19840501,0,0,0,0,0,0,90.1,69.5,28.2,8.5,0.1,missouri
12.2,d_19840601,0,0,0,0,0,0,87.7,73.9,42.5,20.7,2.3,missouri
39.6,d_19840701,0.3,0,0,0,0,0,60.1,37.6,6.7,2,0.2,missouri
67.5,d_19840801,29.5,7.3,0,0,0,0,2.9,0.5,0,0,0,missouri
77.9,d_19840901,20.3,3.6,0,0,0,0,1.7,0.1,0,0,0,missouri
43.3,d_19841001,0,0,0,0,0,0,56.6,18,2.3,0.3,0,missouri
35,d_19841101,0,0,0,0,0,0,65.1,32.7,7,1.8,0,missouri
38.3,d_19841201,0.3,0,0,0,0,0,61.4,37,19.9,7.6,0.4,missouri
53.9,d_19850101,0.5,0,0,0,0,0,45.5,32.7,17.2,5.4,0,missouri
16.3,d_19850201,0.9,0,0,0,0,0,82.8,59,30.2,17.1,5.8,missouri
9.3,d_19850301,7.4,6.1,0.6,0,0,0,83.3,74.4,54.4,43.1,26.4,missouri
12.6,d_19850401,8.1,6.9,2.2,0,0,0,79.3,72.4,54.7,43.6,28.9,missouri
5,d_19850501,4.8,2,0,0,0,0,90.2,85.4,70.6,60.2,34.5,missouri
5.2,d_19850601,5,2.3,0,0,0,0,89.8,85.1,72.7,63.8,42.1,missouri
12.5,d_19850701,7.5,3.8,0,0,0,0,80.1,71.7,34.8,13.9,4.4,missouri
12.2,d_19850801,6.3,2.8,0,0,0,0,81.5,74.5,50.1,28.6,6.4,missouri
30.8,d_19850901,1.9,0,0,0,0,0,67.2,50.1,16.5,3.9,0,missouri
21.6,d_19851001,0,0,0,0,0,0,78.5,56.9,18.2,3.5,0.1,missouri
11.7,d_19851101,0,0,0,0,0,0,88.3,79.8,45.2,17.4,2.8,missouri
19.5,d_19851201,0,0,0,0,0,0,80.4,70.9,34.8,10.1,0.8,missouri
19.5,d_19860101,3.8,0.6,0,0,0,0,76.6,69,26.3,5.1,0.1,missouri
18.1,d_19860201,2.7,0.7,0,0,0,0,79,71.8,47.2,17.9,0.3,missouri
26.6,d_19860301,9.1,2.3,0,0,0,0,64.3,47.2,10.7,2.6,0.3,missouri
29.6,d_19860401,0.8,0,0,0,0,0,69.6,48.2,13.1,4.5,0.5,missouri
49.8,d_19860501,1.8,0.3,0,0,0,0,48.3,26.5,2.7,0.4,0,missouri
65.7,d_19860601,0.8,0.1,0,0,0,0,33.4,8.8,0.9,0.3,0,missouri
66.6,d_19860701,4.4,0.2,0,0,0,0,29,6.3,0.9,0,0,missouri
34.1,d_19860801,58.8,35.8,9.1,0.6,0.1,0,7.3,3.3,0.1,0,0,missouri
50.9,d_19860901,21.7,13.1,2.6,0.3,0.1,0,27.5,16.2,4.7,0.7,0,missouri
32.1,d_19861001,5.9,0.6,0,0,0,0,62.1,45,21.3,10,3,missouri
43.2,d_19861101,8.4,2,0.1,0,0,0,48.4,33.2,13.4,5.7,2.3,missouri
34.2,d_19861201,8.2,1.3,0,0,0,0,57.5,42.2,20.3,9.2,3.3,missouri
22.3,d_19870101,14.6,6.8,0.1,0,0,0,63.2,46.1,21.1,10.8,4.2,missouri
21.2,d_19870201,14.9,7.2,1.7,0,0,0,64,46.9,18.3,9.9,4.9,missouri
15.8,d_19870301,16.6,11.7,3,0.1,0,0,67.5,61.2,40.1,22.3,10.8,missouri
19.1,d_19870401,20.9,16.1,7,1.7,0,0,60.1,49,22.9,14.3,8.9,missouri
22.6,d_19870501,22.7,18.2,10.6,6,0,0,54.7,42.6,18.4,11.6,6.6,missouri
37.3,d_19870601,54.1,33.8,8.8,0.9,0,0,8.4,5.3,2.7,1.3,0.3,missouri
26.3,d_19870701,72.3,51.2,8,2,0.1,0,1.5,0.2,0,0,0,missouri
31.6,d_19870801,55.3,33.8,5.6,0.6,0.1,0,13,7.9,0.8,0.3,0,missouri
32.2,d_19870901,62,41,10.1,0.9,0.1,0,5.7,1.1,0.4,0.1,0,missouri
32.3,d_19871001,65.2,41.8,13.6,1.1,0,0,2.5,0.9,0.4,0,0,missouri
39.8,d_19871101,53.4,22.8,0.5,0,0,0,6.8,1.9,0.6,0.2,0,missouri
71.9,d_19871201,11.3,2.7,0,0,0,0,16.9,3.4,0.2,0,0,missouri
64.9,d_19880101,5.7,1.7,0,0,0,0,29.3,8.2,0.2,0,0,missouri
53.1,d_19880201,3.2,0.3,0,0,0,0,43.7,18.5,2.5,0.2,0,missouri
32.6,d_19880301,2.2,0,0,0,0,0,65.2,43.9,16.1,5.9,0.2,missouri
49.3,d_19880401,12.1,2.1,0,0,0,0,38.6,25.4,4.5,0.5,0,missouri
43.7,d_19880501,39.1,35,18.4,8.8,1.4,0,17.2,5.6,0.5,0,0,missouri
45.9,d_19880601,46.4,38.9,32.6,23.8,15.2,0,7.9,1.9,0,0,0,missouri
44.3,d_19880701,38.4,35.5,26.6,19.6,10,0,17.4,5.7,0.2,0,0,missouri
48.9,d_19880801,43.1,35.8,28.5,22.6,17.4,0,7.9,2.4,0,0,0,missouri
29.7,d_19880901,69.6,52.1,38.5,30.1,21.2,0,0.7,0,0,0,0,missouri
30.1,d_19881001,68.9,52.8,40,35.1,27,0,1.1,0.1,0,0,0,missouri
37.2,d_19881101,52.2,43.3,34.8,28.3,21.1,0,10.6,5.2,0.1,0,0,missouri
31.2,d_19881201,63.8,49.5,35.2,28.5,20.8,0,5,1.5,0,0,0,missouri
37.1,d_19890101,52.4,43.2,31,24.8,16.1,0,10.6,5.1,0.1,0,0,missouri
30.9,d_19890201,41.4,34.9,24.6,18.4,10.5,0,27.9,17.3,10.2,7.3,2,missouri
17.8,d_19890301,34.9,28.2,16.1,9.4,3.6,0,47.3,35.8,14.5,10.7,7.7,missouri
41.9,d_19890401,41.2,34.3,18.8,12.6,4,0,17,11.4,8.7,5.5,1.7,missouri
39.8,d_19890501,43.6,35.3,19.3,10.7,3.4,0,16.6,10.7,6.8,4,1.4,missouri
35.3,d_19890601,49.1,38.6,20.5,11.7,3.3,0,15.5,10.6,6.6,3.1,0.6,missouri
49.5,d_19890701,31.4,16.6,3.5,1.4,0,0,19.1,10.5,4.9,1.6,0.1,missouri
67.6,d_19890801,21.2,7.5,0.3,0,0,0,11.1,5.7,0.3,0,0,missouri
49.7,d_19890901,40.2,13.5,0.9,0.1,0,0,10.1,6.3,0.7,0,0,missouri
40.8,d_19891001,52.1,27.1,2.7,0.9,0,0,7,3.6,0.3,0,0,missouri
18.4,d_19891101,81.6,60.8,19.5,4.9,0.7,0,0,0,0,0,0,missouri
11.3,d_19891201,88.7,74.5,44.2,28.7,8.5,0,0,0,0,0,0,missouri
30.9,d_19900101,68.7,43.1,12.5,4.5,0.6,0,0.4,0,0,0,0,missouri
67.9,d_19900201,27.9,13.1,3.1,0.6,0,0,4,0.5,0,0,0,missouri
62.4,d_19900301,16,6.7,0.3,0,0,0,21.5,10.2,0,0,0,missouri
68.6,d_19900401,16.6,7.1,0.4,0,0,0,14.8,6.1,0.5,0,0,missouri
58.9,d_19900501,0.4,0,0,0,0,0,40.8,23,4.4,1.5,0.2,missouri
40.3,d_19900601,0.3,0,0,0,0,0,59.3,37.9,9.8,0.9,0,missouri
30.8,d_19900701,0.1,0,0,0,0,0,69.1,51.7,16.8,4.1,0,missouri
16.8,d_19900801,0,0,0,0,0,0,83.2,63.5,31,13.1,0.9,missouri
16.5,d_19900901,0.5,0.1,0,0,0,0,83.1,58.3,26.3,12.4,1.5,missouri
18.2,d_19901001,0.9,0.4,0,0,0,0,80.8,56.9,23.4,9.3,0.9,missouri
38.1,d_19901101,0.6,0.2,0,0,0,0,61.4,33.8,8.1,1.2,0,missouri
31.8,d_19901201,2.1,0.8,0.2,0,0,0,65.9,44.2,16.3,3.8,0,missouri
28.2,d_19910101,0.9,0.5,0,0,0,0,70.8,45.3,17,2.6,0.1,missouri
70.8,d_19910201,13.9,2.4,0.4,0,0,0,15.4,4.5,0.1,0,0,missouri
57.1,d_19910301,28.3,14.8,2.6,0.2,0,0,14.6,6,0.1,0,0,missouri
39.8,d_19910401,29.2,16.5,6.1,1.7,0,0,31,15.4,3.5,1.1,0,missouri
42.6,d_19910501,16.9,10,1.2,0.4,0,0,40.5,21.8,4.9,2,0.3,missouri
52.4,d_19910601,17,8,3.1,0.8,0,0,30.6,13.1,1.9,0.8,0.1,missouri
59.1,d_19910701,18.6,11.4,4.1,1.1,0,0,22.3,8.4,0.1,0,0,missouri
58.1,d_19910801,31.4,22.1,6.8,2.9,0.1,0,10.6,2.9,0.4,0.1,0,missouri
39.7,d_19910901,60.2,40,13.3,4.3,0.8,0,0.3,0,0,0,0,missouri
50.4,d_19911001,43.9,31,12.6,8.2,2.4,0,5.6,0.5,0,0,0,missouri
53.4,d_19911101,25.1,13.3,4.7,1.8,0,0,21.5,8.2,0,0,0,missouri
54.4,d_19911201,19.5,7.3,0.5,0,0,0,26.2,10.8,0.4,0,0,missouri
59.6,d_19920101,33.3,17.2,2.5,0,0,0,7.1,0.2,0,0,0,missouri
58.3,d_19920201,40.2,22,1.3,0.2,0,0,1.5,0,0,0,0,missouri
67.8,d_19920301,17.7,3.5,0,0,0,0,14.6,4.1,0,0,0,missouri
83.6,d_19920401,9.5,0.7,0,0,0,0,6.9,1.5,0,0,0,missouri
76.9,d_19920501,19.6,2.1,0,0,0,0,3.6,0.3,0,0,0,missouri
51,d_19920601,44.8,24.5,2.1,0.2,0,0,4.2,0.5,0,0,0,missouri
49.4,d_19920701,28.5,12.5,0.7,0,0,0,22.2,16.4,8,2,0,missouri
30.8,d_19920801,54.1,37.7,12.2,3.2,0.3,0,15,7.9,0.9,0,0,missouri
28.7,d_19920901,54.7,38.3,11.9,3,0.1,0,16.6,8.7,0.8,0,0,missouri
31.2,d_19921001,56.9,42.5,14.6,3.6,0.1,0,11.9,3.9,0.3,0,0,missouri
58.9,d_19921101,12.5,2.1,0,0,0,0,28.6,16.1,4.5,1.6,0.1,missouri
50.3,d_19921201,8.5,0.9,0,0,0,0,41.4,24.6,9.8,5.4,1.9,missouri
46,d_19930101,1.6,0,0,0,0,0,52.4,32.8,13.4,7.3,3.8,missouri
26.6,d_19930201,0,0,0,0,0,0,73.5,56.7,24.9,14.9,6.2,missouri
15.2,d_19930301,0.2,0,0,0,0,0,84.5,70.9,45.4,29.8,9.9,missouri
24.7,d_19930401,0.5,0,0,0,0,0,74.9,55.5,13.8,3.3,0,missouri
13.3,d_19930501,1.9,0,0,0,0,0,84.8,68.6,24.8,13.1,3.8,missouri
14.4,d_19930601,0,0,0,0,0,0,85.6,78.2,42.1,16.3,1,missouri
10.1,d_19930701,1.6,0,0,0,0,0,88.3,84.9,72.8,66.6,51.1,missouri
16,d_19930801,4.3,0.5,0,0,0,0,79.8,72.3,57.4,44.5,28.5,missouri
8.1,d_19930901,0,0,0,0,0,0,91.9,88.8,82,75.5,57.4,missouri
10.7,d_19931001,0,0,0,0,0,0,89.2,85.1,75.2,62.8,42.5,missouri
5.4,d_19931101,0,0,0,0,0,0,94.7,90.3,85,70.3,47.5,missouri
4.5,d_19931201,0,0,0,0,0,0,95.5,90.8,86.4,75.6,48.4,missouri
3.6,d_19940101,0,0,0,0,0,0,96.4,93.5,86.7,73.8,38.4,missouri
2.7,d_19940201,0,0,0,0,0,0,97.3,93.2,88.4,76.7,49.7,missouri
6.5,d_19940301,0,0,0,0,0,0,93.6,90.5,79.2,61.1,37.6,missouri
10.8,d_19940401,0.7,0,0,0,0,0,88.6,85.1,72.4,64.3,47.2,missouri
14.8,d_19940501,3.1,0.8,0,0,0,0,82,73.6,58.5,45.6,25.1,missouri
44.2,d_19940601,22.2,18.9,6.6,2.3,0,0,33.6,15.3,2.3,0,0,missouri
44.9,d_19940701,20.7,14.1,4.1,0.5,0,0,34.6,18.2,1.2,0,0,missouri
49.8,d_19940801,27.8,17.7,3.8,1.2,0,0,22.4,4.9,0,0,0,missouri
52.7,d_19940901,33.4,24,10.1,1.7,0,0,13.9,1.7,0,0,0,missouri
49,d_19941001,31.2,18.5,3.7,0.4,0,0,19.8,5.7,0,0,0,missouri
30.8,d_19941101,19.2,13.4,0,0,0,0,50.1,33.2,6.5,0.4,0,missouri
36.5,d_19941201,11.7,2,0,0,0,0,51.8,35,8.5,0.8,0,missouri
63.8,d_19950101,29.9,13.4,0.1,0,0,0,6.3,0.5,0,0,0,missouri
62.9,d_19950201,15.9,3.3,0,0,0,0,21.3,3.2,0,0,0,missouri
60.1,d_19950301,20.5,4,0.6,0,0,0,19.4,2.7,0,0,0,missouri
57.7,d_19950401,3.4,1.1,0,0,0,0,38.9,21,0.2,0,0,missouri
6.6,d_19950501,1.1,0,0,0,0,0,92.3,80.1,35,12.8,0.1,missouri
3.9,d_19950601,0.8,0,0,0,0,0,95.2,91.5,66,34.4,4.5,missouri
3.9,d_19950701,0,0,0,0,0,0,96.1,92.1,57.1,20.2,1.3,missouri
27.7,d_19950801,0.1,0,0,0,0,0,72.1,56.9,24.3,12.2,0.7,missouri
34.7,d_19950901,1.4,0,0,0,0,0,63.9,39.5,8,1.2,0,missouri
57.9,d_19951001,5.4,1,0,0,0,0,36.7,19.7,0.5,0,0,missouri
58.6,d_19951101,9.2,1.8,0,0,0,0,32.2,18.2,0.3,0,0,missouri
58.5,d_19951201,2.9,0.4,0,0,0,0,38.6,20.3,0.6,0,0,missouri
55.1,d_19960101,10,2.1,0.1,0,0,0,34.9,17.7,0.2,0,0,missouri
31,d_19960201,69,47.3,14.9,2.3,0,0,0,0,0,0,0,missouri
18.4,d_19960301,81.5,65.3,34.4,20,9.3,0,0,0,0,0,0,missouri
19.1,d_19960401,80.6,65.5,29.2,14.6,4.8,0,0.3,0,0,0,0,missouri
49.7,d_19960501,48,33.2,11.9,5.3,0.2,0,2.3,0.4,0,0,0,missouri
50.7,d_19960601,41.3,21.7,5.3,1,0,0,8,1.6,0,0,0,missouri
64.8,d_19960701,14.7,6.9,0.5,0,0,0,20.4,5.8,0,0,0,missouri
61.1,d_19960801,15.4,6.9,0,0,0,0,23.5,9.3,1.1,0,0,missouri
56.8,d_19960901,2.7,0,0,0,0,0,40.4,15.2,0.2,0,0,missouri
63,d_19961001,5.3,0.3,0,0,0,0,31.7,11.3,0,0,0,missouri
29.1,d_19961101,0.4,0,0,0,0,0,70.5,46.7,11.8,0.7,0,missouri
32.5,d_19961201,1.8,0.1,0,0,0,0,65.7,42.8,9.1,0.9,0,missouri
42.1,d_19970101,0.6,0,0,0,0,0,57.3,29.3,4.2,0.4,0,missouri
29.8,d_19970201,3.5,0.3,0,0,0,0,66.8,41.7,7.9,0.5,0,missouri
26.9,d_19970301,4.9,0.3,0,0,0,0,68.2,47.8,17.6,5.2,0,missouri
42.2,d_19970401,2.3,0,0,0,0,0,55.5,30.8,4.7,0.2,0,missouri
39.7,d_19970501,0.6,0,0,0,0,0,59.8,47.7,12.9,1.5,0,missouri
62,d_19970601,3.1,0.4,0,0,0,0,34.8,15.6,1.9,0.1,0,missouri
71.9,d_19970701,8,0.1,0,0,0,0,20.1,7.7,0.9,0,0,missouri
74.5,d_19970801,17.2,3.1,0,0,0,0,8.2,3.8,0.8,0,0,missouri
78.9,d_19970901,13.7,1.6,0,0,0,0,7.5,3.5,0.4,0,0,missouri
81.3,d_19971001,8.9,0.5,0,0,0,0,9.7,3.5,0.5,0,0,missouri
53,d_19971101,43.7,16.4,0.7,0,0,0,3.3,1.4,0,0,0,missouri
59.9,d_19971201,39.2,14.9,0.4,0,0,0,0.8,0,0,0,0,missouri
64.4,d_19980101,29.4,9.8,1,0,0,0,6.2,0.6,0,0,0,missouri
74.6,d_19980201,20,5.3,0,0,0,0,5.5,1.7,0,0,0,missouri
56.4,d_19980301,3,1.4,0,0,0,0,40.6,10.6,1.1,0,0,missouri
31.6,d_19980401,0,0,0,0,0,0,68.4,34.7,4.7,0,0,missouri
70.4,d_19980501,0.6,0,0,0,0,0,29.1,12.8,1.3,0,0,missouri
26.9,d_19980601,0.2,0,0,0,0,0,73,53.2,20.6,7.4,0.5,missouri
11,d_19980701,0,0,0,0,0,0,89,74,32,9.9,0,missouri
13.4,d_19980801,0,0,0,0,0,0,86.5,68.9,21.9,6,0.1,missouri
13.8,d_19980901,0,0,0,0,0,0,86.3,66.9,24,8.8,0.1,missouri
8.5,d_19981001,0,0,0,0,0,0,91.5,81.7,47.1,20.5,4.3,missouri
12.8,d_19981101,0,0,0,0,0,0,87.2,73.3,39.3,18.1,4,missouri
30.7,d_19981201,4.1,1.1,0,0,0,0,65.2,45.5,19,8.6,1.4,missouri
23.7,d_19990101,0.6,0.1,0,0,0,0,75.8,57.3,23,11.5,2.2,missouri
14.4,d_19990201,0.3,0,0,0,0,0,85.3,74.5,44,24.8,11.7,missouri
33.3,d_19990301,0.3,0.1,0,0,0,0,66.4,45.9,23.1,12.5,5.3,missouri
44.8,d_19990401,0.6,0,0,0,0,0,54.6,44.1,26.7,17.1,10,missouri
38.6,d_19990501,0.8,0,0,0,0,0,60.6,54.2,36,23,13.8,missouri
36.4,d_19990601,0.4,0,0,0,0,0,63.2,51.6,27.2,16.6,5.2,missouri
56.5,d_19990701,10.7,1.7,0,0,0,0,32.6,16.7,2,0,0,missouri
64,d_19990801,22.8,6.6,0,0,0,0,13.3,5.2,0.4,0,0,missouri
53.5,d_19990901,34.9,14.5,2.5,0.2,0,0,11.7,5.3,0,0,0,missouri
30.8,d_19991001,66.2,46.4,11.9,3.1,0.2,0,3.1,0.1,0,0,0,missouri
23.2,d_19991101,75.6,63.9,35.5,15.6,0.4,0,1.4,0,0,0,0,missouri
26.2,d_19991201,68.1,52.3,15.8,1.5,0,0,5.7,1.9,0,0,0,missouri
15.8,d_20000101,84.1,77.6,51,21.3,1.1,0,0.1,0,0,0,0,missouri
13.1,d_20000201,86.9,77.1,38.8,14.5,0.9,0,0,0,0,0,0,missouri
3.8,d_20000301,96.1,91.4,57.7,28.2,3.9,0,0,0,0,0,0,missouri
1.4,d_20000401,98.5,93.1,75.9,48.9,15.3,0,0,0,0,0,0,missouri
6.3,d_20000501,93.7,85.3,49.1,27,11.7,0,0,0,0,0,0,missouri
44.5,d_20000601,53.9,36.5,11.6,0.2,0,0,1.6,0,0,0,0,missouri
