year	week	rank	title_id	title	author
1932	1932-05-09	2	2875	MAGNOLIA STREET	Louis Golding
1932	1932-05-09	3	847	BRIGHT SKIN	Julia Peterkin
1932	1932-05-16	1	5304	THE GOOD EARTH	Pearl S. Buck
1932	1932-05-16	2	167	A MODERN HERO	Louis Bromfield
1932	1932-05-16	3	2875	MAGNOLIA STREET	Louis Golding
1932	1932-05-23	1	5304	THE GOOD EARTH	Pearl S. Buck
1932	1932-05-23	2	167	A MODERN HERO	Louis Bromfield
1932	1932-05-23	3	847	BRIGHT SKIN	Julia Peterkin
1932	1932-05-30	1	5304	THE GOOD EARTH	Pearl S. Buck
1932	1932-05-30	2	4652	THE BLACK SWAN	Rafael Sabatini
1932	1932-05-30	3	167	A MODERN HERO	Louis Bromfield
1932	1932-06-06	1	1474	DISTRICT NURSE	Faith Baldwin
1932	1932-06-06	2	5304	THE GOOD EARTH	Pearl S. Buck
1932	1932-06-06	3	4652	THE BLACK SWAN	Rafael Sabatini
1932	1932-06-13	1	5193	THE FOUNTAIN	Charles Morgan
1932	1932-06-13	2	5304	THE GOOD EARTH	Pearl S. Buck
1932	1932-06-13	3	1474	DISTRICT NURSE	Faith Baldwin
1932	1932-06-20	1	5193	THE FOUNTAIN	Charles Morgan
1932	1932-06-20	2	1474	DISTRICT NURSE	Faith Baldwin
1932	1932-06-20	3	4652	THE BLACK SWAN	Rafael Sabatini
1932	1932-06-27	1	5193	THE FOUNTAIN	Charles Morgan
1932	1932-06-27	2	7058	UNDERTOW	A. Hamilton Gibbs
1932	1932-06-27	3	5304	THE GOOD EARTH	Pearl S. Buck
1932	1932-07-04	1	5193	THE FOUNTAIN	Charles Morgan
1932	1932-07-04	2	7058	UNDERTOW	A. Hamilton Gibbs
1932	1932-07-04	3	659	BENEFITS RECEIVED	Alice Grant Rosman
1932	1932-07-11	1	5193	THE FOUNTAIN	Charles Morgan
1932	1932-07-11	2	6170	THE RUEFUL MATING	G. B. Stern
1932	1932-07-11	3	7405	YOUNGER SISTER	Kathleen Norris
1932	1932-07-18	1	5193	THE FOUNTAIN	Charles Morgan
1932	1932-07-18	2	659	BENEFITS RECEIVED	Alice Grant Rosman
1932	1932-07-18	3	6399	THE STORE	T. S. Stribling
1932	1932-07-25	1	5193	THE FOUNTAIN	Charles Morgan
1932	1932-07-25	2	6399	THE STORE	T. S. Stribling
1932	1932-07-25	3	584	BALLERINA	Lady Eleanor Smith
1932	1932-08-01	1	5193	THE FOUNTAIN	Charles Morgan
1932	1932-08-01	2	6399	THE STORE	T. S. Stribling
1932	1932-08-01	3	2729	LITTLE GIRL LOST	Temple Bailey
1932	1932-08-08	1	5193	THE FOUNTAIN	Charles Morgan
1932	1932-08-08	2	3324	OBSCURE DESTINIES	Willa Cather
1932	1932-08-08	3	1757	FARAWAY	J. B. Priestley
1932	1932-08-15	1	1757	FARAWAY	J. B. Priestley
1932	1932-08-15	2	5193	THE FOUNTAIN	Charles Morgan
1932	1932-08-15	3	2132	HEAD TIDE	Joseph C. Lincoln
1932	1932-08-22	1	2630	LARK ASCENDING	Mazo De La Roche
1932	1932-08-22	2	5193	THE FOUNTAIN	Charles Morgan
1932	1932-08-22	3	3324	OBSCURE DESTINIES	Willa Cather
1932	1932-08-29	1	5193	THE FOUNTAIN	Charles Morgan
1932	1932-08-29	2	1757	FARAWAY	J. B. Priestley
1932	1932-08-29	3	3324	OBSCURE DESTINIES	Willa Cather
1932	1932-09-05	1	178	A NEW YORK TEMPEST	Manuel Komroff
1932	1932-09-05	2	6279	THE SHELTERED LIFE	Ellen Glasgow
1932	1932-09-05	3	5193	THE FOUNTAIN	Charles Morgan
1932	1932-09-12	1	6279	THE SHELTERED LIFE	Ellen Glasgow
1932	1932-09-12	2	5193	THE FOUNTAIN	Charles Morgan
1932	1932-09-12	3	1757	FARAWAY	J. B. Priestley
1932	1932-09-19	1	6279	THE SHELTERED LIFE	Ellen Glasgow
1932	1932-09-19	2	5193	THE FOUNTAIN	Charles Morgan
1932	1932-09-19	3	5187	THE FORTRESS	Hugh Walpole
1932	1932-09-26	1	6279	THE SHELTERED LIFE	Ellen Glasgow
1932	1932-09-26	2	5193	THE FOUNTAIN	Charles Morgan
1932	1932-09-26	3	2421	INHERITANCE	Phyllis Bentley
1932	1932-10-03	1	4216	SONS	Pearl S. Buck
1932	1932-10-03	2	6279	THE SHELTERED LIFE	Ellen Glasgow
1932	1932-10-03	3	2421	INHERITANCE	Phyllis Bentley
1932	1932-10-10	1	4216	SONS	Pearl S. Buck
1932	1932-10-10	2	6279	THE SHELTERED LIFE	Ellen Glasgow
1932	1932-10-10	3	2421	INHERITANCE	Phyllis Bentley
1932	1932-10-17	1	4216	SONS	Pearl S. Buck
1932	1932-10-17	2	6279	THE SHELTERED LIFE	Ellen Glasgow
1932	1932-10-17	3	4165	SMITH	Warwick Deeping
1932	1932-10-24	1	4216	SONS	Pearl S. Buck
1932	1932-10-24	2	5193	THE FOUNTAIN	Charles Morgan
1932	1932-10-24	3	4165	SMITH	Warwick Deeping
1932	1932-10-31	1	4216	SONS	Pearl S. Buck
1932	1932-10-31	2	5193	THE FOUNTAIN	Charles Morgan
1932	1932-10-31	3	2421	INHERITANCE	Phyllis Bentley
1932	1932-11-07	1	4216	SONS	Pearl S. Buck
1932	1932-11-07	2	4639	THE BISHOP'S JAEGERS	Thorne Smith
1932	1932-11-07	3	2421	INHERITANCE	Phyllis Bentley
1932	1932-11-14	1	2450	INVITATION TO THE WALTZ	Rosamond Lehmann
1932	1932-11-14	2	3134	MUTINY ON THE BOUNTY, Charles Nordhoff and James N. Hall. (Little, Brown.) 	
1932	1932-11-14	3	2506	JOSEPHUS	Lion Feuchtwanger
1932	1932-11-21	1	1865	FLOWERING WILDERNESS	John Galsworthy
1932	1932-11-21	2	5855	THE NARROW CORNER	W. Someset Maugham
1932	1932-11-21	3	2450	INVITATION TO THE WALTZ	Rosamond Lehmann
1932	1932-11-28	1	1865	FLOWERING WILDERNESS	John Galsworthy
1932	1932-11-28	2	5855	THE NARROW CORNER	W. Someset Maugham
1932	1932-11-28	3	4639	THE BISHOP'S JAEGERS	Thorne Smith
1932	1932-12-05	1	1865	FLOWERING WILDERNESS	John Galsworthy
1932	1932-12-05	2	2450	INVITATION TO THE WALTZ	Rosamond Lehmann
1932	1932-12-05	3	5855	THE NARROW CORNER	W. Someset Maugham
1932	1932-12-12	1	1865	FLOWERING WILDERNESS	John Galsworthy
1932	1932-12-12	2	5855	THE NARROW CORNER	W. Someset Maugham
1932	1932-12-12	3	4639	THE BISHOP'S JAEGERS	Thorne Smith
1932	1932-12-19	1	1865	FLOWERING WILDERNESS	John Galsworthy
1932	1932-12-19	2	5855	THE NARROW CORNER	W. Someset Maugham
1932	1932-12-19	3	4639	THE BISHOP'S JAEGERS	Thorne Smith
1932	1932-12-26	1	1865	FLOWERING WILDERNESS	John Galsworthy
1932	1932-12-26	2	5855	THE NARROW CORNER	W. Someset Maugham
1932	1932-12-26	3	1899	FORGIVE US OUR TRESPASSES	Lloyd C. Douglas
1933	1933-01-02	1	1865	FLOWERING WILDERNESS	John Galsworthy
1933	1933-01-02	2	5855	THE NARROW CORNER	W. Someset Maugham
1933	1933-01-02	3	4639	THE BISHOP'S JAEGERS	Thorne Smith
1933	1933-01-09	1	1865	FLOWERING WILDERNESS	John Galsworthy
1933	1933-01-09	2	627	BEAUTY	Faith Baldwin
1933	1933-01-09	3	5574	THE LAST ADAM	James G. Cozzens
1933	1933-01-16	1	5574	THE LAST ADAM	James G. Cozzens
1933	1933-01-16	2	5855	THE NARROW CORNER	W. Someset Maugham
1933	1933-01-16	3	627	BEAUTY	Faith Baldwin
1933	1933-01-23	1	5574	THE LAST ADAM	James G. Cozzens
1933	1933-01-23	2	5526	THE KENNEL MURDER CASE	S. S. Van Dine
1933	1933-01-23	3	3186	NEVER ASK THE END	Isabel Paterson
1933	1933-01-30	1	472	ANN VICKERS	Sinclair Lewis
1933	1933-01-30	2	5574	THE LAST ADAM	James G. Cozzens
1933	1933-01-30	3	5526	THE KENNEL MURDER CASE	S. S. Van Dine
1933	1933-02-06	1	472	ANN VICKERS	Sinclair Lewis
1933	1933-02-06	2	5574	THE LAST ADAM	James G. Cozzens
1933	1933-02-06	3	4732	THE BULPINGTON OF BLUP	H. G. Wells
1933	1933-02-13	1	472	ANN VICKERS	Sinclair Lewis
1933	1933-02-13	2	5574	THE LAST ADAM	James G. Cozzens
1933	1933-02-13	3	2368	IMITATION OF LIFE	Fannie Hurst
1933	1933-02-20	1	472	ANN VICKERS	Sinclair Lewis
1933	1933-02-20	2	5574	THE LAST ADAM	James G. Cozzens
1933	1933-02-20	3	3440	PAGEANT	G. B. Lancaster
1933	1933-02-27	1	472	ANN VICKERS	Sinclair Lewis
1933	1933-02-27	2	3440	PAGEANT	G. B. Lancaster
1933	1933-02-27	3	5526	THE KENNEL MURDER CASE	S. S. Van Dine
1933	1933-03-06	1	472	ANN VICKERS	Sinclair Lewis
1933	1933-03-06	2	3383	ONE MORE SPRING	Robert Nathan
1933	1933-03-06	3	2107	HARDY PERENNIAL	Helen Hull
1933	1933-03-13	1	472	ANN VICKERS	Sinclair Lewis
1933	1933-03-13	2	3383	ONE MORE SPRING	Robert Nathan
1933	1933-03-13	3	2107	HARDY PERENNIAL	Helen Hull
1933	1933-03-20	1	472	ANN VICKERS	Sinclair Lewis
1933	1933-03-20	2	3408	ORIENT EXPRESS	Graham Greene
1933	1933-03-20	3	3383	ONE MORE SPRING	Robert Nathan
1933	1933-03-27	1	472	ANN VICKERS	Sinclair Lewis
1933	1933-03-27	2	7164	WALLS OF GOLD	Kathleen Norris
1933	1933-03-27	3	4222	SOUTH MOON UNDER	Marjorie K. Rawlings
1933	1933-04-03	1	472	ANN VICKERS	Sinclair Lewis
1933	1933-04-03	2	4222	SOUTH MOON UNDER	Marjorie K. Rawlings
1933	1933-04-03	3	1960	GABRIEL OVER THE WHITE HOUSE	Anonymous
1933	1933-04-10	1	472	ANN VICKERS	Sinclair Lewis
1933	1933-04-10	2	3383	ONE MORE SPRING	Robert Nathan
1933	1933-04-10	3	6671	THE WEREWOLF OF PARIS	Guy Endore
1933	1933-04-17	1	6671	THE WEREWOLF OF PARIS	Guy Endore
1933	1933-04-17	2	472	ANN VICKERS	Sinclair Lewis
1933	1933-04-17	3	4222	SOUTH MOON UNDER	Marjorie K. Rawlings
1933	1933-04-24	1	3701	RAIN IN THE DOORWAY	Thorne Smith
1933	1933-04-24	2	6671	THE WEREWOLF OF PARIS	Guy Endore
1933	1933-04-24	3	4222	SOUTH MOON UNDER	Marjorie K. Rawlings
1933	1933-05-01	1	6671	THE WEREWOLF OF PARIS	Guy Endore
1933	1933-05-01	2	3701	RAIN IN THE DOORWAY	Thorne Smith
1933	1933-05-01	3	3383	ONE MORE SPRING	Robert Nathan
1933	1933-05-08	1	518	AS THE EARTH TURNS	Gladys Hasty Carroll
1933	1933-05-08	2	3383	ONE MORE SPRING	Robert Nathan
1933	1933-05-08	3	3701	RAIN IN THE DOORWAY	Thorne Smith
1933	1933-05-15	1	518	AS THE EARTH TURNS	Gladys Hasty Carroll
1933	1933-05-15	2	6785	THEY BROUGHT THEIR WOMEN	Edna Ferber
1933	1933-05-15	3	3701	RAIN IN THE DOORWAY	Thorne Smith
1933	1933-05-22	1	6399	THE STORE	T. S. Stribling
1933	1933-05-22	2	518	AS THE EARTH TURNS	Gladys Hasty Carroll
1933	1933-05-22	3	2038	GRAND CANARY	A. J. Cronin
1933	1933-05-29	1	518	AS THE EARTH TURNS	Gladys Hasty Carroll
1933	1933-05-29	2	2038	GRAND CANARY	A. J. Cronin
1933	1933-05-29	3	7414	ZEST	Charles G. Norris
1933	1933-06-05	1	518	AS THE EARTH TURNS	Gladys Hasty Carroll
1933	1933-06-05	2	4530	THE ALBUM	Mary Roberts Rinehart
1933	1933-06-05	3	7414	ZEST	Charles G. Norris
1933	1933-06-12	1	2731	LITTLE MAN, WHAT NOW?	Hans Fallada
1933	1933-06-12	2	4530	THE ALBUM	Mary Roberts Rinehart
1933	1933-06-12	3	518	AS THE EARTH TURNS	Gladys Hasty Carroll
1933	1933-06-19	1	2731	LITTLE MAN, WHAT NOW?	Hans Fallada
1933	1933-06-19	2	4530	THE ALBUM	Mary Roberts Rinehart
1933	1933-06-19	3	518	AS THE EARTH TURNS	Gladys Hasty Carroll
1933	1933-06-26	1	2731	LITTLE MAN, WHAT NOW?	Hans Fallada
1933	1933-06-26	2	518	AS THE EARTH TURNS	Gladys Hasty Carroll
1933	1933-06-26	3	2964	MEN OF GOOD-WILL	Jules Romains
1933	1933-07-03	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-07-03	2	2731	LITTLE MAN, WHAT NOW?	Hans Fallada
1933	1933-07-03	3	7287	WIFE FOR SALE	Kathleen Norris
1933	1933-07-10	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-07-10	2	2731	LITTLE MAN, WHAT NOW?	Hans Fallada
1933	1933-07-10	3	518	AS THE EARTH TURNS	Gladys Hasty Carroll
1933	1933-07-17	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-07-17	2	518	AS THE EARTH TURNS	Gladys Hasty Carroll
1933	1933-07-17	3	2731	LITTLE MAN, WHAT NOW?	Hans Fallada
1933	1933-07-24	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-07-24	2	2731	LITTLE MAN, WHAT NOW?	Hans Fallada
1933	1933-07-24	3	4350	STRANGER'S RETURN	Phil Stong
1933	1933-07-31	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-07-31	2	4350	STRANGER'S RETURN	Phil Stong
1933	1933-07-31	3	2731	LITTLE MAN, WHAT NOW?	Hans Fallada
1933	1933-08-07	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-08-07	2	371	ALL MEN ARE ENEMIES	Richard Aldington
1933	1933-08-07	3	4350	STRANGER'S RETURN	Phil Stong
1933	1933-08-14	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-08-14	2	371	ALL MEN ARE ENEMIES	Richard Aldington
1933	1933-08-14	3	2731	LITTLE MAN, WHAT NOW?	Hans Fallada
1933	1933-08-21	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-08-21	2	371	ALL MEN ARE ENEMIES	Richard Aldington
1933	1933-08-21	3	5118	THE FARM	Louis Bromfield
1933	1933-08-28	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-08-28	2	5118	THE FARM	Louis Bromfield
1933	1933-08-28	3	371	ALL MEN ARE ENEMIES	Richard Aldington
1933	1933-09-04	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-09-04	2	5118	THE FARM	Louis Bromfield
1933	1933-09-04	3	5969	THE PARADINE CASE	Robert Hichens
1933	1933-09-11	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-09-11	2	5118	THE FARM	Louis Bromfield
1933	1933-09-11	3	3017	MISS BISHOP	Bess Streeter Aldrich
1933	1933-09-18	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-09-18	2	5118	THE FARM	Louis Bromfield
1933	1933-09-18	3	5775	THE MASTER OF JAINA	Maz De La Roche
1933	1933-09-25	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-09-25	2	7099	VANESSA	Hugh Walpole
1933	1933-09-25	3	3272	NO SECOND SPRING	Janet Beith
1933	1933-10-02	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-10-02	2	7099	VANESSA	Hugh Walpole
1933	1933-10-02	3	5775	THE MASTER OF JAINA	Maz De La Roche
1933	1933-10-09	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-10-09	2	7099	VANESSA	Hugh Walpole
1933	1933-10-09	3	3272	NO SECOND SPRING	Janet Beith
1933	1933-10-16	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-10-16	2	3382	ONE MORE RIVER	John Galsworthy
1933	1933-10-16	3	2353	IDA ELISABETH	Sigrid Undset
1933	1933-10-23	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-10-23	2	3382	ONE MORE RIVER	John Galsworthy
1933	1933-10-23	3	5009	THE DRAGON MURDER CASE	S. S. Van Dine
1933	1933-10-30	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-10-30	2	3382	ONE MORE RIVER	John Galsworthy
1933	1933-10-30	3	5009	THE DRAGON MURDER CASE	S. S. Van Dine
1933	1933-11-06	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-11-06	2	3382	ONE MORE RIVER	John Galsworthy
1933	1933-11-06	3	5009	THE DRAGON MURDER CASE	S. S. Van Dine
1933	1933-11-13	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-11-13	2	3382	ONE MORE RIVER	John Galsworthy
1933	1933-11-13	3	327	AFTER SUCH PLEASURES	Dorothy Parker
1933	1933-11-20	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-11-20	2	3382	ONE MORE RIVER	John Galsworthy
1933	1933-11-20	3	327	AFTER SUCH PLEASURES	Dorothy Parker
1933	1933-11-27	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-11-27	2	3382	ONE MORE RIVER	John Galsworthy
1933	1933-11-27	3	7341	WITHIN THIS PRESENT	Margaret Ayer Barnes
1933	1933-12-04	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-12-04	2	802	BONFIRE	Dorothy Canfield
1933	1933-12-04	3	327	AFTER SUCH PLEASURES	Dorothy Parker
1933	1933-12-11	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-12-11	2	7341	WITHIN THIS PRESENT	Margaret Ayer Barnes
1933	1933-12-11	3	327	AFTER SUCH PLEASURES	Dorothy Parker
1933	1933-12-18	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-12-18	2	7341	WITHIN THIS PRESENT	Margaret Ayer Barnes
1933	1933-12-18	3	3344	OIL FOR THE LAMPS OF CHINA	Alice Tisdale Hobart
1933	1933-12-25	1	481	ANTHONY ADVERSE	Hervey Allen
1933	1933-12-25	2	7341	WITHIN THIS PRESENT	Margaret Ayer Barnes
1933	1933-12-25	3	3382	ONE MORE RIVER	John Galsworthy
1934	1934-01-01	1	481	ANTHONY ADVERSE	Hervey Allen
1934	1934-01-01	2	4635	THE BIRD OF DAWNING	John Masefield
1934	1934-01-01	3	7341	WITHIN THIS PRESENT	Margaret Ayer Barnes
1934	1934-01-08	1	481	ANTHONY ADVERSE	Hervey Allen
1934	1934-01-08	2	3344	OIL FOR THE LAMPS OF CHINA	Alice Tisdale Hobart
1934	1934-01-08	3	7341	WITHIN THIS PRESENT	Margaret Ayer Barnes
1934	1934-01-15	1	6494	THE THIN MAN	Dashiell Hammett
1934	1934-01-15	2	481	ANTHONY ADVERSE	Hervey Allen
1934	1934-01-15	3	2960	MEN AGAINST THE SEA	Charles Nordhoff and James N. Hall
1934	1934-01-22	1	6494	THE THIN MAN	Dashiell Hammett
1934	1934-01-22	2	481	ANTHONY ADVERSE	Hervey Allen
1934	1934-01-22	3	5829	THE MOTHER	Pearl S. Buck
1934	1934-01-22	4	2960	MEN AGAINST THE SEA	Charles Nordhoff and James N. Hall
1934	1934-01-22	5	3957	SEA LEVEL	Anne Parrish
1934	1934-01-22	6	4129	SKIN AND BONES	Thorne Smith
1934	1934-01-22	7	3344	OIL FOR THE LAMPS OF CHINA	Alice Tisdale Hobart
1934	1934-01-22	8	7341	WITHIN THIS PRESENT	Margaret Ayer Barnes
1934	1934-01-29	1	6494	THE THIN MAN	Dashiell Hammett
1934	1934-01-29	2	481	ANTHONY ADVERSE	Hervey Allen
1934	1934-01-29	3	5829	THE MOTHER	Pearl S. Buck
1934	1934-01-29	4	2960	MEN AGAINST THE SEA	Charles Nordhoff and James N. Hall
1934	1934-01-29	5	3957	SEA LEVEL	Anne Parrish
1934	1934-01-29	6	4129	SKIN AND BONES	Thorne Smith
1934	1934-01-29	7	7359	WORK OF ART	Sinclair Lewis
1934	1934-01-29	8	4748	THE CADAVER	Gideon Wyck, edited by Alexander Laing
1934	1934-02-05	1	7359	WORK OF ART	Sinclair Lewis
1934	1934-02-05	2	6494	THE THIN MAN	Dashiell Hammett
1934	1934-02-05	3	6389	THE STATE VERSUS ELINOR NORTON	Mary Roberts Rinehart
1934	1934-02-05	4	481	ANTHONY ADVERSE	Hervey Allen
1934	1934-02-05	5	2960	MEN AGAINST THE SEA	Charles Nordhoff and James N. Hall
1934	1934-02-05	6	7041	ULYSSES	James Joyce
1934	1934-02-05	7	5829	THE MOTHER	Pearl S. Buck
1934	1934-02-12	1	7359	WORK OF ART	Sinclair Lewis
1934	1934-02-12	2	7041	ULYSSES	James Joyce
1934	1934-02-12	3	6389	THE STATE VERSUS ELINOR NORTON	Mary Roberts Rinehart
1934	1934-02-12	4	481	ANTHONY ADVERSE	Hervey Allen
1934	1934-02-12	5	6494	THE THIN MAN	Dashiell Hammett
1934	1934-02-12	6	168	A MODERN TRAGEDY	Phyllis Bentley
1934	1934-02-12	7	5829	THE MOTHER	Pearl S. Buck
1934	1934-02-12	8	7341	WITHIN THIS PRESENT	Margaret Ayer Barnes
1934	1934-02-19	1	7359	WORK OF ART	Sinclair Lewis
1934	1934-02-19	2	481	ANTHONY ADVERSE	Hervey Allen
1934	1934-02-19	3	6389	THE STATE VERSUS ELINOR NORTON	Mary Roberts Rinehart
1934	1934-02-19	4	168	A MODERN TRAGEDY	Phyllis Bentley
1934	1934-02-19	5	7341	WITHIN THIS PRESENT	Margaret Ayer Barnes
1934	1934-02-19	6	7041	ULYSSES	James Joyce
1934	1934-02-19	7	6494	THE THIN MAN	Dashiell Hammett
1934	1934-02-19	8	5218	THE GALLOWS OF CHANCE	E. Phillips Oppenheim
1934	1934-02-26	1	7359	WORK OF ART	Sinclair Lewis
1934	1934-02-26	2	481	ANTHONY ADVERSE	Hervey Allen
1934	1934-02-26	3	7041	ULYSSES	James Joyce
1934	1934-02-26	4	6389	THE STATE VERSUS ELINOR NORTON	Mary Roberts Rinehart
1934	1934-02-26	5	168	A MODERN TRAGEDY	Phyllis Bentley
1934	1934-02-26	6	6036	THE POSTMAN ALWAYS RINGS TWICE	James M. Cain
