year,sample_size,wage,at_cap,union_wage,nonunion_wage,union_wage_premium_raw,union_wage_premium_adjusted,facet
2007,122493,19.784500122070313,0.018036572262644768,23.3809871673584,19.2615909576416,0.21386583149433136,0.17019999027252197,all wage and salary workers
2008,121114,20.752717971801758,0.02094421349465847,24.195674896240234,20.237913131713867,0.1955617517232895,0.17032155394554138,all wage and salary workers
2009,118091,21.088146209716797,0.022272657603025436,24.71990966796875,20.541635513305664,0.20340514183044434,0.15990540385246277,all wage and salary workers
2010,111900,21.331689834594727,0.023879103362560272,25.473459243774414,20.732280731201172,0.22868581116199493,0.16792665421962738,all wage and salary workers
2011,109205,21.71047019958496,0.025034599006175995,25.871349334716797,21.122404098510742,0.224829763174057,0.16860385239124298,all wage and salary workers
2012,110557,22.209312438964844,0.027502141892910004,26.23096466064453,21.66646957397461,0.21067091822624207,0.16114036738872528,all wage and salary workers
2013,107116,22.665000915527344,0.03000810742378235,26.807374954223633,22.111589431762695,0.21236760914325714,0.16565510630607605,all wage and salary workers
2014,105725,23.149457931518555,0.03133148327469826,27.114952087402344,22.620939254760742,0.198666051030159,0.16442714631557465,all wage and salary workers
2015,101304,24.148557662963867,0.035778459161520004,28.041099548339844,23.62795639038086,0.18677634000778198,0.14988325536251068,all wage and salary workers
2016,102754,24.9896240234375,0.03869985416531563,28.738012313842773,24.501501083374023,0.1729082316160202,0.1711091846227646,all wage and salary workers
2017,101522,25.726377487182617,0.04103873670101166,29.704002380371094,25.21196937561035,0.17817065119743347,0.16294679045677185,all wage and salary workers
2018,98483,26.95543670654297,0.04653599113225937,30.50044822692871,26.503177642822266,0.15082231163978577,0.16145607829093933,all wage and salary workers
2019,94818,28.095869064331055,0.050712790340185165,31.70222282409668,27.648048400878906,0.14663510024547577,0.14290077984333038,all wage and salary workers
2020,85156,30.576025009155273,0.06005421280860901,33.278099060058594,30.222864151000977,0.10109018534421921,0.12451332062482834,all wage and salary workers
2021,83758,31.97390365600586,0.06581583619117737,34.49653625488281,31.660470962524414,0.08957748115062714,0.10223709791898727,all wage and salary workers
2022,83761,34.11974334716797,0.07490265369415283,36.09186553955078,33.88539505004883,0.06511567533016205,0.12125977128744125,all wage and salary workers
1973,2503,5.124392986297607,0.001168684451840818,6.606835842132568,4.208312034606934,0.5699491500854492,0.4587087631225586,construction
1974,2248,5.3937811851501465,0.0017147210892289877,6.959738731384277,4.4869585037231445,0.5511038899421692,0.4519873559474945,construction
1975,2051,5.661108493804932,0.0037402063608169556,7.40843391418457,4.701714515686035,0.5756877660751343,0.5107830762863159,construction
1976,2034,6.1889166831970215,0.003675611689686775,8.146257400512695,5.149668216705322,0.5818994641304016,0.49943146109580994,construction
1977,2685,6.525930881500244,0.00383492698892951,8.694317817687988,5.361219882965088,0.6217051148414612,0.48374509811401367,construction
1978,2655,6.746978282928467,0.0033033813815563917,9.068785667419434,5.619083881378174,0.6139259934425354,0.47205644845962524,construction
1979,2519,7.656558990478516,0.003986927680671215,9.850602149963379,6.459763050079346,0.52491694688797,0.3732334077358246,construction
1980,3099,8.22174072265625,0.005134317092597485,10.236276626586914,7.197634696960449,0.42217227816581726,0.3713914752006531,construction
1981,684,8.632304191589355,0.007720315363258123,11.128607749938965,7.316205978393555,0.5210899710655212,0.38150179386138916,construction
1983,7827,9.313438415527344,0.013047725893557072,13.167073249816895,7.839188098907471,0.6796475648880005,0.48168185353279114,construction
1984,8085,9.4840726852417,0.017134850844740868,13.725351333618164,8.159041404724121,0.6822259426116943,0.5034964680671692,construction
1985,8302,9.832953453063965,0.01943209394812584,14.19993782043457,8.526995658874512,0.6652920246124268,0.4881681501865387,construction
1986,8685,10.156031608581543,0.018915368244051933,14.492219924926758,8.813905715942383,0.6442449688911438,0.43904751539230347,construction
1987,8532,10.498974800109863,0.024578673765063286,14.982484817504883,9.231234550476074,0.6230207085609436,0.4299888014793396,construction
1988,8048,10.985210418701172,0.032159119844436646,15.440484046936035,9.750213623046875,0.5836046934127808,0.3962133228778839,construction
1989,8069,11.49409294128418,0.0034175945911556482,15.971855163574219,10.180200576782227,0.5689135789871216,0.4143069088459015,construction
1990,8250,11.918830871582031,0.004487869329750538,16.361156463623047,10.681282043457031,0.5317596197128296,0.37896329164505005,construction
1991,7334,12.089360237121582,0.0035460989456623793,16.702280044555664,10.789795875549316,0.5479699969291687,0.3928304612636566,construction
1992,7033,12.357420921325684,0.0034175305627286434,17.20891571044922,11.03009033203125,0.5601790547370911,0.37813717126846313,construction
1993,6932,12.613036155700684,0.0036308616399765015,17.291820526123047,11.365635871887207,0.5214124917984009,0.3660147786140442,construction
1994,8265,12.85261344909668,0.005112551152706146,16.983213424682617,11.781376838684082,0.4415304362773895,0.4178609549999237,construction
1995,8451,13.207719802856445,0.005231809336692095,17.84214973449707,12.116857528686523,0.4725063443183899,0.4424726068973541,construction
1996,5987,13.785106658935547,0.005582327488809824,19.13662338256836,12.472932815551758,0.5342521071434021,0.3986738324165344,construction
1997,6127,14.103869438171387,0.004303580150008202,19.76166534423828,12.702851295471191,0.5556873679161072,0.4268215596675873,construction
1998,6209,14.764132499694824,0.0019641786348074675,20.450021743774414,13.390363693237305,0.527219295501709,0.3825901448726654,construction
1999,6098,15.353779792785645,0.0018950726371258497,20.941247940063477,13.945446014404297,0.5016549229621887,0.3896159529685974,construction
2000,6293,15.891142845153809,0.003068795893341303,21.73805046081543,14.430578231811523,0.5063880681991577,0.3766629993915558,construction
2001,6856,16.841419219970703,0.004121329635381699,22.933820724487305,15.374865531921387,0.49164366722106934,0.3846440315246582,construction
2002,7294,17.096269607543945,0.005882698111236095,22.953737258911133,15.754631996154785,0.45695164799690247,0.409335732460022,construction
2003,7268,17.42081069946289,0.005626269616186619,23.444154739379883,16.093215942382813,0.45677250623703003,0.3895018696784973,construction
2004,7475,17.410797119140625,0.005273414775729179,24.602989196777344,16.063777923583984,0.5315817594528198,0.3941837251186371,construction
2005,7851,17.63633155822754,0.007459463085979223,24.795440673828125,16.435060501098633,0.5086917877197266,0.3574634790420532,construction
2006,7975,18.447359085083008,0.008131582289934158,26.3074893951416,17.162981033325195,0.5328041911125183,0.36855563521385193,construction
2007,8000,19.001075744628906,0.009429089725017548,26.698545455932617,17.595945358276367,0.5173123478889465,0.39529192447662354,construction
2008,7135,20.534557342529297,0.011691278778016567,27.832509994506836,19.045042037963867,0.4614045023918152,0.392380028963089,construction
2009,6282,21.062883377075195,0.010418403893709183,28.983291625976563,19.505603790283203,0.48589563369750977,0.39353516697883606,construction
2010,5560,21.08877182006836,0.013131232000887394,29.557592391967773,19.601625442504883,0.5079153776168823,0.38471654057502747,construction
2011,5450,21.438798904418945,0.01454869657754898,29.821460723876953,19.926544189453125,0.4965696334838867,0.44472429156303406,construction
2012,5409,21.827037811279297,0.014047734439373016,29.544939041137695,20.48031997680664,0.44260144233703613,0.40151989459991455,construction
2013,5413,21.920368194580078,0.0158301442861557,30.07968521118164,20.37109375,0.4765866696834564,0.3934246897697449,construction
2014,5590,22.3780574798584,0.017706340178847313,31.414682388305664,20.732681274414063,0.5152252316474915,0.4364401698112488,construction
2015,5318,23.141977310180664,0.019130978733301163,30.656753540039063,21.866912841796875,0.40196990966796875,0.35491716861724854,construction
2016,5523,23.994611740112305,0.021974124014377594,33.42802810668945,22.25383186340332,0.5021246075630188,0.46891340613365173,construction
2017,5599,24.823915481567383,0.023345934227108955,33.071197509765625,23.226316452026367,0.42386752367019653,0.42884567379951477,construction
2018,5685,26.10430145263672,0.03055819496512413,35.74265670776367,24.41850471496582,0.4637528955936432,0.44042786955833435,construction
2019,5496,26.999271392822266,0.03352544084191322,37.508277893066406,25.13155746459961,0.49247726798057556,0.43183740973472595,construction
2020,4902,28.911291122436523,0.036956265568733215,36.35133361816406,27.695083618164063,0.3125554621219635,0.32622334361076355,construction
2021,4878,29.657283782958984,0.039273668080568314,38.88493728637695,28.080446243286133,0.3847692012786865,0.3728196918964386,construction
2022,4930,31.05706024169922,0.04393529146909714,39.65144348144531,29.709636688232422,0.33463239669799805,0.3437967002391815,construction
1973,39774,3.963343381881714,0.0011102976277470589,4.61300802230835,3.754528045654297,0.22865189611911774,0.171743243932724,all wage and salary workers
1974,37966,4.258988380432129,0.001568906009197235,5.021363735198975,4.019071578979492,0.24938400089740753,0.17610858380794525,all wage and salary workers
1975,37812,4.622152328491211,0.002267337404191494,5.428929805755615,4.386672496795654,0.237596333026886,0.1858174055814743,all wage and salary workers
1976,37888,4.914101600646973,0.0029009832069277763,5.835836887359619,4.646127223968506,0.2560648024082184,0.19672206044197083,all wage and salary workers
1977,46591,5.235752582550049,0.0035580324474722147,6.375394344329834,4.874814033508301,0.3078230917453766,0.20887547731399536,all wage and salary workers
1978,44577,5.578953742980957,0.0038851818535476923,6.773647308349609,5.212551116943359,0.2994879484176636,0.20135292410850525,all wage and salary workers
1979,44234,6.357469081878662,0.0051955413073301315,7.313542366027832,6.029841899871826,0.21289123594760895,0.15126484632492065,all wage and salary workers
1980,55795,6.889625549316406,0.0069791534915566444,7.883334159851074,6.573331356048584,0.19929054379463196,0.14761333167552948,all wage and salary workers
1981,12543,6.965193271636963,0.0076753548346459866,8.568615913391113,6.514373779296875,0.31533992290496826,0.17284370958805084,all wage and salary workers
1983,149169,8.055480003356934,0.017245376482605934,9.885915756225586,7.593844890594482,0.30183273553848267,0.2095923274755478,all wage and salary workers
1984,150464,8.37218952178955,0.021514510735869408,10.263042449951172,7.929927349090576,0.29421645402908325,0.21666228771209717,all wage and salary workers
1985,153737,8.776283264160156,0.025563953444361687,10.761096000671387,8.338377952575684,0.2905502915382385,0.21357494592666626,all wage and salary workers
1986,159126,9.158391952514648,0.030427198857069016,11.175626754760742,8.723567008972168,0.2810845375061035,0.20381508767604828,all wage and salary workers
1987,155216,9.476058006286621,0.035401247441768646,11.623933792114258,9.027239799499512,0.2876509428024292,0.2027067244052887,all wage and salary workers
1988,147348,9.9277496337890625,0.042437512427568436,12.243874549865723,9.454827308654785,0.2949865758419037,0.1955251544713974,all wage and salary workers
1989,149694,10.3885498046875,0.005477210972458124,12.850597381591797,9.898460388183594,0.2982420325279236,0.2075762301683426,all wage and salary workers
1990,156497,10.846484184265137,0.00676283473148942,13.388322830200195,10.362754821777344,0.2919656038284302,0.20503690838813782,all wage and salary workers
1991,151634,11.288135528564453,0.008047043345868587,13.789689064025879,10.814329147338867,0.2751312553882599,0.19413414597511292,all wage and salary workers
1992,149317,11.592909812927246,0.008661060594022274,14.228829383850098,11.098503112792969,0.28204941749572754,0.19458939135074615,all wage and salary workers
1993,145219,11.961444854736328,0.009873447008430958,14.76737117767334,11.43539810180664,0.291373610496521,0.2072143852710724,all wage and salary workers
1994,169102,12.495595932006836,0.012466182000935078,15.223639488220215,11.992980003356934,0.269379198551178,0.23525315523147583,all wage and salary workers
1995,168610,12.797718048095703,0.013251555152237415,15.529267311096191,12.318017959594727,0.26069530844688416,0.22435413300991058,all wage and salary workers
1996,117448,13.1061429977417,0.014108509756624699,16.324918746948242,12.553934097290039,0.30038270354270935,0.21888595819473267,all wage and salary workers
1997,119552,13.606158256530762,0.016666829586029053,16.95714569091797,13.043376922607422,0.30005794763565063,0.21823841333389282,all wage and salary workers
1998,118889,14.217503547668457,0.0063381739892065525,17.434764862060547,13.689599990844727,0.27357739210128784,0.21360746026039124,all wage and salary workers
1999,114439,14.974885940551758,0.007446366362273693,18.238605499267578,14.43868637084961,0.26317623257637024,0.20871001482009888,all wage and salary workers
2000,112154,15.646393775939941,0.008523917756974697,18.626785278320313,15.16817569732666,0.22801750898361206,0.19152404367923737,all wage and salary workers
2001,117474,16.553234100341797,0.009967810474336147,19.45644187927246,16.088838577270508,0.2093130201101303,0.19148296117782593,all wage and salary workers
2002,127245,17.062339782714844,0.011248844675719738,20.136552810668945,16.580121994018555,0.21449968218803406,0.18965619802474976,all wage and salary workers
2003,121990,17.510738372802734,0.011997822672128677,20.770992279052734,17.005634307861328,0.22141826152801514,0.1913045048713684,all wage and salary workers
2004,120592,17.980926513671875,0.013197612017393112,21.633190155029297,17.43315887451172,0.2409219890832901,0.17955107986927032,all wage and salary workers
2005,122710,18.542238235473633,0.014551088213920593,22.047435760498047,18.023115158081055,0.22328662872314453,0.17633120715618134,all wage and salary workers
2006,122180,19.146053314208984,0.01633245311677456,22.57872200012207,18.652496337890625,0.2104933112859726,0.16878476738929749,all wage and salary workers
2007,122493,19.784500122070313,0.018036572262644768,23.3809871673584,19.2615909576416,0.21386583149433136,0.17019999027252197,all wage and salary workers
2008,121114,20.752717971801758,0.02094421349465847,24.195674896240234,20.237913131713867,0.1955617517232895,0.17032155394554138,all wage and salary workers
2009,118091,21.088146209716797,0.022272657603025436,24.71990966796875,20.541635513305664,0.20340514183044434,0.15990540385246277,all wage and salary workers
2010,111900,21.331689834594727,0.023879103362560272,25.473459243774414,20.732280731201172,0.22868581116199493,0.16792665421962738,all wage and salary workers
2011,109205,21.71047019958496,0.025034599006175995,25.871349334716797,21.122404098510742,0.224829763174057,0.16860385239124298,all wage and salary workers
2012,110557,22.209312438964844,0.027502141892910004,26.23096466064453,21.66646957397461,0.21067091822624207,0.16114036738872528,all wage and salary workers
2013,107116,22.665000915527344,0.03000810742378235,26.807374954223633,22.111589431762695,0.21236760914325714,0.16565510630607605,all wage and salary workers
2014,105725,23.149457931518555,0.03133148327469826,27.114952087402344,22.620939254760742,0.198666051030159,0.16442714631557465,all wage and salary workers
2015,101304,24.148557662963867,0.035778459161520004,28.041099548339844,23.62795639038086,0.18677634000778198,0.14988325536251068,all wage and salary workers
2016,102754,24.9896240234375,0.03869985416531563,28.738012313842773,24.501501083374023,0.1729082316160202,0.1711091846227646,all wage and salary workers
2017,101522,25.726377487182617,0.04103873670101166,29.704002380371094,25.21196937561035,0.17817065119743347,0.16294679045677185,all wage and salary workers
2018,98483,26.95543670654297,0.04653599113225937,30.50044822692871,26.503177642822266,0.15082231163978577,0.16145607829093933,all wage and salary workers
2019,94818,28.095869064331055,0.050712790340185165,31.70222282409668,27.648048400878906,0.14663510024547577,0.14290077984333038,all wage and salary workers
2020,85156,30.576025009155273,0.06005421280860901,33.278099060058594,30.222864151000977,0.10109018534421921,0.12451332062482834,all wage and salary workers
2021,83758,31.97390365600586,0.06581583619117737,34.49653625488281,31.660470962524414,0.08957748115062714,0.10223709791898727,all wage and salary workers
2022,83761,34.11974334716797,0.07490265369415283,36.09186553955078,33.88539505004883,0.06511567533016205,0.12125977128744125,all wage and salary workers
1973,7828,3.1428186893463135,6.156259914860129e-4,3.768329620361328,3.056556463241577,0.23286765813827515,0.20524939894676208,wholesale/retail
1974,7432,3.3877153396606445,0.0010309182107448578,4.202008247375488,3.284651279449463,0.2792859673500061,0.2146022468805313,wholesale/retail
1975,7657,3.6144213676452637,0.0013248377945274115,4.5515313148498535,3.5000171661376953,0.30043113231658936,0.23782262206077576,wholesale/retail
1976,7688,3.930631160736084,0.0023475338239222765,4.938606262207031,3.805117607116699,0.29788532853126526,0.2525303065776825,wholesale/retail
1977,9621,4.1570940017700195,0.002442885423079133,5.400901794433594,4.004812240600586,0.3486030101776123,0.3254550099372864,wholesale/retail
1978,9136,4.431509971618652,0.003171134041622281,5.729824066162109,4.2961249351501465,0.3337191343307495,0.31845226883888245,wholesale/retail
1979,8651,5.1546525955200195,0.0031486665830016136,6.270813465118408,5.016685962677002,0.24999123811721802,0.20502158999443054,wholesale/retail
1980,10822,5.539059638977051,0.005265451036393642,6.765788555145264,5.390231132507324,0.2551945149898529,0.2203190177679062,wholesale/retail
1981,2547,5.3980631828308105,0.0030809983145445585,7.446611404418945,5.183244705200195,0.43666985630989075,0.2814283072948456,wholesale/retail
1983,31281,6.03504753112793,0.009743854403495789,8.103639602661133,5.837501525878906,0.3882034122943878,0.33273327350616455,wholesale/retail
1984,31655,6.115990161895752,0.01189917791634798,8.145698547363281,5.940256118774414,0.3712705969810486,0.33745038509368896,wholesale/retail
1985,32360,6.362651824951172,0.013291983865201473,8.337616920471191,6.206611633300781,0.34334439039230347,0.30889075994491577,wholesale/retail
1986,33129,6.580789566040039,0.01559450663626194,8.401283264160156,6.438441753387451,0.3048628270626068,0.27731990814208984,wholesale/retail
1987,32587,6.839896202087402,0.018432652577757835,8.756032943725586,6.691012859344482,0.3086259365081787,0.2563113868236542,wholesale/retail
1988,30774,7.045899868011475,0.020170455798506737,9.00522232055664,6.903561115264893,0.3044314682483673,0.21804754436016083,wholesale/retail
1989,31302,7.51500940322876,0.0026634763926267624,9.436988830566406,7.383091926574707,0.2781892716884613,0.23159414529800415,wholesale/retail
1990,32596,7.935548782348633,0.003763447981327772,9.69667911529541,7.81728982925415,0.24041442573070526,0.20916472375392914,wholesale/retail
1991,31612,8.211865425109863,0.003873212495818734,9.833584785461426,8.09567928314209,0.21467074751853943,0.19861647486686707,wholesale/retail
1992,31457,8.3956451416015625,0.0036852662451565266,10.101999282836914,8.272738456726074,0.22111913561820984,0.19660452008247375,wholesale/retail
1993,30621,8.636735916137695,0.004604315385222435,10.598389625549316,8.502684593200684,0.2464756816625595,0.21306703984737396,wholesale/retail
1994,34796,9.268831253051758,0.006550461519509554,10.629318237304688,9.178382873535156,0.1580818146467209,0.19935809075832367,wholesale/retail
1995,35069,9.561534881591797,0.006625449750572443,10.97946834564209,9.469013214111328,0.15951557457447052,0.20028191804885864,wholesale/retail
1996,24853,9.444230079650879,0.006448991596698761,10.837874412536621,9.359843254089355,0.15791195631027222,0.1635589301586151,wholesale/retail
1997,24829,9.878884315490723,0.007961184717714787,11.101494789123535,9.803624153137207,0.13238681852817535,0.15184512734413147,wholesale/retail
1998,24965,10.336517333984375,0.0028382111340761185,11.822125434875488,10.251458168029785,0.15321403741836548,0.14266878366470337,wholesale/retail
1999,23893,10.974326133728027,0.00363468867726624,12.176374435424805,10.907243728637695,0.11635668575763702,0.13174991309642792,wholesale/retail
2000,23334,11.46217155456543,0.004140034783631563,12.442992210388184,11.409602165222168,0.09057196229696274,0.14580518007278442,wholesale/retail
2001,24241,12.097655296325684,0.0055177523754537106,13.43675708770752,12.028892517089844,0.1170402467250824,0.11250926554203033,wholesale/retail
2002,26399,12.520938873291016,0.005896116141229868,13.589188575744629,12.467743873596191,0.08994768559932709,0.1276140809059143,wholesale/retail
2003,18414,13.968850135803223,0.0066613913513720036,13.788470268249512,13.98131275177002,-0.013792874291539192,0.12651067972183228,wholesale/retail
2004,18378,14.42545223236084,0.007722828071564436,14.657917976379395,14.411116600036621,0.01712576299905777,0.15381871163845062,wholesale/retail
2005,18562,15.008147239685059,0.010852397419512272,14.950655937194824,15.011519432067871,-0.004054452758282423,0.11754942685365677,wholesale/retail
2006,18299,15.139947891235352,0.010420510545372963,14.956847190856934,15.149979591369629,-0.01274803001433611,0.12510544061660767,wholesale/retail
2007,17887,15.68149185180664,0.012710634618997574,16.101394653320313,15.656431198120117,0.02842049114406109,0.10937001556158066,wholesale/retail
2008,17510,16.14739227294922,0.013069390319287777,15.631413459777832,16.176671981811523,-0.03370647132396698,0.08891522884368896,wholesale/retail
2009,16979,16.193132400512695,0.012799512594938278,15.777626037597656,16.218320846557617,-0.027172653004527092,0.09131985157728195,wholesale/retail
2010,16184,16.03728675842285,0.011332135647535324,16.37939453125,16.018199920654297,0.022549014538526535,0.11721695959568024,wholesale/retail
2011,15479,16.4343318939209,0.014236296527087688,15.388158798217773,16.492870330810547,-0.06698115915060043,0.060730937868356705,wholesale/retail
2012,15680,17.029069900512695,0.01640944369137287,16.165605545043945,17.076763153076172,-0.05335657671093941,0.0638657957315445,wholesale/retail
2013,14987,17.023761749267578,0.016702955588698387,17.1705265045166,17.01618194580078,0.009070457890629768,0.05470786988735199,wholesale/retail
2014,14675,17.376541137695313,0.017239775508642197,15.706378936767578,17.458803176879883,-0.10037481784820557,0.055239658802747726,wholesale/retail
2015,14257,17.874624252319336,0.01837299019098282,17.239337921142578,17.90838623046875,-0.03735949844121933,0.10776867717504501,wholesale/retail
2016,14160,19.049488067626953,0.023691119626164436,17.185970306396484,19.141939163208008,-0.10218238085508347,0.07432378828525543,wholesale/retail
2017,13844,19.52138328552246,0.02403467707335949,17.88290786743164,19.602989196777344,-0.08774586766958237,0.06362446397542953,wholesale/retail
2018,13210,20.441802978515625,0.025637507438659668,19.94632339477539,20.46571922302246,-0.025378821417689323,0.06406369060277939,wholesale/retail
2019,12217,21.448793411254883,0.030462054535746574,19.706533432006836,21.530630111694336,-0.08472100645303726,0.029695946723222733,wholesale/retail
2020,11151,22.643901824951172,0.03324129059910774,20.111295700073242,22.770828247070313,-0.1167955994606018,0.03308156877756119,wholesale/retail
2021,11078,24.15988540649414,0.03872646763920784,20.040443420410156,24.3651180267334,-0.17749451100826263,-0.04249217361211777,wholesale/retail
2022,10612,25.886112213134766,0.043579328805208206,21.208314895629883,26.11213493347168,-0.18779851496219635,-0.0020789094269275665,wholesale/retail
1973,39774,3.963343381881714,0.0011102976277470589,4.61300802230835,3.754528045654297,0.22865189611911774,0.171743243932724,all wage and salary workers
1974,37966,4.258988380432129,0.001568906009197235,5.021363735198975,4.019071578979492,0.24938400089740753,0.17610858380794525,all wage and salary workers
1975,37812,4.622152328491211,0.002267337404191494,5.428929805755615,4.386672496795654,0.237596333026886,0.1858174055814743,all wage and salary workers
1976,37888,4.914101600646973,0.0029009832069277763,5.835836887359619,4.646127223968506,0.2560648024082184,0.19672206044197083,all wage and salary workers
1977,46591,5.235752582550049,0.0035580324474722147,6.375394344329834,4.874814033508301,0.3078230917453766,0.20887547731399536,all wage and salary workers
1978,44577,5.578953742980957,0.0038851818535476923,6.773647308349609,5.212551116943359,0.2994879484176636,0.20135292410850525,all wage and salary workers
1979,44234,6.357469081878662,0.0051955413073301315,7.313542366027832,6.029841899871826,0.21289123594760895,0.15126484632492065,all wage and salary workers
1980,55795,6.889625549316406,0.0069791534915566444,7.883334159851074,6.573331356048584,0.19929054379463196,0.14761333167552948,all wage and salary workers
1981,12543,6.965193271636963,0.0076753548346459866,8.568615913391113,6.514373779296875,0.31533992290496826,0.17284370958805084,all wage and salary workers
1983,149169,8.055480003356934,0.017245376482605934,9.885915756225586,7.593844890594482,0.30183273553848267,0.2095923274755478,all wage and salary workers
1984,150464,8.37218952178955,0.021514510735869408,10.263042449951172,7.929927349090576,0.29421645402908325,0.21666228771209717,all wage and salary workers
1985,153737,8.776283264160156,0.025563953444361687,10.761096000671387,8.338377952575684,0.2905502915382385,0.21357494592666626,all wage and salary workers
1986,159126,9.158391952514648,0.030427198857069016,11.175626754760742,8.723567008972168,0.2810845375061035,0.20381508767604828,all wage and salary workers
1987,155216,9.476058006286621,0.035401247441768646,11.623933792114258,9.027239799499512,0.2876509428024292,0.2027067244052887,all wage and salary workers
1988,147348,9.9277496337890625,0.042437512427568436,12.243874549865723,9.454827308654785,0.2949865758419037,0.1955251544713974,all wage and salary workers
1989,149694,10.3885498046875,0.005477210972458124,12.850597381591797,9.898460388183594,0.2982420325279236,0.2075762301683426,all wage and salary workers
1990,156497,10.846484184265137,0.00676283473148942,13.388322830200195,10.362754821777344,0.2919656038284302,0.20503690838813782,all wage and salary workers
1991,151634,11.288135528564453,0.008047043345868587,13.789689064025879,10.814329147338867,0.2751312553882599,0.19413414597511292,all wage and salary workers
