country,food_category,consumption,co2_emmission
Luxembourg,Milk - inc. cheese,255.3,363.65000000000003
Luxembourg,Wheat and Wheat Products,103.2,19.68
Luxembourg,Rice,4.2,5.37
Luxembourg,Soybeans,0.04,0.02
Luxembourg,Nuts inc. Peanut Butter,0.93,1.6500000000000001
Brazil,Pork,12.6,44.6
Brazil,Poultry,45,48.339999999999996
Brazil,Beef,39.25,1211.1699999999998
Brazil,Lamb & Goat,0.62,21.71
Brazil,Fish,10.01,15.98
Brazil,Eggs,8.98,8.25
Brazil,Milk - inc. cheese,149.28,212.63
Brazil,Wheat and Wheat Products,53,10.11
Brazil,Rice,32.13,41.120000000000005
Brazil,Soybeans,3.62,1.6300000000000001
Brazil,Nuts inc. Peanut Butter,0.6699999999999999,1.1900000000000002
Kazakhstan,Pork,10.360000000000001,36.67
Kazakhstan,Poultry,18.38,19.74
Kazakhstan,Beef,23.38,721.4599999999999
Kazakhstan,Lamb & Goat,9.56,334.78999999999996
Kazakhstan,Fish,5.21,8.32
Kazakhstan,Eggs,8.29,7.619999999999999
Kazakhstan,Milk - inc. cheese,288.12,410.4
Kazakhstan,Wheat and Wheat Products,92.31,17.6
Kazakhstan,Rice,7.319999999999999,9.370000000000001
Kazakhstan,Soybeans,0.03,0.01
Kazakhstan,Nuts inc. Peanut Butter,5.14,9.1
Sweden,Pork,37,130.96
Sweden,Poultry,16.64,17.87
Sweden,Beef,24.58,758.49
Sweden,Lamb & Goat,1.41,49.379999999999995
Sweden,Fish,23.86,38.1
Sweden,Eggs,13.370000000000001,12.28
Sweden,Milk - inc. cheese,341.22999999999996,486.05
Sweden,Wheat and Wheat Products,79.59,15.18
Sweden,Rice,5.96,7.63
Sweden,Soybeans,0.13,0.06
Sweden,Nuts inc. Peanut Butter,6.23,11.03
Bermuda,Pork,28.24,99.96000000000001
Bermuda,Poultry,32.620000000000005,35.04
Bermuda,Beef,33.15,1022.9399999999999
Bermuda,Lamb & Goat,2.71,94.9
Bermuda,Fish,33.220000000000006,53.04
Bermuda,Eggs,14.92,13.709999999999999
Bermuda,Milk - inc. cheese,95.56,136.12
Bermuda,Wheat and Wheat Products,54.879999999999995,10.47
Bermuda,Rice,5.38,6.88
Bermuda,Soybeans,0.22,0.1
Bermuda,Nuts inc. Peanut Butter,5.72,10.12
Denmark,Pork,24.87,88.03
Denmark,Poultry,26.75,28.73
Denmark,Beef,28.459999999999997,878.22
Denmark,Lamb & Goat,0.92,32.220000000000006
Denmark,Fish,16.49,26.330000000000002
Denmark,Eggs,15.350000000000001,14.1
Denmark,Milk - inc. cheese,277.3,394.98999999999995
Denmark,Wheat and Wheat Products,98,18.69
Denmark,Rice,4.96,6.35
Denmark,Soybeans,0.03,0.01
Denmark,Nuts inc. Peanut Butter,5.94,10.51
Finland,Pork,36.14,127.92
Finland,Poultry,19.87,21.34
Finland,Beef,19.22,593.09
Finland,Lamb & Goat,0.53,18.56
Finland,Fish,33.8,53.97
Finland,Eggs,9.55,8.77
Finland,Milk - inc. cheese,430.76,613.57
Finland,Wheat and Wheat Products,81.99000000000001,15.639999999999999
Finland,Rice,4.42,5.659999999999999
Finland,Soybeans,0.08,0.04
Finland,Nuts inc. Peanut Butter,3.4299999999999997,6.07
Ireland,Pork,32.4,114.67999999999999
Ireland,Poultry,26.259999999999998,28.21
Ireland,Beef,22.35,689.6700000000001
Ireland,Lamb & Goat,4.1,143.58
Ireland,Fish,17.39,27.77
Ireland,Eggs,8.96,8.229999999999999
Ireland,Milk - inc. cheese,291.86,415.72999999999996
Ireland,Wheat and Wheat Products,107.98,20.59
Ireland,Rice,3,3.84
Ireland,Soybeans,0.25,0.11
Ireland,Nuts inc. Peanut Butter,4.1,7.26
Greece,Pork,28.310000000000002,100.2
Greece,Poultry,15.739999999999998,16.91
Greece,Beef,16.1,496.81
Greece,Lamb & Goat,12.47,436.7
Greece,Fish,14.42,23.02
Greece,Eggs,10.129999999999999,9.31
Greece,Milk - inc. cheese,255.26,363.59
Greece,Wheat and Wheat Products,124.04,23.650000000000002
Greece,Rice,6.64,8.5
Greece,Soybeans,0.02,0.01
Greece,Nuts inc. Peanut Butter,10.5,18.59
France,Pork,33.05,116.98
France,Poultry,22.93,24.630000000000003
France,Beef,23.810000000000002,734.73
France,Lamb & Goat,3.2800000000000002,114.86999999999999
France,Fish,22.91,36.58
France,Eggs,13.129999999999999,12.06
France,Milk - inc. cheese,241.31,343.71999999999997
France,Wheat and Wheat Products,108.43,20.68
France,Rice,4.88,6.24
France,Soybeans,0.05,0.02
France,Nuts inc. Peanut Butter,5.39,9.54
Canada,Pork,22.810000000000002,80.74000000000001
Canada,Poultry,36.68,39.4
Canada,Beef,30.25,933.4499999999999
Canada,Lamb & Goat,0.97,33.97
Canada,Fish,14.56,23.25
Canada,Eggs,12.950000000000001,11.9
Canada,Milk - inc. cheese,187.76999999999998,267.46
Canada,Wheat and Wheat Products,84.96000000000001,16.2
Canada,Rice,12.65,16.19
Canada,Soybeans,0.9400000000000001,0.42000000000000004
Canada,Nuts inc. Peanut Butter,8.01,14.18
Norway,Pork,23.51,83.21000000000001
Norway,Poultry,21.01,22.57
Norway,Beef,19.830000000000002,611.91
Norway,Lamb & Goat,5.34,187.01
Norway,Fish,38.18,60.96
Norway,Eggs,11.41,10.48
Norway,Milk - inc. cheese,261.34000000000003,372.25
Norway,Wheat and Wheat Products,97.11999999999999,18.52
Norway,Rice,4.359999999999999,5.58
Norway,Soybeans,0.11,0.05
Norway,Nuts inc. Peanut Butter,5.28,9.350000000000001
Hong Kong SAR. China,Pork,67.11,237.54
Hong Kong SAR. China,Poultry,54.86,58.93
Hong Kong SAR. China,Beef,25.82,796.75
Hong Kong SAR. China,Lamb & Goat,2.22,77.74000000000001
Hong Kong SAR. China,Fish,42.44,67.76
Hong Kong SAR. China,Eggs,14.5,13.32
Hong Kong SAR. China,Milk - inc. cheese,105.85,150.76999999999998
Hong Kong SAR. China,Wheat and Wheat Products,53.14,10.129999999999999
Hong Kong SAR. China,Rice,43.48,55.64
Hong Kong SAR. China,Soybeans,2.79,1.26
Hong Kong SAR. China,Nuts inc. Peanut Butter,13.81,24.439999999999998
French Polynesia,Pork,14.75,52.21
French Polynesia,Poultry,49.55,53.230000000000004
French Polynesia,Beef,30.9,953.51
French Polynesia,Lamb & Goat,2.8299999999999996,99.11
French Polynesia,Fish,38.949999999999996,62.190000000000005
French Polynesia,Eggs,8.75,8.04
French Polynesia,Milk - inc. cheese,93.56,133.26999999999998
French Polynesia,Wheat and Wheat Products,68.66999999999999,13.1
French Polynesia,Rice,35.59,45.54
French Polynesia,Soybeans,0.77,0.35
French Polynesia,Nuts inc. Peanut Butter,2.34,4.14
Israel,Pork,1.99,7.04
Israel,Poultry,62.5,67.14
Israel,Beef,28.779999999999998,888.09
Israel,Lamb & Goat,1.87,65.49000000000001
Israel,Fish,22.18,35.41
Israel,Eggs,11.350000000000001,10.43
Israel,Milk - inc. cheese,193.6,275.76
Israel,Wheat and Wheat Products,110.86,21.14
Israel,Rice,16.810000000000002,21.51
Israel,Soybeans,0.1,0.05
Israel,Nuts inc. Peanut Butter,7.71,13.65
Switzerland,Pork,31.49,111.46000000000001
Switzerland,Poultry,16.38,17.6
Switzerland,Beef,21.259999999999998,656.04
Switzerland,Lamb & Goat,1.42,49.730000000000004
Switzerland,Fish,13.48,21.52
Switzerland,Eggs,10.53,9.67
Switzerland,Milk - inc. cheese,318.69,453.94
Switzerland,Wheat and Wheat Products,89.51,17.07
Switzerland,Rice,2.4299999999999997,3.11
Switzerland,Soybeans,0.44,0.2
Switzerland,Nuts inc. Peanut Butter,9.27,16.41
Netherlands,Pork,36.36,128.7
Netherlands,Poultry,23.9,25.67
Netherlands,Beef,17.67,545.26
Netherlands,Lamb & Goat,0.9400000000000001,32.92
Netherlands,Fish,18.64,29.759999999999998
Netherlands,Eggs,14.03,12.89
Netherlands,Milk - inc. cheese,341.46999999999997,486.39
Netherlands,Wheat and Wheat Products,70.16999999999999,13.38
Netherlands,Rice,2.9299999999999997,3.75
Netherlands,Soybeans,0.12000000000000001,0.05
Netherlands,Nuts inc. Peanut Butter,7.94,14.05
Kuwait,Pork,0,0
Kuwait,Poultry,53.61,57.59
Kuwait,Beef,13.03,402.08
Kuwait,Lamb & Goat,15.61,546.66
Kuwait,Fish,11.99,19.14
Kuwait,Eggs,12.6,11.57
Kuwait,Milk - inc. cheese,157.66,224.57
Kuwait,Wheat and Wheat Products,96.76,18.45
Kuwait,Rice,43.83,56.09
Kuwait,Soybeans,0.06,0.03
Kuwait,Nuts inc. Peanut Butter,5.23,9.26
United Kingdom,Pork,25.79,91.28
United Kingdom,Poultry,31.55,33.89
United Kingdom,Beef,18.12,559.15
United Kingdom,Lamb & Goat,4.49,157.23999999999998
United Kingdom,Fish,15.49,24.73
United Kingdom,Eggs,11.08,10.18
United Kingdom,Milk - inc. cheese,232.2,330.75
United Kingdom,Wheat and Wheat Products,98.63,18.810000000000002
United Kingdom,Rice,6.39,8.18
United Kingdom,Soybeans,0.05,0.02
United Kingdom,Nuts inc. Peanut Butter,4.18,7.4
Austria,Pork,52.56,186.04
Austria,Poultry,18.610000000000003,19.99
Austria,Beef,17.14,528.9
Austria,Lamb & Goat,1.1600000000000001,40.620000000000005
Austria,Fish,12.16,19.419999999999998
Austria,Eggs,14.68,13.49
Austria,Milk - inc. cheese,258.09,367.62
Austria,Wheat and Wheat Products,81.1,15.47
Austria,Rice,3.7,4.73
Austria,Soybeans,2.06,0.93
Austria,Nuts inc. Peanut Butter,7.88,13.950000000000001
Oman,Pork,0.01,0.04
Oman,Poultry,31.51,33.849999999999994
Oman,Beef,15.1,465.95
Oman,Lamb & Goat,12.870000000000001,450.71
Oman,Fish,21.56,34.42
Oman,Eggs,7.8,7.17
Oman,Milk - inc. cheese,152.28,216.91
Oman,Wheat and Wheat Products,64.1,12.219999999999999
Oman,Rice,56.55,72.36999999999999
Oman,Soybeans,0.21000000000000002,0.09
Oman,Nuts inc. Peanut Butter,1.6800000000000002,2.9699999999999998
Italy,Pork,40.28,142.57
Italy,Poultry,18.610000000000003,19.99
Italy,Beef,18.6,573.9599999999999
Italy,Lamb & Goat,0.92,32.220000000000006
Italy,Fish,15.6,24.91
Italy,Eggs,13.34,12.25
Italy,Milk - inc. cheese,246.88000000000002,351.66
Italy,Wheat and Wheat Products,146.37,27.91
Italy,Rice,5.74,7.35
Italy,Soybeans,0.01,0
Italy,Nuts inc. Peanut Butter,7.63,13.51
Bahamas,Pork,32.74,115.88
Bahamas,Poultry,45.74,49.13
Bahamas,Beef,19.919999999999998,614.69
Bahamas,Lamb & Goat,5.22,182.8
Bahamas,Fish,18.8,30.02
Bahamas,Eggs,6.2,5.7
Bahamas,Milk - inc. cheese,104.76,149.22
Bahamas,Wheat and Wheat Products,39.98,7.619999999999999
Bahamas,Rice,23.97,30.67
Bahamas,Soybeans,0.09,0.04
Bahamas,Nuts inc. Peanut Butter,4.03,7.13
Portugal,Pork,37.91,134.18
Portugal,Poultry,30.14,32.379999999999995
Portugal,Beef,16.45,507.61
Portugal,Lamb & Goat,2.38,83.35
Portugal,Fish,45.39,72.47
Portugal,Eggs,9.05,8.31
Portugal,Milk - inc. cheese,205.04,292.06
Portugal,Wheat and Wheat Products,94.3,17.979999999999997
Portugal,Rice,14.860000000000001,19.02
Portugal,Soybeans,0.01,0
Portugal,Nuts inc. Peanut Butter,3.9099999999999997,6.92
Malta,Pork,34.24,121.19
Malta,Poultry,26.4,28.36
Malta,Beef,19.22,593.09
Malta,Lamb & Goat,1.1900000000000002,41.67
Malta,Fish,24.58,39.25
Malta,Eggs,11.639999999999999,10.69
Malta,Milk - inc. cheese,190.06,270.71999999999997
Malta,Wheat and Wheat Products,139.58,26.62
Malta,Rice,4.96,6.35
Malta,Soybeans,0.05,0.02
Malta,Nuts inc. Peanut Butter,5.619999999999999,9.950000000000001
Armenia,Pork,9.67,34.230000000000004
Armenia,Poultry,13.350000000000001,14.34
Armenia,Beef,19.66,606.6700000000001
Armenia,Lamb & Goat,3.02,105.76
Armenia,Fish,4.359999999999999,6.96
Armenia,Eggs,11.69,10.739999999999998
Armenia,Milk - inc. cheese,209.03,297.74
Armenia,Wheat and Wheat Products,130.6,24.91
Armenia,Rice,3.18,4.07
Armenia,Soybeans,0,0
Armenia,Nuts inc. Peanut Butter,2.55,4.51
Slovenia,Pork,28.19,99.78
Slovenia,Poultry,23.459999999999997,25.2
Slovenia,Beef,18.43,568.71
Slovenia,Lamb & Goat,0.7899999999999999,27.67
Slovenia,Fish,7.76,12.39
Slovenia,Eggs,9.360000000000001,8.6
Slovenia,Milk - inc. cheese,235.01,334.75
Slovenia,Wheat and Wheat Products,103.43,19.72
Slovenia,Rice,3.9499999999999997,5.05
Slovenia,Soybeans,0.75,0.33999999999999997
Slovenia,Nuts inc. Peanut Butter,5.28,9.350000000000001
Chile,Pork,24.68,87.35
Chile,Poultry,36.52,39.230000000000004
Chile,Beef,23.86,736.2700000000001
Chile,Lamb & Goat,0.42000000000000004,14.709999999999999
Chile,Fish,7.6499999999999995,12.209999999999999
Chile,Eggs,9.97,9.16
Chile,Milk - inc. cheese,116.11,165.39000000000001
Chile,Wheat and Wheat Products,104.74000000000001,19.97
Chile,Rice,8.850000000000001,11.33
Chile,Soybeans,0.04,0.02
Chile,Nuts inc. Peanut Butter,2.22,3.9299999999999997
Venezuela,Pork,7.23,25.59
Venezuela,Poultry,39.28,42.190000000000005
Venezuela,Beef,25.89,798.91
Venezuela,Lamb & Goat,0.32,11.209999999999999
Venezuela,Fish,8.34,13.32
Venezuela,Eggs,5.63,5.17
Venezuela,Milk - inc. cheese,117.79,167.78
Venezuela,Wheat and Wheat Products,49.17,9.38
Venezuela,Rice,23.39,29.93
Venezuela,Soybeans,0,0
Venezuela,Nuts inc. Peanut Butter,0.35,0.62
Belgium,Pork,38.65,136.8
Belgium,Poultry,12.2,13.11
Belgium,Beef,15.629999999999999,482.31
Belgium,Lamb & Goat,1.32,46.230000000000004
Belgium,Fish,18.97,30.29
Belgium,Eggs,12.59,11.57
Belgium,Milk - inc. cheese,236.19,336.42999999999995
Belgium,Wheat and Wheat Products,111.91000000000001,21.34
Belgium,Rice,8.61,11.02
Belgium,Soybeans,0.07,0.03
Belgium,Nuts inc. Peanut Butter,7.319999999999999,12.96
Germany,Pork,51.809999999999995,183.38000000000002
Germany,Poultry,17.75,19.07
Germany,Beef,13.16,406.09
Germany,Lamb & Goat,0.73,25.56
Germany,Fish,11.16,17.82
Germany,Eggs,12.2,11.209999999999999
Germany,Milk - inc. cheese,258.7,368.48999999999995
Germany,Wheat and Wheat Products,83.41000000000001,15.91
Germany,Rice,3.34,4.2700000000000005
Germany,Soybeans,0.88,0.4
Germany,Nuts inc. Peanut Butter,7.96,14.09
Russia,Pork,25.66,90.82
Russia,Poultry,27.5,29.54
Russia,Beef,16.979999999999997,523.97
Russia,Lamb & Goat,1.4,49.03
Russia,Fish,20.82,33.24
Russia,Eggs,15.43,14.17
Russia,Milk - inc. cheese,163.57,232.99
Russia,Wheat and Wheat Products,130.99,24.979999999999997
Russia,Rice,4.71,6.03
Russia,Soybeans,0.05,0.02
Russia,Nuts inc. Peanut Butter,1.62,2.8699999999999997
Croatia,Pork,42.790000000000006,151.46
Croatia,Poultry,8.52,9.15
Croatia,Beef,12.41,382.95
Croatia,Lamb & Goat,1.71,59.879999999999995
Croatia,Fish,15.83,25.279999999999998
Croatia,Eggs,8.48,7.79
Croatia,Milk - inc. cheese,231.02,329.06
Croatia,Wheat and Wheat Products,106.59,20.330000000000002
Croatia,Rice,2.64,3.38
Croatia,Soybeans,0,0
Croatia,Nuts inc. Peanut Butter,3.88,6.87
Belarus,Pork,40.37,142.89000000000001
Belarus,Poultry,31.29,33.61
Belarus,Beef,17.110000000000003,527.98
Belarus,Lamb & Goat,0.11,3.8499999999999996
Belarus,Fish,15.75,25.150000000000002
Belarus,Eggs,15.860000000000001,14.57
Belarus,Milk - inc. cheese,133.73,190.49
Belarus,Wheat and Wheat Products,60.48,11.53
Belarus,Rice,3.17,4.06
Belarus,Soybeans,0.3,0.14
Belarus,Nuts inc. Peanut Butter,3.36,5.95
Spain,Pork,48.92,173.15
Spain,Poultry,28.630000000000003,30.75
Spain,Beef,12.15,374.91999999999996
Spain,Lamb & Goat,2.16,75.64
Spain,Fish,28.830000000000002,46.03
Spain,Eggs,13.32,12.239999999999998
Spain,Milk - inc. cheese,164.29,234.01
Spain,Wheat and Wheat Products,93.88,17.9
Spain,Rice,8.32,10.65
Spain,Soybeans,0.02,0.01
Spain,Nuts inc. Peanut Butter,7.44,13.17
Paraguay,Pork,26.24,92.88
Paraguay,Poultry,6.39,6.859999999999999
Paraguay,Beef,19.810000000000002,611.2900000000001
Paraguay,Lamb & Goat,0.56,19.610000000000003
Paraguay,Fish,3.6,5.75
Paraguay,Eggs,18.830000000000002,17.3
Paraguay,Milk - inc. cheese,75.72,107.86
Paraguay,Wheat and Wheat Products,31.51,6.01
Paraguay,Rice,4.91,6.28
Paraguay,Soybeans,0,0
Paraguay,Nuts inc. Peanut Butter,1.6,2.8299999999999996
New Caledonia,Pork,19.9,70.44000000000001
New Caledonia,Poultry,44.36,47.65
New Caledonia,Beef,16.07,495.89
New Caledonia,Lamb & Goat,1.95,68.29
New Caledonia,Fish,19.38,30.939999999999998
New Caledonia,Eggs,8.850000000000001,8.129999999999999
New Caledonia,Milk - inc. cheese,108,153.84
New Caledonia,Wheat and Wheat Products,81.75,15.59
New Caledonia,Rice,17.47,22.36
New Caledonia,Soybeans,0.55,0.25
New Caledonia,Nuts inc. Peanut Butter,2.96,5.24
South Africa,Pork,4.159999999999999,14.719999999999999
South Africa,Poultry,37.57,40.36
South Africa,Beef,18.03,556.37
South Africa,Lamb & Goat,4.28,149.89000000000001
South Africa,Fish,5.56,8.88
South Africa,Eggs,7.21,6.619999999999999
South Africa,Milk - inc. cheese,55.75,79.41000000000001
South Africa,Wheat and Wheat Products,60.13,11.47
South Africa,Rice,17.41,22.279999999999998
South Africa,Soybeans,1.27,0.5700000000000001
South Africa,Nuts inc. Peanut Butter,1.04,1.84
Barbados,Pork,8.3,29.38
Barbados,Poultry,42.620000000000005,45.78
Barbados,Beef,13.129999999999999,405.16
Barbados,Lamb & Goat,4.08,142.88000000000002
Barbados,Fish,37.41,59.730000000000004
Barbados,Eggs,9.61,8.83
Barbados,Milk - inc. cheese,110.48,157.37
Barbados,Wheat and Wheat Products,65.71000000000001,12.53
Barbados,Rice,15.66,20.04
Barbados,Soybeans,0.1,0.05
Barbados,Nuts inc. Peanut Butter,4.159999999999999,7.359999999999999
Lithuania,Pork,45.67,161.65
Lithuania,Poultry,26.84,28.830000000000002
Lithuania,Beef,4.49,138.55
Lithuania,Lamb & Goat,0.24000000000000002,8.4
Lithuania,Fish,42.39,67.67999999999999
Lithuania,Eggs,13.11,12.04
Lithuania,Milk - inc. cheese,295.46,420.85
Lithuania,Wheat and Wheat Products,121.59,23.19
Lithuania,Rice,3.07,3.9299999999999997
Lithuania,Soybeans,0.02,0.01
Lithuania,Nuts inc. Peanut Butter,2.13,3.77
Turkey,Pork,0.01,0.04
Turkey,Poultry,18.779999999999998,20.17
Turkey,Beef,11.639999999999999,359.19
Turkey,Lamb & Goat,4.68,163.89000000000001
Turkey,Fish,5.58,8.91
Turkey,Eggs,8.2,7.53
Turkey,Milk - inc. cheese,193.94,276.25
Turkey,Wheat and Wheat Products,169.96,32.41
Turkey,Rice,10.739999999999998,13.739999999999998
Turkey,Soybeans,1.71,0.77
Turkey,Nuts inc. Peanut Butter,7.970000000000001,14.11
Estonia,Pork,29.68,105.05
Estonia,Poultry,21.110000000000003,22.68
Estonia,Beef,7.1899999999999995,221.87
Estonia,Lamb & Goat,0.44,15.41
Estonia,Fish,12.78,20.41
Estonia,Eggs,12.66,11.629999999999999
Estonia,Milk - inc. cheese,284.85,405.74
Estonia,Wheat and Wheat Products,89.36,17.04
Estonia,Rice,2.56,3.2800000000000002
Estonia,Soybeans,0.04,0.02
Estonia,Nuts inc. Peanut Butter,4.29,7.59
Mexico,Pork,15.229999999999999,53.91
Mexico,Poultry,30.12,32.349999999999994
Mexico,Beef,15.33,473.05
Mexico,Lamb & Goat,0.89,31.17
Mexico,Fish,7.56,12.07
Mexico,Eggs,18.34,16.85
Mexico,Milk - inc. cheese,111.86999999999999,159.35000000000002
Mexico,Wheat and Wheat Products,35.21,6.71
Mexico,Rice,5.64,7.22
Mexico,Soybeans,0.02,0.01
Mexico,Nuts inc. Peanut Butter,2.51,4.44
Costa Rica,Pork,10.28,36.39
Costa Rica,Poultry,24.47,26.29
Costa Rica,Beef,15.229999999999999,469.96999999999997
Costa Rica,Lamb & Goat,0.02,0.7
Costa Rica,Fish,11.32,18.07
Costa Rica,Eggs,10.55,9.69
Costa Rica,Milk - inc. cheese,183.28,261.06
Costa Rica,Wheat and Wheat Products,39.309999999999995,7.5
Costa Rica,Rice,45.690000000000005,58.47
Costa Rica,Soybeans,1.54,0.69
Costa Rica,Nuts inc. Peanut Butter,1.3800000000000001,2.44
Bolivia,Pork,8.89,31.47
Bolivia,Poultry,34.309999999999995,36.86
Bolivia,Beef,19.779999999999998,610.37
Bolivia,Lamb & Goat,1.72,60.230000000000004
Bolivia,Fish,2.18,3.48
Bolivia,Eggs,5.18,4.76
Bolivia,Milk - inc. cheese,46.04,65.58
Bolivia,Wheat and Wheat Products,49.99,9.53
Bolivia,Rice,26.99,34.54
Bolivia,Soybeans,0.01,0
Bolivia,Nuts inc. Peanut Butter,9.16,16.21
Ecuador,Pork,14.44,51.11
Ecuador,Poultry,21.85,23.47
Ecuador,Beef,16.610000000000003,512.55
Ecuador,Lamb & Goat,0.44,15.41
Ecuador,Fish,5.17,8.25
Ecuador,Eggs,8.01,7.359999999999999
Ecuador,Milk - inc. cheese,139.6,198.85000000000002
Ecuador,Wheat and Wheat Products,39.190000000000005,7.470000000000001
Ecuador,Rice,45.07,57.68
Ecuador,Soybeans,0,0
Ecuador,Nuts inc. Peanut Butter,0.98,1.73
Panama,Pork,13.48,47.71
Panama,Poultry,30.810000000000002,33.1
Panama,Beef,20.4,629.5
Panama,Lamb & Goat,0.01,0.35
Panama,Fish,11.05,17.64
Panama,Eggs,4.53,4.159999999999999
Panama,Milk - inc. cheese,70.29,100.11999999999999
Panama,Wheat and Wheat Products,38.96,7.430000000000001
Panama,Rice,66.42,85
Panama,Soybeans,3.53,1.59
Panama,Nuts inc. Peanut Butter,1.05,1.86
Czech Republic,Pork,41.17,145.72
Czech Republic,Poultry,19.09,20.51
Czech Republic,Beef,8.15,251.49
Czech Republic,Lamb & Goat,0.33999999999999997,11.91
Czech Republic,Fish,8.25,13.17
Czech Republic,Eggs,11.66,10.709999999999999
Czech Republic,Milk - inc. cheese,195.2,278.04
Czech Republic,Wheat and Wheat Products,92.66999999999999,17.67
Czech Republic,Rice,4.79,6.13
Czech Republic,Soybeans,0.8200000000000001,0.37
Czech Republic,Nuts inc. Peanut Butter,2.4699999999999998,4.37
Romania,Pork,25.310000000000002,89.58
Romania,Poultry,15.38,16.52
Romania,Beef,4.78,147.5
Romania,Lamb & Goat,3.4099999999999997,119.42
Romania,Fish,6.07,9.69
Romania,Eggs,12.94,11.89
Romania,Milk - inc. cheese,238.33,339.47999999999996
Romania,Wheat and Wheat Products,134.87,25.72
Romania,Rice,2.59,3.3099999999999996
Romania,Soybeans,0.01,0
Romania,Nuts inc. Peanut Butter,1.8,3.19
Colombia,Pork,6.51,23.04
Colombia,Poultry,27.57,29.62
Colombia,Beef,16.36,504.84000000000003
Colombia,Lamb & Goat,0.21000000000000002,7.35
Colombia,Fish,6.01,9.6
Colombia,Eggs,10.78,9.9
Colombia,Milk - inc. cheese,108.47,154.5
Colombia,Wheat and Wheat Products,29.79,5.68
Colombia,Rice,28.02,35.86
Colombia,Soybeans,0.89,0.4
Colombia,Nuts inc. Peanut Butter,0.42000000000000004,0.74
Maldives,Pork,1.22,4.319999999999999
Maldives,Poultry,18.47,19.84
Maldives,Beef,9.44,291.3
