qid,name,category,country,iso,lat,lon,year,year_approx,century,wikipedia,image,sitelinks,pageviews,fame_rank
Q42049,Balmoral Castle,palace,Scotland,GB-SCT,57.0407,-3.23016,1390,0,14th century,https://en.wikipedia.org/wiki/Balmoral_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Balmoral%20Castle.jpg?width=1280,62,403211,14
Q4132,Summer Palace,palace,China,CN,39.9975,116.2689,NA,0,NA,https://en.wikipedia.org/wiki/Summer_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Longevity%20Hill%20of%20the%20Summer%20Palace.jpg?width=1280,61,138783,39
Q211818,Belvedere (Vienna),palace,Austria,AT,48.1934,16.38052,1714,0,18th century,"https://en.wikipedia.org/wiki/Belvedere,_Vienna",https://commons.wikimedia.org/wiki/Special:FilePath/Wien%20-%20Schloss%20Belvedere%2C%20oberes%20%282%29.JPG?width=1280,60,114787,48
Q546010,Ani,ruin,Turkey,TR,40.5075,43.57278,NA,0,NA,https://en.wikipedia.org/wiki/Ani,https://commons.wikimedia.org/wiki/Special:FilePath/Ani%20Archeological%20Site%2C%20March%202020%201.jpg?width=1280,59,163070,37
Q145093,Apostolic Palace,palace,Vatican City,VA,41.90361,12.45639,1589,0,16th century,https://en.wikipedia.org/wiki/Apostolic_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/2018-03-18%20Apostolischer%20Palast.jpg?width=1280,59,205019,29
Q189883,Doge's Palace,palace,Italy,IT,45.43367,12.34042,1340,0,14th century,https://en.wikipedia.org/wiki/Doge%27s_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/%28Venice%29%20Doge%27s%20Palace%20facing%20the%20sea.jpg?width=1280,59,117193,49
Q208559,Drottningholm Palace,palace,Sweden,SE,59.32169,17.88638,1699,0,17th century,https://en.wikipedia.org/wiki/Drottningholm_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Drottningholm%20Palace%20%28by%20Pudelek%29%203.jpg?width=1280,59,55108,96
Q210610,Golestan Palace,palace,Iran,IR,35.67972,51.42028,1850,1,19th century,https://en.wikipedia.org/wiki/Golestan_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Milad-poorali.jpg?width=1280,59,166709,36
Q234364,Tuileries Palace,ruin,France,FR,48.86222,2.33111,1564,0,16th century,https://en.wikipedia.org/wiki/Tuileries_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Tuileries%20jardin%201867.jpg?width=1280,59,184388,30
Q836531,Hawa Mahal,palace,India,IN,26.924,75.82672,1799,0,18th century,https://en.wikipedia.org/wiki/Hawa_Mahal,https://commons.wikimedia.org/wiki/Special:FilePath/East%20facade%20Hawa%20Mahal%20Jaipur%20from%20ground%20level%20%28July%202022%29%20-%20img%2001.jpg?width=1280,59,216762,27
Q486382,Castel Sant'Angelo,castle,Italy,IT,41.90304,12.46631,139,0,2nd century,https://en.wikipedia.org/wiki/Castel_Sant%27Angelo,https://commons.wikimedia.org/wiki/Special:FilePath/Castel%20Sant%27Angelo%20at%20Night.jpg?width=1280,58,268941,19
Q151545,Wartburg,castle,Germany,DE,50.96611,10.30639,1067,0,11th century,https://en.wikipedia.org/wiki/Wartburg,https://commons.wikimedia.org/wiki/Special:FilePath/Thuringia%20Eisenach%20asv2020-07%20img23%20Wartburg%20Castle.jpg?width=1280,58,48561,111
Q215897,Castel del Monte,castle,Italy,IT,41.08475,16.27093,1240,0,13th century,"https://en.wikipedia.org/wiki/Castel_del_Monte,_Apulia",https://commons.wikimedia.org/wiki/Special:FilePath/Castel%20del%20Monte%20BW%202016-10-14%2012-26-11%20r.jpg?width=1280,58,48389,115
Q212065,Edinburgh Castle,castle,Scotland,GB-SCT,55.9487,-3.20073,1200,0,12th century,https://en.wikipedia.org/wiki/Edinburgh_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20Castle%20from%20the%20Grassmarket.jpg?width=1280,57,266047,22
Q215003,Belém Tower,fortress,Portugal,PT,38.69139,-9.21583,1515,0,16th century,https://en.wikipedia.org/wiki/Bel%C3%A9m_Tower,https://commons.wikimedia.org/wiki/Special:FilePath/Belem%20Tower%20-%20April%202019%20%282%29.jpg?width=1280,57,154139,42
Q71279,Malbork Castle,castle,Poland,PL,54.03972,19.02778,1270,0,13th century,https://en.wikipedia.org/wiki/Malbork_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20of%20Malbork%20Castle%2C%20part%204.jpg?width=1280,57,207941,31
Q150039,Neuf-Brisach,fortress,France,FR,48.01806,7.52833,1697,0,17th century,https://en.wikipedia.org/wiki/Neuf-Brisach,https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20Neuf-Brisach%20%28view%20from%20the%20southwest%29.jpg?width=1280,56,39542,142
Q201428,Palace of Fontainebleau,palace,France,FR,48.40222,2.70056,NA,0,NA,https://en.wikipedia.org/wiki/Palace_of_Fontainebleau,https://commons.wikimedia.org/wiki/Special:FilePath/Le%20Grand%20Escalier%20%C3%A0%20Fer%20de%20Cheval.jpg?width=1280,56,114167,52
Q189358,Kronborg Castle,castle,Denmark,DK,56.03861,12.62194,1425,1,15th century,https://en.wikipedia.org/wiki/Kronborg,https://commons.wikimedia.org/wiki/Special:FilePath/KronborgCastle%20HCS.jpg?width=1280,55,82588,71
Q205367,Château de Chambord,palace,France,FR,47.61611,1.51722,1519,0,16th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Chambord,https://commons.wikimedia.org/wiki/Special:FilePath/France%20Loir-et-Cher%20Chambord%20Chateau%2003.jpg?width=1280,55,147427,43
Q2854543,Catherine Palace,palace,Russia,RU,59.716,30.39556,1717,0,18th century,https://en.wikipedia.org/wiki/Catherine_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Catherine%20Palace%20in%20Tsarskoe%20Selo%2002.jpg?width=1280,55,67917,78
Q46242,Hofburg Palace,palace,Austria,AT,48.20639,16.36528,1279,0,13th century,https://en.wikipedia.org/wiki/Hofburg,https://commons.wikimedia.org/wiki/Special:FilePath/Wien%20-%20Neue%20Hofburg.JPG?width=1280,55,167311,40
Q207385,Kensington Palace,palace,England,GB-ENG,51.50528,-0.18833,1605,0,17th century,https://en.wikipedia.org/wiki/Kensington_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Kensington%20Palace.jpg?width=1280,54,320557,23
Q327983,Palace of Caserta,palace,Italy,IT,41.07317,14.32711,1752,0,18th century,https://en.wikipedia.org/wiki/Royal_Palace_of_Caserta,https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20the%20Palace%20of%20Caserta%20%28view%20from%20the%20south%29.jpg?width=1280,54,119594,51
Q6812419,Melilla la Vieja,fortress,Spain,ES,35.294,-2.934,1600,1,16th century,https://en.wikipedia.org/wiki/Melilla_la_Vieja,https://commons.wikimedia.org/wiki/Special:FilePath/Frente%20de%20La%20Marina.jpg?width=1280,53,2090,1265
Q1292442,Suomenlinna,fortress,Finland,FI,60.14361,24.98444,1748,0,18th century,https://en.wikipedia.org/wiki/Suomenlinna,https://commons.wikimedia.org/wiki/Special:FilePath/Suomenlinna.jpg?width=1280,53,62313,91
Q151330,Sanssouci Palace,palace,Germany,DE,52.40326,13.03863,1745,0,18th century,https://en.wikipedia.org/wiki/Sanssouci,https://commons.wikimedia.org/wiki/Special:FilePath/.00%202522%20Schloss%20Sanssouci%20in%20Potsdam.jpg?width=1280,53,120371,54
Q205666,Hampton Court Palace,palace,England,GB-ENG,51.4034,-0.3375,1515,0,16th century,https://en.wikipedia.org/wiki/Hampton_Court_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Hampton%20Court%20Palace%20%283%29.jpg?width=1280,53,229919,32
Q274141,Dolmabahçe Palace,palace,Turkey,TR,41.03944,29.00167,1823,0,19th century,https://en.wikipedia.org/wiki/Dolmabah%C3%A7e_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20de%20Dolmabah%C3%A7e%2C%20Estambul%2C%20Turqu%C3%ADa%2C%202024-09-29%2C%20DD%2024.jpg?width=1280,53,159780,44
Q329852,Luxembourg Palace,palace,France,FR,48.84833,2.3375,1620,0,17th century,https://en.wikipedia.org/wiki/Luxembourg_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/2017%20-%20Le%20palais%20du%20Luxembourg%2C%20dans%20le%20jardin%20du%20Luxembourg%2C%20Paris%20-%203.jpg?width=1280,53,70733,79
Q223079,Quirinal Palace,palace,Italy,IT,41.9,12.4875,1574,0,16th century,https://en.wikipedia.org/wiki/Quirinal_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Quirinale%20palazzo%20e%20obelisco%20con%20dioscuri%20Roma.jpg?width=1280,53,109746,59
Q131631,Nymphenburg Palace,palace,Germany,DE,48.15806,11.50361,1664,0,17th century,https://en.wikipedia.org/wiki/Nymphenburg_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Nymphenburg%2C%20Weitwinkelansicht.jpg?width=1280,52,92496,68
Q322287,Diocletian's Palace,palace,Croatia,HR,43.50806,16.43833,293,0,3rd century,https://en.wikipedia.org/wiki/Diocletian%27s_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Diocletian%27s%20Palace%20%28original%20appearance%29.jpg?width=1280,52,175894,41
Q38646,Peter and Paul Fortress,fortress,Russia,RU,59.95,30.31667,1703,0,18th century,https://en.wikipedia.org/wiki/Peter_and_Paul_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/00%204645%20Sankt%20Petersburg%20-%20Haseninsel.jpg?width=1280,52,52312,108
Q500367,Qal'at Bani Hammad,ruin,Algeria,DZ,35.81389,4.79333,1007,0,11th century,https://en.wikipedia.org/wiki/Qal%27at_Bani_Hammad,https://commons.wikimedia.org/wiki/Special:FilePath/28-2%20Kal%C3%A2a%20de%20Beni%20Hammad%20%283%29.jpg?width=1280,51,8288,592
Q272162,St James's Palace,palace,England,GB-ENG,51.50472,-0.13778,1536,0,16th century,https://en.wikipedia.org/wiki/St_James%27s_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/St%20James%27s%20Palace%2C%20London%20-%20geograph.org.uk%20-%207963883.jpg?width=1280,51,255173,33
Q329948,Palais-Royal,palace,France,FR,48.86333,2.33694,1628,0,17th century,https://en.wikipedia.org/wiki/Palais-Royal,https://commons.wikimedia.org/wiki/Special:FilePath/Conseil%20d%27Etat%20Paris%20WA.jpg?width=1280,51,77957,76
Q321242,Osaka Castle,castle,Japan,JP,34.68722,135.52583,1583,0,16th century,https://en.wikipedia.org/wiki/Osaka_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20Castle%2002bs3200.jpg?width=1280,51,231093,35
Q190060,Citadel of the Hồ Dynasty,fortress,Vietnam,VN,20.07806,105.60472,1397,0,14th century,https://en.wikipedia.org/wiki/Citadel_of_the_H%E1%BB%93_Dynasty,https://commons.wikimedia.org/wiki/Special:FilePath/Ho%20dynasty%27s%20citadel%2C%20Vietnam.jpg?width=1280,51,7671,616
Q266698,Karlštejn Castle,castle,Czech Republic,CZ,49.93955,14.18793,1348,0,14th century,https://en.wikipedia.org/wiki/Karl%C5%A1tejn,https://commons.wikimedia.org/wiki/Special:FilePath/Burg%20Karlstein%20-%20Karl%C5%A1tejn%20-%20panoramio.jpg?width=1280,50,38437,160
Q390275,Bran Castle,castle,Romania,RO,45.515,25.3671,1289,0,13th century,https://en.wikipedia.org/wiki/Bran_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bran%20Castle%20TB1.jpg?width=1280,50,255562,34
Q477157,Changdeokgung,palace,South Korea,KR,37.57944,126.99167,1405,0,15th century,https://en.wikipedia.org/wiki/Changdeokgung,https://commons.wikimedia.org/wiki/Special:FilePath/%EC%B0%BD%EB%8D%95%EA%B6%81%20%EC%A0%84%EA%B2%BD%20%282012%29.jpg?width=1280,50,72509,80
Q115253,Takht-e Soleyman,ruin,Iran,IR,36.60472,47.23417,NA,0,NA,https://en.wikipedia.org/wiki/Takht-e_Soleym%C4%81n,https://commons.wikimedia.org/wiki/Special:FilePath/Takhte%20Soleyman%20%285%29.jpg?width=1280,49,22385,264
Q209643,Mir Castle Complex,castle,Belarus,BY,53.45127,26.47289,1550,1,16th century,https://en.wikipedia.org/wiki/Mir_Castle_Complex,https://commons.wikimedia.org/wiki/Special:FilePath/Mir%20Castle%202018.jpg?width=1280,49,13134,409
Q215315,Kernavė,ruin,Lithuania,LT,54.88333,24.85,NA,0,NA,https://en.wikipedia.org/wiki/Kernav%C4%97,https://commons.wikimedia.org/wiki/Special:FilePath/Kernav%C4%97%20-%20Hill%20forts%2001.jpg?width=1280,49,18354,302
Q154996,Charlottenburg Palace,palace,Germany,DE,52.52111,13.29583,1791,0,18th century,https://en.wikipedia.org/wiki/Schloss_Charlottenburg,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Charlottenburg%202025.jpg?width=1280,49,39955,158
Q338889,Palace of the Shirvanshahs,palace,Azerbaijan,AZ,40.36611,49.83333,1500,0,15th century,https://en.wikipedia.org/wiki/Palace_of_the_Shirvanshahs,https://commons.wikimedia.org/wiki/Special:FilePath/Azerbaigian-baku3.jpg?width=1280,49,32526,188
Q464695,Fasil Ghebbi,fortress,Ethiopia,ET,12.60806,37.46972,1650,1,17th century,https://en.wikipedia.org/wiki/Fasil_Ghebbi,https://commons.wikimedia.org/wiki/Special:FilePath/ET%20Gondar%20asv2018-02%20img02%20Fasil%20Ghebbi.jpg?width=1280,49,26314,227
Q271928,Palazzo Vecchio,palace,Italy,IT,43.76944,11.25611,1299,0,13th century,https://en.wikipedia.org/wiki/Palazzo_Vecchio,https://commons.wikimedia.org/wiki/Special:FilePath/Piazza%20della%20signoria%2C%20palazzo%20vecchio%2C%20veduta%2001.jpg?width=1280,48,142211,56
Q873769,Grand Palace,palace,Thailand,TH,13.75014,100.49203,1782,0,18th century,https://en.wikipedia.org/wiki/Grand_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Palace%20Bangkok%2C%20Thailand.jpg?width=1280,48,117483,61
Q372647,Chillon Castle,castle,Switzerland,CH,46.41417,6.9275,1160,0,12th century,https://en.wikipedia.org/wiki/Chillon_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/001%20Chateau%20de%20Chillon%20and%20Dents%20du%20Midi%20Photo%20by%20Giles%20Laurent.jpg?width=1280,48,49552,128
Q593311,Bratislava Castle,castle,Slovakia,SK,48.14222,17.1,1431,0,15th century,https://en.wikipedia.org/wiki/Bratislava_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bratislava%20-%20Burg%20%28a%29.JPG?width=1280,47,42211,154
Q205558,Spiš Castle,ruin,Slovakia,SK,49.00056,20.76833,1200,0,12th century,https://en.wikipedia.org/wiki/Spi%C5%A1_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/SK%20SN%20Spis%20castle%202024%201.jpg?width=1280,47,48701,133
Q46313,Buda Castle,castle,Hungary,HU,47.49611,19.03972,1265,0,13th century,https://en.wikipedia.org/wiki/Buda_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/20190502%20Zamek%20w%20Budapeszcie%200647%201862%20DxO.jpg?width=1280,47,111189,67
Q523489,Terezín,fortress,Czech Republic,CZ,50.51108,14.15064,1780,0,18th century,https://en.wikipedia.org/wiki/Terez%C3%ADn,https://commons.wikimedia.org/wiki/Special:FilePath/Terez%C3%ADn%20-%20n%C3%A1m%C4%9Bst%C3%AD%20%C4%8CSA%2C%20pohled%20od%20SZ%2C%20obr01.jpg?width=1280,47,56355,118
Q603622,Qazan Kremlin,fortress,Russia,RU,55.79744,49.10724,1552,0,16th century,https://en.wikipedia.org/wiki/Kazan_Kremlin,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BB%D1%8C.%20%D0%9F%D0%B0%D0%BD%D0%BE%D1%80%D0%B0%D0%BC%D0%B0%20%D1%81%20%D0%BA%D0%BE%D0%BB%D0%B5%D1%81%D0%B0%20%D0%BE%D0%B1%D0%BE%D0%B7%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.jpg?width=1280,47,25924,235
Q379080,Fort Jesus Museum,fortress,Kenya,KE,-4.07117,39.68206,1593,0,16th century,https://en.wikipedia.org/wiki/Fort_Jesus,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20JesusMombasa.jpg?width=1280,47,29654,209
Q525811,Generalife,palace,Spain,ES,37.17694,-3.58528,NA,0,NA,https://en.wikipedia.org/wiki/Generalife,https://commons.wikimedia.org/wiki/Special:FilePath/Generalife%20Palace%2C%20Alhambra%2C%20Granada%2C%20Spain.jpg?width=1280,47,32886,189
Q719422,Nesvizh Castle,castle,Belarus,BY,53.22288,26.69174,1583,0,16th century,https://en.wikipedia.org/wiki/Nesvizh_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%97%D0%B0%D0%BC%D0%B0%D0%BA-%D0%BF%D0%B0%D0%BB%D0%B0%D1%86%20%D1%83%20%D0%9D%D1%8F%D1%81%D1%8C%D0%B2%D1%96%D0%B6%D1%8B%20%D0%B7%D0%BD%D1%83%D1%82%D1%80%D1%8B.jpg?width=1280,47,17529,321
Q43277,Bam Citadel,fortress,Iran,IR,29.11686,58.36848,-500,0,5th century BC,https://en.wikipedia.org/wiki/Arg-e_Bam,https://commons.wikimedia.org/wiki/Special:FilePath/Arge%20Bam%20Arad%20edit.jpg?width=1280,47,19312,294
Q156457,Hohenzollern Castle,castle,Germany,DE,48.32356,8.9674,1454,0,15th century,https://en.wikipedia.org/wiki/Hohenzollern_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Burg%20Hohenzollern%20ak.jpg?width=1280,46,238309,45
Q498261,Reales Alcázares,palace,Spain,ES,37.38443,-5.99119,950,1,10th century,https://en.wikipedia.org/wiki/Alc%C3%A1zar_of_Seville,https://commons.wikimedia.org/wiki/Special:FilePath/Patio%20de%20las%20doncellas.jpg?width=1280,46,158728,58
Q752266,Durham Castle,castle,England,GB-ENG,54.7749,-1.57558,1072,0,11th century,https://en.wikipedia.org/wiki/Durham_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Durham%20Castle%2C%20April%202017%20%2814%29%20%2833459522640%29.jpg?width=1280,46,27094,229
Q155188,Rohtas Fort,fortress,Pakistan,PK,32.96528,73.57642,1550,1,16th century,https://en.wikipedia.org/wiki/Rohtas_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Rohtas%20Fort%20%28Jhelum%2C%20Pakistan%29%20-%20World%20Heritage%20Site.jpeg?width=1280,46,29001,213
Q613720,Lahore Fort,fortress,Pakistan,PK,31.59028,74.30972,NA,0,NA,https://en.wikipedia.org/wiki/Lahore_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Lahore%20Fort%20view%20from%20Baradari.jpg?width=1280,46,72570,88
Q156316,Würzburg Residence,palace,Germany,DE,49.7928,9.93889,1719,0,18th century,https://en.wikipedia.org/wiki/W%C3%BCrzburg_Residence,https://commons.wikimedia.org/wiki/Special:FilePath/Residenz%20W%C3%BCrzburg%2C%20S%C3%BCdfront%2C%201.jpg?width=1280,46,39471,167
Q193215,Château de Chenonceau,palace,France,FR,47.325,1.0706,1411,0,15th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Chenonceau,https://commons.wikimedia.org/wiki/Special:FilePath/Chenonceau-20050320.jpg?width=1280,46,118024,69
Q499517,Qasr Amra,palace,Jordan,JO,31.80175,36.58731,723,0,8th century,https://en.wikipedia.org/wiki/Qusayr_%27Amra,https://commons.wikimedia.org/wiki/Special:FilePath/Qasr%20Amra.jpg?width=1280,46,16391,342
Q732489,Mariinskyi Palace,palace,Ukraine,UA,50.44833,30.5375,1752,0,18th century,https://en.wikipedia.org/wiki/Mariinskyi_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%9C%D0%B0%D1%80%D1%96%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B0%D0%BB%D0%B0%D1%86%20%D0%B2%20%D0%9A%D0%B8%D1%94%D0%B2%D1%96%20%28cropped%29.jpg?width=1280,46,56786,123
Q4706020,Alamut Castle,ruin,Iran,IR,36.44472,50.58611,NA,0,NA,https://en.wikipedia.org/wiki/Alamut_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/2008iran.%20Iran%2C%20Alamut%20Castle%20%282573255326%29.jpg?width=1280,45,127650,65
