id,title,original_title,original_language,overview,release_date,popularity,vote_average,vote_count,adult,video,genre_ids
810873,Single All the Way,Single All the Way,en,"Desperate to avoid his family’s judgment about his perpetual single status, Peter convinces his best friend Nick to join him for the holidays and pretend that they’re now in a relationship. But when Peter’s mother sets him up on a blind date with her handsome trainer James, the plan goes awry.",2021-12-02,33.878,6.5,254,False,False,"[10749, 35, 18]"
419743,Disobedience,Disobedience,en,"A woman learns about the death of her Orthodox Jewish father, a rabbi. She returns home and has romantic feelings rekindled for her best childhood friend, who is now married to her cousin.",2017-09-10,33.626,7.0,925,False,False,"[18, 10749]"
206487,Predestination,Predestination,en,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",2014-08-28,38.253,7.4,5300,False,False,"[878, 53]"
670729,Devious Moms,Devious Moms,en,"Julia Ann is folding the laundry when Tia Cyrus returns home from a long day at work. Despite all the bliss, there are signs that something isn't quite right. To try and forget all of their doubts and fears, they embrace and share a tender kiss.  Housecleaner Texas Patti arrives with her cleaning supllies to a house but gets the shock of a lifetime when the housewife who opens the door is an old college friend of hers, Elexis Monroe. As Texas starts to clean, Elexis clearly doesn't know what to do with herself and clumsily tries to overcompensate.  India Summer is feeling the love as she enters a hotel room where she's supposed to have a sexy rendezvous with her husband. But as time goes on, it becomes clear that her workaholic husband has stood her up... again!",2020-01-27,32.757,9.0,1,True,False,[]
449176,"Love, Simon","Love, Simon",en,Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.,2018-02-16,30.388,8.1,5364,False,False,"[35, 18, 10749]"
188927,Star Trek Beyond,Star Trek Beyond,en,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",2016-07-07,31.34,6.8,5736,False,False,"[28, 12, 878]"
84892,The Perks of Being a Wallflower,The Perks of Being a Wallflower,en,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",2012-09-20,37.914,7.8,8969,False,False,[18]
14,American Beauty,American Beauty,en,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",1999-09-15,32.508,8.0,10258,False,False,[18]
402,Basic Instinct,Basic Instinct,en,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,1992-03-20,30.612,6.9,2971,False,False,"[53, 9648]"
484641,Anna,Anna,fr,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,2019-06-19,26.413,6.7,2087,False,False,"[53, 28]"
393519,Raw,Grave,fr,"In Justine’s family everyone is a vet and a vegetarian. At 16, she’s a gifted teen ready to take on her first year in vet school, where her older sister also studies. There, she gets no time to settle: hazing starts right away. Justine is forced to eat raw meat for the first time in her life. Unexpected consequences emerge as her true self begins to form.",2016-11-11,21.545,7.1,2594,False,False,"[18, 27]"
142,Brokeback Mountain,Brokeback Mountain,en,"Two modern-day cowboys meet on a shepherding job in the summer of '63, the two share a raw and powerful summer together that turns into a lifelong relationship conflict",2005-09-10,31.967,7.8,5739,False,False,"[18, 10749]"
787723,13 Minutes,13 Minutes,en,"As a new day begins in the small American town of Minninnewah, the residents start their day as ordinary as the next. Mother Nature, however, has other plans for them. Inhabitants have just 13 minutes to seek shelter before the largest tornado on record ravages the town, leaving them struggling to protect their loved ones and fighting for their lives. Left to deal with the aftermath, four families must overcome their differences and find strength in each other in order to survive.",2021-10-29,25.324,6.2,68,False,False,"[28, 18, 53]"
82390,The Paperboy,The Paperboy,en,"As investigative reporter Ward Jansen and his partner Yardley Acheman chase a sensational, career-making story with the help of Ward's younger brother Jack and sultry death-row groupie Charlotte Bless, the pair tries to prove violent swamp-dweller Hillary Van Wetter was framed for the murder of a corrupt local sheriff.",2012-09-14,30.041,5.6,615,False,False,"[53, 18, 9648]"
506281,The World to Come,The World to Come,en,"In 1856, two women forge a close connection despite their isolation on the American frontier.",2021-02-12,24.94,7.1,203,False,False,"[10749, 18, 37]"
454527,Benedetta,Benedetta,fr,A 17th-century nun becomes entangled in a forbidden lesbian affair with a novice. But it is Benedetta's shocking religious visions that threaten to shake the Church to its core.,2021-07-09,29.116,6.7,569,False,False,"[18, 36, 10749]"
84354,Young and Wild,Joven y alocada,es,"Daniela, raised in the bosom of a strict Evangelical family and recently unmasked as a fornicator by her shocked parents, struggles to find her own path to spiritual harmony.",2012-03-29,21.292,6.3,114,False,False,"[35, 18]"
925275,Pseudoscorpion,Pseudoscorpion,en,"Just days after settling into her new suburban life, Grace is inexplicably roped into a brutal murder case where all evidence points to her.",2022-06-01,23.408,0.0,0,False,False,"[53, 80, 878]"
9453,Caligula,Caligola,en,"The perversion behind imperial Rome, the epic story of Rome's mad Emporer. All the details of his cruel, bizarre reign are revealed right here: His unholy sexual passion for his sister, his marriage to Rome's most infamous prostitute, his fiendishly inventive means of disposing those who would oppose him, and more.",1979-08-14,30.183,5.9,553,False,False,"[18, 36, 10749]"
642208,Supernova,Supernova,en,"Sam and Tusker, partners of 20 years, are traveling across England in their old RV visiting friends, family and places from their past. Since Tusker was diagnosed with early-onset dementia two years ago, their time together is the most important thing they have.  As the trip progresses, however, their ideas for the future clash, secrets come out, and their love for each other is tested as never before. Ultimately, they must confront the question of what it means to love one another in the face of Tusker’s illness.",2020-11-20,22.012,6.9,208,False,False,"[10749, 18]"
490132,Green Book,Green Book,en,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",2018-11-16,21.48,8.2,9073,False,False,"[18, 35]"
580611,Kamasutra for Gay Men,Kamasutra for Gay Men,en,Learn all the positions.,2009-02-07,21.062,0.0,0,False,True,[99]
152584,Blue Is the Warmest Color,La Vie d'Adèle - Chapitres 1 et 2,fr,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself.",2013-10-09,21.694,7.1,3860,False,False,"[10749, 18]"
1391,Y Tu Mamá También,Y tu mamá también,es,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",2001-06-08,24.511,7.4,1132,False,False,"[18, 10749]"
17097,After Sex,After Sex,en,"Sex is a background to examine intimacy and vulnerability. Looks at the complexity of modern day relationships told through eight separate couples. Through dialogue and compromising situations, the film takes us from the beginning of a relationship to the aftermath of one, and examines every stage in between seeing humor within the drama, heartache and confusion of it all.",2007-09-26,21.806,5.4,180,False,False,"[35, 10749, 18]"
761270,Dancing Queens,Dancing Queens,sv,"The story of Dylan Pettersson, a 23-year-old girl from a small island in the Swedish archipelago with big dancing aspirations.",2021-06-03,20.282,6.0,72,False,False,"[35, 18]"
2898,As Good as It Gets,As Good as It Gets,en,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",1997-12-19,18.489,7.4,3020,False,False,"[35, 10749]"
104634,Angels of Sex,El sexo de los ángeles,es,"Struggling martial artist and dancer Bruno loves his girlfriend Carla, but when he meets fellow dancer Rai, serious sparks begin to fly, opening the couple up to new possibilities. A new generation navigates sexual fluidity, torn affections, and open relationships in this complicated love triangle.",2012-05-04,18.803,6.5,95,False,False,"[10749, 18]"
1966,Alexander,Alexander,en,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",2004-11-21,25.173,5.9,2753,False,False,"[10752, 36, 28, 12, 18, 10749]"
1018,Mulholland Drive,Mulholland Drive,en,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",2001-06-06,24.616,7.8,4900,False,False,"[53, 18, 9648]"
375262,The Favourite,The Favourite,en,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.",2018-11-23,18.624,7.6,4395,False,False,"[18, 35, 53]"
668780,There's Something About Mario,Quem Vai Ficar com Mário?,pt,"Mario decides to tell his family the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Vicente ruins his plans.",2021-06-10,19.012,5.8,22,False,False,[35]
376867,Moonlight,Moonlight,en,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",2016-10-21,22.06,7.4,6106,False,False,[18]
9800,Philadelphia,Philadelphia,en,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,1993-12-22,20.299,7.7,3487,False,False,[18]
505058,Unfriended: Dark Web,Unfriended: Dark Web,en,"​When a 20-something finds a cache of hidden files on his new laptop, he and his friends are unwittingly thrust into the depths of the dark web. They soon discover someone has been watching their every move and will go to unimaginable lengths to protect the dark web.",2018-07-19,18.57,6.3,1213,False,False,"[27, 53, 9648]"
600950,Hijra in Between,海吉拉,zh,"After facing an irresistible change, what is she? Still him?  Two women with different personalities have unexpectedly become the best sisters - He Xizhen, Liu Wanting, who like the above students at the same time, but in fact Wen Haosheng has long noticed Liu Wanting, in the hope of his friend, Yu Ting When the twins entered the relationship, the three also formed an intimate triangular relationship until an accident caused Wan Ting to discover that she had a double sexuality, and at this moment she must choose to live as one of the genders.  Wan Ting unexpectedly refused to let the twins and Xi Zhen get caught off guard. After many years, Xi Zhen and the twins appeared a pure-looking boy, Liu Ting.",2021-03-31,18.569,7.1,19,False,False,"[10749, 18, 10770]"
401898,Thelma,Thelma,no,A college student starts to experience extreme seizures. She soon learns that the violent episodes are a symptom of inexplicable abilities.,2017-09-15,19.538,6.9,751,False,False,"[18, 9648, 53]"
460316,Do It Like An Hombre,Hazlo como hombre,es,"Raúl, Eduardo and Santiago have led a happy and ""straight"" life since their childhood, until, one day, Santiago confesses to them that he is gay.",2017-08-11,18.439,7.2,109,False,False,[35]
83542,Cloud Atlas,Cloud Atlas,en,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",2012-10-26,16.914,6.9,6142,False,False,"[18, 878]"
511617,Berlin Drifters,伯林漂流,ja,"Kôichi is a Japanese man living alone in Berlin. He has no job and hardly any friends. One night Kôichi meets Ryota at a bar which is also a sex club. Ryota came to Berlin to visit a German guy whom he had ""met"" on a dating app. His high hopes for romance (and marriage?) were quickly crushed since the German was only interested in sex, not even letting Ryota stay for the night. That is why Ryota ended up spending the night in the dark room of the sex club. Kôichi for some reason lets Ryota stay at his apartment. They have sex. Ryota goes out almost everyday to get laid by various local men and comes home to Kôichi's. Increasingly caught up with a strange feeling that is akin to but not quite frustration or curiosity (needless to say, it is not even close to love), Kôichi gradually gives himself up to sex with Ryota.",2017-09-10,18.373,5.0,7,False,False,[18]
628,Interview with the Vampire,Interview with the Vampire,en,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",1994-11-11,25.701,7.4,4675,False,False,"[27, 18, 14]"
107257,A Perfect Ending,A Perfect Ending,en,"This intimate drama follows Rebecca, a woman who has kept her sexuality a secret from her friends but chooses to reveal it to a stranger. While Rebecca's revelations may not yield the results she expects, a perfect ending is still in reach.",2012-06-01,14.035,6.3,93,False,False,"[18, 10749]"
9655,She's the Man,She's the Man,en,"Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",2006-03-17,21.218,6.8,2480,False,False,"[35, 18, 10749]"
504608,Rocketman,Rocketman,en,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",2019-05-22,18.069,7.4,3816,False,False,"[10402, 18, 36]"
507076,Climax,Climax,fr,Young dancers gather in a remote and empty school building to rehearse on a cold and wintry night. The all-night celebration soon turns into a hallucinatory nightmare when they learn that their sangria is laced with LSD.,2018-09-19,17.982,7.1,1575,False,False,"[27, 10402]"
635250,Teenage Lesbian,Teenage Lesbian,en,"An emotional and uplifting look at an 18-year-old’s final year of high school as she comes to terms with herself and her sexual orientation. This ‘coming of age’ story is set in the 1990s, the final decade before gay and lesbian rights became a household conversation. It is a powerful reminder of the power of acceptance. Based on a true story.",2019-09-19,17.648,7.3,9,True,False,"[18, 10749]"
48650,Room in Rome,Habitación en Roma,es,"A hotel room in the center of Rome serves as the setting for Alba and Natasha, two young and recently acquainted women, to have a physical adventure that touches their very souls.",2010-05-07,20.898,6.4,488,False,False,"[18, 10749]"
458423,Mamma Mia! Here We Go Again,Mamma Mia! Here We Go Again,en,"Five years after meeting her three fathers, Sophie Sheridan prepares to open her mother’s hotel. In 1979, young Donna Sheridan meets the men who each could be Sophie’s biological father.",2018-07-09,24.431,7.1,2863,False,False,"[35, 10749]"
21634,Prayers for Bobby,Prayers for Bobby,en,"Bobby Griffith was his mother's favorite son, the perfect all-American boy growing up under deeply religious influences in Walnut Creek, California. Bobby was also gay. Struggling with a conflict no one knew of, much less understood, Bobby finally came out to his family.",2009-01-24,24.172,8.0,455,False,False,"[18, 36, 10770]"
1360,Frida,Frida,en,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",2002-08-29,19.037,7.5,1727,False,False,"[18, 10749]"
624240,Zoey Holloway & Her Girlfriends,Zoey Holloway & Her Girlfriends,en,Over four hours with ten sexy girls in eight hot girl on girl scenes! Witness Zoey Holloway in her best lesbian footage!,2018-02-09,17.075,0.0,0,True,True,[]
531428,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,fr,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",2019-06-17,17.036,8.2,1786,False,False,"[18, 10749]"
258480,Carol,Carol,en,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",2015-11-20,18.535,7.5,3107,False,False,"[10749, 18]"
78383,Nurse 3-D,Nurse 3-D,en,"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.",2013-09-28,18.732,5.3,332,False,False,"[27, 53]"
505600,Booksmart,Booksmart,en,"Two academic teenage superstars realize, on the eve of their high school graduation, that they should have worked less and played more. Determined to never fall short of their peers, the girls set out on a mission to cram four years of fun into one night.",2019-05-24,16.628,7.0,2063,False,False,[35]
680813,Flee,Flugt,da,"Recounted mostly through animation to protect his identity, Amin looks back over his past as a child refugee from Afghanistan as he grapples with a secret he’s kept hidden for 20 years.  A thrilling documentary made with a blend of animation and archive footage tells an immensely powerful tale of a gay Afghan survivor and his need to confront his past in order to truly have a future. Amin arrived as an unaccompanied minor in Denmark from Afghanistan. Today, at 36, he is a successful academic and is getting married to his long-time boyfriend. A secret he has been hiding for over 20 years threatens to ruin the life he has built for himself. For the first time he is sharing his story with his close friend. FLEE weaves together a stunning tapestry of images and memories to tell the deeply affecting and original story of a young man grappling with his traumatic past in order to find his true self and the meaning of home.",2021-06-17,16.627,7.9,166,False,False,"[99, 16]"
71,Billy Elliot,Billy Elliot,en,"Set against the background of the 1984 Miners' Strike, 11-year-old Billy Elliot stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes.",2000-09-28,19.989,7.6,3215,False,False,"[18, 35, 10402]"
586707,Life Like,Life Like,en,"An idealistic attractive young couple acquires a stunning, life-like robot for guilt free help, but as the three grow closer, their perception of humanity will be altered forever.",2019-05-14,16.412,6.4,168,False,False,"[53, 878]"
820530,DAKAICHI -I'm Being Harassed by the Sexiest Man of the Year- The Movie: In Spain,劇場版 抱かれたい男1位に脅されています。～スペイン編～,ja,"Takato Saijo has reigned as the idol industry's ""Most Huggable"" for five years, that is, until freshman actor Azumaya. Takato was always considered brusque while Azumaya's smile is winning over admirers by comparison. The whole fiasco drives Takuto to over indulge in alcohol and his actions catch the attention of the last person he wants to see. To his surprise, Azumaya uses this new info to blackmail Takuto for physical affection.",2021-10-09,16.105,5.6,4,False,False,"[16, 18, 35]"
377263,Frantz,Frantz,fr,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious French man who visits the fiance’s grave to lay flowers.",2016-09-07,12.83,7.4,574,False,False,"[36, 18, 10749]"
1544,Imagine Me & You,Imagine Me & You,en,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",2005-02-01,17.317,7.6,812,False,False,"[18, 35, 10749]"
715756,Dangerous Drugs of Sex,性の劇薬,ja,"Katsuragi, an elite office worker who fell from a perfect life, drunkenly attempted to jump and commit suicide. Suddenly, he was helped by a mysterious man, Yoda, but that was the beginning of a horrible life of confinement training...",2020-02-14,15.245,5.8,8,False,False,"[53, 18]"
642121,The Stranger by the Shore,海辺のエトランゼ,ja,"Abandoned after coming out, Shun befriends Mio just before he has to move. Years later, Mio returns with a confession. How will Shun feel?",2020-09-11,15.206,7.6,40,False,False,"[16, 10749, 18]"
44321,Our Lady of the Assassins,La virgen de los sicarios,es,"World-weary arthur Fernando has returned to his native Colombia to live out his days in peace.  But Fernando's once-quiet hometown has become a hotbed of violence, drugs and corruption.  On the brink of despair, Fernando meets Alexis, a beautiful but hardened street kid who lives by the rule of the gun.  Together, they forge an unlikely relationship.",2000-09-01,10.529,7.0,110,False,False,"[80, 18, 10749]"
355196,I Dream in Another Language,Sueño en otro idioma,es,"An indigenous language is in peril, as its last two speakers had a quarrel in the past and haven't spoken to each other in over 50 years. Martín, a young linguist, will undertake the challenge of bringing the old friends back together and convincing them to speak once again so he can obtain a recorded registration of the language and study it.",2017-07-28,12.436,7.8,80,False,False,"[14, 18]"
507505,El Angel,El Ángel,es,"Buenos Aires, Argentina, 1971. Carlos Robledo Puch is a 19-year-old boy with an angelic face, but a vocational thief as well, who acts ruthlessly, without remorse. When he meets Ramón, they follow together a dark path of crime and death.",2018-08-09,15.178,7.4,460,False,False,"[18, 80]"
303991,Demolition,Demolition,en,An emotionally desperate investment banker finds hope through a woman he meets.,2016-04-06,16.282,6.8,1715,False,False,"[35, 18]"
10951,Gorgeous,玻璃樽,cn,"When Ah Bu, a girl from a small fishing town in Taiwan, finds a glass bottle with a romantic message, she travels to Hong Kong to find her prince charming. As it turns out, her prince charming, Albert, happens to be gay. But all is not lost when Ah Bu meets the dashing Chi Wu. Meanwhile, Ah Bu's boyfriend from Taiwan comes looking for her, as the action and romance follow Ah Bu back to Taiwan.",1999-02-12,16.268,6.2,263,False,False,"[12, 28, 35, 10749]"
17899,"Sex, Party and Lies",Mentiras y gordas,es,"A youth group is preparing for what will be the summer of their life, including secrets, lies, sex, confusion, evenings and holidays.",2009-03-27,17.248,4.5,116,False,False,"[35, 18]"
