occurrenceID,eventID,decimalLatitude,decimalLongitude,scientificName,eventDate,eventTime,timezone,coordinateUncertaintyInMeters,recordedBy,stateProvince
12864,529694,-30.4,152.9,Litoria phyllochroa,2023-01-11,23:06:03,GMT+1100,10000,803972,New South Wales
12865,529720,-30.4,152.9,Mixophyes iteratus,2023-01-12,00:22:48,GMT+1100,10000,803972,New South Wales
12866,529720,-30.4,152.9,Adelotus brevis,2023-01-12,00:22:48,GMT+1100,10000,803972,New South Wales
12867,529720,-30.4,152.9,Mixophyes fasciolatus,2023-01-12,00:22:48,GMT+1100,10000,803972,New South Wales
12868,529720,-30.4,152.9,Litoria fallax,2023-01-12,00:22:48,GMT+1100,10000,803972,New South Wales
12869,529720,-30.4,152.9,Litoria barringtonensis,2023-01-12,00:22:48,GMT+1100,10000,803972,New South Wales
12870,529722,-30.4,152.9,Litoria barringtonensis,2023-01-12,00:24:28,GMT+1100,10000,803972,New South Wales
12871,529722,-30.4,152.9,Mixophyes iteratus,2023-01-12,00:24:28,GMT+1100,10000,803972,New South Wales
12872,529722,-30.4,152.9,Litoria fallax,2023-01-12,00:24:28,GMT+1100,10000,803972,New South Wales
12873,529722,-30.4,152.9,Litoria phyllochroa,2023-01-12,00:24:28,GMT+1100,10000,803972,New South Wales
12874,529724,-30.4,152.9,Litoria fallax,2023-01-12,00:25:39,GMT+1100,10000,803972,New South Wales
12875,529724,-30.4,152.9,Mixophyes iteratus,2023-01-12,00:25:39,GMT+1100,10000,803972,New South Wales
12876,529724,-30.4,152.9,Litoria barringtonensis,2023-01-12,00:25:39,GMT+1100,10000,803972,New South Wales
12877,529724,-30.4,152.9,Litoria phyllochroa,2023-01-12,00:25:39,GMT+1100,10000,803972,New South Wales
12878,529741,-30.4,152.9,Mixophyes iteratus,2023-01-12,01:04:16,GMT+1100,10000,816654,New South Wales
12880,530462,-28.6,153.4,Assa darlingtoni,2023-01-14,10:46:53,GMT+1100,10000,803972,New South Wales
12881,530473,-28.6,153.4,Assa darlingtoni,2023-01-14,10:54:51,GMT+1100,10000,803972,New South Wales
12882,530474,-28.6,153.4,Assa darlingtoni,2023-01-14,11:21:33,GMT+1100,10000,803972,New South Wales
12883,530775,-28.5,153.1,Philoria loveridgei,2023-01-15,11:24:56,GMT+1100,10000,37768,New South Wales
12884,530849,-30.4,153,Mixophyes iteratus,2023-01-15,20:40:28,GMT+1100,10000,813007,New South Wales
12885,530852,-30.4,153,Mixophyes iteratus,2023-01-15,20:44:08,GMT+1100,10000,813007,New South Wales
12889,532180,-29.5,152.2,Mixophyes balbus,2023-01-18,21:13:40,GMT+1100,10000,825025,New South Wales
12890,532437,-28.5,153.4,Assa darlingtoni,2023-01-20,17:07:08,GMT+1100,10000,809254,New South Wales
12891,532438,-28.5,153.4,Assa darlingtoni,2023-01-04,20:50:56,GMT+1100,10000,809254,New South Wales
12892,532438,-28.5,153.4,Litoria gracilenta,2023-01-04,20:50:56,GMT+1100,10000,809254,New South Wales
12893,532438,-28.5,153.4,Litoria chloris,2023-01-04,20:50:56,GMT+1100,10000,809254,New South Wales
12894,532817,-33.5,151.4,Litoria aurea,2023-01-21,21:49:44,GMT+1100,10000,25379,New South Wales
12895,533046,-30.4,153,Mixophyes iteratus,2023-01-22,20:11:30,GMT+1100,10000,813007,New South Wales
12896,533046,-30.4,153,Litoria gracilenta,2023-01-22,20:11:30,GMT+1100,10000,813007,New South Wales
12897,533046,-30.4,153,Litoria latopalmata,2023-01-22,20:11:30,GMT+1100,10000,813007,New South Wales
12898,534508,-28.5,153.1,Philoria loveridgei,2023-01-25,19:20:20,GMT+1100,10000,827228,New South Wales
12899,534509,-28.5,153.1,Philoria loveridgei,2023-01-25,19:16:09,GMT+1100,10000,827228,New South Wales
12902,537670,-30.3,153,Mixophyes iteratus,2023-02-02,22:05:33,GMT+1100,10000,8367,New South Wales
12903,537818,-34.5,143.6,Litoria raniformis,2023-02-03,15:51:55,GMT+1100,10000,13563,New South Wales
12904,538071,-30.4,153,Mixophyes iteratus,2023-02-04,20:35:16,GMT+1100,10000,813007,New South Wales
12905,538071,-30.4,153,Adelotus brevis,2023-02-04,20:35:16,GMT+1100,10000,813007,New South Wales
12906,538071,-30.4,153,Litoria fallax,2023-02-04,20:35:16,GMT+1100,10000,813007,New South Wales
12907,538073,-30.4,153,Mixophyes iteratus,2023-02-04,20:38:19,GMT+1100,10000,813007,New South Wales
12908,538073,-30.4,153,Adelotus brevis,2023-02-04,20:38:19,GMT+1100,10000,813007,New South Wales
12909,538077,-30.4,153,Adelotus brevis,2023-02-04,20:45:45,GMT+1100,10000,813007,New South Wales
12910,538077,-30.4,153,Mixophyes iteratus,2023-02-04,20:45:45,GMT+1100,10000,813007,New South Wales
12911,538082,-30.4,153,Mixophyes iteratus,2023-02-04,20:52:39,GMT+1100,10000,813007,New South Wales
12912,538373,-30.3,153,Litoria phyllochroa,2023-02-05,22:16:16,GMT+1100,10000,8367,New South Wales
12913,538373,-30.3,153,Mixophyes iteratus,2023-02-05,22:16:16,GMT+1100,10000,8367,New South Wales
12914,539047,-35.9,148.6,Pseudophryne dendyi,2023-01-20,00:24:15,GMT+1100,10000,101,New South Wales
12915,539273,-34.9,144.8,Litoria raniformis,2023-02-09,23:44:46,GMT+1100,10000,22447,New South Wales
12916,539273,-34.9,144.8,Limnodynastes tasmaniensis,2023-02-09,23:44:46,GMT+1100,10000,22447,New South Wales
12917,539539,-31.6,152.6,Mixophyes iteratus,2023-02-10,20:51:22,GMT+1100,10000,824822,New South Wales
12918,539738,-31.6,152.6,Mixophyes iteratus,2023-02-11,20:12:10,GMT+1100,10000,825649,New South Wales
12919,539738,-31.6,152.6,Litoria phyllochroa,2023-02-11,20:12:10,GMT+1100,10000,825649,New South Wales
12920,539849,-30.3,153,Litoria phyllochroa,2023-02-11,22:42:14,GMT+1100,10000,8367,New South Wales
12921,539849,-30.3,153,Mixophyes iteratus,2023-02-11,22:42:14,GMT+1100,10000,8367,New South Wales
12922,539852,-30.3,153,Litoria phyllochroa,2023-02-11,22:45:33,GMT+1100,10000,8367,New South Wales
12923,539852,-30.3,153,Mixophyes iteratus,2023-02-11,22:45:33,GMT+1100,10000,8367,New South Wales
12924,539865,-30.3,153,Litoria phyllochroa,2023-02-11,22:55:28,GMT+1100,10000,8367,New South Wales
12925,539865,-30.3,153,Pseudophryne bibronii,2023-02-11,22:55:28,GMT+1100,10000,8367,New South Wales
12926,540050,-31.6,152.6,Mixophyes iteratus,2023-02-11,20:39:40,GMT+1100,10000,824822,New South Wales
12927,540050,-31.6,152.6,Litoria phyllochroa,2023-02-11,20:39:40,GMT+1100,10000,824822,New South Wales
12928,540051,-31.6,152.6,Mixophyes iteratus,2023-02-11,20:37:35,GMT+1100,10000,824822,New South Wales
12929,540055,-31.6,152.6,Mixophyes iteratus,2023-02-11,20:09:00,GMT+1100,10000,824822,New South Wales
12930,540055,-31.6,152.6,Litoria phyllochroa,2023-02-11,20:09:00,GMT+1100,10000,824822,New South Wales
12931,540181,-29.5,152.3,Mixophyes balbus,2023-01-19,22:24:14,GMT+1100,10000,825025,New South Wales
12932,541167,-30.3,153,Litoria barringtonensis,2023-02-17,23:00:36,GMT+1100,10000,8367,New South Wales
12933,541167,-30.3,153,Litoria phyllochroa,2023-02-17,23:00:36,GMT+1100,10000,8367,New South Wales
12934,541167,-30.3,153,Mixophyes iteratus,2023-02-17,23:00:36,GMT+1100,10000,8367,New South Wales
12935,541936,-35.4,150.4,Pseudophryne bibronii,2023-02-22,08:50:11,GMT+1100,10000,11320,New South Wales
12936,541936,-35.4,150.4,Crinia signifera,2023-02-22,08:50:11,GMT+1100,10000,11320,New South Wales
12937,541943,-35.1,150.6,Pseudophryne bibronii,2023-02-22,09:14:11,GMT+1100,10000,23060,New South Wales
12946,542142,-32.9,151.7,Litoria quiritatus,2023-02-22,22:37:56,GMT+1100,10000,3733,New South Wales
12947,542142,-32.9,151.7,Limnodynastes tasmaniensis,2023-02-22,22:37:56,GMT+1100,10000,3733,New South Wales
12948,542142,-32.9,151.7,Litoria aurea,2023-02-22,22:37:56,GMT+1100,10000,3733,New South Wales
12949,542142,-32.9,151.7,Crinia signifera,2023-02-22,22:37:56,GMT+1100,10000,3733,New South Wales
12950,542142,-32.9,151.7,Platyplectrum ornatum,2023-02-22,22:37:56,GMT+1100,10000,3733,New South Wales
12951,542686,-31.9,151.8,Mixophyes australis,2023-02-18,21:35:13,GMT+1100,10000,24014,New South Wales
12952,542686,-31.9,151.8,Crinia signifera,2023-02-18,21:35:13,GMT+1100,10000,24014,New South Wales
12953,542712,-30.4,153,Limnodynastes peronii,2023-02-24,19:41:45,GMT+1100,10000,813007,New South Wales
12954,542712,-30.4,153,Mixophyes iteratus,2023-02-24,19:41:45,GMT+1100,10000,813007,New South Wales
12955,542985,-30.4,153,Mixophyes iteratus,2023-02-24,19:38:16,GMT+1100,10000,813007,New South Wales
12956,542985,-30.4,153,Limnodynastes peronii,2023-02-24,19:38:16,GMT+1100,10000,813007,New South Wales
12957,543516,-30.4,153,Mixophyes iteratus,2023-02-27,19:40:43,GMT+1100,10000,813007,New South Wales
12958,543519,-30.4,153,Limnodynastes peronii,2023-02-27,19:47:17,GMT+1100,10000,813007,New South Wales
12959,543519,-30.4,153,Adelotus brevis,2023-02-27,19:47:17,GMT+1100,10000,813007,New South Wales
12960,543519,-30.4,153,Mixophyes iteratus,2023-02-27,19:47:17,GMT+1100,10000,813007,New South Wales
12961,543546,-33.6,151.3,Heleioporus australiacus,2023-02-27,21:14:18,GMT+1100,10000,89,New South Wales
12962,543589,-33.6,151.3,Crinia signifera,2023-02-27,22:47:53,GMT+1100,10000,89,New South Wales
12963,543589,-33.6,151.3,Heleioporus australiacus,2023-02-27,22:47:53,GMT+1100,10000,89,New South Wales
12964,543603,-33.6,151.3,Crinia signifera,2023-02-27,22:46:52,GMT+1100,10000,89,New South Wales
12965,543603,-33.6,151.3,Heleioporus australiacus,2023-02-27,22:46:52,GMT+1100,10000,89,New South Wales
12966,543604,-33.6,151.3,Heleioporus australiacus,2023-02-27,21:45:48,GMT+1100,10000,89,New South Wales
12967,543605,-33.6,151.3,Heleioporus australiacus,2023-02-27,21:44:30,GMT+1100,10000,89,New South Wales
12970,543649,-33.6,151.3,Heleioporus australiacus,2023-02-27,21:42:37,GMT+1100,10000,89,New South Wales
12971,543988,-35.2,144.8,Litoria raniformis,2023-03-01,21:24:38,GMT+1100,10000,826343,New South Wales
12972,544065,-30.4,153,Mixophyes iteratus,2023-03-02,19:17:17,GMT+1100,10000,813007,New South Wales
12973,544096,-28.4,153.4,Mixophyes iteratus,2023-03-02,20:50:15,GMT+1100,10000,5003,New South Wales
12974,544734,-28.4,153.3,Mixophyes iteratus,2023-03-06,19:40:25,GMT+1100,10000,29462,New South Wales
12975,545798,-35,150.7,Pseudophryne bibronii,2023-03-06,07:43:47,GMT+1100,10000,29241,New South Wales
12976,546631,-36.3,148.5,Pseudophryne bibronii,2023-03-09,16:28:31,GMT+1100,10000,491,New South Wales
12977,547069,-30.4,153,Adelotus brevis,2023-02-27,19:43:36,GMT+1100,10000,813007,New South Wales
12978,547069,-30.4,153,Mixophyes iteratus,2023-02-27,19:43:36,GMT+1100,10000,813007,New South Wales
12979,547780,-33.1,151.1,Pseudophryne bibronii,2023-03-18,22:11:12,GMT+1100,10000,14725,New South Wales
12980,547780,-33.1,151.1,Crinia signifera,2023-03-18,22:11:12,GMT+1100,10000,14725,New South Wales
12981,547780,-33.1,151.1,Limnodynastes peronii,2023-03-18,22:11:12,GMT+1100,10000,14725,New South Wales
12982,547930,-34.1,150.8,Heleioporus australiacus,2023-03-22,20:50:39,GMT+1100,10000,800,New South Wales
12983,547931,-34.1,150.8,Heleioporus australiacus,2023-03-22,20:48:58,GMT+1100,10000,800,New South Wales
12984,548130,-28.9,152.6,Limnodynastes peronii,2023-03-23,19:33:26,GMT+1100,10000,808733,New South Wales
12985,548130,-28.9,152.6,Mixophyes iteratus,2023-03-23,19:33:26,GMT+1100,10000,808733,New South Wales
12986,548130,-28.9,152.6,Mixophyes fasciolatus,2023-03-23,19:33:26,GMT+1100,10000,808733,New South Wales
12987,548164,-33.2,151.2,Limnodynastes peronii,2023-03-23,20:31:17,GMT+1100,10000,826447,New South Wales
12988,548164,-33.2,151.2,Crinia signifera,2023-03-23,20:31:17,GMT+1100,10000,826447,New South Wales
12989,548164,-33.2,151.2,Heleioporus australiacus,2023-03-23,20:31:17,GMT+1100,10000,826447,New South Wales
12990,548167,-33.2,151.2,Limnodynastes peronii,2023-03-23,20:29:36,GMT+1100,10000,826447,New South Wales
12991,548167,-33.2,151.2,Heleioporus australiacus,2023-03-23,20:29:36,GMT+1100,10000,826447,New South Wales
12992,548167,-33.2,151.2,Crinia signifera,2023-03-23,20:29:36,GMT+1100,10000,826447,New South Wales
12993,548248,-35.3,150.5,Pseudophryne bibronii,2023-03-24,09:50:14,GMT+1100,10000,38366,New South Wales
12994,548351,-34.3,150.6,Pseudophryne bibronii,2023-03-24,20:41:50,GMT+1100,10000,38998,New South Wales
12995,548351,-34.3,150.6,Crinia signifera,2023-03-24,20:41:50,GMT+1100,10000,38998,New South Wales
12996,548351,-34.3,150.6,Limnodynastes peronii,2023-03-24,20:41:50,GMT+1100,10000,38998,New South Wales
12997,548654,-35.7,150.3,Limnodynastes peronii,2023-03-26,12:10:12,GMT+1100,10000,28830,New South Wales
12998,548654,-35.7,150.3,Pseudophryne bibronii,2023-03-26,12:10:12,GMT+1100,10000,28830,New South Wales
12999,548659,-35.4,150.4,Pseudophryne bibronii,2023-03-26,12:46:26,GMT+1100,10000,836678,New South Wales
13000,548688,-35,150.7,Pseudophryne bibronii,2023-03-26,17:40:53,GMT+1100,10000,29241,New South Wales
13001,548691,-35,150.7,Pseudophryne bibronii,2023-03-26,17:47:04,GMT+1100,10000,29241,New South Wales
13002,548692,-35,150.7,Pseudophryne bibronii,2023-03-26,17:55:09,GMT+1100,10000,29241,New South Wales
13003,548913,-35.3,150.5,Limnodynastes peronii,2023-03-27,10:23:28,GMT+1100,10000,11320,New South Wales
13004,548913,-35.3,150.5,Pseudophryne bibronii,2023-03-27,10:23:28,GMT+1100,10000,11320,New South Wales
13005,549146,-35.4,149.9,Pseudophryne bibronii,2023-03-28,08:05:34,GMT+1100,10000,30525,New South Wales
13006,549284,-34.3,150.6,Pseudophryne bibronii,2023-03-28,20:03:03,GMT+1100,10000,38998,New South Wales
13007,549284,-34.3,150.6,Crinia signifera,2023-03-28,20:03:03,GMT+1100,10000,38998,New South Wales
13008,549287,-33.2,151.2,Crinia signifera,2023-03-28,20:22:49,GMT+1100,10000,826447,New South Wales
13009,549287,-33.2,151.2,Heleioporus australiacus,2023-03-28,20:22:49,GMT+1100,10000,826447,New South Wales
13010,549378,-35.3,150.5,Pseudophryne bibronii,2023-03-29,09:20:25,GMT+1100,10000,38366,New South Wales
13011,549434,-35,150.7,Pseudophryne bibronii,2023-03-29,17:13:58,GMT+1100,10000,29241,New South Wales
13012,549651,-36,150.1,Pseudophryne bibronii,2023-03-30,09:37:33,GMT+1100,10000,34422,New South Wales
13013,549654,-36.8,149.9,Pseudophryne bibronii,2023-03-30,15:45:24,GMT+1100,10000,828036,New South Wales
13014,549771,-35.8,150.2,Pseudophryne bibronii,2023-03-31,06:33:43,GMT+1100,10000,4811,New South Wales
13015,549789,-35.3,150.5,Pseudophryne bibronii,2023-03-31,09:56:10,GMT+1100,10000,38366,New South Wales
13016,549882,-35.4,150.4,Pseudophryne bibronii,2023-03-31,10:53:49,GMT+1100,10000,829660,New South Wales
13017,549994,-34.9,150.6,Pseudophryne bibronii,2023-04-01,10:17:19,GMT+1100,10000,32681,New South Wales
13018,549995,-34.9,150.6,Pseudophryne bibronii,2023-04-01,10:17:20,GMT+1100,10000,4740,New South Wales
13019,550051,-35.2,150,Pseudophryne bibronii,2023-04-01,17:13:10,GMT+1100,10000,5501,New South Wales
13020,550096,-28.4,153.4,Mixophyes iteratus,2023-04-01,21:36:06,GMT+1100,10000,5003,New South Wales
13021,550105,-36.6,149.6,Litoria verreauxii,2023-04-01,21:50:24,GMT+1100,10000,823259,New South Wales
13022,550105,-36.6,149.6,Pseudophryne bibronii,2023-04-01,21:50:24,GMT+1100,10000,823259,New South Wales
13023,550106,-28.4,153.4,Mixophyes iteratus,2023-04-01,22:05:54,GMT+1100,10000,5003,New South Wales
13024,550247,-34.3,150.6,Crinia signifera,2023-04-02,18:23:51,GMT+1000,10000,38998,New South Wales
13025,550247,-34.3,150.6,Pseudophryne bibronii,2023-04-02,18:23:51,GMT+1000,10000,38998,New South Wales
13026,550247,-34.3,150.6,Litoria verreauxii,2023-04-02,18:23:51,GMT+1000,10000,38998,New South Wales
13027,550317,-35.8,150.2,Pseudophryne bibronii,2023-04-03,05:57:05,GMT+1000,10000,4811,New South Wales
13028,550369,-35.1,150.5,Pseudophryne bibronii,2023-04-03,14:05:30,GMT+1000,10000,825385,New South Wales
13029,550471,-35.3,150.5,Pseudophryne bibronii,2023-04-03,18:59:15,GMT+1000,10000,828468,New South Wales
13030,550500,-35.3,150.5,Pseudophryne bibronii,2023-04-03,20:17:17,GMT+1000,10000,828468,New South Wales
13031,550508,-35.3,150.5,Pseudophryne bibronii,2023-04-03,20:53:43,GMT+1000,10000,828468,New South Wales
13032,550588,-35.3,150.5,Pseudophryne bibronii,2023-04-04,08:13:14,GMT+1000,10000,38366,New South Wales
13033,550669,-35.1,144,Litoria raniformis,2023-04-04,15:46:34,GMT+1000,10000,6503,New South Wales
13034,550803,-35.8,150.2,Pseudophryne dendyi,2023-04-04,20:52:12,GMT+1000,10000,4811,New South Wales
13035,550926,-35.1,150.6,Pseudophryne bibronii,2023-04-05,15:08:34,GMT+1000,10000,8085,New South Wales
13036,550935,-35.5,150.4,Pseudophryne bibronii,2023-04-06,01:48:26,GMT+1000,10000,34853,New South Wales
13037,550939,-33,150.6,Pseudophryne bibronii,2023-04-05,15:58:26,GMT+1000,10000,34061,New South Wales
13038,551001,-33.7,150.3,Limnodynastes peronii,2023-04-05,18:33:13,GMT+1000,10000,22857,New South Wales
13039,551001,-33.7,150.3,Pseudophryne bibronii,2023-04-05,18:33:13,GMT+1000,10000,22857,New South Wales
13040,551001,-33.7,150.3,Litoria verreauxii,2023-04-05,18:33:13,GMT+1000,10000,22857,New South Wales
13041,551001,-33.7,150.3,Crinia signifera,2023-04-05,18:33:13,GMT+1000,10000,22857,New South Wales
13042,551002,-33.7,150.3,Limnodynastes peronii,2023-04-05,18:38:09,GMT+1000,10000,22857,New South Wales
13043,551002,-33.7,150.3,Litoria verreauxii,2023-04-05,18:38:09,GMT+1000,10000,22857,New South Wales
13044,551002,-33.7,150.3,Pseudophryne bibronii,2023-04-05,18:38:09,GMT+1000,10000,22857,New South Wales
13045,551002,-33.7,150.3,Crinia signifera,2023-04-05,18:38:09,GMT+1000,10000,22857,New South Wales
13046,551008,-33.7,150.3,Pseudophryne bibronii,2023-04-05,18:51:16,GMT+1000,10000,22857,New South Wales
13047,551008,-33.7,150.3,Limnodynastes peronii,2023-04-05,18:51:16,GMT+1000,10000,22857,New South Wales
13048,551008,-33.7,150.3,Litoria verreauxii,2023-04-05,18:51:16,GMT+1000,10000,22857,New South Wales
13049,551008,-33.7,150.3,Crinia signifera,2023-04-05,18:51:16,GMT+1000,10000,22857,New South Wales
13050,551018,-35.5,150.4,Limnodynastes peronii,2023-04-06,01:54:57,GMT+1000,10000,34853,New South Wales
13051,551018,-35.5,150.4,Pseudophryne bibronii,2023-04-06,01:54:57,GMT+1000,10000,34853,New South Wales
13052,551018,-35.5,150.4,Crinia signifera,2023-04-06,01:54:57,GMT+1000,10000,34853,New South Wales
13053,551140,-35.3,150.5,Pseudophryne bibronii,2023-04-06,08:47:08,GMT+1000,10000,38366,New South Wales
13054,551232,-32.2,151.3,Pseudophryne bibronii,2023-04-06,21:15:51,GMT+1000,10000,3783,New South Wales
13055,551232,-32.2,151.3,Litoria verreauxii,2023-04-06,21:15:51,GMT+1000,10000,3783,New South Wales
13056,551276,-35.8,150.2,Pseudophryne dendyi,2023-04-06,19:44:29,GMT+1000,10000,4811,New South Wales
13057,551289,-33,150.6,Pseudophryne bibronii,2023-04-05,15:56:17,GMT+1000,10000,34061,New South Wales
13058,551391,-33.6,151.3,Heleioporus australiacus,2023-04-07,19:10:44,GMT+1000,10000,89,New South Wales
13059,551392,-33.6,151.3,Heleioporus australiacus,2023-04-07,19:10:42,GMT+1000,10000,212,New South Wales
13060,551460,-33.6,151.3,Heleioporus australiacus,2023-04-07,19:11:00,GMT+1000,10000,836739,New South Wales
13061,551469,-35.3,150.5,Pseudophryne bibronii,2023-04-08,08:55:13,GMT+1000,10000,38366,New South Wales
13062,551471,-35.3,150.5,Pseudophryne bibronii,2023-04-08,08:59:07,GMT+1000,10000,38366,New South Wales
13063,551556,-32.7,152,Limnodynastes superciliaris,2023-04-08,18:34:17,GMT+1000,10000,809831,New South Wales
13064,551556,-32.7,152,Uperoleia mahonyi,2023-04-08,18:34:17,GMT+1000,10000,809831,New South Wales
13065,551556,-32.7,152,Crinia signifera,2023-04-08,18:34:17,GMT+1000,10000,809831,New South Wales
13066,551556,-32.7,152,Paracrinia haswelli,2023-04-08,18:34:17,GMT+1000,10000,809831,New South Wales
13067,551559,-32.7,152,Limnodynastes superciliaris,2023-04-08,18:41:01,GMT+1000,10000,809831,New South Wales
13068,551559,-32.7,152,Uperoleia mahonyi,2023-04-08,18:41:01,GMT+1000,10000,809831,New South Wales
13069,551559,-32.7,152,Crinia signifera,2023-04-08,18:41:01,GMT+1000,10000,809831,New South Wales
13070,551562,-32.7,152,Limnodynastes superciliaris,2023-04-08,18:45:38,GMT+1000,10000,809831,New South Wales
13071,551562,-32.7,152,Litoria jervisiensis,2023-04-08,18:45:38,GMT+1000,10000,809831,New South Wales
13072,551562,-32.7,152,Paracrinia haswelli,2023-04-08,18:45:38,GMT+1000,10000,809831,New South Wales
13073,551562,-32.7,152,Uperoleia mahonyi,2023-04-08,18:45:38,GMT+1000,10000,809831,New South Wales
13074,551579,-35.1,149.8,Pseudophryne bibronii,2023-04-08,19:08:53,GMT+1000,10000,36232,New South Wales
13075,551672,-35,150.8,Pseudophryne bibronii,2023-04-08,23:52:26,GMT+1000,10000,4197,New South Wales
13076,551672,-35,150.8,Crinia signifera,2023-04-08,23:52:26,GMT+1000,10000,4197,New South Wales
13077,551672,-35,150.8,Paracrinia haswelli,2023-04-08,23:52:26,GMT+1000,10000,4197,New South Wales
13078,551672,-35,150.8,Limnodynastes peronii,2023-04-08,23:52:26,GMT+1000,10000,4197,New South Wales
13079,551672,-35,150.8,Litoria jervisiensis,2023-04-08,23:52:26,GMT+1000,10000,4197,New South Wales
13080,551680,-35.8,150.2,Pseudophryne dendyi,2023-04-08,19:09:30,GMT+1000,10000,4811,New South Wales
13081,551688,-33.6,151.3,Heleioporus australiacus,2023-04-07,19:13:07,GMT+1000,10000,836928,New South Wales
13082,551712,-31.8,152.3,Crinia signifera,2023-04-08,17:22:53,GMT+1000,10000,836819,New South Wales
13083,551712,-31.8,152.3,Pseudophryne bibronii,2023-04-08,17:22:53,GMT+1000,10000,836819,New South Wales
13084,551754,-35.1,150.6,Pseudophryne bibronii,2023-04-09,17:17:09,GMT+1000,10000,814918,New South Wales
13085,551824,-31.1,149.3,Crinia signifera,2023-04-09,21:05:47,GMT+1000,10000,22857,New South Wales
13086,551824,-31.1,149.3,Pseudophryne bibronii,2023-04-09,21:05:47,GMT+1000,10000,22857,New South Wales
13087,551825,-31.1,149.3,Crinia signifera,2023-04-09,21:03:17,GMT+1000,10000,22857,New South Wales
13088,551825,-31.1,149.3,Pseudophryne bibronii,2023-04-09,21:03:17,GMT+1000,10000,22857,New South Wales
13089,551826,-31.1,149.3,Pseudophryne bibronii,2023-04-09,20:55:06,GMT+1000,10000,22857,New South Wales
13090,551826,-31.1,149.3,Crinia signifera,2023-04-09,20:55:06,GMT+1000,10000,22857,New South Wales
