latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-32.579,150.243,334.8,1.4,1.2,2019-12-29,0025,T,31,6.0NRT,309,33.1,D
-32.597,150.408,331.6,1.4,1.2,2019-12-29,0025,T,45,6.0NRT,308.8,25.7,D
-32.599,150.423,330,1.4,1.2,2019-12-29,0025,T,49,6.0NRT,308.7,23.9,D
-32.6,150.438,325,1.4,1.2,2019-12-29,0025,T,19,6.0NRT,308.2,14.4,D
-32.635,150.763,323.9,1.5,1.2,2019-12-29,0025,T,20,6.0NRT,307.4,16.2,D
-32.646,150.761,328.2,1.5,1.2,2019-12-29,0025,T,54,6.0NRT,308.1,24.9,D
-32.647,150.777,344.7,1.5,1.2,2019-12-29,0025,T,89,6.0NRT,309.1,70.2,D
-32.649,150.793,329,1.5,1.2,2019-12-29,0025,T,58,6.0NRT,307.5,28.3,D
-32.66,150.792,340.1,1.5,1.2,2019-12-29,0025,T,85,6.0NRT,307.8,57,D
-32.662,150.808,328.7,1.5,1.2,2019-12-29,0025,T,67,6.0NRT,306.9,29,D
-32.673,150.807,340.7,1.5,1.2,2019-12-29,0025,T,86,6.0NRT,306.6,58.9,D
-32.674,150.822,335.5,1.5,1.2,2019-12-29,0025,T,71,6.0NRT,307.7,42.9,D
-32.623,150.251,328,1.4,1.2,2019-12-29,0025,T,67,6.0NRT,306.5,25.2,D
-32.685,150.821,332.9,1.5,1.2,2019-12-29,0025,T,63,6.0NRT,307.4,35.3,D
-32.698,150.835,324.2,1.5,1.2,2019-12-29,0025,T,37,6.0NRT,305.9,17,D
-32.7,150.851,334.3,1.5,1.2,2019-12-29,0025,T,78,6.0NRT,306.4,39.6,D
-32.701,150.868,334.1,1.5,1.2,2019-12-29,0025,T,62,6.0NRT,307.3,37.6,D
-32.703,150.884,332,1.5,1.2,2019-12-29,0025,T,53,6.0NRT,307.6,33.6,D
-32.723,150.963,328.3,1.5,1.2,2019-12-29,0025,T,40,6.0NRT,308,22.1,D
-32.729,150.914,330.9,1.5,1.2,2019-12-29,0025,T,54,6.0NRT,307.3,27,D
-32.66,150.199,324.8,1.4,1.2,2019-12-29,0025,T,37,6.0NRT,305.2,21.3,D
-32.662,150.214,398.6,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,314.2,375.1,D
-32.733,150.847,324.7,1.5,1.2,2019-12-29,0025,T,47,6.0NRT,307.4,17.3,D
-32.74,150.912,333.7,1.5,1.2,2019-12-29,0025,T,68,6.0NRT,307.4,32.8,D
-32.672,150.212,331.7,1.4,1.2,2019-12-29,0025,T,52,6.0NRT,305.8,30.9,D
-32.747,150.877,327.2,1.5,1.2,2019-12-29,0025,T,19,6.0NRT,306.9,20.2,D
-32.749,150.894,343.1,1.5,1.2,2019-12-29,0025,T,88,6.0NRT,307.4,63.4,D
-32.667,150.207,339.9,1.4,1.2,2019-12-29,0025,T,81,6.0NRT,305.9,50.5,D
-32.668,150.222,328.4,1.4,1.2,2019-12-29,0025,T,33,6.0NRT,307.4,22,D
-32.734,150.841,322.7,1.5,1.2,2019-12-29,0025,T,8,6.0NRT,307.4,12.8,D
-32.741,150.905,326.5,1.5,1.2,2019-12-29,0025,T,25,6.0NRT,306.9,18.3,D
-32.75,150.887,348.9,1.5,1.2,2019-12-29,0025,T,93,6.0NRT,307.8,84.8,D
-32.688,150.116,338.2,1.4,1.2,2019-12-29,0025,T,84,6.0NRT,301.4,45.5,D
-32.69,150.13,370.9,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,299.2,169,D
-32.692,150.145,392.3,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,310.9,313.5,D
-32.693,150.16,357.1,1.4,1.2,2019-12-29,0025,T,98,6.0NRT,308.7,107.5,D
-32.695,150.174,340.2,1.4,1.2,2019-12-29,0025,T,82,6.0NRT,306.8,51.3,D
-32.698,150.202,350.5,1.4,1.2,2019-12-29,0025,T,94,6.0NRT,306.9,80.6,D
-32.7,150.216,376.2,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,310.3,198.4,D
-32.699,150.114,325,1.4,1.2,2019-12-29,0025,T,39,6.0NRT,298.6,17.1,D
-32.7,150.129,327.7,1.4,1.2,2019-12-29,0025,T,55,6.0NRT,300,21.4,D
-32.705,150.172,353.9,1.4,1.2,2019-12-29,0025,T,96,6.0NRT,309.9,91.7,D
-32.707,150.186,353.6,1.4,1.2,2019-12-29,0025,T,96,6.0NRT,307.5,90.7,D
-32.709,150.112,375.8,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,305,194.1,D
-32.711,150.127,375.8,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,310,193,D
-32.72,150.11,347.7,1.4,1.2,2019-12-29,0025,T,92,6.0NRT,304.7,69,D
-32.721,150.125,350.4,1.4,1.2,2019-12-29,0025,T,94,6.0NRT,309.7,76.5,D
-32.765,150.083,331.9,1.4,1.2,2019-12-29,0025,T,53,6.0NRT,312.9,22.4,D
-32.877,150.603,327.1,1.5,1.2,2019-12-29,0025,T,66,6.0NRT,306.7,24.9,D
-32.991,150.186,343.3,1.4,1.2,2019-12-29,0025,T,89,6.0NRT,311,52.6,D
-32.982,149.918,353.4,1.3,1.1,2019-12-29,0025,T,96,6.0NRT,311.8,81.7,D
-32.988,149.978,339.7,1.3,1.1,2019-12-29,0025,T,86,6.0NRT,311.1,40,D
-33.002,150.006,344.7,1.4,1.2,2019-12-29,0025,T,90,6.0NRT,311.4,55.8,D
-33.004,150.021,339.8,1.4,1.2,2019-12-29,0025,T,85,6.0NRT,308.6,44.2,D
-33.009,150.014,342.6,1.4,1.2,2019-12-29,0025,T,88,6.0NRT,309.8,50.4,D
-33.017,149.983,335.9,1.3,1.2,2019-12-29,0025,T,82,6.0NRT,310.3,30.1,D
-33.027,149.98,332.4,1.3,1.2,2019-12-29,0025,T,72,6.0NRT,309.4,22.5,D
-33.029,149.995,328,1.4,1.2,2019-12-29,0025,T,45,6.0NRT,308.6,14.2,D
-33.039,149.993,344.1,1.4,1.2,2019-12-29,0025,T,90,6.0NRT,310.9,54,D
-33.051,150.006,337.5,1.4,1.2,2019-12-29,0025,T,81,6.0NRT,310.7,39,D
-33.131,150.236,339.3,1.4,1.2,2019-12-29,0025,T,83,6.0NRT,309.7,40.9,D
-33.222,150.957,322.3,1.5,1.2,2019-12-29,0025,T,50,6.0NRT,305.2,20.9,D
-33.192,150.068,337.8,1.4,1.2,2019-12-29,0025,T,73,6.0NRT,310.5,37.7,D
-33.2,150.051,339,1.4,1.2,2019-12-29,0025,T,71,6.0NRT,312.6,38,D
-33.197,150.061,339.8,1.4,1.2,2019-12-29,0025,T,87,6.0NRT,311.5,39.8,D
-33.228,150.055,336.3,1.4,1.2,2019-12-29,0025,T,83,6.0NRT,314.2,31.4,D
-33.23,150.069,340.8,1.4,1.2,2019-12-29,0025,T,87,6.0NRT,311.7,43.5,D
-33.417,150.415,321.9,1.4,1.2,2019-12-29,0025,T,46,6.0NRT,304,14.3,D
-33.453,150.346,356.9,1.4,1.2,2019-12-29,0025,T,98,6.0NRT,302.3,114,D
-33.454,150.361,348.2,1.4,1.2,2019-12-29,0025,T,93,6.0NRT,305.4,80.2,D
-33.747,150.143,341.1,1.4,1.2,2019-12-29,0025,T,87,6.0NRT,294.6,66.2,D
-33.749,150.159,359.1,1.4,1.2,2019-12-29,0025,T,99,6.0NRT,299.5,129.9,D
-33.758,150.142,369.4,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,298,178.8,D
-33.759,150.157,394,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,300.4,352.8,D
-33.752,150.152,394.5,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,307.7,356.9,D
-33.754,150.168,338.1,1.4,1.2,2019-12-29,0025,T,77,6.0NRT,296.9,55.4,D
-33.745,149.981,331.2,1.4,1.2,2019-12-29,0025,T,64,6.0NRT,311.3,30.2,D
-33.746,149.996,326.1,1.4,1.2,2019-12-29,0025,T,48,6.0NRT,307,22.9,D
-33.763,150.151,352.6,1.4,1.2,2019-12-29,0025,T,90,6.0NRT,292.6,101.3,D
-33.778,149.992,336.9,1.4,1.2,2019-12-29,0025,T,84,6.0NRT,305.7,42.9,D
-33.78,150.007,394,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,312.8,334.2,D
-33.781,150.022,340.5,1.4,1.2,2019-12-29,0025,T,71,6.0NRT,301,52.7,D
-33.788,150.083,342.5,1.4,1.2,2019-12-29,0025,T,78,6.0NRT,301.2,64,D
-33.79,150.1,333.3,1.4,1.2,2019-12-29,0025,T,55,6.0NRT,296.7,41.3,D
-33.79,150.006,369.9,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,306.2,167.7,D
-33.832,149.998,339.1,1.4,1.2,2019-12-29,0025,T,86,6.0NRT,303.3,52.1,D
-33.834,150.014,333,1.4,1.2,2019-12-29,0025,T,77,6.0NRT,301.1,36.8,D
-33.836,150.029,337,1.4,1.2,2019-12-29,0025,T,84,6.0NRT,299.3,45.6,D
-33.838,150.045,336.6,1.4,1.2,2019-12-29,0025,T,79,6.0NRT,299,43.6,D
-33.839,150.06,337.2,1.4,1.2,2019-12-29,0025,T,81,6.0NRT,301.4,45.9,D
-33.835,150.069,328.8,1.4,1.2,2019-12-29,0025,T,15,6.0NRT,300.5,26.6,D
-33.84,150.021,343.7,1.4,1.2,2019-12-29,0025,T,90,6.0NRT,303.3,62.6,D
-33.842,150.037,341.5,1.4,1.2,2019-12-29,0025,T,77,6.0NRT,302.3,56,D
-33.843,150.052,348.6,1.4,1.2,2019-12-29,0025,T,91,6.0NRT,303.2,77.9,D
-33.856,150.065,339.1,1.4,1.2,2019-12-29,0025,T,87,6.0NRT,301.5,53.4,D
-33.857,150.081,342.1,1.4,1.2,2019-12-29,0025,T,89,6.0NRT,301.7,62.7,D
-33.9,150.073,344.8,1.4,1.2,2019-12-29,0025,T,91,6.0NRT,305.4,73.2,D
-33.901,150.089,335.3,1.4,1.2,2019-12-29,0025,T,83,6.0NRT,301.9,47.2,D
-33.91,150.072,328.8,1.4,1.2,2019-12-29,0025,T,76,6.0NRT,299.8,32.5,D
-34.2,150.029,325.7,1.4,1.2,2019-12-29,0025,T,63,6.0NRT,294.9,21.8,D
-34.204,150.02,331.1,1.4,1.2,2019-12-29,0025,T,80,6.0NRT,297.5,33,D
-34.206,150.037,321.3,1.4,1.2,2019-12-29,0025,T,23,6.0NRT,297.9,16.1,D
-34.211,149.987,350.3,1.4,1.2,2019-12-29,0025,T,93,6.0NRT,305.4,84.4,D
-34.213,150.003,368.3,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,304.4,162.4,D
-34.214,150.019,365.4,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,299.9,149.6,D
-34.216,150.035,327.6,1.4,1.2,2019-12-29,0025,T,66,6.0NRT,295.3,26.6,D
-34.22,149.971,350.9,1.4,1.2,2019-12-29,0025,T,84,6.0NRT,302.2,85,D
-34.222,149.986,347.9,1.4,1.2,2019-12-29,0025,T,85,6.0NRT,301.4,75.5,D
-34.264,150.281,322.5,1.5,1.2,2019-12-29,0025,T,50,6.0NRT,289.3,28.1,D
-34.266,150.297,323.7,1.5,1.2,2019-12-29,0025,T,65,6.0NRT,280.2,30.7,D
-34.24,149.953,368.6,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,295.9,164.3,D
-34.241,149.969,418.6,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,310.3,608,D
-34.25,149.951,367.8,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,294.6,162,D
-34.252,149.966,428.1,1.4,1.2,2019-12-29,0025,T,100,6.0NRT,310.8,745.2,D
-34.254,149.982,331.4,1.4,1.2,2019-12-29,0025,T,69,6.0NRT,299.1,34.1,D
-34.872,150.212,335.5,1.5,1.2,2019-12-29,0025,T,70,6.0NRT,296.7,46.2,D
-34.88,150.295,331.7,1.5,1.2,2019-12-29,0025,T,52,6.0NRT,293.8,44.1,D
-34.879,150.178,352.3,1.5,1.2,2019-12-29,0025,T,93,6.0NRT,301.2,95.9,D
-34.888,150.161,346.4,1.5,1.2,2019-12-29,0025,T,65,6.0NRT,301.1,77.2,D
-34.938,150.219,364,1.5,1.2,2019-12-29,0025,T,100,6.0NRT,300.2,145.7,D
-34.94,150.212,350.1,1.5,1.2,2019-12-29,0025,T,86,6.0NRT,299.4,83.5,D
-34.942,150.23,345.2,1.5,1.2,2019-12-29,0025,T,82,6.0NRT,297.4,69.1,D
-34.949,150.193,343.9,1.5,1.2,2019-12-29,0025,T,76,6.0NRT,299.8,59.9,D
-34.955,150.143,334.1,1.5,1.2,2019-12-29,0025,T,81,6.0NRT,297.1,40.9,D
-34.957,150.159,350.3,1.5,1.2,2019-12-29,0025,T,94,6.0NRT,304,88.4,D
-34.958,150.175,403,1.5,1.2,2019-12-29,0025,T,100,6.0NRT,311.3,446.1,D
-34.96,150.193,413.8,1.5,1.2,2019-12-29,0025,T,100,6.0NRT,299,579.5,D
-34.968,150.158,367.9,1.5,1.2,2019-12-29,0025,T,100,6.0NRT,302.5,170.8,D
-34.969,150.174,351.4,1.5,1.2,2019-12-29,0025,T,65,6.0NRT,297,86.9,D
-34.971,150.19,344,1.5,1.2,2019-12-29,0025,T,59,6.0NRT,293.4,64,D
-34.989,150.154,349,1.5,1.2,2019-12-29,0025,T,88,6.0NRT,300.1,82.5,D
-34.991,150.171,334.3,1.5,1.2,2019-12-29,0025,T,45,6.0NRT,287.3,34.4,D
-35.006,150.104,328.4,1.4,1.2,2019-12-29,0025,T,62,6.0NRT,300.7,27.8,D
-35.008,150.12,334.8,1.5,1.2,2019-12-29,0025,T,69,6.0NRT,300.8,42.2,D
-35.247,150.017,329.4,1.4,1.2,2019-12-29,0025,T,82,6.0NRT,304.9,26.8,D
-37.328,148.52,314.4,1.3,1.1,2019-12-29,0025,T,48,6.0NRT,281.3,13.2,D
-37.41,147.742,329,1.2,1.1,2019-12-29,0025,T,71,6.0NRT,292,29.5,D
-37.595,149.421,334.3,1.4,1.2,2019-12-29,0025,T,87,6.0NRT,294.3,52.6,D
-37.597,149.438,321.3,1.4,1.2,2019-12-29,0025,T,65,6.0NRT,294.6,26.3,D
-37.42,147.74,331.4,1.2,1.1,2019-12-29,0025,T,0,6.0NRT,289.5,33.5,D
-37.483,147.935,313.8,1.2,1.1,2019-12-29,0025,T,31,6.0NRT,294.5,7.5,D
-37.489,147.893,333.8,1.2,1.1,2019-12-29,0025,T,78,6.0NRT,298.7,31.4,D
-37.49,147.906,334.9,1.2,1.1,2019-12-29,0025,T,85,6.0NRT,298,35,D
-37.492,147.92,330.5,1.2,1.1,2019-12-29,0025,T,83,6.0NRT,298.4,29,D
-37.497,147.879,333.3,1.2,1.1,2019-12-29,0025,T,71,6.0NRT,299.9,28.4,D
-37.501,147.57,380.9,1.2,1.1,2019-12-29,0025,T,100,6.0NRT,284.7,186.7,D
-37.503,147.583,391.6,1.2,1.1,2019-12-29,0025,T,100,6.0NRT,283.4,249.2,D
-37.541,147.907,326.4,1.2,1.1,2019-12-29,0025,T,49,6.0NRT,301.6,18.1,D
-37.543,147.921,331.1,1.2,1.1,2019-12-29,0025,T,53,6.0NRT,303.2,25.2,D
-37.513,147.582,343.9,1.2,1.1,2019-12-29,0025,T,87,6.0NRT,278.5,52.9,D
-37.514,147.595,330,1.2,1.1,2019-12-29,0025,T,49,6.0NRT,272.3,24.6,D
-37.548,147.879,329.7,1.2,1.1,2019-12-29,0025,T,82,6.0NRT,300.4,23.5,D
-37.597,147.954,334.1,1.2,1.1,2019-12-29,0025,T,80,6.0NRT,302.8,30.4,D
-37.599,147.968,327,1.2,1.1,2019-12-29,0025,T,43,6.0NRT,304.1,17.6,D
-37.61,147.98,330.2,1.2,1.1,2019-12-29,0025,T,79,6.0NRT,304.1,24,D
-37.61,147.973,330.3,1.2,1.1,2019-12-29,0025,T,82,6.0NRT,304.1,24.9,D
-37.628,147.872,315.3,1.2,1.1,2019-12-29,0025,T,57,6.0NRT,301.3,6.3,D
-37.903,145.239,324.1,1,1,2019-12-29,0025,T,55,6.0NRT,308,5.7,D
-18.429,144.037,330.6,1.7,1.3,2019-12-29,0020,T,70,6.0NRT,304.2,29.3,D
-18.44,144.035,325.2,1.7,1.3,2019-12-29,0020,T,39,6.0NRT,303,16.9,D
-19.216,146.102,323.6,1.2,1.1,2019-12-29,0020,T,55,6.0NRT,297.9,11.1,D
-19.574,144.51,324.8,1.5,1.2,2019-12-29,0020,T,45,6.0NRT,301.1,15.8,D
-19.577,144.524,336.8,1.5,1.2,2019-12-29,0020,T,82,6.0NRT,305.9,44.4,D
-19.579,144.539,328.7,1.5,1.2,2019-12-29,0020,T,45,6.0NRT,304.2,22.8,D
-19.391,143.324,326.1,1.9,1.3,2019-12-29,0020,T,63,6.0NRT,304.2,27.7,D
-19.613,144.526,325.5,1.5,1.2,2019-12-29,0020,T,54,6.0NRT,300.6,19.7,D
-19.88,144.531,327.7,1.5,1.2,2019-12-29,0020,T,64,6.0NRT,304.5,21.3,D
-21.331,140.824,331.8,2.6,1.5,2019-12-29,0020,T,58,6.0NRT,307.8,45.9,D
-21.488,140.752,329,2.6,1.6,2019-12-29,0020,T,39,6.0NRT,307.3,46.2,D
-25.966,150.482,352,1.2,1.1,2019-12-29,0020,T,95,6.0NRT,309.7,62.9,D
-25.967,150.494,358.4,1.2,1.1,2019-12-29,0020,T,99,6.0NRT,312.3,81.7,D
-25.969,150.506,337.5,1.2,1.1,2019-12-29,0020,T,77,6.0NRT,310.4,26.7,D
-25.992,150.527,337.8,1.2,1.1,2019-12-29,0020,T,86,6.0NRT,312.2,25.3,D
-26.285,150.439,332.4,1.2,1.1,2019-12-29,0020,T,79,6.0NRT,311.9,25.6,D
-26.293,150.426,335.1,1.2,1.1,2019-12-29,0020,T,76,6.0NRT,307.8,29.7,D
-26.295,150.438,380.1,1.2,1.1,2019-12-29,0020,T,100,6.0NRT,313.5,181.6,D
-26.296,150.45,395.4,1.2,1.1,2019-12-29,0020,T,100,6.0NRT,317,273.6,D
-26.298,150.461,352.1,1.2,1.1,2019-12-29,0020,T,95,6.0NRT,311.9,66.9,D
-26.305,150.436,336.1,1.2,1.1,2019-12-29,0020,T,75,6.0NRT,302.9,32.6,D
-26.306,150.448,363.9,1.2,1.1,2019-12-29,0020,T,100,6.0NRT,306.1,107.2,D
-26.308,150.46,395.3,1.2,1.1,2019-12-29,0020,T,100,6.0NRT,314.3,275.4,D
-26.309,150.472,327.5,1.2,1.1,2019-12-29,0020,T,72,6.0NRT,308.4,15.6,D
-26.308,150.454,381.1,1.2,1.1,2019-12-29,0020,T,100,6.0NRT,310.9,189.2,D
-26.31,150.466,351.5,1.2,1.1,2019-12-29,0020,T,95,6.0NRT,310.1,69.8,D
-26.5,150.691,325.4,1.2,1.1,2019-12-29,0020,T,71,6.0NRT,307,15.4,D
-26.51,150.689,328.5,1.2,1.1,2019-12-29,0020,T,75,6.0NRT,306.9,19.5,D
-30.255,150.268,330.3,1.3,1.1,2019-12-29,0020,T,34,6.0NRT,313.2,16,D
-30.265,150.266,332.7,1.3,1.1,2019-12-29,0020,T,34,6.0NRT,315.9,19.5,D
-30.519,150.89,327.7,1.4,1.2,2019-12-29,0020,T,20,6.0NRT,311.4,14.8,D
-30.521,150.906,327.1,1.4,1.2,2019-12-29,0020,T,37,6.0NRT,312.8,15.7,D
-30.737,152.061,328,1.7,1.3,2019-12-29,0020,T,62,6.0NRT,306.7,35.5,D
-30.749,152.059,325.9,1.7,1.3,2019-12-29,0020,T,51,6.0NRT,307.1,31.5,D
-31.349,151.722,334.2,1.6,1.3,2019-12-29,0020,T,75,6.0NRT,304.6,50.1,D
-31.374,151.737,346,1.6,1.3,2019-12-29,0020,T,90,6.0NRT,304.3,91,D
-31.387,151.752,334.7,1.6,1.3,2019-12-29,0020,T,76,6.0NRT,300.6,53.3,D
-31.373,151.748,339.5,1.6,1.3,2019-12-29,0020,T,83,6.0NRT,304.4,68.1,D
-31.385,151.747,333.2,1.6,1.3,2019-12-29,0020,T,47,6.0NRT,301.7,45.9,D
-31.386,151.763,332.7,1.6,1.3,2019-12-29,0020,T,47,6.0NRT,299.9,43.6,D
-31.4,151.779,459.5,1.6,1.3,2019-12-29,0020,T,100,6.0NRT,314.9,1722.7,D
-31.401,151.797,434.5,1.6,1.3,2019-12-29,0020,T,100,6.0NRT,295.5,1080.1,D
-31.411,151.778,373.9,1.6,1.3,2019-12-29,0020,T,100,6.0NRT,299.5,247.1,D
-31.413,151.796,393.6,1.6,1.3,2019-12-29,0020,T,100,6.0NRT,297.2,428.4,D
-31.415,151.814,331.6,1.7,1.3,2019-12-29,0020,T,29,6.0NRT,297.2,39.2,D
-31.442,152.084,333.6,1.7,1.3,2019-12-29,0020,T,76,6.0NRT,305,54.2,D
-31.49,151.333,346.3,1.5,1.2,2019-12-29,0020,T,90,6.0NRT,307.9,83.4,D
-31.597,152.132,333.3,1.7,1.3,2019-12-29,0020,T,69,6.0NRT,304.7,53.4,D
-31.617,152.142,328.4,1.7,1.3,2019-12-29,0020,T,43,6.0NRT,303.8,40.7,D
-31.624,152.087,330.4,1.7,1.3,2019-12-29,0020,T,39,6.0NRT,306.2,39.9,D
-31.59,151.215,343.7,1.5,1.2,2019-12-29,0020,T,88,6.0NRT,305.7,72.3,D
-31.594,151.248,331.9,1.5,1.2,2019-12-29,0020,T,66,6.0NRT,310.4,29.9,D
-31.605,151.247,338.6,1.5,1.2,2019-12-29,0020,T,79,6.0NRT,312,48.7,D
-31.591,151.209,337.3,1.5,1.2,2019-12-29,0020,T,79,6.0NRT,305.2,55.1,D
-31.592,151.224,341.6,1.5,1.2,2019-12-29,0020,T,80,6.0NRT,305.7,62.7,D
-31.605,151.239,336.2,1.5,1.2,2019-12-29,0020,T,70,6.0NRT,310.3,41.9,D
-31.628,151.136,329.3,1.5,1.2,2019-12-29,0020,T,52,6.0NRT,308.1,28.3,D
-10.015,148.01,328.7,1.3,1.1,2019-12-29,0015,T,79,6.0NRT,300.1,23.5,D
-19.92,122.954,335.9,1,1,2019-12-29,0200,T,75,6.0NRT,306.2,15.7,D
-19.93,122.953,338.7,1,1,2019-12-29,0200,T,80,6.0NRT,307.4,20.5,D
-19.939,122.951,337.1,1,1,2019-12-29,0200,T,77,6.0NRT,306.5,18.2,D
-19.94,122.961,332.9,1,1,2019-12-29,0200,T,68,6.0NRT,306.1,11.8,D
-21.625,130.822,342.6,2.2,1.4,2019-12-29,0200,T,84,6.0NRT,310.7,75.1,D
-21.636,130.814,337,2.2,1.4,2019-12-29,0200,T,55,6.0NRT,310.7,57.6,D
-21.588,127.726,337.7,1.4,1.2,2019-12-29,0200,T,42,6.0NRT,313.3,24.7,D
-21.649,125.454,336.3,1.1,1,2019-12-29,0200,T,74,6.0NRT,311.1,15.7,D
-21.659,125.452,380.6,1.1,1,2019-12-29,0200,T,100,6.0NRT,313.7,143.2,D
-21.66,125.463,392.6,1.1,1,2019-12-29,0200,T,100,6.0NRT,314,204,D
-21.669,125.461,345.9,1.1,1,2019-12-29,0200,T,88,6.0NRT,309.2,33.4,D
-21.717,123.99,338.1,1,1,2019-12-29,0200,T,76,6.0NRT,310.3,18.3,D
-21.726,123.989,335.2,1,1,2019-12-29,0200,T,70,6.0NRT,310.5,12.8,D
-21.735,123.987,380.7,1,1,2019-12-29,0200,T,100,6.0NRT,312.7,132.5,D
-21.737,123.997,346.3,1,1,2019-12-29,0200,T,88,6.0NRT,310.2,31.6,D
-21.743,123.976,336,1,1,2019-12-29,0200,T,72,6.0NRT,310.4,14,D
-21.744,123.986,363.1,1,1,2019-12-29,0200,T,100,6.0NRT,310.5,71.1,D
-21.746,123.995,338.3,1,1,2019-12-29,0200,T,77,6.0NRT,309.5,17.4,D
-21.753,123.984,338.6,1,1,2019-12-29,0200,T,77,6.0NRT,309.2,17.9,D
-21.762,123.983,345.6,1,1,2019-12-29,0200,T,87,6.0NRT,310.3,30.9,D
-22.514,128.139,343.1,1.5,1.2,2019-12-29,0200,T,83,6.0NRT,314.5,32.8,D
-22.637,129.077,338,1.7,1.3,2019-12-29,0200,T,71,6.0NRT,311.2,24.2,D
-21.391,118.53,338.6,1.7,1.3,2019-12-29,0200,T,65,6.0NRT,315.4,32.8,D
-21.394,118.547,338.2,1.7,1.3,2019-12-29,0200,T,72,6.0NRT,313.5,33.7,D
-21.472,118.582,335.8,1.7,1.3,2019-12-29,0200,T,54,6.0NRT,315.8,18.2,D
-21.693,119.388,342.6,1.5,1.2,2019-12-29,0200,T,84,6.0NRT,317.1,41.2,D
-23.16,129.678,346.5,1.9,1.4,2019-12-29,0200,T,81,6.0NRT,312.7,75.6,D
