url,weekid,week_position,song,performer,songid,instance,previous_week_position,peak_position,weeks_on_chart,year,month,day
http://www.billboard.com/charts/hot-100/1959-12-19,12/19/1959,96,THIS TIME OF THE YEAR,Brook Benton,This Time Of The YearBrook Benton,1,,66,5,1959,12,19
http://www.billboard.com/charts/hot-100/1959-12-19,12/19/1959,68,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,1,89,39,15,1959,12,19
http://www.billboard.com/charts/hot-100/1959-12-26,12/26/1959,59,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,2,,12,13,1959,12,26
http://www.billboard.com/charts/hot-100/1959-12-26,12/26/1959,77,THIS TIME OF THE YEAR,Brook Benton,This Time Of The YearBrook Benton,1,96,66,5,1959,12,26
http://www.billboard.com/charts/hot-100/1959-12-26,12/26/1959,34,THE HAPPY REINDEER,"Dancer, Prancer And Nervous","The Happy ReindeerDancer, Prancer And Nervous",1,76,34,6,1959,12,26
http://www.billboard.com/charts/hot-100/1959-12-26,12/26/1959,41,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,1,68,39,15,1959,12,26
http://www.billboard.com/charts/hot-100/1960-01-02,1/2/1960,45,THE HAPPY REINDEER,"Dancer, Prancer And Nervous","The Happy ReindeerDancer, Prancer And Nervous",1,34,34,6,1960,1,2
http://www.billboard.com/charts/hot-100/1960-01-02,1/2/1960,61,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,1,41,39,15,1960,1,2
http://www.billboard.com/charts/hot-100/1960-01-02,1/2/1960,75,THIS TIME OF THE YEAR,Brook Benton,This Time Of The YearBrook Benton,1,77,66,5,1960,1,2
http://www.billboard.com/charts/hot-100/1960-01-09,1/9/1960,70,THIS TIME OF THE YEAR,Brook Benton,This Time Of The YearBrook Benton,1,75,66,5,1960,1,9
http://www.billboard.com/charts/hot-100/1960-01-09,1/9/1960,62,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,1,61,39,15,1960,1,9
http://www.billboard.com/charts/hot-100/1960-01-09,1/9/1960,93,THE HAPPY REINDEER,"Dancer, Prancer And Nervous","The Happy ReindeerDancer, Prancer And Nervous",1,45,34,6,1960,1,9
http://www.billboard.com/charts/hot-100/1960-01-16,1/16/1960,66,THIS TIME OF THE YEAR,Brook Benton,This Time Of The YearBrook Benton,1,70,66,5,1960,1,16
http://www.billboard.com/charts/hot-100/1960-12-10,12/10/1960,66,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,2,,39,15,1960,12,10
http://www.billboard.com/charts/hot-100/1960-12-10,12/10/1960,100,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,1,,38,8,1960,12,10
http://www.billboard.com/charts/hot-100/1960-12-10,12/10/1960,64,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,1,,14,18,1960,12,10
http://www.billboard.com/charts/hot-100/1960-12-10,12/10/1960,55,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,3,,12,13,1960,12,10
http://www.billboard.com/charts/hot-100/1960-12-10,12/10/1960,69,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,2,,29,19,1960,12,10
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/1960,64,SILENT NIGHT,Bing Crosby,Silent NightBing Crosby,1,,54,2,1960,12,17
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/1960,46,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,2,69,29,19,1960,12,17
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/1960,26,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,1,64,14,18,1960,12,17
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/1960,78,TWISTIN' BELLS,Santo & Johnny,Twistin' BellsSanto & Johnny,1,,49,3,1960,12,17
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/1960,89,CHRISTMAS AULD LANG SYNE,Bobby Darin,Christmas Auld Lang SyneBobby Darin,1,,51,3,1960,12,17
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/1960,32,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,3,55,12,13,1960,12,17
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/1960,45,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,2,66,39,15,1960,12,17
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/1960,80,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,1,100,38,8,1960,12,17
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/1960,97,BLUE CHRISTMAS,The Browns Featuring Jim Edward Brown,Blue ChristmasThe Browns Featuring Jim Edward Brown,1,,97,1,1960,12,17
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/1960,96,WHITE CHRISTMAS,The Drifters Featuring Clyde McPhatter And Bill Pinkney,White ChristmasThe Drifters Featuring Clyde McPhatter And Bill Pinkney,1,,88,2,1960,12,17
http://www.billboard.com/charts/hot-100/1960-12-24,12/24/1960,61,TWISTIN' BELLS,Santo & Johnny,Twistin' BellsSanto & Johnny,1,78,49,3,1960,12,24
http://www.billboard.com/charts/hot-100/1960-12-24,12/24/1960,14,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,1,26,14,18,1960,12,24
http://www.billboard.com/charts/hot-100/1960-12-24,12/24/1960,26,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,3,32,12,13,1960,12,24
http://www.billboard.com/charts/hot-100/1960-12-24,12/24/1960,36,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,2,46,29,19,1960,12,24
http://www.billboard.com/charts/hot-100/1960-12-24,12/24/1960,60,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,2,45,39,15,1960,12,24
http://www.billboard.com/charts/hot-100/1960-12-24,12/24/1960,54,SILENT NIGHT,Bing Crosby,Silent NightBing Crosby,1,64,54,2,1960,12,24
http://www.billboard.com/charts/hot-100/1960-12-24,12/24/1960,95,CHILD OF GOD,Bobby Darin,Child Of GodBobby Darin,1,,95,1,1960,12,24
http://www.billboard.com/charts/hot-100/1960-12-24,12/24/1960,58,CHRISTMAS AULD LANG SYNE,Bobby Darin,Christmas Auld Lang SyneBobby Darin,1,89,51,3,1960,12,24
http://www.billboard.com/charts/hot-100/1960-12-31,12/31/1960,18,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,1,14,14,18,1960,12,31
http://www.billboard.com/charts/hot-100/1960-12-31,12/31/1960,49,TWISTIN' BELLS,Santo & Johnny,Twistin' BellsSanto & Johnny,1,61,49,3,1960,12,31
http://www.billboard.com/charts/hot-100/1960-12-31,12/31/1960,51,CHRISTMAS AULD LANG SYNE,Bobby Darin,Christmas Auld Lang SyneBobby Darin,1,58,51,3,1960,12,31
http://www.billboard.com/charts/hot-100/1961-11-25,11/25/1961,99,LITTLE ALTAR BOY,Vic Dana,Little Altar BoyVic Dana,1,,45,8,1961,11,25
http://www.billboard.com/charts/hot-100/1961-12-02,12/2/1961,78,LITTLE ALTAR BOY,Vic Dana,Little Altar BoyVic Dana,1,99,45,8,1961,12,2
http://www.billboard.com/charts/hot-100/1961-12-09,12/9/1961,71,JINGLE BELL ROCK,Bobby Rydell/Chubby Checker,Jingle Bell RockBobby Rydell/Chubby Checker,1,,21,7,1961,12,9
http://www.billboard.com/charts/hot-100/1961-12-09,12/9/1961,73,BABY'S FIRST CHRISTMAS,Connie Francis,Baby's First ChristmasConnie Francis,1,,26,5,1961,12,9
http://www.billboard.com/charts/hot-100/1961-12-09,12/9/1961,57,LITTLE ALTAR BOY,Vic Dana,Little Altar BoyVic Dana,1,78,45,8,1961,12,9
http://www.billboard.com/charts/hot-100/1961-12-09,12/9/1961,85,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,2,,14,18,1961,12,9
http://www.billboard.com/charts/hot-100/1961-12-09,12/9/1961,68,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,3,,29,19,1961,12,9
http://www.billboard.com/charts/hot-100/1961-12-09,12/9/1961,66,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,4,,12,13,1961,12,9
http://www.billboard.com/charts/hot-100/1961-12-16,12/16/1961,51,LITTLE ALTAR BOY,Vic Dana,Little Altar BoyVic Dana,1,57,45,8,1961,12,16
http://www.billboard.com/charts/hot-100/1961-12-16,12/16/1961,63,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,3,,39,15,1961,12,16
http://www.billboard.com/charts/hot-100/1961-12-16,12/16/1961,84,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,2,85,14,18,1961,12,16
http://www.billboard.com/charts/hot-100/1961-12-16,12/16/1961,54,BABY'S FIRST CHRISTMAS,Connie Francis,Baby's First ChristmasConnie Francis,1,73,26,5,1961,12,16
http://www.billboard.com/charts/hot-100/1961-12-16,12/16/1961,58,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,3,68,29,19,1961,12,16
http://www.billboard.com/charts/hot-100/1961-12-16,12/16/1961,45,JINGLE BELL ROCK,Bobby Rydell/Chubby Checker,Jingle Bell RockBobby Rydell/Chubby Checker,1,71,21,7,1961,12,16
http://www.billboard.com/charts/hot-100/1961-12-16,12/16/1961,33,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,4,66,12,13,1961,12,16
http://www.billboard.com/charts/hot-100/1961-12-23,12/23/1961,49,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,3,58,29,19,1961,12,23
http://www.billboard.com/charts/hot-100/1961-12-23,12/23/1961,27,JINGLE BELL ROCK,Bobby Rydell/Chubby Checker,Jingle Bell RockBobby Rydell/Chubby Checker,1,45,21,7,1961,12,23
http://www.billboard.com/charts/hot-100/1961-12-23,12/23/1961,58,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,2,84,14,18,1961,12,23
http://www.billboard.com/charts/hot-100/1961-12-23,12/23/1961,85,PLEASE COME HOME FOR CHRISTMAS,Charles Brown,Please Come Home For ChristmasCharles Brown,1,,76,2,1961,12,23
http://www.billboard.com/charts/hot-100/1961-12-23,12/23/1961,20,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,4,33,12,13,1961,12,23
http://www.billboard.com/charts/hot-100/1961-12-23,12/23/1961,47,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,3,63,39,15,1961,12,23
http://www.billboard.com/charts/hot-100/1961-12-23,12/23/1961,43,BABY'S FIRST CHRISTMAS,Connie Francis,Baby's First ChristmasConnie Francis,1,54,26,5,1961,12,23
http://www.billboard.com/charts/hot-100/1961-12-23,12/23/1961,48,LITTLE ALTAR BOY,Vic Dana,Little Altar BoyVic Dana,1,51,45,8,1961,12,23
http://www.billboard.com/charts/hot-100/1961-12-30,12/30/1961,21,JINGLE BELL ROCK,Bobby Rydell/Chubby Checker,Jingle Bell RockBobby Rydell/Chubby Checker,1,27,21,7,1961,12,30
http://www.billboard.com/charts/hot-100/1961-12-30,12/30/1961,41,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,3,49,29,19,1961,12,30
http://www.billboard.com/charts/hot-100/1961-12-30,12/30/1961,76,PLEASE COME HOME FOR CHRISTMAS,Charles Brown,Please Come Home For ChristmasCharles Brown,1,85,76,2,1961,12,30
http://www.billboard.com/charts/hot-100/1961-12-30,12/30/1961,50,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,2,58,14,18,1961,12,30
http://www.billboard.com/charts/hot-100/1961-12-30,12/30/1961,39,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,3,47,39,15,1961,12,30
http://www.billboard.com/charts/hot-100/1961-12-30,12/30/1961,26,BABY'S FIRST CHRISTMAS,Connie Francis,Baby's First ChristmasConnie Francis,1,43,26,5,1961,12,30
http://www.billboard.com/charts/hot-100/1961-12-30,12/30/1961,12,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,4,20,12,13,1961,12,30
http://www.billboard.com/charts/hot-100/1961-12-30,12/30/1961,45,LITTLE ALTAR BOY,Vic Dana,Little Altar BoyVic Dana,1,48,45,8,1961,12,30
http://www.billboard.com/charts/hot-100/1962-01-06,1/6/1962,39,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,3,47,39,15,1962,1,6
http://www.billboard.com/charts/hot-100/1962-01-06,1/6/1962,45,LITTLE ALTAR BOY,Vic Dana,Little Altar BoyVic Dana,1,48,45,8,1962,1,6
http://www.billboard.com/charts/hot-100/1962-01-06,1/6/1962,26,BABY'S FIRST CHRISTMAS,Connie Francis,Baby's First ChristmasConnie Francis,1,43,26,5,1962,1,6
http://www.billboard.com/charts/hot-100/1962-01-06,1/6/1962,21,JINGLE BELL ROCK,Bobby Rydell/Chubby Checker,Jingle Bell RockBobby Rydell/Chubby Checker,1,27,21,7,1962,1,6
http://www.billboard.com/charts/hot-100/1962-01-06,1/6/1962,50,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,2,58,14,18,1962,1,6
http://www.billboard.com/charts/hot-100/1962-01-06,1/6/1962,12,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,4,20,12,13,1962,1,6
http://www.billboard.com/charts/hot-100/1962-01-06,1/6/1962,41,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,3,49,29,19,1962,1,6
http://www.billboard.com/charts/hot-100/1962-01-06,1/6/1962,76,PLEASE COME HOME FOR CHRISTMAS,Charles Brown,Please Come Home For ChristmasCharles Brown,1,85,76,2,1962,1,6
http://www.billboard.com/charts/hot-100/1962-01-13,1/13/1962,71,BABY'S FIRST CHRISTMAS,Connie Francis,Baby's First ChristmasConnie Francis,1,26,26,5,1962,1,13
http://www.billboard.com/charts/hot-100/1962-01-13,1/13/1962,48,LITTLE ALTAR BOY,Vic Dana,Little Altar BoyVic Dana,1,45,45,8,1962,1,13
http://www.billboard.com/charts/hot-100/1962-01-13,1/13/1962,23,JINGLE BELL ROCK,Bobby Rydell/Chubby Checker,Jingle Bell RockBobby Rydell/Chubby Checker,1,21,21,7,1962,1,13
http://www.billboard.com/charts/hot-100/1962-01-20,1/20/1962,51,LITTLE ALTAR BOY,Vic Dana,Little Altar BoyVic Dana,1,48,45,8,1962,1,20
http://www.billboard.com/charts/hot-100/1962-12-08,12/8/1962,80,MONSTERS' HOLIDAY,"Bobby ""Boris"" Pickett And The Crypt-Kickers","Monsters' HolidayBobby ""Boris"" Pickett And The Crypt-Kickers",1,,30,6,1962,12,8
http://www.billboard.com/charts/hot-100/1962-12-08,12/8/1962,92,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,4,,39,15,1962,12,8
http://www.billboard.com/charts/hot-100/1962-12-08,12/8/1962,99,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,4,,29,19,1962,12,8
http://www.billboard.com/charts/hot-100/1962-12-15,12/15/1962,59,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,4,92,39,15,1962,12,15
http://www.billboard.com/charts/hot-100/1962-12-15,12/15/1962,89,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,3,,14,18,1962,12,15
http://www.billboard.com/charts/hot-100/1962-12-15,12/15/1962,75,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,2,,38,8,1962,12,15
http://www.billboard.com/charts/hot-100/1962-12-15,12/15/1962,70,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,5,,12,13,1962,12,15
http://www.billboard.com/charts/hot-100/1962-12-15,12/15/1962,77,SANTA CLAUS IS WATCHING YOU,Ray Stevens,Santa Claus Is Watching YouRay Stevens,1,,45,3,1962,12,15
http://www.billboard.com/charts/hot-100/1962-12-15,12/15/1962,57,MONSTERS' HOLIDAY,"Bobby ""Boris"" Pickett And The Crypt-Kickers","Monsters' HolidayBobby ""Boris"" Pickett And The Crypt-Kickers",1,80,30,6,1962,12,15
http://www.billboard.com/charts/hot-100/1962-12-15,12/15/1962,87,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,4,99,29,19,1962,12,15
http://www.billboard.com/charts/hot-100/1962-12-15,12/15/1962,97,JINGLE BELL ROCK,Bobby Rydell/Chubby Checker,Jingle Bell RockBobby Rydell/Chubby Checker,2,,21,7,1962,12,15
http://www.billboard.com/charts/hot-100/1962-12-22,12/22/1962,55,SANTA CLAUS IS WATCHING YOU,Ray Stevens,Santa Claus Is Watching YouRay Stevens,1,77,45,3,1962,12,22
http://www.billboard.com/charts/hot-100/1962-12-22,12/22/1962,92,JINGLE BELL ROCK,Bobby Rydell/Chubby Checker,Jingle Bell RockBobby Rydell/Chubby Checker,2,97,21,7,1962,12,22
http://www.billboard.com/charts/hot-100/1962-12-22,12/22/1962,59,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,4,87,29,19,1962,12,22
http://www.billboard.com/charts/hot-100/1962-12-22,12/22/1962,67,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,2,75,38,8,1962,12,22
http://www.billboard.com/charts/hot-100/1962-12-22,12/22/1962,64,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,3,89,14,18,1962,12,22
http://www.billboard.com/charts/hot-100/1962-12-22,12/22/1962,47,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,4,59,39,15,1962,12,22
http://www.billboard.com/charts/hot-100/1962-12-22,12/22/1962,40,MONSTERS' HOLIDAY,"Bobby ""Boris"" Pickett And The Crypt-Kickers","Monsters' HolidayBobby ""Boris"" Pickett And The Crypt-Kickers",1,57,30,6,1962,12,22
http://www.billboard.com/charts/hot-100/1962-12-22,12/22/1962,88,WHITE CHRISTMAS,The Drifters Featuring Clyde McPhatter And Bill Pinkney,White ChristmasThe Drifters Featuring Clyde McPhatter And Bill Pinkney,2,,88,2,1962,12,22
http://www.billboard.com/charts/hot-100/1962-12-22,12/22/1962,46,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,5,70,12,13,1962,12,22
http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,38,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,5,46,12,13,1962,12,29
http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,31,MONSTERS' HOLIDAY,"Bobby ""Boris"" Pickett And The Crypt-Kickers","Monsters' HolidayBobby ""Boris"" Pickett And The Crypt-Kickers",1,40,30,6,1962,12,29
http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,45,SANTA CLAUS IS WATCHING YOU,Ray Stevens,Santa Claus Is Watching YouRay Stevens,1,55,45,3,1962,12,29
http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,56,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,4,59,29,19,1962,12,29
http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,65,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,2,67,38,8,1962,12,29
http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,40,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,4,47,39,15,1962,12,29
http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,59,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,3,64,14,18,1962,12,29
http://www.billboard.com/charts/hot-100/1963-01-05,1/5/1963,30,MONSTERS' HOLIDAY,"Bobby ""Boris"" Pickett And The Crypt-Kickers","Monsters' HolidayBobby ""Boris"" Pickett And The Crypt-Kickers",1,31,30,6,1963,1,5
http://www.billboard.com/charts/hot-100/1963-01-12,1/12/1963,39,MONSTERS' HOLIDAY,"Bobby ""Boris"" Pickett And The Crypt-Kickers","Monsters' HolidayBobby ""Boris"" Pickett And The Crypt-Kickers",1,30,30,6,1963,1,12
http://www.billboard.com/charts/hot-100/1963-11-30,11/30/1963,87,THE MARVELOUS TOY,The Chad Mitchell Trio,The Marvelous ToyThe Chad Mitchell Trio,1,,43,9,1963,11,30
http://www.billboard.com/charts/hot-100/1963-12-07,12/7/1963,77,THE MARVELOUS TOY,The Chad Mitchell Trio,The Marvelous ToyThe Chad Mitchell Trio,1,87,43,9,1963,12,7
http://www.billboard.com/charts/hot-100/1963-12-14,12/14/1963,60,PRETTY PAPER,Roy Orbison,Pretty PaperRoy Orbison,1,,15,7,1963,12,14
http://www.billboard.com/charts/hot-100/1963-12-14,12/14/1963,73,THE MARVELOUS TOY,The Chad Mitchell Trio,The Marvelous ToyThe Chad Mitchell Trio,1,77,43,9,1963,12,14
http://www.billboard.com/charts/hot-100/1963-12-21,12/21/1963,33,PRETTY PAPER,Roy Orbison,Pretty PaperRoy Orbison,1,60,15,7,1963,12,21
http://www.billboard.com/charts/hot-100/1963-12-21,12/21/1963,65,THE MARVELOUS TOY,The Chad Mitchell Trio,The Marvelous ToyThe Chad Mitchell Trio,1,73,43,9,1963,12,21
http://www.billboard.com/charts/hot-100/1963-12-28,12/28/1963,56,THE MARVELOUS TOY,The Chad Mitchell Trio,The Marvelous ToyThe Chad Mitchell Trio,1,65,43,9,1963,12,28
http://www.billboard.com/charts/hot-100/1963-12-28,12/28/1963,19,PRETTY PAPER,Roy Orbison,Pretty PaperRoy Orbison,1,33,15,7,1963,12,28
http://www.billboard.com/charts/hot-100/1964-01-04,1/4/1964,16,PRETTY PAPER,Roy Orbison,Pretty PaperRoy Orbison,1,19,15,7,1964,1,4
http://www.billboard.com/charts/hot-100/1964-01-04,1/4/1964,47,THE MARVELOUS TOY,The Chad Mitchell Trio,The Marvelous ToyThe Chad Mitchell Trio,1,56,43,9,1964,1,4
http://www.billboard.com/charts/hot-100/1964-01-11,1/11/1964,15,PRETTY PAPER,Roy Orbison,Pretty PaperRoy Orbison,1,16,15,7,1964,1,11
http://www.billboard.com/charts/hot-100/1964-01-11,1/11/1964,46,THE MARVELOUS TOY,The Chad Mitchell Trio,The Marvelous ToyThe Chad Mitchell Trio,1,47,43,9,1964,1,11
http://www.billboard.com/charts/hot-100/1964-01-18,1/18/1964,26,PRETTY PAPER,Roy Orbison,Pretty PaperRoy Orbison,1,15,15,7,1964,1,18
http://www.billboard.com/charts/hot-100/1964-01-18,1/18/1964,43,THE MARVELOUS TOY,The Chad Mitchell Trio,The Marvelous ToyThe Chad Mitchell Trio,1,46,43,9,1964,1,18
http://www.billboard.com/charts/hot-100/1964-01-25,1/25/1964,53,THE MARVELOUS TOY,The Chad Mitchell Trio,The Marvelous ToyThe Chad Mitchell Trio,1,43,43,9,1964,1,25
