title	artist	songid	weekid	track_title	track_n	line	lyric
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Silent Night	1	4	Sleep in heavenly peace, sleep in heavenly peace
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Silent Night	1	5	Silent night, holy night all is calm, all is bright
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Silent Night	1	6	Round yon virgin, mother and child
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Silent Night	1	7	Holy infant so tender and mild
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Silent Night	1	8	Sleep in heavenly peace, sleep in heavenly peace
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	1	Adeste fideles
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	2	Laeti triumphantes
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	3	Venite, venite in Bethlehem!
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	4	Natum videte
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	5	Regem angelorum
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	6	Venite adoremus
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	7	Venite adoremus
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	8	Venite adoremus
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	9	Dominum
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	10	Cantet nunc Io!
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	11	Chorus angelorum;
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	12	Cantet nunc aula caelestium
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	13	Gloria, gloria
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	14	In excelsis Deo
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	15	Venite adoremus
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	16	Venite adoremus
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	17	Venite adoremus
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Adeste Fideles	2	18	Dominum
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	1	I'm dreaming of a white Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	2	Just like the ones I used to know
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	3	Where the treetops glisten and children listen
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	4	To hear sleigh bells in the snow
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	5	I'm dreaming of a white Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	6	With every Christmas card I write
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	7	"""May your days be merry and bright"
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	8	"And may all your Christmases be white"""
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	9	I'm dreaming of a white Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	10	Just like the ones I used to know
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	11	Where the treetops glisten and children listen
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	12	To hear sleigh bells in the snow
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	13	I'm dreaming of a white Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	14	With every Christmas card I write
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	15	"""May your days be merry and bright"
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	White Christmas	3	16	"And may all your Christmases be white"""
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	1	Bing Crosby/Max Terr's Mixed Chorus/John Scott Trotter Orchestra
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	2	Written by: (See Notes) 1883
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	3	God rest you merry, gentlemen
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	4	Let nothing you dismay
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	5	Remember Christ our Savior
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	6	Was born on Christmas Day;
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	7	To save us all from Satan's power
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	8	When we were gone astray
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	9	(Oh tidings of comfort and joy)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	10	(Comfort and joy)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	11	(Oh tidings of comfort and joy)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	12	(Comfort and joy)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	13	In Bethlehem in Jewry
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	14	This blessed Babe was born
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	15	And laid within a manger
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	16	Upon this blessed morn
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	17	The which His Mother Mary
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	18	Did nothing take in scorn
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	19	(O tidings of comfort and joy,)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	20	(Comfort and joy)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	21	(O tidings of comfort and joy)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	22	From God our Heavenly Father
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	23	A blessed Angel came;
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	24	And unto certain Shepherds
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	25	Brought tidings of the same:
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	26	How that in Bethlehem was born
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	27	The Son of God by Name
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	28	(O tidings of comfort and joy,)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	29	(Comfort and joy)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	God Rest Ye Merry Gentlemen	4	30	{O tidings of comfort and joy}
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	1	Bing Crosby/Max Terr's Mixed Chorus/John Scott Trotter Orchestra
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	2	Written by: Frederick W. Faber (Words 1849)/Henre F. Hemy & James G. Walton (Music 1964)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	3	Faith of our fathers, living still
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	4	In spite of dungeon, fire and sword;
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	5	O how our hearts beat high with joy
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	6	Whene'er we hear that glorious Word!
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	7	(Faith of our fathers, holy faith!)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	8	(We will be true to thee till death)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	9	Our fathers, chained in prisons dark
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	10	Were still in heart and conscience free
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	11	How sweet would be their children's fate
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	12	If they, like them, could die for thee
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	13	(Faith of our fathers, holy faith!)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	14	(We will be true to thee till death)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	15	Faith of our fathers, we will love
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	16	Both friend and foe in all our strife;
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	17	And preach Thee, too, as love knows how
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	18	By kindly words and virtuous life
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	19	(Faith of our fathers, holy faith!)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Faith Of Our Fathers	5	20	{We will be true to thee till death}
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	1	I'll be home for Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	2	You can plan on me
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	3	Please have snow and mistletoe
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	4	And presents on the tree
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	5	Christmas Eve will find me
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	6	Where the love light gleams
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	7	I'll be home for Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	8	If only in my dreams
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	9	I'll be home for Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	10	You can plan on me
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	11	Please have snow and mistletoe
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	12	And presents on the tree
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	13	Christmas Eve will find me
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	14	Where the love light gleams
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	15	I'll be home for Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	I'll Be Home For Christmas (If Only In My Dreams)	6	16	If only in my dreams
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	1	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	2	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	3	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	4	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	5	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	6	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	7	What fun to ride and sing
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	8	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	9	Dashing through the snow
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	10	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	11	O'er the fields we go
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	12	Laughing all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	13	Bells on bobtail ring
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	14	Making spirits bright
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	15	What fun it is to ride and sing
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	16	A sleighing song tonight
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	17	(Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	18	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	19	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	20	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	21	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	22	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	23	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	24	In a one horse open sleigh)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	25	Dashing through the snow
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	26	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	27	O'er the fields we go
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	28	Laughing all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	29	Bells on bobtail ring
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	30	Making spirits bright
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	31	Oh what fun to ride and sing
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	32	A sleighing song tonight
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	33	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	34	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	35	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	36	In a one horse open, oh we have a lot of fun
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	37	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	38	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	39	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	40	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	41	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	42	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	43	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	44	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	45	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	46	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	47	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Jingle Bells	7	48	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	1	You better watch out
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	2	You better not cry
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	3	You netter not pout
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	4	I'm telling you why (Why?)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	5	Santa Claus is comin' to town, gather 'round
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	6	He's making a list
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	7	And checking it twice
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	8	He's gonna find out who's naughty and nice
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	9	Santa Claus is comin' to town
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	10	He sees you when you're sleeping
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	11	He knows when you're awake
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/20/1958	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	12	He knows if you've been bad or good
