id,episode_id,number,raw_text,timestamp_in_ms,speaking_line,character_id,location_id,raw_character_text,raw_location_text,spoken_words,normalized_text,word_count
126523,450,8,Lisa Simpson: (HORRIFIED NOISE),86000,FALSE,9,3656,Lisa Simpson,Seaworld-type Park,NA,NA,NA
126524,450,9,Bart Simpson: I'm gonna take stuff from the lost and found!,90000,TRUE,8,3656,Bart Simpson,Seaworld-type Park,I'm gonna take stuff from the lost and found!,im gonna take stuff from the lost and found,9
126525,450,10,Grampa Simpson: My feet hurt! My left ear's freezing! My right ear's burning! I got fish smell in my wrinkles!,98000,TRUE,31,3656,Grampa Simpson,Seaworld-type Park,My feet hurt! My left ear's freezing! My right ear's burning! I got fish smell in my wrinkles!,my feet hurt my left ears freezing my right ears burning i got fish smell in my wrinkles,18
126526,450,11,"Announcer: Attention, exploro-nauts!",106000,TRUE,33,3656,Announcer,Seaworld-type Park,"Attention, exploro-nauts!",attention exploro-nauts,2
126527,450,12,Marge Simpson: That's us!,108000,TRUE,1,3656,Marge Simpson,Seaworld-type Park,That's us!,thats us,2
126528,450,13,"Announcer: In one minute, we'll be starting our rock-quatic roll-tacular!",109000,TRUE,33,3656,Announcer,Seaworld-type Park,"In one minute, we'll be starting our rock-quatic roll-tacular!",in one minute well be starting our rock-quatic roll-tacular,9
126529,450,14,"Homer Simpson: Hurry! If we don't get a seat in the splash zone, I've worn my bathing suit under my clothes for nothing!",114000,TRUE,2,3656,Homer Simpson,Seaworld-type Park,"Hurry! If we don't get a seat in the splash zone, I've worn my bathing suit under my clothes for nothing!",hurry if we dont get a seat in the splash zone ive worn my bathing suit under my clothes for nothing,21
126530,450,15,Grampa Simpson: A splash-'em-up show? Reminds me of the time I high-dived into a damp sponge for the amusement of Federal Reserve Chairman Paul Volcker.,119000,TRUE,31,3656,Grampa Simpson,Seaworld-type Park,A splash-'em-up show? Reminds me of the time I high-dived into a damp sponge for the amusement of Federal Reserve Chairman Paul Volcker.,a splash-em-up show reminds me of the time i high-dived into a damp sponge for the amusement of federal reserve chairman paul volcker,23
126531,450,16,"Marge Simpson: Grampa, no stories! You can come with us, or sit here on the shark bench.",129000,TRUE,1,3656,Marge Simpson,Seaworld-type Park,"Grampa, no stories! You can come with us, or sit here on the shark bench.",grampa no stories you can come with us or sit here on the shark bench,15
126532,450,17,"Grampa Simpson: You know, I did sit on a shark once...",133000,TRUE,31,3656,Grampa Simpson,Seaworld-type Park,"You know, I did sit on a shark once...",you know i did sit on a shark once,9
126533,450,18,"Homer Simpson: (ANNOYED) Dad, bathing suit!",136000,TRUE,2,3656,Homer Simpson,Seaworld-type Park,"Dad, bathing suit!",dad bathing suit,3
126534,450,19,"Homer Simpson: Oops, no bathing suit.",139000,TRUE,2,3656,Homer Simpson,Seaworld-type Park,"Oops, no bathing suit.",oops no bathing suit,4
126535,450,20,(SLIMU STADIUM: Ext. slimu stadium - establishing),142000,FALSE,NA,3658,NA,SLIMU STADIUM,NA,NA,NA
126536,450,21,(INSIDE AQUATIC STADIUM: exT. inside aquatic STADIUM - DAY),142000,FALSE,NA,3659,NA,INSIDE AQUATIC STADIUM,NA,NA,NA
126537,450,22,Trainer: Let's give a wet and wacky welcome to Springfield's oldest performing mollusk...,142000,TRUE,1549,3659,Trainer,INSIDE AQUATIC STADIUM,Let's give a wet and wacky welcome to Springfield's oldest performing mollusk...,lets give a wet and wacky welcome to springfields oldest performing mollusk,12
126538,450,23,Homer Simpson: Get to the show!,147000,TRUE,2,3659,Homer Simpson,INSIDE AQUATIC STADIUM,Get to the show!,get to the show,4
126539,450,24,"Trainer: This is the show! Here's the original ""octo-mom"" -- (SLIME-OO) Slimu!",149000,TRUE,1549,3659,Trainer,INSIDE AQUATIC STADIUM,"This is the show! Here's the original ""octo-mom"" -- Slimu!",this is the show heres the original octo-mom -- slimu,10
126540,450,25,Crowd: (WARM APPLAUSE),149000,FALSE,75,3659,Crowd,INSIDE AQUATIC STADIUM,NA,NA,NA
126541,450,26,Moe Szyslak: (WEARING SLIMU T-SHIRT) Slimu! Did you get my letters?,162000,TRUE,17,3659,Moe Szyslak,INSIDE AQUATIC STADIUM,Slimu! Did you get my letters?,slimu did you get my letters,6
126542,450,27,"Trainer: Slimu wasn't expecting company, so he's got some cleaning up to do!",164000,TRUE,1549,3659,Trainer,INSIDE AQUATIC STADIUM,"Slimu wasn't expecting company, so he's got some cleaning up to do!",slimu wasnt expecting company so hes got some cleaning up to do,12
126543,450,28,Crowd: (LAUGHS),164000,FALSE,75,3659,Crowd,INSIDE AQUATIC STADIUM,NA,NA,NA
126544,450,29,Lisa Simpson: (WORRIED) Slimu looks kind of uncomfortable.,177000,TRUE,9,3659,Lisa Simpson,INSIDE AQUATIC STADIUM,Slimu looks kind of uncomfortable.,slimu looks kind of uncomfortable,5
126545,450,30,Homer Simpson: Wouldn't you be if you were a saltwater fish in a fresh water aquarium?,178000,TRUE,2,3659,Homer Simpson,INSIDE AQUATIC STADIUM,Wouldn't you be if you were a saltwater fish in a fresh water aquarium?,wouldnt you be if you were a saltwater fish in a fresh water aquarium,14
126546,450,31,Trainer: The country has its first black president -- maybe it's time for the first octopus president!,183000,TRUE,1549,3659,Trainer,INSIDE AQUATIC STADIUM,The country has its first black president -- maybe it's time for the first octopus president!,the country has its first black president -- maybe its time for the first octopus president,16
126547,450,32,"Trainer: And when it comes to signing bills, he can provide his own ink!",192000,TRUE,1549,3659,Trainer,INSIDE AQUATIC STADIUM,"And when it comes to signing bills, he can provide his own ink!",and when it comes to signing bills he can provide his own ink,13
126548,450,33,"Lenny Leonard: Mm, oily!",198000,TRUE,165,3659,Lenny Leonard,INSIDE AQUATIC STADIUM,"Mm, oily!",mm oily,2
126549,450,34,(Amusement Park: ext. amusement park - bench - continuous),204000,FALSE,NA,354,NA,Amusement Park,NA,NA,NA
126551,450,36,"Marshall Goldman: Excuse me, sir, is this seat taken?",210000,TRUE,5518,354,Marshall Goldman,Amusement Park,"Excuse me, sir, is this seat taken?",excuse me sir is this seat taken,7
126552,450,37,"Grampa Simpson: Well, not for a pretty girl like you!",212000,TRUE,31,354,Grampa Simpson,Amusement Park,"Well, not for a pretty girl like you!",well not for a pretty girl like you,8
126553,450,38,"Marshall Goldman: Well, this is the first time I ever sat on a shark.",217000,TRUE,5518,354,Marshall Goldman,Amusement Park,"Well, this is the first time I ever sat on a shark.",well this is the first time i ever sat on a shark,12
126554,450,39,Grampa Simpson: Not me -- sat on a real one once!,220000,TRUE,31,354,Grampa Simpson,Amusement Park,Not me -- sat on a real one once!,not me -- sat on a real one once,9
126555,450,40,Marshall Goldman: Tell me more!,222000,TRUE,5518,354,Marshall Goldman,Amusement Park,Tell me more!,tell me more,3
126556,450,41,"Grampa Simpson: (VERY SHOCKED NOISE) More?! (TO SELF) Play it cool, Grampa. Play it cool!",222000,TRUE,31,354,Grampa Simpson,Amusement Park,"More?! Play it cool, Grampa. Play it cool!",more play it cool grampa play it cool,8
126557,450,42,"Grampa Simpson: It was back in World War II. I was a seaman first class on the U.S.S. World War One. We were minding our own business, when we were attacked by a heat-seeking torpedo we had fired the day before.",229000,TRUE,31,354,Grampa Simpson,Amusement Park,"It was back in World War II. I was a seaman first class on the U.S.S. World War One. We were minding our own business, when we were attacked by a heat-seeking torpedo we had fired the day before.",it was back in world war ii i was a seaman first class on the uss world war one we were minding our own business when we were attacked by a heat-seeking torpedo we had fired the day before,39
126558,450,43,"Commanding Officer: Don't worry about the sharks, boys -- just play possum and they'll leave you alone.",250000,TRUE,5519,354,Commanding Officer,Amusement Park,"Don't worry about the sharks, boys -- just play possum and they'll leave you alone.",dont worry about the sharks boys -- just play possum and theyll leave you alone,15
126559,450,44,"Grampa Simpson: Unfortunately, sharks love possum.",255000,TRUE,31,354,Grampa Simpson,Amusement Park,"Unfortunately, sharks love possum.",unfortunately sharks love possum,4
126561,450,46,Brooklyn Sailor: Yeah. It's like ridin' the Cyclone back at Coney Island!,265000,TRUE,5520,354,Brooklyn Sailor,Amusement Park,Yeah. It's like ridin' the Cyclone back at Coney Island!,yeah its like ridin the cyclone back at coney island,10
126562,450,47,Boston Sailor: (NO ACCENT) It's like riding a dust devil back in Yuma -- like I read about in a book back in Boston!,271000,TRUE,5521,354,Boston Sailor,Amusement Park,It's like riding a dust devil back in Yuma -- like I read about in a book back in Boston!,its like riding a dust devil back in yuma -- like i read about in a book back in boston,20
126563,450,48,"Grampa Simpson: By the time the rescue planes came, we had those sharks trained pretty good.",276000,TRUE,31,354,Grampa Simpson,Amusement Park,"By the time the rescue planes came, we had those sharks trained pretty good.",by the time the rescue planes came we had those sharks trained pretty good,14
126564,450,49,"Grampa Simpson: I still keep in touch with all those men and some of the sharks. Why, here's us in Hawaii last year. Good times.",288000,TRUE,31,354,Grampa Simpson,Amusement Park,"I still keep in touch with all those men and some of the sharks. Why, here's us in Hawaii last year. Good times.",i still keep in touch with all those men and some of the sharks why heres us in hawaii last year good times,23
126565,450,50,"Marshall Goldman: Sir, my name is Marshall Goldman. I'm a newspaper columnist specializing in human-interest stories.",297000,TRUE,5518,354,Marshall Goldman,Amusement Park,"Sir, my name is Marshall Goldman. I'm a newspaper columnist specializing in human-interest stories.",sir my name is marshall goldman im a newspaper columnist specializing in human-interest stories,14
126566,450,51,Grampa Simpson: You're in the newspaper business? (HAPPY) Something that's gonna die before I do!,304000,TRUE,31,354,Grampa Simpson,Amusement Park,You're in the newspaper business? Something that's gonna die before I do!,youre in the newspaper business something thats gonna die before i do,12
126567,450,52,Marshall Goldman: (PULLS OUT LAPTOP) Have any other stories you'd care to tell me?,308000,TRUE,5518,354,Marshall Goldman,Amusement Park,Have any other stories you'd care to tell me?,have any other stories youd care to tell me,9
126568,450,53,Grampa Simpson: Someone's listening to me! Now I know how a radio feels!,311000,TRUE,31,354,Grampa Simpson,Amusement Park,Someone's listening to me! Now I know how a radio feels!,someones listening to me now i know how a radio feels,11
126569,450,54,(Springfield Elementary School: ext. springfield elementary - day - establishing),318000,FALSE,NA,3,NA,Springfield Elementary School,NA,NA,NA
126570,450,55,"Edna Krabappel-Flanders: Well class, it's Friday afternoon. That means it's time to find out which one of you gets to take Larry the Lamb home for the weekend.",318000,TRUE,40,3,Edna Krabappel-Flanders,Springfield Elementary School,"Well class, it's Friday afternoon. That means it's time to find out which one of you gets to take Larry the Lamb home for the weekend.",well class its friday afternoon that means its time to find out which one of you gets to take larry the lamb home for the weekend,26
126571,450,56,"Edna Krabappel-Flanders: And don't forget, the lucky student gets to add his or her page to Larry's personal journal...just like Martin did last week. Ha!",327000,TRUE,40,3,Edna Krabappel-Flanders,Springfield Elementary School,"And don't forget, the lucky student gets to add his or her page to Larry's personal journal...just like Martin did last week. Ha!",and dont forget the lucky student gets to add his or her page to larrys personal journaljust like martin did last week ha,23
126572,450,57,"Class: I want him first! / No, me! / (ETC.)",336000,TRUE,1433,3,Class,Springfield Elementary School,"I want him first! / No, me! /",i want him first no me,6
126573,450,58,Bart Simpson: (SCORNFUL NOISE) Not that stupid stuffed lamb again. This isn't learning!,338000,TRUE,8,3,Bart Simpson,Springfield Elementary School,Not that stupid stuffed lamb again. This isn't learning!,not that stupid stuffed lamb again this isnt learning,9
126574,450,59,Edna Krabappel-Flanders: Do you want to learn?,342000,TRUE,40,3,Edna Krabappel-Flanders,Springfield Elementary School,Do you want to learn?,do you want to learn,5
126575,450,60,"Bart Simpson: No, no, no. I'm just sayin'...",343000,TRUE,8,3,Bart Simpson,Springfield Elementary School,"No, no, no. I'm just sayin'...",no no no im just sayin,6
126576,450,61,"Edna Krabappel-Flanders: This weekend, Larry will go home wiiiith...",345000,TRUE,40,3,Edna Krabappel-Flanders,Springfield Elementary School,"This weekend, Larry will go home wiiiith...",this weekend larry will go home wiiiith,7
126577,450,62,"Nelson Muntz: Please, God, I need this.",350000,TRUE,101,3,Nelson Muntz,Springfield Elementary School,"Please, God, I need this.",please god i need this,5
126578,450,63,Edna Krabappel-Flanders: (READS SLIP) ...Bart Simpson.,351000,TRUE,40,3,Edna Krabappel-Flanders,Springfield Elementary School,...Bart Simpson.,bart simpson,2
126579,450,64,Class: (DISAPPOINTED MOANS),351000,FALSE,1433,3,Class,Springfield Elementary School,NA,NA,NA
126580,450,65,Martin Prince: O cruel irony!,354000,TRUE,38,3,Martin Prince,Springfield Elementary School,O cruel irony!,o cruel irony,3
126581,450,66,"Bart Simpson: Hey, the only thing I bring home are notes to my parents, and those do not arrive the way that they left.",356000,TRUE,8,3,Bart Simpson,Springfield Elementary School,"Hey, the only thing I bring home are notes to my parents, and those do not arrive the way that they left.",hey the only thing i bring home are notes to my parents and those do not arrive the way that they left,22
126582,450,67,Marge Simpson: (PLEASED NOISE) What a nice note!,364000,TRUE,1,3,Marge Simpson,Springfield Elementary School,What a nice note!,what a nice note,4
126583,450,68,(Mrs. Krabappel's Classroom: Int. krabappel's class - continuous),366000,FALSE,NA,573,NA,Mrs. Krabappel's Classroom,NA,NA,NA
126584,450,69,Edna Krabappel-Flanders: I'm not sticking my hand in that can again. You're getting the lamb.,366000,TRUE,40,573,Edna Krabappel-Flanders,Mrs. Krabappel's Classroom,I'm not sticking my hand in that can again. You're getting the lamb.,im not sticking my hand in that can again youre getting the lamb,13
126585,450,70,Nelson Muntz: (THREATENING) Not so fast. Tell the diary how special he makes you feel!,373000,TRUE,101,573,Nelson Muntz,Mrs. Krabappel's Classroom,Not so fast. Tell the diary how special he makes you feel!,not so fast tell the diary how special he makes you feel,12
126586,450,71,Nelson Muntz: (READING) More adjectives!,380000,TRUE,101,573,Nelson Muntz,Mrs. Krabappel's Classroom,More adjectives!,more adjectives,2
126587,450,72,Nelson Muntz: That's an adverb!,383000,TRUE,101,573,Nelson Muntz,Mrs. Krabappel's Classroom,That's an adverb!,thats an adverb,3
126588,450,73,(Simpson Home: ext. simpson house - morning - establishing),394000,FALSE,NA,5,NA,Simpson Home,NA,NA,NA
126589,450,74,"Ned Flanders: Top of the mornin', Homer.",394000,TRUE,11,5,Ned Flanders,Simpson Home,"Top of the mornin', Homer.",top of the mornin homer,5
126590,450,75,Ned Flanders: Seen the paper?,395000,TRUE,11,5,Ned Flanders,Simpson Home,Seen the paper?,seen the paper,3
126591,450,76,"Homer Simpson: No, I get my news off the internet.",396000,TRUE,2,5,Homer Simpson,Simpson Home,"No, I get my news off the internet.",no i get my news off the internet,8
126592,450,77,"Ned Flanders: Well, sir, it looks like your Dad is a quotable notable.",400000,TRUE,11,5,Ned Flanders,Simpson Home,"Well, sir, it looks like your Dad is a quotable notable.",well sir it looks like your dad is a quotable notable,11
126593,450,78,"Homer Simpson: It's funny... it's poignant... it actually happened... (LOOKS UP, STUNNED) My father is interesting?! The whole world's upside down! That must mean Cathy is funny.",406000,TRUE,2,5,Homer Simpson,Simpson Home,It's funny... it's poignant... it actually happened... My father is interesting?! The whole world's upside down! That must mean Cathy is funny.,its funny its poignant it actually happened my father is interesting the whole worlds upside down that must mean cathy is funny,22
126594,450,79,Homer Simpson: (MATTER OF FACT) Nope.,418000,TRUE,2,5,Homer Simpson,Simpson Home,Nope.,nope,1
126595,450,80,(Springfield Retirement Castle: ext. retirement castle - day - establishing),423000,FALSE,NA,79,NA,Springfield Retirement Castle,NA,NA,NA
126596,450,81,"Old Jewish Man: Abe, I never knew you were so full of (UNPRONOUNCEABLE YIDDISH WORD)!",423000,TRUE,1452,79,Old Jewish Man,Springfield Retirement Castle,"Abe, I never knew you were so full of !",abe i never knew you were so full of,9
126597,450,82,Jasper Beardly: What does that mean?,425000,TRUE,273,79,Jasper Beardly,Springfield Retirement Castle,What does that mean?,what does that mean,4
126598,450,83,Old Jewish Man: It's like (SECOND UNPRONOUNCEABLE YIDDISH WORD) but with a pinch more (THIRD UNPRONOUNCEABLE YIDDISH WORD)!,427000,TRUE,1452,79,Old Jewish Man,Springfield Retirement Castle,It's like but with a pinch more !,its like but with a pinch more,7
126599,450,84,"Grampa Simpson: (PROUDLY) Yep, I may just be the best-known Abraham in history.",431000,TRUE,31,79,Grampa Simpson,Springfield Retirement Castle,"Yep, I may just be the best-known Abraham in history.",yep i may just be the best-known abraham in history,10
126600,450,85,"Marshall Goldman: So Abe, what else you got for me?",435000,TRUE,5518,79,Marshall Goldman,Springfield Retirement Castle,"So Abe, what else you got for me?",so abe what else you got for me,8
126601,450,86,"Grampa Simpson: Hmm, well, let's see... ooh, I was working as a shoeshine boy at Springfield Union Station...",437000,TRUE,31,79,Grampa Simpson,Springfield Retirement Castle,"Hmm, well, let's see... ooh, I was working as a shoeshine boy at Springfield Union Station...",hmm well lets see ooh i was working as a shoeshine boy at springfield union station,16
126602,450,87,(Springfield Union Station: ext. springfield train station - platform - day),450000,FALSE,NA,3660,NA,Springfield Union Station,NA,NA,NA
126603,450,88,"Grampa Simpson: Every Monday, the Tinseltown Starliner would stop at one-seventeen p.m. on its way to Hollywood. I never rode that train, but I'd palaver with the movie stars when they got out to stretch their legs.",450000,TRUE,31,3660,Grampa Simpson,Springfield Union Station,"Every Monday, the Tinseltown Starliner would stop at one-seventeen p.m. on its way to Hollywood. I never rode that train, but I'd palaver with the movie stars when they got out to stretch their legs.",every monday the tinseltown starliner would stop at one-seventeen pm on its way to hollywood i never rode that train but id palaver with the movie stars when they got out to stretch their legs,35
126604,450,89,Grampa Simpson: But none was more memorable than...,483000,TRUE,31,3660,Grampa Simpson,Springfield Union Station,But none was more memorable than...,but none was more memorable than,6
126606,450,91,"Clark Gable: (PROUDLY) Looks like someone has seen my work as an extra in ""Du Barry, Woman Of Passion.""",487000,TRUE,5522,3660,Clark Gable,Springfield Union Station,"Looks like someone has seen my work as an extra in ""Du Barry, Woman Of Passion.""",looks like someone has seen my work as an extra in du barry woman of passion,16
126608,450,93,"Clark Gable: Maybe my ears are too big, I don't know. (LAUGHS) Hey, what you reading there?",494000,TRUE,5522,3660,Clark Gable,Springfield Union Station,"Maybe my ears are too big, I don't know. Hey, what you reading there?",maybe my ears are too big i dont know hey what you reading there,14
126610,450,95,"Clark Gable: ""Gone With The Wind,"" eh? Well let's see: garbage, garbage, my line... garbage, garbage, my line... Atlanta burns... nice dresses... I like it!",504000,TRUE,5522,3660,Clark Gable,Springfield Union Station,"""Gone With The Wind,"" eh? Well let's see: garbage, garbage, my line... garbage, garbage, my line... Atlanta burns... nice dresses... I like it!",gone with the wind eh well lets see garbage garbage my line garbage garbage my line atlanta burns nice dresses i like it,23
126611,450,96,"Clark Gable: Thanks, Kid. Don't tell this story to anyone for sixty years.",511000,TRUE,5522,3660,Clark Gable,Springfield Union Station,"Thanks, Kid. Don't tell this story to anyone for sixty years.",thanks kid dont tell this story to anyone for sixty years,11
126612,450,97,(Simpson Home: int. simpson house - kitchen - morning),518000,FALSE,NA,5,NA,Simpson Home,NA,NA,NA
126613,450,98,"Lisa Simpson: ""...Clark Gable owes me a book. And he never paid me for the shoeshine. But his big blue eyes could melt the butter you kept in your pocket for lunch. Lunch butter we called it.""",518000,TRUE,9,5,Lisa Simpson,Simpson Home,...Clark Gable owes me a book. And he never paid me for the shoeshine. But his big blue eyes could melt the butter you kept in your pocket for lunch. Lunch butter we called it.,clark gable owes me a book and he never paid me for the shoeshine but his big blue eyes could melt the butter you kept in your pocket for lunch lunch butter we called it,35
126614,450,99,Homer Simpson: How come Grampa never shares those stories with us?,526000,TRUE,2,5,Homer Simpson,Simpson Home,How come Grampa never shares those stories with us?,how come grampa never shares those stories with us,9
126615,450,100,Marge Simpson: He does all the time. You just never listen.,531000,TRUE,1,5,Marge Simpson,Simpson Home,He does all the time. You just never listen.,he does all the time you just never listen,9
126616,450,101,"Homer Simpson: Marge, my brain is like a computer, and I file away Grampa's stories in a very special place.",534000,TRUE,2,5,Homer Simpson,Simpson Home,"Marge, my brain is like a computer, and I file away Grampa's stories in a very special place.",marge my brain is like a computer and i file away grampas stories in a very special place,18
126617,450,102,"Homer Simpson: Hmm, while I'm up there...",545000,TRUE,2,5,Homer Simpson,Simpson Home,"Hmm, while I'm up there...",hmm while im up there,5
126618,450,103,Homer Simpson: (CHUCKLES),545000,FALSE,2,5,Homer Simpson,Simpson Home,NA,NA,NA
126619,450,104,Homer Simpson: Uh-oh.,556000,TRUE,2,5,Homer Simpson,Simpson Home,Uh-oh.,uh-oh,1
126620,450,105,"Santa's Little Helper: (BARKS, THEN ANGRY GROWLS)",556000,FALSE,1010,5,Santa's Little Helper,Simpson Home,NA,NA,NA
126621,450,106,"Bart Simpson: That's it, boy -- go for the nards!",561000,TRUE,8,5,Bart Simpson,Simpson Home,"That's it, boy -- go for the nards!",thats it boy -- go for the nards,8
126622,450,107,Lisa Simpson: Bart!,563000,TRUE,9,5,Lisa Simpson,Simpson Home,Bart!,bart,1
126623,450,108,"Lisa Simpson: If you're not gonna take care of him right, then give him to me.",565000,TRUE,9,5,Lisa Simpson,Simpson Home,"If you're not gonna take care of him right, then give him to me.",if youre not gonna take care of him right then give him to me,14
126624,450,109,Bart Simpson: How come you don't get mad when I torment real animals?,568000,TRUE,8,5,Bart Simpson,Simpson Home,How come you don't get mad when I torment real animals?,how come you dont get mad when i torment real animals,11
126625,450,110,Lisa Simpson: I do! It enrages me!,570000,TRUE,9,5,Lisa Simpson,Simpson Home,I do! It enrages me!,i do it enrages me,5
126626,450,111,Bart Simpson: I thought you Hindus were supposed to love everybody.,573000,TRUE,8,5,Bart Simpson,Simpson Home,I thought you Hindus were supposed to love everybody.,i thought you hindus were supposed to love everybody,9
126627,450,112,Lisa Simpson: (FURIOUS) I'm a freakin' Buddhist! A Buddhist!,575000,TRUE,9,5,Lisa Simpson,Simpson Home,I'm a freakin' Buddhist! A Buddhist!,im a freakin buddhist a buddhist,6
126628,450,113,(Springfield: ext. springfield - sidewalk - day),580000,FALSE,NA,216,NA,Springfield,NA,NA,NA
126629,450,114,"Lisa Simpson: Larry, please don't judge our whole family by Bart. He's the black sheep. (WORRIED) Not that black sheep are in any way inferior to white sheep. I do not judge wool by its color -- only by how itchy it is. (CHANGING SUBJECT) Ooh, look! Jazz!",580000,TRUE,9,216,Lisa Simpson,Springfield,"Larry, please don't judge our whole family by Bart. He's the black sheep. Not that black sheep are in any way inferior to white sheep. I do not judge wool by its color -- only by how itchy it is. Ooh, look! Jazz!",larry please dont judge our whole family by bart hes the black sheep not that black sheep are in any way inferior to white sheep i do not judge wool by its color -- only by how itchy it is ooh look jazz,43
126630,450,115,"Lisa Simpson: Larry, what sub-genre of jazz do you like? Fusion? Neo-bop?",594000,TRUE,9,216,Lisa Simpson,Springfield,"Larry, what sub-genre of jazz do you like? Fusion? Neo-bop?",larry what sub-genre of jazz do you like fusion neo-bop,10
126631,450,116,Lisa Simpson: Afro-Cuban?,599000,TRUE,9,216,Lisa Simpson,Springfield,Afro-Cuban?,afro-cuban,1
126632,450,117,Lisa Simpson: (GASPS) Larry!,602000,TRUE,9,216,Lisa Simpson,Springfield,Larry!,larry,1
126633,450,118,Lisa Simpson: (QUICKLY) Gotcha!,603000,TRUE,9,216,Lisa Simpson,Springfield,Gotcha!,gotcha,1
126635,450,120,Lisa Simpson: (INCREASING PANIC) Larry? Larry? Larry? Larryyyy?!,603000,TRUE,9,216,Lisa Simpson,Springfield,Larry? Larry? Larry? Larryyyy?!,larry larry larry larryyyy,4
126636,450,121,"Agnes Skinner: You're comin' off desperate, honey.",612000,TRUE,192,216,Agnes Skinner,Springfield,"You're comin' off desperate, honey.",youre comin off desperate honey,5
126637,450,122,(Springfield Retirement Castle: ext. retirement castle - day - establishing),616000,FALSE,NA,79,NA,Springfield Retirement Castle,NA,NA,NA
126638,450,123,(REC ROOM: int. rec room - continuous),616000,FALSE,NA,2739,NA,REC ROOM,NA,NA,NA
