tconst,title_type,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes
tt0050994,movie,Summer Place Wanted,Sommarnöje sökes,1957,98,"Comedy,Drama,Romance",summer place wanted,5.2,118
tt0051791,movie,Summer Clouds,Iwashigumo,1958,128,Drama,summer clouds,7.4,385
tt0051878,movie,"The Long, Hot Summer","The Long, Hot Summer",1958,115,Drama,the long hot summer,7.3,12523
tt0052037,movie,The Last Day of Summer,Ostatni dzien lata,1958,66,"Drama,Romance",the last day of summer,6.9,727
tt0052258,movie,Summer Love,Summer Love,1958,85,"Comedy,Musical,Romance",summer love,6.1,85
tt0052786,movie,Violent Summer,Estate violenta,1959,98,"Drama,Romance,War",violent summer,7.3,1912
tt0052942,movie,Jazz on a Summer's Day,Jazz on a Summer's Day,1959,88,"Documentary,Music",jazz on a summers day,7.9,1972
tt0053261,movie,A Midsummer Night's Dream,Sen noci svatojánské,1959,76,"Animation,Comedy,Fantasy",a midsummer nights dream,7.2,478
tt0053292,movie,A Summer You Will Never Forget,"Ein Sommer, den man nie vergisst",1959,92,"Drama,Romance",a summer you will never forget,5.1,39
tt0053318,movie,"Suddenly, Last Summer","Suddenly, Last Summer",1959,114,"Drama,Mystery,Thriller",suddenly last summer,7.5,17496
tt0053320,movie,A Summer Place,A Summer Place,1959,130,"Drama,Romance",a summer place,6.9,3920
tt0053395,movie,A Mistress for the Summer,Une fille pour l'été,1960,80,Comedy,a mistress for the summer,6.1,40
tt0054745,movie,Chronicle of a Summer,Chronique d'un été (Paris 1960),1961,85,"Documentary,History",chronicle of a summer,7.5,3638
tt0055052,movie,The End of Summer,Kohayagawa-ke no aki,1961,103,Drama,the end of summer,7.7,4556
tt0055299,movie,Summerskin,Piel de verano,1961,96,Drama,summerskin,6.9,90
tt0055489,movie,Summer and Smoke,Summer and Smoke,1961,118,"Drama,Romance",summer and smoke,6.8,2092
tt0056153,movie,Short Is the Summer,Kort är sommaren,1962,110,Drama,short is the summer,5.6,71
tt0057074,movie,Summer Frenzy,Frenesia dell'estate,1964,100,Comedy,summer frenzy,6.1,114
tt0057541,movie,Summer Holiday,Summer Holiday,1963,107,"Comedy,Musical,Romance",summer holiday,6.1,1852
tt0057542,movie,Summer Magic,Summer Magic,1963,110,"Comedy,Family,Musical",summer magic,6.9,2762
tt0058600,movie,Summer in Tyrol,Sommer i Tyrol,1964,99,"Comedy,Musical",summer in tyrol,6.7,1096
tt0059562,movie,Crime on a Summer Morning,Par un beau matin d'été,1965,109,"Crime,Drama",crime on a summer morning,6.3,405
tt0059771,movie,A Swingin' Summer,A Swingin' Summer,1965,80,"Comedy,Musical,Romance",a swingin summer,4.8,260
tt0060045,movie,10:30 P.M. Summer,10:30 P.M. Summer,1966,85,"Crime,Drama,Romance",1030 pm summer,6.4,773
tt0060371,movie,The Endless Summer,The Endless Summer,1966,95,"Documentary,Sport",the endless summer,7.6,6298
tt0060694,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,1967,93,Music,a midsummer nights dream,7.3,31
tt0061788,tvMovie,How I Spent My Summer Vacation,How I Spent My Summer Vacation,1967,100,"Adventure,Drama,Mystery",how i spent my summer vacation,7,231
tt0062009,movie,Double Suicide: Japanese Summer,Muri shinjû: Nihon no natsu,1967,98,"Crime,Drama",double suicide japanese summer,6.7,901
tt0062322,movie,Dry Summer,Susuz Yaz,1963,90,Drama,dry summer,7.8,5811
tt0062484,movie,Uneasy Summer,Wenn es Nacht wird auf der Reeperbahn,1967,98,"Action,Crime,Drama",uneasy summer,6.3,139
tt0062619,movie,One Swedish Summer,...som havets nakna vind,1968,105,"Comedy,Drama,Romance",one swedish summer,3.9,166
tt0063223,movie,Summer of the Lion,Lejonsommar,1968,86,Drama,summer of the lion,6.3,48
tt0063297,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,1968,124,"Comedy,Fantasy,Romance",a midsummer nights dream,6.5,898
tt0063351,movie,Summer in Narita,Nihon Kaiho sensen: Sanrizuka no natsu,1968,108,Documentary,summer in narita,7.3,54
tt0063527,movie,Capricious Summer,Rozmarné léto,1968,74,Comedy,capricious summer,6.9,1635
tt0063544,movie,Farewell to the Summer Light,Saraba natsu no hikari,1968,96,"Drama,Romance",farewell to the summer light,6.8,266
tt0064573,movie,Last Summer,Last Summer,1969,95,Drama,last summer,6.9,2197
tt0064761,movie,One Brief Summer,One Brief Summer,1971,86,"Drama,Romance",one brief summer,5.9,26
tt0064808,movie,The Picasso Summer,The Picasso Summer,1969,90,"Adventure,Drama",the picasso summer,5.2,380
tt0065618,movie,Dead of Summer,Ondata di calore,1970,89,"Drama,Mystery,Thriller",dead of summer,6.3,121
tt0065701,movie,Erika's Hot Summer,Erika's Hot Summer,1971,65,"Drama,Romance",erikas hot summer,4.1,111
tt0065973,movie,Summer Love,Le Mans scorciatoia per l'inferno,1970,92,"Action,Crime,Drama",summer love,4.7,77
tt0066421,movie,Summer in the City,Summer in the City,1971,116,Drama,summer in the city,5.8,349
tt0067028,movie,In the Summertime,Durante l'estate,1971,105,"Drama,Romance",in the summertime,7.6,71
tt0067803,movie,Summer of '42,Summer of '42,1971,104,"Drama,Romance",summer of 42,7.2,9228
tt0067804,movie,Summertree,Summertree,1971,88,Drama,summertree,5.7,380
tt0068992,movie,Dear Summer Sister,Natsu no imôto,1972,96,"Comedy,Drama",dear summer sister,6.3,224
tt0069120,movie,Indian Summer,La prima notte di quiete,1972,132,"Drama,Romance",indian summer,7.2,2689
tt0069319,movie,Raid in the Summer,Strandhugg i somras,1972,88,Drama,raid in the summer,4.3,69
tt0069329,movie,Summer Soldiers,Samâ sorujâ,1972,107,"Drama,War",summer soldiers,6.3,172
tt0069368,tvMovie,That Certain Summer,That Certain Summer,1972,73,Drama,that certain summer,7.7,499
tt0069457,movie,Summertime Killer,Un verano para matar,1972,110,"Action,Crime,Drama",summertime killer,6,465
tt0069807,movie,Blue Summer,Blue Summer,1973,79,"Comedy,Drama",blue summer,4.4,486
tt0069949,movie,One Russian Summer,Fury,1973,112,"Drama,History",one russian summer,5.4,407
tt0070748,movie,"Summer Wishes, Winter Dreams","Summer Wishes, Winter Dreams",1973,93,Drama,summer wishes winter dreams,6.4,874
tt0070749,tvMovie,A Summer Without Boys,A Summer Without Boys,1973,74,"Drama,Romance,War",a summer without boys,7,115
tt0070875,movie,Temptation in the Summer Wind,Versuchung im Sommerwind,1972,81,Comedy,temptation in the summer wind,8.1,26
tt0071597,movie,Harrad Summer,Harrad Summer,1974,103,Drama,harrad summer,4.1,133
tt0071624,movie,Hot Summer in Barefoot County,Hot Summer in Barefoot County,1974,90,"Action,Comedy",hot summer in barefoot county,3.6,229
tt0072173,movie,Malibu Hot Summer,Malibu Hot Summer,1981,90,"Comedy,Romance",malibu hot summer,2.7,871
tt0073730,movie,Summer Guests,Sommergäste,1976,115,Drama,summer guests,7.6,69
tt0073764,movie,Summer School Teachers,Summer School Teachers,1975,85,"Romance,Thriller",summer school teachers,4.4,335
tt0074459,movie,Echoes of a Summer,Echoes of a Summer,1976,99,Drama,echoes of a summer,6.4,489
tt0074790,movie,Summer with a Cowboy,Léto s kovbojem,1976,90,"Comedy,Romance",summer with a cowboy,6.7,227
tt0075282,movie,Summer of Secrets,Summer of Secrets,1976,100,"Comedy,Mystery,Sci-Fi",summer of secrets,5.3,57
tt0075292,movie,Summer,Suvi,1976,81,"Comedy,Drama",summer,7.7,793
tt0076524,movie,Summer Paradise,Paradistorg,1977,113,Drama,summer paradise,6,153
tt0076765,movie,Shadows of a Hot Summer,Stíny horkého léta,1978,100,"Drama,Thriller",shadows of a hot summer,7.4,336
tt0076779,movie,Summer Affair,Il sole nella pelle,1971,91,"Drama,Romance",summer affair,5.5,234
tt0076780,movie,Summer City,Summer City,1977,83,"Drama,Thriller",summer city,3.9,765
tt0076782,movie,Summerfield,Summerfield,1977,95,"Drama,Mystery,Thriller",summerfield,6.8,415
tt0076816,tvMovie,Things We Did Last Summer,Things We Did Last Summer,1978,50,"Comedy,Music",things we did last summer,6.8,121
tt0077152,movie,Almost Summer,Almost Summer,1978,88,Comedy,almost summer,5.7,353
tt0077372,movie,Corvette Summer,Corvette Summer,1978,105,"Adventure,Comedy",corvette summer,5.7,3933
tt0078330,tvMovie,Summer of Fear,Stranger in Our House,1978,98,"Horror,Thriller",summer of fear,5.5,3092
tt0078340,movie,Summer Night Fever,Summer Night Fever,1978,103,Comedy,summer night fever,4.5,257
tt0078341,tvMovie,Summer of My German Soldier,Summer of My German Soldier,1978,100,"Drama,Romance,War",summer of my german soldier,7.8,466
tt0079423,movie,A Summer of Love,En kärleks sommar,1979,98,Romance,a summer of love,5.3,95
tt0079965,movie,Summer Camp,Summer Camp,1979,85,Comedy,summer camp,3.7,574
tt0080013,movie,That Summer!,That Summer!,1979,94,Drama,that summer,6.4,161
tt0080534,movie,Summer Showers,Chuvas de Verão,1978,93,Drama,summer showers,7.1,232
tt0080611,movie,Last Summer,Dernier été,1981,85,Drama,last summer,6.6,125
tt0081069,tvMovie,The Long Days of Summer,The Long Days of Summer,1980,100,Drama,the long days of summer,6.3,59
tt0082233,movie,A Dangerous Summer,A Dangerous Summer,1982,100,"Drama,Thriller",a dangerous summer,3.4,272
tt0082746,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1981,112,Comedy,a midsummer nights dream,6.7,341
tt0082902,movie,Pick-up Summer,Pinball Summer,1980,99,Comedy,pickup summer,4.3,449
tt0083141,tvMovie,Summer Solstice,Summer Solstice,1981,75,"Drama,Romance",summer solstice,7.1,287
tt0083947,movie,Five Days One Summer,Five Days One Summer,1982,108,Drama,five days one summer,6.1,1341
tt0084265,tvMovie,The Long Summer of George Adams,The Long Summer of George Adams,1982,100,Drama,the long summer of george adams,7.4,99
tt0084328,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1982,NA,"Comedy,Fantasy",a midsummer nights dream,7.8,105
tt0084329,movie,A Midsummer Night's Sex Comedy,A Midsummer Night's Sex Comedy,1982,88,Comedy,a midsummer nights sex comedy,6.6,20628
tt0084636,movie,Klynham Summer,The Scarecrow,1982,88,"Horror,Mystery,Thriller",klynham summer,5.7,224
tt0084737,movie,Summer Lovers,Summer Lovers,1982,98,"Comedy,Drama,Romance",summer lovers,5.8,4534
tt0084957,movie,A Hot Summer Night,Een zwoele zomeravond,1982,95,Comedy,a hot summer night,7.1,42
tt0085241,movie,Bicycles Are for the Summer,Las bicicletas son para el verano,1984,103,Drama,bicycles are for the summer,7.3,891
tt0086332,movie,A Midsummer Night's Dream,Sogno di una notte d'estate,1983,104,"Comedy,Musical",a midsummer nights dream,5.4,81
tt0086385,tvMovie,Summer Girl,Summer Girl,1983,96,Drama,summer girl,6.2,173
tt0086387,movie,Summerspell,Summerspell,1983,100,"Biography,Drama",summerspell,5.2,118
tt0086655,movie,One Deadly Summer,L'été meurtrier,1983,133,"Drama,Mystery",one deadly summer,7.2,5468
tt0087164,movie,A Summer at Grandpa's,Dong dong de jiàqi,1984,93,Drama,a summer at grandpas,7.6,1788
tt0087591,tvMovie,Last Day of Summer,Last Day of Summer,1984,54,Drama,last day of summer,8.4,55
tt0087719,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1984,80,"Comedy,Drama,Fantasy",a midsummer nights dream,6.9,36
tt0088201,tvMovie,Summer Fantasy,Summer Fantasy,1984,120,"Comedy,Drama,Romance",summer fantasy,5.1,195
tt0088202,movie,A Summer in Saint Tropez,Un été à Saint-Tropez,1983,59,"Drama,Music,Romance",a summer in saint tropez,5.1,561
tt0088203,movie,Summer's Children,Summer's Children,1979,83,"Drama,Mystery",summers children,5.5,25
tt0088338,movie,The Elusive Summer of '68,Varljivo leto '68,1984,91,"Comedy,Drama,Romance",the elusive summer of 68,8.5,6140
tt0089202,tvMovie,Gidget's Summer Reunion,Gidget's Summer Reunion,1985,93,"Comedy,Drama",gidgets summer reunion,6.2,108
tt0090098,movie,Summer Rental,Summer Rental,1985,87,Comedy,summer rental,6.3,18610
tt0090099,tvMovie,A Summer to Remember,A Summer to Remember,1985,93,"Comedy,Drama",a summer to remember,7,187
tt0090663,tvMovie,As Summers Die,As Summers Die,1986,87,Drama,as summers die,6,869
tt0090932,movie,Last Summer in Tangiers,Dernier été à Tanger,1987,115,"Crime,Drama,Romance",last summer in tangiers,4.9,203
tt0091680,movie,One Crazy Summer,One Crazy Summer,1986,93,"Comedy,Romance",one crazy summer,6.4,16952
tt0091985,movie,The Summer of the Samurai,Der Sommer des Samurai,1986,100,"Crime,Drama",the summer of the samurai,5.7,60
tt0092678,movie,Late Summer Blues,Blues Lahofesh Hagadol,1987,101,"Drama,Romance",late summer blues,7.5,308
tt0093516,movie,Meatballs III: Summer Job,Meatballs III: Summer Job,1986,96,"Comedy,Fantasy,Romance",meatballs iii summer job,3.5,2631
tt0093650,movie,"Summer Night with Greek Profile, Almond Eyes and Scent of Basil","Notte d'estate con profilo greco, occhi a mandorla e odore di basilico",1986,94,Comedy,summer night with greek profile almond eyes and scent of basil,5.8,380
tt0094070,movie,Summer Camp Nightmare,Summer Camp Nightmare,1986,89,"Drama,Horror,Thriller",summer camp nightmare,5.3,989
tt0094071,movie,Summer Heat,Summer Heat,1987,80,Drama,summer heat,4.8,431
tt0094072,movie,Summer School,Summer School,1987,97,"Comedy,Romance",summer school,6.6,22457
tt0094318,movie,White Water Summer,White Water Summer,1987,90,"Adventure,Drama",white water summer,6.2,6023
tt0094595,movie,Summer Vacation 1999,1999 nen no natsu yasumi,1988,90,"Drama,Fantasy,Mystery",summer vacation 1999,6.6,300
tt0094637,movie,Aloha Summer,Aloha Summer,1988,98,"Comedy,Drama",aloha summer,5.7,301
tt0094795,movie,Breaking Loose: Summer City II,Breaking Loose: Summer City II,1988,87,Action,breaking loose summer city ii,3.9,60
tt0095280,movie,Haunted Summer,Haunted Summer,1988,106,"Biography,Drama,Romance",haunted summer,5.8,594
tt0095433,movie,The Summer of Aviya,Ha-Kayitz Shel Aviya,1988,95,"Biography,Drama",the summer of aviya,7.1,439
tt0095441,movie,The Cold Summer of 1953,Kholodnoe leto pyatdesyat tretego,1988,101,"Action,Crime,Drama",the cold summer of 1953,7.8,2595
tt0095920,movie,Summer Temptations,Provocazione,1988,83,Drama,summer temptations,4.7,216
tt0096036,movie,Summer Thefts,Sarikat Sayfeya,1988,102,Drama,summer thefts,7.1,139
tt0096137,movie,Summer,Sommer,1988,105,Drama,summer,6.5,21
tt0096189,movie,A Summer Story,A Summer Story,1988,95,"Drama,Romance",a summer story,7.2,1249
tt0096190,movie,Summertime Blues,Summertime Blues: Lemon Popsicle VIII,1988,90,Comedy,summertime blues,4.7,757
tt0097160,tvMovie,A Day in Summer,A Day in Summer,1989,105,"Comedy,Drama",a day in summer,8.4,31
tt0097765,movie,A Summer to Remember,Ljeto za sjecanje,1990,105,Mystery,a summer to remember,6.4,55
tt0098411,movie,Summer Job,Summer Job,1989,92,Comedy,summer job,4.4,662
tt0098463,movie,That Summer of White Roses,Djavolji raj,1989,98,"Drama,War",that summer of white roses,5.8,178
tt0098587,movie,Summer of the Colt,El verano del potro,1989,100,"Drama,Family",summer of the colt,6.2,134
tt0098623,movie,Warm Summer Rain,Warm Summer Rain,1989,82,"Drama,Romance",warm summer rain,4.9,501
tt0100277,movie,Summer Night in Town,Nuit d'été en ville,1990,85,"Drama,Romance",summer night in town,6.1,525
tt0100715,tvMovie,Summer Dreams: The Story of the Beach Boys,Summer Dreams: The Story of the Beach Boys,1990,90,"Biography,Drama,Music",summer dreams the story of the beach boys,6.4,528
tt0101328,movie,An American Summer,An American Summer,1990,100,"Comedy,Drama",an american summer,5.4,289
tt0101449,movie,Bikini Summer,Bikini Summer,1990,87,"Comedy,Romance",bikini summer,3.6,586
tt0101985,movie,A Brighter Summer Day,Guling jie shaonian sharen shijian,1991,237,"Crime,Drama,Romance",a brighter summer day,8.2,13034
tt0102878,movie,A Sensuous Summer,A Sensuous Summer,1991,80,"Drama,Romance",a sensuous summer,4.2,57
tt0102907,movie,Summer of the Lion Kings,Shishiohtachi no natsu,1991,107,NA,summer of the lion kings,4.7,11
tt0103005,tvMovie,The Summer My Father Grew Up,The Summer My Father Grew Up,1991,97,Drama,the summer my father grew up,6.2,75
tt0103813,movie,Bikini Summer II,Bikini Summer II,1992,85,Comedy,bikini summer ii,3.3,513
tt0103997,tvMovie,The Comrades of Summer,The Comrades of Summer,1992,90,"Comedy,Sport",the comrades of summer,5.9,399
tt0105801,movie,Wet and Wild Summer!,Wet and Wild Summer!,1993,95,Comedy,wet and wild summer,4.1,314
tt0105853,movie,Summer Lovers,Xia ri qing ren,1992,80,"Comedy,Romance",summer lovers,6,50
tt0106991,movie,Three Summers,Ge ge de qing ren,1992,90,Drama,three summers,6.4,72
tt0107212,movie,Indian Summer,Indian Summer,1993,97,"Comedy,Drama,Romance",indian summer,6.5,6083
tt0107496,movie,Malibu Summer,Malibu Summer,1993,NA,NA,malibu summer,4.3,46
tt0107743,movie,The Olympic Summer,Der olympische Sommer,1993,85,"Drama,History,Sport",the olympic summer,7.1,39
tt0108252,movie,Sune's Summer,Sunes sommar,1993,83,"Comedy,Family",sunes summer,7,5126
tt0109549,movie,Dark Summer,Dark Summer,1994,90,Drama,dark summer,5.6,12
tt0109620,movie,In the Heat of Summer,Dim ji bing bing: Ching nin gon taam,1994,98,"Crime,Drama",in the heat of summer,6.9,22
tt0109729,movie,The Endless Summer 2,The Endless Summer 2,1994,109,"Adventure,Documentary,Sport",the endless summer 2,7.6,2239
tt0110168,movie,My Summer Story,It Runs in the Family,1994,85,"Comedy,Family",my summer story,5.6,1840
tt0111312,tvMovie,Summertime Switch,Summertime Switch,1994,85,"Comedy,Family",summertime switch,5.9,541
tt0111546,movie,An Unforgettable Summer,Un été inoubliable,1994,82,"Drama,Romance,War",an unforgettable summer,7.3,1109
tt0111767,movie,Summer Snow,Nu ren si shi,1995,101,"Comedy,Drama",summer snow,7.8,841
tt0113612,movie,Last Summer in the Hamptons,Last Summer in the Hamptons,1995,108,"Comedy,Drama",last summer in the hamptons,5.7,443
tt0114775,movie,A Summer in La Goulette,Saeif Halq Al Wadi,1996,89,"Comedy,Drama",a summer in la goulette,6.3,876
tt0115940,movie,A Summer's Tale,Conte d'été,1996,113,"Comedy,Drama,Romance",a summers tale,7.6,10251
tt0115961,movie,Coyote Summer,Coyote Summer,1996,93,"Action,Adventure",coyote summer,5.6,217
tt0116200,tvMovie,End of Summer,End of Summer,1997,95,"Drama,Romance",end of summer,5.1,259
tt0116686,movie,Japanese Summers of a Filipino Fundoshi,Japanese Summers of a Filipino Fundoshi,1996,NA,Documentary,japanese summers of a filipino fundoshi,6.2,11
tt0117043,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,1996,105,"Comedy,Romance",a midsummer nights dream,6.2,394
tt0117085,movie,Moscow Summer,Moscow Summer,1996,80,Documentary,moscow summer,8.3,10
tt0117310,movie,Paul Monette: The Brink of Summer's End,Paul Monette: The Brink of Summer's End,1996,90,"Biography,Documentary",paul monette the brink of summers end,8,95
tt0117779,tvMovie,The Summer of Ben Tyler,The Summer of Ben Tyler,1996,110,"Comedy,Drama",the summer of ben tyler,6.6,233
tt0117780,tvMovie,Summer of Fear,Summer of Fear,1996,100,"Drama,Horror,Mystery",summer of fear,5.3,305
tt0118720,movie,Bikini Summer III: South Beach Heat,Bikini Summer III: South Beach Heat,1997,87,Comedy,bikini summer iii south beach heat,2.9,297
tt0119345,movie,I Know What You Did Last Summer,I Know What You Did Last Summer,1997,101,"Horror,Mystery",i know what you did last summer,5.8,159524
tt0122078,movie,Ardent Summer,Furia infernal,1973,90,"Crime,Drama,Romance",ardent summer,5.7,74
tt0122181,movie,My Summer Vacation,My Summer Vacation,1996,95,"Comedy,Drama,Romance",my summer vacation,5,15
tt0123945,movie,That Brief Summer,Den korte sommer,1976,96,"Drama,War",that brief summer,5.3,59
tt0125449,movie,Over the Summer,Over the Summer,1985,97,Drama,over the summer,5.1,45
tt0128648,movie,Summer of the Monkeys,Summer of the Monkeys,1998,101,"Adventure,Drama",summer of the monkeys,6.2,626
tt0130018,movie,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,1998,100,"Horror,Mystery,Thriller",i still know what you did last summer,4.8,79290
tt0131432,movie,How I Spent My Summer Vacation,How I Spent My Summer Vacation,1997,73,Comedy,how i spent my summer vacation,7.2,108
tt0133893,movie,Summer Rebellion,Kesäkapina,1970,81,"Comedy,Drama",summer rebellion,5.9,170
tt0134148,movie,Three Summer Days,Tri letnja dana,1997,90,Drama,three summer days,6.1,286
tt0134719,movie,Her Summer Hero,Her Summer Hero,1928,60,Comedy,her summer hero,4.3,12
tt0137618,movie,Fruits of Summer,Les fruits de l'été,1955,105,"Comedy,Romance",fruits of summer,5.4,21
tt0137875,movie,This Summer at 5,Kesällä kello 5,1963,75,"Drama,Romance",this summer at 5,5.6,126
tt0139684,movie,Stormy Summer,Un été d'orages,1989,95,Drama,stormy summer,5.7,52
tt0140379,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,1999,116,"Comedy,Fantasy,Romance",a midsummer nights dream,6.4,27181
tt0140944,tvMovie,Deadly Summer,Deadly Summer,1997,50,"Comedy,Drama",deadly summer,7.4,105
tt0143350,movie,A Summer by the River,Kuningasjätkä,1998,85,"Comedy,Drama",a summer by the river,6.4,716
tt0144397,tvMovie,My Summer with Des,My Summer with Des,1998,82,"Comedy,Romance,Sport",my summer with des,6.9,416
tt0145942,tvMovie,One Hot Summer Night,One Hot Summer Night,1998,100,"Crime,Drama",one hot summer night,4.6,247
tt0157391,movie,White Horses of Summer,Bianchi cavalli d'Agosto,1975,89,Drama,white horses of summer,6,60
tt0160865,movie,New Kimagure Orange Road: Summer's Beginning,"Shin Kimagure Orenji Rôdo: Soshite, ano natsu no hajimari",1996,100,"Adventure,Animation,Comedy",new kimagure orange road summers beginning,7.4,313
tt0162677,movie,Summer of Sam,Summer of Sam,1999,142,"Crime,Drama,Romance",summer of sam,6.7,41927
tt0163264,movie,The Summer of the Hawk,Der Sommer des Falken,1988,106,Adventure,the summer of the hawk,7.2,46
tt0168123,movie,A Long Hot Summer,Pitkä kuuma kesä,1999,100,"Comedy,Music",a long hot summer,7,2727
tt0168198,movie,Summer Lightning,Summer Lightning,1985,NA,"Drama,Romance",summer lightning,6.9,11
tt0171296,tvMovie,Basque Summer,Euzkadi été 1982,2003,55,Documentary,basque summer,6.6,54
tt0171747,tvMovie,Sweet Games of Last Summer,Sladké hry minulého léta,1970,66,Drama,sweet games of last summer,6.3,133
tt0173151,tvMovie,Summer of Old Times,Régi nyár,1969,90,Drama,summer of old times,6.4,27
tt0174246,tvMovie,A Storm in Summer,A Storm in Summer,1970,90,Drama,a storm in summer,8.4,55
tt0174507,movie,Blue Lagoon: A Summer Experience,Hitonatsu no taiken: aoi sangosho,1981,68,Drama,blue lagoon a summer experience,6.1,64
tt0175820,movie,Concert at the End of Summer,Koncert na konci léta,1980,102,Biography,concert at the end of summer,6.5,35
tt0176164,tvMovie,A Midsummer Night's Dream,Le songe d'une nuit d'été,1969,141,Fantasy,a midsummer nights dream,8.4,45
tt0179328,movie,Little Summer Blues,Malé letní blues,1968,71,Romance,little summer blues,6.5,22
tt0179479,tvMovie,Summer Camp,Summer Camp,1978,62,NA,summer camp,6.4,20
tt0180834,movie,A Quiet Summer,Mirno leto,1961,99,Comedy,a quiet summer,8,105
tt0183320,movie,Midsummer Stories,Juhannustarinoita,1997,49,Drama,midsummer stories,7,24
tt0187852,movie,Summer's End,Fin d'été,1999,68,"Comedy,Drama,Romance",summers end,5.6,26
tt0188214,movie,Summer's Gone,Summer's Gone,1999,96,Drama,summers gone,6.4,12
tt0189660,movie,The Longest Summer,Hui nin yin fa dak bit doh,1998,128,Drama,the longest summer,7.2,487
tt0192644,tvMovie,Summer's End,Summer's End,1999,101,"Drama,Family",summers end,7.1,473
tt0193537,movie,Summer Rain,Summer Rain,2001,92,"Comedy,Romance",summer rain,4.1,112
tt0195517,tvMovie,All Summer in a Day,All Summer in a Day,1982,25,"Drama,Family,Sci-Fi",all summer in a day,7.6,504
tt0202618,movie,That Summer in LA,That Summer in LA,2000,NA,NA,that summer in la,7.8,20
tt0204342,movie,Summer of the Moonlight Sonata,Gekko no natsu,1993,NA,NA,summer of the moonlight sonata,7.6,10
tt0204932,movie,A Summer Tale,Den bästa sommaren,2000,91,"Comedy,Drama,Family",a summer tale,7.3,4596
tt0210654,movie,Donald Duck's Summer Magic,Donald Duck's Summer Magic,1977,75,"Animation,Family",donald ducks summer magic,6.6,50
tt0214555,movie,Bullets Over Summer,Bau lit ying ging,1999,92,"Action,Crime,Drama",bullets over summer,6.7,846
tt0215519,movie,Anna's Summer,Annas Sommer,2001,107,Drama,annas summer,5.6,129
tt0217066,tvMovie,A Storm in Summer,A Storm in Summer,2000,94,Drama,a storm in summer,6.9,517
