Entity,Code,Year,Arable land needed to produce a fixed quantity of crops ((1.0 = 1961))
Africa,,2001,0.458924862
Africa,,2002,0.448215965
Africa,,2003,0.43853186
Africa,,2004,0.424624411
Africa,,2005,0.413509329
Africa,,2006,0.395149718
Africa,,2007,0.41203963
Africa,,2008,0.393874613
Africa,,2009,0.389230657
Africa,,2010,0.371215374
Africa,,2011,0.378422466
Africa,,2012,0.365323949
Africa,,2013,0.352161272
Africa,,2014,0.338087337
Albania,ALB,1961,1
Albania,ALB,1962,0.91461079
Albania,ALB,1963,0.952153969
Albania,ALB,1964,0.797252384
Albania,ALB,1965,0.92205457
Albania,ALB,1966,0.798523903
Albania,ALB,1967,0.827573139
Albania,ALB,1968,0.816418548
Albania,ALB,1969,0.813512068
Albania,ALB,1970,0.802944317
Albania,ALB,1971,0.796500192
Albania,ALB,1972,0.768271746
Albania,ALB,1973,0.714361215
Albania,ALB,1974,0.712013165
Albania,ALB,1975,0.705382569
Albania,ALB,1976,0.649441668
Albania,ALB,1977,0.619012088
Albania,ALB,1978,0.613559473
Albania,ALB,1979,0.594783647
Albania,ALB,1980,0.634781457
Albania,ALB,1981,0.610114079
Albania,ALB,1982,0.581540685
Albania,ALB,1983,0.519630747
Albania,ALB,1984,0.568573115
Albania,ALB,1985,0.568951827
Albania,ALB,1986,0.563014177
Albania,ALB,1987,0.554527916
Albania,ALB,1988,0.649768313
Albania,ALB,1989,0.539491673
Albania,ALB,1990,0.5977817
Albania,ALB,1991,0.819654951
Albania,ALB,1992,0.745428009
Albania,ALB,1993,0.63233015
Albania,ALB,1994,0.632569156
Albania,ALB,1995,0.615508323
Albania,ALB,1996,0.625165159
Albania,ALB,1997,0.60785627
Albania,ALB,1998,0.562417541
Albania,ALB,1999,0.613103113
Albania,ALB,2000,0.584610343
Albania,ALB,2001,0.566246654
Albania,ALB,2002,0.582511325
Albania,ALB,2003,0.551409141
Albania,ALB,2004,0.513991086
Albania,ALB,2005,0.480877989
Albania,ALB,2006,0.484886556
Albania,ALB,2007,0.493030367
Albania,ALB,2008,0.446150057
Albania,ALB,2009,0.415554096
Albania,ALB,2010,0.388659967
Albania,ALB,2011,0.363629662
Albania,ALB,2012,0.335181052
Albania,ALB,2013,0.336991784
Albania,ALB,2014,0.327059165
Algeria,DZA,1961,1
Algeria,DZA,1962,0.914938123
Algeria,DZA,1963,0.886926552
Algeria,DZA,1964,1.021761058
Algeria,DZA,1965,0.888341478
Algeria,DZA,1966,1.481938734
Algeria,DZA,1967,1.353063279
Algeria,DZA,1968,0.999766409
Algeria,DZA,1969,1.11963235
Algeria,DZA,1970,1.073464945
Algeria,DZA,1971,1.06907264
Algeria,DZA,1972,1.267084162
Algeria,DZA,1973,1.377341928
Algeria,DZA,1974,1.273381378
Algeria,DZA,1975,1.184719221
Algeria,DZA,1976,1.36592659
Algeria,DZA,1977,1.80960551
Algeria,DZA,1978,1.815689383
Algeria,DZA,1979,1.524700168
Algeria,DZA,1980,1.391707608
Algeria,DZA,1981,1.357840293
Algeria,DZA,1982,1.731973865
Algeria,DZA,1983,1.591391478
Algeria,DZA,1984,1.522531797
Algeria,DZA,1985,1.100882961
Algeria,DZA,1986,1.093965786
Algeria,DZA,1987,1.177383939
Algeria,DZA,1988,1.362570717
Algeria,DZA,1989,1.179503778
Algeria,DZA,1990,1.33294058
Algeria,DZA,1991,1.026225658
Algeria,DZA,1992,0.965516591
Algeria,DZA,1993,1.072656189
Algeria,DZA,1994,1.271625597
Algeria,DZA,1995,1.052450166
Algeria,DZA,1996,0.796465853
Algeria,DZA,1997,1.138354416
Algeria,DZA,1998,0.975098667
Algeria,DZA,1999,0.887536478
Algeria,DZA,2000,1.041006163
Algeria,DZA,2001,0.889496923
Algeria,DZA,2002,0.86622603
Algeria,DZA,2003,0.671371346
Algeria,DZA,2004,0.586493522
Algeria,DZA,2005,0.587308101
Algeria,DZA,2006,0.565024331
Algeria,DZA,2007,0.672467155
Algeria,DZA,2008,0.649471358
Algeria,DZA,2009,0.470318022
Algeria,DZA,2010,0.457408983
Algeria,DZA,2011,0.420850766
Algeria,DZA,2012,0.394039433
Algeria,DZA,2013,0.345789846
Algeria,DZA,2014,0.35867114
American Samoa,ASM,1961,1
American Samoa,ASM,1962,0.949534774
American Samoa,ASM,1963,0.885571408
American Samoa,ASM,1964,0.920079462
American Samoa,ASM,1965,0.963205887
American Samoa,ASM,1966,0.936391913
American Samoa,ASM,1967,0.859651628
American Samoa,ASM,1968,0.843868255
American Samoa,ASM,1969,0.767886749
American Samoa,ASM,1970,0.805700522
American Samoa,ASM,1971,0.877057538
American Samoa,ASM,1972,0.892264375
American Samoa,ASM,1973,0.905822175
American Samoa,ASM,1974,0.964903846
American Samoa,ASM,1975,0.984306032
American Samoa,ASM,1976,1.047312576
American Samoa,ASM,1977,1.075754869
American Samoa,ASM,1978,1.144024321
American Samoa,ASM,1979,1.364996599
American Samoa,ASM,1980,1.226023213
American Samoa,ASM,1981,1.233811475
American Samoa,ASM,1982,1.231288344
American Samoa,ASM,1983,1.268380029
American Samoa,ASM,1984,1.336514983
American Samoa,ASM,1985,1.383819812
American Samoa,ASM,1986,1.350605653
American Samoa,ASM,1987,1.466033601
American Samoa,ASM,1988,1.468178493
American Samoa,ASM,1989,1.475735294
American Samoa,ASM,1990,1.339190391
American Samoa,ASM,1991,1.43254818
American Samoa,ASM,1992,1.618548387
American Samoa,ASM,1993,1.452301508
American Samoa,ASM,1994,1.347231027
American Samoa,ASM,1995,1.592857143
American Samoa,ASM,1996,1.973451327
American Samoa,ASM,1997,1.875408815
American Samoa,ASM,1998,1.702450518
American Samoa,ASM,1999,2.272075472
American Samoa,ASM,2000,2.01048484
American Samoa,ASM,2001,1.749273678
American Samoa,ASM,2002,1.659958094
American Samoa,ASM,2003,1.994459982
American Samoa,ASM,2004,2.047326121
American Samoa,ASM,2005,1.975865155
American Samoa,ASM,2006,1.940550835
American Samoa,ASM,2007,1.732661871
American Samoa,ASM,2008,1.672029271
American Samoa,ASM,2009,1.650191851
American Samoa,ASM,2010,1.622473727
American Samoa,ASM,2011,1.645081967
American Samoa,ASM,2012,1.705504674
American Samoa,ASM,2013,1.576040485
American Samoa,ASM,2014,1.590192799
Americas,,1961,1
Americas,,1962,0.962575529
Americas,,1963,0.941631358
Americas,,1964,0.949946685
Americas,,1965,0.875523759
Americas,,1966,0.886851201
Americas,,1967,0.851777151
Americas,,1968,0.860251449
Americas,,1969,0.87683996
Americas,,1970,0.883830086
Americas,,1971,0.807746996
Americas,,1972,0.818065746
Americas,,1973,0.786821788
Americas,,1974,0.805341836
Americas,,1975,0.753269898
Americas,,1976,0.748684481
Americas,,1977,0.697899323
Americas,,1978,0.691331996
Americas,,1979,0.653041518
Americas,,1980,0.682055303
Americas,,1981,0.615268269
Americas,,1982,0.607054765
Americas,,1983,0.72074268
Americas,,1984,0.617174781
Americas,,1985,0.582063852
Americas,,1986,0.616820852
Americas,,1987,0.599791441
Americas,,1988,0.645929956
Americas,,1989,0.594500108
Americas,,1990,0.57362162
Americas,,1991,0.579758925
Americas,,1992,0.539182761
Americas,,1993,0.583853757
Americas,,1994,0.50770731
Americas,,1995,0.543625539
Americas,,1996,0.513610441
Americas,,1997,0.49159949
Americas,,1998,0.486456599
Americas,,1999,0.471844818
Americas,,2000,0.464462368
Americas,,2001,0.463828331
Americas,,2002,0.467655902
Americas,,2003,0.443240085
Americas,,2004,0.414616237
Americas,,2005,0.41798654
Americas,,2006,0.415483661
Americas,,2007,0.39161417
Americas,,2008,0.382526283
Americas,,2009,0.38458768
Americas,,2010,0.366636794
Americas,,2011,0.360594636
Americas,,2012,0.373285157
Americas,,2013,0.345564829
Americas,,2014,0.34099523
Angola,AGO,1961,1
Angola,AGO,1962,0.947975349
Angola,AGO,1963,0.982205292
Angola,AGO,1964,0.922107121
Angola,AGO,1965,0.898698246
Angola,AGO,1966,0.872868742
Angola,AGO,1967,0.86052695
Angola,AGO,1968,0.892670843
Angola,AGO,1969,0.841599689
Angola,AGO,1970,0.826151708
Angola,AGO,1971,0.805777123
Angola,AGO,1972,0.843208559
Angola,AGO,1973,0.822607977
Angola,AGO,1974,0.81305511
Angola,AGO,1975,0.967073881
Angola,AGO,1976,1.162578801
Angola,AGO,1977,1.234142129
Angola,AGO,1978,1.297301168
Angola,AGO,1979,1.425605679
Angola,AGO,1980,1.418271373
Angola,AGO,1981,1.556944571
Angola,AGO,1982,1.555846198
Angola,AGO,1983,1.549288363
Angola,AGO,1984,1.534199642
Angola,AGO,1985,1.536337154
Angola,AGO,1986,1.468805851
Angola,AGO,1987,1.449975007
Angola,AGO,1988,1.451884124
Angola,AGO,1989,1.466364352
Angola,AGO,1990,1.506943618
Angola,AGO,1991,1.434880927
Angola,AGO,1992,1.371894573
Angola,AGO,1993,1.409178922
Angola,AGO,1994,1.143302768
Angola,AGO,1995,1.162231622
Angola,AGO,1996,1.14732747
Angola,AGO,1997,1.195734106
Angola,AGO,1998,0.980008881
Angola,AGO,1999,1.057946058
Angola,AGO,2000,0.868631515
Angola,AGO,2001,0.724503231
Angola,AGO,2002,0.634165262
Angola,AGO,2003,0.61374584
Angola,AGO,2004,0.538022669
Angola,AGO,2005,0.493628391
Angola,AGO,2006,0.477883794
Angola,AGO,2007,0.428656404
Angola,AGO,2008,0.398436772
Angola,AGO,2009,0.354601337
Angola,AGO,2010,0.343561925
Angola,AGO,2011,0.355456058
Angola,AGO,2012,0.451156629
Angola,AGO,2013,0.327882602
Angola,AGO,2014,0.394159696
Antigua and Barbuda,ATG,1961,1
Antigua and Barbuda,ATG,1962,0.83543508
Antigua and Barbuda,ATG,1963,0.778786793
Antigua and Barbuda,ATG,1964,0.681764296
Antigua and Barbuda,ATG,1965,1.221833406
Antigua and Barbuda,ATG,1966,1.587480718
Antigua and Barbuda,ATG,1967,1.674713684
Antigua and Barbuda,ATG,1968,2.292185825
Antigua and Barbuda,ATG,1969,2.002355351
Antigua and Barbuda,ATG,1970,1.923750492
Antigua and Barbuda,ATG,1971,0.984683453
Antigua and Barbuda,ATG,1972,0.943920572
Antigua and Barbuda,ATG,1973,0.977389363
Antigua and Barbuda,ATG,1974,1.023074508
Antigua and Barbuda,ATG,1975,0.946112903
Antigua and Barbuda,ATG,1976,0.951515053
Antigua and Barbuda,ATG,1977,0.939084913
Antigua and Barbuda,ATG,1978,0.902113066
Antigua and Barbuda,ATG,1979,0.855686194
Antigua and Barbuda,ATG,1980,0.820635143
Antigua and Barbuda,ATG,1981,0.723827739
Antigua and Barbuda,ATG,1982,0.758495397
Antigua and Barbuda,ATG,1983,0.827395058
Antigua and Barbuda,ATG,1984,0.836933569
Antigua and Barbuda,ATG,1985,0.969121729
Antigua and Barbuda,ATG,1986,0.960457805
Antigua and Barbuda,ATG,1987,0.921268375
Antigua and Barbuda,ATG,1988,0.87610897
Antigua and Barbuda,ATG,1989,1.060357918
Antigua and Barbuda,ATG,1990,0.999029225
Antigua and Barbuda,ATG,1991,0.929943879
Antigua and Barbuda,ATG,1992,0.924404312
Antigua and Barbuda,ATG,1993,0.933228331
Antigua and Barbuda,ATG,1994,0.937254338
Antigua and Barbuda,ATG,1995,0.958480392
Antigua and Barbuda,ATG,1996,0.936715531
Antigua and Barbuda,ATG,1997,0.919016732
Antigua and Barbuda,ATG,1998,0.927825757
Antigua and Barbuda,ATG,1999,0.904812587
Antigua and Barbuda,ATG,2000,0.90598647
Antigua and Barbuda,ATG,2001,0.911731791
Antigua and Barbuda,ATG,2002,0.875559735
Antigua and Barbuda,ATG,2003,0.864412025
Antigua and Barbuda,ATG,2004,0.840772274
Antigua and Barbuda,ATG,2005,1.100957207
Antigua and Barbuda,ATG,2006,1.030081129
Antigua and Barbuda,ATG,2007,0.960174818
Antigua and Barbuda,ATG,2008,0.921528891
Antigua and Barbuda,ATG,2009,0.903975959
Antigua and Barbuda,ATG,2010,0.890310536
Antigua and Barbuda,ATG,2011,0.88419101
Antigua and Barbuda,ATG,2012,0.913691589
Antigua and Barbuda,ATG,2013,0.896844326
Antigua and Barbuda,ATG,2014,0.88148048
Argentina,ARG,1961,1
Argentina,ARG,1962,1.006280268
Argentina,ARG,1963,0.929473046
Argentina,ARG,1964,0.893246429
Argentina,ARG,1965,1.006227841
Argentina,ARG,1966,1.00672554
Argentina,ARG,1967,0.917146585
Argentina,ARG,1968,1.143627388
Argentina,ARG,1969,1.163390598
Argentina,ARG,1970,1.068626768
Argentina,ARG,1971,1.022098625
Argentina,ARG,1972,1.135162632
Argentina,ARG,1973,1.00018228
Argentina,ARG,1974,0.878155151
Argentina,ARG,1975,0.922830053
Argentina,ARG,1976,0.860070538
Argentina,ARG,1977,0.862963616
Argentina,ARG,1978,0.798855553
Argentina,ARG,1979,0.765811209
Argentina,ARG,1980,0.866921209
Argentina,ARG,1981,0.766955919
Argentina,ARG,1982,0.693915373
Argentina,ARG,1983,0.71452014
Argentina,ARG,1984,0.688281072
Argentina,ARG,1985,0.720594113
Argentina,ARG,1986,0.722688457
Argentina,ARG,1987,0.728773035
Argentina,ARG,1988,0.651816778
Argentina,ARG,1989,0.789758236
Argentina,ARG,1990,0.691092882
Argentina,ARG,1991,0.646708221
Argentina,ARG,1992,0.637837426
Argentina,ARG,1993,0.680703622
Argentina,ARG,1994,0.637088973
Argentina,ARG,1995,0.566545603
Argentina,ARG,1996,0.594979571
Argentina,ARG,1997,0.529164345
Argentina,ARG,1998,0.45650137
Argentina,ARG,1999,0.474639449
Argentina,ARG,2000,0.469701696
Argentina,ARG,2001,0.441623227
Argentina,ARG,2002,0.436479053
Argentina,ARG,2003,0.429709875
Argentina,ARG,2004,0.468925187
Argentina,ARG,2005,0.428441509
Argentina,ARG,2006,0.466229407
Argentina,ARG,2007,0.427674629
Argentina,ARG,2008,0.408570231
Argentina,ARG,2009,0.559810458
Argentina,ARG,2010,0.439791837
Argentina,ARG,2011,0.421729439
Argentina,ARG,2012,0.498017578
Argentina,ARG,2013,0.444231843
Argentina,ARG,2014,0.416899682
Asia,,1961,1
Asia,,1962,0.974190873
Asia,,1963,0.948335589
Asia,,1964,0.910724982
Asia,,1965,0.898929625
Asia,,1966,0.868355069
Asia,,1967,0.839527946
Asia,,1968,0.813866234
Asia,,1969,0.797967209
Asia,,1970,0.761261792
Asia,,1971,0.743968549
Asia,,1972,0.761500279
Asia,,1973,0.711904521
Asia,,1974,0.708098536
Asia,,1975,0.670960708
Asia,,1976,0.666304561
Asia,,1977,0.641648588
Asia,,1978,0.604383664
Asia,,1979,0.608473335
Asia,,1980,0.593851155
Asia,,1981,0.56609908
Asia,,1982,0.549735956
Asia,,1983,0.520918139
Asia,,1984,0.50607616
Asia,,1985,0.514048641
Asia,,1986,0.503531155
Asia,,1987,0.49991893
Asia,,1988,0.478074899
Asia,,1989,0.465312113
Asia,,1990,0.443724133
Asia,,1991,0.438105327
Asia,,1992,0.44550406
Asia,,1993,0.430236288
Asia,,1994,0.418960667
Asia,,1995,0.398812113
Asia,,1996,0.377414652
Asia,,1997,0.371317669
Asia,,1998,0.363303901
Asia,,1999,0.348878089
Asia,,2000,0.3359944
Asia,,2001,0.327099331
Asia,,2002,0.321413382
Asia,,2003,0.30888236
Asia,,2004,0.298761512
Asia,,2005,0.286309673
Asia,,2006,0.273188582
Asia,,2007,0.259335114
Asia,,2008,0.248111666
Asia,,2009,0.245856212
Asia,,2010,0.236901146
Asia,,2011,0.224998346
Asia,,2012,0.219101149
Asia,,2013,0.214569533
Asia,,2014,0.211857301
Australia,AUS,1961,1
Australia,AUS,1962,0.889313089
Australia,AUS,1963,0.903600407
Australia,AUS,1964,0.854681553
Australia,AUS,1965,1.056957613
Australia,AUS,1966,0.816064959
Australia,AUS,1967,1.096108232
Australia,AUS,1968,0.761072342
Australia,AUS,1969,0.912427075
Australia,AUS,1970,0.934310318
Australia,AUS,1971,0.857565363
Australia,AUS,1972,0.939714662
Australia,AUS,1973,0.760801686
Australia,AUS,1974,0.822623706
Australia,AUS,1975,0.761542252
Australia,AUS,1976,0.777142666
Australia,AUS,1977,0.834558396
Australia,AUS,1978,0.619418029
Australia,AUS,1979,0.665824872
Australia,AUS,1980,0.780979583
Australia,AUS,1981,0.613669946
Australia,AUS,1982,0.8487538
Australia,AUS,1983,0.547241763
Australia,AUS,1984,0.580099667
Australia,AUS,1985,0.592618509
Australia,AUS,1986,0.590897667
Australia,AUS,1987,0.666246987
Australia,AUS,1988,0.602547854
Australia,AUS,1989,0.59907605
Australia,AUS,1990,0.593920337
Australia,AUS,1991,0.60011697
Australia,AUS,1992,0.516949891
Australia,AUS,1993,0.494325449
Australia,AUS,1994,0.642134409
Australia,AUS,1995,0.407625283
Australia,AUS,1996,0.307033032
Australia,AUS,1997,0.343788957
Australia,AUS,1998,0.349506992
Australia,AUS,1999,0.332998341
Australia,AUS,2000,0.361780563
Australia,AUS,2001,0.353159382
Australia,AUS,2002,0.486761457
Australia,AUS,2003,0.353067193
Australia,AUS,2004,0.390337392
Australia,AUS,2005,0.349717937
Australia,AUS,2006,0.480872281
Australia,AUS,2007,0.441560614
Australia,AUS,2008,0.36585784
Australia,AUS,2009,0.37005696
Australia,AUS,2010,0.343845974
Australia,AUS,2011,0.322626639
Australia,AUS,2012,0.283020533
Australia,AUS,2013,0.300365664
Australia,AUS,2014,0.312404698
Australia & New Zealand,,1961,1
Australia & New Zealand,,1962,0.89169275
Australia & New Zealand,,1963,0.899720147
Australia & New Zealand,,1964,0.846884685
Australia & New Zealand,,1965,1.030991785
Australia & New Zealand,,1966,0.812321112
Australia & New Zealand,,1967,1.068128862
Australia & New Zealand,,1968,0.752132365
Australia & New Zealand,,1969,0.883863841
Australia & New Zealand,,1970,0.907056376
Australia & New Zealand,,1971,0.836673428
Australia & New Zealand,,1972,0.901388697
Australia & New Zealand,,1973,0.740092686
Australia & New Zealand,,1974,0.801679576
Australia & New Zealand,,1975,0.744738627
Australia & New Zealand,,1976,0.751237615
Australia & New Zealand,,1977,0.800254155
Australia & New Zealand,,1978,0.605490912
Australia & New Zealand,,1979,0.647020887
Australia & New Zealand,,1980,0.747427807
Australia & New Zealand,,1981,0.595207536
Australia & New Zealand,,1982,0.798791693
Australia & New Zealand,,1983,0.532014469
Australia & New Zealand,,1984,0.55546411
Australia & New Zealand,,1985,0.562111821
Australia & New Zealand,,1986,0.557215294
Australia & New Zealand,,1987,0.617374682
Australia & New Zealand,,1988,0.5644518
Australia & New Zealand,,1989,0.564142775
Australia & New Zealand,,1990,0.552325729
Australia & New Zealand,,1991,0.5545477
Australia & New Zealand,,1992,0.479979734
Australia & New Zealand,,1993,0.459422586
Australia & New Zealand,,1994,0.568547006
Australia & New Zealand,,1995,0.37299557
Australia & New Zealand,,1996,0.286488552
Australia & New Zealand,,1997,0.319426536
Australia & New Zealand,,1998,0.326904775
Australia & New Zealand,,1999,0.312930155
Australia & New Zealand,,2000,0.335763755
Australia & New Zealand,,2001,0.330937935
Australia & New Zealand,,2002,0.431689116
Australia & New Zealand,,2003,0.323076649
Australia & New Zealand,,2004,0.3506912
Australia & New Zealand,,2005,0.318825932
Australia & New Zealand,,2006,0.424941504
Australia & New Zealand,,2007,0.387431616
Australia & New Zealand,,2008,0.326035705
Australia & New Zealand,,2009,0.330131087
Australia & New Zealand,,2010,0.306829009
Australia & New Zealand,,2011,0.292335731
Australia & New Zealand,,2012,0.259538614
Australia & New Zealand,,2013,0.273230141
Australia & New Zealand,,2014,0.283063708
Austria,AUT,1961,1
Austria,AUT,1962,1.123802072
Austria,AUT,1963,0.96383625
Austria,AUT,1964,0.908289753
Austria,AUT,1965,1.2977203
Austria,AUT,1966,0.984356643
Austria,AUT,1967,0.925868984
Austria,AUT,1968,0.854691477
Austria,AUT,1969,0.898582867
Austria,AUT,1970,0.910453509
Austria,AUT,1971,0.98082714
Austria,AUT,1972,1.0348444
Austria,AUT,1973,0.891948273
Austria,AUT,1974,0.902027372
Austria,AUT,1975,0.897834339
Austria,AUT,1976,0.882471174
Austria,AUT,1977,0.959003801
Austria,AUT,1978,0.891367038
Austria,AUT,1979,0.917544043
Austria,AUT,1980,0.842866617
Austria,AUT,1981,0.965038661
Austria,AUT,1982,0.727158448
Austria,AUT,1983,0.801943206
Austria,AUT,1984,0.794294756
Austria,AUT,1985,0.875660544
Austria,AUT,1986,0.847958613
Austria,AUT,1987,0.897054218
Austria,AUT,1988,0.760179825
Austria,AUT,1989,0.839810712
Austria,AUT,1990,0.810687784
Austria,AUT,1991,0.847199176
Austria,AUT,1992,0.918585365
Austria,AUT,1993,0.877739166
Austria,AUT,1994,0.867931365
Austria,AUT,1995,0.834669446
Austria,AUT,1996,0.834427101
Austria,AUT,1997,0.769054752
Austria,AUT,1998,0.750463356
Austria,AUT,1999,0.728901581
Austria,AUT,2000,0.762047295
Austria,AUT,2001,0.730760361
Austria,AUT,2002,0.743962009
Austria,AUT,2003,0.76408405
Austria,AUT,2004,0.665168407
Austria,AUT,2005,0.709960882
Austria,AUT,2006,0.745409143
Austria,AUT,2007,0.711694363
Austria,AUT,2008,0.636204815
Austria,AUT,2009,0.675346385
Austria,AUT,2010,0.6873795
Austria,AUT,2011,0.584610716
Austria,AUT,2012,0.701807154
Austria,AUT,2013,0.698568253
Austria,AUT,2014,0.606399749
Bahamas,BHS,1961,1
Bahamas,BHS,1962,0.954455446
Bahamas,BHS,1963,0.903044496
Bahamas,BHS,1964,0.873584051
Bahamas,BHS,1965,0.845428634
Bahamas,BHS,1966,0.785656072
Bahamas,BHS,1967,0.736580707
Bahamas,BHS,1968,0.730441371
Bahamas,BHS,1969,0.726040294
Bahamas,BHS,1970,0.664827586
Bahamas,BHS,1971,0.702495901
Bahamas,BHS,1972,0.610803105
Bahamas,BHS,1973,0.603820858
Bahamas,BHS,1974,0.587625724
Bahamas,BHS,1975,0.563907575
Bahamas,BHS,1976,0.509648427
Bahamas,BHS,1977,0.513175406
Bahamas,BHS,1978,0.522776573
Bahamas,BHS,1979,0.520869918
Bahamas,BHS,1980,0.522280916
Bahamas,BHS,1981,0.482361771
Bahamas,BHS,1982,0.495566123
Bahamas,BHS,1983,0.51841893
Bahamas,BHS,1984,0.493031582
Bahamas,BHS,1985,0.583999091
Bahamas,BHS,1986,0.60079852
Bahamas,BHS,1987,0.596569263
Bahamas,BHS,1988,0.585628856
Bahamas,BHS,1989,0.559103926
Bahamas,BHS,1990,0.564547418
Bahamas,BHS,1991,0.610114515
Bahamas,BHS,1992,0.65017072
Bahamas,BHS,1993,0.645031783
Bahamas,BHS,1994,0.477070274
Bahamas,BHS,1995,0.446580578
Bahamas,BHS,1996,0.446942915
Bahamas,BHS,1997,0.423464812
Bahamas,BHS,1998,0.405489248
Bahamas,BHS,1999,0.37435076
Bahamas,BHS,2000,0.442201835
Bahamas,BHS,2001,0.422436459
Bahamas,BHS,2002,0.438430927
Bahamas,BHS,2003,0.416549638
Bahamas,BHS,2004,0.389573651
Bahamas,BHS,2005,0.394395009
Bahamas,BHS,2006,0.37346247
Bahamas,BHS,2007,0.353534427
Bahamas,BHS,2008,0.351504102
Bahamas,BHS,2009,0.48562193
Bahamas,BHS,2010,0.375129713
Bahamas,BHS,2011,0.323083368
Bahamas,BHS,2012,0.322515892
Bahamas,BHS,2013,0.320568644
Bahamas,BHS,2014,0.313009244
Bahrain,BHR,1961,1
Bahrain,BHR,1962,0.997691785
Bahrain,BHR,1963,0.982352941
Bahrain,BHR,1964,0.982352941
Bahrain,BHR,1965,0.979472141
Bahrain,BHR,1966,0.995933857
Bahrain,BHR,1967,0.986441133
Bahrain,BHR,1968,0.978819768
Bahrain,BHR,1969,0.972214872
Bahrain,BHR,1970,0.960146348
Bahrain,BHR,1971,0.951566952
Bahrain,BHR,1972,0.93248731
Bahrain,BHR,1973,0.93248731
Bahrain,BHR,1974,0.857509628
Bahrain,BHR,1975,0.607021892
Bahrain,BHR,1976,0.924974824
Bahrain,BHR,1977,0.73417595
Bahrain,BHR,1978,0.729764624
Bahrain,BHR,1979,0.728137541
Bahrain,BHR,1980,0.718736245
Bahrain,BHR,1981,1.600522762
Bahrain,BHR,1982,1.989979689
Bahrain,BHR,1983,1.951400876
Bahrain,BHR,1984,1.923308467
Bahrain,BHR,1985,1.736910531
Bahrain,BHR,1986,1.644031771
Bahrain,BHR,1987,1.48684743
Bahrain,BHR,1988,1.487449393
Bahrain,BHR,1989,1.490164267
Bahrain,BHR,1990,2.385714286
