Entity,Code,Year,Tractors per 100 sq km arable land,Cereal yield (kilograms per hectare) (kg per hectare),Total population (Gapminder)
Afghanistan,AFG,2002,,1669.8,22601000
Afghanistan,AFG,2003,,1458,23681000
Afghanistan,AFG,2004,,1334.8,24727000
Afghanistan,AFG,2005,,1790.4,25654000
Afghanistan,AFG,2006,,1551.7,26433000
Afghanistan,AFG,2007,,1915.3,27101000
Afghanistan,AFG,2008,,1455.4,27722000
Afghanistan,AFG,2009,,2040.7,28395000
Afghanistan,AFG,2010,,2011.1,29186000
Afghanistan,AFG,2011,,1659.9,30117000
Afghanistan,AFG,2012,,2029.6,31161000
Afghanistan,AFG,2013,,2048.5,32270000
Afghanistan,AFG,2014,,2017.5,33371000
Afghanistan,AFG,2015,,2133.2,34414000
Afghanistan,AFG,2016,,1981.7,35383000
Afghanistan,AFG,1800,,,3280000
Afghanistan,AFG,1801,,,3280000
Afghanistan,AFG,1802,,,3280000
Afghanistan,AFG,1803,,,3280000
Afghanistan,AFG,1804,,,3280000
Afghanistan,AFG,1805,,,3280000
Afghanistan,AFG,1806,,,3280000
Afghanistan,AFG,1807,,,3280000
Afghanistan,AFG,1808,,,3280000
Afghanistan,AFG,1809,,,3280000
Afghanistan,AFG,1810,,,3280000
Afghanistan,AFG,1811,,,3280779
Afghanistan,AFG,1812,,,3282342
Afghanistan,AFG,1813,,,3284692
Afghanistan,AFG,1814,,,3287834
Afghanistan,AFG,1815,,,3291770
Afghanistan,AFG,1816,,,3296506
Afghanistan,AFG,1817,,,3302044
Afghanistan,AFG,1818,,,3308390
Afghanistan,AFG,1819,,,3315547
Afghanistan,AFG,1820,,,3323519
Afghanistan,AFG,1821,,,3332311
Afghanistan,AFG,1822,,,3341926
Afghanistan,AFG,1823,,,3352368
Afghanistan,AFG,1824,,,3363642
Afghanistan,AFG,1825,,,3375751
Afghanistan,AFG,1826,,,3388701
Afghanistan,AFG,1827,,,3402494
Afghanistan,AFG,1828,,,3417136
Afghanistan,AFG,1829,,,3432630
Afghanistan,AFG,1830,,,3448982
Afghanistan,AFG,1831,,,3466194
Afghanistan,AFG,1832,,,3483492
Afghanistan,AFG,1833,,,3500877
Afghanistan,AFG,1834,,,3518348
Afghanistan,AFG,1835,,,3535906
Afghanistan,AFG,1836,,,3553552
Afghanistan,AFG,1837,,,3571286
Afghanistan,AFG,1838,,,3589109
Afghanistan,AFG,1839,,,3607021
Afghanistan,AFG,1840,,,3625022
Afghanistan,AFG,1841,,,3643112
Afghanistan,AFG,1842,,,3661294
Afghanistan,AFG,1843,,,3679565
Afghanistan,AFG,1844,,,3697928
Afghanistan,AFG,1845,,,3716383
Afghanistan,AFG,1846,,,3734930
Afghanistan,AFG,1847,,,3753569
Afghanistan,AFG,1848,,,3772301
Afghanistan,AFG,1849,,,3791127
Afghanistan,AFG,1850,,,3810047
Afghanistan,AFG,1851,,,3826140
Afghanistan,AFG,1852,,,3842299
Afghanistan,AFG,1853,,,3858524
Afghanistan,AFG,1854,,,3874815
Afghanistan,AFG,1855,,,3891173
Afghanistan,AFG,1856,,,3907598
Afghanistan,AFG,1857,,,3924089
Afghanistan,AFG,1858,,,3940648
Afghanistan,AFG,1859,,,3957274
Afghanistan,AFG,1860,,,3973968
Afghanistan,AFG,1861,,,3991172
Afghanistan,AFG,1862,,,4008889
Afghanistan,AFG,1863,,,4027125
Afghanistan,AFG,1864,,,4045883
Afghanistan,AFG,1865,,,4065170
Afghanistan,AFG,1866,,,4084989
Afghanistan,AFG,1867,,,4105346
Afghanistan,AFG,1868,,,4126245
Afghanistan,AFG,1869,,,4147692
Afghanistan,AFG,1870,,,4169690
Afghanistan,AFG,1871,,,4192245
Afghanistan,AFG,1872,,,4215362
Afghanistan,AFG,1873,,,4236341
Afghanistan,AFG,1874,,,4260730
Afghanistan,AFG,1875,,,4285744
Afghanistan,AFG,1876,,,4311388
Afghanistan,AFG,1877,,,4336107
Afghanistan,AFG,1878,,,4363439
Afghanistan,AFG,1879,,,4391478
Afghanistan,AFG,1880,,,4419695
Afghanistan,AFG,1881,,,4447479
Afghanistan,AFG,1882,,,4476050
Afghanistan,AFG,1883,,,4504802
Afghanistan,AFG,1884,,,4533190
Afghanistan,AFG,1885,,,4562304
Afghanistan,AFG,1886,,,4591602
Afghanistan,AFG,1887,,,4620608
Afghanistan,AFG,1888,,,4650274
Afghanistan,AFG,1889,,,4680128
Afghanistan,AFG,1890,,,4710171
Afghanistan,AFG,1891,,,4740404
Afghanistan,AFG,1892,,,4770828
Afghanistan,AFG,1893,,,4801444
Afghanistan,AFG,1894,,,4832253
Afghanistan,AFG,1895,,,4863258
Afghanistan,AFG,1896,,,4894458
Afghanistan,AFG,1897,,,4925855
Afghanistan,AFG,1898,,,4957450
Afghanistan,AFG,1899,,,4989245
Afghanistan,AFG,1900,,,5021241
Afghanistan,AFG,1901,,,5053439
Afghanistan,AFG,1902,,,5085403
Afghanistan,AFG,1903,,,5118005
Afghanistan,AFG,1904,,,5150814
Afghanistan,AFG,1905,,,5183829
Afghanistan,AFG,1906,,,5217053
Afghanistan,AFG,1907,,,5249854
Afghanistan,AFG,1908,,,5283495
Afghanistan,AFG,1909,,,5317347
Afghanistan,AFG,1910,,,5351413
Afghanistan,AFG,1911,,,5385509
Afghanistan,AFG,1912,,,5420004
Afghanistan,AFG,1913,,,5459010
Afghanistan,AFG,1914,,,5502589
Afghanistan,AFG,1915,,,5550805
Afghanistan,AFG,1916,,,5599440
Afghanistan,AFG,1917,,,5648497
Afghanistan,AFG,1918,,,5704092
Afghanistan,AFG,1919,,,5758692
Afghanistan,AFG,1920,,,5813814
Afghanistan,AFG,1921,,,5869464
Afghanistan,AFG,1922,,,5925647
Afghanistan,AFG,1923,,,5982368
Afghanistan,AFG,1924,,,6039631
Afghanistan,AFG,1925,,,6097443
Afghanistan,AFG,1926,,,6155808
Afghanistan,AFG,1927,,,6214731
Afghanistan,AFG,1928,,,6274219
Afghanistan,AFG,1929,,,6334276
Afghanistan,AFG,1930,,,6394908
Afghanistan,AFG,1931,,,6456120
Afghanistan,AFG,1932,,,6517918
Afghanistan,AFG,1933,,,6580308
Afghanistan,AFG,1934,,,6643295
Afghanistan,AFG,1935,,,6706885
Afghanistan,AFG,1936,,,6771083
Afghanistan,AFG,1937,,,6835896
Afghanistan,AFG,1938,,,6901330
Afghanistan,AFG,1939,,,6967389
Afghanistan,AFG,1940,,,7034081
Afghanistan,AFG,1941,,,7101412
Afghanistan,AFG,1942,,,7169387
Afghanistan,AFG,1943,,,7238012
Afghanistan,AFG,1944,,,7307295
Afghanistan,AFG,1945,,,7377241
Afghanistan,AFG,1946,,,7447856
Afghanistan,AFG,1947,,,7519147
Afghanistan,AFG,1948,,,7591120
Afghanistan,AFG,1949,,,7663783
Afghanistan,AFG,1950,,,7752000
Afghanistan,AFG,1951,,,7840000
Afghanistan,AFG,1952,,,7936000
Afghanistan,AFG,1953,,,8040000
Afghanistan,AFG,1954,,,8151000
Afghanistan,AFG,1955,,,8271000
Afghanistan,AFG,1956,,,8399000
Afghanistan,AFG,1957,,,8535000
Afghanistan,AFG,1958,,,8680000
Afghanistan,AFG,1959,,,8834000
Afghanistan,AFG,1960,,,8997000
Afghanistan,AFG,2017,,,36296000
Afghanistan,AFG,2018,,,37172000
Afghanistan,AFG,2019,,,38042000
Africa,,1961,,,290214016
Africa,,1962,,,297323008
Africa,,1963,,,304683008
Africa,,1964,,,312292000
Africa,,1965,,,320147008
Africa,,1966,,,328256992
Africa,,1967,,,336631008
Africa,,1968,,,345280000
Africa,,1969,,,354215008
Africa,,1970,,,363448000
Africa,,1971,,,372984000
Africa,,1972,,,382838016
Africa,,1973,,,393044000
Africa,,1974,,,403646016
Africa,,1975,,,414675008
Africa,,1976,,,426144000
Africa,,1977,,,438055008
Africa,,1978,,,450404000
Africa,,1979,,,463184000
Africa,,1980,,,476385984
Africa,,1981,,,490004000
Africa,,1982,,,504033984
Africa,,1983,,,518480000
Africa,,1984,,,533344992
Africa,,1985,,,548625984
Africa,,1986,,,564326976
Africa,,1987,,,580424000
Africa,,1988,,,596849024
Africa,,1989,,,613512000
Africa,,1990,,,630350016
Africa,,1991,,,647344000
Africa,,1992,,,664512000
Africa,,1993,,,681868992
Africa,,1994,,,699444992
Africa,,1995,,,717270016
Africa,,1996,,,735361024
Africa,,1997,,,753737984
Africa,,1998,,,772436992
Africa,,1999,,,791504000
Africa,,2000,,,810984000
Africa,,2001,,,830902976
Africa,,2002,,,851297984
Africa,,2003,,,872248000
Africa,,2004,,,893843008
Africa,,2005,,,916153984
Africa,,2006,,,939209984
Africa,,2007,,,963022016
Africa,,2008,,,987624000
Africa,,2009,,,1013046016
Africa,,2010,,,1039304000
Africa,,2011,,,1066409984
Africa,,2012,,,1094343040
Africa,,2013,,,1123044992
Africa,,2014,,,1152434048
Africa,,2015,,,1182439040
Africa,,2016,,,1213041024
Africa,,"10,000 BCE",,,241901
Africa,,"9,000 BCE",,,342782
Africa,,"8,000 BCE",,,490284
Africa,,"7,000 BCE",,,707844
Africa,,"6,000 BCE",,,1031529
Africa,,"5,000 BCE",,,1517227
Africa,,"4,000 BCE",,,2352091
Africa,,"3,000 BCE",,,4147835
Africa,,"2,000 BCE",,,6259743
Africa,,"1,000 BCE",,,9263872
Africa,,0,,,15185668
Africa,,100,,,16626739
Africa,,200,,,18269986
Africa,,300,,,19315228
Africa,,400,,,20676600
Africa,,500,,,22307212
Africa,,600,,,24445556
Africa,,700,,,28184552
Africa,,800,,,32914604
Africa,,900,,,37126288
Africa,,1000,,,41465160
Africa,,1100,,,44318856
Africa,,1200,,,47743012
Africa,,1300,,,53531812
Africa,,1400,,,57880048
Africa,,1500,,,62206640
Africa,,1600,,,72815088
Africa,,1700,,,80209440
Africa,,1710,,,81333552
Africa,,1720,,,81582976
Africa,,1730,,,81891216
Africa,,1740,,,82256496
Africa,,1750,,,82677328
Africa,,1760,,,83152512
Africa,,1770,,,83681184
Africa,,1780,,,84262792
Africa,,1790,,,84900352
Africa,,1800,,,85589224
Africa,,1810,,,86829040
Africa,,1820,,,89179576
Africa,,1830,,,93551648
Africa,,1840,,,98188272
Africa,,1850,,,102932088
Africa,,1860,,,107457472
Africa,,1870,,,114300952
Africa,,1880,,,122176248
Africa,,1890,,,131305600
Africa,,1900,,,140754896
Africa,,1910,,,150280992
Africa,,1920,,,164856080
Africa,,1930,,,181280496
Africa,,1940,,,200894592
Africa,,1950,,,227794000
Africa,,1951,,,232328000
Africa,,1952,,,237096992
Africa,,1953,,,242092000
Africa,,1954,,,247311008
Africa,,1955,,,252748992
Africa,,1956,,,258408000
Africa,,1957,,,264292000
Africa,,1958,,,270407008
Africa,,1959,,,276760992
Africa,,1960,,,283360992
Africa,,2017,,,1244221952
Africa,,2018,,,1275921024
Africa,,2019,,,1308064000
Albania,ALB,1961,67.1296296296296,845.2,1686000
Albania,ALB,1962,87.1559633027523,941.8,1738000
Albania,ALB,1963,86.3636363636364,982.3,1791000
Albania,ALB,1964,94.8081264108352,1023.3,1844000
Albania,ALB,1965,94.1521739130435,1037.3,1896000
Albania,ALB,1966,99.2421052631579,1318.6,1948000
Albania,ALB,1967,109.036885245902,1464.1,1999000
Albania,ALB,1968,114.38,1553.7,2049000
Albania,ALB,1969,115.372549019608,1639.8,2100000
Albania,ALB,1970,115.451055662188,1646.1,2151000
Albania,ALB,1971,126.415094339623,1753.6,2202000
Albania,ALB,1972,137.037037037037,1768.7,2254000
Albania,ALB,1973,149.343065693431,1843,2306000
Albania,ALB,1974,156.193895870736,1934.5,2359000
Albania,ALB,1975,170.870337477798,2028.9,2412000
Albania,ALB,1976,170.434782608696,2445.1,2465000
Albania,ALB,1977,172.413793103448,2550.1,2519000
Albania,ALB,1978,173.241852487136,2620.2,2573000
Albania,ALB,1979,173.241852487136,2634.8,2628000
Albania,ALB,1980,172.735042735043,2364,2683000
Albania,ALB,1981,173.469387755102,2500.6,2737000
Albania,ALB,1982,174.872665534805,2715.2,2790000
Albania,ALB,1983,176.910016977929,3046,2845000
Albania,ALB,1984,173.174872665535,2966.3,2904000
Albania,ALB,1985,168.93039049236,2900.6,2970000
Albania,ALB,1986,173.174872665535,2990.3,3044000
Albania,ALB,1987,180.169491525424,2965.6,3125000
Albania,ALB,1988,196.610169491525,2875,3201000
Albania,ALB,1989,207.903780068729,2961.7,3258000
Albania,ALB,1990,212.435233160622,2794.4,3286000
Albania,ALB,1991,163.823529411765,2071.9,3280000
Albania,ALB,1992,155.709342560554,2156.2,3246000
Albania,ALB,1993,156.82842287695,2685,3195000
Albania,ALB,1994,157.712305025997,2460.9,3147000
Albania,ALB,1995,154.904679376083,2841.5,3113000
Albania,ALB,1996,144.072790294627,2450.9,3099000
Albania,ALB,1997,136.851211072664,2833.3,3100000
Albania,ALB,1998,141.247833622184,2872.1,3111000
Albania,ALB,1999,142.1143847487,2798.1,3123000
Albania,ALB,2000,139.913494809689,3175.1,3129000
Albania,ALB,2001,132.301038062284,3030.8,3130000
Albania,ALB,2002,130.017301038062,3291.9,3126000
Albania,ALB,2003,102.370242214533,3185.7,3118000
Albania,ALB,2004,131.038062283737,3466.3,3105000
Albania,ALB,2005,150.966542750929,3462.1,3087000
Albania,ALB,2006,135.308219178082,3602.6,3063000
Albania,ALB,2007,126.59169550173,3728.4,3034000
Albania,ALB,2008,121.934426229508,4081.2,3003000
Albania,ALB,2009,,4315.3,2973000
Albania,ALB,2010,,4761.8,2948000
Albania,ALB,2011,,4750.7,2929000
Albania,ALB,2012,,4883.8,2914000
Albania,ALB,2013,,4949.8,2904000
Albania,ALB,2014,,4892.6,2896000
Albania,ALB,2015,,4873.8,2891000
Albania,ALB,2016,,4716.4,2886000
Albania,ALB,1800,,,410445
Albania,ALB,1801,,,411734
Albania,ALB,1802,,,413026
Albania,ALB,1803,,,414323
Albania,ALB,1804,,,415624
Albania,ALB,1805,,,416929
Albania,ALB,1806,,,418237
Albania,ALB,1807,,,419550
Albania,ALB,1808,,,420868
Albania,ALB,1809,,,422189
Albania,ALB,1810,,,423591
Albania,ALB,1811,,,424949
Albania,ALB,1812,,,426340
Albania,ALB,1813,,,427763
Albania,ALB,1814,,,429220
Albania,ALB,1815,,,430711
Albania,ALB,1816,,,432235
Albania,ALB,1817,,,433792
Albania,ALB,1818,,,435384
Albania,ALB,1819,,,437010
Albania,ALB,1820,,,438671
Albania,ALB,1821,,,440367
Albania,ALB,1822,,,442097
Albania,ALB,1823,,,443863
Albania,ALB,1824,,,445665
Albania,ALB,1825,,,447502
Albania,ALB,1826,,,449375
Albania,ALB,1827,,,451285
Albania,ALB,1828,,,453231
Albania,ALB,1829,,,455214
Albania,ALB,1830,,,457234
Albania,ALB,1831,,,459291
Albania,ALB,1832,,,461357
Albania,ALB,1833,,,463433
Albania,ALB,1834,,,465518
Albania,ALB,1835,,,467613
Albania,ALB,1836,,,469716
Albania,ALB,1837,,,471830
Albania,ALB,1838,,,473953
Albania,ALB,1839,,,476085
Albania,ALB,1840,,,478227
Albania,ALB,1841,,,480496
Albania,ALB,1842,,,482893
Albania,ALB,1843,,,485419
Albania,ALB,1844,,,488078
Albania,ALB,1845,,,490869
Albania,ALB,1846,,,493796
Albania,ALB,1847,,,496859
Albania,ALB,1848,,,500062
Albania,ALB,1849,,,503404
Albania,ALB,1850,,,506889
Albania,ALB,1851,,,510780
Albania,ALB,1852,,,514821
Albania,ALB,1853,,,519014
Albania,ALB,1854,,,523361
Albania,ALB,1855,,,527865
Albania,ALB,1856,,,532526
Albania,ALB,1857,,,537348
Albania,ALB,1858,,,542333
Albania,ALB,1859,,,547483
Albania,ALB,1860,,,552800
Albania,ALB,1861,,,558285
Albania,ALB,1862,,,563821
Albania,ALB,1863,,,569410
Albania,ALB,1864,,,575051
Albania,ALB,1865,,,580746
Albania,ALB,1866,,,586494
Albania,ALB,1867,,,592297
Albania,ALB,1868,,,598154
Albania,ALB,1869,,,604067
Albania,ALB,1870,,,610036
Albania,ALB,1871,,,616061
Albania,ALB,1872,,,622143
Albania,ALB,1873,,,628113
Albania,ALB,1874,,,634308
Albania,ALB,1875,,,640561
Albania,ALB,1876,,,646873
Albania,ALB,1877,,,653080
Albania,ALB,1878,,,659507
Albania,ALB,1879,,,665994
Albania,ALB,1880,,,672545
Albania,ALB,1881,,,679004
Albania,ALB,1882,,,685682
Albania,ALB,1883,,,692426
Albania,ALB,1884,,,699096
Albania,ALB,1885,,,705996
Albania,ALB,1886,,,712988
Albania,ALB,1887,,,719888
Albania,ALB,1888,,,727055
Albania,ALB,1889,,,734321
Albania,ALB,1890,,,741690
Albania,ALB,1891,,,749160
Albania,ALB,1892,,,756735
Albania,ALB,1893,,,764415
Albania,ALB,1894,,,772202
Albania,ALB,1895,,,780097
Albania,ALB,1896,,,788036
Albania,ALB,1897,,,795992
Albania,ALB,1898,,,803964
Albania,ALB,1899,,,811950
Albania,ALB,1900,,,819951
Albania,ALB,1901,,,827966
Albania,ALB,1902,,,836031
Albania,ALB,1903,,,844038
Albania,ALB,1904,,,852043
Albania,ALB,1905,,,860044
Albania,ALB,1906,,,868121
Albania,ALB,1907,,,876112
Albania,ALB,1908,,,884339
Albania,ALB,1909,,,892676
Albania,ALB,1910,,,901124
Albania,ALB,1911,,,909604
Albania,ALB,1912,,,918312
Albania,ALB,1913,,,925945
Albania,ALB,1914,,,932486
Albania,ALB,1915,,,937916
Albania,ALB,1916,,,943378
Albania,ALB,1917,,,948871
Albania,ALB,1918,,,953764
Albania,ALB,1919,,,958841
Albania,ALB,1920,,,963958
Albania,ALB,1921,,,969107
Albania,ALB,1922,,,974278
Albania,ALB,1923,,,979450
Albania,ALB,1924,,,984276
Albania,ALB,1925,,,989448
Albania,ALB,1926,,,994619
Albania,ALB,1927,,,1000135
Albania,ALB,1928,,,1005306
Albania,ALB,1929,,,1010478
Albania,ALB,1930,,,1015994
Albania,ALB,1931,,,1021510
Albania,ALB,1932,,,1027026
Albania,ALB,1933,,,1032197
Albania,ALB,1934,,,1037713
Albania,ALB,1935,,,1043229
Albania,ALB,1936,,,1052538
Albania,ALB,1937,,,1063225
Albania,ALB,1938,,,1082532
Albania,ALB,1939,,,1102527
Albania,ALB,1940,,,1123213
Albania,ALB,1941,,,1139416
Albania,ALB,1942,,,1150104
Albania,ALB,1943,,,1157688
Albania,ALB,1944,,,1164928
Albania,ALB,1945,,,1176994
Albania,ALB,1946,,,1195267
Albania,ALB,1947,,,1213883
Albania,ALB,1948,,,1232845
Albania,ALB,1949,,,1246636
Albania,ALB,1950,,,1263000
Albania,ALB,1951,,,1287000
Albania,ALB,1952,,,1316000
Albania,ALB,1953,,,1348000
Albania,ALB,1954,,,1383000
Albania,ALB,1955,,,1420000
Albania,ALB,1956,,,1459000
Albania,ALB,1957,,,1500000
Albania,ALB,1958,,,1543000
Albania,ALB,1959,,,1589000
Albania,ALB,1960,,,1636000
Albania,ALB,2017,,,2884000
Albania,ALB,2018,,,2883000
Albania,ALB,2019,,,2881000
Algeria,DZA,1961,41.7181705809642,346.2,11336000
Algeria,DZA,1962,43.3333333333333,814,11620000
Algeria,DZA,1963,44.3548387096774,803.8,11913000
Algeria,DZA,1964,45.662100456621,530.2,12222000
Algeria,DZA,1965,45.6230856037401,606.3,12551000
Algeria,DZA,1966,48.2237582382254,403.9,12903000
Algeria,DZA,1967,62.6884621488653,631.4,13275000
Algeria,DZA,1968,63.7514015697581,705.2,13664000
Algeria,DZA,1969,64.1745547890261,614.9,14062000
Algeria,DZA,1970,64.3405889884763,637.5,14465000
Algeria,DZA,1971,63.4796238244514,587.8,14872000
Algeria,DZA,1972,62.5192012288787,671.7,15286000
Algeria,DZA,1973,62.960687960688,493.7,15710000
Algeria,DZA,1974,63.1112469437653,497.9,16149000
Algeria,DZA,1975,60.6281957633309,845.2,16608000
Algeria,DZA,1976,58.9396503102087,690.5,17086000
Algeria,DZA,1977,60.8342989571263,410.9,17583000
Algeria,DZA,1978,61.1535113174695,586.1,18102000
Algeria,DZA,1979,66.9690330119778,561.5,18648000
Algeria,DZA,1980,68.3636363636364,760.4,19222000
Algeria,DZA,1981,69.7167755991285,646.2,19824000
Algeria,DZA,1982,71.501235285569,593.3,20453000
Algeria,DZA,1983,76.2727548543689,579.5,21102000
Algeria,DZA,1984,88.6753434562545,547.4,21764000
Algeria,DZA,1985,108.986975397974,912.5,22432000
Algeria,DZA,1986,118.626381512846,837.2,23102000
Algeria,DZA,1987,126.285188852737,759.9,23774000
Algeria,DZA,1988,129.136741304042,574.1,24443000
Algeria,DZA,1989,111.949782578202,760.4,25106000
Algeria,DZA,1990,129.114531845784,687.7,25759000
Algeria,DZA,1991,135.202479338843,1114.6,26400000
Algeria,DZA,1992,121.113462047077,943.3,27028000
Algeria,DZA,1993,128.15611310235,741.7,27636000
Algeria,DZA,1994,121.127457536445,749.4,28214000
Algeria,DZA,1995,121.298044952786,829.5,28758000
Algeria,DZA,1996,122.354740061162,1337.8,29266000
Algeria,DZA,1997,120.818300653595,779.8,29743000
Algeria,DZA,1998,121.13301135622,846.3,30193000
Algeria,DZA,1999,122.845041053043,1069.9,30623000
Algeria,DZA,2000,124.924301748891,883.3,31042000
Algeria,DZA,2001,128.149808782804,1106.9,31452000
Algeria,DZA,2002,129.455412746787,1058.6,31855000
Algeria,DZA,2003,130.335701054147,1470.3,32264000
Algeria,DZA,2004,130.533831576138,1344.1,32692000
Algeria,DZA,2005,133.308480894688,1500.8,33150000
Algeria,DZA,2006,137.032128514056,1503.7,33641000
Algeria,DZA,2007,138.650421743205,1253.4,34167000
Algeria,DZA,2008,139.576712511684,1034,34731000
Algeria,DZA,2009,,1653.9,35334000
Algeria,DZA,2010,,1474.3,35977000
Algeria,DZA,2011,,1643.3,36661000
Algeria,DZA,2012,,1677.6,37384000
Algeria,DZA,2013,,1813.1,38140000
Algeria,DZA,2014,,1369.2,38924000
Algeria,DZA,2015,,1400.2,39728000
Algeria,DZA,2016,,1560.7,40551000
Algeria,DZA,1800,,,2503218
Algeria,DZA,1801,,,2512195
Algeria,DZA,1802,,,2521203
Algeria,DZA,1803,,,2530245
Algeria,DZA,1804,,,2539318
Algeria,DZA,1805,,,2548424
Algeria,DZA,1806,,,2557563
Algeria,DZA,1807,,,2566734
Algeria,DZA,1808,,,2575939
Algeria,DZA,1809,,,2585176
Algeria,DZA,1810,,,2595056
Algeria,DZA,1811,,,2604775
Algeria,DZA,1812,,,2614945
Algeria,DZA,1813,,,2625571
Algeria,DZA,1814,,,2636656
Algeria,DZA,1815,,,2648205
Algeria,DZA,1816,,,2660224
Algeria,DZA,1817,,,2672716
Algeria,DZA,1818,,,2685686
Algeria,DZA,1819,,,2699138
Algeria,DZA,1820,,,2713079
Algeria,DZA,1821,,,2727511
Algeria,DZA,1822,,,2742441
Algeria,DZA,1823,,,2757872
Algeria,DZA,1824,,,2773810
Algeria,DZA,1825,,,2790260
Algeria,DZA,1826,,,2807226
Algeria,DZA,1827,,,2824713
Algeria,DZA,1828,,,2842727
Algeria,DZA,1829,,,2861273
Algeria,DZA,1830,,,2880355
Algeria,DZA,1831,,,2899979
Algeria,DZA,1832,,,2919737
Algeria,DZA,1833,,,2939629
Algeria,DZA,1834,,,2959657
Algeria,DZA,1835,,,2979821
Algeria,DZA,1836,,,3000123
Algeria,DZA,1837,,,3020562
Algeria,DZA,1838,,,3041142
Algeria,DZA,1839,,,3061861
Algeria,DZA,1840,,,3082721
Algeria,DZA,1841,,,3103724
Algeria,DZA,1842,,,3124870
Algeria,DZA,1843,,,3146160
Algeria,DZA,1844,,,3167595
Algeria,DZA,1845,,,3189175
Algeria,DZA,1846,,,3210903
Algeria,DZA,1847,,,3232779
Algeria,DZA,1848,,,3254804
Algeria,DZA,1849,,,3276979
Algeria,DZA,1850,,,3299305
Algeria,DZA,1851,,,3322288
Algeria,DZA,1852,,,3345431
Algeria,DZA,1853,,,3368734
Algeria,DZA,1854,,,3392201
Algeria,DZA,1855,,,3415830
Algeria,DZA,1856,,,3439624
Algeria,DZA,1857,,,3463583
Algeria,DZA,1858,,,3487710
Algeria,DZA,1859,,,3512004
Algeria,DZA,1860,,,3536468
Algeria,DZA,1861,,,3561454
Algeria,DZA,1862,,,3586971
Algeria,DZA,1863,,,3613024
Algeria,DZA,1864,,,3639622
Algeria,DZA,1865,,,3666770
Algeria,DZA,1866,,,3694476
Algeria,DZA,1867,,,3722748
Algeria,DZA,1868,,,3751592
Algeria,DZA,1869,,,3781016
Algeria,DZA,1870,,,3811028
Algeria,DZA,1871,,,3841635
Algeria,DZA,1872,,,3872845
Algeria,DZA,1873,,,3902099
Algeria,DZA,1874,,,3934634
Algeria,DZA,1875,,,3967833
Algeria,DZA,1876,,,4001706
Algeria,DZA,1877,,,4034621
Algeria,DZA,1878,,,4070192
Algeria,DZA,1879,,,4106516
Algeria,DZA,1880,,,4143163
Algeria,DZA,1881,,,4179287
Algeria,DZA,1882,,,4216584
Algeria,DZA,1883,,,4254213
Algeria,DZA,1884,,,4291414
Algeria,DZA,1885,,,4329711
Algeria,DZA,1886,,,4368350
Algeria,DZA,1887,,,4406661
Algeria,DZA,1888,,,4445986
