binomial_name,country,continent,group,year_last_seen,red_list_category,threat_type,threatened
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Agriculture & Aquaculture,0
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Biological Resource Use,0
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Commercial Development,0
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Invasive Species,0
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Energy Production & Mining,1
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Climate Change,0
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Human Intrusions,0
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Pollution,0
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Transportation Corridor,0
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Natural System Modifications,0
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Geological Events,0
Acalypha dikuluwensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Agriculture & Aquaculture,1
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Biological Resource Use,1
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Commercial Development,0
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Invasive Species,1
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Energy Production & Mining,0
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Climate Change,0
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Human Intrusions,0
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Pollution,0
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Transportation Corridor,0
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Natural System Modifications,0
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Geological Events,0
Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Agriculture & Aquaculture,1
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Biological Resource Use,0
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Commercial Development,1
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Invasive Species,1
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Energy Production & Mining,0
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Climate Change,0
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Human Intrusions,0
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Pollution,0
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Transportation Corridor,1
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Natural System Modifications,0
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Geological Events,0
Acalypha wilderi,Cook Islands,Oceania,Flowering Plant,1920-1939,Extinct,Unknown,0
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Agriculture & Aquaculture,0
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Biological Resource Use,0
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Commercial Development,1
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Invasive Species,0
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Energy Production & Mining,0
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Climate Change,0
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Human Intrusions,0
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Pollution,0
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Transportation Corridor,0
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Natural System Modifications,0
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Geological Events,0
Acer hilaense,China,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Unknown,0
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Agriculture & Aquaculture,0
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Biological Resource Use,0
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Commercial Development,1
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Invasive Species,1
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Energy Production & Mining,0
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Climate Change,0
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Human Intrusions,0
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Pollution,0
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Transportation Corridor,0
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Natural System Modifications,0
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Geological Events,0
Achyranthes atollensis,United States,North America,Flowering Plant,1960-1979,Extinct,Unknown,0
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Agriculture & Aquaculture,0
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Biological Resource Use,0
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Commercial Development,0
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Invasive Species,1
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Energy Production & Mining,0
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Climate Change,0
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Human Intrusions,0
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Pollution,0
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Transportation Corridor,0
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Natural System Modifications,0
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Geological Events,1
Adenophorus periens,United States,North America,Ferns and Allies,2000-2020,Extinct,Unknown,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Agriculture & Aquaculture,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Biological Resource Use,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Commercial Development,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Invasive Species,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Energy Production & Mining,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Climate Change,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Human Intrusions,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Pollution,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Transportation Corridor,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Natural System Modifications,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Geological Events,0
Adiantum lianxianense,China,Asia,Ferns and Allies,2000-2020,Extinct,Unknown,1
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Agriculture & Aquaculture,1
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Biological Resource Use,1
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Commercial Development,1
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Invasive Species,0
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Energy Production & Mining,0
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Climate Change,0
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Human Intrusions,0
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Pollution,0
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Transportation Corridor,1
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Natural System Modifications,0
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Geological Events,0
Aechmea cymosopaniculata,Venezuela,South America,Flowering Plant,Before 1900,Extinct,Unknown,0
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Agriculture & Aquaculture,0
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Biological Resource Use,1
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Commercial Development,0
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Invasive Species,0
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Energy Production & Mining,0
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Climate Change,0
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Human Intrusions,0
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Pollution,0
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Transportation Corridor,0
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Natural System Modifications,0
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Geological Events,0
Aeranthes africana,Zimbabwe,Africa,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Agriculture & Aquaculture,0
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Biological Resource Use,1
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Commercial Development,0
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Invasive Species,0
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Energy Production & Mining,0
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Climate Change,0
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Human Intrusions,0
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Pollution,0
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Transportation Corridor,0
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Natural System Modifications,0
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Geological Events,0
Aeranthes albidiflora,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Agriculture & Aquaculture,1
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Biological Resource Use,1
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Commercial Development,0
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Invasive Species,0
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Energy Production & Mining,0
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Climate Change,0
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Human Intrusions,0
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Pollution,0
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Transportation Corridor,0
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Natural System Modifications,0
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Geological Events,0
Aeranthes parkesii,Zimbabwe,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Unknown,0
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Agriculture & Aquaculture,1
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Biological Resource Use,0
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Commercial Development,1
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Invasive Species,0
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Energy Production & Mining,0
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Climate Change,0
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Human Intrusions,0
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Pollution,0
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Transportation Corridor,0
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Natural System Modifications,0
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Geological Events,0
Aeschynomene ruspoliana,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Unknown,0
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Agriculture & Aquaculture,0
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Biological Resource Use,1
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Commercial Development,0
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Invasive Species,0
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Energy Production & Mining,0
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Climate Change,0
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Human Intrusions,0
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Pollution,0
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Transportation Corridor,0
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Natural System Modifications,0
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Geological Events,0
Aetheolaena hypoleuca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Agriculture & Aquaculture,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Biological Resource Use,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Commercial Development,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Invasive Species,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Energy Production & Mining,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Climate Change,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Human Intrusions,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Pollution,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Transportation Corridor,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Natural System Modifications,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Geological Events,0
Aetheolaena ledifolia,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Agriculture & Aquaculture,0
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Biological Resource Use,0
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Commercial Development,0
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Invasive Species,0
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Energy Production & Mining,0
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Climate Change,0
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Human Intrusions,0
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Pollution,0
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Transportation Corridor,0
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Natural System Modifications,0
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Geological Events,0
Aetheolaena pichinchensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Agriculture & Aquaculture,1
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Biological Resource Use,0
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Commercial Development,0
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Invasive Species,0
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Energy Production & Mining,0
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Climate Change,0
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Human Intrusions,0
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Pollution,0
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Transportation Corridor,0
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Natural System Modifications,0
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Geological Events,0
Agave lurida,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Agriculture & Aquaculture,1
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Biological Resource Use,0
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Commercial Development,1
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Invasive Species,0
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Energy Production & Mining,0
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Climate Change,0
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Human Intrusions,0
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Pollution,0
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Transportation Corridor,0
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Natural System Modifications,0
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Geological Events,0
Agelanthus guineensis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Agriculture & Aquaculture,1
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Biological Resource Use,0
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Commercial Development,0
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Invasive Species,0
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Energy Production & Mining,0
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Climate Change,0
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Human Intrusions,0
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Pollution,0
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Transportation Corridor,0
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Natural System Modifications,0
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Geological Events,0
Agelanthus rondensis,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Unknown,0
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Agriculture & Aquaculture,1
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Biological Resource Use,0
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Commercial Development,1
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Invasive Species,0
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Energy Production & Mining,0
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Climate Change,0
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Human Intrusions,0
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Pollution,0
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Transportation Corridor,0
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Natural System Modifications,0
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Geological Events,0
Alangium circulare,Malaysia,Asia,Flowering Plant,1960-1979,Extinct in the Wild,Unknown,0
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Agriculture & Aquaculture,1
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Biological Resource Use,1
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Commercial Development,0
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Invasive Species,0
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Energy Production & Mining,0
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Climate Change,0
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Human Intrusions,0
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Pollution,0
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Transportation Corridor,0
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Natural System Modifications,1
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Geological Events,0
Albizia verrucosa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct in the Wild,Unknown,0
Albuca nana,South Africa,Africa,Flowering Plant,1900-1919,Extinct,Agriculture & Aquaculture,0
Albuca nana,South Africa,Africa,Flowering Plant,1900-1919,Extinct,Biological Resource Use,0
Albuca nana,South Africa,Africa,Flowering Plant,1900-1919,Extinct,Commercial Development,1
Albuca nana,South Africa,Africa,Flowering Plant,1900-1919,Extinct,Invasive Species,1
Albuca nana,South Africa,Africa,Flowering Plant,1900-1919,Extinct,Energy Production & Mining,0
Albuca nana,South Africa,Africa,Flowering Plant,1900-1919,Extinct,Climate Change,0
Albuca nana,South Africa,Africa,Flowering Plant,1900-1919,Extinct,Human Intrusions,0
Albuca nana,South Africa,Africa,Flowering Plant,1900-1919,Extinct,Pollution,0
