volcano_number,volcano_name,eruption_number,eruption_start_year,event_number,event_type,event_remarks,event_date_year,event_date_month,event_date_day
332010,Kilauea,10079,1924,100174,Blocks,NA,NA,NA,NA
332010,Kilauea,10079,1924,100175,Partial collapse at end of eruption,NA,NA,NA,NA
332010,Kilauea,10080,1924,100177,Lava flow(s),NA,NA,NA,NA
332010,Kilauea,10081,1927,100179,Lava flow(s),NA,NA,NA,NA
332010,Kilauea,10081,1927,100180,Lava lake,NA,NA,NA,NA
332010,Kilauea,10081,1927,100181,Lava fountains,NA,NA,NA,NA
332010,Kilauea,10081,1927,100182,Volcanic tremor,NA,NA,NA,NA
332010,Kilauea,10081,1927,100183,Earthquakes (undefined),NA,NA,NA,NA
332010,Kilauea,10082,1928,100185,Debris avalanches,NA,NA,NA,NA
332010,Kilauea,10082,1928,100186,Earthquakes (undefined),Time and Type Unknown.,NA,NA,NA
332010,Kilauea,10083,1929,100188,Lava flow(s),NA,NA,NA,NA
332010,Kilauea,10083,1929,100189,Lava lake,NA,NA,NA,NA
332010,Kilauea,10083,1929,100190,Lava fountains,NA,NA,NA,NA
332010,Kilauea,10083,1929,100191,Volcanic tremor,NA,NA,NA,NA
332010,Kilauea,10083,1929,100192,Earthquakes (undefined),NA,NA,NA,NA
332010,Kilauea,10083,1929,100193,Deformation (inflation),NA,NA,NA,NA
332010,Kilauea,10083,1929,100194,Deformation (deflation),NA,NA,NA,NA
332010,Kilauea,10084,1929,100196,Lava flow(s),NA,NA,NA,NA
332010,Kilauea,10084,1929,100197,Lava lake,NA,NA,NA,NA
332010,Kilauea,10084,1929,100198,Lava fountains,NA,NA,NA,NA
332010,Kilauea,10084,1929,100199,Volcanic tremor,NA,NA,NA,NA
332010,Kilauea,10084,1929,100200,Earthquakes (undefined),NA,NA,NA,NA
332010,Kilauea,10084,1929,100201,Deformation (inflation),NA,NA,NA,NA
332010,Kilauea,10084,1929,100202,Deformation (deflation),NA,NA,NA,NA
332010,Kilauea,10085,1930,100204,Lava flow(s),NA,NA,NA,NA
332010,Kilauea,10090,1955,100205,Evacuations,NA,NA,NA,NA
332010,Kilauea,10090,1955,100206,Lava fountains,NA,NA,NA,NA
332010,Kilauea,10090,1955,100207,Flames,NA,NA,NA,NA
332010,Kilauea,10090,1955,100208,Loud audible noises,NA,NA,NA,NA
332010,Kilauea,10090,1955,100209,Seismicity (volcanic),Before eruption.,NA,NA,NA
332010,Kilauea,10090,1955,100210,Seismicity (volcanic),NA,NA,NA,NA
332010,Kilauea,10090,1955,100211,Deformation (undefined),NA,NA,NA,NA
332010,Kilauea,10090,1955,100212,Pumice,NA,NA,NA,NA
332010,Kilauea,10090,1955,100213,Glow,NA,NA,NA,NA
332010,Kilauea,10090,1955,100214,Lava flow(s),Entered water.,NA,NA,NA
332010,Kilauea,10091,1960,100217,Explosion,weak or small,NA,NA,NA
332010,Kilauea,10091,1960,100218,Ash,NA,NA,NA,NA
332010,Kilauea,10091,1960,100219,Bombs,weak or small,NA,NA,NA
332010,Kilauea,10091,1960,100220,Phreatic activity,NA,NA,NA,NA
332010,Kilauea,10091,1960,100221,Lava flow(s),NA,NA,NA,NA
332010,Kilauea,10091,1960,100222,Property damage,NA,NA,NA,NA
332010,Kilauea,10091,1960,100223,Evacuations,NA,NA,NA,NA
332010,Kilauea,10091,1960,100224,Lava fountains,NA,NA,NA,NA
332010,Kilauea,10091,1960,100225,Cinder cone formation,NA,NA,NA,NA
332010,Kilauea,10091,1960,100226,Volcanic tremor,Before eruption.,NA,NA,NA
332010,Kilauea,10091,1960,100227,Earthquakes (undefined),Before.,NA,NA,NA
332010,Kilauea,10091,1960,100228,Pumice,NA,NA,NA,NA
332010,Kilauea,10091,1960,100229,Lava flow(s),Entered water.,NA,NA,NA
332010,Kilauea,10092,1961,100231,Lava flow(s),NA,NA,NA,NA
332010,Kilauea,10092,1961,100232,Lava fountains,NA,NA,NA,NA
332010,Kilauea,10093,1961,100234,Lava flow(s),NA,NA,NA,NA
332010,Kilauea,10093,1961,100235,Lava fountains,NA,NA,NA,NA
332010,Kilauea,10094,1961,100237,Lava flow(s),NA,NA,NA,NA
332010,Kilauea,10094,1961,100238,Lava fountains,NA,NA,NA,NA
334050,Northern EPR at 9.8°N,10338,1875,100240,Lava flow(s),NA,NA,NA,NA
334050,Northern EPR at 9.8°N,10339,1950,100243,Lava flow(s),NA,NA,NA,NA
334050,Northern EPR at 9.8°N,10340,1988,100246,Lava flow(s),NA,NA,NA,NA
334140,Southern EPR-Segment I,10341,1915,100249,Lava flow(s),NA,NA,NA,NA
354020,Ubinas,10342,1951,100251,Explosion,NA,NA,NA,NA
354020,Ubinas,10342,1951,100252,Ash,NA,NA,NA,NA
354020,Ubinas,10343,1956,100254,Explosion,NA,NA,NA,NA
354020,Ubinas,10343,1956,100255,Ash,NA,NA,NA,NA
354020,Ubinas,10343,1956,100256,Property damage,NA,NA,NA,NA
334050,Northern EPR at 9.8°N,10344,1991,100259,Lava flow(s),NA,NA,NA,NA
334050,Northern EPR at 9.8°N,10345,1991,100262,Lava flow(s),NA,NA,NA,NA
334050,Northern EPR at 9.8°N,10346,2005,100265,Lava flow(s),NA,NA,NA,NA
334050,Northern EPR at 9.8°N,10346,2005,100266,Earthquakes (undefined),Before.,NA,NA,NA
334050,Northern EPR at 9.8°N,10346,2005,100267,Earthquakes (undefined),NA,NA,NA,NA
334070,Galapagos Rift,10347,1972,100269,Lava flow(s),NA,NA,NA,NA
334070,Galapagos Rift,10347,1972,100270,Earthquakes (undefined),NA,NA,NA,NA
334070,Galapagos Rift,10347,1972,100271,Fauna kill,Aquatic.,NA,NA,NA
334130,Southern EPR-Segment J,10359,1890,100273,Lava flow(s),NA,NA,NA,NA
334140,Southern EPR-Segment I,10360,1620,100276,Lava flow(s),NA,NA,NA,NA
334140,Southern EPR-Segment I,10361,1860,100279,Lava flow(s),NA,NA,NA,NA
341001,Pinacate,10365,1928,100283,Explosion,Uncertain,NA,NA,NA
341001,Pinacate,10365,1928,100284,Ash,Uncertain,NA,NA,NA
341001,Pinacate,10366,1934,100285,Explosion,Uncertain,NA,NA,NA
341001,Pinacate,10366,1934,100286,Ash,Uncertain,NA,NA,NA
341021,Socorro,10370,-3090,100294,Explosion,NA,NA,NA,NA
341021,Socorro,10370,-3090,100295,Lava flow(s),NA,NA,NA,NA
341021,Socorro,10370,-3090,100296,Lava flow(s),Entered water.,NA,NA,NA
341021,Socorro,10373,1905,100299,Phreatic activity,Uncertain,NA,NA,NA
341021,Socorro,10374,1951,100301,Phreatic activity,NA,NA,NA,NA
341021,Socorro,10374,1951,100302,Blocks,NA,NA,NA,NA
600000,Unknown Source,10375,-3201,100303,Explosion,NA,NA,NA,NA
341090,Popocatepetl,10376,1518,100305,Explosion,Uncertain,NA,NA,NA
341030,Ceboruco,10383,1870,100307,Lava flow(s),"violent, strong, or large",NA,NA,NA
341030,Ceboruco,10383,1870,100308,Lava dome formation,NA,NA,NA,NA
341030,Ceboruco,10383,1870,100309,Property damage,NA,NA,NA,NA
341030,Ceboruco,10383,1870,100310,Evacuations,NA,NA,NA,NA
341030,Ceboruco,10383,1870,100311,Earthquakes (undefined),Before.,NA,NA,NA
341040,Colima,10384,-7690,100313,Explosion,NA,NA,NA,NA
341040,Colima,10384,-7690,100314,Edifice destroyed,Collapse/avalanche,NA,NA,NA
341040,Colima,10384,-7690,100315,Debris avalanches,NA,NA,NA,NA
341040,Colima,10384,-7690,100316,Pumice,NA,NA,NA,NA
341040,Colima,10385,-7420,100318,Explosion,NA,NA,NA,NA
341040,Colima,10385,-7420,100319,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10386,-6320,100321,Explosion,NA,NA,NA,NA
341040,Colima,10386,-6320,100322,Ash,NA,NA,NA,NA
341040,Colima,10386,-6320,100323,Scoria,NA,NA,NA,NA
341040,Colima,10387,-5880,100325,Explosion,NA,NA,NA,NA
341040,Colima,10387,-5880,100326,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10388,-4960,100328,Explosion,NA,NA,NA,NA
341040,Colima,10388,-4960,100329,Scoria,NA,NA,NA,NA
341040,Colima,10388,-4960,100330,Debris avalanches,Uncertain,NA,NA,NA
341040,Colima,10389,-4500,100332,Explosion,NA,NA,NA,NA
341040,Colima,10389,-4500,100333,Ash,NA,NA,NA,NA
341040,Colima,10390,-4430,100335,Explosion,NA,NA,NA,NA
341040,Colima,10390,-4430,100336,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10391,-4110,100338,Explosion,NA,NA,NA,NA
341040,Colima,10391,-4110,100339,Ash,NA,NA,NA,NA
341040,Colima,10400,-1940,100341,Debris avalanches,NA,NA,NA,NA
341040,Colima,10401,-1890,100343,Explosion,NA,NA,NA,NA
341040,Colima,10401,-1890,100344,Pumice,NA,NA,NA,NA
341040,Colima,10402,-1450,100346,Explosion,NA,NA,NA,NA
341040,Colima,10402,-1450,100347,Ash,NA,NA,NA,NA
341040,Colima,10403,-1320,100349,Explosion,NA,NA,NA,NA
341040,Colima,10403,-1320,100350,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10404,-1170,100352,Explosion,NA,NA,NA,NA
341040,Colima,10404,-1170,100353,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10405,-1140,100355,Explosion,NA,NA,NA,NA
341040,Colima,10405,-1140,100356,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10406,-650,100358,Explosion,NA,NA,NA,NA
341040,Colima,10406,-650,100359,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10406,-650,100360,Edifice destroyed,Collapse/avalanche,NA,NA,NA
341040,Colima,10406,-650,100361,Debris avalanches,NA,NA,NA,NA
341040,Colima,10406,-650,100362,Pumice,NA,NA,NA,NA
341040,Colima,10407,540,100364,Explosion,NA,NA,NA,NA
341040,Colima,10407,540,100365,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10408,730,100367,Explosion,NA,NA,NA,NA
341040,Colima,10408,730,100368,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10409,1110,100370,Explosion,NA,NA,NA,NA
341040,Colima,10409,1110,100371,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10409,1110,100372,Pumice,NA,NA,NA,NA
343020,Santa Ana,10410,1884,100373,Explosion,NA,NA,NA,NA
343020,Santa Ana,10410,1884,100374,Ash,weak or small,NA,NA,NA
341040,Colima,10418,1611,100375,Scoria,NA,NA,NA,NA
341040,Colima,10418,1611,100376,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10418,1611,100377,Earthquakes (undefined),NA,NA,NA,NA
341040,Colima,10419,1622,100379,Explosion,"violent, strong, or large",NA,NA,NA
341040,Colima,10419,1622,100380,Ash,NA,NA,NA,NA
341040,Colima,10419,1622,100381,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10420,1690,100383,Explosion,"violent, strong, or large",NA,NA,NA
341040,Colima,10420,1690,100384,Ash,NA,NA,NA,NA
341040,Colima,10420,1690,100385,Pyroclastic flow,NA,NA,NA,NA
341040,Colima,10420,1690,100386,Earthquakes (undefined),NA,NA,NA,NA
341040,Colima,10421,1711,100388,Explosion,NA,NA,NA,NA
341040,Colima,10421,1711,100389,Ash,NA,NA,NA,NA
263280,Kelut,10422,1311,100392,Explosion,NA,NA,NA,NA
263280,Kelut,10422,1311,100393,Property damage,Uncertain,NA,NA,NA
263280,Kelut,10422,1311,100394,Fatalities,Uncertain,1311,NA,NA
263280,Kelut,10422,1311,100395,Lahar or mudflow,Uncertain,NA,NA,NA
263280,Kelut,10423,1334,100398,Explosion,NA,NA,NA,NA
263280,Kelut,10423,1334,100399,Property damage,NA,NA,NA,NA
263280,Kelut,10423,1334,100400,Fatalities,NA,1334,NA,NA
263280,Kelut,10423,1334,100401,Lahar or mudflow,NA,NA,NA,NA
341040,Colima,10424,1743,100403,Explosion,NA,NA,NA,NA
341040,Colima,10424,1743,100404,Ash,NA,NA,NA,NA
341040,Colima,10424,1743,100405,Earthquakes (undefined),NA,NA,NA,NA
341040,Colima,10425,1744,100407,Explosion,NA,NA,NA,NA
341040,Colima,10425,1744,100408,Ash,NA,NA,NA,NA
341040,Colima,10435,1806,100409,Ash,NA,NA,NA,NA
341040,Colima,10435,1806,100410,Pyroclastic flow,NA,NA,NA,NA
600000,Unknown Source,13270,-4596,100411,Explosion,NA,NA,NA,NA
600000,Unknown Source,13271,-4564,100412,Explosion,NA,NA,NA,NA
600000,Unknown Source,13272,-4447,100413,Explosion,NA,NA,NA,NA
600000,Unknown Source,13273,-4411,100414,Explosion,NA,NA,NA,NA
600000,Unknown Source,13274,-4375,100415,Explosion,NA,NA,NA,NA
600000,Unknown Source,13275,-4037,100416,Explosion,NA,NA,NA,NA
600000,Unknown Source,13276,-4010,100417,Explosion,NA,NA,NA,NA
600000,Unknown Source,13277,-3977,100418,Explosion,NA,NA,NA,NA
600000,Unknown Source,13278,-3905,100419,Explosion,NA,NA,NA,NA
600000,Unknown Source,13279,-3195,100420,Explosion,NA,NA,NA,NA
600000,Unknown Source,13280,-2958,100421,Explosion,NA,NA,NA,NA
600000,Unknown Source,13281,-1695,100422,Explosion,NA,NA,NA,NA
600000,Unknown Source,13282,-1628,100423,Explosion,NA,NA,NA,NA
600000,Unknown Source,13283,-1623,100424,Explosion,NA,NA,NA,NA
600000,Unknown Source,13284,-1459,100425,Explosion,NA,NA,NA,NA
600000,Unknown Source,13285,-1454,100426,Explosion,NA,NA,NA,NA
600000,Unknown Source,13286,-1192,100427,Explosion,NA,NA,NA,NA
600000,Unknown Source,13287,-1150,100428,Explosion,NA,NA,NA,NA
600000,Unknown Source,13288,-1084,100429,Explosion,NA,NA,NA,NA
600000,Unknown Source,13289,-585,100430,Explosion,NA,NA,NA,NA
600000,Unknown Source,13290,-433,100431,Explosion,NA,NA,NA,NA
600000,Unknown Source,13291,-345,100432,Explosion,NA,NA,NA,NA
600000,Unknown Source,13292,-325,100433,Explosion,NA,NA,NA,NA
600000,Unknown Source,13293,-208,100434,Explosion,NA,NA,NA,NA
600000,Unknown Source,13294,-180,100435,Explosion,NA,NA,NA,NA
211020,Vesuvius,13311,536,100437,Explosion,NA,NA,NA,NA
211020,Vesuvius,13311,536,100438,Ash,NA,NA,NA,NA
211020,Vesuvius,13311,536,100439,Property damage,NA,NA,NA,NA
211020,Vesuvius,13311,536,100440,Lahar or mudflow,Uncertain,NA,NA,NA
213020,Nemrut Dagi,13312,-4055,100441,Explosion,NA,NA,NA,NA
213020,Nemrut Dagi,13312,-4055,100442,Ash,NA,NA,NA,NA
213020,Nemrut Dagi,13313,-1662,100443,Explosion,NA,NA,NA,NA
213020,Nemrut Dagi,13313,-1662,100444,Ash,NA,NA,NA,NA
211020,Vesuvius,13314,685,100446,Explosion,NA,NA,NA,NA
211020,Vesuvius,13314,685,100447,Ash,NA,NA,NA,NA
211020,Vesuvius,13314,685,100448,Lava flow(s),Uncertain,NA,NA,NA
211020,Vesuvius,13314,685,100449,Property damage,NA,NA,NA,NA
211020,Vesuvius,13314,685,100450,Eruption cloud,NA,NA,NA,NA
211020,Vesuvius,13314,685,100451,Earthquakes (undefined),NA,NA,NA,NA
211020,Vesuvius,13314,685,100452,Lightning,NA,NA,NA,NA
211020,Vesuvius,13314,685,100453,Lava flow(s),Entered water. Uncertain,NA,NA,NA
211020,Vesuvius,13315,787,100456,Explosion,NA,NA,NA,NA
211020,Vesuvius,13315,787,100457,Pyroclastic flow,Uncertain,NA,NA,NA
211020,Vesuvius,13315,787,100458,Lava flow(s),NA,NA,NA,NA
211020,Vesuvius,13315,787,100459,Property damage,NA,NA,NA,NA
211020,Vesuvius,13315,787,100460,Fatalities,Uncertain,787,10,15
211020,Vesuvius,13315,787,100461,Blocks,NA,NA,NA,NA
211020,Vesuvius,13315,787,100462,Lava flow(s),Entered water.,NA,NA,NA
211020,Vesuvius,13316,860,100464,Lava flow(s),NA,NA,NA,NA
211020,Vesuvius,13316,860,100465,Lava flow(s),Entered water.,NA,NA,NA
211020,Vesuvius,13317,900,100467,Lava flow(s),NA,NA,NA,NA
211020,Vesuvius,13317,900,100468,Lava flow(s),Entered water.,NA,NA,NA
211020,Vesuvius,13325,1139,100469,Bombs,NA,NA,NA,NA
211020,Vesuvius,13325,1139,100470,Lava flow(s),NA,NA,NA,NA
211020,Vesuvius,13326,1150,100472,Explosion,NA,NA,NA,NA
211020,Vesuvius,13327,1270,100474,Explosion,NA,NA,NA,NA
211020,Vesuvius,13328,1347,100476,Explosion,Uncertain,NA,NA,NA
211020,Vesuvius,13329,1500,100478,Ash,NA,NA,NA,NA
211020,Vesuvius,13329,1500,100479,Phreatic activity,NA,NA,NA,NA
211020,Vesuvius,13330,1570,100481,Ash,NA,NA,NA,NA
211020,Vesuvius,13330,1570,100482,Scoria,NA,NA,NA,NA
211020,Vesuvius,13330,1570,100483,Phreatic activity,NA,NA,NA,NA
213020,Nemrut Dagi,13331,-787,100484,Explosion,NA,NA,NA,NA
213020,Nemrut Dagi,13331,-787,100485,Ash,NA,NA,NA,NA
