source,source_id,source_site_name,site_name,latitude,longitude,phase,phase_description,phase_code,age_start,age_end,taxon_source,n,prop,reference,taxon_detail,taxon,genus,family,category,founder_crop,edibility,grass_type,legume_type
ORIGINS,12254–12254,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Bassia prostrata,3,5.199306759098787e-4,MooreEtal2000,Bassia prostrata,"Bassia spp. (incl. muricata, protrata)",Bassia,Amaranthaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,11968–12362,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Brachypodium distachyon,6,0.00103986135181975,MooreEtal2000,Brachypodium distachyon,Brachypodium distachyon,Brachypodium,Poaceae,Grasses,NA,NA,Small/medium-seeded,NA
ORIGINS,12067–12077,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Brassica/Sinapis arvensis,22,0.00381282495667244,MooreEtal2000,NA,Brassicaceae indet. (edible),NA,Brassicaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,12242–12264,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Brassicaceae,234,0.04055459272097054,MooreEtal2000,NA,Brassicaceae indet. (edible),NA,Brassicaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,11965–11965,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Bromus,3,5.199306759098787e-4,MooreEtal2000,Bromus sp.,"Bromus spp. (incl. arvensis, danthoniae, diandrus, hordeaceus, secalinus, sterilis, tectorum)",Bromus,Poaceae,Grasses,NA,NA,Small/medium-seeded,NA
ORIGINS,11958–12303,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Buglossoides arvensis/incrassata,9,0.00155979202772963,MooreEtal2000,Buglossoides sp.,"Buglossoides spp. (incl. arvensis, tenuiflora)",Buglossoides,Boraginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,11957–12354,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Buglossoides tenuiflora,55,0.0095320623916811,MooreEtal2000,Buglossoides tenuiflora,"Buglossoides spp. (incl. arvensis, tenuiflora)",Buglossoides,Boraginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12010–12253,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Camphorosma monspeliaca,6,0.00103986135181975,MooreEtal2000,Camphorosma monspeliaca,Camphorosma spp. (incl. monspeliaca),Camphorosma,Amaranthaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12243–12243,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Capparis,3,5.199306759098787e-4,MooreEtal2000,Capparis sp.,Capparis spp. (incl. spinosa),Capparis,Capparaceae,Fruits/nuts,NA,Edible seed/fruit,NA,NA
ORIGINS,12005–12005,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Capsella bursa-pastoris,3,5.199306759098787e-4,MooreEtal2000,Capsella bursa-pastoris,Capsella spp. (incl. bursa-pastoris),Capsella,Brassicaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,11975–11978,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Celtis tournefortii,15,0.00259965337954939,MooreEtal2000,Celtis tournefortii,"Celtis spp. (incl. australis, tournefortii)",Celtis,Cannabaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,12310–12310,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Chenopodium,3,5.199306759098787e-4,MooreEtal2000,Chenopodium sp.,"Chenopodium spp. (incl. album, glaucum, murale, rubrum)",Chenopodium,Chenopodiaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12027–12365,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Citrullus colocynthis,6,0.00103986135181975,MooreEtal2000,Citrullus colocynthis,Citrullus colocynthis,Citrullus,Cucurbitaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,12335–12335,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Crithopis deliliana,3,5.199306759098787e-4,MooreEtal2000,Crithopsis delileana,Crithopsis delileana,Crithopis,Poaceae,Grasses,NA,NA,Small/medium-seeded,NA
ORIGINS,12292–12341,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Crypsis,31,0.00537261698440208,MooreEtal2000,Crypsis sp.,"Crypsis spp. (incl. alopecuroides, schoenoides)",Crypsis,Poaceae,Grasses,NA,NA,Small-seeded,NA
ORIGINS,11967–11967,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Cutandia,3,5.199306759098787e-4,MooreEtal2000,Cutandia sp.,"Cutandia spp. (incl. dichotoma, memphitica)",Cutandia,Poaceae,Grasses,NA,NA,Small-seeded,NA
ORIGINS,11953–12262,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Draba,182,0.03154246100519931,MooreEtal2000,Draba sp.,Draba sp.,Draba,Brassicaceae,Wild plants,NA,NA,NA,NA
ORIGINS,11952–12261,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Euclidium syriacum,9,0.00155979202772963,MooreEtal2000,Euclidium syriacum,Euclidium spp. (incl. syriacum),Euclidium,Brassicaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12066–12082,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Glaucium,6,0.00103986135181975,MooreEtal2000,Glaucium sp.,"Glaucium spp. (incl. aleppicum, corniculatum)",Glaucium,Papaveraceae,Wild plants,NA,NA,NA,NA
ORIGINS,12026–12364,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Glycyrrhiza,6,0.00103986135181975,MooreEtal2000,Glycyrrhiza sp.,Glycyrrhiza spp. (incl. glabra),Glycyrrhiza,Fabaceae,Pulses,NA,NA,NA,Small-seeded
ORIGINS,11954–12348,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Gypsophila elegans,18,0.00311958405545927,MooreEtal2000,Gypsophila elegans,"Gypsophila spp. (incl. elegans, obionica, pilosa)",Gypsophila,Caryophillaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12011–12347,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Gypsophila pilosa,19,0.00329289428076256,MooreEtal2000,Gypsophila pilosa,"Gypsophila spp. (incl. elegans, obionica, pilosa)",Gypsophila,Caryophillaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12273–12273,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Heliotropium,3,5.199306759098787e-4,MooreEtal2000,Heliotropium sp.,"Heliotropium spp. (incl. europaeum, persicum, rotundifolium, suaveolens)",Heliotropium,Boraginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12285–12285,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Henrardia pubescens,3,5.199306759098787e-4,MooreEtal2000,Henrardia pubescens,Henrardia pubescens,Henrardia,Poaceae,Grasses,NA,NA,Large/medium-seeded,NA
ORIGINS,11955–12321,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Herniaria,9,0.00155979202772963,MooreEtal2000,Herniaria sp.,Herniaria sp.,Herniaria,Poaceae,Grasses,NA,NA,Small-seeded,NA
ORIGINS,11969–12024,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Hordeum murinum,12,0.00207972270363951,MooreEtal2000,Hordeum murinum,"Hordeum spp. (bulbosum, glaucum, murinum, marinum, hystrix, sphaerococcum)",Hordeum,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,12286–12336,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Hordeum murinum/bulbosum,15,0.00259965337954939,MooreEtal2000,Hordeum sp.,"Hordeum spp. (bulbosum, glaucum, murinum, marinum, hystrix, sphaerococcum)",Hordeum,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,12032–12345,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Juncus,407,0.07053726169844021,MooreEtal2000,Juncus sp.,Juncus spp. (incl. rigidus),Juncus,Juncaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12252–12252,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Krascheninnikovia ceratoides,3,5.199306759098787e-4,MooreEtal2000,Krascheninnikovia ceratoides,Krascheninnikovia ceratoides,Krascheninnikovia,Amaranthaceae,Wild plants,NA,NA,NA,NA
ORIGINS,11999–12046,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Lens,12,0.00207972270363951,MooreEtal2000,Lens sp.,"Lens spp. (incl. culinaris, orientalis)",Lens,Fabaceae,Pulses,lentil,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,11951–12260,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Lepidium perfoliatum,153,0.02651646447140381,MooreEtal2000,Lepidium perfoliatum,"Lepidium spp. (incl. niloticum, perfoliatum, ruderale, sativum)",Lepidium,Brassicaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,12258–12263,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Lepidium/Camelina,6,0.00103986135181975,MooreEtal2000,NA,Brassicaceae indet. (edible),NA,Brassicaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,11966–11966,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Lolium rigidum,3,5.199306759098787e-4,MooreEtal2000,Lolium rigidum,"Lolium spp. (incl. perenne, persicum, remotum, rigidum, temulentum)",Lolium,Poaceae,Grasses,NA,NA,Large/medium-seeded,NA
ORIGINS,12014–12014,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Minuartia rubella,3,5.199306759098787e-4,MooreEtal2000,Minuartia rubella,"Minuartia spp. (incl. hybrida, rubella)",Minuartia,Caryophillaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12324–12324,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Moltkia coerulea,3,5.199306759098787e-4,MooreEtal2000,Moltkia coerulea,Moltkia coerulea,Moltkia,Boraginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12015–12351,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Onobrychis,20,0.00346620450606585,MooreEtal2000,Onobrychis sp.,Onobrychis spp. (incl. crista-galli),Onobrychis,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,12294–12344,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Phragmites australis,9,0.00155979202772963,MooreEtal2000,Phragmites australis,Phragmites australis,Phragmites,Poaceae,Grasses,NA,Edible seed/fruit,Small-seeded,NA
ORIGINS,11945–12048,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Pistacia atlantica/khinjuk,158,0.02738301559792027,MooreEtal2000,Pistacia sp.,"Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)",Pistacia,Anacardiaceae,Fruits/nuts,NA,Edible seed/fruit,NA,NA
ORIGINS,11972–12339,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Polygonum corrigioloides,1628,0.28214904679376085,MooreEtal2000,Polygonum corrigioloides,"Polygonum spp. (incl. aviculare, convolvulus, corrigioloides, lapathifolium, persicaria, salicifolium, venantianum)",Polygonum,Polygonaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,12312–12312,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Potentilla,6,0.00103986135181975,MooreEtal2000,Potentilla sp.,Potentilla spp. (incl. supina),Potentilla,Rosaceae,Wild plants,NA,NA,NA,NA
ORIGINS,11944–11995,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Pyrus,9,0.00155979202772963,MooreEtal2000,Pyrus sp.,Pyrus sp.,Pyrus,Rosaceae,Fruits/nuts,NA,Edible seed/fruit,NA,NA
ORIGINS,11961–12279,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Salvia cryptantha,6,0.00103986135181975,MooreEtal2000,Salvia cryptantha,Salvia cryptantha,Salvia,Lamiaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12346–12346,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Secale cereale,3,5.199306759098787e-4,MooreEtal2000,Secale cereale,"Secale spp. (incl. cereale, montanum)",Secale,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,11950–12081,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Secale cereale ssp.vavilovii,85,0.01473136915077989,MooreEtal2000,Secale cereale,"Secale spp. (incl. cereale, montanum)",Secale,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,11949–12080,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Secale montanum,24,0.00415944540727902,MooreEtal2000,Secale montanum,"Secale spp. (incl. cereale, montanum)",Secale,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,11964–12361,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Stipa lagascae/hohenackeriana/barbata,324,0.05615251299826689,MooreEtal2000,Stipa sp.,"Stipa spp. (incl. capensis, gigantea)",Stipa,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,11963–12360,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Stipa parviflora/capensis,72,0.01247833622183708,MooreEtal2000,Stipa sp.,"Stipa spp. (incl. capensis, gigantea)",Stipa,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,12255–12255,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Suaeda,3,5.199306759098787e-4,MooreEtal2000,Suaeda sp.,"Suaeda spp. (incl. fruticosa, maritima, palaestina)",Suaeda,Amaranthaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12289–12314,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Suaeda fruticosa,3,5.199306759098787e-4,MooreEtal2000,Suaeda fruticosa,"Suaeda spp. (incl. fruticosa, maritima, palaestina)",Suaeda,Amaranthaceae,Wild plants,NA,"leaves, stems",NA,NA
ORIGINS,12009–12009,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Torularia torulosa,3,5.199306759098787e-4,MooreEtal2000,Torularia torulosa,Torularia torulosa,Torularia,Brassicaceae,Wild plants,NA,NA,NA,NA
ORIGINS,11947–12078,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Triticum,78,0.01351819757365684,MooreEtal2000,Triticum sp.,Triticum spp. (indeter.),Triticum,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,12295–12295,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Triticum aestivum,3,5.199306759098787e-4,MooreEtal2000,Triticum aestivum,"Triticum spp. (inc. aestivum, durum)",Triticum,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,11946–12035,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Vicia ervilia,9,0.00155979202772963,MooreEtal2000,Vicia ervilia,Vicia ervilia,Vicia,Fabaceae,Pulses,bitter vetch,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,11971–12366,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 1,Dates approximated from Colledge & Conolly 2010,ABHU Epip1,13096,12984,Zygophyllum fabago,19,0.00329289428076256,MooreEtal2000,Zygophyllum fabago,Zygophyllum spp. (incl. fabago),Zygophyllum,Zygophyllaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12376–12579,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 2,Dates approximated from Colledge & Conolly 2010,ABHU Epip2,12984,12055,Aizoon hispanicum,12,9.450307134981888e-4,MooreEtal2000,Aizoon hispanicum,Aizoon spp. (incl. hispanicum),Aizoon,Aizoaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12211–12211,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 2,Dates approximated from Colledge & Conolly 2010,ABHU Epip2,12984,12055,Alyssum,3,2.362576783745472e-4,MooreEtal2000,Alyssum sp.,Alyssum spp. (incl. damascenus),Alyssum,Brassicaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12393–12446,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 2,Dates approximated from Colledge & Conolly 2010,ABHU Epip2,12984,12055,Arenaria serpyllifolia,18,0.00141754607024728,MooreEtal2000,Arenaria serpyllifolia,Arenaria spp. (incl. serpyllifolia),Arenaria,Caryophyllaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12373–12583,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 2,Dates approximated from Colledge & Conolly 2010,ABHU Epip2,12984,12055,Arnebia decumbens,616,0.04851157662624035,MooreEtal2000,Arnebia decumbens,"Arnebia spp. (incl. decumbens, linearifolia)",Arnebia,Boraginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,12374–12577,Abu Hureyra,Abu Hureyra,35.87,38.4,Abu Hureyra 1 (epipalaeolithic) phase 2,Dates approximated from Colledge & Conolly 2010,ABHU Epip2,12984,12055,Arnebia linearifolia,20,0.00157505118916364,MooreEtal2000,Arnebia linearifolia,"Arnebia spp. (incl. decumbens, linearifolia)",Arnebia,Boraginaceae,Wild plants,NA,NA,NA,NA
