date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19560520,1956,56007,USA,BIKINI,DOE,11.35,165.2,0,0,-1.5,3800,3800,WR,CHEROKEE,AIRDROP
19560527,1956,56008,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,3500,3500,WR,ZUNI,SURFACE
19560527,1956,56009,USA,ENEWETAK,DOE,11.3,162.15,0,0,0,0.19,0.19,WR,YUMA,TOWER
19560530,1956,56010,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.1,14.9,14.9,WR,ERIE,TOWER
19560606,1956,56011,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,13.7,13.7,WR,SEMINOLE,SURFACE
19560611,1956,56012,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,365,365,WR,FLATHEAD,BARGE
19560611,1956,56013,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.1,8,8,WR,BLACKFOOT,TOWER
19560613,1956,56014,USA,ENEWETAK,DOE,11.3,162.15,0,0,0,1.49,1.49,WR,KICKAPOO,TOWER
19560616,1956,56015,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.2,1.7,1.7,WR,OSAGE,AIRDROP
19560619,1956,56016,UK,MONTEB AUSTR,DOE,-20.4,115.53,0,0,0,60,60,WR,MOSAIC:G2,TOWER
19560621,1956,56017,USA,ENEWETAK,DOE,11.3,162.15,0,0,0,15.2,15.2,WR,INCA,TOWER
19560625,1956,56018,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,1100,1100,WR,DAKOTA,BARGE
19560702,1956,56019,USA,ENEWETAK,DOE,11.3,162.15,0,0,0,360,360,WR,MOHAWK,TOWER
19560708,1956,56020,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,1850,1850,WR,APACHE,BARGE
19560710,1956,56021,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,4500,4500,WR,NAVAJO,BARGE
19560720,1956,56022,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,5000,5000,WR,TEWA,BARGE
19560721,1956,56023,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,250,250,WR,HURON,BARGE
19560824,1956,56024,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,27,27,WR,NA,SURFACE
19560830,1956,56025,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,900,900,WR,NA,ATMOSPH
19560902,1956,56026,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,51,51,WR,NA,ATMOSPH
19560910,1956,56027,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,38,38,WR,NA,ATMOSPH
19560927,1956,56028,UK,MARALI AUSTR,DOE,-30,131,0,0,0,15,15,WR,BUFFALO: Rl,TOWER
19561004,1956,56029,UK,MARALI AUSTR,DOE,-30,131,0,0,-0.001,1.5,1.5,WE,BUFFALO:R2,SURFACE
19561011,1956,56030,UK,MARALI AUSTR,DOE,-30,131,0,0,0,3,3,WR,BUFFALO: R3,AIRDROP
19561022,1956,56031,UK,MARALI AUSTR,DOE,-30,131,0,0,0,10,10,WR,BUFFALO:R4,TOWER
19561117,1956,56032,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,900,900,WR,NA,ATMOSPH
19561214,1956,56033,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,40,40,WR,NA,ATMOSPH
19570119,1957,57001,USSR,MTR RUSS,DOE,48,46,0,0,0,10,10,WE,NA,ATMOSPH
19570308,1957,57002,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,19,19,WR,NA,ATMOSPH
19570403,1957,57003,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,42,42,WR,NA,ATMOSPH
19570406,1957,57004,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,57,57,WR,NA,ATMOSPH
19570410,1957,57005,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,680,680,WR,NA,ATMOSPH
19570412,1957,57006,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,22,22,WR,NA,ATMOSPH
19570416,1957,57007,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,320,320,WR,NA,ATMOSPH
19570424,1957,57053,USA,MELLIS NV,DOE,37,-115,0,0,0,0,0,SE,PROJECT 57:1,SURFACE
19570515,1957,57008,UK,MALDEN IS,DOE,-4,-155,0,0,0,300,300,WR,GRAPPLE:1,AIRDROP
19570528,1957,57009,USA,NTS,DOE,37,-116,0,0,-0.2,12,12,WR,BOLTZMANN,TOWER
19570531,1957,57010,UK,MALDEN IS,DOE,-4,-155,0,0,0,720,720,WR,GRAPPLE:2,AIRDROP
19570602,1957,57011,USA,NTS,DOE,37,-116,0,0,-0.1,0.14,0.14,WR,FRANKLIN,TOWER
19570605,1957,57012,USA,NTS,DOE,37,-116,0,0,-0.2,5e-4,5e-4,WR,LASSEN,BALLOON
19570618,1957,57013,USA,NTS,DOE,37,-116,0,0,-0.2,10,10,WR,WILSON,BALLOON
19570619,1957,57014,UK,MALDEN IS,DOE,-4,-155,0,0,0,200,200,WR,GRAPPLE:3,AIRDROP
19570624,1957,57015,USA,NTS,DOE,37,-116,0,0,-0.2,37,37,WR,PRISCILLA,BALLOON
19570701,1957,57054,USA,NTS,DOE,37,-116,0,0,0,0,0,SE,COULOMB-A,SURFACE
19570705,1957,57016,USA,NTS,DOE,37,-116,0,0,-0.5,74,74,WR,HOOD,BALLOON
19570715,1957,57017,USA,NTS,DOE,37,-116,0,0,-0.2,17,17,WR,DIABLO,TOWER
19570719,1957,57018,USA,NTS,DOE,37,-116,0,0,-6.8,2,2,WE,JOHN,ROCKET
19570724,1957,57019,USA,NTS,DOE,37,-116,0,0,-0.2,10,10,WR,KEPLER,TOWER
19570725,1957,57020,USA,NTS,DOE,37,-116,0,0,-0.2,9.7,9.7,WR,OWENS,BALLOON
19570726,1957,57021,USA,NTS,DOE,37,-116,0,0,0,0,0,SE,PASCAL-A,SHAFT
19570807,1957,57022,USA,NTS,DOE,37,-116,0,0,-0.5,19,19,WR,STOKES,BALLOON
19570810,1957,57055,USA,NTS,DOE,37,-116,0,0,0,0,0,SE,SATURN,TUNNEL
19570818,1957,57023,USA,NTS,DOE,37,-116,0,0,-0.2,17,17,WR,SHASTA,TOWER
19570822,1957,57024,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,520,520,WR,NA,ATMOSPH
19570823,1957,57025,USA,NTS,DOE,37,-116,0,0,-0.5,11,11,WR,DOPPLER,BALLOON
19570826,1957,57026,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.1,0.1,SE,NA,ATMOSPH
19570827,1957,57027,USA,NTS,DOE,37,-116,0,0,0,0,0,SE,PASCAL-B,SHAFT
19570830,1957,57028,USA,NTS,DOE,37,-116,0,0,-0.25,4.7,4.7,WR,FRANKLIN PRIME,BALLOON
19570831,1957,57029,USA,NTS,DOE,37,-116,0,0,-0.25,44,44,WR,SMOKY,TOWER
19570902,1957,57030,USA,NTS,DOE,37,-116,0,0,-0.2,11,11,WR,GALILEO,TOWER
19570906,1957,57031,USA,NTS,DOE,37,-116,0,0,-0.2,0.2,0.2,WR,WHEELER,BALLOON
19570906,1957,57032,USA,NTS,DOE,37,-116,0,0,-0.001,0.3,0.3,SE,COULOMB-B,SURFACE
19570907,1957,57034,USSR,N2 RUSS,DOE,73,55,0,0,0,32,32,FMS,NA,SURFACE
19570908,1957,57033,USA,NTS,DOE,37,-116,0,0,-0.25,1,1,WR,LAPLACE,BALLOON
19570913,1957,57035,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,5.9,5.9,WR,NA,ATMOSPH
19570914,1957,57036,UK,MARALI AUSTR,DOE,-30,131,0,0,0,1,1,WR,ANTLER:1,TOWER
19570914,1957,57037,USA,NTS,DOE,37,-116,0,0,-0.2,11,11,WR,FIZEAU,TOWER
19570916,1957,57038,USA,NTS,DOE,37,-116,0,0,-0.5,12,12,WR,NEWTON,BALLOON
19570919,1957,57039,USA,NTS,DOE,37,-116,4.1,0,0.3,1.7,1.7,WR,RAINIER,TUNNEL
19570923,1957,57040,USA,NTS,DOE,37,-116,0,0,-0.2,19,19,WR,WHITNEY,TOWER
19570924,1957,57041,USSR,NZ RUSS,DOE,73,55,0,0,0,1600,1600,WR,NA,AIRDROP
19570925,1957,57042,UK,MARALI AUSTR,DOE,-30,131,0,0,0,6,6,WR,ANTLER:2,TOWER
19570926,1957,57043,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,13,13,WR,NA,ATMOSPH
19570928,1957,57044,USA,NTS,DOE,37,-116,0,0,-0.5,12,12,WR,CHARLESTON,BALLOON
19571006,1957,57045,USSR,NZ RUSS,DOE,73,55,0,0,0,2900,2900,WR,NA,ATMOSPH
19571007,1957,57046,USA,NTS,DOE,37,-116,0,0,-0.2,8,8,WR,MORGAN,BALLOON
19571009,1957,57047,UK,MARALI AUSTR,DOE,-30,131,0,0,0,25,25,WR,ANTLER:3,BALLOON
19571010,1957,57048,USSR,NZ RUSS,DOE,73,55,0,0,0,10,10,WE,NA,UW
19571108,1957,57049,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,1800,1800,WR,GRAPPLE X,AIRDROP
19571206,1957,57050,USA,NTS,DOE,37,-116,0,0,0,0,0,SE,PASCAL-C,SHAFT
19571209,1957,57051,USA,NTS,DOE,37,-116,0,0,0,0.5,0.5,SE,COULOMB-C,SURFACE
19571228,1957,57052,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,12,12,WR,NA,ATMOSPH
19580104,1958,58001,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.3,1.3,WR,NA,ATMOSPH
19580117,1958,58002,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.5,0.5,WR,NA,ATMOSPH
19580222,1958,58003,USA,NTS,DOE,37,-116,0,0,0,0,0.001,SE,VENUS,TUNNEL
19580223,1958,58004,USSR,NZ RUSS,DOE,73,55,0,0,0,860,860,WR,NA,ATMOSPH
19580227,1958,58005,USSR,NZ RUSS,DOE,73,55,0,0,0,250,250,WR,NA,ATMOSPH
19580227,1958,58006,USSR,NZ RUSS,DOE,73,55,0,0,0,1500,1500,WR,NA,ATMOSPH
19580313,1958,58007,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WR,NA,ATMOSPH
19580314,1958,58008,USSR,NZ RUSS,DOE,73,55,0,0,0,40,40,FMS,NA,ATMOSPH
19580314,1958,58009,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,35,35,WR,NA,ATMOSPH
19580314,1958,58010,USA,NTS,DOE,37,-116,0,0,0,0,0.001,SE,URANUS,TUNNEL
19580315,1958,58011,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,14,14,WR,NA,ATMOSPH
19580318,1958,58012,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.16,0.16,FMS,NA,ATMOSPH
19580320,1958,58013,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,12,12,WR,NA,ATMOSPH
19580321,1958,58014,USSR,NZ RUSS,DOE,73,55,0,0,0,650,650,WR,NA,ATMOSPH
19580322,1958,58015,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,18,18,WR,NA,ATMOSPH
19580428,1958,58016,USA,PACIFIC,DOE,12.617,163.017,0,0,-28,1.7,1.7,WE,YUCCA,BALLOON
19580428,1958,58017,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,3000,3000,WR,GRAPPLE Y,AIRDROP
19580505,1958,58018,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,18,18,WR,CACTUS,SURFACE
19580511,1958,58019,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,1360,1360,WR,FIR,BARGE
19580511,1958,58020,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,81,81,WR,BUTTERNUT,BARGE
19580512,1958,58021,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,1370,1370,WR,KOA,SURFACE
19580516,1958,58022,USA,ENEWETAK,DOE,11.3,162.15,0,0,0.2,9,9,WE,WAHOO,UW
19580520,1958,58023,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,5.9,5.9,WR,HOLLY,BARGE
19580521,1958,58024,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,25.1,25.1,WR,NUTMEG,BARGE
19580526,1958,58025,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,330,330,WR,YELLOW WOOD,BARGE
19580526,1958,58026,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,57,57,WR,MAGNOLIA,BARGE
19580530,1958,58027,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,11.6,11.6,WR,TOBACCO,BARGE
19580531,1958,58028,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,92,92,WR,SYCAMORE,BARGE
19580602,1958,58029,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,15,15,WR,ROSE,BARGE
19580608,1958,58030,USA,ENEWETAK,DOE,11.3,162.15,0,0,0.05,8,8,WE,UMBRELLA,UW
19580610,1958,58031,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,213,213,WR,MAPLE,BARGE
19580614,1958,58032,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,319,319,WR,ASPEN,BARGE
19580614,1958,58033,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,1450,1450,WR,WALNUT,BARGE
19580618,1958,58034,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,11,11,WR,LINDEN,BARGE
19580627,1958,58035,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,412,412,WR,REDWOOD,BARGE
19580627,1958,58036,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,880,880,WR,ELDER,BARGE
19580628,1958,58037,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,8900,8900,WR,OAK,BARGE
19580629,1958,58038,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,14,14,WR,HICKORY,BARGE
19580701,1958,58039,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,5.2,5.2,WR,SEQUOIA,BARGE
19580702,1958,58040,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,220,220,WR,CEDAR,BARGE
19580705,1958,58041,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,397,397,WR,DOGWOOD,BARGE
19580712,1958,58042,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,9300,9300,WR,POPLAR,BARGE
19580714,1958,58043,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,0,0,SE,SCAEVOLA,BARGE
19580717,1958,58044,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,255,255,WR,PISONIA,BARGE
19580722,1958,58045,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,65,65,WR,JUNIPER,BARGE
19580722,1958,58046,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,202,202,WR,OLIVE,BARGE
19580726,1958,58047,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,2000,2000,WR,PINE,BARGE
19580801,1958,58048,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,-85,3800,3800,WE,TEAK,ROCKET
19580806,1958,58049,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,0,0,WR,QUINCE,SURFACE
19580812,1958,58050,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,-45,3800,3800,WE,ORANGE,ROCKET
19580818,1958,58051,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,0.02,0.02,WR,FIG,SURFACE
19580822,1958,58052,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,24,24,WR,GRAPPLE Z,BALLOON
19580827,1958,58053,USA,S. ATLANTIC,DOE,-38.5,-11.5,0,0,-160,1,2,WE,ARGUS:I,ROCKET
19580830,1958,58054,USA,S.ATLANTIC,DOE,-49.5,-8.2,0,0,-160,1,2,WE,ARGUS:II,ROCKET
19580902,1958,58055,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,1000,1000,WR,GRAPPLE,AIRDROP
19580906,1958,58056,USA,S.ATLANTIC,DOE,-48.5,-9.7,0,0,-160,1,2,WE,ARGUS:III,ROCKET
