year,id,imdb_id,title,rating
1907,5223,0215737,The Eclipse: Courtship of the Sun and Moon,0
1908,6231,1802750,Unusual Cooking,0
1909,6211,0277596,Le barometre de la fidelite,1
1909,4409,0001009,The Princess Nicotine; or Smoke Fairy,2
1909,5635,0127948,The Devilish Tenant,0
1910,5685,1515725,A Trip to Mars,0
1910,1464,0232821,Tilly the Tomboy Visits the Poor,3
1910,4983,0486978,Mobilier fidele,0
1912,2003,0002101,Cleopatra,2
1912,5357,0277865,Max and the Donkey,0
1912,2005,0002281,The Invaders,0
1913,5364,0003512,The Voyage of the Bourrichon Family,0
1913,5915,0003424,Suspense,0
1914,4457,0003973,A Florida Enchantment,2
1915,1258,0004972,The Birth of a Nation,2
1916,2014,0279914,Lady Windermere’s Fan,3
1916,5368,0007507,The Vagabond,0
1916,7004,0007361,Snow White,3
1916,5944,0006864,Intolerance: Love’s Struggle Throughout the Ages,0
1916,2008,0006745,Gretchen the Greenhorn,3
1917,1981,0008652,A Tale of Two Cities,3
1917,2019,0008489,"Raffles, the Amateur Cracksman",2
1917,1994,0008443,The Poor Little Rich Girl,3
1917,2015,0008519,A Romance of the Redwoods,0
1917,1993,0008499,Rebecca of Sunnybrook Farm,3
1918,1996,0009682,Tarzan of the Apes,3
1918,5441,0008844,Are Crooks Dishonest?,0
1918,7108,0010281,Ich mochte kein Mann sein,3
1918,2007,0009652,Stella Maris,3
1919,2588,0009968,Broken Blossoms or The Yellow Man and the Girl,0
1919,2018,0010879,When the Clouds Roll by,3
1920,5948,0011870,Within Our Gates,3
1920,1991,0011588,Pollyanna,3
1920,1306,0010323,The Cabinet of Dr. Caligari,0
1921,1263,0012532,Orphans of the Storm,3
1921,4204,0011979,The Blot,3
1921,3945,0012349,The Kid,0
1921,5898,0012364,K&ouml;rkarlen (The Phantom Carriage),2
1922,1631,0013496,The Phantom,2
1922,1778,0013428,Nathan der Weise,2
1922,5361,0012543,The Paleface,0
1922,5967,0013086,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",3
1922,5958,0013140,Foolish Wives,3
1922,2001,0013367,The Man from Beyond,1
1922,1307,0013442,"Nosferatu, eine Symphonie des Grauens",2
1922,3800,0013257,H&auml;xan: Witchcraft Through the Ages,3
1922,5901,0013427,Nanook of the North,1
1923,5949,0014341,Our Hospitality,0
1923,1967,0014611,Why Worry?,0
1923,1998,0014469,The Silent Command,2
1923,5888,0013626,La souriante Madame Beudet,3
1923,8947,0014624,A Woman of Paris,2
1923,1961,0014429,Safety Last!,0
1924,2413,1764657,The Great White Silence,0
1924,1960,0015498,Wild Oranges,0
1924,1337,0015175,Die Nibelungen,2
1924,2020,0015116,Manhandled,3
1924,2009,0015163,The Navigator,0
1924,2016,0014945,Girl Shy,0
1924,1264,0015400,The Thief of Bagdad,0
1924,2011,0015324,Sherlock Jr.,0
1924,8458,0015881,Greed,3
1924,1338,0015174,Kriemhild’s Revenge,2
1924,6209,0013845,Help!,0
1925,1309,0015864,The Gold Rush,0
1925,1978,0015863,Go West,0
1925,1305,0016220,The Phantom of the Opera,2
1925,5962,0015624,The Big Parade,2
1925,1308,0015648,Battleship Potemkin,0
1925,3077,0016332,Seven Chances,0
1925,2012,0015841,The Freshman,0
1925,5991,0015361,Stachka,0
1925,5514,0016039,The Lost World,2
1926,1334,0017449,The Temptress,1
1926,1966,0016895,For Heaven’s Sake,0
1926,5974,0015532,Die Abenteuer des Prinzen Achmed,1
1926,3217,0017410,So’s Your Old Man,3
1926,1310,0017925,The General,0
1926,1260,0016884,Flesh and the Devil,1
1927,1982,0018199,Nevada,0
1927,1964,0018051,The Kid Brother,0
1927,2010,0018183,My Best Girl,3
1927,1227,0018033,It,3
1927,7324,0017825,Downhill [When Boys Leave Home],1
1927,1312,0018192,Abel Gance’s Napoleon,2
1927,5975,0018037,The Jazz Singer,1
1927,1311,0018528,The Unknown,0
1927,1632,0018455,Sunrise: A Song of Two Humans,2
1927,1267,0017136,Metropolis,1
1927,3118,0018578,Wings,1
1928,2021,0019130,The Man Who Laughs,2
1928,1971,0019421,"Steamboat Bill, Jr.",0
1928,2017,0019571,While the City Sleeps,2
1928,5912,0018806,The Crowd,1
1928,2013,0019258,The Patsy,3
1928,1963,0019412,Speedy,0
1928,9314,0019237,Our Dancing Daughters,2
1928,1970,0018742,The Cameraman,0
1928,1977,0018684,Beggars of Life,0
1928,1980,0018937,A Girl in Every Port,0
1928,1314,0019254,The Passion of Joan of Arc,0
1928,5984,0018839,The Docks of New York,2
1928,1972,0019304,The Racket,0
1928,1979,0019290,The Power of the Press,1
1928,1968,0018773,The Circus,0
1929,3897,0019760,Man with a Movie Camera,0
1929,5979,0019702,Blackmail,2
1929,1953,0019777,The Cocoanuts,2
1929,8464,0019729,Broadway Melody,3
1929,6046,0020286,Throw of the Dice,0
1929,1962,0020572,Welcome Danger,0
1929,2324,0018737,Pandora’s Box (Die B&uuml;chse der Pandora),3
1929,7287,0021015,Juno and the Paycock [The Shame of Mary Boyle],3
1929,1313,0020530,Un chien andalou,0
1930,3713,0021040,Ladies of Leisure,3
1930,1316,0020629,All Quiet on the Western Front,0
1930,3871,0021577,L’Age d&#39;Or,0
1930,3865,0021156,Morocco,1
1930,1326,0020641,Anna Christie,3
1930,1315,0020697,The Blue Angel,1
1930,8463,0020640,Animal Crackers,3
1930,4253,0020670,Be Yourself,2
1930,6782,0020668,The Bat Whispers,3
1930,7291,0021165,Murder!,3
1930,3927,0021148,Min and Bill,3
1931,9095,0022397,Skippy,3
1931,1828,0022000,Indiscreet,3
1931,1327,0020642,Anna Christie,3
1931,6043,0021079,Little Caesar,1
1931,7294,0022395,The Skin Game,3
1931,1985,0021814,Dracula,2
1931,628,0022183,M&auml;dchen in Uniform,3
1931,6031,0022599,A Nous la Liberte,1
1931,610,0022100,M,3
1931,5934,0022286,The Public Enemy,3
1931,1974,0022251,Pardon Us,0
1931,1956,0022054,The Last Flight,0
1931,8467,0021746,Cimarron,3
1931,1333,0023196,Mata Hari,3
1931,6030,0021739,La Chienne,3
1931,1633,0022458,Tabu: A Story of the South Seas,0
1931,8213,0021815,Dracula,3
1931,7296,0023395,Rich and Strange [East of Shanghai],2
1931,5741,0021735,The Cheat,3
1931,2705,0021749,City Lights,3
1931,4243,0022074,The Smiling Lieutenant,2
1931,8557,0021985,Hyppolit a lakaj,1
1931,9110,0021730,The Champ,1
1931,1317,0021884,Frankenstein,1
1931,2384,0022158,Monkey Business,1
1931,636,0022208,Night Nurse,3
1932,5783,0022940,The Girl from Calgary,2
1932,6990,0022694,The Blue Light (Das Blaue Licht),1
1932,6051,0023590,Three on a Match,3
1932,7301,0023285,Number 17,0
1932,2383,0023027,Horse Feathers,1
1932,6852,0023582,Thirteen Women,3
1932,5742,0023213,Merrily We Go to Hell,3
1932,2550,0023694,White Zombie,0
1932,3844,0024188,Island of Lost Souls,1
1932,3659,0022913,Freaks,2
1932,3530,0023634,"I Was Born, But...",1
1932,1318,0023042,I Am a Fugitive from a Chain Gang,1
1932,5929,0023458,Shanghai Express,3
1932,6176,0023935,The Death Kiss,1
1932,2767,0022718,Boudu Saved from Drowning,1
1932,3658,0023238,The Most Dangerous Game,0
1932,1983,0022614,The Age of Consent,2
1932,5910,0023649,Vampyr,3
1932,6063,0023427,Scarface,1
1932,1328,0022958,Grand Hotel,3
1932,4775,0023293,The Old Dark House,3
1932,6052,0023158,Love Me Tonight,2
1932,6092,0023385,Red-Headed Woman,3
1933,5185,0023969,Duck Soup,1
1933,7450,0024184,The Invisible Man,1
1933,5916,0024069,Gold Diggers of 1933,3
1933,6205,0024432,The Peanut Vendor,0
1933,8477,0023876,Cavalcade,3
1933,4335,0024034,42nd Street,3
1933,6193,0024625,A Study in Scarlet,3
1933,2229,0024216,King Kong,0
1933,7528,0023775,Baby Face,3
1933,1330,0024481,Queen Christina,3
1933,3210,0024727,The Vampire Bat,3
1933,1248,0024473,The Private Life of Henry VIII.,1
1933,5752,0024679,Tomorrow at Seven,3
1933,3188,0023753,Alice in Wonderland,3
1933,2231,0024264,Little Women,3
1933,8346,0023940,Design for Living,1
1933,6056,0024008,Female,3
1933,802,0024028,Footlight Parade,3
1933,5029,0023932,Day of Reckoning,3
1934,1270,0024991,Cleopatra,1
1934,8653,0025543,Mystery Liner,0
1934,4443,0025822,Spitfire,3
1934,621,0025316,It Happened One Night,3
1934,7304,0025452,The Man Who Knew Too Much,3
1934,1795,0024844,L’atalante,0
1934,4702,0025465,Maniac,3
1934,5523,0025424,Lost in the Stratosphere,2
1934,1329,0025617,The Painted Veil,1
1934,1325,0025746,The Scarlet Empress,3
1934,5821,0025755,Search for Beauty,3
1934,1969,0025423,The Lost Patrol,0
1934,7999,0025301,Imitation of Life,3
1934,1379,0025586,Of Human Bondage,1
1934,6772,0025091,Evelyn Prentice,3
1934,1246,0025004,The Count of Monte Cristo,1
1934,1324,0024961,The Cat&#39;s-Paw,1
1934,5319,0024831,Anne of Green Gables,3
1935,5750,0026599,The Lady in Scarlet,2
1935,2362,0026942,Roberta,3
1935,1685,0026768,Naughty Marietta,3
1935,3881,0026778,A Night At The Opera,1
1935,595,0027125,Top Hat,2
1935,1261,0026071,Anna Karenina,2
1935,1361,0026752,Mutiny on the Bounty,1
1935,2756,0026667,Magnificent Obsession,3
1935,3891,0026138,The Bride of Frankenstein,3
1935,5913,0026939,The Riverside Murder,2
1935,1242,0026029,The 39 Steps,3
1935,7998,0026663,Mad Love,2
1936,6096,0027652,Fury,2
1936,3560,0027752,The Only Son,3
1936,1360,0028505,Wife vs. Secretary,2
1936,4143,0027407,Bullets or Ballots,3
1936,7308,0028231,Secret Agent,3
1936,1323,0027977,Modern Times,0
1936,596,0028333,Swing Time,1
1936,2554,0028174,Revolt of the Zombies,0
1936,1992,0027996,Mr. Deeds Goes to Town,3
1936,5926,0028212,Sabotage,3
1936,6174,0028000,Murder at Glen Athol,3
1936,2699,0027562,Earthworm Tractors,1
1936,3280,0028355,Theodora Goes Wild,3
1936,1359,0028216,San Francisco,1
1936,4010,0028092,Pennies from Heaven,3
1936,3401,0027698,The Great Ziegfeld,3
1936,1237,0027438,The Charge of the Light Brigade,1
1936,3548,0029207,The Mandarin Mystery,3
1936,5852,0028010,My Man Godfrey,2
1936,1369,0028096,The Petrified Forest,3
1936,7227,0028356,These Three,2
1936,2853,0028021,Osaka Elegy,3
1936,7992,0027545,Dracula’s Daughter,3
1936,6210,3427056,Il caso Valdemar,0
1936,2363,0027387,Born to Dance,3
1936,4069,0028203,Romeo and Juliet,3
1936,3598,0028683,Camille,3
1937,5617,0029565,Murder at the Baskervilles (Silver Blaze),1
1937,795,0029608,Stella Dallas,3
1937,8473,0027552,"Bizarre, Bizarre",3
1937,3968,0029322,Nothing Sacred,0
1937,631,0029604,Stage Door,3
1937,1244,0029087,Knight Without Armor,2
1937,2382,0028772,A Day at the Races,2
1937,7877,0029217,Marked Woman,3
1937,1240,0029442,The Prisoner of Zenda,1
1937,1336,0029162,Lost Horizon,2
1937,6554,0028597,The Awful Truth,3
1937,1358,0029377,Parnell,2
1937,7317,0029811,The Girl Was Young,3
1937,1332,0028739,Conquest,2
1937,1976,0029583,Snow White and the Seven Dwarfs,3
1937,1335,0029682,Topper,2
1937,8478,0029146,The Life of Emile Zola,1
1937,5740,0029453,Pepe le Moko,2
1937,597,0029546,Shall We Dance,1
1937,4255,0029192,Make Way for Tomorrow,3
1938,2590,0030473,"Mr. Wong, Detective",1
1938,1238,0030044,The Dawn Patrol,0
1938,1367,0030287,Jezebel,2
1938,2467,0029942,Boys Town,0
1938,7290,0029870,Angels with Dirty Faces,1
1938,6042,0030127,The Baker&#39;s Wife,1
1938,620,0030341,The Lady Vanishes,3
1938,994,0030241,Holiday,3
1938,3283,0029929,Bluebeard’s Eighth Wife,2
1938,4495,0030396,The Mad Miss Manton,3
1938,3400,0029947,Bringing Up Baby,3
1938,594,0029971,Carefree,2
1938,3103,0029843,The Adventures of Robin Hood,2
1938,3951,0030149,Four Daughters,3
1938,1378,0030755,The Sisters,2
1939,1385,0031981,The Story of Alexander Graham Bell,2
1939,593,0031971,Stagecoach,3
1939,9038,0031593,Love Affair,3
1939,2622,0031680,Mr. Wong in Chinatown,1
1939,1245,0031385,"Goodbye, Mr. Chips",2
1939,1259,0031725,Ninotchka,3
1939,2851,0031742,Of Mice and Men,1
1939,1370,0031210,Dark Victory,3
1939,5634,0031225,Destry Rides Again,3
1939,2372,0031060,At the Circus,2
1939,1384,0031252,Drums Along the Mohawk,2
1939,3723,0031066,Babes in Arms,3
1939,174,0032138,The Wizard of Oz,3
1939,383,0031235,Dodge City,2
1939,3089,0031885,The Rules of the Game,3
1939,2086,0031455,The Hunchback of Notre Dame,0
1939,5763,0031709,Nancy Drew... Reporter,3
1939,5863,0031022,The Adventures of Sherlock Holmes,3
1939,588,0032143,The Women,3
1939,1973,0031322,The Flying Deuces,0
1939,1383,0031507,Jesse James,2
1939,8511,0031397,Gulliver’s Travels,0
1939,1239,0032145,Wuthering Heights,2
1939,8098,0031514,Le jour se l&egrave;ve,2
1939,7322,0031505,Jamaica Inn,3
1939,1368,0031516,Juarez,2
1939,1382,0032155,Young Mr. Lincoln,2
1939,5946,0031679,Mr. Smith Goes to Washington,2
1939,291,0031381,Gone with the Wind,3
1939,2555,0031387,The Gorilla,3
1939,1371,0031826,Essex and Elizabeth,2
1940,4943,0032904,The Philadelphia Story,3
1940,2678,0033021,Santa Fe Trail,1
1940,1356,0032273,Boom Town,1
1940,3033,0032599,His Girl Friday,3
1940,8480,0032676,Knute Rockne All American,1
1940,7311,0032484,Foreign Correspondent,1
1940,4257,0032943,Pride and Prejudice,3
1940,1366,0032983,The Return of Frank James,0
1940,1373,0032194,"All This, and Heaven Too",2
1940,7861,0033045,The Shop Around the Corner,3
1940,1380,0032701,The Letter,2
1940,1387,0032551,The Grapes of Wrath,3
1940,3050,0033028,The Sea Hawk,3
1940,1355,0032349,Comrade X,2
1940,1265,0033152,The Thief of Bagdad,0
1940,1501,0032811,The Mortal Storm,3
1940,478,0032910,Pinocchio,1
1940,4363,0032406,Chamber of Horrors / Door with the Seven Locks,2
1940,5773,0031359,Gaslight,3
1940,5039,0032455,Fantasia,0
1940,2556,0032215,The Ape,3
1940,5320,0032211,Anne Of Windy Poplars,3
1940,4415,0032376,"Dance, Girl, Dance",3
1940,4354,0032946,Primrose Path,3
1940,1357,0033105,Strange Cargo,0
1940,3470,0032553,The Great Dictator,3
1940,1975,0032339,A Chump at Oxford,0
1940,5802,0032690,The Last Alarm,3
1940,618,0032976,Rebecca,3
1941,6171,0033928,Murder by Invitation,3
1941,1266,0033467,Citizen Kane,1
1941,1941,0033727,Mr. Bug Goes to Town,1
1941,1230,0033870,The Maltese Falcon,1
1941,4359,0034240,Sullivan’s Travels,3
1941,8625,0034241,Sun valley serenade,0
1941,2436,0034398,The Wolf Man,2
1941,8983,0033729,How Green Was My Valley,3
1941,1372,0033836,The Little Foxes,2
1941,6318,0033802,Ladies In Retirement,1
1941,1512,0034175,The Shanghai Gesture,3
1941,1386,0033804,The Lady Eve,2
1941,9025,0034091,The Reluctant Dragon,3
1941,2910,0033723,Hold That Ghost,3
1941,2446,0033459,Cheers for Miss Bishop,3
1941,7329,0034248,Suspicion,3
1941,2468,0033902,Men of Boys Town,1
1941,2906,0033436,Buck Privates,3
1941,9192,0033787,King of the Zombies,3
1941,2410,0033717,High Sierra,1
1941,1331,0034328,Two-Faced Woman,2
1941,2867,0033627,49th Parallel,0
1941,3717,0033891,Meet John Doe,3
1941,1117,0033563,Dumbo,2
1941,1682,0033533,The Devil and Miss Jones,3
1942,3875,0035415,Tales of Manhattan,2
1942,681,0035019,The Major and the Minor,3
1942,689,0035140,"Now, Voyager",3
1942,3789,0034591,There Was a Father,0
1942,1388,0035360,Son of Fury: The Story of Benjamin Blake,1
1942,1116,0034492,Bambi,1
1942,3518,0034521,Black Dragons,0
1942,5303,0035446,To Be or Not to Be,0
1942,1076,0034583,Casablanca,1
1942,5859,0035317,Sherlock Holmes and the Secret Weapon,1
1942,4870,0035567,Woman of the Year,3
1942,7697,0034613,The Corpse Vanishes,1
1942,2708,0034587,Cat People,3
1942,1289,0035015,The Magnificent Ambersons,2
1942,5939,0035279,Saboteur,1
1942,1686,0034882,I Married an Angel,3
1942,7696,0036326,Saludos Amigos,0
1942,1675,0034746,For Me and My Gal,3
1942,4475,0033874,The Man Who Came to Dinner,3
1942,6384,0035093,Mrs. Miniver,3
1943,8090,0036341,The Seventh Victim,3
1943,3890,0035753,Le Corbeau: The Raven,3
1943,1374,0036230,Old Acquaintance,3
1943,5554,0035881,Fires Were Started,0
1943,6781,0036969,Jane Eyre,3
1943,3753,0036506,Day of Wrath,3
1943,4617,0036342,Shadow of a Doubt,3
1943,1988,0035957,Guadalcanal Diary,0
1943,1691,0035942,Girl Crazy,1
1943,3839,0036112,The Life and Death of Colonel Blimp,2
1943,1959,0036363,The Sky&#39;s the Limit,1
1943,8501,0035735,China,3
1943,6315,0036367,So Proudly We Hail!,3
1943,5209,0035770,Cry ’Havoc&#39;,3
1943,1955,0036027,I Walked with a Zombie,3
1943,1987,0036323,Sahara,0
1943,8801,0035160,Ossessione,1
1943,2407,0036418,Tender Comrade,3
1943,7834,0035636,Angels of Sin,3
1943,1375,0036515,Watch on the Rhine,3
1943,7475,0035017,La main du diable,1
1943,7410,0036172,The More the Merrier,1
1943,4699,0036400,Judo Saga (Sanshiro Sugata),0
1943,6310,0036244,The Ox-Bow Incident,1
1944,5983,0037017,Lifeboat,3
1944,4698,0036947,The Most Beautiful (Ichiban utsukushiku),3
1944,2181,0037469,Window in the Window,1
1944,3134,0036723,Cover Girl,3
1944,6319,0038166,The Three Caballeros,0
1944,201,0036613,Arsenic and Old Lace,3
1944,1376,0037094,Mr. Skeffington,2
1944,1416,0036775,Double Indemnity,3
1944,2045,0036914,Torment,0
1944,3279,0036940,I’ll Be Seeing You,3
1944,9270,0037415,The Uninvited,3
1944,6515,0036695,A Canterbury Tale,3
1944,1676,0037059,Meet Me in St. Louis,3
1944,6420,0037076,Minstrel Man,1
1944,1683,0036891,Hail the Conquering Hero,2
1944,2715,0037008,Laura,3
1944,3245,0037382,To Have and Have Not,3
1944,4222,0037120,National Velvet,3
1944,3154,0037280,Since You Went Away,3
1945,5677,0037843,Keep Your Powder Dry,3
1945,4428,0038890,"Rome, Open City",3
1945,6848,0037365,Thin Man Goes Home,2
1945,1213,0037800,I Know Where I’m Going,3
1945,2434,0037671,The Enchanted Cottage,3
1945,6017,0037514,Anchors Aweigh,0
1945,3999,0037638,Detour,1
1945,7185,0037635,Dead of Night,3
1945,1280,0038924,The Seventh Veil,3
1945,5856,0038259,The Woman in Green,3
1945,9005,0038250,The Wicked Lady,3
1945,7835,0037630,Les dames du Bois de Boulogne,3
1945,794,0037913,Mildred Pierce,3
1945,1544,0037558,Brief Encounter,3
1945,3271,0037954,"Objective, Burma!",0
1945,5129,0037674,Children of Paradise,2
1945,4252,0038109,Spellbound,3
1945,5081,0038057,Scarlet Street,3
1945,6945,0038017,The Red Dragon,1
1945,1639,0037508,Along Came Jones,0
1945,2004,0037820,Isle of the Dead,3
1945,3583,0037884,The Lost Weekend,2
1946,1231,0038733,Stairway to Heaven,0
1946,5872,0039017,Terror by Night,1
1946,1381,0038474,Devotion,3
1946,2809,0038559,Gilda,0
1946,1377,0038461,Deception,0
1946,4002,0038494,Dressed to Kill,3
1946,1424,0038854,The Postman Always Rings Twice,1
1946,9182,0038574,Great Expectations,2
1946,8354,0039112,The Years Between,3
1946,2235,0038650,It’s a Wonderful Life,3
1946,3145,0038990,The Strange Woman,3
1946,1680,0039054,Two Sisters from Boston,3
1946,4900,0038499,Duel in the sun,2
1946,2654,0038661,The Jolson Story,1
1946,1268,0038348,Beauty and the Beast,3
1946,8052,0038718,Make Mine Music,1
1946,3982,0036868,The Best Years of Our Lives,2
1946,5961,0038453,The Dark Corner,1
1946,7671,0038991,The Stranger,3
1946,786,0038589,The Harvey Girls,3
1946,5497,0038409,The Chase,1
1946,3783,0038762,My Darling Clementine,1
1946,622,0038787,Notorious,2
1946,5646,0038969,Song of the South,2
1946,971,0038355,The Big Sleep,1
1947,2330,0039694,The Paradine Case,2
1947,8619,0039204,Body and Soul,3
1947,2287,0039349,The Egg and I,3
1947,5779,0039236,Calendar Girl,2
1947,1681,0039819,The Shocking Miss Pilgrim,3
1947,3047,0039420,The Ghost and Mrs. Muir,3
1947,8729,0039938,The Unfinished Dance,3
1947,8053,0039404,Fun &amp; Fancy Free,1
1947,6550,0039689,Build My Gallows High,2
1947,7432,0039650,Nada,3
1947,3112,0039441,Gunfighters,2
1947,1211,0039192,Black Narcissus,3
1947,8756,0040525,The Lady from Shanghai,0
1947,8646,0039324,Dishonored Lady,3
1947,1278,0039677,Odd Man Out,2
1947,1679,0039431,Good News,2
1947,8989,0039628,Miracle on 34th Street,3
1947,4411,0039286,Crossfire,2
1947,1235,0039360,The Exile,1
1948,1320,0040724,Red River,0
1948,2445,0040613,Mr. Blandings Builds His Dream House,3
1948,1601,0156031,Rudolph the Red-Nosed Reindeer,0
1948,8054,0040580,Melody Time,1
1948,6517,0040522,Bicycle Thieves,2
1948,8559,0039949,It Happened in Europe,0
1948,3239,0040897,The Treasure of the Sierra Madre,0
1948,1241,0040321,Enchantment,3
1948,1262,0040098,Anna Karenina,2
1948,1677,0040308,Easter Parade,3
1948,4390,0040458,I Remember Mama,3
1948,2300,0040379,The Fuller Brush Man,1
1948,2256,0040214,Casbah,1
1948,1229,0040725,The Red Shoes,3
1948,5115,0040202,Call Northside 777,1
1948,1236,0040183,Bonnie Prince Charlie,2
1948,1354,0040242,Command Decision,0
1948,4944,0041088,Act of Violence,2
1948,1232,0040416,Hamlet,1
1948,8264,0040558,Macbeth,1
1948,6363,0040491,Joan of Arc,3
1948,2098,0040806,The Snake Pit,3
1948,2040,0040746,Rope,0
1949,4554,0041386,The Fountainhead,1
1949,7018,0041498,I Was a Male War Bride,2
1949,7059,0041094,The Adventures of Ichabod and Mr. Toad,0
1949,6358,0041452,The Heiress,3
1949,2232,0041594,Little Women,3
1949,1736,0041746,Pinky,3
1949,1841,0040221,Caught,3
1949,1684,0041158,The Barkleys of Broadway,3
1949,1716,0041090,Adam’s Rib,3
1949,7341,0042004,Under Capricorn,3
1949,2651,0041650,Mighty Joe Young,0
1949,3967,0041587,A Letter to Three Wives,3
1949,1690,0041716,On the Town,3
1949,2849,0041628,The Man on the Eiffel Tower,2
1949,1986,0041859,The Set-Up,0
1949,4008,0041546,Kind Hearts and Coronets,1
1949,3539,0041154,Late Spring,3
1949,611,0041959,The Third Man,0
1950,4521,0043871,Odette,3
1950,3295,0041719,Orpheus,2
1950,5232,0042792,No Way Out,3
1950,1678,0043012,Summer Stock,3
1950,4417,0042593,In a Lonely Place,2
1950,7836,0042436,Les enfants terribles,3
1950,5350,0042369,D.O.A.,1
1950,2596,0042546,Harvey,2
1950,7144,0042958,Scandal,3
1950,6233,0042994,Stage Fright,3
1950,1402,0042876,Rashomon,0
1950,1057,0042332,Cinderella,3
1950,3990,0042276,Born Yesterday,3
1950,2099,0042208,The Asphalt Jungle,1
1950,608,0043014,Sunset Blvd.,3
1950,139,0042192,All About Eve,3
1950,8363,0043045,Three Secrets,3
1950,4031,0042469,The Flying Saucer,1
1951,7157,0043614,The Idiot,3
1951,5739,0043390,Cause for Alarm!,3
1951,871,0043338,Ace In The Hole,2
1951,1417,0044079,Strangers on a Train,2
1951,1916,0043456,The Day the Earth Stood Still,3
1951,1491,0043265,The African Queen,0
1951,2930,0044081,A Streetcar Named Desire,3
1951,3222,0043313,Early Summer,3
1951,3825,0043332,Bellissima,3
1951,6498,0044205,Westward the Women,3
1951,2989,0042619,Diary of a Country Priest,1
1951,5092,0043949,Quo Vadis,3
1951,3293,0044121,The Thing from Another World,1
1951,3389,0043278,An American in Paris,1
1951,1207,0043274,Alice in Wonderland,3
1951,4510,0044100,Take Care of My Little Girl,3
1951,2977,0044030,Show Boat,3
1951,7435,0044092,Surcos,3
1952,1689,0044855,Lovely to Look at,3
1952,8241,0043511,Europe ’51,3
1952,5972,0043686,Forbidden Games,3
1952,1465,0044419,The Big Sky,0
1952,7323,0044391,The Bad and the Beautiful,2
1952,2737,0045061,The Quiet Man,1
1952,6917,0044837,Limelight,1
1952,1243,0043769,The Magic Box,2
1952,612,0045152,Singin’ in the Rain,3
1952,7162,0044741,Ikiru,1
1952,3403,0044502,Clash by Night,3
1952,2704,0044706,High Noon,2
1952,6941,0045162,The Snows of Kilimanjaro,1
1953,4909,0045891,How to Marry a Millionaire,3
1953,2427,0045591,Calamity Jane,3
1953,3303,0046303,Shane,1
1953,2547,0045810,Gentlemen Prefer Blondes,3
1953,1692,0045537,The Band Wagon,1
1953,4071,0045793,From Here to Eternity,3
1953,8011,0045911,Inferno,0
1953,1630,0046438,Tokyo Story,3
1953,4301,0045877,The Hitch-Hiker,0
1953,5937,0046487,Mr. Hulot’s Holiday,3
1953,2375,0046534,The War of the Worlds,1
1953,2553,0045659,The Cruel Sea,3
1953,1362,0046085,Mogambo,2
1953,1272,0045943,Julius Caesar,1
