id,session,date,time,room,title,content,video_recording,keywords,speakers,co_authors
144,Virtual,2025-08-01,TBD,Online,"Health care data harmonization using Shiny, clinal experts, and RDBMS","In support of a large international, multi-site health care project that developed a new pediatric sepsis criteria, we created a pipeline to allow clinical experts to harmonize medications, observations, events, and laboratory measurements from electronic medical record extracts. This pipeline was instrumental in allowing the review and use of 2.2 billion rows/175 GB of source data. During the process of developing the sepsis criteria, we received multiple new data deliveries from each site, which required frequent review and re-harmonization of the provided source datasets. This harmonization pipeline consisted of multiple steps including conflating multiple source rows types to one harmonized type, performing source specific unit mapping, and performing value transformations. In an iterative process, clinical experts would identify rows for mapping, data scientists would run the harmonization pipeline, and then clinical experts would review mapped data using Shiny tools custom built for this project. Due to project and dataset size, we leveraged a range of tools including Google BigQuery, R, and make. After harmonization, the cleaned dataset was approximately 1.7 billion rows/155GB in size. This large amount of data required special considerations to perform acceptably. To keep Shiny responsive, to keep the server hosting our Shiny apps from crashing, and to prevent client browser crashes, we had to limit data being reviewed to at most a random sample of 50% of the larger data groupings. ![Application Screenshot][1] [1]: https://private-user-images.githubusercontent.com/9376248/421070526-1ced6919-a0f8-4dac-9561-afb442c48161.png?jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJnaXRodWIuY29tIiwiYXVkIjoicmF3LmdpdGh1YnVzZXJjb250ZW50LmNvbSIsImtleSI6ImtleTUiLCJleHAiOjE3NDE2MzcyODksIm5iZiI6MTc0MTYzNjk4OSwicGF0aCI6Ii85Mzc2MjQ4LzQyMTA3MDUyNi0xY2VkNjkxOS1hMGY4LTRkYWMtOTU2MS1hZmI0NDJjNDgxNjEucG5nP1gtQW16LUFsZ29yaXRobT1BV1M0LUhNQUMtU0hBMjU2JlgtQW16LUNyZWRlbnRpYWw9QUtJQVZDT0RZTFNBNTNQUUs0WkElMkYyMDI1MDMxMCUyRnVzLWVhc3QtMSUyRnMzJTJGYXdzNF9yZXF1ZXN0JlgtQW16LURhdGU9MjAyNTAzMTBUMjAwMzA5WiZYLUFtei1FeHBpcmVzPTMwMCZYLUFtei1TaWduYXR1cmU9ZWZlZmE2YTNmZjY4MzBiYThiYjkxYTljMjI3NmVmYmI5NDIwM2IxOTE4NjM2M2IwODExOGEwZWYwMjgyODgwYiZYLUFtei1TaWduZWRIZWFkZXJzPWhvc3QifQ.zYshCSHQCOw9AKIrUIEb15KvmI2lqsls0s-wjxhxE2E",✅,"big data, shiny, healthcare, data harmonization, rdbms",Seth Russell (University of Colorado Anschutz Medical Campus),NA
145,Virtual,2025-08-01,TBD,Online,Intracranial Pressure Monitor Placement Prediction in Children with Traumatic Brain Injury,"Traumatic brain injury causes approximately 2,200 deaths and 35,000 hospitalizations in U.S. children annually. Clinicians currently make decisions about placing an intracranial pressure (ICP) monitor in children with traumatic brain injury without the benefit of an accurate clinical decision support tool. In a prospective observational cohort study, we developed and validated models that predict placement of an ICP monitor. Patient data was gathered from multiple sources and discretized into 5-minute intervals. We divided data into four combinations of nurse documented and chart extracted input data, all including patient level and vital sign variables, and with inclusion or exclusion of data from brain computed tomography imaging reports and invasive blood pressure readings. Using R, we built machine learning models using logistic regression, support vector machines, generalized estimating equations, generalized additive models, and LSTMs. We trained each model with each combination of data. Optimal parameters were identified based on the highest F1. The best performing model, an LSTM deep learning model, achieved an F1 of 0.71 within 720 minutes of hospital arrival. The best non-neural network model, standard logistic regression, achieved an F1 of 0.36 within 720 minutes of hospital arrival. While non-RNN models did not achieve the best F1, their coefficient size and direction provide insight into factors predicting ICP monitor placement. Additionally, the generalized additive models allow for visualization and interpretation of the marginal impact (after integrating out the impact of the other variables) of a variable over time.",✅,"deep learning, machine learning, healthcare, decision making",Seth Russell (University of Colorado Anschutz Medical Campus),NA
127,Virtual,2025-08-01,TBD,Online,Plot Twist: Adding Interactivity to the Elegance of ggplot2 with ggiraph,"One of the most common critiques of ggplot2 is its lack of built-in interactivity. While static plots are powerful for storytelling, interactive visualizations can enhance exploration, engagement, and accessibility. The ggiraph package finally provides a seamless way to add interactivity to ggplot2—enabling hover effects, tooltips, and clickable elements—while preserving the familiar layered approach and custom theming. In this talk, Tanya Shapiro and Cédric Scherer will demonstrate why ggiraph stands out among other solutions, such as plotly, and how it integrates effortlessly with ggplot2 and its extension ecosystem. We’ll walk through real-world examples, explore its key functionalities, and share practical tips for creating engaging and well-designed interactive visualizations with ggiraph. Whether you're looking to make your research more engaging, enhance dashboards, or create interactive reports, this talk will provide a solid foundation for elevating your data storytelling with interactive visualizations.",✅,"data visualization, ggplot2, interactive charts, storytelling, dashboard",Cédric Scherer (Independent Contractor); Tanya Shapiro (Independent Contractor),NA
141,Virtual,2025-08-01,TBD,Online,RDepot - 100% open source enterprise management of R and Python repositories,"[RDepot](https://rdepot.io) is a solution for the management of R and Python package repositories in an enterprise environment. It allows to submit packages through a user interface or API and to automatically update and publish R and Python repositories. Multiple departments can manage their own repositories and different users can have different roles in the management of their packages. With continuous integration infrastructure for quality assurance on R and Python packages, package uploads can be automated. All configuration is declarative and RDepot can be set up as infrastructure as code, which is especially relevant in regulated contexts, since it makes validation activities much easier. Packages from publicly available R repositories such as [CRAN](https://cran.r-project.org/) and [Bioconductor](https://bioconductor.org/packages) can be mirrored selectively in custom repositories for use behind a firewall, in internal networks and offline. Combined with [Crane](https://craneserver.net), authentication and fine-grained authorization (using [OpenID Connect](https://openid.net/developers/how-connect-works/)) can be configured per repository, which offers extra security when dealing with sensitive data or sensitive methodology. In this talk we will walk R users and developers through different features of RDepot and demonstrate how these can be useful in different scenarios. The logic of the different workflows will be explained and live demos will be given to see the open source solution in action. We will make sure to address needs ranging from small research groups sharing a handful of packages up to multinational companies managing their R (and Python) code across the globe.",✅,"package management, infrastructure, open source",Jonas Van Malder,NA
118,Virtual,2025-08-01,TBD,Online,Sharing data science artifacts across teams using Crane,"Do you have to share many data science artifacts across teams? This is a problem for many data science organizations and can now be solved using a novel open source product Crane (https://craneserver.net/). Crane hosts data science artifacts such as data analysis reports, documentation sites, or even packages and libraries. All of these data science artifacts are kept under strict authentication and authorization using modern protocols (OIDC). In this talk, we walk you through the different features of Crane and provide a live demo to explain the concepts. We will discuss its configuration file and demonstrate that authentication in Crane is fully declarative and allows for fine-grained configuration (at user-level, group-level, network-level or using SpEL) while still using an intuitive hierarchical tree that corresponds to the directory structure of the data. Next, we will show how artifacts can be accessed from or uploaded into Crane using the Crane API from R (e.g. to automate report updates, use data science artifacts in CI/CD) or using its customizable UI. Further, we zoom in on audit logs to track operations on all files (e.g. for GxP purposes) and detail the different storage backends (S3 and local file system). To ensure Crane can perform in high security settings the code base has been tested using integration tests reaching a high code coverage of more than 70%. With this talk we want to teach any R user and developer the essentials of Crane and how it can be used to share their data science artifacts.",✅,"data sharing, data, automation, r, repository managment",Lucianos Lionakis (Open Analytics),NA
40,Virtual,2025-08-01,TBD,Online,Shiny Policies: Customised Dashboards to Aid British Government Decisions,"Shiny dashboards are a powerful tool for visualising and interacting with data, but without thoughtful design, they can feel generic, clunky, or even inaccessible to key users. In this talk, we will explore how to take Shiny beyond it’s default appearance to create dashboards that are not only visually appealing but also highly usable, accessible, and seamlessly integrated into an organisation’s digital environment. To demonstrate this to our audience, we will share our open-source dashboard in collaboration with the British Department for Environment, Food and Rural Affairs (DEFRA). While the project required thorough data integration and analysis, one of the biggest challenges was ensuring the dashboard was not just functional but also visually cohesive, highly accessible, and intuitive for a broad range of users—including policymakers with varying levels of data literacy. We’ll start by discussing how to balance the line between over-simplifying and over-complicating data. Like most open-source data, there is a vast library of data, with little documentation on how to interpret it. Therefore, how to optimise open-source government underpins this talk – to ensure interactivity and efficient rendering techniques, so we can keep dashboards responsive and user-friendly. Next, we will be jump into customisation now that the foundations are in place - looking at how custom CSS and JavaScript can be leveraged to break free from the typical Shiny aesthetic, ensuring dashboards align with existing brand guidelines and user expectations. From typography and colour schemes to interactive elements, we’ll discuss techniques to create a polished, professional design that feels like a natural extension of an organisation’s existing web presence. Accessibility is another key factor in dashboard design. Many users—whether government policymakers, corporate stakeholders, or public audiences—have varying levels of data literacy, and a poorly designed interface can create barriers to insight. We’ll cover strategies for making dashboards more intuitive, including thoughtful navigation structures, tooltips, dynamic summaries, and alternative ways to display data for users with different needs. Additionally, we’ll explore best practices for ensuring compliance with accessibility standards, such as improving contrast, enabling keyboard navigation, and implementing screen reader-friendly elements. By the end of this session, you’ll have a clear understanding of how to design Shiny dashboards that are not just functional but genuinely enjoyable to use - helping your audience engage with data more effectively and make better-informed decisions with open-source data.",✅,"shiny apps, dashboard, environmental science, health science, decision-making, customisation",Abbie Brookes; Jeremy Horne (Director @ Datacove),Abbie Brookes
119,Virtual,2025-08-01,TBD,Online,ShinyProxy: easily deploy your Shiny apps,"ShinyProxy (https://shinyproxy.io/) is a 100% open source framework to deploy Shiny (and other) apps or web-based IDEs (like RStudio). Because of it's flexibility, ShinyProxy is being used by both small startups and large enterprises. Although ShinyProxy was originally tailored towards hosting Shiny apps, it can host virtually any web app. Since ShinyProxy makes it easy to make reproducible apps, even when using multiple R versions, it's often used by pharmaceutical companies. Nevertheless, it's used by financial and engineering companies as well. ShinyProxy seamlessly integrates with your existing infrastructure (such as authentication providers and databases). The purpose of this talk is to give an introduction to ShinyProxy, explain the use-cases of ShinyProxy and it's unique advantages over other solutions. No deep technical knowledge (e.g. of Docker or Linux) is needed to follow this talk, however, the talk will give you enough information to start using ShinyProxy yourselves. As usual, the development of ShinyProxy has continued, therefore we'll also give a preview of upcoming features.",✅,"shiny,automation,docker,webapp",Tobia De Koninck (Open Analytics NV),NA
21,Virtual,2025-08-01,TBD,Online,System Design for Shiny Developers: The Comprehensive Deployment Architecture,"The presentation discusses the aspects of application development and deployment that are spanning beyond the Shiny application itself: data storage and access, user management and authentication, observability and telemetry, multi-lingual microservices for complex task delegation, caching, and more. All these infrastructural elements can be created and used with the Free and open-source software such as the Docker engine, PostgreSQL, OpenLDAP, Shinyproxy, R language and various R packages, etc. The entire system of all services communicating with each other is facilitated by Docker-Compose and can be mapped on a single diagram. The diagram is presented during the talk to provide a clear understanding and a high-level overview of system design concepts. Author will also present practical examples, guidelines and tips on how to design and ship a complete solution from scratch. After the talk the audience may expect virtual handout materials provided through the means of a Github repository, which can be used as a starting template for their own projects.",✅,"shiny, shinyproxy, system design, microservices, docker",Pavel Demin (Appsilon),NA
130,Virtual,2025-08-01,TBD,Online,The Future of Asynchronous Programming in R,"Asynchronous programming can be a powerful paradigm, whereby computations are allowed to run concurrently without blocking the main session. It is an opportune time to survey the current landscape, as R infrastructure in this respect has matured significantly over recent years. Instead of running a script sequentially from top to bottom, logic that takes a long or unpredictable amount of time to complete may be offloaded to different R processes, possibly on other computers or in the cloud. In the meantime, the main session may be running constantly and non-interactively, performing operations in real time, synchronizing with these tasks only when necessary. This style of programming requires a very specific set of tooling. At the very base, there is an infrastructure layer involving key enabling packages such as later and mirai. It will be explained at a high level why these two packages together currently offer the most complete and efficient implementation of async for the R language. There are further tools which expand async functionality to cover specific needs, such as the watcher package for filesystem monitoring. There are then a range of tools built on top of these, bringing async capabilities to the end-user, such as the httr2 package for querying APIs and the ellmer package for interacting with LLMs. In addition to these existing tools, exciting developments in asynchronous programming are just around the corner. These will be previewed, together with speculation on what might be possible at some point in the future.",✅,"asynchronous programming, distributed computing, parallel computing, open source tools",Charlie Gao (Posit PBC),NA
162,Virtual,2025-08-01,TBD,Online,Thinking Inside the {box}: A Structured Approach for Full-Stack App Development,"As Shiny applications scale, maintaining clean structure, managing dependencies, and ensuring long-term maintainability become increasingly challenging. The {box} package modernizes R’s approach to modularization, while {rhino} provides a structured framework for building robust Shiny apps. Together, they offer a structured and scalable workflow for Shiny development. In this talk we will explore how to leverage {box}'s modularity also for API development, using a structured approach to manage routers, endpoints, filters and error handlers. This workflow takes advantage of the programmatic usage of {plumber}, as an alternative for the annotation-based approach. To understand these concepts in a real-world scenario, this talk will present a case study of a Shiny application that integrates {box} for modular design and {plumber} for structured API development. We will walk through key architectural decisions, demonstrate how modularization improves maintainability, and explore how this approach streamlines both Shiny and API development. This will help attendees gain actionable insights they can apply to their own projects.",✅,"modules, shiny, box, api, production","Samuel Enrique Calderon Serrano (Appsilon, R Shiny developer)",NA
132,Virtual,2025-08-01,TBD,Online,Transforming Public Health Data Management: From Individual Use to Scalable Workflows with R,"The Health Information and Statistics Office within the Ministry of Health of Buenos Aires, Argentina, faced some key and unexpected challenges in its first year as an organization. As a small, 10-person team formed in 2019 building slow-paced data products with self-imposed goals, such as dashboards, they were hit with difficult tasks to be performed under pressure such as managing information and statistics workflows during a pandemic for a city with 3M inhabitants and serving hundreds of physicians and decision-makers of the public sector with almost real-time information. Over the years, this interdisciplinary team has tripled in size and has played a key role in high-impact strategic data science projects. These include developing data science solutions for extracting information from free-text data, creating complex algorithms for processing data from the city's Electronic Health Records, and implementing large-scale cost recovery initiatives in the healthcare system by cross-referencing massive datasets and generating +35k rendered documents per week shared with key agencies in the city. To fulfill these objectives, the team has built a robust infrastructure and a wide range of digital products—all within the R ecosystem. The talk will cover the strategies, tools, and lessons learned in building efficient and reproducible data workflows in the public sector in a context of very limited resources, and we’ll explore how R has been fundamental in transitioning from individual analyses to scalable, automated workflows.",✅,"public sector, data science, data mining, workflows, city management",María Cristina Nanton (University of Buenos Aires),NA
121,Virtual,2025-08-01,TBD,Online,pkgdocs: a modular R package site generator,"`pkgdocs` is a new R package to generate package documentation as markdown from an R source package. Compared to other tools, `pkgdocs` is not focused on generating a static website directly, but rather pages that can be included in a larger documentation site. A common pattern in big projects is to modularize development in several R packages. By just generating markdown and not a finished static site, combining documentation of multiple packages is made easier. `pkgdocs` was made to work well with Hugo and the Docsy theme, but the markdown output should also be usable with other markdown-based static site generators with minor changes.",✅,"package, documentation, markdown, stateic site generator",Daan Seynaeve,Anne-Katrin Hess
105,Virtual,2025-08-01,TBD,Online,rosella: diagnosing and interpreting classification models,"Understanding the behavior of complex machine learning models has become a challenge in the modern day. Explainable AI (XAI) methods were introduced to provide insights into model predictions, however interpreting these explanations can be difficult without proper visualisation methods. To fill this gap we have built rosella, an R package offering an interactive Shiny app that visualizes model behavior in the data space alongside XAI explanations. Designed for developers, educators, and students, rosella makes model decisions more accessible and interpretable.",✅,"high dimensional data, explainable ai, interactive tools, machine learning",Janith Wanniarachchi (Monash University),Dianne Cook (Monash University); Kate Saunders (Monash University); Patricia Menendez (University of Melbourne); Thiyanga Talagala (University of Sri Jayewardenepura)
65,Virtual Lightning,2025-08-01,TBD,Online,# Gen AI-Powered Shiny Dashboard for Financial Collections,"Tracking collections performance at a granular level is crucial for financial institutions. Our Shiny-based Collection Dashboard, powered by Gen AI, transforms the way business teams interact with data. The dashboard monitors key metrics like Bounce rate, First EMI Bounce, Current resolution etc., with multi-level filtering by zone, state, region, and branch. To enhance usability, we introduced: - Automated PPT Generation: Users can download a fully customized PowerPoint presentation for any combination of filters. The charts are further enhanced with summaries and actionable items for business by an LLM, providing key takeaways. - ""Talk to Your Data"" (Text2SQL): Business teams can query the data in natural language—e.g., “Which zone had the highest bounce rate this month?”—and receive instant, downloadable reports. By integrating Gen AI, we’ve significantly reduced business teams' dependency on analytics for day-to-day data needs, empowering them with self-serve insights at scale.",❌,"gen ai, r shiny , financial data, ppt generation, text2sql",Arnav Chauhan (Cholamandalam Investment and Finance Company Ltd.); Sreeram R (Cholamandalam Investment and Finance Company Ltd),Arnav Chauhan (Cholamandalam Investment and Finance Company Ltd.)
34,Virtual Lightning,2025-08-01,TBD,Online,Exploring Fun and Functional R Packages,"Everyone can use a bit of fun to improve our coding experience. While R is widely used for statistical analysis, it also has a creative and playful side. In this session, we’ll explore around 20 fun packages. Attendees will learn how to use packages like memer to create memes, emojifont to insert emojis into plots, wordcloud2 to generate interactive word clouds... By the end of the session, attendees will walk away with fresh ideas for integrating these tools into their daily workflows, whether for personal enjoyment or to create more engaging, impactful data visualizations. Preferred format: Lightning talk, open to talks or posters",❌,"r packages, r for fun",Joanna Chen (TikTok),NA
166,Virtual Lightning,2025-08-01,TBD,Online,Extending Shiny with React.js: Interactive Bubble Charts with nivo.bubblechart,"The nivo.bubblechart package is an R interface to the nivo.rocks library, designed for creating interactive bubble charts in Shiny applications. Built on top of React.js and D3.js, nivo.rocks provides powerful and customizable visualizations that go beyond traditional R plotting libraries. This talk will demonstrate how nivo.bubblechart leverages the reactR package to seamlessly extend Shiny with React components, enabling highly interactive, dynamic, and responsive visualizations. The audience will gain insights into how reactR bridges the gap between R and JavaScript, allowing developers to integrate modern web technologies into their R applications. Through live examples and code snippets, this session will highlight the advantages of using React-powered widgets in Shiny and how they can enhance user experience with interactive graphics. Whether you're an R developer exploring JavaScript or a Shiny user looking to extend your UI capabilities, this talk will provide practical takeaways to level up your Shiny dashboards. GitHub URL: https://github.com/DataRacerEdu/nivo.bubblechart",✅,react.js shiny d3.js,Anastasiia Kostiv,NA
64,Virtual Lightning,2025-08-01,TBD,Online,GeoLink R package,"GeoLink is an R package that assists users with merging publicly available geospatial indicators with georeferenced survey data. The georeferenced survey data can contain either latitude and longitude geocoordinates, or an administrative identifier with a corresponding shapefile. The procedure involves: Downloading geospatial indicator data, Shapefile tessellation, Computing Zonal statistics, and spatial joining of geospatial data with unit level data. The package, for example, can be used to link household characteristics measured in surveys with satellite-derived measures such as the average radiance of night-time light. The package can also calculate indicator values for each pixel covered by a tessellated grid in which a household is located. Finally, the package can be used to calculate zonal statistics for a user-defined shapefile (at native resolution or tessellated) and link the results to survey data. GeoLink complements the povmap and EMDI R packages to facilitate small area estimation with geospatial indicators. The latter two packages enable the estimation of regionally disaggregated indicators using small area estimation methods and includes tools for processing, assessing, and presenting the results.",✅,"social statistics, geospatial indicator, administrative unit, household survey, poverty mapping",Christopher Lloyd (University of Southampton (WorldPop)),Luciano Perfetti-Villa (University of Southampton (School of Geography and Environmental Science))
165,Virtual Lightning,2025-08-01,TBD,Online,R-evealing Insights: Forecasting Demand and Visualizing Data for Optimal Dermatology Clinic Operations,"Introduction: Efficiently managing patient demand and resources is crucial in dermatology, especially in India, where the doctor-to-patient ratio varies significantly, with a national average of approximately 1:834. This presentation explores using machine learning algorithms to forecast demand in dermatological clinics and developing an interactive visualization platform using ggplot2 in R. The goal is to help clinics in India and beyond optimize operations, improve patient satisfaction, and enhance resource allocation. Methods: We employ machine learning algorithms, including time series analysis and regression models, to analyze historical patient data. These algorithms identify trends and seasonal variations, enabling accurate demand forecasting. Additionally, we develop an interactive visualization platform using ggplot2 in R. This platform provides intuitive visualizations of clinic data, such as the busiest days, main types of cases, and other critical metrics. It also includes scenario testing features to simulate various staffing and resource allocation strategies. Results: The machine learning models successfully predict demand patterns, allowing clinics to anticipate busy periods and allocate resources effectively. The ggplot2-based visualization platform offers dynamic and customizable charts, making it easy for dermatologists to understand their clinic's data. The scenario testing feature enables clinics to visualize the impact of different staffing and resource allocation strategies, facilitating data-driven decision-making. Conclusion: Combining machine learning forecasts with interactive visualizations empowers dermatological clinics to enhance efficiency, improve patient care, and manage resources effectively. This holistic approach ensures that clinics are well-prepared to meet patient demand, optimize operations, and deliver superior care.",✅,"data visualisation, demand forecasting, data visualisation, ai in health, increasing patient involvement",Anjali Ancy,Subitchan . (SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES); Monisha M (SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES)
