Date,Chief Sealth TRL North of Thistle Total,Ped South,Ped North,Bike South,Bike North
01/15/2014 08:00:00 PM,0,0,0,0,0
01/15/2014 09:00:00 PM,0,0,0,0,0
01/15/2014 10:00:00 PM,0,0,0,0,0
01/15/2014 11:00:00 PM,0,0,0,0,0
01/16/2014 12:00:00 AM,0,0,0,0,0
01/16/2014 01:00:00 AM,0,0,0,0,0
01/16/2014 02:00:00 AM,0,0,0,0,0
01/16/2014 03:00:00 AM,0,0,0,0,0
01/16/2014 04:00:00 AM,0,0,0,0,0
01/16/2014 05:00:00 AM,0,0,0,0,0
01/16/2014 06:00:00 AM,0,0,0,0,0
01/16/2014 07:00:00 AM,3,0,1,1,1
01/16/2014 08:00:00 AM,5,1,2,1,1
01/16/2014 09:00:00 AM,6,1,1,2,2
01/16/2014 10:00:00 AM,1,0,0,1,0
01/16/2014 11:00:00 AM,4,0,2,0,2
01/16/2014 12:00:00 PM,7,2,3,1,1
01/16/2014 01:00:00 PM,10,9,1,0,0
01/16/2014 02:00:00 PM,1,1,0,0,0
01/16/2014 03:00:00 PM,6,2,1,1,2
01/16/2014 04:00:00 PM,2,0,1,0,1
01/16/2014 05:00:00 PM,6,2,2,2,0
01/16/2014 06:00:00 PM,2,0,1,1,0
01/16/2014 07:00:00 PM,1,0,0,1,0
01/16/2014 08:00:00 PM,0,0,0,0,0
01/16/2014 09:00:00 PM,3,2,1,0,0
01/16/2014 10:00:00 PM,1,0,1,0,0
01/16/2014 11:00:00 PM,0,0,0,0,0
01/17/2014 12:00:00 AM,2,1,1,0,0
01/17/2014 01:00:00 AM,0,0,0,0,0
01/17/2014 02:00:00 AM,0,0,0,0,0
01/17/2014 03:00:00 AM,0,0,0,0,0
01/17/2014 04:00:00 AM,0,0,0,0,0
01/17/2014 05:00:00 AM,0,0,0,0,0
01/17/2014 06:00:00 AM,0,0,0,0,0
01/17/2014 07:00:00 AM,2,0,2,0,0
01/17/2014 08:00:00 AM,2,0,0,2,0
01/17/2014 09:00:00 AM,0,0,0,0,0
01/17/2014 10:00:00 AM,0,0,0,0,0
01/17/2014 11:00:00 AM,5,2,3,0,0
01/17/2014 12:00:00 PM,1,0,1,0,0
01/17/2014 01:00:00 PM,1,0,1,0,0
01/17/2014 02:00:00 PM,1,0,1,0,0
01/17/2014 03:00:00 PM,0,0,0,0,0
01/17/2014 04:00:00 PM,5,2,2,0,1
01/17/2014 05:00:00 PM,2,1,1,0,0
01/17/2014 06:00:00 PM,2,1,1,0,0
01/17/2014 07:00:00 PM,2,0,0,2,0
01/17/2014 08:00:00 PM,4,3,1,0,0
01/17/2014 09:00:00 PM,0,0,0,0,0
01/17/2014 10:00:00 PM,0,0,0,0,0
01/17/2014 11:00:00 PM,0,0,0,0,0
01/18/2014 12:00:00 AM,4,2,2,0,0
01/18/2014 01:00:00 AM,0,0,0,0,0
01/18/2014 02:00:00 AM,1,1,0,0,0
01/18/2014 03:00:00 AM,0,0,0,0,0
01/18/2014 04:00:00 AM,0,0,0,0,0
01/18/2014 05:00:00 AM,0,0,0,0,0
01/18/2014 06:00:00 AM,1,1,0,0,0
01/18/2014 07:00:00 AM,2,0,2,0,0
01/18/2014 08:00:00 AM,3,2,0,1,0
01/18/2014 09:00:00 AM,1,0,1,0,0
01/18/2014 10:00:00 AM,1,0,0,0,1
01/18/2014 11:00:00 AM,7,3,2,2,0
01/18/2014 12:00:00 PM,8,1,3,1,3
01/18/2014 01:00:00 PM,3,1,1,1,0
01/18/2014 02:00:00 PM,0,0,0,0,0
01/18/2014 03:00:00 PM,9,2,1,5,1
01/18/2014 04:00:00 PM,9,0,1,0,8
01/18/2014 05:00:00 PM,5,1,0,2,2
01/18/2014 06:00:00 PM,1,1,0,0,0
01/18/2014 07:00:00 PM,0,0,0,0,0
01/18/2014 08:00:00 PM,0,0,0,0,0
01/18/2014 09:00:00 PM,1,1,0,0,0
01/18/2014 10:00:00 PM,0,0,0,0,0
01/18/2014 11:00:00 PM,0,0,0,0,0
01/19/2014 12:00:00 AM,0,0,0,0,0
01/19/2014 01:00:00 AM,0,0,0,0,0
01/19/2014 02:00:00 AM,1,1,0,0,0
01/19/2014 03:00:00 AM,0,0,0,0,0
01/19/2014 04:00:00 AM,0,0,0,0,0
01/19/2014 05:00:00 AM,0,0,0,0,0
01/19/2014 06:00:00 AM,0,0,0,0,0
01/19/2014 07:00:00 AM,2,1,1,0,0
01/19/2014 08:00:00 AM,2,1,1,0,0
01/19/2014 09:00:00 AM,3,0,3,0,0
01/19/2014 10:00:00 AM,3,2,1,0,0
01/19/2014 11:00:00 AM,4,0,1,1,2
01/19/2014 12:00:00 PM,2,1,1,0,0
01/19/2014 01:00:00 PM,3,1,2,0,0
01/19/2014 02:00:00 PM,0,0,0,0,0
01/19/2014 03:00:00 PM,0,0,0,0,0
01/19/2014 04:00:00 PM,3,2,1,0,0
01/19/2014 05:00:00 PM,3,2,1,0,0
01/19/2014 06:00:00 PM,0,0,0,0,0
01/19/2014 07:00:00 PM,1,1,0,0,0
01/19/2014 08:00:00 PM,0,0,0,0,0
01/19/2014 09:00:00 PM,0,0,0,0,0
01/19/2014 10:00:00 PM,0,0,0,0,0
01/19/2014 11:00:00 PM,0,0,0,0,0
01/20/2014 12:00:00 AM,0,0,0,0,0
01/20/2014 01:00:00 AM,0,0,0,0,0
01/20/2014 02:00:00 AM,0,0,0,0,0
01/20/2014 03:00:00 AM,0,0,0,0,0
01/20/2014 04:00:00 AM,0,0,0,0,0
01/20/2014 05:00:00 AM,0,0,0,0,0
01/20/2014 06:00:00 AM,0,0,0,0,0
01/20/2014 07:00:00 AM,1,0,1,0,0
01/20/2014 08:00:00 AM,3,2,1,0,0
01/20/2014 09:00:00 AM,0,0,0,0,0
01/20/2014 10:00:00 AM,0,0,0,0,0
01/20/2014 11:00:00 AM,4,2,2,0,0
01/20/2014 12:00:00 PM,3,0,2,1,0
01/20/2014 01:00:00 PM,3,2,1,0,0
01/20/2014 02:00:00 PM,8,2,4,2,0
01/20/2014 03:00:00 PM,4,0,1,1,2
01/20/2014 04:00:00 PM,3,1,1,1,0
01/20/2014 05:00:00 PM,5,1,0,2,2
01/20/2014 06:00:00 PM,0,0,0,0,0
01/20/2014 07:00:00 PM,0,0,0,0,0
01/20/2014 08:00:00 PM,0,0,0,0,0
01/20/2014 09:00:00 PM,2,2,0,0,0
01/20/2014 10:00:00 PM,0,0,0,0,0
01/20/2014 11:00:00 PM,0,0,0,0,0
01/21/2014 12:00:00 AM,0,0,0,0,0
01/21/2014 01:00:00 AM,0,0,0,0,0
01/21/2014 02:00:00 AM,0,0,0,0,0
01/21/2014 03:00:00 AM,0,0,0,0,0
01/21/2014 04:00:00 AM,0,0,0,0,0
01/21/2014 05:00:00 AM,0,0,0,0,0
01/21/2014 06:00:00 AM,0,0,0,0,0
01/21/2014 07:00:00 AM,3,0,1,0,2
01/21/2014 08:00:00 AM,5,2,2,1,0
01/21/2014 09:00:00 AM,1,0,1,0,0
01/21/2014 10:00:00 AM,2,0,1,0,1
01/21/2014 11:00:00 AM,2,1,1,0,0
01/21/2014 12:00:00 PM,2,2,0,0,0
01/21/2014 01:00:00 PM,1,0,1,0,0
01/21/2014 02:00:00 PM,0,0,0,0,0
01/21/2014 03:00:00 PM,5,2,0,1,2
01/21/2014 04:00:00 PM,1,0,0,0,1
01/21/2014 05:00:00 PM,3,1,1,0,1
01/21/2014 06:00:00 PM,0,0,0,0,0
01/21/2014 07:00:00 PM,1,0,0,1,0
01/21/2014 08:00:00 PM,1,0,0,1,0
01/21/2014 09:00:00 PM,0,0,0,0,0
01/21/2014 10:00:00 PM,0,0,0,0,0
01/21/2014 11:00:00 PM,0,0,0,0,0
01/22/2014 12:00:00 AM,0,0,0,0,0
01/22/2014 01:00:00 AM,0,0,0,0,0
01/22/2014 02:00:00 AM,0,0,0,0,0
01/22/2014 03:00:00 AM,0,0,0,0,0
01/22/2014 04:00:00 AM,0,0,0,0,0
01/22/2014 05:00:00 AM,0,0,0,0,0
01/22/2014 06:00:00 AM,0,0,0,0,0
01/22/2014 07:00:00 AM,0,0,0,0,0
01/22/2014 08:00:00 AM,1,0,0,1,0
01/22/2014 09:00:00 AM,1,0,0,0,1
01/22/2014 10:00:00 AM,4,2,2,0,0
01/22/2014 11:00:00 AM,2,0,0,0,2
01/22/2014 12:00:00 PM,4,1,3,0,0
01/22/2014 01:00:00 PM,1,0,0,0,1
01/22/2014 02:00:00 PM,5,2,3,0,0
01/22/2014 03:00:00 PM,2,1,1,0,0
01/22/2014 04:00:00 PM,5,3,1,0,1
01/22/2014 05:00:00 PM,2,1,1,0,0
01/22/2014 06:00:00 PM,2,1,1,0,0
01/22/2014 07:00:00 PM,0,0,0,0,0
01/22/2014 08:00:00 PM,2,0,0,2,0
01/22/2014 09:00:00 PM,0,0,0,0,0
01/22/2014 10:00:00 PM,0,0,0,0,0
01/22/2014 11:00:00 PM,0,0,0,0,0
01/23/2014 12:00:00 AM,0,0,0,0,0
01/23/2014 01:00:00 AM,0,0,0,0,0
01/23/2014 02:00:00 AM,0,0,0,0,0
01/23/2014 03:00:00 AM,0,0,0,0,0
01/23/2014 04:00:00 AM,0,0,0,0,0
01/23/2014 05:00:00 AM,0,0,0,0,0
01/23/2014 06:00:00 AM,0,0,0,0,0
